05年12月10日 中京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,05年12月10日 中京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1700m 2 歳未勝利 馬齢,,,,,,,,,,,,■ 4R  芝1800m 2 歳未勝利(混) 馬齢,,,,,,,,,,,,■ 7R  ダ1700m 3歳上500万(混) 別定,,,,,,,,,,,,■10R  ダ1700m 3歳上1000万(混) 別定,,,,,,,,,,,
 5, 5,Ｄフジマサビュｰティ, 68,中舘  , 1.0, 69,* 14,  -8, 1,  3.2,②①①, 5,15,Ｉニシノユメヲミセテ, 59,生野  , 0.4, 60, -15,  16,11, 64.9,⑦⑥⑥, 5,14,Ｅタイセイスパｰク, 70,川島信, 0.7, 71,   9,* -2,10, 63.1,⑬⑫⑫, 5,10,Ｃトップガンジョｰ, 89,幸    , 0.3, 87,  18,   5, 4,  6.4,⑪⑧⑥
 6, 4,Ｉアイファｰラブラブ, 61,大西  , 1.0, 56, -13,   9, 8, 26.7,⑫⑫⑪, 6,13,Ａロｰリｰポｰリｰ, 69,蛯名  , 0.5, 55,*-12,  12, 2,  3.3,④③②, 6,12,Ｉクルワザｰド, 67,松岡  , 0.7, 69,  10, -10, 8, 22.0,⑤⑧⑧, 6, 4,Ｌコンラッド, 80,松岡  , 0.3, 86,  14,* 13, 2,  6.1,⑪⑬⑬
 7, 2,Ｋティボリサンライズ, 59,松岡  , 1.4, 49, -18,   8, 9, 48.4,⑬⑬⑭, 7,12,Ｇラピｰナカルド, 61,中舘  , 0.6, 55,*-12,  12, 7, 21.8,③③②, 7,13,Ｍカツヨビッグボｰイ, 64,武士沢, 0.8, 75,   9,*  0,13,103.8,⑮⑮⑫, 7,14,Ｆサンバレンティン, 84,佐藤哲, 0.4, 84,  13,* 12, 7, 13.8,⑭⑬⑬
 8, 1,Ｎプリティベティ, 31,生野  , 1.4, 49, -17,   7,12,155.2,⑬⑬⑪, 8, 3,Ｊベリンベルノ, 58,松岡  , 0.7, 60, -16,  17,12, 75.8,⑪⑩⑩, 8, 4,Ｎセルリアンシャチ, 55,菊沢徳, 1.0, 66,* 13, -19,15,126.9,④④④, 8, 2,Ｂツルマルヨカニセ, 89,小牧太, 0.4, 86,  18,   6, 3,  6.3,⑧⑨⑩
 9,14,Ｆセトモモチャン, 62,佐藤哲, 1.5, 54,  -1,  -4, 6,  9.9,⑧⑤⑤, 9, 8,Ｌナンヨｰアクトレス, 54,菊沢徳, 0.8, 50,*-11,   6, 9, 42.2,①①①, 9, 9,Ｂケイエスジェネラス, 73,幸    , 1.1, 65,  12, -18, 7, 19.3,⑦⑥⑥, 9,11,Ｋホッコｰパドゥシャ, 80,菊沢徳, 0.5, 80,  16,   5,15,101.0,⑬⑨⑪
10,12,Ｊエプソムヌｰヴェル, 60,勝浦  , 1.6, 53,  -1,  -5,13,167.0,④⑤⑥,10, 1,Ｋゴｰルデンキス, 55,南田  , 0.8, 54, -17,  14,14,183.7,⑧⑧⑧,10, 2,Ｄシルバｰガル, 71,高田  , 1.1, 69,   8,  -4, 6, 13.1,⑮⑮⑭,10,13,Ｄワイルドスナイパｰ, 88,藤岡  , 0.5, 84,  22,  -5, 9, 17.9,⑤⑤④
11, 9,Ｌハロｰマイフレンド, 47,幸    , 1.6, 50, -11,   3,10, 59.2,④⑪⑪,11, 9,Ｈアイアムキラキラ, 61,石橋脩, 1.1, 47,*-12,   5, 6, 19.9,②②②,11, 6,Ｇカネショウハヤテ, 70,二本柳, 1.6, 60,   9, -20,14,106.7,⑬⑩⑩,11,12,Ｇニシノサブライム, 83,本田  , 1.0, 78,  21, -11,16,215.7,⑥⑥⑥
12,10,Ｂイサミステルス, 71,塚田  , 1.8, 59,* 13, -17, 4,  6.0,①②②,12,14,Ｆメイショウチャチャ, 62,飯田  , 1.3, 54, -17,  15, 8, 32.2,⑪⑬⑫,12,16,Ｊエプソムボス, 67,小牧太, 1.9, 58,* 15, -39, 3,  4.8,②②②,12, 5,Ｍプライマリｰケア, 80,田辺  , 1.2, 77,  12,   4,14, 95.0,⑯⑯⑮
13, 3,Ｍジンデンキセキ, 42,古川吉, 2.0, 45, -10,  -3,14,443.3,⑧⑩⑩,13, 4,Ｎアルストロメリア, 48,二本柳, 1.5, 49, -18,  13,13,169.1,⑭⑬⑫,13, 7,Ｃチェストウイング, 71,石橋脩, 2.2, 53,* 14, -45, 2,  3.6,①①①,13, 7,Ｐニシノシタン, 75,中舘  , 1.3, 74,* 28, -27,12, 24.9,①①①
,,,,,,,,,,,,14,11,Ｍフェイマｰ, 53,藤岡  , 2.5, 36, -18,   1,10, 59.0,⑧⑪⑫,14, 8,Ｏサムライジョｰイ, 55,土谷  , 2.7, 50,  10, -39,11, 91.0,⑦⑧⑩,14, 3,Ａメジロマイヤｰ, 91,飯田  , 2.1, 65,  21, -26,13, 44.6,⑥⑥⑧
,,,,,,,,,,,,15, 6,Ｏスイｰトバラライカ, 22,ボニヤ, 2.6, 38, -19,   5,15,197.0,⑮⑮⑮,15,11,Ｈセトレスラｰ, 68,加藤士, 3.2, 42,   7, -44,16,273.5,⑩⑫⑭,15, 1,Ｊシェイクマイハｰト, 81,ボニヤ, 2.2, 62,  23, -34, 6, 12.2,③③④
,,,,,,,,,,,,,,,,,,,,,,,,16, 1,Ｐパイレｰツシチｰ, 53,勝浦  , 3.2, 43,   9, -42,12,101.8,⑥⑫⑯,16,15,Ｈスタｰイレブン, 81,赤木  , 9.1,-17,  14, ---, 5,  8.2,⑨⑬⑯
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:70 ﾚｰｽﾍﾟｰｽ指数:+11 ﾚｰｽｱｶﾞﾘ指数:+13 馬場:良(指数:-4),,,,,,,,,,,,ｸﾗｽ上位平均:70 ﾚｰｽﾍﾟｰｽ指数:-17 ﾚｰｽｱｶﾞﾘ指数:+26 馬場:良(指数:-5),,,,,,,,,,,,ｸﾗｽ上位平均:74 ﾚｰｽﾍﾟｰｽ指数:+9 ﾚｰｽｱｶﾞﾘ指数:-6 馬場:良(指数:-2),,,,,,,,,,,,ｸﾗｽ上位平均:91 ﾚｰｽﾍﾟｰｽ指数:+12 ﾚｰｽｱｶﾞﾘ指数:+0 馬場:良(指数:-3),,,,,,,,,,,
単勝:490円 複勝:13=170円 07=230円 06=200円 枠連:880円,,,,,,,,,,,,単勝:260円 複勝:10=140円 02=220円 05=260円 枠連:980円,,,,,,,,,,,,"単勝:2,350円 複勝:05=430円 10=180円 15=350円 枠連:3,190円",,,,,,,,,,,,"単勝:1,780円 複勝:08=490円 16=230円 09=460円 枠連:2,450円",,,,,,,,,,,
"馬連:1,840円 ワイド:07-13=760円 06-13=460円 06-07=710円",,,,,,,,,,,,"馬連:1,290円 ワイド:02-10=460円 05-10=570円 02-05=920円",,,,,,,,,,,,"馬連:4,770円 ワイド:05-10=1,210円 05-15=2,710円 10-15=710円",,,,,,,,,,,,"馬連:7,070円 ワイド:08-16=2,620円 08-09=4,050円 09-16=1,960円",,,,,,,,,,,
"馬単:3,750円 3連複:3,190円",,,,,,,,,,,,"馬単:1,860円 3連複:2,930円",,,,,,,,,,,,"馬単:10,130円 3連複:10,700円",,,,,,,,,,,,"馬単:15,590円 3連複:41,220円 3連単:268,510円",,,,,,,,,,,
■ 3R  ダ1700m 3歳上500万 別定,,,,,,,,,,,,■ 6R  ダ1000m 3歳上500万 別定,,,,,,,,,,,,■ 9R  ダ1000m 3歳上500万 別定,,,,,,,,,,,,■12R  芝1200m 3歳上500万(混) 別定,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,志摩特別,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 8,Ｄリバｰキセキ, 62,松岡  ,, 72,   2,*  9, 1,  2.9,⑬⑨⑥, 1,11,Ｂスリｰリクエスト, 64,中村将,, 66,*  4,   0, 4,  7.1,②②②, 1, 9,Ｃセトノヒット, 68,佐藤哲,, 74,   8,*  6, 1,  2.5,⑤④④, 1,15,Ｄアグネスラズベリ, 74,本田  ,, 77,   2,* 14, 1,  2.3,⑫⑨⑨
 2, 2,Ａタガノコマンダｰ, 66,飯田  , 0.0, 72,   3,*  8, 2,  4.8,⑨③③, 2,13,Ｉクンダリｰニ, 58,柴山  , 0.0, 66,  -1,   5, 5,  9.5,⑦④④, 2, 3,Ｅタケデンバトル, 63,加藤士, 0.3, 66,   1,*  6, 6, 33.7,⑦⑥⑥, 2, 7,Ｆメイショウリオン, 69,武幸  , 0.0, 80,* 15,   2, 9, 39.2,①①①
 3,15,Ｂブルｰフランカｰ, 63,川島信, 0.6, 67,   4,   1, 8, 29.9,⑤③③, 3, 9,Ａマルタカシャイン, 77,小林慎, 0.1, 66,  -2,   6, 1,  2.5,④⑤④, 3, 5,Ｂクィｰンロマンス, 68,北村浩, 0.5, 73,* 17,  -6, 4, 10.2,①①①, 3,18,Ｈカイシュウムサシ, 65,藤岡  , 0.2, 74,   4,   9,14,107.3,⑨⑦⑥
 4,14,Ｅマイティミシエロ, 61,松田  , 1.0, 64,   3,  -1, 9, 33.7,⑦⑧⑧, 4, 6,Ｊシャイニｰファスト, 56,西田  , 0.4, 59, -13,* 10,10, 91.5,⑩⑧⑧, 4,14,Ｄラブイズゴｰルド, 67,幸    , 0.5, 71,  13,  -2, 2,  2.6,②③③, 4, 3,Ｂサンライズアタック, 76,佐藤哲, 0.2, 74,  -4,* 17, 4,  7.8,⑯⑭⑪
 5, 6,Ｊマリンオンワｰド, 54,武士沢, 1.1, 64,   2,   0,12,100.7,⑬⑨⑧, 5,12,Ｄブリｰジｰウッズ, 63,中舘  , 0.4, 65,*  5,  -1, 3,  4.5,①③②, 5, 6,Ｇメイショウシラヌイ, 62,橋本美, 0.9, 69,* 16,  -8, 5, 20.2,②②②, 5,13,Ａファインテイオｰ, 77,幸    , 0.2, 76,*  8,   5, 2,  4.7,③③②
 6,13,Ｉタガノウィザｰド, 54,本田  , 1.3, 60,   3,  -5, 4,  6.9,⑧③⑥, 6, 3,Ｍスリｰスピリット, 51,生野  , 0.4, 54, -16,*  9,11,130.0,⑨⑧⑧, 6,12,Ａドリｰムシップ, 72,高野容, 1.2, 57,   0,   0, 3,  5.7,⑧⑧⑨, 6,17,Ｏフジタカペトラ, 59,太宰  , 0.4, 70,   0,   9,13, 92.0,⑭⑨⑨
 7, 7,Ｆトｰセンセッション, 60,ボニヤ, 1.7, 58,*  5, -12, 5,  9.0,①①①, 7, 4,Ｇモアマイガｰル, 60,幸    , 0.4, 60,  -4,   3, 6, 19.7,④⑤⑥, 7, 7,Ｊプライムナンバｰ, 54,川田  , 1.2, 53,  -8,*  4, 8, 47.0,⑪⑪⑪, 7,10,Ｇニホンピロリビエラ, 67,川島信, 0.5, 70,   5,   3, 7, 32.6,⑥⑦⑥
 8,10,Ｋパルキセキ, 51,中舘  , 1.7, 58,   2,  -6,11, 89.2,⑩⑨⑧, 8, 2,Ｃノｰブルレディ, 64,田辺  , 0.6, 59,  -6,   4,12,132.6,④⑦⑥, 8, 1,Ｈジパングエンジェル, 59,古川吉, 1.4, 53,  -4,   0,12,106.3,⑧⑩⑨, 8, 9,Ｃエイシンライトゥン, 74,小牧太, 0.6, 67,   7,   0, 5, 11.0,③⑤⑥
 9,11,Ｈロッキｰアイザック, 57,柴山  , 1.7, 58,*  5, -11,10, 36.6,⑪②②, 9, 1,Ｆベルモントボｰジｰ, 61,二本柳, 0.7, 62,*  7,  -7, 2,  4.3,②①①, 9,10,Ｆヤマニンペルセウス, 63,二本柳, 1.5, 54,   1,  -4, 7, 34.6,⑩⑧⑦, 9, 4,Ｅダイイチミラクル, 71,柴山  , 0.7, 66,  -4,  10, 3,  6.2,⑭⑭⑭
10, 9,Ｍバｰジョンワン, 47,塚田  , 1.8, 54,   2, -11, 6, 15.2,⑤③③,10, 5,Ｈウィンフォｰユｰ, 59,塚田  , 0.8, 50, -15,   4, 7, 43.4,⑧⑧⑧,10, 8,Ｉテｰオｰドラゴン, 57,鹿戸  , 1.6, 49,  -9,   1,14,218.7,⑫⑪⑪,10,11,Ｉラヴォラトｰレ, 65,川田  , 0.7, 65,   1,   6, 8, 33.3,⑨⑨⑪
11, 3,Ｎシンボリロイヤルズ, 46,石橋脩, 2.3, 54,  -2,  -7,13,162.6,⑮⑭⑫,11, 7,Ｌミスタｰマリオ, 53,松岡  , 1.0, 49, -16,   5, 9, 49.4,⑪⑪⑪,11,13,Ｍアドマイヤキング, 50,高田  , 2.4, 35, -18,  -1,13,131.0,⑬⑬⑬,11, 2,Ｌモｰディッシュ, 62,石橋脩, 0.9, 61,  -9,  11,17,201.1,⑯⑰⑯
12,12,Ｏニシノバラモン, 45,鹿戸  , 3.5, 42,   4, -27,14,286.3,③③⑧,12, 8,Ｅコスモトラベラｰ, 62,佐藤聖, 1.3, 40, -27,*  7, 8, 44.3,⑬⑬⑫,12, 2,Ｎベストライトニング, 35,西田  , 3.1, 34,   2, -21,11, 98.8,⑥⑥⑦,12, 5,Ｍワイルドソニック, 62,蛯名  , 0.9, 60,   0,   2, 6, 25.2,⑨⑨⑪
13, 1,Ｌハセノカｰリアン, 48,土谷  , 3.8, 43,  -2, -20,15,362.0,⑪⑭⑬,13,10,Ｋルンルンスズカ, 53,南井  , 1.3, 45, -21,   6,13,196.0,⑫⑫⑫,13,11,Ｋギンマクノヨウセイ, 54,武士沢, 3.2, 39,  10, -28,10, 55.4,②④⑤,13, 1,Ｑマイトレジャｰ, 58,松岡  , 1.0, 59,  -4,   5,12, 47.5,⑫⑭⑭
14, 4,Ｇシｰクルｰザｰ, 58,赤木  , 5.8, 25,   0, -42, 7, 19.0,①⑫⑮,,,,,,,,,,,,,14, 4,Ｌキタサンメッセｰジ, 53,中村将, 3.5, 18, -26,  -9, 9, 52.4,⑬⑭⑭,14,16,Ｐサキノリュウオｰ, 58,勝浦  , 1.2, 61,   7,  -9,18,222.3,⑥⑤②
15, 5,Ｃアサクサキンメダル, 62,蛯名  , 6.6, 20,   0, -51, 3,  4.9,③⑫⑬,,,,,,,,,,,,,,,,,,,,,,,,,15,14,Ｋストｰミｰラッシュ, 62,鹿戸  , 1.2, 56, -11,   8,16,197.7,⑱⑰⑯
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16, 8,Ｊダイワケベック, 63,嘉藤  , 1.4, 55,*  8, -14,15,143.1,⑤③②
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,12,Ｒライモン, 49,ボニヤ, 1.4, 57,* 10, -15,11, 47.3,②②②
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18, 6,Ｎダンスオブサロメ, 59,赤木  , 1.7, 45,   0, -11,10, 44.7,⑥⑨⑯
