05年11月27日 東京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,05年11月27日 東京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1600m 2 歳未勝利 馬齢,,,,,,,,,,,,■ 4R  芝1400m 2 歳新馬(混) 馬齢,,,,,,,,,,,,■ 7R  ダ1400m 3歳上1000万(混) 別定,,,,,,,,,,,,■10R  芝2400m 3歳上ｵｰﾌﾟﾝ(国) 定量,,,,,,,,,,,
 1, 3,Ｉウエスタンビｰナス, 36,蛯名  ,, 49,*-17,   9, 6, 11.8,①②②, 1,13,Ｊピサノバンキッシュ, 55,デザｰ,, 67,   4,*  0, 1,  2.6,⑬⑬⑩, 1,10,Ｃヒカルウイッシュ, 79,横山典,, 85,   4,* 19, 2,  5.7,⑧⑧⑧, 1,10,Ｂムｰンシャイン, 80,デザｰ,, 74,   2,  13, 1,  2.0,⑦⑥⑤
 2, 4,Ｂトｰセンセレニティ, 50,柴田善, 0.1, 49, -21,  13, 1,  2.7,②④⑥, 2, 2,Ａフィｰルドオアシス, 70,デット, 0.1, 66,   7,* -6, 4,  7.4,⑧⑦⑤, 2, 1,Ａサワノブレイブ, 83,本田  , 0.2, 83,   4,* 18, 3,  7.6,⑩⑩⑧, 2, 4,Ｅセイングレンド, 75,横山典, 0.1, 79,  -5,* 21, 5, 13.9,⑫⑪⑫
 3, 8,Ａコアレスキャスト, 54,田中勝, 0.3, 46, -22,  11, 2,  4.5,⑧⑦⑦, 3, 1,Ｉコスモバｰン, 56,ペリエ, 0.5, 62,   8, -11,11, 83.3,⑤④③, 3, 5,Ｂメテオバｰスト, 80,デザｰ, 0.2, 83,*  7,  13, 1,  1.4,⑪⑥②, 3, 5,Ｉレディｰシップ, 67,石橋脩, 0.1, 73,   1,  13,10, 72.5,⑥⑧⑦
 4,10,Ｅペンタコｰド, 45,ボニヤ, 0.5, 41, -20,   5, 3,  5.9,④④④, 4, 3,Ｇエイシンセイテン, 57,安藤勝, 1.0, 57,* 10, -19, 5,  9.4,①①①, 4,16,Ｊダｰクスワン, 70,佐藤哲, 0.4, 80,*  9,   9, 9, 63.6,①①①, 4, 2,Ｇピサノデュエル, 73,武豊  , 0.2, 76,  -3,* 19, 4, 12.7,⑪⑪⑩
 5, 1,Ｃアラマサスナイパｰ, 49,松岡  , 0.5, 55, -35,* 24, 5, 10.5,⑯⑮⑰, 5, 6,Ｆゲイルワン, 58,横山典, 1.3, 55,   1,* -8, 2,  4.7,⑭⑭⑬, 5, 4,Ｎシｰルビｰバック, 65,松永  , 0.5, 79,   6,  12, 6, 24.9,④④⑤, 5, 1,Ｆバシュアｰス, 74,ボニヤ, 0.3, 67,   3,   6, 3,  5.4,③④③
 6, 2,Ｆセイウンピュア, 41,安藤勝, 0.7, 42, -28,  13, 7, 19.6,⑪⑪⑪, 6,15,Ｃカナハラグロリア, 63,勝浦  , 1.5, 54,   5, -16, 6, 15.3,⑧⑧⑧, 6, 3,Ｈセレスエンブレム, 73,蛯名  , 0.9, 75,   7,   7, 4, 19.2,①②④, 6, 6,Ｊビッグサウンド, 66,蛯名  , 0.4, 68,  -3,  13,12, 96.9,⑨⑨⑩
 7, 5,Ｌペディクラリス, 29,横山典, 0.9, 41, -31,  14, 4,  6.0,⑬⑬⑭, 7, 4,Ｍアルジェナｰ, 49,松永  , 1.6, 53,   5, -18,12, 97.7,⑩⑨⑧, 7, 6,Ｉゼンノエキスプレス, 72,小林淳, 1.1, 75,   2,  12,10, 88.1,⑬⑫⑫, 7,12,Ｄハセノコンコルド, 76,勝浦  , 0.4, 65,*  5,   2, 7, 20.9,②②②
 8,15,Ｎクロスバラｰド, 22,佐藤哲, 0.9, 32,*-16,  -6, 8, 35.9,④②②, 8,16,Ｅチェルケッティ, 59,ルメｰ, 2.5, 46,   8, -30,13,123.5,①③③, 8,12,Ｇダンシングテン, 75,ナカタ, 1.1, 78,   0,* 17, 8, 58.9,⑮⑮⑮, 8, 3,Ｈハウズトリックス, 71,松岡  , 0.4, 67,   2,   6, 8, 55.3,③⑤⑤
 9, 7,Ｈキｰンライアン, 37,本田  , 1.0, 29,*-14, -11,10, 52.9,②①①, 9, 5,Ｈセイウンハンクス, 57,村田  , 2.6, 42,   1, -20,14,127.5,⑤⑩⑬, 9,13,Ｌサンワｰドラン, 67,藤田  , 1.4, 71,*  7,   1, 5, 23.0,③②②, 9, 7,Ａマイネルリバティｰ, 81,柴田善, 0.4, 69,  -1,  11, 6, 15.1,⑩⑨⑨
10, 9,Ｇデザｰトバｰド, 38,木幡  , 1.0, 36, -28,   8, 9, 44.1,⑪⑪⑪,10,12,Ｏゼンノスカイブルｰ, 44,蛯名  , 3.0, 41,   7, -33, 8, 38.5,③⑤⑤,10, 8,Ｅブラｰボウッズ, 75,柴田善, 1.8, 71,   5,   2,11,112.1,⑭⑫⑧,10, 9,Ｃオルフェｰオ, 78,ペリエ, 1.0, 55,*  3,  -7, 2,  4.5,③③③
11,12,Ｏノボホワイト, 22,石橋脩, 1.2, 30, -26,   1,16,315.9,⑧⑨⑨,11, 9,Ｎケイアイテイメント, 47,藤田  , 3.0, 41,*  9, -37,10, 54.4,⑤②②,11,14,Ｄマチカネリュウセイ, 76,木幡  , 2.5, 63,   7,  -7, 7, 45.6,④④⑤,11, 8,Ｌトウショウアタック, 57,郷原  , 1.1, 51,*  5, -11, 9, 59.2,①①①
12,16,Ｐフジミネシャトル, 22,江田照, 1.4, 26, -22,  -6,13,232.7,⑦⑦⑦,12, 8,Ｋマイネルブｰバリス, 54,津村  , 3.1, 38,   3, -30,15,173.0,⑩⑩⑪,12, 9,Ｆテンザンオペラ, 75,ボニヤ, 2.5, 66,   6,  -6,12,175.7,⑨⑩⑤,12,11,Ｋヤナギムシ, 64,穂苅  , 1.2, 54,   1,  -4,11, 84.4,⑦⑥⑦
13,11,Ｑプリンセスザナドゥ, 20,北村宏, 1.9, 21, -28,  -6,14,235.8,⑬⑬⑪,13,11,Ｄワｰキングボｰイ, 61,和田  , 3.2, 40,   7, -35, 7, 21.2,③⑤⑤,13,11,Ｍドントコイタカトモ, 65,二本柳, 3.3, 56,   3,  -9,15,559.9,④⑧⑫,,,,,,,,,,,,
14,13,Ｒサムシングオｰルド, 14,梶    , 1.9, 21, -32,   0,17,595.1,⑮⑮⑯,14, 7, キョクイチベガ,---,佐藤聖, 3.4, 34,  -3, -26,16,470.0,⑮⑮⑮,14, 2, ロッキｰワンダｰ,---,勝浦  , 3.3, 56,   5, -12,14,365.3,④⑥⑧,,,,,,,,,,,,
15,14,Ｍオオシマセイラｰ, 29,柄崎  , 2.1, 15, -24, -14,15,271.6,⑩⑨⑨,15,10,Ｂモンテチェリｰ, 67,柴田善, 3.5, 36,   3, -32, 3,  5.3,⑩⑩⑫,15, 7,Ｋタカラアジュディ, 67,田中勝, 4.5, 47,  -1, -16,13,319.8,⑮⑮⑮,,,,,,,,,,,,
16,17,Ｊラプラシアン, 32,加藤士, 2.2,  7, -20, -25,11,141.0,④④④,16,14,Ｌブライアンズエッセ, 53,田中勝, 3.9, 33,  -1, -30, 9, 38.9,⑮⑮⑮,16,15, ハバナフォンテン,---,矢原  , 4.9, 44,   1, -22,16,921.1,⑫⑫⑭,,,,,,,,,,,,
17,18,Ｋサニｰコンコルド, 30,吉田豊, 2.6, 10, -30, -14,12,230.0,⑰⑰⑭,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:60 ﾚｰｽﾍﾟｰｽ指数:-11 ﾚｰｽｱｶﾞﾘ指数:+19 馬場:良(指数:-5),,,,,,,,,,,,ｸﾗｽ上位平均:67 ﾚｰｽﾍﾟｰｽ指数:+14 ﾚｰｽｱｶﾞﾘ指数:-8 馬場:良(指数:0),,,,,,,,,,,,ｸﾗｽ上位平均:85 ﾚｰｽﾍﾟｰｽ指数:-1 ﾚｰｽｱｶﾞﾘ指数:+10 馬場:良(指数:0),,,,,,,,,,,,ｸﾗｽ上位平均:82 ﾚｰｽﾍﾟｰｽ指数:-5 ﾚｰｽｱｶﾞﾘ指数:+8 馬場:良(指数:-5),,,,,,,,,,,
"単勝:1,180円 複勝:03=270円 04=130円 08=160円 枠連:1,830円",,,,,,,,,,,,"単勝:260円 複勝:13=150円 02=220円 01=1,610円 枠連:860円",,,,,,,,,,,,"単勝:570円 複勝:10=120円 01=140円 05=100円 枠連:1,660円",,,,,,,,,,,,単勝:200円 複勝:10=120円 04=300円 05=930円 枠連:790円,,,,,,,,,,,
"馬連:1,730円 ワイド:03-04=550円 03-08=810円 04-08=280円",,,,,,,,,,,,"馬連:1,090円 ワイド:02-13=440円 01-13=4,540円 01-02=4,470円",,,,,,,,,,,,"馬連:1,690円 ワイド:01-10=330円 05-10=160円 01-05=200円",,,,,,,,,,,,"馬連:1,160円 ワイド:04-10=550円 05-10=2,240円 04-05=6,200円",,,,,,,,,,,
"馬単:4,600円 3連複:2,130円",,,,,,,,,,,,"馬単:1,720円 3連複:25,170円",,,,,,,,,,,,"馬単:3,360円 3連複:440円 3連単:6,660円",,,,,,,,,,,,"馬単:1,660円 3連複:15,610円 3連単:48,060円",,,,,,,,,,,
■ 3R  芝1800m 2 歳未勝利(混) 馬齢,,,,,,,,,,,,■ 6R  芝1800m 3歳上500万(混) 別定,,,,,,,,,,,,■ 9R  芝1600m 3歳上ｵｰﾌﾟﾝ(国) 別定,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,ｷｬﾋﾟﾀﾙｽﾃｰｸｽ,,,,,,,,,,,,,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,10,Ｅサクラマジェスティ, 44,蛯名  ,, 60,*-10,  11, 8, 30.3,①②②, 1, 2,Ｂヒカルベガ, 78,横山典,, 79,* 11,   5, 3,  5.9,①①①, 1,12,Ａオレハマッテルゼ, 92,武豊  ,, 86,*  9,  18, 2,  4.9,②②②,,,,,,,,,,,,
 2, 4,Ｃレインボｰジャック, 49,デザｰ, 0.2, 61, -13,* 14, 2,  4.6,⑥⑥⑦, 2, 9,Ｎプリンシペデルソル, 62,デット, 0.4, 75,   2,* 18, 2,  4.9,⑨⑨⑨, 2, 8,Ｂフォｰカルポイント, 91,蛯名  , 0.0, 87,   6,  21, 1,  4.5,⑥④④,,,,,,,,,,,,
 3, 5,Ｂスペシャルシｰカｰ, 56,横山典, 0.4, 53, -12,   9, 3,  6.0,③③⑥, 3, 6,Ｄサルタンバンク, 73,武豊  , 0.4, 78,   5,  14, 1,  2.0,⑥⑥⑤, 3, 6,Ｉアサクサキニナル, 83,藤田  , 0.0, 91,   5,* 26, 5,  9.3,⑧⑩⑦,,,,,,,,,,,,
 4,15,Ｌダノンバディ, 22,デット, 0.6, 50, -12,   5, 6, 16.1,⑥⑥④, 4,10,Ｃキングペトリュス, 75,安藤勝, 0.5, 75,   4,  11, 5, 12.6,⑤⑤⑤, 4,15,Ｃペｰルギュント, 87,ルメｰ, 0.3, 83,   7,  17, 8, 15.6,④④④,,,,,,,,,,,,
 5,13,Ｄコミットメント, 49,松永  , 0.6, 58, -16,* 14, 4,  9.7,⑪⑩⑩, 5, 1,Ｆミラクルレイザｰ, 71,藤田  , 0.7, 73,   7,   6, 7, 21.0,④③③, 5,10,Ｅマイネルモルゲン, 84,柴田善, 0.3, 82,* 13,  10, 6, 10.4,①①①,,,,,,,,,,,,
 6,11,Ａアポロキングダム, 64,江田照, 0.9, 47, -13,   3, 1,  2.0,⑥⑧⑦, 6, 8,Ｌチョウカイキセキ, 66,松永  , 1.0, 70,   0,  13, 4, 11.8,⑬⑫⑫, 6, 9,Ｆシャイニンルビｰ, 84,デザｰ, 0.3, 85,   5,  20, 7, 12.9,⑧⑦⑦,,,,,,,,,,,,
 7,16,Ｉインサイダｰ, 35,ルメｰ, 1.1, 44, -14,   2, 7, 25.1,⑨⑧⑦, 7,16,Ｉフエルテフエルテ, 68,ペリエ, 1.2, 68,   2,   7, 8, 44.3,⑩⑨⑩, 7,17,Ｌグランリｰオ, 79,デット, 0.5, 79,* 10,   9, 4,  6.2,②②②,,,,,,,,,,,,
 8, 1,Ｋタマモステイタス, 28,吉田豊, 1.1, 51, -19,* 13,14,368.1,⑯⑯⑯, 8, 3,Ｍホッカイルオｰ, 64,石橋脩, 1.3, 66,   1,   5,11, 63.4,⑪⑪⑩, 8, 2,Ｈオｰゴンサンデｰ, 83,吉田豊, 0.6, 86,  -1,* 26,11, 79.2,⑭⑮⑮,,,,,,,,,,,,
 9, 9,Ｎハセノビリｰブ, 18,田中勝, 1.2, 46, -18,   8,13,251.2,⑪⑬⑮, 9,14,Ｏスウィｰプアロング, 58,柴田善, 1.3, 67,   4,   3,12, 77.2,⑦⑥⑦, 9, 1,Ｋフジサイレンス, 80,五十雄, 0.6, 82,   2,  21,10, 20.8,⑩⑪⑫,,,,,,,,,,,,
10, 3,Ｊソノフェリｰチェ, 35,ボニヤ, 1.3, 43, -15,   2,11,133.4,⑭⑬⑩,10,11,Ｊニシノイチバンボシ, 67,大西  , 1.5, 67,   0,  10,10, 61.2,⑭⑭⑭,10, 3,Ｄインセンティブガイ, 85,ペリエ, 0.8, 75,   5,  11, 3,  5.2,⑩⑦⑦,,,,,,,,,,,,
11,12,Ｆシルクスタｰシップ, 44,武豊  , 1.4, 37,*-11,  -9, 5, 14.4,③③③,11, 7,Ｅノｰヴァｰチャル, 72,佐藤哲, 1.8, 60,   4,  -8, 6, 14.8,⑦⑧⑦,11,14,Ｑナイトフライヤｰ, 74,和田  , 0.8, 77,   7,   9,14,231.8,⑥⑥④,,,,,,,,,,,,
12, 2,Ｏドリｰムオペラオｰ, -1,ドミン, 1.6, 39, -16,  -1,10,126.4,⑭⑬⑩,12,13,Ｋカフェエジンバラ, 66,津村  , 2.5, 51,   1, -12,15,305.9,⑫⑫⑫,12,16,Ｏロｰドフラッグ, 75,ファロ, 1.0, 75,   3,  14,16,267.7,⑫⑪⑪,,,,,,,,,,,,
13, 7,Ｈクルミチャン, 36,柴田善, 1.8, 28,* -9, -19, 9, 46.7,①①①,13, 4,Ｐツルガオカヤマト, 32,デザｰ, 3.2, 47,   8, -33,14,159.2,③④③,13, 5,Ｐグラスワｰルド, 74,石橋脩, 1.0, 75,   2,  15,17,383.9,⑫⑪⑫,,,,,,,,,,,,
14, 8,Ｇクロスビスティｰ, 36,藤田  , 1.9, 29, -12, -16,12,173.3,③③④,14, 5,Ｇフォスタｰズソング, 68,丹内  , 3.4, 39,*  9, -46, 9, 61.1,②②②,14,13,Ｊマイネルソロモン, 81,ボニヤ, 1.2, 73,   1,  14, 9, 18.7,⑭⑭⑭,,,,,,,,,,,,
15, 6,Ｍボブキャット, 20,北村宏, 2.1, 28, -15, -11,16,733.1,⑩⑩⑩,,,,,,,,,,,,,15,11,Ｎエルカミｰノ, 77,江田照, 1.3, 74,  -3,  18,13,229.1,⑯⑯⑯,,,,,,,,,,,,
16,14,Ｐタカサンドリｰム, -1,木幡  , 2.2, 27, -15, -12,15,636.0,⑪⑩⑩,,,,,,,,,,,,,16, 4,Ｍダイワバウンドリｰ, 77,田中勝, 1.6, 65,   5,   0,15,262.6,④⑦⑦,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,17, 7,Ｇパｰプルエビス, 84,二本柳, 2.8, 53,  -7,   3,12,216.2,⑰⑰⑰,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
