05年11月 6日 福島,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,05年11月 6日 福島,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  芝1200m 2 歳未勝利(混) 馬齢,,,,,,,,,,,,■ 4R  芝2600m 3歳上500万 別定,,,,,,,,,,,,■ 7R  芝2000m 3歳上500万 別定,,,,,,,,,,,,■10R  芝1200m 2 歳ｵｰﾌﾟﾝ(混) 別定,,,,,,,,,,,
 9, 6,Ｄアスリｰツハｰト, 32,中舘  , 1.3, 28, -11, -22, 2,  6.9,④⑥⑧, 9, 8,Ｇキララキング, 60,田面木, 1.8, 30, -15,  -5, 4,  9.8,⑨⑨⑨, 9, 9,Ｌミヤコフラッシュ, 46,柴田大, 1.3, 48, -23,  19, 9, 47.6,⑩⑩⑨, 9, 7,Ｆシルクラズベリｰ, 56,石橋脩, 1.4, 38, -16,  -2, 6, 15.8,⑤⑤⑤
10,10,Ｈドラムビｰト, 29,高山太, 1.5, 26, -16, -20,11,175.1,⑧⑧⑦,10, 4,Ｄバンブｰジｰコ, 67,高井  , 1.8, 23,*-16, -11, 7, 20.3,③④⑦,10, 1,Ｊサムライジョｰイ, 53,土谷  , 1.4, 41, -22,  14,11, 80.5,⑧⑧⑨,10,11,Ｅスタｰライトルビｰ, 56,津村  , 1.5, 36, -19,   0, 2,  4.4,⑦⑦⑨
11, 5,Ｉカシノスズラン, 27,二本柳, 2.3, 13, -27, -22, 8, 91.0,⑪⑪⑪,11, 9,Ｊギンブラ, 54,丹内  , 2.1, 20,*-15, -13,10, 36.5,④⑤⑩,11,12,Ｆトウジンポインタｰ, 63,石橋脩, 1.5, 37, -19,   9, 7, 25.8,④⑤⑦,11, 5,Ｇハｰドバクシンオｰ, 43,内田浩, 1.6, 36, -22,   1, 7, 18.9,⑩⑩⑩
,,,,,,,,,,,,,,,,,,,,,,,,12,11,Ｋシンボリエクスポズ, 50,丹内  , 1.8, 40, -27,  16,12,105.7,⑫⑫⑪,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:59 ﾚｰｽﾍﾟｰｽ指数:+1 ﾚｰｽｱｶﾞﾘ指数:-2 馬場:良(指数:-9),,,,,,,,,,,,ｸﾗｽ上位平均:74 ﾚｰｽﾍﾟｰｽ指数:-15 ﾚｰｽｱｶﾞﾘ指数:+16 馬場:良(指数:-10),,,,,,,,,,,,ｸﾗｽ上位平均:74 ﾚｰｽﾍﾟｰｽ指数:-19 ﾚｰｽｱｶﾞﾘ指数:+20 馬場:良(指数:-11),,,,,,,,,,,,ｸﾗｽ上位平均:70 ﾚｰｽﾍﾟｰｽ指数:-7 ﾚｰｽｱｶﾞﾘ指数:+18 馬場:良(指数:-10),,,,,,,,,,,
"単勝:710円 複勝:03=300円 02=2,230円 01=600円 枠連:17,610円",,,,,,,,,,,,"単勝:2,140円 複勝:06=530円 10=200円 05=560円 枠連:2,310円",,,,,,,,,,,,単勝:270円 複勝:10=140円 05=170円 02=140円 枠連:840円,,,,,,,,,,,,"単勝:630円 複勝:01=180円 04=1,990円 08=120円 枠連:16,890円",,,,,,,,,,,
"馬連:26,570円 ワイド:02-03=5,580円 01-03=2,100円 01-02=11,630円",,,,,,,,,,,,"馬連:3,420円 ワイド:06-10=960円 05-06=2,300円 05-10=960円",,,,,,,,,,,,"馬連:1,140円 ワイド:05-10=410円 02-10=280円 02-05=400円",,,,,,,,,,,,"馬連:15,920円 ワイド:01-04=5,600円 01-08=300円 04-08=4,700円",,,,,,,,,,,
"馬単:35,760円 3連複:72,760円",,,,,,,,,,,,"馬単:8,640円 3連複:15,500円",,,,,,,,,,,,"馬単:1,990円 3連複:1,070円",,,,,,,,,,,,"馬単:38,480円 3連複:20,210円 3連単:202,790円",,,,,,,,,,,
■ 2R  ダ1700m 3歳上500万(牝) 別定,,,,,,,,,,,,■ 5R  ダ1700m 3歳上500万 別定,,,,,,,,,,,,■ 8R  ダ1700m 3歳上500万(混) 別定,,,,,,,,,,,,■11R  ダ1150m 3歳上1000万(混) ﾊﾝﾃﾞ,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ﾌﾙｰﾂﾗｲﾝｶｯﾌﾟ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,10,Ｅライオネスドリｰム, 62,石橋脩,, 67,* -2,* 10, 3,  5.6,①①①, 1,14,Ｂオドルタイヨウ, 67,中舘  ,, 68,*  1,   9, 1,  2.8,②②②, 1,10,Ｆスギノウルフ, 63,二本柳,, 64,*  2,   1, 4, 11.9,①①①, 1, 9,Ｆヤマノルドルフ, 75,鹿戸  ,, 83,  11,* 13, 4,  9.5,⑥⑥④
 2, 6,Ｆシャンハイセンプｰ, 61,丹内  , 0.7, 63,  -5,*  9, 4,  6.6,⑥⑥⑥, 2, 2,Ｅタマモブライト, 62,北村浩, 0.1, 67,* -3,* 11, 3,  5.5,④③③, 2,14,Ａダンツスプリング, 72,佐久間, 0.1, 62,*  1,   0, 1,  2.3,②②②, 2, 2,Ｅケイアイカｰルトン, 76,中舘  , 0.0, 83,* 14,   9, 2,  3.0,①①①
 3, 4,Ｇアネモスダダ, 55,武士沢, 0.7, 64,  -5,* 10, 7, 13.9,⑥⑧⑦, 3,11,Ａトｰセンマウンテン, 71,加藤士, 0.7, 65,  -6,* 11, 4,  5.9,⑨⑦⑥, 3, 2,Ｋゲンキナシャチョウ, 60,津村  , 0.1, 62,   0,   2, 6, 14.8,⑦⑤④, 3, 1,Ａマイティシルバｰ, 82,赤木  , 0.1, 80,  10,* 11, 3,  9.1,⑦⑥④
 4, 7,Ｂパｰクリｰアケコ, 67,吉田隼, 0.8, 58,  -4,   4, 2,  4.3,④③②, 4,15,Ｊリキサンタイガｰ, 57,大野  , 0.8, 61,  -6,   8,13,206.2,⑥⑤⑤, 4, 1,Ｃエスケｰアパッチ, 66,大野  , 0.3, 61,  -2,*  5, 7, 16.0,⑭⑪⑫, 4, 4,Ｂマチカネホマレ, 81,北村浩, 0.1, 82,   9,* 14, 1,  2.8,⑪⑧⑦
 5, 5,Ｃファｰストサイト, 66,菊沢徳, 0.8, 63,  -4,   8, 1,  3.2,⑥⑥④, 5, 8,Ｆダイワネバダ, 62,赤木  , 0.9, 64,  -5,* 10, 2,  3.5,⑦⑦⑥, 5, 4,Ｊグラスムｰン, 60,武士沢, 0.4, 64,   0,   4, 9, 21.0,⑩⑧⑥, 5, 6,Ｈミスフェリチタ, 73,水出  , 0.5, 78,* 14,   4, 6, 20.7,②②②
 6,12,Ａアライブシチｰ, 67,鈴木慶, 1.2, 54,  -4,   1, 5,  7.1,⑤③④, 6, 5,Ｄシルクラスティ, 63,吉田隼, 1.0, 56,* -4,   2, 6, 23.6,②③④, 6, 6,Ｌダイゴキリンジ, 59,吉田隼, 0.4, 60,  -4,*  4,13,127.5,⑫⑪⑧, 6,14,Ｍスペシャルストック, 65,芹沢  , 0.6, 76,  11,   5,12, 71.4,⑤③②
 7,11,Ｈダンスカｰニバル, 53,津村  , 1.6, 52,* -2,  -4, 8, 19.2,②②②, 7,10,Ｈビｰマイプリンス, 60,塚田  , 1.2, 58,  -8,   8, 9, 39.9,⑧⑨⑧, 7, 5,Ｉニシノミサイル, 61,塚田  , 0.4, 60,  -3,*  5,14,141.5,⑫⑪⑬, 7, 8,Ｇポジティヴトライ, 75,菊沢徳, 0.8, 72,   3,  10, 9, 23.8,⑬⑬⑩
 8, 1,Ｊオリエントビｰナス, 49,大野  , 1.8, 53,  -7,   1, 9, 46.2,⑩⑩⑧, 8, 4,Ｇシｰグランジャｰ, 61,佐久間, 1.5, 50,* -1,  -8, 5, 14.2,①①①, 8,11,Ｎスマｰトエンペラｰ, 49,高山太, 0.5, 63,  -3,*  8,15,211.8,⑭⑭⑬, 8,13,Ｄファンドリワｰルド, 76,内田浩, 1.2, 64,   1,   6, 5, 15.7,⑯⑬⑬
 9, 2,Ｉポポラｰレ, 53,水出  , 2.1, 49,  -9,   1,11,129.2,⑪⑪⑪, 9, 7,Ｍブレインズプルｰヴ, 49,菊沢徳, 1.7, 59,  -8,   9,12, 96.2,⑬⑬⑫, 9, 9,Ｈトｰヨｰクリス, 62,菊沢徳, 0.6, 60,*  1,  -3,11, 91.3,④③②, 9, 3,Ｋスピニングマジック, 70,高山太, 1.3, 66,   5,   2,15,144.9,⑪⑩⑨
10, 3,Ｄサンダｰスキム, 66,梶    , 3.2, 41,  -4, -13, 6, 13.6,⑥⑧⑨,10, 3,Ｃプライズマネｰ, 64,石橋脩, 1.8, 53,  -8,   4, 7, 29.3,⑫⑨⑩,10, 8,Ｇキタサンナポレオン, 62,石橋脩, 1.0, 56,  -1,  -4, 8, 18.4,⑤⑦⑥,10, 7,Ｊオリエントヒｰロｰ, 70,田辺  , 1.4, 63,   2,   5,11, 37.3,⑮⑬⑭
11, 9,Ｋオンワｰドスピカ, 40,柴田大, 3.9, 29,  -3, -24,10, 77.1,③③⑨,11,13,Ｌタガジョｰレオｰネ, 52,津村  , 2.1, 50,  -8,   2,11, 73.3,⑪⑫⑬,11,12,Ｄサウスバトルマン, 66,田辺  , 1.5, 53,  -1,  -7, 5, 12.7,⑨⑧⑧,11,11,Ｃウィッチズブルｰム, 77,松田  , 1.5, 65,   5,   3,10, 35.0,⑩⑪⑫
12, 8,Ｌマチカネコダカラ, 29,芹沢  , 5.6, 19,  -9, -31,12,141.5,⑫⑫⑫,12,12,Ｋナスケンエアスト, 54,二本柳, 2.1, 56, -10,   9,10, 53.1,⑭⑭⑭,12, 3,Ｂニュｰスブレイク, 68,丹内  , 2.5, 44,   0, -21, 3,  6.0,⑤⑤④,12, 5,Ｐカナハラサンサン, 57,佐藤聖, 1.8, 57,   0,   0,16,166.0,⑬⑬⑭
,,,,,,,,,,,,13, 9,Ｎマルタカチハヤブル, 48,水出  , 2.2, 47,  -9,  -1,15,277.0,⑩⑨⑩,13,15,Ｅエムエスゴｰルド, 63,赤木  , 2.6, 44,*  2, -21,10, 24.4,③③⑧,13,15,Ｌミスギャラクシｰ, 68,土谷  , 1.9, 60,   8,  -5,14,144.8,⑦⑧⑩
,,,,,,,,,,,,14, 1,Ｉシェルクレｰル, 57,丹内  , 2.9, 39,  -6, -12, 8, 29.9,④⑤⑧,14,13,Ｏニシノバラモン, 42,鹿戸  , 2.6, 46,  -5, -10,12, 99.9,⑧⑮⑮,14,12,Ｏデアテンビｰ, 58,武士沢, 2.4, 57,* 12, -14, 7, 20.9,②③④
,,,,,,,,,,,,15, 6,Ｏジツリキｰワン, 42,佐藤聖, 4.5, 29, -15, -11,14,213.4,⑮⑮⑮,15, 7,Ｍロｰドブリット, 58,長谷川, 2.7, 43,   0, -19, 2,  5.4,⑩⑧⑪,15,16,Ｎリメインフォレスト, 64,塚田  , 2.5, 51,   4,  -8,13, 86.8,⑨⑪⑯
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,10,Ｉミッドナイトトｰク, 71,梶    , 2.8, 53,* 12, -18, 8, 21.7,②③⑧
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:70 ﾚｰｽﾍﾟｰｽ指数:-2 ﾚｰｽｱｶﾞﾘ指数:+12 馬場:良(指数:-1),,,,,,,,,,,,ｸﾗｽ上位平均:71 ﾚｰｽﾍﾟｰｽ指数:-3 ﾚｰｽｱｶﾞﾘ指数:+13 馬場:良(指数:-2),,,,,,,,,,,,ｸﾗｽ上位平均:71 ﾚｰｽﾍﾟｰｽ指数:+2 ﾚｰｽｱｶﾞﾘ指数:+7 馬場:良(指数:-1),,,,,,,,,,,,ｸﾗｽ上位平均:80 ﾚｰｽﾍﾟｰｽ指数:+10 ﾚｰｽｱｶﾞﾘ指数:+7 馬場:良(指数:-1),,,,,,,,,,,
単勝:560円 複勝:10=230円 06=240円 04=430円 枠連:590円,,,,,,,,,,,,単勝:280円 複勝:14=140円 02=150円 11=150円 枠連:490円,,,,,,,,,,,,"単勝:1,190円 複勝:10=250円 14=120円 02=420円 枠連:760円",,,,,,,,,,,,単勝:950円 複勝:09=300円 02=140円 01=260円 枠連:700円,,,,,,,,,,,
"馬連:2,320円 ワイド:06-10=830円 04-10=1,420円 04-06=1,760円",,,,,,,,,,,,馬連:580円 ワイド:02-14=230円 11-14=290円 02-11=510円,,,,,,,,,,,,"馬連:1,140円 ワイド:10-14=440円 02-10=2,120円 02-14=710円",,,,,,,,,,,,"馬連:1,320円 ワイド:02-09=580円 01-09=1,270円 01-02=630円",,,,,,,,,,,
"馬単:4,400円 3連複:8,820円",,,,,,,,,,,,"馬単:970円 3連複:1,270円",,,,,,,,,,,,"馬単:3,250円 3連複:5,660円",,,,,,,,,,,,"馬単:3,630円 3連複:3,470円 3連単:22,810円",,,,,,,,,,,
■ 3R  ダ1150m 3歳上500万 別定,,,,,,,,,,,,■ 6R  芝1200m 3歳上500万(牝) 別定,,,,,,,,,,,,■ 9R  芝2000m 3歳上500万(混) 別定,,,,,,,,,,,,■12R  芝1800m 3歳上500万 別定,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,霊山特別,,,,,,,,,,,,,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 5,Ｅアグネスレプトン, 64,石橋脩,, 75,   2,* 13, 3,  5.7,⑦⑦⑥, 1, 8,Ａクｰルベット, 75,吉田隼,, 62, -14,* 16, 9, 22.3,⑩⑨⑨, 1, 7,Ｃジップ, 65,赤木  ,, 72, -18,* 29, 4, 15.6,⑥⑧⑥, 1, 3,Ｅプリンセスイブ, 64,西田  ,, 65,  -8,* 14, 1,  3.9,⑥⑥⑥
 2,12,Ｄアジャリ, 66,田辺  , 0.4, 73,*  8,   5, 1,  3.3,②②③, 2, 3,Ｃフロｰレス, 72,塚田  , 0.1, 63, -17,* 18, 2,  4.3,⑭⑪⑩, 2, 4,Ａフェイトトリックス, 70,松田  , 0.0, 62,*-15,  22, 1,  1.6,③②①, 2, 4,Ａタマモダンディ, 76,津村  , 0.0, 66, -10,* 16, 3,  5.5,⑨⑩⑩
 3,16,Ｂチョウカイミッキｰ, 67,中舘  , 0.4, 74,*  8,   6, 2,  4.4,②②②, 3, 5,Ｂシアトルビュｰティ, 75,芹沢  , 0.1, 67,  -5,  11, 1,  3.6,⑨⑥③, 3, 3,Ｂレディマｰメイド, 69,中舘  , 0.0, 62,*-16,  23, 3,  4.8,④③③, 3, 1,Ｇホッカイルオｰ, 60,石橋脩, 0.1, 62,  -8,* 12, 5,  7.2,⑩⑥⑥
 4, 2,Ｇコアレスパレｰド, 62,佐久間, 0.5, 66, -11,* 18,10, 39.4,⑮⑭⑪, 4, 2,Ｅイットｰフレンチ, 71,丹内  , 0.2, 61, -19,* 18, 4,  7.6,⑩⑬⑬, 4, 2,Ｄダブルスポット, 63,大西  , 0.0, 66, -16,  25, 2,  3.8,②⑤④, 4, 6,Ｂサンブロンシェ, 67,丹内  , 0.2, 54,* -5,   2, 4,  5.9,①①①
 5,10,Ｍアスキットアジュ, 54,佐藤聖, 0.9, 61,  -6,  10,16,207.3,⑬⑫⑪, 5,12,Ｊライム, 64,千田  , 0.2, 62,   0,   3, 8, 21.3,④④③, 5, 5,Ｅカシノトｰマス, 62,田面木, 1.1, 37,*-16,   4, 6, 45.8,①①②, 5,11,Ｄスプリングボゴタ, 65,梶    , 0.4, 54,* -6,   3, 6,  8.7,③③②
 6,14,Ｏスズカシャトル, 53,北村浩, 1.0, 64,   5,   0,13, 72.8,④④④, 6,14,Ｉロイヤルオｰキッド, 64,加藤士, 0.3, 58,  -7,   6,15, 91.6,⑦⑥⑦, 6, 1,Ｇミココロ, 58,土谷  , 1.2, 39, -16,   7, 5, 26.9,⑥⑤④, 6, 7,Ｌブランカムネｰジュ, 32,高山太, 0.6, 53,* -3,   0, 9, 37.1,②②②
 7, 7,Ｊエンドジョｰカｰ, 60,鹿戸  , 1.0, 66,   6,   1, 8, 19.7,⑤④④, 7, 4,Ｎフジタカペトラ, 58,野元  , 0.4, 60, -18,  17,12, 42.7,⑯⑬⑫, 7, 6,Ｆグレｰトザラン, 60,古川吉, 1.3, 35,*-15,   4, 7, 47.8,④③⑥, 7, 5,Ｆクインクインクイン, 62,吉田隼, 0.6, 48,  -7,   0,10, 39.2,③④④
 8,13,Ｎスマｰトアンサｰ, 54,武士沢, 1.1, 63,  -3,   7,12, 58.1,⑪⑪⑩, 8, 9,Ｋコスモディアレスト, 63,津村  , 0.5, 55, -14,   9, 6, 12.4,⑩⑨⑩, 8, 8,Ｈテｰオｰドラゴン, 26,鹿戸  , 1.3, 37, -18,   7, 8,104.8,⑥⑦⑧, 8, 2,Ｈスズカスウィング, 59,菊沢徳, 0.7, 52,  -9,   6, 8, 34.7,⑪⑩⑨
 9, 6,Ａメイショウアズｰロ, 67,赤木  , 1.3, 56, -19,* 19, 7, 19.4,⑯⑯⑮, 9, 7,Ｆシャウトゥザトップ, 70,赤木  , 0.5, 59, -19,  17,13, 48.5,⑩⑮⑭,,,,,,,,,,,,, 9, 9,Ｋシロヤマハｰツ, 50,水出  , 1.0, 43, -10,  -2,12, 81.2,⑧⑨⑩
10, 1,Ｈマルハチリプリｰ, 61,長谷川, 1.6, 59,   2,  -2, 6, 16.4,⑨⑦⑥,10, 1,Ｇニシノブラッサム, 69,武士沢, 0.7, 55, -21,  15, 3,  5.9,⑭⑯⑮,,,,,,,,,,,,,10, 8,Ｃクラウニングワｰク, 67,中舘  , 1.0, 45,  -7,  -3, 2,  4.3,⑤⑥⑥
11,15,Ｉロｰレルシｰド, 60,水出  , 1.8, 53,   0,  -4, 9, 20.8,⑩⑩⑪,11,15,Ｈセキサンジョオウ, 66,菊沢徳, 0.7, 55,  -1,  -3, 7, 18.5,④⑤③,,,,,,,,,,,,,11,10,Ｊジャガｰ, 55,塚田  , 1.7, 35, -12,  -9,11, 55.2,⑫⑫⑫
12, 8,Ｆエリタｰジュ, 64,大野  , 1.9, 50,  -6,   0, 5, 12.3,⑫⑫⑭,12,16,Ｄコウユｰルビｰ, 72,長谷川, 0.9, 49,*  3, -12,10, 28.9,②③③,,,,,,,,,,,,,12,12,Ｉテｰオｰキング, 59,鹿戸  , 1.8, 34,  -6, -16, 7, 19.0,⑥④⑤
13,11,Ｃウインシャルフ, 66,古川吉, 2.0, 58,*  9, -12, 4,  6.3,①①①,13,10,Ｍスイｰトオカリナ, 59,西田  , 1.0, 49,  -6,  -3,16, 94.3,⑥⑥⑦,,,,,,,,,,,,,,,,,,,,,,,,
14, 3,Ｋホクザンアスリｰト, 58,野元  , 2.1, 53,   2,  -7,14, 78.4,⑤⑦⑧,14,11,Ｌシナｰラ, 62,中舘  , 1.1, 47,*  7, -17, 5, 12.1,②①①,,,,,,,,,,,,,,,,,,,,,,,,
15, 4,Ｌアドマイヤレグノ, 57,芹沢  , 2.9, 42, -10,  -5,11, 55.2,⑭⑭⑮,15,13,Ｏリメインキサス, 46,水出  , 2.6, 19,*  5, -42,11, 39.9,①②②,,,,,,,,,,,,,,,,,,,,,,,,
16, 9,Ｐニホンピロストンプ, 44,内田浩, 3.1, 44,   4, -19,15,176.1,⑦⑥⑧,16, 6,Ｐフジノハゴロモ, 33,松田  , 4.0, -2, -16, -40,14, 80.6,⑦⑪⑯,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:71 ﾚｰｽﾍﾟｰｽ指数:+9 ﾚｰｽｱｶﾞﾘ指数:+18 馬場:良(指数:-2),,,,,,,,,,,,ｸﾗｽ上位平均:76 ﾚｰｽﾍﾟｰｽ指数:-1 ﾚｰｽｱｶﾞﾘ指数:+12 馬場:良(指数:-10),,,,,,,,,,,,ｸﾗｽ上位平均:76 ﾚｰｽﾍﾟｰｽ指数:-17 ﾚｰｽｱｶﾞﾘ指数:+22 馬場:良(指数:-11),,,,,,,,,,,,ｸﾗｽ上位平均:74 ﾚｰｽﾍﾟｰｽ指数:-7 ﾚｰｽｱｶﾞﾘ指数:+8 馬場:良(指数:-10),,,,,,,,,,,
単勝:570円 複勝:05=170円 12=140円 16=140円 枠連:440円,,,,,,,,,,,,"単勝:2,230円 複勝:08=410円 03=120円 05=170円 枠連:3,070円",,,,,,,,,,,,"単勝:1,560円 複勝:07=160円 04=100円 03=130円 枠連:0円",,,,,,,,,,,,"単勝:390円 複勝:03=190円 04=170円 01=210円 枠連:1,360円",,,,,,,,,,,
馬連:940円 ワイド:05-12=270円 05-16=370円 12-16=380円,,,,,,,,,,,,"馬連:3,880円 ワイド:03-08=1,270円 05-08=1,590円 03-05=220円",,,,,,,,,,,,馬連:620円 ワイド:04-07=240円 03-07=410円 03-04=150円,,,,,,,,,,,,"馬連:1,390円 ワイド:03-04=520円 01-03=840円 01-04=580円",,,,,,,,,,,
"馬単:2,210円 3連複:1,330円",,,,,,,,,,,,"馬単:9,010円 3連複:5,360円",,,,,,,,,,,,"馬単:2,020円 3連複:680円 3連単:6,630円",,,,,,,,,,,,"馬単:2,800円 3連複:3,560円 3連単:16,720円",,,,,,,,,,,
,※同着があったレｰスの払戻情報はスペｰスの関係上､同着分を省略しています｡,,,,,,,,,,,,,,,,,,,,,,,,※同着があったレｰスの払戻情報はスペｰスの関係上､同着分を省略しています｡,,,,,,,,,,,,,,,,,,,,,,
