05年11月26日 東京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,05年11月26日 東京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1400m 2 歳未勝利(混) 馬齢,,,,,,,,,,,,■ 4R  ダ1600m 2 歳新馬 馬齢,,,,,,,,,,,,■ 7R  ダ1600m 3歳上500万 別定,,,,,,,,,,,,■10R  ダ1600m 3歳上1000万(混) 別定,,,,,,,,,,,
15,10,Ｇカムイスズラン, 44,田辺  , 4.2, 12,  -6, -45,15,252.7,⑰⑭⑭,15,10,Ｐアサクサパッカｰド, 26,菊沢徳, 2.5, 57,  -3,   0,16,446.0,⑮⑮⑬,15, 4,Ｇエフテｰポラリス, 56,田辺  , 2.3, 29,  -9, -15,15,191.9,③⑤⑦,15, 4,Ｍミステリｰゲスト, 64,横山典, 2.9, 52,   9, -26, 8, 36.9,④⑥⑩
16,17,Ｆタマモダイアリｰ, 45,菊沢徳,10.7,-76,  -4, ---, 5, 14.5,⑬⑬⑩,16,14,Ｏシャンパｰニュ, 51,横山典, 3.3, 47,  -4,  -6,13,127.7,⑨⑨⑮,16,15, キンタマｰニ,---,張田  , 2.4, 33, -17,  -3, 9, 41.4,⑯⑭⑮,16,11,Ｊアドニスシチｰ, 67,ボニヤ, 3.1, 53,  10, -29,11, 84.8,⑫⑫⑩
,,,,,,,,,,,,,,,,,,,,,,,,17,13,Ａタキオンバッハ, 78,横山典, 3.5, 14, -15, -23, 4,  8.7,⑫⑫⑫,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:59 ﾚｰｽﾍﾟｰｽ指数:+10 ﾚｰｽｱｶﾞﾘ指数:+6 馬場:良(指数:-3),,,,,,,,,,,,ｸﾗｽ上位平均:71 ﾚｰｽﾍﾟｰｽ指数:+7 ﾚｰｽｱｶﾞﾘ指数:+14 馬場:良(指数:0),,,,,,,,,,,,ｸﾗｽ上位平均:71 ﾚｰｽﾍﾟｰｽ指数:-5 ﾚｰｽｱｶﾞﾘ指数:+20 馬場:良(指数:-4),,,,,,,,,,,,ｸﾗｽ上位平均:82 ﾚｰｽﾍﾟｰｽ指数:+8 ﾚｰｽｱｶﾞﾘ指数:+3 馬場:良(指数:-3),,,,,,,,,,,
"単勝:410円 複勝:15=210円 03=1,700円 06=2,800円 枠連:260円",,,,,,,,,,,,"単勝:540円 複勝:12=220円 08=200円 09=150円 枠連:1,930円",,,,,,,,,,,,"単勝:280円 複勝:10=130円 01=340円 03=190円 枠連:1,820円",,,,,,,,,,,,単勝:350円 複勝:03=180円 02=230円 06=350円 枠連:420円,,,,,,,,,,,
"馬連:23,930円 ワイド:03-15=6,590円 06-15=8,020円 03-06=36,300円",,,,,,,,,,,,"馬連:2,530円 ワイド:08-12=1,140円 09-12=580円 08-09=380円",,,,,,,,,,,,"馬連:1,800円 ワイド:01-10=630円 03-10=340円 01-03=1,140円",,,,,,,,,,,,"馬連:1,320円 ワイド:02-03=500円 03-06=920円 02-06=1,370円",,,,,,,,,,,
"馬単:41,320円 3連複:1,015,440円",,,,,,,,,,,,"馬単:5,120円 3連複:3,550円",,,,,,,,,,,,"馬単:2,530円 3連複:2,830円 3連単:15,410円",,,,,,,,,,,,"馬単:2,280円 3連複:4,680円 3連単:21,590円",,,,,,,,,,,
,※同着があったレｰスの払戻情報はスペｰスの関係上､同着分を省略しています｡,,,,,,,,,,,,,,,,,,,,,,,,※同着があったレｰスの払戻情報はスペｰスの関係上､同着分を省略しています｡,,,,,,,,,,,,,,,,,,,,,,
,※結果･払戻は必ず主催者発表のものと照合･確認して下さい｡,,,,,,,,,,,,,,,,,,,,,,,,※結果･払戻は必ず主催者発表のものと照合･確認して下さい｡,,,,,,,,,,,,,,,,,,,,,,
