05年11月27日 京都,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,05年11月27日 京都,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  芝1400m 2 歳未勝利(牝) 馬齢,,,,,,,,,,,,■ 4R  芝2910m 4歳上未勝利(混) 定量,,,,,,,,,,,,■ 7R  芝1600m 3歳上500万(混) 別定,,,,,,,,,,,,■10R  ダ1200m 3歳上1600万(混) 別定,,,,,,,,,,,
15,17,Ｒチキリスペリオ,  5,畑端  , 2.9, 23,  -5, -33,18,823.6,⑪⑪⑮,,,,,,,,,,,,,15, 6,Ｐメイショウバル, 58,池添  , 1.7, 42,*-10,  -6, 9, 53.9,⑰⑪②,15,14,Ｎショｰストッパｰ, 70,熊沢  , 2.1, 62,   6,  -7,14,129.0,⑩⑧⑨
16, 9,Ｑシゲルジコバイバイ, 17,秋山  , 3.1, 22,   0, -43,16,387.1,⑤⑥⑨,,,,,,,,,,,,,16,16,Ｑサクラチェリｰ, 56,高橋亮, 1.9, 34,* -9, -11, 6, 21.2,②②②,16, 3,Ｌニシノツルギ, 71,小林徹, 2.3, 60,   9, -12,16,338.2,②④④
17, 1,Ｐヒシアプロｰズ, 18,武幸  , 3.4, 19,*  7, -56, 8, 55.3,②①②,,,,,,,,,,,,,17, 7,Ｒトミケンウェルネス, 55,岡部誠, 2.0, 32,* -9, -12,17,346.2,①①①,,,,,,,,,,,,
18,13,Ｏワンダｰグラス, 22,生野  , 3.7, 13,*  6, -62,13,189.9,①②②,,,,,,,,,,,,,18, 4,Ｆマヤノセイリュウ, 69,生野  , 2.0, 30,*-11, -11,15,283.8,③②④,,,,,,,,,,,,
ｸﾗｽ上位平均:60 ﾚｰｽﾍﾟｰｽ指数:+9 ﾚｰｽｱｶﾞﾘ指数:+4 馬場:良(指数:-2),,,,,,,,,,,,,,,,,,,,,,,,ｸﾗｽ上位平均:74 ﾚｰｽﾍﾟｰｽ指数:-13 ﾚｰｽｱｶﾞﾘ指数:+19 馬場:良(指数:-2),,,,,,,,,,,,ｸﾗｽ上位平均:85 ﾚｰｽﾍﾟｰｽ指数:+1 ﾚｰｽｱｶﾞﾘ指数:+10 馬場:良(指数:-3),,,,,,,,,,,
"単勝:180円 複勝:11=110円 16=150円 14=1,010円 枠連:360円",,,,,,,,,,,,"単勝:230円 複勝:12=130円 14=480円 05=310円 枠連:2,850円",,,,,,,,,,,,"単勝:3,060円 複勝:03=500円 01=130円 05=700円 枠連:2,180円",,,,,,,,,,,,"単勝:590円 複勝:09=170円 10=170円 04=150円 枠連:1,330円",,,,,,,,,,,
"馬連:390円 ワイド:11-16=200円 11-14=1,430円 14-16=4,120円",,,,,,,,,,,,"馬連:3,730円 ワイド:12-14=990円 05-12=550円 05-14=2,690円",,,,,,,,,,,,"馬連:2,500円 ワイド:01-03=930円 03-05=10,110円 01-05=1,570円",,,,,,,,,,,,"馬連:1,310円 ワイド:09-10=420円 04-09=340円 04-10=290円",,,,,,,,,,,
"馬単:600円 3連複:7,010円",,,,,,,,,,,,"馬単:4,920円 3連複:8,180円",,,,,,,,,,,,"馬単:9,030円 3連複:24,860円",,,,,,,,,,,,"馬単:2,570円 3連複:1,290円 3連単:6,800円",,,,,,,,,,,
■ 2R  ダ1200m 2 歳未勝利 馬齢,,,,,,,,,,,,■ 5R  芝1800m 2 歳新馬(混) 馬齢,,,,,,,,,,,,■ 8R  芝1800m 3歳上1000万(牝) 別定,,,,,,,,,,,,■11R  芝1200m 3歳上ｵｰﾌﾟﾝ(混) ﾊﾝﾃﾞ,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ｱﾝﾄﾞﾛﾒﾀﾞｽﾃｰｸｽ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 6,Ｃトｰホウドンファン, 51,川田  ,, 56,  -7,*  0, 5, 11.6,⑦⑩⑦, 1, 9, チェリｰストｰム,---,赤木  ,, 62, -22,* 19, 2,  3.5,⑪⑪⑨, 1,10,Ａオリエントチャｰム, 85,赤木  ,, 79,  -9,* 25, 2,  3.3,⑩⑩⑪, 1,13,Ｂマルカキセキ, 88,福永  ,, 90,   1,* 24, 1,  2.4,⑪⑦⑥
 2, 9,Ａカイテキネオ, 54,荻野  , 0.2, 58,*  4, -11, 1,  2.5,①①①, 2,18, ハリｰダンカン,---,渡辺薫, 0.2, 54, -20,* 12, 4, 10.3,⑧⑥⑥, 2, 3,Ｃメジロベネット, 81,高橋智, 0.0, 82,  -7,* 27, 6, 13.2,⑬⑬⑪, 2, 1,Ｉタマモホットプレイ, 84,渡辺薫, 0.2, 86,  -7,* 26, 9, 20.5,⑫⑭⑫
 3, 5,Ｊワンダｰプロ, 40,渡辺薫, 0.3, 55,*  2, -10, 8, 32.3,③③④, 3, 4, ディｰププレシャス,---,秋山  , 0.4, 45, -19,   6, 6, 14.7,⑤⑤④, 3, 2,Ｈアスピリンスノｰ, 75,福永  , 0.1, 65,* -2,  10, 7, 18.5,①①①, 3,11,Ｅホｰマンテキｰラ, 87,川島信, 0.2, 82,*  7,  14, 3,  9.0,②①①
 4,11,Ｄスｰパｰペガサス, 50,中舘  , 0.3, 56,*  3, -11, 4, 10.5,①②②, 4,13, ソリッドプラチナム,---,柴原  , 0.4, 42,*-17,   3, 7, 24.1,①②②, 4, 1,Ｇチョウキセキ, 76,太宰  , 0.1, 68,  -5,  16, 8, 29.9,⑤⑤③, 4, 2,Ｄリミットレスビッド, 87,武幸  , 0.2, 85,  -3,* 24, 7, 13.9,②⑦⑨
 5, 7,Ｂトウケイアトラント, 54,高橋亮, 0.6, 52,*  2, -13, 6, 13.4,③③③, 5,10, タイセイラン,---,柴山  , 0.5, 46, -20,   8,12, 56.2,⑥⑥⑥, 5, 6,Ｌトｰセンハピネス, 65,秋山  , 0.1, 67,  -4,  14,11, 46.3,③④③, 5,10,Ａツルマルオトメ, 89,川田  , 0.4, 79,  -9,* 23, 2,  7.8,⑯⑭⑯
 6, 1,Ｉダイナミックタｰン, 40,小林徹, 0.6, 50,  -3,  -8, 3,  6.4,⑦⑤⑦, 6, 1, ディｰプフラッシュ,---,熊沢  , 0.6, 45, -21,   8, 5, 13.1,⑥⑥⑥, 6, 8,Ｂサイレントアスク, 81,塚田  , 0.1, 71,  -8,  20, 4,  7.4,⑦⑦⑦, 6, 8,Ｑナイキアヘッド, 76,秋山  , 0.4, 78,  -2,  18,17,173.9,⑥⑦⑨
 7, 8,Ｏフミノフリｰダム, 26,上野翔, 0.6, 47, -10,* -5,13,214.7,⑫⑪⑨, 7,16, ノンキ,---,池添  , 0.8, 45, -23,   9, 1,  2.7,⑯⑬⑬, 7,12,Ｆディアチャンス, 76,池添  , 0.2, 70,  -6,  18, 1,  3.3,⑦⑦⑦, 7, 4,Ｒスナｰクスズラン, 75,岡部誠, 0.5, 77,  -7,  21,14,100.0,⑭⑪⑫
 8,15,Ｈメイショウオオヒメ, 42,安田  , 0.9, 46,  -6,  -8, 9, 33.2,⑦⑧⑨, 8, 7, マンノレｰシング,---,上村  , 0.8, 44, -23,   8, 9, 32.4,⑪⑪⑩, 8,13,Ｊブリトン, 73,武幸  , 0.2, 64,* -3,  10, 3,  5.7,②②②, 8,12,Ｆエイシンヘｰベ, 86,藤岡  , 0.5, 79,  -9,* 22, 5, 11.4,⑯⑭⑫
 9, 4,Ｆグッドバニラ, 48,福永  , 1.1, 45,  -3, -13, 7, 16.4,⑦⑤⑤, 9,14, ウォルトンパワｰ,---,川島信, 0.9, 35,*-18,  -3,14, 92.7,③③③, 9, 7,Ｄサンレイフレｰル, 79,難波  , 0.3, 74,  -7,  20, 9, 39.9,⑬⑬⑦, 9,14,Ｋシｰイズトウショウ, 83,池添  , 0.5, 83,*  8,  14, 4, 11.1,②②②
10,10,Ｅエイシンアイドル, 50,小牧太, 1.2, 44,  -3, -14,10, 35.2,⑤⑤⑤,10, 6, タガノレオニｰド,---,武幸  , 1.1, 44, -26,* 11, 8, 25.3,⑰⑯⑮, 9, 5,Ｎサムタイム, 59,田嶋翔, 0.3, 72, -10,  22,14,247.7,⑩⑩⑭,10, 5,Ｃクリノワｰルド, 87,上村  , 0.6, 72,   2,  10, 6, 13.1,②⑤⑤
11,13,Ｎシゲルカイコシ, 26,池添  , 1.4, 39, -15,* -5,15,453.3,⑮⑮⑮,11, 2, ボストンキング,---,岡部誠, 1.3, 31, -23,   0,16,254.1,⑨⑨⑩,11,11,Ｉダブルタイトル, 74,熊沢  , 0.5, 65,  -4,  11,10, 45.8,⑤⑤③,11,18,Ｌゴｰルデンロドリゴ, 81,赤木  , 0.8, 73,  -5,  15,16,147.6,⑮⑪⑨
12, 2,Ｍテイエムアプロｰズ, 31,岡部誠, 1.5, 39, -13,  -8,12,144.6,⑭⑭⑬,12,11, タガノグロｰリｰ,---,松田  , 1.3, 27,*-17, -11,18,483.4,①①①,12,14,Ｅリヴァプｰル, 78,川島信, 0.6, 62,  -7,  13, 5, 11.7,⑨⑨⑦,12, 3,Ｈサイモンセッズ, 85,小牧太, 0.8, 69, -10,  17,18,302.4,⑫⑭⑯
13,12,Ｋセブンゴｰルデン, 40,野元  , 1.7, 38,  -5, -17, 2,  4.0,⑤⑧⑨,13,17, カネトシパワフル,---,藤岡  , 1.6, 26, -24,  -4,11, 41.2,⑪⑬⑬,13, 9,Ｋトリリウム, 69,岩崎  , 0.7, 62,  -6,  13,13,161.9,⑫⑩⑪,12, 6,Ｊシルキｰラグｰン, 83,熊沢  , 0.8, 74,  -4,  16, 8, 15.7,⑨⑪⑫
14,16,Ｌコスミックパワｰ, 33,熊沢  , 1.7, 37,  -9, -13,14,391.0,⑫⑪⑫,14,15, デンコウミサイル,---,長谷川, 1.6, 21,*-19, -15,17,269.1,③③④,14, 4,Ｍビッグフラワｰ, 62,上村  , 0.8, 55,* -3,   2,12, 70.6,④③③,14,16,Ｇナゾ, 85,中舘  , 0.9, 66,*  3,   3,15,143.7,⑥②②
15,14,Ｇガッサンプリンス, 47,鮫島良, 1.8, 31, -12, -15,11, 50.1,⑪⑪⑮,15, 5, ストラディヴァリオ,---,小牧太, 1.9, 26, -26,  -1, 3,  7.5,⑭⑯⑮,,,,,,,,,,,,,15, 9,Ｍポジションワン, 81,太宰  , 1.0, 67,  -1,   7,12, 39.8,⑨⑦⑥
16, 3,Ｐゲッティングゼアｰ,-49,東川  , 2.3, 30, -15, -14,16,665.4,⑯⑮⑬,16,12, マジックポｰ,---,福永  , 2.0, 33, -32,   8,10, 36.1,⑱⑱⑱,,,,,,,,,,,,,16,15,Ｐシルクトゥルｰパｰ, 78,生野  , 1.0, 68, -13,  17,13, 60.1,⑱⑱⑯
,,,,,,,,,,,,17, 3, スティｰブバロｰズ,---,中舘  , 2.0, 23, -26,  -3,13, 78.6,⑭⑬⑮,,,,,,,,,,,,,17,17,Ｏシュペリユｰル, 78,小池  , 1.1, 61,*  3,   0,11, 25.4,⑥②②
,,,,,,,,,,,,18, 8, ニホンピロエックス,---,小林徹, 2.5, 12, -23, -18,15,129.0,⑨⑨⑩,,,,,,,,,,,,,18, 7,Ｎギャラントアロｰ, 79,柴山  , 1.4, 63,   2,   3,10, 22.9,①⑤⑥
ｸﾗｽ上位平均:58 ﾚｰｽﾍﾟｰｽ指数:+12 ﾚｰｽｱｶﾞﾘ指数:+3 馬場:良(指数:-4),,,,,,,,,,,,ｸﾗｽ上位平均:56 ﾚｰｽﾍﾟｰｽ指数:-9 ﾚｰｽｱｶﾞﾘ指数:+17 馬場:良(指数:-2),,,,,,,,,,,,ｸﾗｽ上位平均:80 ﾚｰｽﾍﾟｰｽ指数:-10 ﾚｰｽｱｶﾞﾘ指数:+15 馬場:良(指数:-2),,,,,,,,,,,,ｸﾗｽ上位平均:89 ﾚｰｽﾍﾟｰｽ指数:-6 ﾚｰｽｱｶﾞﾘ指数:+11 馬場:良(指数:-2),,,,,,,,,,,
"単勝:1,160円 複勝:06=250円 09=130円 05=650円 枠連:700円",,,,,,,,,,,,単勝:350円 複勝:09=170円 18=290円 04=410円 枠連:470円,,,,,,,,,,,,"単勝:330円 複勝:10=150円 03=310円 02=490円 枠連:1,700円",,,,,,,,,,,,単勝:240円 複勝:13=130円 01=440円 11=280円 枠連:860円,,,,,,,,,,,
"馬連:1,130円 ワイド:06-09=420円 05-06=1,940円 05-09=1,090円",,,,,,,,,,,,"馬連:2,070円 ワイド:09-18=810円 04-09=710円 04-18=2,590円",,,,,,,,,,,,"馬連:1,700円 ワイド:03-10=740円 02-10=1,030円 02-03=1,920円",,,,,,,,,,,,"馬連:3,100円 ワイド:01-13=1,260円 11-13=450円 01-11=2,990円",,,,,,,,,,,
"馬単:3,140円 3連複:5,980円",,,,,,,,,,,,"馬単:3,360円 3連複:9,060円",,,,,,,,,,,,"馬単:2,850円 3連複:7,880円",,,,,,,,,,,,"馬単:4,590円 3連複:8,870円 3連単:39,950円",,,,,,,,,,,
■ 3R  芝1800m 2 歳未勝利(混) 馬齢,,,,,,,,,,,,■ 6R  ダ1800m 3歳上500万 別定,,,,,,,,,,,,■ 9R  芝1600m 2 歳500万(混) 馬齢,,,,,,,,,,,,■12R  ダ1400m 3歳上1000万 別定,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,あけび賞,,,,,,,,,,,,,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,18,Ｂヴィクトリｰラン, 60,石橋守,, 68,   4,  -3, 3,  7.4,⑩⑦⑤, 1, 4,Ｈマルノユビキタス, 64,渡辺薫,, 72,   1,*  7, 2,  6.9,⑨⑦③, 1, 1,Ｄファイングレイン, 62,中舘  ,, 67,*-14,* 17, 1,  3.5,①①①, 1, 4,Ｉゼンノパルテノン, 67,福永  ,, 80,*  3,  13, 3,  4.6,③③③
 2, 5,Ｄタニノベリｰニ, 59,藤岡  , 0.4, 61,  -4,*  5, 2,  3.3,⑭⑭⑬, 2, 6,Ｇナイキデラックス, 64,秋山  , 0.0, 70,*  3,   1, 1,  1.6,②②①, 2, 9,Ｃアマノトレンディｰ, 62,秋山  , 0.4, 62, -17,* 15, 3,  4.3,⑤③③, 2, 3,Ａスナｰクファルコン, 75,秋山  , 0.3, 76,   2,  11, 2,  4.0,③④④
 3,10,Ｅマイネルヴェステン, 58,小牧太, 0.5, 61,   4, -11, 4,  8.3,⑥⑤⑤, 3,12,Ａタマモコンチェルト, 69,上村  , 0.3, 67,   1,   2, 5, 14.2,⑤⑤③, 3, 8,Ａマルカアイチャン, 70,福永  , 0.6, 66, -23,* 21, 4,  4.6,⑫⑪⑩, 3, 5,Ｈシｰクェンス, 68,飯田  , 0.3, 78,   1,  14, 5, 16.3,⑧⑥⑥
 4, 7,Ｉオドゥｰルゲラン, 46,武幸  , 0.6, 58,  -4,*  5, 9, 30.7,⑭⑭⑰, 4,14,Ｂメイショウアズｰロ, 68,武幸  , 0.4, 67,  -2,*  8,10, 49.0,⑬⑨⑩, 4, 5,Ｇカノヤバトルスタｰ, 54,赤木  , 0.9, 50, -18,   9, 8, 40.3,④⑤④, 4,11,Ｆピカレスクコｰト, 68,藤岡  , 0.5, 74,  -1,  12, 4,  5.7,⑥⑥⑦
 5, 2,Ｒシルクアヴァロン, 19,上村  , 0.7, 59,   0,  -5,13,138.2,⑪⑩⑨, 5, 8,Ｎタムロブライアン, 57,鮫島良, 0.5, 63,  -4,*  5, 8, 26.9,⑩⑨⑦, 5, 6,Ｂビッグカポネ, 63,上村  , 1.0, 49, -19,   9, 6, 12.9,⑧⑦⑦, 5, 2,Ｄヤマノサンデｰズ, 73,上野翔, 0.6, 71,*  3,   4, 6, 16.9,②②①
 6, 3,Ｊミッチｰデヒア, 45,池添  , 0.8, 57,   0,  -6, 7, 17.4,⑧⑩⑩, 6, 1,Ｉニシノウラシマ, 63,太宰  , 0.7, 63,*  2,  -4, 4, 10.8,③③②, 6,12,Ｅナイスソニック, 56,北村浩, 1.3, 41, -18,   3, 7, 29.2,③③④, 6,12,Ｂマイネルアルバ, 74,川田  , 0.9, 72,  -5,  14, 7, 20.7,⑪⑪⑪
 7,12,Ａワイズユｰス, 62,川島信, 0.8, 55,  -2,  -2, 5, 12.8,⑪⑩⑯, 7, 7,Ｆサンライズタイム, 64,藤岡  , 0.8, 63,  -4,*  6, 3,  8.5,⑬⑭⑫, 7, 2,Ｈシゲルフドウカブ, 54,柴原  , 1.4, 41, -21,   6, 9, 92.4,⑪⑦⑧, 7, 7,Ｊダイナミックエｰス, 66,小林徹, 0.9, 73,  -2,  12,10, 60.6,⑩⑨⑧
 8,17,Ｏチェリｰロビン, 37,高橋亮, 0.8, 57,*  7, -20,15,164.3,③③③, 8, 5,Ｄホｰマンラフィット, 65,中舘  , 0.9, 62,  -3,   5, 7, 25.8,⑪⑫⑫, 8, 4, ミツアキカッタｰ,---,東川  , 1.4, 44, -22,   9,12,250.8,⑩⑪⑩, 8,13,Ｅミラクルザヘッド, 68,上村  , 1.1, 69,  -2,  10, 9, 40.3,⑨⑨⑪
 9,15,Ｆトウカイワンダｰ, 57,熊沢  , 1.0, 54,*  6, -22, 6, 14.0,③③③, 9,13,Ｅダイゴキリンジ, 64,吉田隼, 1.0, 59,  -5,   2,12,118.7,⑫⑫⑫, 9,11,Ｆフォルタレｰザ, 56,柴山  , 1.5, 38, -18,   0, 2,  3.8,⑥⑤④, 9, 6,Ｍセレナジュピタｰ, 51,中舘  , 1.2, 67,   1,   3, 8, 30.6,⑤④⑤
10, 4,Ｇデュイキャスケｰド, 50,秋山  , 1.2, 52,   2, -17,12,131.8,⑦⑦⑦,10, 3,Ｃタガノマイラバｰ, 68,菊地昇, 1.1, 62,   2,  -6, 9, 36.6,⑧⑤③,10, 3,Ｉメイショウゲンジ, 45,池添  , 1.5, 36,*-15,  -5, 5, 10.7,①②②,10,10,Ｃクロスファイア, 74,高野容, 1.3, 70,  -6,  11, 1,  3.0,⑫⑫⑧
11,13,Ｋマイネルクｰゲル, 44,太宰  , 1.2, 52,  -5,  -3,16,210.8,⑰⑰⑰,11, 9,Ｌマイネマリスタ, 60,古川吉, 1.6, 56,  -1,  -7,14,384.3,⑥⑦⑦,11,10, ペアｰガイヤ,---,岡部誠, 1.7, 37, -22,   4,10,181.6,⑥⑩⑩,11, 8,Ｌエフテｰコンコルド, 55,柴山  , 1.4, 70, -12,* 18,11, 78.8,⑬⑬⑬
12,14,Ｈメイショウダンケン, 48,渡辺薫, 1.4, 50,*  8, -31,17,233.3,②②②,12, 2,Ｋマルタカデトリア, 61,田嶋翔, 1.7, 57,  -1,  -4,13,197.4,⑦⑨⑩,12, 7,Ｊプレシャスドロップ, 38,熊沢  , 2.4, 23, -21, -10,11,191.7,⑨⑦⑧,12, 9,Ｋリキアイヤマノオｰ, 62,生野  , 1.4, 65,  -2,   5,12, 90.7,⑥⑧⑧
13, 9,Ｎリリカルプロウズ, 40,生野  , 1.6, 44,   2, -28,14,141.6,⑤⑤⑦,13,11,Ｊエアジュラシック, 61,福永  , 3.2, 44,   2, -26, 6, 17.1,④③⑦,,,,,,,,,,,,,13, 1,Ｇトｰホウハヤテ, 68,熊沢  , 2.8, 50,*  5, -16,13,100.2,①①②
14, 6,Ｌシゲルシンキガイ, 43,柴山  , 1.7, 46,*  8, -37, 8, 21.9,①①①,14,10,Ｍリキパイレｰツ, 59,川田  , 5.0, 28,*  3, -49,11, 97.2,①①③,,,,,,,,,,,,,,,,,,,,,,,,
15,11,Ｃマコトタイセイ, 60,福永  , 1.7, 46,  -2, -17, 1,  2.9,⑬⑬⑬,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16, 8,Ｐカモンネイチャ, 28,川田  , 1.8, 47,  -3, -18,10, 64.5,⑱⑱⑫,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
