14年12月13日 中京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,14年12月13日 中京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1400m 2 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-2,,,,,■ 4R  芝3000m 3歳上未勝利(混) 定量,,,,,,,,,,,,■ 7R  ダ1400m 3歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:6,,,,,■10R  芝2200m 3歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:7,,,,
12,11,Ｍアイファｰハｰト, 37,松田大, 2.2, 42,  -5,  -8,14,190.2, ⑫⑭,12, 5, ウォｰタｰメジャｰ,,田村太,210.9,,,,14,265.9,⑬⑬⑬,12,10,Ｎトシファイブスタｰ, 59,酒井学, 1.6, 64,   8,  -3,10, 42.2, ⑦⑧,12, 8,Ｊナンヨｰユナ, 72,藤懸貴, 2.0, 69,  14, -16, 9, 37.5,⑰⑯⑯
13, 4,Ｇパイレｰツナイト, 46,黛弘人, 2.6, 38,  -4, -15,10, 74.8, ⑨⑨,13,14, クラバウタｰマン,,小野寺,216.5,,,,13,214.0,⑭⑭⑭,13, 8,Ｉシゲルアボカド, 70,川須栄, 1.9, 63,  -4,   8, 9, 32.9, ⑮⑮,13,14,Ｎサウンドバスタｰ, 69,酒井学, 2.2, 67,  17, -24,17,250.6,⑦⑨⑪
14,10,Ｋセイカフォルテシモ, 41,太宰啓, 2.8, 36,*  0, -22, 5, 15.7, ①①,,,,,,,,,,,,,14, 1,Ｋジェイケイホｰム, 65,村田一, 1.9, 60,* 11, -10,13, 85.8, ①①,14, 2,Ｇノアオｰカン, 75,義英真, 2.3, 66,  15, -21,15,174.4,⑫⑮⑮
15, 9,Ｏクリノタンヤオ, 26,森一馬, 2.9, 36,  -8, -12,13,157.1, ⑮⑬,,,,,,,,,,,,,15,11,Ｊムｰンドロップ, 67,嘉藤貴, 2.0, 58,* 11, -10,16,228.9, ②②,15, 6,Ｐヴァンクウィッシュ, 65,川島信, 2.3, 67,  18, -28,11, 68.6,⑤⑥⑧
16, 1,Ｎスリｰキｰノｰト, 36,村田一, 3.9, 28,  -3, -25,15,211.1, ⑧⑧,,,,,,,,,,,,,16, 9,Ｇブレイクアウト, 72,津村明, 2.0, 61,  -1,   4, 6, 16.0, ⑭⑭,16, 7,Ｍセレナビアンカ, 70,木幡初, 2.5, 64,  11, -15,16,201.1,⑯⑱⑱
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17, 4,Ｏクラウンアトラス, 68,西田雄, 3.0, 61,* 19, -42,14,146.1,③③④
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,12,Ｌセルリアンディンゴ, 70,古川吉, 4.0, 56,* 19, -59,12, 81.3,②①②
ｸﾗｽ上位平均:57 ﾚｰｽﾍﾟｰｽ指数:-2 ﾚｰｽｱｶﾞﾘ指数:+0 馬場:良(指数:5),,,,,,,,,,,,,,,,,,,,,,,,ｸﾗｽ上位平均:72 ﾚｰｽﾍﾟｰｽ指数:+2 ﾚｰｽｱｶﾞﾘ指数:+2 馬場:良(指数:5),,,,,,,,,,,,ｸﾗｽ上位平均:74 ﾚｰｽﾍﾟｰｽ指数:+8 ﾚｰｽｱｶﾞﾘ指数:-9 馬場:良(指数:1),,,,,,,,,,,
単勝:480円 複勝:13=170円 02=120円 05=500円 枠連:330円,,,,,,,,,,,,単勝:170円 複勝:03=110円 04=170円 01=180円 枠連:700円,,,,,,,,,,,,"単勝:660円 複勝:07=200円 02=290円 12=180円 枠連:2,190円",,,,,,,,,,,,単勝:210円 複勝:16=110円 11=150円 15=160円 枠連:470円,,,,,,,,,,,
"馬連:720円 ワイド:02-13=380円 05-13=3,180円 02-05=830円",,,,,,,,,,,,馬連:600円 ワイド:03-04=220円 01-03=350円 01-04=790円,,,,,,,,,,,,"馬連:3,050円 ワイド:02-07=1,080円 07-12=500円 02-12=960円",,,,,,,,,,,,馬連:720円 ワイド:11-16=230円 15-16=290円 11-15=460円,,,,,,,,,,,
"馬単:1,870円 3連複:7,000円 3連単:31,310円",,,,,,,,,,,,"馬単:840円 3連複:1,600円 3連単:4,120円",,,,,,,,,,,,"馬単:5,440円 3連複:4,810円 3連単:30,210円",,,,,,,,,,,,"馬単:1,030円 3連複:1,120円 3連単:3,730円",,,,,,,,,,,
■ 2R  ダ1800m 3歳上500万(牝) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:3,,,,,■ 5R  芝3300m 3歳上ｵｰﾌﾟﾝ(混) 別定,,,,,,,,,,,,■ 8R  芝2000m 3歳上500万(牝) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:3,,,,,■11R  ダ1800m 3歳上1000万(混) ﾊﾝﾃﾞ,,,,,,,出走馬ﾚﾍﾞﾙ:-1,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,浜松特別,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 5,Ｃデルマハンニャ, 73,松山弘,, 74,* -2,* 15, 3,  6.0,④⑤③, 1, 6, エｰシンジｰライン,,北沢伸,,,,, 1,  2.1,⑥⑥⑤, 1, 6,Ｂティックルゴｰルド, 78,岩崎翼,, 74,* -1,   5, 6, 13.2,⑥⑤⑥, 1, 7,Ｂバｰディｰイｰグル, 84,杉原誠,, 78,  12,   9, 1,  4.0,⑧⑦⑦
 2, 8,Ｆヴェルメンティｰノ, 72,松若風, 0.2, 72,* -2,  12, 6, 15.0,①①①, 2, 4, リアルブラック,,林満明,219.4,,,,10, 62.3,④⑤⑥, 2,18,Ｏマイネボニｰタ, 62,津村明, 0.1, 74,  -1,   6,14, 81.1,⑦⑦⑦, 2,15,Ｋサｰランスロット, 78,藤懸貴, 0.2, 78,* 14,   3,13, 56.3,②②②
 3, 2,Ｂブロンクスシルバｰ, 74,城戸義, 0.6, 70,  -5,* 15, 1,  2.3,⑦⑦⑥, 3,12, レッドグルｰヴァｰ,,小坂忠,219.6,,,, 5, 12.3,②②②, 3,12,Ｈリボントリコロｰル, 69,勝浦正, 0.2, 77,  -5,* 13, 3,  5.5,⑭⑭⑭, 3,10,Ｃタガノプリンス, 83,岩崎翼, 0.2, 80,  10,* 11, 4,  6.8,⑫⑬⑬
 4, 3,Ｄアルマミｰア, 73,小崎綾, 0.6, 68,* -3,  11, 5,  7.5,⑤④④, 4,11, エイブルブラッド,,五十嵐,219.6,,,, 4, 10.1,⑭⑩⑧, 4,15,Ｐメイショウグレア, 59,義英真, 0.3, 73,  -3,*  7,16,111.3,⑬⑪⑫, 4, 9,Ｉメモリｰシャルマン, 80,古川吉, 0.3, 79,  11,   9, 7, 17.7,⑭⑪⑪
 5, 7,Ｊワンダｰテルヌｰラ, 63,川須栄, 0.9, 67,* -2,   7,11, 96.6,②②②, 5, 7, タイセイジｰニアス,,石神深,219.7,,,,11, 72.4,③③④, 5, 7,Ｉピサノベッテル, 68,松田大, 0.3, 72,  -4,   5, 7, 21.0,⑪⑫⑩, 5, 3,Ｇヴィッセン, 81,松山弘, 0.4, 79,   7,* 15, 3,  5.7,⑮⑯⑮
 6,11,Ａクラリティｰエス, 74,長岡禎, 1.2, 67,  -5,  10, 2,  4.5,⑧⑧⑧, 6, 2, スリｰマｰゴｰン,,白浜雄,220.1,,,, 8, 25.0,⑪⑦⑦, 6,17,Ｋノｰスパストラル, 64,太宰啓, 0.4, 69,  -3,   2,17,174.0,⑩⑨⑨, 6, 2,Ｄゴダｰル, 81,吉田隼, 0.6, 76,  12,   5, 5,  7.2,⑦⑥⑥
 7,10,Ｅアラドヴァル, 72,勝浦正, 1.5, 63,  -6,   9, 4,  7.0,⑪⑪⑪, 7, 3, ラッキｰバニラ,,浜野谷,220.1,,,, 3,  8.7,①①①, 7,10,Ａトウカイセンス, 79,松若風, 0.5, 71,  -5,*  8, 4,  9.6,⑮⑮⑮, 7, 4,Ｅエルフショット, 81,松若風, 0.7, 77,   9,   8, 6, 11.6,⑬⑭⑫
 8, 6,Ｉバトルヴェルデ, 64,吉田隼, 1.6, 61,* -3,   2, 8, 35.3,③③⑤, 8, 9, ニライジンク,,熊沢重,220.4,,,, 7, 21.6,⑤④③, 8,14,Ｃリヴィエｰル, 76,酒井学, 0.5, 71,  -5,   5, 2,  4.9,⑫⑬⑬, 8,11,Ｍクリノアマダブラム, 74,小崎綾, 0.7, 76,  11,   6, 9, 25.1,⑪⑩⑧
 9,12,Ｈチャｰドリｰ, 67,村田一, 1.7, 64,  -6,  10, 9, 68.8,⑫⑫⑫, 9,14, グリッタｰウイング,,西谷誠,221.1,,,, 2,  3.5,⑬⑨⑩, 9,16,Ｒベストセラｰアスク, 55,小崎綾, 0.6, 67,  -4,   1,10, 32.3,⑨⑩⑪, 9, 1,Ａスリｰタイタン, 85,酒井学, 0.9, 75,  10,   5, 2,  5.1,⑩⑫⑩
10, 4,Ｋダニカ, 58,藤懸貴, 1.8, 61,  -6,   7, 7, 33.5,⑩⑩⑩,10,10, ビコｰピリラニ,,田村太,221.8,,,, 9, 42.0,⑩⑫⑪,10,11,Ｍニシノチャステティ, 63,村田一, 0.8, 70,  -6,*  7, 9, 27.8,⑯⑯⑰,10,12,Ｊエｰペックス, 79,嘉藤貴, 1.0, 70,  12,  -1,16,127.2,⑤⑤④
11, 1,Ｇマッサロｰザ, 68,鮫島良, 1.8, 65,  -6,   7,12,151.9,⑨⑨⑨,11,13, プレミアムウォｰズ,,草野太,222.7,,,,13, 91.4,⑫⑧⑨,11, 4,Ｆイタリアンフェッテ, 71,西田雄, 0.9, 63,*  0,  -7,15, 96.8,⑤⑥⑤,11, 8,Ｌタイセイロｰマン, 74,川島信, 1.5, 72,   9,   1,14, 70.1,⑯⑮⑭
12, 9,Ｌキクノブランカ, 44,藤岡康, 3.4, 51,  -3, -11,10, 79.1,⑥⑥⑦,12, 1, アマクサハイヤ,,難波剛,225.1,,,,14,197.2,⑨⑭⑭,12, 5,Ｊシｰドオブハピネス, 66,川須栄, 0.9, 62,* -1,  -9,12, 48.7,④③④,12, 6,Ｎアｰスコネクタｰ, 71,松田大, 2.3, 65,* 13, -13, 8, 22.3,④③③
,,,,,,,,,,,,13, 5, シゲルヒタチ,,平沢健,225.2,,,, 6, 19.6,⑦⑬⑬,13, 9,Ｄチャペルプリンセス, 73,吉田隼, 1.0, 61,  -2,  -6, 8, 26.5,⑧⑧⑧,13,16,Ｈサウンドビガレス, 81,藤岡康, 2.5, 64,  11, -11,10, 35.2,⑨⑨⑨
,,,,,,,,,,,,14, 8, シゲルヘビザ,,黒岩悠,227.3,,,,12, 72.5,⑧⑪⑫,14,13,Ｑアディシオン, 58,伴啓太, 1.0, 65,  -5,   1,18,231.9,⑱⑰⑯,14,14,Ｏカネコメオスタｰ, 68,津村明, 2.8, 61,* 14, -19,12, 43.5,①①①
,,,,,,,,,,,,,,,,,,,,,,,,15, 3,Ｅベッラレジｰナ, 73,藤岡康, 1.0, 60,* -1, -11, 1,  2.8,②②②,15, 5,Ｆスタｰライラック, 81,伊藤工, 3.1, 55,  12, -19,11, 37.9,③④⑤
,,,,,,,,,,,,,,,,,,,,,,,,16, 2,Ｌヤマニンシェリル, 64,武幸四, 1.1, 58,*  0, -16,11, 35.3,①①①,16,13,Ｐタニノシュヴァリエ, 67,太宰啓, 4.4, 53,  12, -27,15,107.1,⑥⑧⑯
,,,,,,,,,,,,,,,,,,,,,,,,17, 8,Ｇドリｰムティアラ, 70,古川吉, 1.2, 64,  -8,   4, 5, 12.9,⑰⑱⑱,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,18, 1,Ｎマイネマレフィカ, 62,黛弘人, 1.3, 57,* -1, -14,13, 50.1,③④③,,,,,,,,,,,,
ｸﾗｽ上位平均:70 ﾚｰｽﾍﾟｰｽ指数:-11 ﾚｰｽｱｶﾞﾘ指数:+6 馬場:良(指数:5),,,,,,,,,,,,,,,,,,,,,,,,ｸﾗｽ上位平均:73 ﾚｰｽﾍﾟｰｽ指数:-6 ﾚｰｽｱｶﾞﾘ指数:-1 馬場:良(指数:1),,,,,,,,,,,,ｸﾗｽ上位平均:79 ﾚｰｽﾍﾟｰｽ指数:+2 ﾚｰｽｱｶﾞﾘ指数:-3 馬場:良(指数:5),,,,,,,,,,,
"単勝:600円 複勝:05=160円 08=300円 02=130円 枠連:2,410円",,,,,,,,,,,,単勝:210円 複勝:06=150円 04=800円 12=290円 枠連:990円,,,,,,,,,,,,"単勝:1,320円 複勝:06=450円 18=1,650円 12=190円 枠連:6,400円",,,,,,,,,,,,"単勝:400円 複勝:07=170円 15=1,080円 10=200円 枠連:3,550円",,,,,,,,,,,
"馬連:3,030円 ワイド:05-08=920円 02-05=270円 02-08=630円",,,,,,,,,,,,"馬連:6,470円 ワイド:04-06=2,240円 06-12=590円 04-12=7,030円",,,,,,,,,,,,"馬連:34,440円 ワイド:06-18=10,690円 06-12=1,940円 12-18=5,830円",,,,,,,,,,,,"馬連:13,180円 ワイド:07-15=3,670円 07-10=450円 10-15=5,060円",,,,,,,,,,,
"馬単:4,180円 3連複:2,700円 3連単:18,480円",,,,,,,,,,,,"馬単:8,750円 3連複:19,800円 3連単:91,340円",,,,,,,,,,,,"馬単:55,560円 3連複:74,050円 3連単:555,830円",,,,,,,,,,,,"馬単:20,260円 3連複:20,400円 3連単:140,860円",,,,,,,,,,,
■ 3R  ダ1200m 3歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:5,,,,,■ 6R  芝2000m 2 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:3,,,,,■ 9R  ダ1800m 3歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:3,,,,,■12R  芝1600m 3歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:6,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,豊川特別,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 9,Ｅマウントフジ, 70,小崎綾,, 71,   4,*  3, 6, 14.7, ⑦⑧, 1,13,Ｃロｰデッド, 55,川島信,, 71,  11,*-12, 4, 11.4,④④④, 1, 8,Ｅグランドサッシュ, 72,津村明,, 73,  10,* -1, 1,  4.0,⑧⑧⑨, 1, 9,Ｋダイシンサンダｰ, 68,酒井学,, 84,  -4,* 17, 1,  3.9,⑧⑧⑥
 2, 1,Ｇサｰストンデンバｰ, 69,木幡初, 0.0, 72,* 10,  -2, 4,  8.9, ①①, 2, 2,Ｈスピリッツミノル, 49,酒井学, 0.1, 67,* 19, -34, 5, 17.3,①①①, 2, 2,Ｂナリタムｰンライト, 76,古川吉, 0.1, 70,  11,  -6, 2,  4.6,⑥④⑤, 2,16,Ａコウセン, 80,津村明, 0.2, 79,  -2,  11, 3,  6.6,⑤⑤⑤
 3, 3,Ｃケイリンボス, 71,松若風, 0.0, 70,   2,*  5, 1,  2.8, ⑧⑦, 3, 4,Ａラウレアブルｰム, 63,松山弘, 0.2, 69,  10,*-10, 1,  2.0,⑥⑤⑤, 3, 3,Ｄアサクサニッポン, 72,松田大, 0.3, 69,  10,  -7, 5,  8.6,④⑤④, 3,14,Ｃノｰヒッタｰ, 75,松田大, 0.5, 77,  -5,  11, 7, 19.8,⑪⑨⑨
 4, 4,Ｄマチルダ, 71,森一馬, 0.5, 68,*  9,  -6, 7, 15.6, ②③, 4,12,Ｂヴァｰサトル, 57,藤岡康, 0.9, 62,   6,*-12, 3,  5.4,⑪⑩⑦, 4, 7,Ｊシルクフラッシュ, 66,吉田隼, 0.4, 68,   8,* -4, 7, 11.8,⑩⑩⑥, 4, 2,Ｂシングンジョｰカｰ, 76,古川吉, 0.6, 73,  -2,   5, 2,  4.6,⑥④④
 5,10,Ｆスリｰエスペラント, 69,水口優, 0.6, 66,   1,   1, 5, 13.7, ⑪⑫, 5, 5,Ｄココスタイル, 53,小崎綾, 1.0, 58,  11, -26, 2,  3.5,③③③, 5, 6,Ｃネオヴァリアント, 74,松山弘, 0.5, 67,* 12, -11, 3,  4.9,⑨③③, 5,11,Ｉマイネプレセア, 70,黛弘人, 0.8, 74,  -5,   8,11, 27.4,⑨⑩⑩
 6, 7,Ａディｰプミタカ, 78,城戸義, 0.7, 64,   2,  -1, 2,  3.3, ⑨⑨, 6,14,Ｆハｰブガｰデン, 52,津村明, 1.0, 61,   9, -19, 8, 49.8,⑦⑦⑥, 6,12,Ａマルイチワンダｰ, 78,義英真, 0.7, 65,* 13, -14, 4,  8.2,①①①, 6, 8,Ｎキリシマホｰマ, 59,川須栄, 0.8, 73,  -8,  11,14,111.3,⑭⑬⑬
 7, 5,Ｊレッドジョｰカｰ, 64,杉原誠, 0.7, 64,   7,  -6,11, 54.3, ④②, 7, 8,Ｅロｰドプレステｰジ, 52,松田大, 1.4, 58,   7, -20, 6, 23.9,⑩⑧⑧, 7, 5,Ｉキネオフライト, 66,川須栄, 0.8, 67,   7,  -5,10, 26.1,⑫⑫⑪, 7,15,Ｅアキノクリンチ, 74,太宰啓, 0.8, 74,  -8,  11, 8, 21.6,⑫⑪⑫
 8, 6,Ｏオリエンタルエジル, 59,長岡禎, 0.9, 64,   6,  -6,15,217.3, ⑤⑤, 8,17,Ｐウイングアクティブ, 34,吉田隼, 2.1, 50,* 19, -60,10, 88.2,②②②, 8,13,Ｆシングンカイロス, 70,長岡禎, 0.9, 66,* 12, -16, 6, 11.6,②②②, 8, 7,Ｄディライトフル, 75,川島信, 0.9, 75,  -8,  10, 5,  8.5,⑩⑫⑪
 9,12,Ｋウエスタンニンジャ, 64,藤懸貴, 0.9, 61,   0,   0, 8, 19.4, ⑫⑩, 9, 9,Ｇアルトサックス, 50,勝浦正, 2.1, 52,  -1,*-13, 7, 45.8,⑯⑯⑮, 9,11,Ｈクラウンシュバルツ, 69,太宰啓, 1.1, 65,   9, -12,11, 32.1,⑦⑨⑦, 9, 1,Ｆグリｰンラヴ, 73,勝浦正, 0.9, 76, -11,* 15, 4,  7.3,⑮⑮⑯
10, 8,Ｉマハｰシュリｰ, 65,嶋田純, 0.9, 61,  -1,   1,14,141.4, ⑭⑭,10,10,Ｏエイシンアシュラ, 36,太宰啓, 2.2, 50,   2, -19, 9, 80.8,⑭⑮⑫,10, 9,Ｇディアイッセイ, 69,黛弘人, 1.5, 63,   6, -10, 9, 22.6,⑪⑪⑩,10, 6,Ｌリオグランデ, 65,松山弘, 1.0, 71,  -5,   4,10, 22.6,⑦⑦⑧
11, 2,Ｂハルズハッピｰ, 71,伴啓太, 1.0, 58,  -7,*  5, 9, 37.4, ⑯⑯,11, 7,Ｉラインキュｰト, 46,木幡初, 2.3, 50,  -1, -16,11, 93.9,⑫⑬⑭,11, 4,Ｍアイルビｰホｰム, 57,藤岡康, 1.7, 60,  10, -19,12,113.3,⑤⑦⑫,11,10,Ｊグインネヴィア, 69,藤岡康, 1.1, 66,* -1,  -4,13, 66.8,②②②
12,13,Ｌミシックトウショウ, 64,西村太, 1.1, 60,   0,  -2,12, 73.2, ⑬⑬,12,11,Ｌライブリファｰスト, 40,城戸義, 3.0, 44,  -3, -22,16,419.7,⑬⑭⑯,12,10,Ｋパｰプルパルピナ, 64,酒井学, 2.0, 58,  10, -21, 8, 19.7,③⑥⑧,12,13,Ｈメイショウラバンド, 71,岩崎翼, 1.3, 65,* -1,  -6,12, 37.6,③③③
13,11,Ｈサｰシスリｰフ, 69,岩崎翼, 1.1, 62,   6,  -8, 3,  7.7, ⑥⑥,13,15,Ｑデルマフウライマツ, 26,伴啓太, 3.3, 41,   1, -35,15,383.7,⑮⑫⑪,13, 1,Ｌアマクサタカラジマ, 63,岡田祥, 2.3, 59,   3, -10,13,122.7,⑬⑬⑬,13, 5,Ｐキネオソレイユ, 56,杉原誠, 1.5, 68, -10,   7,16,132.9,⑯⑯⑮
14,15,Ｐホワイトクリスマス, 55,小野寺, 1.1, 60,   2,  -5,13,113.9, ⑩⑪,14, 3,Ｊトミケンブレスク, 43,村田一, 3.5, 41,   0, -36,14,261.9,⑨⑪⑬,,,,,,,,,,,,,14, 4,Ｏデルマコナキジジ, 57,吉田隼, 1.5, 61,  -5,  -3,15,132.4,④⑥⑦
15,14,Ｎマカゼコイカゼ, 60,花田大, 1.5, 57,  -1,  -4,16,272.7, ⑮⑮,15, 6,Ｍクリノチｰホｰ, 38,古川吉, 3.7, 41,   4, -44,12,139.9,⑧⑨⑩,,,,,,,,,,,,,15, 3,Ｍミュｰラルクラウン, 62,松若風, 1.6, 58,* -1, -12, 9, 22.0,①①①
16,16,Ｍイロリ, 60,義英真, 3.1, 44,*  8, -27,10, 45.8, ③④,16,16,Ｎタイムトゥシャイン, 36,川須栄, 4.8, 34,   6, -65,13,175.0,⑤⑥⑨,,,,,,,,,,,,,16,12,Ｇクｰルオｰプニング, 71,小崎綾, 1.6, 64,  -9,   2, 6, 11.2,⑬⑭⑭
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
