14年 8月24日 新潟,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,14年 8月24日 新潟,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  芝1400m 2 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-4,,,,,■ 4R  芝2850m 3歳上未勝利(混) 定量,,,,,,,,,,,,■ 7R  芝1800m 3 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:5,,,,,■10R  芝1400m 3歳上1000万(混) ﾊﾝﾃﾞ,,,,,,,出走馬ﾚﾍﾞﾙ:2,,,,
 9,16,Ｌレディｰムｰン, 33,武士沢, 1.8, 40,  -3,  -9,12, 75.2, ⑱⑰, 9,10, レッドフォルツァ,,五十嵐,189.4,,,, 3,  6.3,⑩⑫⑫, 9, 8,Ｂメｰリングキャット, 62,田中勝, 1.0, 59,   3, -12, 5, 18.1, ⑫⑫, 9, 8,Ｈクロイゼリンチャン, 73,江田照, 0.8, 67,* 12, -14, 8, 20.4, ①①
10, 5,Ｏハッピｰピアス, 20,原田和, 1.8, 40,   4, -20,15,293.0, ⑦⑪,10,13, スリｰロンドン,,大江原,189.5,,,,13,132.0,⑬⑬⑬,10,15,Ｌシガｰロス, 51,木幡初, 1.2, 56,*  6, -24,13,102.4, ⑤⑤,10, 9,Ｌジｰニマジック, 72,北村宏, 0.8, 69,   1,   0, 3,  5.2, ⑩⑩
11, 4,Ｐアラビアンロｰズ, 13,柴田大, 1.9, 39,   4, -23,13,103.4, ⑥⑦,11, 9, キｰプトライン,,石神深,189.5,,,, 6, 11.0,⑨⑧⑧,11, 7,Ｅピエリｰナ, 57,石橋脩, 1.3, 56,   5, -22, 6, 19.4, ⑦⑦,11,14,Ｎスマイルシャワｰ, 69,吉田豊, 0.9, 69,   0,   1, 9, 25.0, ⑬⑫
12, 6,Ｋガンバレヒトリッコ, 33,嶋田純, 1.9, 40,*  8, -27,11, 63.7, ④④,12,14, エフティシリウス,,原田和,189.9,,,, 8, 23.5,⑭⑪⑪,12,17,Ｆスパｰクルキャット, 55,吉田豊, 1.3, 57,   0, -12, 3,  8.3, ⑯⑮,12,10,Ｏクロスカップリング, 63,伊藤工, 1.0, 67,  -4,   5,16,135.0, ⑯⑯
13,12,Ｃマコトカンパネッロ, 46,田辺裕, 2.2, 35,   2, -23, 6, 18.9, ⑫⑨,13, 7, ラノララク,,小野寺,191.6,,,,14,210.1,⑥⑨⑩,13,16,Ｈラブコｰル, 54,エスポ, 1.4, 53,   5, -24, 9, 43.5, ⑧⑧,13, 7,Ｇウインスラッガｰ, 74,石橋脩, 1.1, 66,  -2,   0,11, 32.4, ⑭⑬
14,15,Ｄリリｰグランツ, 46,大野拓, 2.6, 31,   4, -32, 9, 36.6, ⑨⑥,14, 8, ナリタカマｰ,,中村将,193.3,,,,12,119.9,⑫⑭⑭,14, 3,Ｋユｰヌベルファム, 51,伴啓太, 1.7, 51,  -2, -15,12, 96.6, ⑭⑯,14,11,Ｊフェアブレシア, 73,宮崎北, 1.2, 62,* 12, -19,13, 42.2, ②②
15,10,Ｒハシッテイイトモ,  7,吉田豊, 3.0, 27,  -1, -29,16,304.0, ⑮⑮,,,,,,,,,,,,,15, 9,Ｑロｰクワット, 40,嘉藤貴, 2.0, 47,   4, -30,17,236.1, ⑩⑩,15,12,Ｐディｰプサウンド, 58,杉原誠, 1.4, 62,   3,  -9,15,117.6, ⑪⑪
16,18,Ｍラブセレナｰド, 32,石川裕, 3.2, 24,   0, -34,17,336.9, ⑬⑫,,,,,,,,,,,,,16, 4,Ｒタカラキャメロン, 31,伊藤工, 2.1, 47,  -6, -12,15,127.5, ⑱⑱,16,16,Ｄメイケイペガムｰン, 77,武士沢, 1.6, 60,   8, -18,14, 61.4, ④⑤
17,14,Ｎウィステリアガｰル, 23,杉原誠, 3.7, 20,  -1, -38,18,442.0, ⑯⑯,,,,,,,,,,,,,17, 5,Ｏキスオブザビｰナス, 44,原田和, 2.4, 43,   5, -39,18,242.2, ⑥⑥,,,,,,,,,,,,
18,17,Ｑメッシュヘア,  9,嘉藤貴, 3.9, 18,  -4, -39,14,261.8, ⑰⑱,,,,,,,,,,,,,18,10,Ｐミスマリｰン, 41,宮崎北, 3.1, 38,  -2, -34,10, 57.2, ⑰⑰,,,,,,,,,,,,
ｸﾗｽ上位平均:57 ﾚｰｽﾍﾟｰｽ指数:+5 ﾚｰｽｱｶﾞﾘ指数:-9 馬場:良(指数:0),,,,,,,,,,,,,,,,,,,,,,,,ｸﾗｽ上位平均:61 ﾚｰｽﾍﾟｰｽ指数:+4 ﾚｰｽｱｶﾞﾘ指数:-7 馬場:良(指数:0),,,,,,,,,,,,ｸﾗｽ上位平均:79 ﾚｰｽﾍﾟｰｽ指数:-1 ﾚｰｽｱｶﾞﾘ指数:-3 馬場:良(指数:0),,,,,,,,,,,
単勝:230円 複勝:07=120円 08=180円 03=130円 枠連:900円,,,,,,,,,,,,"単勝:5,970円 複勝:12=1,120円 03=240円 04=280円 枠連:4,310円",,,,,,,,,,,,"単勝:590円 複勝:11=160円 06=2,020円 14=110円 枠連:12,700円",,,,,,,,,,,,"単勝:1,080円 複勝:13=320円 04=210円 15=700円 枠連:1,590円",,,,,,,,,,,
馬連:830円 ワイド:07-08=310円 03-07=240円 03-08=510円,,,,,,,,,,,,"馬連:18,060円 ワイド:03-12=4,150円 04-12=3,690円 03-04=1,060円",,,,,,,,,,,,"馬連:40,580円 ワイド:06-11=8,150円 11-14=260円 06-14=3,540円",,,,,,,,,,,,"馬連:3,330円 ワイド:04-13=1,190円 13-15=3,850円 04-15=4,060円",,,,,,,,,,,
"馬単:1,410円 3連複:1,110円 3連単:4,700円",,,,,,,,,,,,"馬単:41,380円 3連複:37,070円 3連単:412,600円",,,,,,,,,,,,"馬単:78,340円 3連複:19,950円 3連単:216,110円",,,,,,,,,,,,"馬単:8,740円 3連複:42,770円 3連単:256,730円",,,,,,,,,,,
■ 2R  芝1200m 2 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:7,,,,,■ 5R  芝1800m 2 歳新馬 馬齢,,,,,,,,,,,,■ 8R  ダ1200m 3歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:1,,,,,■11R  ダ1200m 3歳上ｵｰﾌﾟﾝ(国) ﾊﾝﾃﾞ,,,,,,,出走馬ﾚﾍﾞﾙ:-1,,,,
,,,,,,,,,,,,,ﾒｲｸﾃﾞﾋﾞｭｰ新潟,,,,,,,,,,,,,,,,,,,,,,,,NST賞,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,11,Ａサフィロス, 67,エスポ,, 61,  -7,* 13, 1,  1.5, ⑬⑬, 1, 9, リヴゴｰシュ,---,江田照,,-10,*-68,* -8, 1,  2.2, ②②, 1,14,Ａマリカ, 75,伴啓太,, 70,* -2,* 10, 1,  2.9, ①①, 1, 6,Ｉダッシャｰワン, 84,北村宏,, 84,*  7,* 16, 1,  3.1, ④④
 2,12,Ｋシルヴァｰコｰド, 38,北村宏, 0.5, 56,  -4,*  4, 7, 26.6, ⑨⑨, 2, 7, エｰスオブエｰス,---,大野拓, 0.2,-11,*-68, -11, 2,  4.5, ③③, 2,11,Ｉヒカリブランデｰ, 68,北村宏, 0.3, 68,  -7,* 12, 2,  5.4, ⑥⑥, 2, 3,Ｇアスコットシチｰ, 85,江田照, 0.1, 83,*  7,  15, 2,  3.9, ③③
 3, 8,Ｎノｰフェイト, 35,武士沢, 1.0, 50,  -7,*  0,12,121.4, ⑪⑪, 3, 2, ウインアシュリン,---,柴田大, 0.2, -7, -71,* -5, 7, 21.0, ⑦⑦, 3, 6,Ｈブリッツ, 69,田辺裕, 0.3, 67,  -5,* 11, 9, 22.6, ③③, 3,14,Ｄキズマ, 86,田中勝, 0.1, 83,*  8,  14, 3,  9.0, ②②
 4, 4,Ｉラビットボｰテ, 40,伴啓太, 1.0, 50,  -3,  -4,11, 92.6, ⑧⑧, 4, 8, チャリシｰ,---,エスポ, 0.3,-12, -70, -10, 3,  5.0, ④⑥, 4, 7,Ｆハルズハッピｰ, 69,江田照, 0.3, 67,* -3,   9, 8, 14.0, ②②, 4, 7,Ｃキョウエイアシュラ, 88,柴田大, 0.2, 83,   5,* 16, 6, 12.5, ⑦⑥
 5, 3,Ｈリベルテラミュｰズ, 41,田辺裕, 1.2, 50,  -3,  -4, 5, 16.9, ⑦⑦, 5, 3, シンフォニｰタクト,---,北村宏, 0.5,-14, -71, -11, 5, 10.5, ⑤④, 5, 5,Ｃシャンパンルｰジュ, 73,石橋脩, 0.7, 64,  -7,   9, 4,  8.6, ⑤⑤, 5, 1,Ｂシセイオウジ, 89,田辺裕, 0.4, 80,   2,* 17, 5, 12.2, ⑩⑪
 6, 2,Ｅアポロオウレン, 47,西田雄, 1.3, 48,   1, -12, 4, 11.2, ④④, 6, 6, ポルトボナｰル,---,武士沢, 0.7,-15, -71, -14,10, 96.3, ⑥⑤, 6, 9,Ｋコウギョウサンデｰ, 65,田中勝, 0.7, 64,  -8,* 11,11, 51.6, ⑩⑩, 6,15,Ｊケビンドゥ, 84,吉田豊, 0.7, 77,*  9,   8, 7, 14.6, ①①
 7, 5,Ｃヤマタケマツリ, 51,田中勝, 1.3, 50,*  5, -16, 2,  5.5, ①①, 7, 1, プラチナムスタング,---,田辺裕, 1.1,-21, -72, -17, 6, 16.2, ⑧⑧, 7, 8,Ｇウインオｰラム, 69,内田博, 0.7, 65,  -5,   7, 3,  5.7, ④④, 7, 2,Ｅメイショウノｰベル, 85,石橋脩, 0.8, 76,   4,  11, 8, 19.5, ⑥⑦
 8,14,Ｂオルフィｰク, 56,原田和, 1.8, 40,   1, -18, 3,  9.0, ⑤⑤, 8,10, コスモプリシオｰソ,---,嘉藤貴, 1.2,-23, -71, -20, 9, 88.8, ⑨⑨, 8, 1,Ｄジョバイロ, 71,吉田豊, 0.8, 63,  -8,  10, 6, 11.5, ⑨⑧, 8, 4,Ａフィｰルドシャイン, 89,武士沢, 0.9, 75,   2,  12,12, 43.9, ⑪⑫
 9, 7,Ｆパｰソナルホウセキ, 42,木幡初, 1.9, 39, -10,  -7,15,256.1, ⑭⑭, 9, 4, メイショウキシドウ,---,内田博, 1.6,-31,*-68, -32, 4,  6.8, ①①, 9, 2,Ｂチｰフテン, 75,嘉藤貴, 0.8, 62,  -7,   9, 7, 13.9, ⑦⑦, 9,13,Ｆドレッドノｰト, 85,木幡初, 0.9, 77,   6,   9,11, 38.2, ⑤⑤
10,16,Ｌコスモタタン, 36,柴田大, 1.9, 41,*  2, -21, 8, 34.6, ③③,10,11, ニュアｰジュドｰル,---,石橋脩, 5.4,-74, -78, -67, 8, 46.1, ⑩⑩,10, 4,Ｏロｰオブネイチャｰ, 30,大庭和, 1.0, 63,  -7,   7,10, 39.4, ⑧⑨,10, 9,Ｌキクノストｰム, 83,内田博, 1.0, 75,  -1,  14, 9, 19.7, ⑬⑬
11, 9,Ｒマイタｰン, 14,嘉藤貴, 1.9, 37, -15,  -4,18,376.9, ⑰⑯,,,,,,,,,,,,,11,13,Ｅブライトマｰサ, 69,的場勇, 1.1, 61, -10,   9, 5, 11.2, ⑪⑫,11, 8,Ｋトｰホウチェイサｰ, 83,宮崎北, 1.2, 73,  -3,  14,14, 47.2, ⑭⑮
12,10,Ｇウインマジュｰル, 41,大野拓, 2.1, 36,  -7, -14,10, 91.9, ⑫⑫,,,,,,,,,,,,,12,12,Ｊバルザック, 66,大野拓, 1.1, 62, -12,* 11,14,146.6, ⑫⑪,12, 5,Ｍサウンドリアｰナ, 79,西田雄, 1.3, 73,   3,   8, 4,  9.9, ⑧⑨
13, 6,Ｑアドニスステラ, 30,江田照, 2.1, 34, -11, -10,14,231.5, ⑮⑮,,,,,,,,,,,,,13, 3,Ｍスズノライジン, 61,柴田大, 1.7, 56, -12,   5,12, 83.8, ⑬⑬,13,11,Ｈデュアルスウォｰド, 85,杉原誠, 1.6, 69,   1,   7,10, 24.5, ⑫⑩
14,13,Ｄカゼニモマケズ, 49,木幡初, 2.2, 34,  -4, -18, 9, 54.0, ⑩⑩,,,,,,,,,,,,,14,10,Ｎアメリカンドリｰム, 58,木幡初, 2.0, 52, -13,   3,13, 92.4, ⑭⑭,14,10,Ｏカラダレジェンド, 60,伊藤工, 1.9, 66,  -4,   9,13, 44.0, ⑮⑭
15,18,Ｍイアペトス, 36,二本柳, 2.3, 36,   0, -23,13,181.5, ⑥⑥,,,,,,,,,,,,,,,,,,,,,,,,,15,12,Ｎケイアイアストン, 70,大野拓, 3.2, 56,   3,  -9,15,234.2, ⑨⑧
16,15,Ｏマニワプリンセス, 31,宮崎北, 2.3, 36,*  4, -27, 6, 22.5, ②②,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,17,Ｐカシノキングダム, 31,石川裕, 2.5, 29, -12, -14,16,321.2, ⑯⑰,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18, 1,Ｊテイエムソラトブ, 39,杉原誠, 3.2,  8, -29,  -6,17,326.6, ⑱⑱,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:56 ﾚｰｽﾍﾟｰｽ指数:-0 ﾚｰｽｱｶﾞﾘ指数:-2 馬場:良(指数:0),,,,,,,,,,,,ｸﾗｽ上位平均:54 ﾚｰｽﾍﾟｰｽ指数:-44 ﾚｰｽｱｶﾞﾘ指数:-2 馬場:良(指数:0),,,,,,,,,,,,ｸﾗｽ上位平均:72 ﾚｰｽﾍﾟｰｽ指数:-14 ﾚｰｽｱｶﾞﾘ指数:+4 馬場:稍重(指数:-1),,,,,,,,,,,,ｸﾗｽ上位平均:87 ﾚｰｽﾍﾟｰｽ指数:-11 ﾚｰｽｱｶﾞﾘ指数:-0 馬場:稍重(指数:-1),,,,,,,,,,,
"単勝:150円 複勝:11=110円 12=460円 08=1,430円 枠連:1,950円",,,,,,,,,,,,単勝:220円 複勝:09=130円 07=150円 02=280円 枠連:340円,,,,,,,,,,,,"単勝:290円 複勝:14=180円 11=200円 06=540円 枠連:1,160円",,,,,,,,,,,,単勝:310円 複勝:06=140円 03=160円 14=250円 枠連:530円,,,,,,,,,,,
"馬連:2,210円 ワイド:11-12=890円 08-11=2,390円 08-12=14,930円",,,,,,,,,,,,馬連:560円 ワイド:07-09=270円 02-09=710円 02-07=900円,,,,,,,,,,,,"馬連:1,220円 ワイド:11-14=520円 06-14=2,020円 06-11=1,860円",,,,,,,,,,,,馬連:650円 ワイド:03-06=290円 06-14=640円 03-14=800円,,,,,,,,,,,
"馬単:2,610円 3連複:36,210円 3連単:87,740円",,,,,,,,,,,,"馬単:930円 3連複:2,290円 3連単:6,830円",,,,,,,,,,,,"馬単:2,180円 3連複:10,560円 3連単:39,440円",,,,,,,,,,,,"馬単:1,190円 3連複:2,220円 3連単:7,780円",,,,,,,,,,,
■ 3R  ダ1800m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:4,,,,,■ 6R  ダ1200m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:3,,,,,■ 9R  芝2400m 3歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:7,,,,,■12R  芝1000m 3歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-3,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,出雲崎特別,,,,,,,,,,,,,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 6,Ｄラフィンテｰル, 57,武士沢,, 61,   2,*  3,13,114.6,⑫⑪⑨, 1, 5,Ｄドスコイサｰファｰ, 63,内田博,, 69,*  5,*  3, 2,  3.5, ③③, 1, 6,Ｅフェスティヴイェル, 71,北村宏,, 79,   0,* 13, 1,  3.3,⑦⑦⑥, 1,18,Ｂネオザミスティック, 69,木幡初,, 76,  -3,*  7, 6, 13.7,   
 2,11,Ｂヘルツフロイント, 69,北村宏, 0.2, 59,*  9, -12, 1,  2.1,③③③, 2, 8,Ｂサタンズクラウン, 64,田辺裕, 0.6, 60,   3,  -1, 1,  3.2, ⑤④, 2,12,Ｄエルヴィスバロｰズ, 72,田中勝, 0.1, 73,*  3,   3, 7, 17.6,①①①, 2,15,Ｃカシノワルツ, 69,二本柳, 0.1, 78,   0,*  4, 4,  8.1,   
 3,13,Ａドラムメジャｰ, 69,エスポ, 0.3, 58,   8, -12, 2,  2.5,⑦④④, 3, 4,Ｋタイセイバンデット, 50,伊藤工, 0.8, 59,   3,  -3,12, 99.9, ④⑤, 3,10,Ａライトヴァｰス, 73,内田博, 0.2, 75,   0,   7, 2,  4.4,⑤④⑤, 3,14,Ｌグラスルノン, 58,木幡初, 0.7, 66,   0,  -4,11, 28.2,   
 4, 2,Ｃスエヒロフィオｰレ, 61,木幡初, 0.3, 60,   0,*  3, 5, 17.0,⑬⑬⑪, 4,15,Ａモリトハリウッド, 66,吉田豊, 1.0, 55,  -3,*  1, 3,  7.8, ⑫⑫, 4, 9,Ｉセンショウゴｰルド, 64,吉田豊, 0.4, 79,  -1,* 12, 5,  8.8,⑬⑩⑩, 4, 5,Ｄトウカイマインド, 66,的場勇, 0.7, 64,  -3,  -3,10, 27.8,   
 5, 5,Ｉジｰガｰクリスタル, 55,西田雄, 0.6, 57,   6, -11,12,114.2,⑨⑧⑧, 5, 9,Ｇアルディバイン, 60,エスポ, 1.0, 57,  -1,  -1, 7, 15.1, ⑧⑧, 5,11,Ｆシャイニｰデイズ, 69,西田雄, 0.4, 75,  -1,  10, 9, 25.1,⑩⑨⑧, 5,11,Ｋナスケンリュウジン, 59,西田雄, 0.7, 63, -15,*  5,12, 31.3,   
 6, 7,Ｎロセウス, 49,大庭和, 1.0, 60,   2,  -3,10, 63.4,⑩⑫⑫, 6, 6,Ｈミュゼキングダム, 60,北村宏, 1.0, 57,   0,  -2, 5,  8.5, ⑦⑦, 6, 4,Ｍイタリアンフェッテ, 58,武士沢, 0.5, 75,   0,   6,11, 96.3,⑥⑥⑨, 6,12,Ａシャルマンウｰマン, 72,原田和, 0.8, 65,*  5, -10, 1,  3.4,   
 7,12,Ｋアロマフレグランス, 54,吉田豊, 1.1, 53,   2,  -7, 9, 52.7,⑪⑩⑩, 7, 7,Ｃベルウッドタイガ, 64,武士沢, 1.1, 55,  -2,  -1, 8, 19.2, ⑨⑨, 7, 7,Ｂセイクリッドロｰド, 73,柴田大, 0.5, 72,*  1,   2, 3,  5.3,④⑤③, 7, 7,Ｉトｰホウジュリア, 61,大野拓, 1.1, 58,  -8,  -4,14, 44.2,   
 8,14,Ｆパロパロ, 56,江田照, 1.2, 50,   8, -20, 7, 35.6,④⑤⑤, 8,10,Ｎクロスカレント, 39,嘉藤貴, 1.1, 54,  -3,   0,13,109.4, ⑩⑩, 8, 3,Ｇトゥインクル, 67,江田照, 0.6, 74,  -3,  10, 4,  7.6,⑫⑫⑫, 8, 2,Ｇバトルヴェルデ, 65,伴啓太, 1.1, 57,  -4,  -7, 8, 20.7,   
 9,10,Ｈトウショウブランド, 55,的場勇, 1.4, 50,* 10, -25, 4, 15.2,①①①, 9,11,Ｆポッドジョｰカｰ, 61,大野拓, 1.2, 56,  -3,  -1, 6,  9.2, ⑪⑪, 9, 2,Ｈサングブルｰ, 64,杉原誠, 0.8, 67,*  2,  -5,10, 57.3,②②②, 9,17,Ｊコウヨウエンプレス, 60,石川裕, 1.3, 58,*  4, -15, 5,  9.3,   
10, 4,Ｌバイタルワンダｰ, 51,石橋脩, 1.8, 47,   8, -23, 6, 33.2,⑧⑦⑥,10,13,Ｉワンハｰト, 55,杉原誠, 1.7, 48, -12,*  3, 9, 85.4, ⑮⑮,10,13,Ｌヤマカツティラノ, 61,木幡初, 0.9, 69,   0,   0,12,184.1,⑧⑧⑦,10,16,Ｒクラウンエンビｰ, 46,杉原誠, 1.3, 54,  -6,  -8,18,209.9,   
11, 3,Ｅノリノリハッピｰ, 56,田辺裕, 2.6, 42,   7, -30, 3,  8.8,⑥⑥⑦,11, 3,Ｊスリｰパイン, 54,石川裕, 2.0, 48,   0, -11,11, 93.4, ⑥⑥,11, 5,Ｋトレｰドウィンド, 62,エスポ, 1.0, 68,  -2,   3, 8, 22.3,⑨⑪⑪,11, 9,Ｏスノｰクラフト, 57,柴田大, 1.8, 52,*  4, -22, 7, 19.0,   
12,15,Ｍキャンティユッキ, 50,原田和, 3.2, 41,   0, -19,14,226.4,⑮⑭⑭,12, 1,Ｅプロファウンド, 62,田中勝, 2.1, 49,*  7, -18, 4,  7.9, ①①,12, 1,Ｃパリソワｰル, 72,田辺裕, 1.0, 66,*  2,  -5, 6,  9.0,③③④,12,10,Ｈショウナンバグｰス, 63,内田博, 1.8, 50,   2, -20, 2,  5.7,   
13, 8,Ｇメイショウカイセイ, 56,田中勝, 4.6, 33,*  9, -51, 8, 42.4,②②②,13, 2,Ｌヴァンクレメンツ, 47,木幡初, 2.4, 46,*  7, -20,10, 85.6, ②②,13, 8,Ｊクリノメダリスト, 63,大江原, 1.1, 70,  -3,   6,13,187.2,⑪⑬⑬,13,13,Ｐキボウダクリチャン, 49,武士沢, 1.9, 47, -20,  -7,16,102.4,   
14, 9,Ｊレッドリベリオン, 54,杉原誠, 4.9, 31,  -4, -27,11, 64.1,⑭⑮⑮,14,14,Ｍポワティエ, 44,江田照, 3.0, 38,  -7, -12,14,117.3, ⑭⑭,,,,,,,,,,,,,14, 8,Ｍヨザクラオシチ, 57,エスポ, 2.0, 41, -11, -15, 3,  6.3,   
15, 1,Ｏイｰサンアテナ, 43,伊藤工, 6.3, 24,   2, -51,15,290.7,⑤⑨⑬,15,12,Ｏリボｰンマン, 38,原田和, 3.2, 36,  -4, -18,15,378.4, ⑬⑬,,,,,,,,,,,,,15, 1,Ｅマｰセブナカヤマ, 66,北村宏, 2.4, 35, -12, -20, 9, 24.8,   
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16, 6,Ｎワンツｰステップ, 57,田中勝, 2.5, 34, -10, -22,15, 61.4,   
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17, 4,Ｆシゲルリョウケンザ, 65,江田照, 2.8, 30,  -6, -29,13, 43.1,   
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18, 3,Ｑサンマルマズル, 48,宮崎北, 3.0, 26, -11, -29,17,169.3,   
