14年10月14日 京都,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,14年10月14日 京都,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1800m 2 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-3,,,,,■ 4R  芝1600m 2 歳新馬(牝) 馬齢,,,,,,,,,,,,■ 7R  ダ1200m 3歳上500万(牝) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:4,,,,,■10R  ダ1800m 3歳上1600万(混) ﾊﾝﾃﾞ,,,,,,,出走馬ﾚﾍﾞﾙ:0,,,,
 4,11,Ｇハヤイガナ, 42,幸英明, 0.3, 54,  -4,  -4, 7, 23.7, ⑥⑥, 4, 3, タガノフォｰエバｰ,---,池添謙, 0.9, 49, -40,  16, 4, 10.2,⑤⑥⑥, 4, 4,Ｃヒドゥンブレイド, 76,福永祐, 1.2, 72,   7,  -1, 3,  5.5,⑤⑥④, 4,12,Ｅヒットザタｰゲット, 88,岩田康, 0.3, 86,   8,* 22, 4,  8.1,⑪⑪⑩
 5, 5,Ｂウリボｰ, 58,武豊  , 0.5, 54,*  0, -10, 1,  1.6, ①①, 5, 2, スマｰトシルフ,---,武豊  , 1.0, 37,*-34,   0, 3,  6.9,①①①, 5, 7,Ａダンツトｰラス, 80,小崎綾, 1.2, 73,   4,   4, 2,  5.0,⑧⑨⑧, 5,11,Ｆトゥザグロｰリｰ, 85,福永祐, 0.4, 76,* 16,  -8, 9, 44.7,①①①
 6, 7,Ｎマルカメテオ, 33,松山弘, 0.8, 51,* -1, -11, 8, 48.1, ②②, 6, 5, ウイングアクティブ,---,和田竜, 1.9, 26, -36, -11, 6, 20.0,⑥③③, 6, 6,Ｆニホンピロバロン, 74,ペロヴ, 1.8, 69,   6,  -4, 5,  7.8,⑦⑦⑦, 6, 5,Ｈコウエイオトメ, 84,北村友, 0.7, 82,   8,  16,10, 64.6,⑩⑨⑨
 7, 9,Ｐオｰルブラッシュ, 25,小崎綾, 1.2, 46, -10,* -3, 9, 62.8, ⑬⑪,,,,,,,,,,,,, 7, 9,Ｈナムラキッス, 71,古川吉, 2.2, 65,   7,  -9, 7, 11.1,④⑤⑥, 7, 3,Ｂフｰラブライド, 91,酒井学, 0.8, 79,   9,  10, 7, 13.7,⑥⑥⑥
 8,12,Ｄミスタｰベアｰ, 47,福永祐, 1.9, 40,  -8, -12,11, 64.7, ⑨⑧,,,,,,,,,,,,, 8,10,Ｄスズカアドニス, 75,義英真, 2.6, 60,*  9, -18, 8, 15.2,②①③, 8, 8,Ｄデスペラｰド, 89,横山典, 0.8, 78,   9,   9, 5,  8.5,⑤④⑤
 9, 6,Ｉヒデノプラチナ, 39,岩崎翼, 2.0, 41,  -5, -15,14,305.4, ⑦⑦,,,,,,,,,,,,, 9, 8,Ｉカミングアップ, 58,国分恭, 5.1, 47,  -3, -16, 9, 49.1,⑪⑪⑪, 9, 6,Ｊスピリタス, 83,幸英明, 1.1, 80,   7,  15,11, 98.8,⑫⑫⑪
10, 1,Ｋセイセイセイ, 37,国分恭, 2.4, 37,  -9, -14,13,155.2, ⑪⑩,,,,,,,,,,,,,10, 2,Ｋベクタｰイメｰジ, 36,岩崎翼, 6.3, 39,   2, -35,11,169.1,⑥⑩⑩,10, 9,Ｇメイショウマンボ, 85,武幸四, 1.2, 77,   9,   6, 2,  4.7,⑧⑧⑧
11,10,Ｆゴｰルドバンカｰ, 44,義英真, 2.6, 34, -11, -14,15,310.1, ⑯⑬,,,,,,,,,,,,,11, 5,Ｊスリｰスペシャル, 48,藤岡康, 7.7, 35,   6, -56,10,102.4,①③⑨,11, 1,Ｋヴィクトリｰスタｰ, 81,池添謙, 1.3, 74,   9,   4, 8, 36.9,④⑤④
12, 8,Ｊビップチャｰチャン, 37,ペロヴ, 3.0, 32, -11, -17,12,126.1, ⑮⑯,,,,,,,,,,,,,,,,,,,,,,,,,12, 4,Ｌプレティオラス, 72,古川吉, 2.4, 68,   4,   3,12,136.8,⑨⑩⑫
13, 2,Ｈフィエルテ, 39,和田竜, 3.1, 31, -11, -19, 6, 22.9, ⑭⑭,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14, 4,Ｅシゲルエベッサン, 44,古川吉, 3.2, 30,  -9, -22,10, 64.0, ⑫⑫,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,13,Ｌシゲルウチワマツリ, 35,藤懸貴, 3.3, 30,  -9, -22,16,418.0, ⑩⑮,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,15,Ｏタガノポジタｰノ, 27,秋山真, 3.5, 28,  -7, -27, 5, 20.6, ⑧⑨,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:57 ﾚｰｽﾍﾟｰｽ指数:-3 ﾚｰｽｱｶﾞﾘ指数:-7 馬場:重(指数:-5),,,,,,,,,,,,ｸﾗｽ上位平均:54 ﾚｰｽﾍﾟｰｽ指数:-20 ﾚｰｽｱｶﾞﾘ指数:+19 馬場:良(指数:-2),,,,,,,,,,,,ｸﾗｽ上位平均:72 ﾚｰｽﾍﾟｰｽ指数:+1 ﾚｰｽｱｶﾞﾘ指数:-4 馬場:稍重(指数:-5),,,,,,,,,,,,ｸﾗｽ上位平均:91 ﾚｰｽﾍﾟｰｽ指数:-2 ﾚｰｽｱｶﾞﾘ指数:+1 馬場:良(指数:-2),,,,,,,,,,,
"単勝:440円 複勝:14=220円 03=360円 16=650円 枠連:1,490円",,,,,,,,,,,,単勝:270円 複勝:06=120円 04=110円 枠連:0円,,,,,,,,,,,,"単勝:340円 複勝:11=140円 01=260円 03=200円 枠連:1,430円",,,,,,,,,,,,単勝:520円 複勝:07=150円 10=280円 02=120円 枠連:670円,,,,,,,,,,,
"馬連:1,640円 ワイド:03-14=560円 14-16=1,030円 03-16=1,960円",,,,,,,,,,,,馬連:180円 ワイド:04-06=130円 01-06=420円 01-04=470円,,,,,,,,,,,,"馬連:1,510円 ワイド:01-11=540円 03-11=440円 01-03=940円",,,,,,,,,,,,"馬連:2,890円 ワイド:07-10=810円 02-07=280円 02-10=590円",,,,,,,,,,,
"馬単:2,920円 3連複:8,620円 3連単:29,360円",,,,,,,,,,,,"馬単:470円 3連複:1,000円 3連単:2,850円",,,,,,,,,,,,"馬単:2,360円 3連複:3,040円 3連単:14,930円",,,,,,,,,,,,"馬単:5,090円 3連複:2,540円 3連単:17,470円",,,,,,,,,,,
■ 3R  芝1200m 2 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:4,,,,,■ 6R  ダ1900m 3歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:5,,,,,■ 9R  芝1400m 3歳上1000万(混) ﾊﾝﾃﾞ,,,,,,,出走馬ﾚﾍﾞﾙ:2,,,,,■12R  ダ1400m 3歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:7,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,久多特別,,,,,,,,,,,,,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 8,Ｏマジックシャトル, 30,浜中俊,, 62,*  4, -14, 4, 14.1, ①①, 1, 9,Ｂエクストラゴｰルド, 76,福永祐,, 77,   7,* 12, 1,  1.6,⑥⑤⑤, 1,11,Ｐベルルミエｰル, 71,川島信,, 79,*  7,   5, 2,  4.7, ②②, 1,12,Ｆスペシャルギフト, 71,横山典,, 72,  -3,* 13, 6, 14.9, ⑧⑦
 2, 4,Ｄカレンロｰザネｰラ, 53,岩田康, 0.0, 60,  -2,* -9, 1,  1.5, ④④, 2, 8,Ｃトウケイウイン, 76,川島信, 0.7, 75,   9,   5, 4, 11.1,⑤④③, 2,10,Ｃダンスディレクタｰ, 80,浜中俊, 0.0, 80,   1,  14, 1,  3.2, ⑪⑨, 2,16,Ｂロｰドフォワｰド, 74,岩田康, 0.0, 74,   0,  12, 1,  2.8, ⑥⑤
 3,13,Ａテイクウォｰニング, 57,藤岡康, 0.3, 55,  -4, -10, 2,  5.9, ⑥⑥, 3, 7,Ａヨヨギマック, 77,菱田裕, 0.7, 71,   9,   3, 3,  6.7,④③④, 3, 4,Ｊマイネノンノ, 73,和田竜, 0.0, 79,*  7,   4, 7, 19.8, ①①, 3,14,Ｏスズカチャンプ, 60,松若風, 0.3, 71,  -1,   8,12, 59.8, ④⑥
 4,12,Ｃドナソレイユ, 54,横山典, 0.5, 51, -11,* -6, 3,  9.4, ⑩⑪, 4, 2,Ｄステｰジジャンプ, 70,横山典, 1.0, 67,* 10,  -3, 5, 14.3,①①①, 4,12,Ｆシンジュボシ, 75,川田将, 0.1, 77,*  6,   5, 6, 10.2, ④④, 4,11,Ｄゴｰルドスｰク, 71,小崎綾, 0.4, 70,*  3,   2, 3,  8.1, ②②
 5, 2,Ｅテイエムヤンチャボ, 52,岩崎翼, 0.6, 53,*  0, -18, 6, 16.8, ③③, 5, 5,Ｇイノセンテス, 68,小崎綾, 1.0, 70,* 10,  -3, 6, 15.7,⑦②②, 5, 7,Ｄミッキｰラブソング, 78,小牧太, 0.1, 77,   3,   8, 4,  7.4, ⑤⑤, 5,13,Ｇゼンノロンゴ, 71,福永祐, 0.4, 70,  -4,  11, 4, 12.3, ⑩⑩
 6, 1,Ｈナンシｰ, 48,国分恭, 0.7, 50,  -5, -14, 7, 31.6, ⑤⑤, 6, 3,Ｅヤマノボンバｰ, 69,義英真, 1.2, 70,   3,* 12, 8, 92.2,⑨⑦⑦, 6,14,Ａタガノザイオン, 80,武豊  , 0.1, 78,  -2,* 16,10, 28.7, ⑬⑫, 6, 3,Ｃピエナトップガン, 73,武豊  , 0.5, 72,  -6,* 14, 7, 15.3, ⑮⑭
 7, 7,Ｇワンダｰグロワｰル, 48,城戸義, 0.8, 47,  -7, -14,13,186.7, ⑨⑧, 7, 4,Ｈアルティメイタム, 67,岩田康, 2.1, 64,   7,  -4, 2,  4.1,③⑥⑥, 7, 6,Ｅロノ, 77,福永祐, 0.1, 78,   2,  11, 5,  9.6, ⑧⑧, 7, 2,Ｋヴェアデイロス, 69,浜中俊, 0.5, 72,  -5,* 13, 5, 14.5, ⑫⑫
 8, 9,Ｉカシノサクセス, 48,幸英明, 0.9, 46, -11, -11, 9, 66.3, ⑫⑩, 8, 6,Ｆスリｰキングス, 69,小林徹, 3.4, 56,   1,  -4, 9,153.6,⑧⑨⑧, 8, 9,Ｂアドマイヤコリン, 80,岩田康, 0.2, 78,  -3,* 16, 3,  7.4, ⑫⑬, 8, 7,Ａスマｰトレパｰド, 75,川田将, 0.6, 69,  -3,   8, 2,  3.4, ⑦⑨
 9,10,Ｆグッドピアス, 51,和田竜, 0.9, 48,  -6, -15, 8, 39.0, ⑧⑦, 9, 1,Ｉスズカアポロ, 46,松若風, 8.1, 31,   2, -47, 7, 49.6,②⑧⑨, 9, 5,Ｉブルｰハｰツクライ, 73,秋山真, 0.2, 76,*  6,   4,12, 41.2, ③③, 9,15,Ｌララガニエ, 69,和田竜, 0.6, 68,*  1,   3,10, 35.7, ③③
10,11,Ｌダンツストｰン, 39,池添謙, 0.9, 45, -15,* -7,10, 81.6, ⑬⑭,,,,,,,,,,,,,10, 3,Ｍダンツミュｰタント, 72,藤田伸, 0.4, 76,   0,  10,11, 36.0, ⑩⑪,10, 1,Ｍナリタロック, 69,高倉稜, 0.7, 69,  -6,  11,11, 44.5, ⑬⑬
11, 5,Ｊマヤジョワイユ, 44,酒井学, 1.0, 45, -11, -13,12,113.0, ⑪⑫,,,,,,,,,,,,,11,13,Ｋマイティｰスコｰル, 73,池添謙, 0.5, 74,  -4,  13,15,121.8, ⑭⑮,11, 5,Ｎアマノウインジｰ, 66,秋山真, 1.0, 65,  -5,   7,14,107.7, ⑪⑪
12,15,Ｂニホンピロヘｰラｰ, 57,秋山真, 1.0, 47,*  1, -25, 5, 14.9, ②②,,,,,,,,,,,,,12, 2,Ｌラｰストチカ, 72,藤岡康, 0.6, 72,   3,   3, 9, 26.0, ⑥⑥,12, 6,Ｉアサクサプライド, 70,北村友, 1.0, 64,  -1,   2, 8, 17.2, ⑤④
13, 6,Ｎカシノマッハ, 37,鮫島良, 1.1, 44, -15, -10,14,215.3, ⑭⑬,,,,,,,,,,,,,13, 8,Ｎビットスタｰダム, 72,国分恭, 0.6, 72,   3,   3,16,140.8, ⑦⑦,13,10,Ｅオｰバｰヘッド, 71,菱田裕, 1.5, 62, -10,   9,16,188.6, ⑯⑮
14, 3,Ｋイチザラブ, 42,義英真, 1.3, 42,  -7, -21,11, 92.6, ⑦⑨,,,,,,,,,,,,,14,16,Ｈザラストロ, 73,津村明, 0.9, 70, -11,* 17,13, 53.4, ⑯⑯,14, 8,Ｐマヴェリックブルｰ, 55,義英真, 1.8, 59,  -8,   5,15,177.1, ⑭⑯
15,14,Ｍコウエイサンクス, 39,松山弘, 4.6,-18, -32, -40,15,388.2, ⑮⑮,,,,,,,,,,,,,15, 1,Ｇカロッサル, 74,幸英明, 0.9, 69,   0,   3, 8, 25.9, ⑨⑩,15, 4,Ｈペガサスヒルズ, 70,酒井学, 2.1, 56,  -4,  -5,13, 79.0, ⑨⑧
,,,,,,,,,,,,,,,,,,,,,,,,16,15,Ｏプレノタｰト, 72,武幸四, 1.0, 69,  -4,   8,14, 66.7, ⑮⑭,16, 9,Ｊチュウワワンダｰ, 70,川島信, 2.2, 56,*  3, -14, 9, 24.9, ①①
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:56 ﾚｰｽﾍﾟｰｽ指数:-2 ﾚｰｽｱｶﾞﾘ指数:-8 馬場:稍重(指数:-2),,,,,,,,,,,,ｸﾗｽ上位平均:72 ﾚｰｽﾍﾟｰｽ指数:+3 ﾚｰｽｱｶﾞﾘ指数:+1 馬場:稍重(指数:-5),,,,,,,,,,,,ｸﾗｽ上位平均:79 ﾚｰｽﾍﾟｰｽ指数:-3 ﾚｰｽｱｶﾞﾘ指数:+3 馬場:良(指数:-2),,,,,,,,,,,,ｸﾗｽ上位平均:72 ﾚｰｽﾍﾟｰｽ指数:-8 ﾚｰｽｱｶﾞﾘ指数:+5 馬場:稍重(指数:-5),,,,,,,,,,,
