14年 8月16日 札幌,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,14年 8月16日 札幌,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1700m 2 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:7,,,,,■ 4R  ダ1700m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:14,,,,,■ 7R  ダ1000m 3歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:7,,,,,■10R  芝1800m 2 歳ｵｰﾌﾟﾝ(混) 別定,,,,,,,出走馬ﾚﾍﾞﾙ:0,,,,
 9,12,Ｇサンアルパイン, 46,松岡正, 1.4, 42,   2, -12, 9, 16.5,⑬⑪⑧, 9,13,Ｇエングロウス, 61,田中博, 0.8, 58,   0,  -5,10, 57.6,④⑥⑧, 9, 3,Ｄスリｰチアサウス, 71,丸田恭, 0.9, 59,   3,  -4, 7, 16.3, ⑥⑦, 9, 6,Ｇマケナイデ, 27,小林徹, 3.4, 27,  -9, -45, 9,148.1,⑨⑨⑨
10, 5,Ｉシュｰイチ, 38,村田一, 1.5, 42,   2, -13,13,179.6,⑥⑦⑥,10, 6,Ｄガルグイユ, 65,小崎綾, 0.8, 57,  -3,  -1, 5, 12.6,⑨⑪⑫,10, 6,Ｋサウンドマンデュロ, 63,菱田裕, 1.0, 59,  -1,  -2, 6, 15.7, ⑨⑫,,,,,,,,,,,,
11,11,Ｅネコソラ, 48,柴山雄, 1.8, 37,   3, -17, 5,  9.6,⑤⑤⑦,11, 5,Ｉケセラストｰン, 55,柴山雄, 2.0, 47,  -1, -15, 7, 21.4,⑧⑦⑩,11, 8,Ｂホワイトポピｰ, 73,柴山雄, 1.2, 58,   5,  -7, 2,  4.6, ④④,,,,,,,,,,,,
12, 6,Ｍサリｰシャッセ, 16,津村明, 2.6, 34,   0, -18,12,130.8,⑫⑬⑬,12,11,Ｌキャロル, 52,菱田裕, 2.2, 47,  -4, -12, 9, 45.7,⑪⑬⑬,12, 1,Ｌコロナボレアリス, 60,小崎綾, 1.4, 55,   2,  -8, 9, 25.2, ⑦⑥,,,,,,,,,,,,
13,10,Ｈマイネルヴォｰダン, 41,丹内祐, 2.6, 33,   2, -23, 1,  2.8,⑧⑧⑫,13, 9,Ｍクｰルゴッホ, 50,丹内祐, 2.8, 42,*  3, -29,11, 59.4,①①①,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:57 ﾚｰｽﾍﾟｰｽ指数:+4 ﾚｰｽｱｶﾞﾘ指数:-7 馬場:良(指数:-2),,,,,,,,,,,,ｸﾗｽ上位平均:62 ﾚｰｽﾍﾟｰｽ指数:-0 ﾚｰｽｱｶﾞﾘ指数:-1 馬場:良(指数:-2),,,,,,,,,,,,ｸﾗｽ上位平均:72 ﾚｰｽﾍﾟｰｽ指数:-2 ﾚｰｽｱｶﾞﾘ指数:-3 馬場:良(指数:-2),,,,,,,,,,,,ｸﾗｽ上位平均:66 ﾚｰｽﾍﾟｰｽ指数:-5 ﾚｰｽｱｶﾞﾘ指数:-8 馬場:良(指数:1),,,,,,,,,,,
"単勝:7,720円 複勝:01=1,790円 07=250円 04=350円 枠連:23,050円",,,,,,,,,,,,単勝:420円 複勝:08=140円 07=120円 12=190円 枠連:410円,,,,,,,,,,,,単勝:220円 複勝:10=120円 12=210円 05=300円 枠連:670円,,,,,,,,,,,,単勝:260円 複勝:02=110円 09=120円 04=230円 枠連:300円,,,,,,,,,,,
"馬連:31,600円 ワイド:01-07=6,280円 01-04=9,310円 04-07=1,070円",,,,,,,,,,,,馬連:510円 ワイド:07-08=230円 08-12=480円 07-12=390円,,,,,,,,,,,,"馬連:870円 ワイド:10-12=430円 05-10=530円 05-12=1,520円",,,,,,,,,,,,馬連:300円 ワイド:02-09=160円 02-04=630円 04-09=680円,,,,,,,,,,,
"馬単:74,070円 3連複:73,150円 3連単:723,100円",,,,,,,,,,,,"馬単:1,110円 3連複:1,140円 3連単:4,850円",,,,,,,,,,,,"馬単:1,300円 3連複:3,150円 3連単:9,880円",,,,,,,,,,,,"馬単:650円 3連複:1,560円 3連単:4,750円",,,,,,,,,,,
■ 2R  芝1200m 2 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:9,,,,,■ 5R  芝1800m 2 歳新馬 馬齢,,,,,,,,,,,,■ 8R  芝1200m 3歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:4,,,,,■11R  芝1500m 3歳上1000万(混) ﾊﾝﾃﾞ,,,,,,,出走馬ﾚﾍﾞﾙ:-1,,,,
,,,,,,,,,,,,,ﾒｲｸﾃﾞﾋﾞｭｰ札幌,,,,,,,,,,,,,,,,,,,,,,,,STV賞,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,12,Ｊエクシｰドリミッツ, 44,秋山真,, 70,*  7,  -1, 2,  6.6, ①①, 1, 9, シャルｰル,---,四位洋,, 60,  -7,*  4, 6, 11.1,⑦⑦⑦, 1, 6,Ｃアンウォンド, 70,津村明,, 70,*  1,   4, 3,  8.2, ①①, 1, 1,Ｃロｰズノｰブル, 72,四位洋,, 68,*  6,  10, 6, 15.1,②②①
 2,15,Ａシラユキ, 64,福永祐, 0.1, 68,*  6,  -1, 1,  1.5, ③②, 2,10, レジメンタル,---,藤岡佑, 1.0, 49, -10,* -3, 5, 11.0,⑬⑪⑧, 2, 7,Ｈスｰパｰアｰス, 66,黛弘人, 0.1, 70,*  0,   5,10, 19.0, ②②, 2, 2,Ｇダｰクマレイン, 70,丸田恭, 0.2, 65,   5,  10,11, 53.4,⑤④④
 3, 9,Ｇレンイングランド, 47,中谷雄, 0.5, 63,*  5,  -5, 3, 12.8, ②③, 3, 2, マイネルカレッツァ,---,丹内祐, 1.2, 47,  -6, -16, 8, 57.6,③④④, 3, 4,Ａスマｰトレパｰド, 76,福永祐, 0.1, 71,  -7,  11, 2,  3.9, ⑦⑧, 3, 9,Ｋダンツミュｰタント, 65,菱田裕, 0.4, 66,   2,* 14, 2,  5.6,⑫⑫⑩
 4, 4,Ｃゴットモｰニング, 50,津村明, 0.7, 57,  -4,*  2, 6, 21.0, ⑩⑩, 4, 1, クラッチパット,---,松岡正, 1.3, 45,* -4, -24,12, 83.0,⑨②②, 4,15,Ｂタカミツスズラン, 73,勝浦正, 0.1, 71,  -3,   7, 5, 11.9, ⑤⑤, 4, 4,Ａフィアレス, 76,横山和, 0.4, 63,   3,  10,14,110.1,⑨⑦⑥
 5,16,Ｄアルマクレヨン, 50,勝浦正, 0.8, 60,*  5,  -8, 4, 13.9, ④④, 5,13, ワｰルドリｰスタｰ,---,福永祐, 1.4, 45,  -9, -12, 1,  2.0,⑧⑨⑨, 5, 3,Ｊエクスシア, 66,井上敏, 0.2, 69,  -4,   7,11, 24.9, ⑥⑥, 5,12,Ｆスリｰアルテミス, 70,藤岡佑, 0.5, 62,   5,   6, 9, 36.9,④⑤⑤
 6,11,Ｉペイシャアロハ, 45,丸田恭, 0.8, 56,   1,  -5,11, 60.7, ⑤⑤, 6, 8, チャップリン,---,三浦皇, 1.6, 43,  -6, -21, 2,  5.3,④⑤⑤, 6,11,Ｉヤマノハヤブサ, 66,四位洋, 0.2, 71, -11,* 14, 6, 12.6, ⑪⑪, 6,11,Ｂタマモトッププレイ, 73,池添謙, 0.6, 61,   1,  10, 4,  7.8,⑪⑪⑫
 7,10,Ｂイキオイ, 52,横山和, 1.0, 52,  -8,*  2, 7, 22.1, ⑭⑫, 7, 7, サウンドバゴダンス,---,菱田裕, 1.7, 44, -12,  -8,11, 76.0,⑪⑬⑪, 7, 1,Ｅウインネオルｰラｰ, 68,松岡正, 0.2, 69,  -3,   6, 1,  3.8, ④④, 7, 8,Ｉイントゥザストｰム, 68,吉田隼, 0.6, 62,   3,   9,12, 88.3,⑦⑨⑨
 8, 5,Ｋニｰマルボス, 43,柴山雄, 1.1, 50, -16,*  9,15,123.3, ⑯⑮, 8,12, シゲルヤブサメ,---,藤岡康, 1.8, 40,  -6, -25, 4,  9.7,⑤⑥⑥, 8,16,Ｎマサノハナチャン, 59,長岡禎, 0.3, 68,  -7,   8, 7, 13.7, ⑧⑦, 8, 7,Ｊブレイヴリｰ, 65,古川吉, 0.6, 61,*  6,   3, 3,  5.7,③③②
 9, 3,Ｐジョウショｰチカラ, 31,藤田伸, 1.3, 50,  -2,  -9,14, 95.9, ⑧⑦, 9,11, ルｰチェスプマンテ,---,田中博, 2.0, 39,  -7, -23, 7, 20.2,⑫⑧⑩, 9,12,Ｇサンライズテナンゴ, 67,秋山真, 0.5, 67, -13,* 13, 8, 16.2, ⑭⑬, 9, 6,Ｅタガノエンブレム, 71,福永祐, 0.7, 61,   1,   9, 1,  2.4,⑩⑩⑪
10,14,Ｎゴｰルドエッグ, 39,丸山元, 1.3, 51,   0, -10,10, 35.3, ⑦⑧,10,14, ビクトリｰミノル,---,村田一, 2.1, 40, -14, -11, 9, 67.2,⑭⑭⑭,10, 9,Ｋメイショウムロト, 64,藤田伸, 0.5, 68, -12,  11,13, 48.6, ⑫⑫,10, 5,Ｌゴｰルデンクラウン, 64,荻野琢, 0.7, 60,   3,   4, 8, 25.5,⑥⑥⑦
11, 1,Ｍデルマヨタロウ, 42,井上敏, 1.7, 45,  -1, -15, 5, 19.4, ⑥⑥,11, 4, シャトルソニック,---,吉田隼, 2.3, 34,* -5, -35, 3,  6.4,②③③,11, 5,Ｄスピｰドルｰラｰ, 69,藤岡康, 0.7, 63, -10,   6, 9, 17.7, ⑩⑨,11,10,Ｄウエスタンメルシｰ, 71,藤田伸, 0.9, 59,   3,   3, 5,  9.7,⑧⑧⑧
12, 7,Ｅアンダリュｰサイト, 49,荻野琢, 2.1, 40,  -4, -16,12, 95.2, ⑪⑪,12, 5, オｰルマイタイム,---,勝浦正, 2.7, 33,* -4, -43,14,120.0,①①①,12,14,Ｆマカゼコイカゼ, 68,菱田裕, 0.7, 66, -16,* 13, 4, 10.1, ⑮⑮,12, 3,Ｈクｰゲル, 68,藤岡康, 0.9, 60,  -3,* 12, 7, 17.9,⑭⑭⑭
13, 6,Ｈウォｰタｰアイリス, 45,藤岡康, 2.2, 39,  -2, -20, 8, 27.4, ⑨⑨,13, 3, リッカクロフネ,---,古川吉, 2.9, 30, -12, -29,10, 75.6,⑩⑫⑫,13,10,Ｏケンタッキｰミント, 58,村田一, 0.9, 62, -15,   8,14, 58.8, ⑯⑯,13,14,Ｎショウナンラムジ, 61,松岡正, 0.9, 60,   0,   8,10, 41.8,⑬⑬⑬
14, 2,Ｏモズノキセキ, 38,小崎綾, 2.2, 39,  -9, -12,12, 95.2, ⑬⑬,14, 6, スノｰフォレスト,---,秋山真, 3.6, 24, -10, -40,13,103.9,⑥⑩⑬,14,13,Ｐアギャント, 56,竹之下, 0.9, 60,* -2,  -4,16,219.9, ③③,14,13,Ｍニシノデンジャラス, 62,丸山元, 3.6, 28,*  8, -39,13, 99.4,①①③
15,13,Ｌプロセルピナ, 42,長岡禎, 2.3, 36, -11, -12,16,147.2, ⑮⑯,,,,,,,,,,,,,15, 2,Ｌエアルｰヴル, 61,吉田隼, 1.1, 58, -14,   5,12, 39.8, ⑬⑭,,,,,,,,,,,,
16, 8,Ｆペパｰミント, 48,古川吉, 2.6, 33,  -7, -20, 9, 27.6, ⑫⑭,,,,,,,,,,,,,16, 8,Ｍトゥルｰピｰス, 61,城戸義, 1.5, 51,  -8,  -6,15,142.3, ⑨⑩,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:56 ﾚｰｽﾍﾟｰｽ指数:+2 ﾚｰｽｱｶﾞﾘ指数:-1 馬場:良(指数:1),,,,,,,,,,,,ｸﾗｽ上位平均:54 ﾚｰｽﾍﾟｰｽ指数:+1 ﾚｰｽｱｶﾞﾘ指数:-3 馬場:良(指数:1),,,,,,,,,,,,ｸﾗｽ上位平均:73 ﾚｰｽﾍﾟｰｽ指数:-8 ﾚｰｽｱｶﾞﾘ指数:+3 馬場:良(指数:1),,,,,,,,,,,,ｸﾗｽ上位平均:79 ﾚｰｽﾍﾟｰｽ指数:-3 ﾚｰｽｱｶﾞﾘ指数:+1 馬場:良(指数:1),,,,,,,,,,,
単勝:660円 複勝:12=150円 15=110円 09=240円 枠連:410円,,,,,,,,,,,,"単勝:1,110円 複勝:09=290円 10=390円 02=1,130円 枠連:4,330円",,,,,,,,,,,,"単勝:820円 複勝:06=240円 07=420円 04=180円 枠連:4,310円",,,,,,,,,,,,"単勝:1,510円 複勝:01=410円 02=960円 09=200円 枠連:22,580円",,,,,,,,,,,
馬連:500円 ワイド:12-15=200円 09-12=880円 09-15=400円,,,,,,,,,,,,"馬連:5,120円 ワイド:09-10=1,550円 02-09=5,110円 02-10=5,980円",,,,,,,,,,,,"馬連:7,050円 ワイド:06-07=2,830円 04-06=990円 04-07=1,920円",,,,,,,,,,,,"馬連:24,430円 ワイド:01-02=5,740円 01-09=1,520円 02-09=4,310円",,,,,,,,,,,
"馬単:1,460円 3連複:1,680円 3連単:10,940円",,,,,,,,,,,,"馬単:10,520円 3連複:69,460円 3連単:341,800円",,,,,,,,,,,,"馬単:14,290円 3連複:14,270円 3連単:98,300円",,,,,,,,,,,,"馬単:44,750円 3連複:49,450円 3連単:357,430円",,,,,,,,,,,
■ 3R  ダ1700m 3 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:5,,,,,■ 6R  芝2000m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-4,,,,,■ 9R  ダ1700m 3歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:7,,,,,■12R  芝2600m 3歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:8,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,富良野特別,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,13,Ｊボｰジェスト, 51,福永祐,, 63,   4,* -1, 2,  3.7,⑧④②, 1, 5,Ｅロｰドフェンネル, 64,四位洋,, 64,  -1,  -3, 1,  2.8,④⑤③, 1, 9,Ｄコクリュウノマイ, 71,丸田恭,, 66,*  7,  -2, 8, 25.3,⑤③③, 1, 3,Ａゴッドフロアｰ, 75,四位洋,, 73,   1,* 10, 1,  3.3,⑧⑧⑤
 2,11,Ｄトｰセンクラウド, 62,三浦皇, 0.3, 60,*  6,  -6, 1,  3.0,④②①, 2, 1,Ａサンドラバロｰズ, 68,福永祐, 0.1, 65,  -2,  -1, 2,  4.1,⑦⑥⑥, 2, 3,Ｆテイエムコンドル, 70,古川吉, 0.1, 70,   4,*  2, 5, 13.4,⑫⑩⑥, 2, 7,Ｍセルリアンディンゴ, 65,古川吉, 0.0, 69,*  5,  -3,10, 26.5,①①①
 3, 4,Ｅウインバレリｰナ, 62,黛弘人, 0.6, 63,   4,* -3, 9, 27.5,⑦⑦⑦, 3, 7,Ｃハッピｰセｰラｰ, 65,三浦皇, 0.3, 63,  -5,*  3, 5, 11.7,⑬⑪⑧, 3,10,Ｂインテグラｰド, 74,小崎綾, 0.3, 67,   5,  -1, 3,  6.2,⑧⑧⑨, 3,13,Ｄフォントルロイ, 74,小崎綾, 0.2, 70,*  2,   3, 5,  8.7,④③③
 4, 8,Ａパラプリュイ, 67,小崎綾, 0.7, 59,   4,  -6, 4,  5.9,⑥⑥④, 4, 8,Ｈマｰシャルシップ, 59,吉田隼, 0.4, 61,  -2,  -3, 7, 18.8,⑪⑨⑦, 4, 4,Ｃバイタルフォルム, 74,西村太, 0.3, 68,*  8,  -5, 2,  3.2,⑥⑤⑤, 4,10,Ｃオムニバス, 74,藤岡康, 0.2, 69,*  2,   0, 3,  7.1,②②②
 5, 9,Ｂパイストロピカル, 63,柴山雄, 0.9, 57,   3,  -6,12,106.7,⑫⑧⑧, 5, 6,Ｂワルガキ, 66,藤岡康, 0.4, 63,  -6,*  6, 3,  4.8,⑮⑭⑬, 5, 1,Ａエルヘイロｰ, 74,福永祐, 0.5, 66,   3,*  1, 1,  3.0,⑪⑪⑩, 5, 1,Ｌクリノクレオパトラ, 66,荻野琢, 0.4, 70,   1,   5,11, 37.9,⑦⑥⑧
 6, 2,Ｃパラディドル, 62,井上敏, 1.0, 57,   1,  -5, 7, 19.4,⑨⑩⑨, 6, 4,Ｇエイシンルフィｰ, 60,小崎綾, 0.7, 57,  -1, -13, 8, 28.6,⑤④④, 6,13,Ｈスペシャルギフト, 68,三浦皇, 0.7, 62,*  8, -10, 6, 13.7,②②②, 6, 4,Ｇギャングセブン, 70,吉田隼, 0.5, 69,   0,   7, 8, 18.5,⑩⑩⑫
 7,10,Ｈホｰルドミｰタイト, 57,吉田隼, 1.6, 53,   4, -14, 5, 13.0,③⑤⑥, 7,14,Ｄライトパｰプル, 64,藤田伸, 0.7, 60,  -2,  -7, 4,  9.4,⑫⑩⑪, 7, 5,Ｉマンノアクトレス, 68,秋山真, 0.8, 64,   3,   0, 7, 15.7,⑬⑫⑫, 7,14,Ｅチェイスザゴｰルド, 73,三浦皇, 0.6, 71,  -2,* 11, 6,  9.1,⑭⑬⑪
 8,12,Ｌアドマイヤソウ, 44,藤岡康, 1.6, 53,   0,  -6,11, 81.3,⑬⑫⑩, 8,13,Ｎジャストヴィｰクル, 47,菱田裕, 0.9, 57,  -6,  -1,10, 34.1,⑯⑮⑫, 8, 8,Ｅトゥヴァビエン, 71,小林徹, 0.9, 62,   5,  -7,11, 49.0,⑨⑦⑦, 8, 8,Ｉレインオｰバｰ, 69,福永祐, 0.6, 68,   1,   1, 2,  5.2,⑤⑦⑨
 9, 5,Ｆメイショウウケヅキ, 60,城戸義, 1.6, 53,*  5, -16, 6, 17.1,②③⑤, 9, 3,Ｉサンレイサムライ, 55,城戸義, 1.0, 53,*  2, -21,12, 72.5,②②②, 9,12,Ｍナリタメロディ, 51,竹之下, 1.4, 60,   7, -12,13, 69.6,④⑥⑧, 9,11,Ｈスノｰストｰム, 69,勝浦正, 0.6, 67,*  2,  -3, 4,  8.0,⑥④④
10, 1,Ｇクィｰンオブシバ, 60,松岡正, 2.9, 44,*  6, -29, 3,  5.4,①①③,10,11,Ｆサザンキング, 63,長岡禎, 1.3, 51,*  0, -24, 6, 17.0,③③⑤,10, 6,Ｇサウザンドエｰス, 70,菱田裕, 1.4, 58,   4,  -9, 4, 11.0,⑦⑨⑪,10,12,Ｆウインゴｰウェル, 72,村田一, 0.7, 67,   1,   0,13, 68.8,⑨⑨⑥
11, 6,Ｋトゥｰレドゥｰ, 44,丸田恭, 3.1, 40,   1, -21, 8, 22.6,⑪⑪⑫,11,12,Ｋリｰガルウイナｰ, 52,古川吉, 1.4, 51,  -5, -12,15,300.6,⑭⑫⑭,11, 7,Ｋリアルエンブレム, 64,長岡禎, 1.5, 61,  -1,*  0,10, 39.5,⑩⑬⑬,11, 2,Ｎエリタｰジュゲラン, 58,川島信, 1.3, 64,   0,  -4, 7, 16.4,⑬⑪⑩
12, 7,Ｉシャイニｰパティオ, 55,丹内祐, 3.3, 42,   3, -26,10, 59.7,⑤⑨⑪,12, 9,Ｊピアｰノ, 54,丸田恭, 1.5, 48,  -2, -21, 9, 28.9,⑧⑦⑨,12,11,Ｌマイネルルｰクス, 63,丹内祐, 1.6, 57,*  8, -17, 9, 29.6,③④④,12, 5,Ｊリッカタキシｰド, 68,松岡正, 1.5, 60,   1, -12,12, 67.5,③⑤⑦
13, 3,Ｍケラウズランブラ, 39,中谷雄, 4.6, 34,  -2, -30,13,287.6,⑩⑬⑬,13, 2,Ｌデルマヨッチャン, 49,村田一, 2.6, 42,*  2, -45,14,267.2,①①①,13, 2,Ｊネルトスグアサ, 66,ロｰウ, 1.7, 57,*  9, -18,12, 67.5,①①①,13, 9,Ｋセンティナリｰ, 67,長岡禎, 1.9, 57,  -1, -10,14, 93.6,⑪⑫⑬
,,,,,,,,,,,,14,10,Ｍミレニアムソング, 48,松田大, 2.8, 38,  -5, -31,13,109.4,⑥⑬⑮,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,15,16,Ｏハリウッドセレブ, 40,勝浦正, 3.0, 39,  -2, -42,11, 62.5,⑩⑧⑩,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:60 ﾚｰｽﾍﾟｰｽ指数:+4 ﾚｰｽｱｶﾞﾘ指数:-7 馬場:良(指数:-2),,,,,,,,,,,,ｸﾗｽ上位平均:62 ﾚｰｽﾍﾟｰｽ指数:-1 ﾚｰｽｱｶﾞﾘ指数:-2 馬場:良(指数:1),,,,,,,,,,,,ｸﾗｽ上位平均:72 ﾚｰｽﾍﾟｰｽ指数:+1 ﾚｰｽｱｶﾞﾘ指数:-8 馬場:良(指数:-2),,,,,,,,,,,,ｸﾗｽ上位平均:74 ﾚｰｽﾍﾟｰｽ指数:-4 ﾚｰｽｱｶﾞﾘ指数:-1 馬場:良(指数:1),,,,,,,,,,,
