14年11月 9日 福島,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,14年11月 9日 福島,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1150m 2 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:8,,,,,■ 4R  芝2800m 3歳上未勝利(混) 定量,,,,,,,,,,,,■ 7R  芝1200m 3歳上500万(牝) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-1,,,,,■10R  芝1200m 3歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-3,,,,
11, 4,Ｅパパラヴズマンボ, 54,江田照, 1.4, 46,  -1,  -8, 2,  3.5, ⑧⑩,,,,,,,,,,,,,11,12,Ｃオフェｰリアシチｰ, 68,田中健, 0.5, 62,* 10,  -6, 7, 14.5, ①①,11,15,Ｄアサクサゴｰルド, 70,黛弘人, 0.9, 59,  -4,   2, 8, 29.4, ⑬⑬
12, 8,Ｊイディル, 46,木幡初, 1.7, 41,  -8,  -5,15,122.3, ⑭⑭,,,,,,,,,,,,,12,14,Ｉマイネモントル, 63,丹内祐, 0.9, 58,  -7,   6,14,115.2, ⑬⑬,12,11,Ｇトミケンフィアブル, 64,柴山雄, 1.0, 58,  -6,   2,10, 38.2, ⑮⑮
13, 7,Ｉスイｰトアリッサム, 49,井上敏, 2.0, 41,   2, -16, 9, 29.3, ⑦⑦,,,,,,,,,,,,,13, 4,Ｆリュウツバメ, 66,吉田隼, 1.0, 54,   1,  -3,13, 45.0, ⑨⑨,13, 2,Ｐシュリメジャｰ, 45,津村明, 1.0, 58,  -6,   2,14, 75.4, ⑭⑫
14,12,Ｏラッシュボｰル, 37,伴啓太, 2.1, 36, -15,  -3,16,220.2, ⑯⑯,,,,,,,,,,,,,14,16,Ｈイマスグキスミｰ, 64,木幡初, 1.1, 54,   3,  -7, 8, 16.2, ⑦⑦,14,16,Ｈヨシカワクン, 63,的場勇, 1.2, 56,   8, -13, 9, 32.9, ⑥⑧
15,10,Ｎセンコウノマイヒメ, 43,西田雄, 3.2, 32,*  5, -31,12, 62.9, ③⑤,,,,,,,,,,,,,15, 9,Ｎツキノウサギ, 60,江田照, 1.2, 54, -11,   6,15,158.5, ⑮⑯,15, 4,Ｏピｰエムヘクタｰ, 49,木幡初, 1.3, 54,  -5,  -3,16,167.6, ⑫⑭
16, 3,Ｆシュンイキ, 51,津村明, 3.8, 26,*  6, -37, 8, 24.6, ②④,,,,,,,,,,,,,16, 5,Ｐエヌワイグレｰス, 42,荻野琢, 1.4, 50,  -5,  -3,16,290.9, ⑫⑫,16,14,Ｎヴィスビｰ, 58,村田一, 1.9, 47,   7, -23,15, 92.9, ⑤⑩
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:57 ﾚｰｽﾍﾟｰｽ指数:+4 ﾚｰｽｱｶﾞﾘ指数:-0 馬場:良(指数:2),,,,,,,,,,,,,,,,,,,,,,,,ｸﾗｽ上位平均:73 ﾚｰｽﾍﾟｰｽ指数:-1 ﾚｰｽｱｶﾞﾘ指数:+1 馬場:良(指数:1),,,,,,,,,,,,ｸﾗｽ上位平均:74 ﾚｰｽﾍﾟｰｽ指数:+1 ﾚｰｽｱｶﾞﾘ指数:-3 馬場:良(指数:1),,,,,,,,,,,
"単勝:1,020円 複勝:14=450円 13=150円 01=440円 枠連:2,500円",,,,,,,,,,,,"単勝:810円 複勝:04=300円 02=370円 11=170円 枠連:3,970円",,,,,,,,,,,,単勝:840円 複勝:10=210円 15=140円 03=670円 枠連:990円,,,,,,,,,,,,"単勝:1,940円 複勝:03=330円 05=120円 01=240円 枠連:1,820円",,,,,,,,,,,
"馬連:2,260円 ワイド:13-14=890円 01-14=3,010円 01-13=1,070円",,,,,,,,,,,,"馬連:6,100円 ワイド:02-04=1,850円 04-11=670円 02-11=1,300円",,,,,,,,,,,,"馬連:1,190円 ワイド:10-15=460円 03-10=2,950円 03-15=2,110円",,,,,,,,,,,,"馬連:2,330円 ワイド:03-05=840円 01-03=1,350円 01-05=440円",,,,,,,,,,,
"馬単:3,970円 3連複:13,340円 3連単:81,310円",,,,,,,,,,,,"馬単:15,350円 3連複:10,220円 3連単:100,340円",,,,,,,,,,,,"馬単:2,930円 3連複:12,810円 3連単:66,480円",,,,,,,,,,,,"馬単:5,910円 3連複:3,410円 3連単:29,810円",,,,,,,,,,,
■ 2R  芝1200m 2 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:1,,,,,■ 5R  芝2800m 3歳上未勝利 定量,,,,,,,,,,,,■ 8R  ダ1700m 3歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:0,,,,,■11R  ダ1700m 3歳上1600万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:1,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,東北ｽﾃｰｸｽ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,13,Ａアルマクレヨン, 67,勝浦正,, 64,* -5,*  3, 2,  4.5, ②②, 1, 2, ダイコウキ,,熊沢重,,,,, 1,  1.5,①①①, 1, 3,Ｃロｰレルアルトス, 73,木幡初,, 72,   7,* 10, 6, 14.6,⑥⑦⑥, 1, 1,Ｃソｰミラキュラス, 84,柴山雄,, 80,   8,* 16, 1,  2.5,④④③
 2, 8,Ｂクラウンシトラス, 62,吉田隼, 0.1, 61,* -3,   1, 3,  7.2, ①①, 2, 6, シゲルヒダカ,,植野貴,185.1,,,, 7, 20.1,③③③, 2,12,Ｊサトノセレリティ, 67,杉原誠, 0.1, 70,   8,   6, 9, 39.3,⑪④⑤, 2,12,Ａミッキｰスマホ, 86,小崎綾, 0.1, 82,*  9,  13, 2,  4.6,②②②
 3, 5,Ｄユメノマイホｰム, 57,津村明, 0.3, 61, -11,*  6, 4,  7.7, ⑦⑦, 3, 4, アイティテイオｰ,,山本康,186.3,,,,11, 57.1,⑤⑤⑤, 3,14,Ｄストロングバルドル, 72,伊藤工, 0.2, 69,   8,   6, 1,  2.7,⑦⑥④, 3,10,Ｂマイネルバウンス, 84,丹内祐, 0.3, 80,   8,  13, 6, 14.3,⑤⑤④
 4, 4,Ｉハネムｰンソング, 48,黛弘人, 0.4, 59,  -7,   1, 6, 14.4, ④④, 4, 7, ラノララク,,小野寺,187.6,,,, 8, 23.6,④④④, 4,13,Ｆゴｰルドブラザｰ, 70,岩崎翼, 0.2, 70,* 10,   3, 7, 15.1,②②②, 4, 4,Ｆランドマｰキュリｰ, 82,古川吉, 0.4, 80,   6,* 15, 3,  5.3,⑦⑦⑦
 5,14,Ｅカフジオリオン, 57,古川吉, 0.6, 55,* -6,  -3, 5,  8.3, ③③, 5, 8, グリｰティングワン,,蓑島靖,189.2,,,, 9, 34.4,⑧⑧⑧, 5,15,Ｉアップルハウス, 67,平野優, 0.5, 70,* 10,   2,10, 80.5,③③③, 5, 6,Ｄオｰヴァｰジョイド, 83,丸田恭, 0.5, 77,   5,* 16,12, 67.8,⑨⑩⑩
 6,10,Ｃノｰモアベット, 59,柴山雄, 0.6, 56, -12,*  3, 1,  2.3, ⑨⑨, 6, 1, トｰアイタダキ,,原田和,189.3,,,, 2,  8.1,⑦⑥⑥, 6, 2,Ａオレアリア, 76,小崎綾, 1.1, 65,   6,   1, 2,  4.2,⑧⑨⑨, 6, 5,Ｋベルウッドテラス, 79,平野優, 0.7, 79,   4,* 17, 8, 20.4,⑫⑮⑬
 7,15,Ｇヴィクトリｰノｰス, 50,木幡初, 0.9, 51,  -9,  -5, 7, 22.4, ⑥⑥, 7,10, プコナコナ,,金子光,189.9,,,,12,128.5,⑩⑨⑨, 7, 8,Ｈキャメロンロｰド, 68,城戸義, 1.3, 64,   3,   6,12,138.9,⑫⑫⑪, 7, 7,Ｉマヤノクレド, 81,吉田隼, 0.8, 76,   7,  11, 9, 25.9,⑭⑨⑨
 8,12,Ｋレミネンス, 47,井上敏, 1.0, 50,  -7,  -7,12,132.0, ⑤⑤, 8,11, プレミアムカｰド,,草野太,190.3,,,, 5, 16.5,⑥⑦⑦, 8, 4,Ｏクイｰンズライフ, 57,菅原隆, 1.4, 65,  -2,* 14,14,257.7,⑮⑮⑮, 8,14,Ｈノボリドリｰム, 81,高倉稜, 1.0, 76,*  9,   6, 5, 14.2,③③⑤
 9, 9,Ｏウェルカミング, 24,江田照, 1.2, 49, -16,  -1, 9, 51.6, ⑬⑪, 9,13, ニシノゲイナｰ,,横山義,190.7,,,, 3, 11.0,⑫⑪⑪, 9, 9,Ｂマコトグロズヌイ, 75,松若風, 1.6, 62,* 10, -10, 3,  4.6,①①①, 9,11,Ｊエｰシンスピｰダｰ, 80,村田一, 1.1, 74,   8,   6,10, 40.6,⑥⑥⑥
10, 1,Ｌマキヤｰジュ, 41,松若風, 1.3, 48, -20,   2,11, 88.6, ⑭⑭,10, 5, テイエムリキオｰ,,高野和,190.8,,,, 4, 11.1,⑨⑩⑩,10, 7,Ｎムｰンドロップ, 57,花田大, 1.7, 61,   7,  -4, 8, 38.0,⑨⑩⑦,10, 2,Ｅトウショウギフト, 82,江田照, 1.1, 74,   6,  10, 4, 12.9,⑮⑫⑪
11, 6,Ｆユメガアナタニ, 53,丸田恭, 1.5, 43, -10, -11,10, 70.3, ⑧⑧,,,,,,,,,,,,,11,11,Ｇガッテンキャンパス, 68,井上敏, 1.9, 60,   2,   2,11, 92.7,⑭⑭⑬,11, 9,Ｎプレミアムタイム, 74,丸山元, 1.2, 74,   7,   7,11, 48.5,⑧⑧⑧
12,11,Ｊアポロオウレン, 48,西田雄, 1.5, 44, -16,  -4, 8, 30.8, ⑪⑫,,,,,,,,,,,,,12,10,Ｅゴｰルデンアタック, 72,水口優, 2.3, 60,   6,  -8, 4,  8.9,⑩⑪⑩,12, 3,Ｇサンバビｰン, 81,城戸義, 1.4, 71,* 10,   1, 7, 17.7,①①①
13, 2,Ｐディベルティｰド, 17,村田一, 1.7, 44, -25,   2,14,196.2, ⑯⑯,,,,,,,,,,,,,13, 6,Ｌセｰノｰクイン, 63,西村太, 2.5, 55,   7, -11,14,257.7,⑤⑧⑫,13,13,Ｌコスモシャンハイ, 79,黛弘人, 1.4, 76,   4,  10,15,102.2,⑬⑭⑮
14,16,Ｎラマハデスヌｰダ, 37,小野寺, 1.8, 40, -16,  -8,16,496.6, ⑫⑬,,,,,,,,,,,,,14, 1,Ｋマハｰシュリｰ, 65,嶋田純, 2.8, 52,   8, -15, 5, 10.7,④⑤⑧,14, 8,Ｍハｰコット, 75,杉原誠, 1.8, 70,   6,   6,14,101.2,⑩⑬⑫
15, 3,Ｍジュンナカヤマ, 41,伴啓太, 1.8, 42, -23,  -2,15,226.8, ⑮⑮,,,,,,,,,,,,,15, 5,Ｍヒアルロンサン, 60,小野寺, 3.1, 52,   3,  -9,13,210.5,⑬⑬⑭,15,15,Ｏタイセイマスタング, 69,岩崎翼, 2.3, 66,   5,   0,13, 88.8,⑪⑪⑭
16, 7,Ｈスカイワルツ, 48,原田和, 2.0, 37, -13, -15,13,180.6, ⑩⑩,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:56 ﾚｰｽﾍﾟｰｽ指数:-6 ﾚｰｽｱｶﾞﾘ指数:+2 馬場:良(指数:1),,,,,,,,,,,,,,,,,,,,,,,,ｸﾗｽ上位平均:72 ﾚｰｽﾍﾟｰｽ指数:+2 ﾚｰｽｱｶﾞﾘ指数:-0 馬場:良(指数:2),,,,,,,,,,,,ｸﾗｽ上位平均:84 ﾚｰｽﾍﾟｰｽ指数:-6 ﾚｰｽｱｶﾞﾘ指数:+2 馬場:良(指数:2),,,,,,,,,,,
"単勝:450円 複勝:13=220円 08=220円 05=250円 枠連:1,120円",,,,,,,,,,,,単勝:150円 複勝:02=110円 06=320円 04=880円 枠連:600円,,,,,,,,,,,,"単勝:1,460円 複勝:03=270円 12=720円 14=140円 枠連:1,800円",,,,,,,,,,,,単勝:250円 複勝:01=130円 12=170円 10=290円 枠連:700円,,,,,,,,,,,
"馬連:1,700円 ワイド:08-13=690円 05-13=590円 05-08=1,050円",,,,,,,,,,,,"馬連:1,160円 ワイド:02-06=490円 02-04=1,350円 04-06=5,980円",,,,,,,,,,,,"馬連:20,060円 ワイド:03-12=3,840円 03-14=610円 12-14=1,590円",,,,,,,,,,,,馬連:690円 ワイド:01-12=310円 01-10=640円 10-12=680円,,,,,,,,,,,
"馬単:2,940円 3連複:3,990円 3連単:17,630円",,,,,,,,,,,,"馬単:1,330円 3連複:11,980円 3連単:33,010円",,,,,,,,,,,,"馬単:45,560円 3連複:12,670円 3連単:159,910円",,,,,,,,,,,,"馬単:1,120円 3連複:1,870円 3連単:6,370円",,,,,,,,,,,
■ 3R  ダ1700m 3歳上500万(牝) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:1,,,,,■ 6R  ダ2400m 3歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:4,,,,,■ 9R  芝1800m 3歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:2,,,,,■12R  芝2000m 3歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:2,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,檜原湖特別,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 7,Ａタンスチョキン, 76,古川吉,, 69,  -1,* 13, 2,  4.3,⑬⑨⑦, 1,11,Ｅワンダフルニュｰス, 69,勝浦正,, 71,*  1,* 16, 4,  9.9,④③③, 1,10,Ｃマイネルシェルト, 71,丹内祐,, 73,  -2,   8, 4,  7.1,④⑥④, 1,14,Ｌコスモチョコレイ, 62,津村明,, 71,*  6,  -3,11, 72.3,①①①
 2, 5,Ｄエイユｰラピス, 72,松若風, 0.0, 69,*  2,   8, 5,  8.6,②①①, 2, 9,Ｃカフジスタｰ, 70,松若風, 0.7, 69,   0,  14, 2,  4.7,⑧⑨⑧, 2, 5,Ｇコスモイノセント, 67,原田和, 0.0, 74,  -4,* 12,12, 46.4,⑧⑨⑦, 2, 3,Ｂマルクナッテ, 75,丸田恭, 0.0, 74,   4,   6, 3,  5.3,⑦⑦⑥
 3, 6,Ｈラフェットデメｰル, 68,小崎綾, 0.1, 67,*  2,   7, 7, 14.8,⑪③②, 3, 7,Ｄチュウワストライク, 70,荻野琢, 0.7, 67,   0,  13, 7, 14.7,③④④, 3, 8,Ｊスペランツァデｰア, 65,岩崎翼, 0.2, 73,  -7,* 14,10, 20.4,⑫⑫⑪, 3, 1,Ｃウインインスパイア, 75,黛弘人, 0.1, 73,   5,   2, 2,  3.8,④④②
 4,11,Ｂメイショウブｰケ, 75,丸田恭, 0.1, 66,  -3,* 16, 4,  7.9,⑫⑬⑪, 4,14,Ｋデンコウエポック, 63,江田照, 0.7, 68,   0,  13,10, 20.7,⑤⑤⑤, 4,12,Ｄセンセｰション, 69,古川吉, 0.2, 67,* -1,   2, 1,  3.5,⑤③⑤, 4,16,Ｄテイコフトウショウ, 74,花田大, 0.1, 71,*  6,  -3, 6, 16.2,②②③
 5, 8,Ｃノｰスファイヤｰ, 72,津村明, 0.2, 67,   0,  10, 1,  3.1,⑭⑥④, 5, 2,Ａシゲルエッチュウ, 81,岩崎翼, 0.8, 67,   0,  11, 1,  2.9,⑫⑧⑦, 5, 3,Ａダンツクロノス, 77,津村明, 0.3, 70,  -6,* 11, 3,  7.1,⑬⑬⑫, 5,12,Ｆベネフィットユｰ, 69,熊沢重, 0.2, 74,   1,*  9,10, 52.9,⑪⑪⑩
 6,13,Ｆテラノココロ, 71,高倉稜, 0.3, 68,   0,  11, 6, 11.8,⑨⑧⑥, 6,10,Ｆサトノミラクル, 67,杉原誠, 0.9, 65,  -1,  10, 5, 10.8,⑦⑥⑥, 6,13,Ｎモモトンボ, 60,吉田隼, 0.3, 67,  -2,   5,11, 37.6,⑪⑦⑨, 6,11,Ｈマクベスバロｰズ, 68,小崎綾, 0.2, 77,  -2,* 16, 8, 21.2,⑮⑮⑮
 7, 4,Ｋピエリｰナ, 65,二本柳, 0.4, 67,  -3,* 15,10, 43.7,⑧⑭⑬, 7,12,Ｂシェイプリｰ, 72,原田和, 0.9, 70,  -3,* 19, 9, 19.5,⑭⑭⑬, 7, 6,Ｌサンライズシルバｰ, 64,小崎綾, 0.4, 67,  -3,   2,13, 69.8,③⑤③, 7,10,Ａシンボリジャズ, 78,吉田隼, 0.3, 68,*  6,  -4, 1,  2.5,③③④
 8, 1,Ｅデザｰトオブムｰン, 71,丸山元, 0.6, 64,  -2,  10, 3,  6.0,③⑩⑫, 8, 4,Ｊフェアｰプライド, 65,井上敏, 1.0, 64,*  0,   7, 6, 12.7,①①①, 8, 2,Ｋミュゼミランダ, 64,丸山元, 0.4, 65,* -1,   0, 6, 16.1,②②②, 8, 6,Ｐベニノワンラブ, 46,木幡初, 0.3, 72,   1,   7,15,135.9,⑨⑩⑫
 9,14,Ｉパｰティブロッサム, 68,黛弘人, 0.8, 64,   0,   4,11, 64.1,⑤⑤⑤, 9, 6,Ｌベストヴィジョン, 58,黛弘人, 1.1, 64,*  1,   5, 3,  6.8,②②②, 9, 9,Ｍアルマシャウラ, 60,柴山雄, 0.5, 67,  -4,   4,14,110.5,⑦⑧⑧, 9,13,Ｋクリノダイコクテン, 63,西田雄, 0.5, 69,   1,   4,14,112.1,⑭⑫⑪
10,10,Ｎプレシャスベガ, 48,村田一, 0.8, 62,  -2,   8,13,118.2,⑥⑪⑩,10, 8,Ｉプラウドウルフ, 65,丹内祐, 1.3, 66,  -2,  13, 8, 18.8,⑨⑪⑩,10, 7,Ｅイオラニ, 69,江田照, 0.5, 67,  -4,   5, 9, 19.2,⑩⑪⑬,10,15,Ｅオカホンコｰ, 71,高倉稜, 0.7, 66,   2,  -3, 5, 16.0,⑧⑧⑧
11, 3,Ｇデルマシズカチャン, 68,吉田隼, 0.9, 61,  -1,   6, 8, 19.8,④⑦⑨,11,13,Ｇルアノヴァ, 66,伴啓太, 1.5, 65,  -2,  12,12, 39.3,⑬⑬⑭,11,11,Ｉパｰプルセイル, 65,杉原誠, 0.5, 68,  -4,   5, 8, 17.8,⑨⑩⑩,11, 4,Ｊサンアグライア, 64,江田照, 0.8, 68,   0,   3, 9, 36.5,⑫⑬⑬
12,12,Ｊエンドレスラヴ, 67,江田照, 1.1, 58,*  2,  -1, 9, 27.8,⑦②③,12, 1,Ｈメイショウミハタ, 65,古川吉, 1.8, 59,  -1,   3,11, 36.5,⑩⑦⑨,12,14,Ｈヤマニンアルゴシｰ, 66,伊藤工, 0.8, 59,* -1,  -6, 5, 15.5,⑥④⑥,12, 7,Ｇファイネストアワｰ, 68,柴山雄, 0.8, 65,   4,  -7, 4, 13.6,⑥⑥⑤
13, 9,Ｍワンダｰテルヌｰラ, 58,西田雄, 1.4, 61,  -3,   5,14,271.1,⑩⑫⑭,13, 5,Ｍスリｰケｰザル, 55,小崎綾, 1.9, 61,  -1,   6,13,154.4,⑥⑩⑪,13, 4,Ｆサンエルピス, 68,高倉稜, 1.0, 62,  -7,   2, 7, 17.5,⑭⑭⑭,13, 9,Ｍショウリュウバイオ, 62,岡田祥, 1.0, 66,   0,   1,13, 85.5,⑬⑭⑭
14, 2,Ｌディｰプリアン, 59,勝浦正, 2.3, 50,   0,  -8,12, 95.5,①④⑧,14, 3,Ｎデザイアドライブ, 52,木幡初, 1.9, 61,  -2,   8,14,191.0,⑪⑫⑫,14, 1,Ｂハイベストバイオ, 74,松若風, 1.2, 54,* -1, -12, 2,  3.6,①①①,14, 2,Ｉホッコｰタフネス, 65,勝浦正, 1.1, 63,   2,  -7, 7, 17.2,⑩⑨⑨
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15, 5,Ｏマイネルピクトル, 59,丹内祐, 2.1, 52,   5, -27,12, 77.2,⑤⑤⑦
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16, 8,Ｎウエストソング, 60,古川吉, 3.1, 45,  -5, -18,16,195.3,⑯⑯⑯
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:70 ﾚｰｽﾍﾟｰｽ指数:-7 ﾚｰｽｱｶﾞﾘ指数:+5 馬場:良(指数:2),,,,,,,,,,,,ｸﾗｽ上位平均:72 ﾚｰｽﾍﾟｰｽ指数:-8 ﾚｰｽｱｶﾞﾘ指数:+9 馬場:良(指数:2),,,,,,,,,,,,ｸﾗｽ上位平均:73 ﾚｰｽﾍﾟｰｽ指数:-7 ﾚｰｽｱｶﾞﾘ指数:+1 馬場:良(指数:1),,,,,,,,,,,,ｸﾗｽ上位平均:74 ﾚｰｽﾍﾟｰｽ指数:-2 ﾚｰｽｱｶﾞﾘ指数:-1 馬場:良(指数:1),,,,,,,,,,,
