14年12月14日 中京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,14年12月14日 中京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1800m 2 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:7,,,,,■ 4R  芝3000m 3歳上未勝利(混) 定量,,,,,,,,,,,,■ 7R  ダ1800m 3歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:8,,,,,■10R  芝1600m 2 歳500万(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:8,,,,
 9, 1,Ｇヴェリテ, 51,松若風, 1.8, 49,  -4,  -4, 9, 47.8,③④④, 9,10, ニシノマテンロウ,,中村将,203.1,,,, 9, 44.5,⑨⑨⑨, 9,11,Ｅボストンリョウマ, 73,岩崎翼, 1.9, 64,* -1,   2, 7, 40.3,③③③, 9, 7,Ｇカプリチオｰソ, 58,田中博, 1.1, 53, -19,   5, 8, 30.6,⑨⑨⑨
10, 4,Ｆブリヤン, 54,藤岡康, 1.8, 48,* -3,  -7, 5, 12.3,①①①,10, 1, トｰセンロｰツェ,,小野寺,203.6,,,,13,206.3,⑫⑩⑩,10, 4,Ｉオメガグランディス, 67,横山和, 2.0, 62,*  0,   0, 6, 20.0,①①①,,,,,,,,,,,,
11, 8,Ｍアイファｰマグオｰ, 40,菱田裕, 2.0, 49,  -9,   2,12,161.6,⑪⑬⑬,11,13, プコナコナ,,金子光,204.1,,,,14,249.5,⑬⑪⑫,11,12,Ｋアガスティア, 62,伴啓太, 2.3, 62,  -4,   6,10, 69.3,⑫⑫⑪,,,,,,,,,,,,
12, 2,Ｈレオロフティｰ, 51,横山和, 2.2, 46,  -5,  -6, 6, 13.1,⑥⑦⑧,12, 8, スリｰロンドン,,草野太,204.3,,,,11, 88.8,⑭⑫⑪,12, 5,Ｌクラウンザクラウン, 54,花田大, 3.3, 55,  -4,  -3,12,112.7,⑧⑪⑫,,,,,,,,,,,,
13,12,Ｉカシノエキスプレス, 50,西田雄, 2.8, 46,  -8,  -3,16,467.0,⑮⑭⑭,13, 3, コマノアスリｰト,,高野和,206.3,,,,12,179.0,⑩⑭⑬,,,,,,,,,,,,,,,,,,,,,,,,
14,13,Ｌモアザンワｰズ, 42,城戸義, 3.1, 46, -12,   3,15,251.1,⑯⑯⑯,14,12, ケンブリッジヒｰロ,,熊沢重,212.8,,,, 7, 38.8,①⑬⑭,,,,,,,,,,,,,,,,,,,,,,,,
15,14,Ｊダンシング, 46,岩崎翼, 3.3, 40,  -7, -11, 2,  8.9,⑫⑪⑫,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16, 7,Ｏシゲルドンタク, 38,義英真, 3.5, 38, -11,  -5,13,200.5,⑭⑮⑮,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:57 ﾚｰｽﾍﾟｰｽ指数:-5 ﾚｰｽｱｶﾞﾘ指数:+6 馬場:良(指数:5),,,,,,,,,,,,,,,,,,,,,,,,ｸﾗｽ上位平均:72 ﾚｰｽﾍﾟｰｽ指数:-9 ﾚｰｽｱｶﾞﾘ指数:+9 馬場:良(指数:5),,,,,,,,,,,,ｸﾗｽ上位平均:68 ﾚｰｽﾍﾟｰｽ指数:-10 ﾚｰｽｱｶﾞﾘ指数:+9 馬場:良(指数:4),,,,,,,,,,,
"単勝:2,030円 複勝:06=440円 05=450円 03=110円 枠連:20,240円",,,,,,,,,,,,"単勝:740円 複勝:06=280円 05=260円 04=160円 枠連:3,270円",,,,,,,,,,,,単勝:590円 複勝:02=300円 08=580円 06=420円 枠連:410円,,,,,,,,,,,,単勝:530円 複勝:08=150円 02=110円 04=190円 枠連:210円,,,,,,,,,,,
"馬連:10,720円 ワイド:05-06=2,170円 03-06=830円 03-05=760円",,,,,,,,,,,,"馬連:3,240円 ワイド:05-06=980円 04-06=510円 04-05=600円",,,,,,,,,,,,"馬連:3,610円 ワイド:02-08=1,030円 02-06=450円 06-08=1,220円",,,,,,,,,,,,馬連:520円 ワイド:02-08=240円 04-08=510円 02-04=310円,,,,,,,,,,,
"馬単:23,370円 3連複:6,150円 3連単:78,730円",,,,,,,,,,,,"馬単:7,180円 3連複:2,780円 3連単:22,980円",,,,,,,,,,,,"馬単:7,470円 3連複:7,160円 3連単:33,080円",,,,,,,,,,,,"馬単:1,750円 3連複:1,350円 3連単:9,940円",,,,,,,,,,,
■ 2R  ダ1900m 3歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:1,,,,,■ 5R  芝1600m 2 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-1,,,,,■ 8R  ダ1400m 3歳上500万(牝) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:4,,,,,■11R  芝2000m 3歳上1000万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:3,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,遠州灘特別,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,12,Ａエルズミｰア, 82,吉田隼,, 71,*  9,*  8, 1,  1.4,②②②, 1,12,Ｍルグランパントル, 35,長岡禎,, 54,*-28,* 10, 9, 58.4,②②②, 1,16,Ｅエドノプリンセス, 69,長岡禎,, 73,  -5,  18, 3,  7.4, ⑦⑥, 1, 2,Ｄカムフィｰ, 79,吉田隼,, 80,   8,* 13, 6, 11.7,⑥⑥⑤
 2, 4,Ｆアクアマリンブレス, 69,小崎綾, 0.5, 69,*  9,   6, 2,  6.3,③③③, 2,10,Ａピｰスオブジャパン, 60,藤岡康, 0.2, 53,*-29,* 10, 1,  2.0,④⑤④, 2,14,Ｇキングベイビｰ, 64,松若風, 0.0, 72,  -3,  15, 4,  8.6, ④④, 2, 8,Ｊキングストｰン, 72,小崎綾, 0.1, 78,* 10,   6, 5, 11.6,②③②
 3, 8,Ｈアグネスユニコｰン, 67,岩崎翼, 0.8, 67,* 10,   1, 3, 14.0,①①①, 3, 2,Ｂステラグレイス, 59,松若風, 0.4, 46,*-26,   1, 4,  6.7,①①①, 3, 5,Ａモズマッテタワ, 78,勝浦正, 0.2, 71,  -9,* 21, 1,  2.5, ⑫⑫, 3,10,Ｃロンギングゴｰルド, 79,横山和, 0.2, 78,   7,* 13,11, 31.5,⑦⑦⑧
 4,11,Ｇゲンパチケンザン, 68,古川吉, 1.0, 67,   8,   5,12, 48.3,⑪⑩⑦, 4,13,Ｇブルｰルｰク, 49,勝浦正, 0.6, 49, -30,   7, 3,  6.2,⑥⑦⑥, 4,13,Ｍスイｰトガｰデン, 60,松田大, 0.4, 68,  -4,  13,13, 76.7, ⑤⑤, 4,13,Ｇアウォｰディｰ, 77,藤岡康, 0.3, 78,   6,  11, 1,  2.7,⑨⑨⑨
 5,10,Ｂナムララオウ, 73,勝浦正, 1.1, 65,*  9,   1, 8, 28.3,⑥⑤⑤, 5, 6,Ｄアングライフェン, 53,横山和, 0.6, 48, -32,   9, 2,  6.0,⑤⑥⑦, 5, 6,Ｂフレンドスイｰト, 72,原田和, 0.6, 67,  -6,  14, 5,  9.9, ⑨⑨, 5, 4,Ａパドルウィｰル, 85,北村友, 0.4, 78,   4,* 16, 2,  4.7,⑫⑫⑫
 6, 7,Ｃカトラス, 71,熊沢重, 1.1, 69,* 10,   1, 5, 19.5,④④④, 6,14,Ｆアラビアンハｰト, 49,熊沢重, 0.8, 47, -33,   9,12,124.1,⑧⑨⑩, 6, 1,Ｃオｰシャンブルグ, 71,小崎綾, 0.9, 65,  -6,  12, 2,  4.1, ⑧⑧, 6,11,Ｉポセイドンバロｰズ, 73,菱田裕, 0.5, 76,   8,   6, 7, 15.6,⑧⑧⑦
 7, 9,Ｅウインサｰガ, 69,藤岡康, 1.9, 61,   8,  -4,13, 70.0,⑦⑥⑥, 7, 8,Ｈパイアタウン, 48,松田大, 0.8, 48, -33,   9, 8, 42.3,⑩⑫⑪, 7, 8,Ｌサクラオｰドシエル, 60,北村友, 1.0, 65, -13,* 19, 9, 28.5, ⑮⑭, 7, 1,Ｈカノン, 77,義英真, 0.6, 74,*  9,   2, 4, 11.3,③②③
 8, 1,Ｄホッコｰエイコウ, 70,義英真, 1.9, 61,   3,*  6,10, 36.1,⑬⑭⑭, 8, 3,Ｅタイガｰボス, 51,菱田裕, 0.8, 50, -36,* 13, 7, 33.3,⑭⑭⑭, 8, 2,Ｄカゼノサファイア, 71,村田一, 1.0, 65, -11,  16, 7, 24.6, ⑬⑬, 8,12,Ｌトｰセンギャラリｰ, 72,古川吉, 0.6, 75,   5,  10,12, 51.9,⑪⑪⑪
 9, 2,Ｎワｰルドマッチ, 53,松若風, 2.0, 61,   8,  -4,11, 39.5,⑧⑧⑧, 9,11,Ｊマインリｰバｰ, 41,北村友, 0.8, 46, -33,   7,11, 88.5,⑦⑧⑧, 9, 4,Ｉリノワｰル, 61,西田雄, 1.0, 67, -13,* 20,16,131.1, ⑯⑯, 9, 3,Ｂアウトオブシャドウ, 79,松田大, 0.7, 73,   8,   2, 3,  5.8,④⑤⑥
10, 5,Ｋクリスマスマｰベル, 61,大下智, 3.3, 52,   6, -12,14,212.9,⑭⑪⑪,10, 4,Ｃショウナンラｰジャ, 54,小崎綾, 0.9, 43, -30,   2, 5,  8.5,⑨④⑤,10,11,Ｈラッキｰマイラブ, 64,義英真, 1.1, 63, -12,  17,15,127.3, ⑭⑮,10, 5,Ｆスズカアンペｰル, 78,熊沢重, 0.7, 72,*  9,   0,10, 29.0,⑤④④
11, 3,Ｌロンギングケイシｰ, 60,横山和, 3.3, 52,   8, -14, 6, 24.3,⑤⑦⑨,11, 1,Ｉカリテスグレｰス, 44,杉原誠, 1.1, 44, -35,   6,10, 70.1,⑪⑪⑫,11,15,Ｋイｰグルアモン, 61,岩崎翼, 1.4, 60,* -2,   2,12, 59.5, ②②,11, 7,Ｅテナシティｰ, 78,勝浦正, 0.7, 76,   5,  10, 9, 21.3,⑩⑩⑩
12, 6,Ｊヒロキセキ, 61,菱田裕, 3.5, 51,   4,  -9, 4, 14.7,⑫⑬⑫,12, 5,Ｋメイショウヒルガオ, 41,中井裕, 1.1, 45, -34,   6, 6, 20.3,⑫⑬⑬,12, 7,Ｊアイネクライネ, 61,中井裕, 1.5, 61,  -8,   9,11, 52.6, ⑪⑩,12, 6,Ｋメイショウエゾフジ, 72,黛弘人, 0.9, 70,* 11,  -7, 8, 19.5,①①①
13,13,Ｉジェイケイネオ, 65,松田大, 3.8, 49,   8, -19, 7, 27.5,⑩⑨⑩,13, 7,Ｌシェルム, 40,岩崎翼, 1.4, 44, -37,   7,15,374.2,⑮⑮⑮,13, 3,Ｎサグレス, 57,吉田隼, 1.8, 56,  -3,   0, 8, 25.2, ③③,13, 9,Ｍアルティスト, 67,村田一, 1.8, 66,   2,   2,13,249.3,⑬⑬⑬
14,14,Ｍダｰクサイド, 54,伴啓太, 5.5, 39,   5, -28, 9, 34.0,⑨⑫⑬,14,15,Ｐエナジャイズ, 22,鮫島良, 1.4, 40, -33,  -1,16,375.2,⑬⑩⑨,14,12,Ｏディアプリンセス, 51,菱田裕, 2.0, 55,* -1,  -4,14,114.3, ①①,,,,,,,,,,,,
,,,,,,,,,,,,15, 9,Ｏシゲルヨサコイ, 22,城戸義, 2.2, 23,*-29, -20,14,308.4,③③③,15,10,Ｐサンアグライア, 49,伴啓太, 2.1, 55,  -7,   2,10, 38.5, ⑩⑪,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,16, 9,Ｆヴィオラｰネ, 67,藤岡康, 2.2, 54,  -4,  -2, 6, 18.2, ⑥⑦,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:72 ﾚｰｽﾍﾟｰｽ指数:+2 ﾚｰｽｱｶﾞﾘ指数:-4 馬場:良(指数:5),,,,,,,,,,,,ｸﾗｽ上位平均:56 ﾚｰｽﾍﾟｰｽ指数:-20 ﾚｰｽｱｶﾞﾘ指数:+7 馬場:良(指数:4),,,,,,,,,,,,ｸﾗｽ上位平均:70 ﾚｰｽﾍﾟｰｽ指数:-12 ﾚｰｽｱｶﾞﾘ指数:+12 馬場:良(指数:5),,,,,,,,,,,,ｸﾗｽ上位平均:79 ﾚｰｽﾍﾟｰｽ指数:-0 ﾚｰｽｱｶﾞﾘ指数:+2 馬場:良(指数:4),,,,,,,,,,,
単勝:140円 複勝:12=110円 04=150円 08=180円 枠連:270円,,,,,,,,,,,,"単勝:5,840円 複勝:12=730円 10=110円 02=180円 枠連:2,880円",,,,,,,,,,,,"単勝:740円 複勝:16=200円 14=220円 05=150円 枠連:2,590円",,,,,,,,,,,,"単勝:1,170円 複勝:02=310円 08=400円 10=710円 枠連:5,820円",,,,,,,,,,,
馬連:500円 ワイド:04-12=210円 08-12=310円 04-08=850円,,,,,,,,,,,,"馬連:4,450円 ワイド:10-12=1,410円 02-12=3,660円 02-10=240円",,,,,,,,,,,,"馬連:3,060円 ワイド:14-16=970円 05-16=400円 05-14=570円",,,,,,,,,,,,"馬連:5,950円 ワイド:02-08=2,100円 02-10=3,180円 08-10=3,290円",,,,,,,,,,,
"馬単:570円 3連複:1,660円 3連単:3,920円",,,,,,,,,,,,"馬単:15,450円 3連複:7,230円 3連単:64,950円",,,,,,,,,,,,"馬単:7,140円 3連複:2,620円 3連単:24,400円",,,,,,,,,,,,"馬単:12,370円 3連複:36,090円 3連単:230,160円",,,,,,,,,,,
■ 3R  ダ1200m 3歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-1,,,,,■ 6R  芝2000m 2 歳新馬(混) 馬齢,,,,,,,,,,,,■ 9R  ダ1800m 3歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:9,,,,,■12R  芝1400m 3歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:4,,,,
,,,,,,,,,,,,,ﾒｲｸﾃﾞﾋﾞｭｰ中京,,,,,,,,,,,,,,,,,,,,,,,,犬山特別,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 5,Ａプライムグロｰリｰ, 74,菱田裕,, 72,*  2,  10, 1,  2.3, ①①, 1, 3, カルナヴァレスコ,---,松田大,, 29, -60,  27, 2,  3.5,③④④, 1, 6,Ｆタニノタキシｰド, 68,松若風,, 73,* -3,  19, 3,  6.9,②②②, 1, 5,Ｄベッラヴォｰチェ, 72,藤岡康,, 76,   7,*  9, 2,  3.8, ⑬⑭
 2, 3,Ｃプラネットスコア, 69,北村友, 0.5, 68,  -9,* 17, 6, 18.0, ⑭⑭, 2, 5, ケルンダッシュ,---,菱田裕, 0.0, 31, -61,* 30, 1,  2.9,⑥⑦⑥, 2, 3,Ａアイアイエンデバｰ, 80,長岡禎, 0.1, 74,  -3,* 20, 2,  3.5,③⑤④, 2,16,Ａスリｰカｰニバル, 82,古川吉, 0.0, 78,  15,  -1, 4, 10.5, ⑤⑥
 3, 6,Ｄニシノイナズマ, 67,松田大, 0.8, 66,  -1,   6, 7, 19.7, ④⑥, 3, 4, ブロウユアマインド,---,北村友, 0.1, 26,*-58,  21, 3,  3.6,①①①, 3, 8,Ｂエピロｰグブリッジ, 74,菱田裕, 0.2, 71,  -5,* 22, 4,  8.0,⑤⑦⑦, 3,18,Ｋジェラテリアバｰル, 67,小崎綾, 0.1, 76,  13,  -1, 8, 27.3, ⑦⑤
 4,13,Ｌユキノマルガリｰタ, 59,藤岡康, 0.9, 65,  -6,   9,15,299.6, ⑪⑩, 4, 6, エイダイサンデｰ,---,森一馬, 0.4, 25, -61,  23, 5, 11.3,④⑤⑤, 4, 4,Ｅオンワｰドハンタｰ, 70,小崎綾, 0.7, 68,  -5,  18, 5, 13.5,⑧⑧⑨, 4,14,Ｂスナッチマインド, 76,菱田裕, 0.2, 75,  11,   0, 1,  2.5, ⑨⑧
 5, 9,Ｅフレックスハｰト, 66,小野寺, 1.0, 64,  -1,   4, 8, 33.9, ③⑤, 5, 8, ハギノカイザｰ,---,小崎綾, 0.4, 23,*-58,  19, 6, 12.3,②②②, 5, 1,Ｇタカノハｰバｰ, 67,田中博, 0.8, 66,  -3,  13, 6, 20.0,⑨④③, 5, 8,Ｊコスモラパン, 68,黛弘人, 0.3, 78,* 18,  -8, 5, 12.0, ②②
 6,12,Ｋカウンタｰハッセキ, 60,横山和, 1.1, 64, -10,  12, 9, 45.6, ⑮⑮, 6, 1, スズカステイボｰイ,---,藤岡康, 0.6, 21, -59,  17, 4,  8.1,⑤③③, 6, 2,Ｄホクレアポパイ, 71,勝浦正, 0.8, 69,  -5,  20, 7, 31.6,⑦⑨⑧, 6, 6,Ｌヒシワイルド, 67,村田一, 0.3, 73,   8,*  3,12, 45.1, ⑫⑪
 7, 4,Ｇデカントラップ, 65,伴啓太, 1.1, 63,  -4,   6, 5, 12.9, ⑦⑧, 7, 2, エタｰナルウインド,---,吉田隼, 1.0, 17, -62,  18, 7, 22.4,⑦⑥⑦, 7, 5,Ｃマイフリヴァ, 73,松田大, 1.0, 65,* -3,  11, 1,  1.9,①①①, 7,13,Ｉタイセイマジック, 68,中谷雄, 0.4, 73,  12,  -4,13, 66.6, ⑥⑦
 8, 2,Ｐヒカルランナｰ, 53,石神深, 1.3, 61, -15,* 15,14,250.7, ⑯⑯, 8, 7, サンデｰジｰク,---,岩崎翼, 1.8, 11, -64,  10, 8, 57.8,⑧⑧⑧, 8, 9,Ｉカプチｰノ, 59,西田雄, 1.1, 66,  -4,  13, 9, 77.3,⑥⑥⑥, 8, 1,Ｃコズミックショア, 75,北村友, 0.6, 68,   6,*  3, 6, 12.6, ⑯⑮
 9,10,Ｏカメヤマシャチュウ, 56,中井裕, 1.3, 62,  -3,   3, 2,  3.7, ⑨⑦,,,,,,,,,,,,, 9, 7,Ｈディアジｰスタｰ, 67,伊藤工, 1.2, 59,  -3,  10, 8, 52.5,④③⑤, 9, 2,Ｆスプリングサヴァン, 71,伊藤工, 0.7, 69,  10,  -3, 9, 33.3, ⑩⑩
10, 7,Ｎタイキマｰシャ, 58,長岡禎, 1.5, 60,  -3,   2,16,307.8, ⑧⑨,,,,,,,,,,,,,,,,,,,,,,,,,10,15,Ｅアンジュエ, 72,松若風, 0.9, 66,  11,  -7,10, 38.2, ⑧⑨
11,15,Ｂイルｰシヴキャット, 72,勝浦正, 1.5, 59,  -1,   0, 4, 10.4, ⑤③,,,,,,,,,,,,,,,,,,,,,,,,,11,11,Ｈリスヴェリアｰト, 69,中井裕, 1.0, 66,   8,  -4, 7, 16.3, ⑭⑬
12, 8,Ｍリアリティｰ, 59,杉原誠, 1.7, 56,*  1,  -4,13,157.5, ②②,,,,,,,,,,,,,,,,,,,,,,,,,12, 7,Ｐクリアモｰメント, 63,義英真, 1.0, 65,   5,   0,16,143.3, ⑰⑯
13,11,Ｆイッセキニチョウ, 65,吉田隼, 1.9, 56,  -5,   1,10, 47.0, ⑩⑫,,,,,,,,,,,,,,,,,,,,,,,,,13, 9,Ｎノｰブリｰ, 65,城戸義, 1.1, 63,   3,  -1,11, 40.4, ⑮⑰
14, 1,Ｉクレムリンシチｰ, 61,伊藤工, 1.9, 53,  -7,   2,12,129.7, ⑬⑪,,,,,,,,,,,,,,,,,,,,,,,,,14, 3,Ｇディアマイベイビｰ, 70,勝浦正, 1.1, 63,   2,   2, 3, 10.5, ⑱⑱
15,16,Ｊウエスタンスマイル, 60,村田一, 3.6, 41,  -1, -19,11, 83.9, ⑥④,,,,,,,,,,,,,,,,,,,,,,,,,15,12,Ｑコウエイダイオウ, 56,中村将, 2.0, 54,   8, -19,15, 93.6, ⑪⑫
16,14,Ｈケントヒｰロｰ, 65,岩崎翼, 3.7, 40,  -6, -15, 3,  5.9, ⑫⑬,,,,,,,,,,,,,,,,,,,,,,,,,16, 4,Ｍスリｰキャピトル, 65,鮫島良, 2.4, 54,* 19, -37,14, 92.8, ①①
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,10,Ｒオシャレバンチョウ, 35,松田大, 2.5, 50,* 16, -35,17,179.2, ③③
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,17,Ｏエフティチャｰミｰ, 64,藤懸貴, 2.5, 51,  15, -34,18,234.6, ④④
ｸﾗｽ上位平均:72 ﾚｰｽﾍﾟｰｽ指数:-9 ﾚｰｽｱｶﾞﾘ指数:+3 馬場:良(指数:5),,,,,,,,,,,,ｸﾗｽ上位平均:54 ﾚｰｽﾍﾟｰｽ指数:-37 ﾚｰｽｱｶﾞﾘ指数:+22 馬場:良(指数:4),,,,,,,,,,,,ｸﾗｽ上位平均:72 ﾚｰｽﾍﾟｰｽ指数:-12 ﾚｰｽｱｶﾞﾘ指数:+15 馬場:良(指数:5),,,,,,,,,,,,ｸﾗｽ上位平均:74 ﾚｰｽﾍﾟｰｽ指数:+6 ﾚｰｽｱｶﾞﾘ指数:-5 馬場:良(指数:4),,,,,,,,,,,
単勝:230円 複勝:05=130円 03=420円 06=400円 枠連:760円,,,,,,,,,,,,単勝:350円 複勝:03=110円 05=120円 04=120円 枠連:0円,,,,,,,,,,,,"単勝:690円 複勝:06=190円 03=150円 08=170円 枠連:1,670円",,,,,,,,,,,,"単勝:380円 複勝:05=180円 16=310円 18=690円 枠連:2,660円",,,,,,,,,,,
"馬連:2,140円 ワイド:03-05=840円 05-06=700円 03-06=2,630円",,,,,,,,,,,,馬連:420円 ワイド:03-05=190円 03-04=250円 04-05=220円,,,,,,,,,,,,"馬連:1,500円 ワイド:03-06=440円 06-08=630円 03-08=350円",,,,,,,,,,,,"馬連:2,820円 ワイド:05-16=1,140円 05-18=2,730円 16-18=3,380円",,,,,,,,,,,
"馬単:3,180円 3連複:6,270円 3連単:25,200円",,,,,,,,,,,,"馬単:880円 3連複:320円 3連単:1,780円",,,,,,,,,,,,"馬単:3,370円 3連複:2,500円 3連単:15,860円",,,,,,,,,,,,"馬単:5,650円 3連複:20,400円 3連単:99,760円",,,,,,,,,,,
