14年 5月 3日 東京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,14年 5月 3日 東京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1300m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:6,,,,,■ 4R  芝1800m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:3,,,,,■ 7R  ダ1400m 4歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-7,,,,,■10R  ダ1600m 4歳上1600万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:1,,,,
 9,15,Ｎオｰガスタウインド, 50,嘉藤貴, 1.4, 57,   2,  -9,14,341.8, ⑧⑨, 9, 3,Ｉマルケットリｰ, 53,的場勇, 0.6, 51,*  3, -23,11,111.4,①①①, 9,13,Ｈマスタｰプラチナム, 67,武士沢, 1.4, 62,  -9,   8,10, 66.5, ⑬⑬, 9, 8,Ｆダノンハラショｰ, 82,蛯名正, 0.8, 74,   6,  10,14,212.9, ⑧⑧
10, 8,Ｋダイワランクアップ, 53,大庭和, 1.4, 57,*  6, -15,12,170.1, ③③,10,15,Ｅノリノリハッピｰ, 56,戸崎圭, 0.6, 53,  -1, -12, 5, 10.9,⑫⑨⑨,10,15,Ｍハｰトアンドハｰト, 49,柴田大, 1.5, 60,  -5,   0,14,251.5, ⑥⑤,10, 5,Ｄケンブリッジサン, 83,横山和, 1.1, 71,   6,   5, 7, 17.2, ⑤⑥
11, 4,Ａミスティックヨハネ, 65,戸崎圭, 1.6, 53,   3, -13, 1,  3.6, ⑤⑥,11,18,Ｌロイヤルベビｰ, 45,武士沢, 0.7, 54,  -5,* -6,14,241.5,⑱⑰⑰,11, 1,Ｆショウナンアポロン, 69,松田大, 1.8, 58, -10,   5, 7, 37.0, ⑮⑭,11, 2,Ｋフラアンジェリコ, 79,戸崎圭, 1.1, 70,   5,   7, 4, 11.4, ⑥⑦
12,10,Ｍブルｰウィステリア, 51,田中博, 1.6, 54,   1, -10,15,389.2, ⑥⑧,12,10,Ｊパワｰショット, 51,田中博, 0.9, 50,  -2, -13,17,298.0,⑦⑪⑫,12,11,Ｊシンボリプロント, 61,的場勇, 1.9, 58,  -7,   1,13,193.7, ⑪⑪,12, 9,Ｌデルマイザナミ, 77,松岡正, 1.1, 73,   4,  10,13,209.0, ⑩⑪
13, 1,Ｉフジサンマｰケット, 54,田中勝, 2.6, 45,  -1, -16,11, 62.2, ⑩⑪,13, 6,Ｄシュタｰツオｰパｰ, 57,吉田豊, 0.9, 51,*  2, -22, 3,  6.6,④⑤④,13, 7,Ｋクリｰンオトコギ, 61,秋山真, 2.9, 48,  -8,  -7,11, 79.0, ⑩⑩,13,13,Ｉコスモイｰチタイム, 80,柴田大, 1.2, 74,   4,   9,10, 78.0, ⑨⑩
14,11,Ｐリトル, 29,柴田未, 3.2, 39,  -6, -17,16,396.2, ⑭⑮,14,11,Ｎカツラオｰ, 40,井上敏, 1.3, 46,  -5, -15,13,232.8,⑭⑬⑮,14, 9,Ｎクラウンビション, 49,松岡正, 4.2, 38,  -3, -26,15,299.8, ③③,14,12,Ｍランブリングマン, 75,田中勝, 1.4, 71,   1,  11, 8, 36.6, ⑭⑭
15,12,Ｏノｰブルドリｰム, 46,秋山真, 3.4, 37, -20,  -2,13,255.8, ⑯⑯,15, 9,Ｒグリｰンソｰド, 33,嘉藤貴, 1.3, 46,  -3, -16,18,542.8,⑬⑯⑭,,,,,,,,,,,,,,,,,,,,,,,,
16,13,Ｌコウギョウバクシン, 52,北村宏, 5.1, 25,  -2, -39, 9, 24.0, ⑬⑫,16,13,Ｏジャｰサンプラｰン, 39,柴田善, 1.4, 46,  -4, -16,15,252.6,⑪⑭⑯,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,17,16,Ｐユキノプリンス, 37,松田大, 1.4, 44,*  4, -33,12,128.4,②②②,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,18, 5,Ｑニシノシオン, 36,大庭和, 1.5, 44,  -6, -15,16,292.6,⑯⑱⑱,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:62 ﾚｰｽﾍﾟｰｽ指数:+3 ﾚｰｽｱｶﾞﾘ指数:-2 馬場:良(指数:-3),,,,,,,,,,,,ｸﾗｽ上位平均:62 ﾚｰｽﾍﾟｰｽ指数:+0 ﾚｰｽｱｶﾞﾘ指数:-6 馬場:良(指数:-1),,,,,,,,,,,,ｸﾗｽ上位平均:72 ﾚｰｽﾍﾟｰｽ指数:-11 ﾚｰｽｱｶﾞﾘ指数:+3 馬場:良(指数:-3),,,,,,,,,,,,ｸﾗｽ上位平均:84 ﾚｰｽﾍﾟｰｽ指数:-7 ﾚｰｽｱｶﾞﾘ指数:+2 馬場:良(指数:-3),,,,,,,,,,,
単勝:750円 複勝:03=250円 02=230円 14=400円 枠連:600円,,,,,,,,,,,,"単勝:3,030円 複勝:04=550円 14=190円 12=170円 枠連:3,240円",,,,,,,,,,,,"単勝:370円 複勝:14=190円 10=250円 04=160円 枠連:2,230円",,,,,,,,,,,,"単勝:830円 複勝:11=290円 04=380円 06=260円 枠連:3,940円",,,,,,,,,,,
"馬連:1,900円 ワイド:02-03=670円 03-14=1,770円 02-14=1,180円",,,,,,,,,,,,"馬連:6,070円 ワイド:04-14=1,750円 04-12=1,300円 12-14=460円",,,,,,,,,,,,"馬連:2,920円 ワイド:10-14=1,090円 04-14=470円 04-10=630円",,,,,,,,,,,,"馬連:5,610円 ワイド:04-11=1,410円 06-11=1,160円 04-06=1,460円",,,,,,,,,,,
"馬単:4,120円 3連複:7,920円 3連単:48,430円",,,,,,,,,,,,"馬単:16,980円 3連複:7,460円 3連単:88,130円",,,,,,,,,,,,"馬単:3,950円 3連複:3,770円 3連単:18,710円",,,,,,,,,,,,"馬単:9,010円 3連複:14,270円 3連単:73,050円",,,,,,,,,,,
■ 2R  ダ1600m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-1,,,,,■ 5R  芝1600m 3 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:5,,,,,■ 8R  芝1400m 4歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:4,,,,,■11R  芝2400m 3 歳ｵｰﾌﾟﾝ(国) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:3,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ﾃﾚﾋﾞ東京杯青葉賞 ＧⅡ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,12,Ｇコスモナチュラル, 54,柴田大,, 62,   7,* -6, 9, 54.8, ④⑥, 1, 7,Ｅフライングスキップ, 58,三浦皇,, 61,  -2,*  1, 1,  3.6, ⑪⑪, 1, 4,Ｈエポワス, 68,柴田善,, 73,*-11,   9, 1,  3.8, ①①, 1,11,Ｅショウナンラグｰン, 80,吉田豊,, 86,   2,* 19,10, 53.1,⑮⑭⑮
 2, 2,Ｌチャンピオンリング, 46,井上敏, 0.2, 59,   5,* -5,11, 54.9, ⑥⑩, 2,16,Ｇコスモラパン, 54,柴田大, 0.0, 63,*  5,  -7, 7, 17.5, ④③, 2,11,Ｄダノンビｰナス, 70,横山和, 0.2, 72, -12,  11,11, 31.6, ⑤⑤, 2, 2,Ｃワｰルドインパクト, 80,シュタ, 0.0, 82,   4,  13, 1,  2.6,⑦⑨⑦
 3, 9,Ｉキネオストレッタ, 52,田辺裕, 0.2, 57,*  8, -10, 3,  7.2, ②②, 3, 2,Ｄミュゼミランダ, 60,田辺裕, 0.1, 59,*  3,  -7, 4,  6.0, ③④, 3, 2,Ｇレｰヴドプランス, 69,松田大, 0.3, 71, -13,   9, 6, 14.7, ④④, 3,13,Ｉヤマノウィザｰド, 74,戸崎圭, 0.1, 83,   3,  15, 4, 10.0,⑩⑫⑪
 4,14,Ｂマウントマズル, 59,柴田善, 0.3, 57,   6,  -8, 5, 13.9, ⑩⑨, 4,18,Ｉロｰゼクヴァルツ, 51,北村宏, 0.1, 58,   1,  -6,15, 97.8, ⑥⑥, 4,15,Ｊプレイアップ, 67,田辺裕, 0.3, 72, -16,* 14, 8, 19.5, ⑩⑨, 4,10,Ｄゴｰルドアクタｰ, 80,石橋脩, 0.1, 81,   5,  10, 7, 22.5,⑧⑦⑧
 5, 3,Ｏプラネットマジック, 22,戸崎圭, 0.7, 53,*  8, -15, 6, 17.7, ①①, 5,10,Ｌジェイケイカルミア, 49,柴田善, 0.2, 60,  -4,*  3,13, 66.2, ⑫⑫, 5, 7,Ｉエスユｰハリケｰン, 67,田中勝, 0.4, 69, -13,   8, 4,  9.9, ⑧⑥, 5, 6,Ｇピオネロ, 75,蛯名正, 0.2, 82,   3,  13, 5, 13.2,⑪⑩⑫
 6, 7,Ｃトｰアキヨモリ, 59,武士沢, 0.8, 54,   4,  -9,12, 56.3, ⑫⑫, 6, 6,Ｆハｰトオブクラリス, 57,田中勝, 0.2, 57,   1,  -6, 8, 25.9, ⑨⑦, 6,16,Ｌファイアマｰシャル, 57,蛯名正, 0.4, 69, -13,   7, 9, 20.9, ③③, 6, 3,Ａマイネルフロスト, 82,柴田大, 0.2, 80,*  6,   6, 3,  6.5,③⑤③
 7, 1,Ｅフェイトアゲン, 56,的場勇, 0.8, 56,   4,  -8, 7, 30.5, ⑪⑪, 7,17,Ｂバトルジェジェジェ, 61,蛯名正, 0.3, 58,  -9,*  8, 5,  6.8, ⑯⑯, 7,14,Ｍシュリメジャｰ, 57,石橋脩, 0.5, 67,*-12,   4,13, 61.1, ②②, 7,16,Ｑエイシンエルヴィン, 67,秋山真, 0.3, 81,   2,  15, 9, 50.5,⑬⑬⑭
 8, 6,Ｆダンディゴｰルド, 56,吉田豊, 0.9, 54,   2,* -6, 8, 36.1, ⑭⑬, 8,12,Ｈエンジェルフォｰス, 52,吉田豊, 0.5, 56,   0,  -9,11, 49.3, ⑧⑨, 8, 5,Ｂカケダシ, 73,横山典, 0.5, 70, -21,* 16, 5, 13.9, ⑮⑬, 8, 9,Ｋウインマｰレライ, 72,松岡正, 0.3, 78,   5,   6,13, 77.6,④⑥⑤
 9, 5,Ｊグランミリュｰ, 51,三浦皇, 1.1, 52,   0,* -5,15,112.2, ⑬⑭, 9, 5,Ｏリクエストアワｰ, 46,内田博, 0.6, 53,*  4, -16, 3,  5.7, ②②, 9, 8,Ｅロングシャドウ, 69,三浦皇, 0.6, 69, -19,* 13, 3,  4.9, ⑬⑭, 9,15,Ｊマテンロウボス, 73,松田大, 0.3, 83,   1,* 19,16,246.6,⑱⑱⑰
10,10,Ｈリキマル, 53,嘉藤貴, 1.7, 48,   5, -19,14, 82.3, ⑨⑧,10, 8,Ｃウインアプロｰズ, 61,松岡正, 0.6, 54,   2, -13,14, 70.1, ⑤⑤,10, 6,Ｏヤサカオディｰル, 55,武士沢, 0.8, 67, -18,  10,15,195.7, ⑨⑪,10, 7,Ｍファｰガソン, 70,武士沢, 0.4, 83,   0,* 19,12, 68.6,⑰⑰⑱
11,13,Ａデュｰイ, 64,松岡正, 2.2, 46,   8, -26, 1,  2.6, ⑧⑤,11, 4,Ｑリヴィダス, 44,横山和, 0.7, 49,*  5, -21, 9, 35.9, ①①,11, 9,Ｆムｰンベックカフェ, 69,井上敏, 0.8, 65, -18,   9,12, 31.8, ⑪⑫,11, 5,Ｂラングレｰ, 82,北村宏, 0.4, 81,   2,  16, 2,  3.2,⑭⑯⑯
12,15,Ｎチョココロネ, 37,秋山真, 2.3, 43,  -2, -12,13, 74.7, ⑮⑮,12, 3,Ｎシャドウマスク, 47,石橋脩, 0.8, 51,  -3,  -9,12, 61.7, ⑩⑩,12, 1,Ｃインステイト, 70,戸崎圭, 1.0, 61, -17,   4, 2,  3.8, ⑥⑦,12, 8,Ｎナンヨｰマｰク, 69,柴田善, 0.6, 76,   4,   3,15,179.4,⑥⑧⑥
13, 8,Ｄフロｰラルパレｰド, 57,北村宏, 2.3, 44,   7, -26, 2,  3.3, ⑦⑦,13,13,Ａカレｰニナ, 61,横山典, 0.9, 48,  -7,  -2, 2,  5.6, ⑮⑮,13,10,Ｋジョアンシｰピン, 66,北村宏, 1.2, 59, -16,   0,10, 31.5, ⑦⑧,13,17,Ｈシャンパｰニュ, 74,内田博, 1.1, 70,*  7, -11, 8, 36.1,①①①
14, 4,Ｍアビエイタｰ, 40,内田博, 2.4, 43,   7, -28, 4,  7.6, ⑤④,14,15,Ｊグランドエンジェル, 51,井上敏, 1.2, 47,  -9,  -3,17,268.5, ⑰⑰,14, 3,Ｎポイントキセキ, 55,嘉藤貴, 1.3, 63, -26,* 13,14,121.5, ⑯⑯,14, 4,Ｐテオドリｰコ, 68,田辺裕, 1.8, 64,   3, -11,14,176.5,⑨⑪⑩
15,16,Ｋヴィンセンツイヤｰ, 46,田中勝, 3.0, 39,*  8, -34,10, 54.9, ③③,15,11,Ｍプリュヴィオｰズ, 48,二本柳, 1.2, 46,  -5, -11,18,280.0, ⑭⑭,15,12,Ａミラクルラヴィ, 74,松岡正, 1.3, 59, -17,   1, 7, 17.6, ⑫⑩,15,12,Ｌナスノアオバ, 70,三浦皇, 2.5, 58,*  6, -29,11, 57.0,⑤③④
16,11, ロｰツェフェイス,---,田中博, 3.7, 35,  -9, -12,16,267.8, ⑯⑯,16,14,Ｐナイスクオリア, 44,武士沢, 1.4, 46, -10,  -5,16,240.0, ⑱⑱,16,13,Ｐゼニガタセｰジ, 41,吉田豊, 1.3, 64, -22,  10,16,208.4, ⑭⑮,16, 1,Ｏタイセイクルｰズ, 68,田中勝, 3.0, 55,   2, -24,17,355.7,⑫⑮⑬
,,,,,,,,,,,,17, 1,Ｒコウヨウハｰト, 41,秋山真, 1.7, 39,   0, -27,10, 40.4, ⑦⑧,,,,,,,,,,,,,17,18,Ｆアドミラルシップ, 75,横山典, 5.0, 45,*  6, -66, 6, 18.6,②②②
,,,,,,,,,,,,18, 9,Ｋサクラフォンテｰヌ, 51,戸崎圭, 1.8, 39,  -6, -18, 6, 13.3, ⑬⑬,,,,,,,,,,,,,18,14,Ｒケンブリッジベスト, 58,大庭和, 6.3, 16,   5, -79,18,549.5,⑯④⑨
ｸﾗｽ上位平均:62 ﾚｰｽﾍﾟｰｽ指数:+7 ﾚｰｽｱｶﾞﾘ指数:-10 馬場:良(指数:-3),,,,,,,,,,,,ｸﾗｽ上位平均:61 ﾚｰｽﾍﾟｰｽ指数:+1 ﾚｰｽｱｶﾞﾘ指数:-2 馬場:良(指数:-1),,,,,,,,,,,,ｸﾗｽ上位平均:72 ﾚｰｽﾍﾟｰｽ指数:-15 ﾚｰｽｱｶﾞﾘ指数:+5 馬場:良(指数:-1),,,,,,,,,,,,ｸﾗｽ上位平均:83 ﾚｰｽﾍﾟｰｽ指数:-2 ﾚｰｽｱｶﾞﾘ指数:+5 馬場:良(指数:-1),,,,,,,,,,,
"単勝:5,480円 複勝:12=1,110円 02=1,410円 09=270円 枠連:24,640円",,,,,,,,,,,,単勝:360円 複勝:07=160円 16=430円 02=200円 枠連:920円,,,,,,,,,,,,"単勝:380円 複勝:04=190円 11=960円 02=380円 枠連:2,470円",,,,,,,,,,,,"単勝:5,310円 複勝:11=730円 02=150円 13=320円 枠連:3,010円",,,,,,,,,,,
"馬連:119,790円 ワイド:02-12=24,580円 09-12=4,800円 02-09=4,930円",,,,,,,,,,,,"馬連:2,920円 ワイド:07-16=990円 02-07=500円 02-16=1,020円",,,,,,,,,,,,"馬連:6,390円 ワイド:04-11=2,200円 02-04=1,260円 02-11=5,440円",,,,,,,,,,,,"馬連:4,990円 ワイド:02-11=1,540円 11-13=4,270円 02-13=550円",,,,,,,,,,,
"馬単:227,290円 3連複:228,360円 3連単:3,145,690円",,,,,,,,,,,,"馬単:4,790円 3連複:4,760円 3連単:27,880円",,,,,,,,,,,,"馬単:9,530円 3連複:27,500円 3連単:141,090円",,,,,,,,,,,,"馬単:19,460円 3連複:12,190円 3連単:138,430円",,,,,,,,,,,
■ 3R  ダ1400m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:8,,,,,■ 6R  ダ1600m 3 歳500万 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:2,,,,,■ 9R  芝2400m 4歳上1000万(混) ﾊﾝﾃﾞ,,,,,,,出走馬ﾚﾍﾞﾙ:6,,,,,■12R  ダ2100m 4歳上1000万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:2,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,陣馬特別,,,,,,,,,,,,,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 4,Ａプロトコル, 59,的場勇,, 60,* -1,   1, 3,  5.9, ①①, 1, 4,Ｄペアン, 71,内田博,, 75,*  4,* 12, 2,  4.0, ①①, 1, 2,Ｌオリジナルスマイル, 72,蛯名正,, 82,  19, -16, 6, 11.2,⑨⑨⑧, 1, 7,Ａナリタポセイドン, 81,武士沢,, 81,*  8,* 12, 1,  3.3,⑦⑥⑤
 2, 8,Ｃマハｰシュリｰ, 57,横山典, 0.1, 60,  -3,*  3, 4,  8.3, ③④, 2,13,Ａリッカルド, 75,蛯名正, 0.1, 74,*  3,* 13, 3,  4.3, ②②, 2, 8,Ｇアンバサドゥｰル, 78,柴田善, 0.2, 81,  18, -16,14, 65.8,⑪⑩⑩, 2, 1,Ｋポッドスタｰ, 74,シュタ, 0.3, 79,*  8,* 10,11, 32.1,③③③
 3, 2,Ｅユキノビリｰブ, 55,秋山真, 0.7, 55,  -5,   1, 9, 47.1, ⑨⑥, 3,14,Ｂハイアｰレｰト, 72,吉田豊, 0.3, 72,   2,* 12, 1,  2.9, ⑤④, 3, 5,Ｉピュアソルジャｰ, 78,吉田豊, 0.2, 82,  18,*-13, 8, 17.0,⑬⑫⑪, 3, 8,Ｊロｰマンエンブレム, 75,田中勝, 0.8, 75,*  8,   3, 7, 16.0,①①①
 4,13,Ｋウラレナ, 51,北村宏, 0.9, 53,  -4,  -2, 1,  3.1, ⑪⑨, 4, 3,Ｃスマｰトダイバｰ, 72,戸崎圭, 0.8, 68,   2,   8, 5,  8.9, ③③, 4, 6,Ｂヴァｰティカルサン, 86,田辺裕, 0.3, 79,  19, -22, 4,  6.8,⑦⑦⑤, 4,13,Ｂホワイトフリｰト, 79,内田博, 0.8, 77,   7,   7, 5, 10.7,⑥⑦⑧
 5,12,Ｍクイックデピュティ, 49,田中勝, 0.9, 53,* -2,  -5,11, 70.1, ⑤③, 5, 8,Ｊタマモマズルカ, 63,柴田大, 1.1, 68,   0,   8, 8, 53.0, ⑦⑦, 5,14,Ｈトルｰクマクト, 78,武士沢, 0.3, 81,  20, -21,10, 19.7,⑧⑧⑥, 5, 6,Ｉブライトジェム, 76,松岡正, 0.9, 76,   7,   7,15, 87.6,⑨⑧⑥
 6,11,Ｂインスタイル, 59,蛯名正, 1.0, 53,  -8,   2, 2,  3.4, ⑯⑮, 6, 5,Ｋチェｰザレ, 62,北村宏, 1.6, 63,   2,   2, 4,  6.8, ④⑤, 6,13,Ａランフォｰジン, 88,三浦皇, 0.6, 79,  17,*-14, 9, 17.5,⑭⑭⑬, 6,11,Ｈメイショウシャイン, 76,田中博, 1.0, 76,   7,   7, 3,  7.2,⑪⑩⑪
 7, 9,Ｆワンハｰト, 55,戸崎圭, 1.0, 53,  -9,*  3, 7, 17.2, ⑮⑯, 7, 9,Ｎインペリアルブルｰ, 37,横山和, 1.9, 61,   0,   3, 9, 61.9, ⑨⑪, 7, 4,Ｊニシノボレロ, 75,横山典, 0.7, 75,  17, -17, 2,  6.2,⑫⑬⑭, 6, 4,Ｄダヴィンチバロｰズ, 78,石橋脩, 1.0, 75,   6,   8,14, 48.4,⑭⑭⑫
 8,14,Ｉセイユウパワｰ, 53,松岡正, 1.5, 49,  -4,  -7,12, 86.7, ⑥⑦, 8, 2,Ｇロマンシｰズ, 67,柴田善, 1.9, 60,  -3,   5,11, 74.6, ⑫⑫, 8,10,Ｄタイセイドリｰム, 84,松岡正, 0.8, 76,* 21, -33, 1,  3.6,⑥⑥④, 8,14,Ｅハｰドロッカｰ, 78,北村宏, 1.1, 76,*  9,   3, 4,  7.5,②②②
 9, 3,Ｄドゥｰイット, 55,嘉藤貴, 1.6, 49,  -6,  -5,10, 48.2, ⑩⑪, 9,10,Ｉスズトラッド, 65,田中勝, 2.0, 60,   0,   1, 7, 51.1, ⑩⑨, 9, 1,Ｃファルスタｰ, 85,内田博, 0.9, 76,  17, -21, 3,  6.2,⑩⑪⑫, 9,12,Ｃトニｰポケット, 78,吉田豊, 1.4, 72,   7,   2, 8, 21.0,⑩⑨⑨
10, 1, ヴァｰノン,---,田中博, 1.9, 46,  -9,  -6,14,133.5, ⑬⑬,10,11,Ｆチャンスメイク, 68,田辺裕, 2.8, 54,  -3,  -1,12, 80.1, ⑬⑬,10,12,Ｆブライトボｰイ, 81,戸崎圭, 1.2, 73,* 22, -40, 5,  9.8,③③②,10, 2,Ｐマイネルボンド, 73,柴田大, 1.5, 72,   7,   1, 6, 13.3,⑤⑤⑦
11, 6,Ｌベニノラブリｰ, 49,大庭和, 2.0, 47,  -7,  -7,13,107.8, ⑭⑭,11,12,Ｍファｰストオｰサｰ, 50,大庭和, 3.2, 53,   1, -11,14,175.2, ⑥⑥,11, 3,Ｋロｰドランパｰト, 74,シュタ, 1.3, 73,* 21, -40,12, 35.1,④④③,11, 9,Ｎバンクシｰ, 74,井上敏, 1.8, 70,   6,   2,10, 29.2,⑧⑪⑬
12, 5,Ｇヴィジオネｰル, 54,松田大, 2.3, 43,* -1, -17, 8, 20.1, ②②,12, 6,Ｌキｰビスケット, 60,松田大, 3.9, 46,   0, -16,13, 95.3, ⑧⑧,12, 9,Ｅグッドカフェ, 81,柴田大, 1.9, 71,  18, -40, 7, 16.4,⑤⑤⑨,12, 5,Ｌネオヴェリｰブル, 74,三浦皇, 2.1, 68,   6,  -1, 9, 24.5,⑬⑬⑭
