14年 4月19日 福島,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,14年 4月19日 福島,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1700m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:4,,,,,■ 4R  芝1200m 3 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:5,,,,,■ 7R  ダ1150m 4歳上500万(牝) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:1,,,,,■10R  芝2600m 4歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:2,,,,
 9, 8,Ｊシャイニｰピュｰマ, 50,吉田隼, 1.1, 49,  -2,  -5, 8, 17.5,⑦⑤⑥, 9, 3, メイショウヤマヒメ,---,松若風, 2.1, 41,   0, -25,12,120.5, ⑦⑦, 9, 8,Ｅマｰティンオｰト, 68,川須栄, 0.6, 60,   2,   1, 3,  4.7, ⑩⑨, 9, 5,Ｃコスモハヤブサ, 74,丹内祐, 1.3, 66,  11, -13,10, 28.7,⑫⑧⑥
10, 7,Ｉヒラボクヒｰロｰ, 50,藤岡康, 1.2, 47,  -4,  -4, 5, 10.7,⑪⑩⑩,10, 2,Ｈスイｰトノエル, 39,長岡禎, 2.5, 37, -10, -19,14,159.6, ⑫⑫,10,14,Ｄカルブンクルス, 69,勝浦正, 0.7, 57,   1,  -1, 1,  3.3, ⑪⑫,10,10,Ｍトレｰドウィンド, 61,松若風, 1.7, 61,  10, -21,11, 35.8,⑥⑦⑩
11, 2,Ｆタマモムｰンライト, 53,田中博, 2.3, 39,  -4, -13,11, 68.5,⑥⑧⑪,11,10, ヤマトレディ,---,黛弘人, 2.6, 40,* 10, -40,15,178.4, ②②,11,11,Ｌチュウワダンサｰ, 59,嘉藤貴, 0.9, 55,   0,   0,14,300.1, ⑬⑬,11,15,Ｐステｰジナｰヴ, 53,丸山元, 2.3, 59,   7, -16,15,135.8,⑬⑭⑫
12,10,Ｈサンアンドムｰン, 50,津村明, 2.5, 41,  -3, -13, 9, 35.5,⑫⑫⑬,12, 4, パレントゥチェリ,---,伴啓太, 2.6, 39, -17, -14, 9, 67.8, ⑬⑬,12, 7,Ｋタイキマｰシャ, 61,松若風, 1.3, 54,*  8, -11,11, 52.0, ②②,12,14,Ｉリッカタキシｰド, 66,柴山雄, 3.1, 53,   7, -24,13,100.2,⑮⑮⑭
13, 5,Ｋトｰアサムライ, 45,丸山元, 3.2, 33,* -1, -26,13,145.3,②②⑧,13, 6, ベラドンナリリｰ,---,田中博, 2.9, 35, -16, -19,16,269.7, ⑭⑭,13,13,Ｍピンクストｰン, 54,中谷雄, 1.3, 52,   3,  -7,12, 69.5, ⑨⑩,13, 3,Ｌマキハタテノｰル, 64,中谷雄, 3.7, 51,* 14, -61, 9, 25.4,①①③
14,15,Ｍタケルマヤ, 41,宮崎北, 5.0, 24,  -5, -33,15,252.5,⑨⑭⑭,14,16, スペｰラ,---,石川裕, 3.3, 28,  -5, -35,11,116.2, ⑩⑪,14, 2,Ｎステキトワイライト, 49,城戸義, 2.5, 43,*  8, -22, 9, 36.9, ①①,14,11,Ｇリッカシェクル, 69,中舘英, 5.4, 46,   7, -52,16,152.7,⑯⑯⑮
15, 6, ワイドスパｰクル,---,城戸義, 5.3, 20,  -9, -30,14,220.3,⑮⑮⑮,15,11,Ｇアイファｰニｰニャ, 39,川須栄, 3.3, 13, -18, -22,10, 68.7, ⑮⑮,,,,,,,,,,,,,15,12,Ｎインキュベｰタｰ, 58,中井裕, 6.3, 13,   9, -80,14,122.2,④⑩⑯
,,,,,,,,,,,,16, 9, スズノユｰミン,---,大野拓, 8.2,-72, -51, -53,13,122.3, ⑯⑯,,,,,,,,,,,,,16, 9,Ｋエリンジュｰム, 66,吉田隼, 6.8,  4,  12, -99, 8, 20.7,②③⑬
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:62 ﾚｰｽﾍﾟｰｽ指数:-3 ﾚｰｽｱｶﾞﾘ指数:+0 馬場:良(指数:-2),,,,,,,,,,,,ｸﾗｽ上位平均:61 ﾚｰｽﾍﾟｰｽ指数:+3 ﾚｰｽｱｶﾞﾘ指数:-10 馬場:良(指数:3),,,,,,,,,,,,ｸﾗｽ上位平均:69 ﾚｰｽﾍﾟｰｽ指数:-1 ﾚｰｽｱｶﾞﾘ指数:-5 馬場:良(指数:-2),,,,,,,,,,,,ｸﾗｽ上位平均:72 ﾚｰｽﾍﾟｰｽ指数:+5 ﾚｰｽｱｶﾞﾘ指数:-8 馬場:良(指数:3),,,,,,,,,,,
"単勝:360円 複勝:03=140円 04=320円 14=410円 枠連:1,840円",,,,,,,,,,,,"単勝:340円 複勝:07=150円 08=240円 14=240円 枠連:1,820円",,,,,,,,,,,,"単勝:400円 複勝:10=170円 12=370円 09=570円 枠連:1,800円",,,,,,,,,,,,単勝:390円 複勝:01=170円 04=200円 06=180円 枠連:910円,,,,,,,,,,,
"馬連:1,980円 ワイド:03-04=720円 03-14=800円 04-14=1,740円",,,,,,,,,,,,"馬連:1,740円 ワイド:07-08=550円 07-14=530円 08-14=1,100円",,,,,,,,,,,,"馬連:2,300円 ワイド:10-12=790円 09-10=1,180円 09-12=2,390円",,,,,,,,,,,,"馬連:1,100円 ワイド:01-04=450円 01-06=460円 04-06=590円",,,,,,,,,,,
"馬単:3,120円 3連複:11,160円 3連単:45,430円",,,,,,,,,,,,"馬単:2,750円 3連複:3,990円 3連単:17,290円",,,,,,,,,,,,"馬単:3,480円 3連複:11,040円 3連単:35,700円",,,,,,,,,,,,"馬単:2,020円 3連複:1,900円 3連単:7,280円",,,,,,,,,,,
■ 2R  芝1800m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:2,,,,,■ 5R  ダ1700m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-5,,,,,■ 8R  ダ1700m 4歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:5,,,,,■11R  ダ1700m 4歳上1000万(混) ﾊﾝﾃﾞ,,,,,,,出走馬ﾚﾍﾞﾙ:2,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ﾗｼﾞｵ福島賞,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,16,Ｌキズナエンドレス, 39,伊藤工,, 58,*  1,  -6, 8, 31.0,②②②, 1, 6,Ｍトップボンバｰ, 48,松若風,, 65,*  8,*  4, 7, 18.1,①①①, 1, 2,Ｃセトノプロミス, 73,柴山雄,, 69,   2,*  6, 2,  4.8,②④③, 1, 7,Ｅスズカヴィグラス, 81,吉田隼,, 80,   7,* 12, 4,  9.3,⑩⑧⑧
 2, 9,Ｄワクワクカンヲ, 60,松若風, 0.2, 57,  -6,*  4, 1,  2.8,⑪⑪⑧, 2,12,Ｄライトオブホｰプ, 61,柴山雄, 0.5, 60,*  7,   0, 1,  2.8,②②②, 2, 4,Ｆナリタムｰンライト, 72,田中博, 0.3, 68,   0,*  8, 8, 17.0,⑧⑨⑦, 2, 6,Ａソルモンタｰレ, 83,荻野琢, 0.6, 76,   5,* 10, 9, 20.4,⑨⑪⑨
 3,15,Ａプロレタリアト, 65,長岡禎, 0.2, 58,  -6,*  4, 9, 36.3,⑫⑫⑪, 3,11,Ｂコスモカウピリ, 65,丹内祐, 0.9, 57,*  6,  -2, 2,  4.1,④③③, 3,15,Ｄマイネルガネｰシャ, 73,丹内祐, 0.5, 65,   2,   2,12,102.7,⑥⑤⑤, 3,14,Ｇサナシオン, 78,松田大, 0.6, 73,*  8,   4, 1,  4.4,④③③
 4, 4,Ｇトｰアリズム, 50,伴啓太, 0.3, 54,* -1,  -7,12, 51.1,③③③, 4, 5,Ｅクリュｰサオｰル, 60,川須栄, 0.9, 60,   4,   1, 4,  8.4,⑨⑤⑤, 4,12,Ａクラウディオス, 75,松田大, 0.6, 66,   0,*  5, 1,  2.9,⑬⑪⑪, 4,15,Ｂアドマイヤイバマ, 83,丸山元, 0.7, 73,*  8,   2, 5,  9.6,②②②
 5, 6,Ｃノリノリハッピｰ, 62,丸山元, 0.5, 54,  -3,  -4, 4,  5.6,⑧⑦⑤, 5, 8,Ｃリムショット, 62,横山和, 1.3, 56,   3,   2, 3,  7.0,⑦⑧⑥, 5, 7,Ｂボストンリョウマ, 75,岩崎翼, 0.7, 64,   1,   2, 3,  7.5,⑤⑥⑥, 5, 8,Ｈケツァルコアトル, 77,柴山雄, 0.8, 72,   7,   4,10, 21.4,⑥⑤④
 6, 5, キングナポレオン,---,藤岡康, 0.6, 52,*  0, -11, 3,  5.3,⑤④④, 6, 4,Ｎゲｰムクライシス, 26,丸田恭, 1.4, 53,   0,*  5,11, 41.9,⑩⑩⑨, 6,11,Ｉタニノタキシｰド, 69,川須栄, 0.9, 66,*  3,  -2, 5,  7.7,④③②, 6,12,Ｄエイトプリンス, 81,杉原誠, 1.1, 73,   0,* 14,12, 31.1,⑮⑮⑬
 7,13,Ｈビリｰヴザワン, 47,黛弘人, 0.6, 51,*  1, -16, 6, 23.1,①①①, 7, 9,Ｆハッピｰロｰド, 60,荻野琢, 1.5, 56,  -1,*  5, 5, 14.2,⑮⑫⑪, 7, 3,Ｏサイレントサタデｰ, 52,中井裕, 1.1, 64,*  3,  -5, 4,  7.7,①①①, 7,11,Ｃラロｰザブル, 83,藤岡康, 1.1, 71,   4,   6, 3,  4.9,⑫⑫⑩
 8,10,Ｅヤマニンマルキｰザ, 60,柴山雄, 1.0, 49,  -7,  -4, 5, 14.3,⑮⑭⑫, 8,15,Ｇカフジスタｰ, 58,古川吉, 1.5, 54,*  6,  -6, 6, 15.2,⑤④④, 8, 8,Ｇクオリティタイム, 72,吉田隼, 1.3, 65,  -1,   4, 9, 46.2,⑭⑬⑭, 8, 9,Ｍメイショウオトコギ, 73,田中博, 1.3, 70,   3,   6,14, 72.3,⑬⑬⑫
 9,14,Ｂウイングオブハｰツ, 64,吉田隼, 1.1, 46,  -2, -17, 2,  4.4,⑥⑤⑥, 9,14,Ａエスケイオスカｰ, 65,岩崎翼, 2.5, 47,  -2,  -1, 8, 19.0,⑫⑬⑭, 9, 6,Ｅウインサｰガ, 73,藤岡康, 1.4, 61,   0,  -1, 6,  9.6,⑨⑩⑧, 9,13,Ｋアルスマルカｰト, 75,中谷雄, 1.4, 69,*  8,  -1, 7, 16.4,⑧⑥⑦
10,11,Ｆマイネネフリティス, 59,丹内祐, 1.3, 47,  -2, -16,10, 39.9,⑨⑧⑨,10, 2,Ｌソフィスティケイト, 48,勝浦正, 2.8, 46,   0,  -7,12, 54.0,⑪⑪⑫,10,14,Ｋハリマヤヨサコイ, 64,的場勇, 1.4, 60,   2,  -4,11, 93.2,⑦⑦⑨,10,10,Ｉシンコｰムｰン, 76,古川吉, 1.7, 66,*  8,  -5,11, 23.8,⑦④⑤
11, 7,Ｍゴｰルドレインズ, 35,木幡初, 1.5, 45,  -8,  -8,11, 47.7,⑬⑯⑯,11, 1,Ｈレオウィッシュ, 54,伴啓太, 2.8, 47,  -3,  -2,10, 24.2,⑬⑭⑬,11,13,Ｌマルシゲサムライ, 63,古川吉, 1.8, 59,  -1,  -2,14,162.8,⑪⑫⑫,11, 4,Ｎタイセイワイルド, 73,大野拓, 1.9, 66,   7,  -4,13, 43.6,⑪⑦⑥
12, 8,Ｋクリアｰパッション, 39,宮崎北, 1.5, 44,  -7, -10,13,114.4,⑭⑬⑭,12,10,Ｉデルマフクゾウ, 53,川島信, 2.8, 46,   2,  -9,14,108.1,⑥⑨⑩,12, 9,Ｊトラスティｰ, 66,大野拓, 1.9, 58,  -3,   0,10, 78.7,⑮⑮⑮,12, 5,Ｊスマｰトレパｰド, 75,中井裕, 2.1, 68,   2,   2, 2,  4.6,⑭⑭⑭
13,12,Ｎフッコウダマシイ, 32,大野拓, 1.6, 43,  -7, -12,14,115.9,⑯⑮⑬,13, 3,Ｏフォｰティンアワズ,-14,原田和, 3.6, 42,  -3,  -8,15,290.1,⑭⑮⑮,13, 1,Ｍユキノマルガリｰタ, 59,西田雄, 1.9, 58,  -3,  -1,15,221.8,⑫⑭⑬,13, 1,Ｆトｰセンブリッツ, 79,川須栄, 2.3, 65,   5,  -5, 8, 17.8,⑤⑩⑪
14, 1,Ｊウインシビュラ, 40,津村明, 2.2, 36,  -3, -28,15,229.0,④⑥⑦,14, 7,Ｋワンダｰエタｰナル, 50,竹之下, 3.7, 40,   4, -20,13, 75.0,③⑥⑦,14,10,Ｈケイアイホクトセイ, 70,勝浦正, 2.0, 56,   1,  -8, 7, 12.7,⑩⑧⑩,14, 2,Ｌアスタｰピｰス, 74,菱田裕, 2.9, 56,*  8, -17, 6, 14.4,①①①
15, 3, デルマモナｰク,---,川須栄, 2.8, 29,  -6, -33, 7, 24.4,⑩⑩⑩,15,13,Ｊコクシブルｰス, 52,丸山元, 4.4, 35,   3, -26, 9, 20.6,⑧⑦⑧,15, 5,Ｎニシノプレゼンス, 59,中谷雄, 2.4, 53,*  3, -15,13,128.0,③②④,15, 3,Ｏエスケイティアラ, 59,城戸義, 3.0, 59,   5, -11,15,153.9,③⑨⑮
16, 2,Ｉワビチャ, 41,中谷雄, 5.8, -8,  -6, -75,16,231.5,⑦⑨⑮,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:62 ﾚｰｽﾍﾟｰｽ指数:-1 ﾚｰｽｱｶﾞﾘ指数:-3 馬場:良(指数:3),,,,,,,,,,,,ｸﾗｽ上位平均:62 ﾚｰｽﾍﾟｰｽ指数:+4 ﾚｰｽｱｶﾞﾘ指数:+1 馬場:良(指数:-2),,,,,,,,,,,,ｸﾗｽ上位平均:72 ﾚｰｽﾍﾟｰｽ指数:-4 ﾚｰｽｱｶﾞﾘ指数:-2 馬場:良(指数:-2),,,,,,,,,,,,ｸﾗｽ上位平均:79 ﾚｰｽﾍﾟｰｽ指数:-2 ﾚｰｽｱｶﾞﾘ指数:-2 馬場:良(指数:-2),,,,,,,,,,,
"単勝:3,100円 複勝:16=1,010円 09=140円 15=850円 枠連:1,640円",,,,,,,,,,,,"単勝:1,810円 複勝:06=440円 12=140円 11=160円 枠連:1,440円",,,,,,,,,,,,"単勝:480円 複勝:02=210円 04=520円 15=1,810円 枠連:2,230円",,,,,,,,,,,,"単勝:930円 複勝:07=300円 06=390円 14=170円 枠連:8,760円",,,,,,,,,,,
"馬連:5,030円 ワイド:09-16=1,630円 15-16=7,970円 09-15=1,240円",,,,,,,,,,,,"馬連:2,260円 ワイド:06-12=890円 06-11=1,520円 11-12=320円",,,,,,,,,,,,"馬連:2,620円 ワイド:02-04=1,210円 02-15=6,190円 04-15=15,600円",,,,,,,,,,,,"馬連:8,730円 ワイド:06-07=2,000円 07-14=1,060円 06-14=1,370円",,,,,,,,,,,
"馬単:13,150円 3連複:33,690円 3連単:280,420円",,,,,,,,,,,,"馬単:4,710円 3連複:3,990円 3連単:24,850円",,,,,,,,,,,,"馬単:4,300円 3連複:85,100円 3連単:262,110円",,,,,,,,,,,,"馬単:15,780円 3連複:12,580円 3連単:98,930円",,,,,,,,,,,
■ 3R  ダ1150m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:1,,,,,■ 6R  芝2000m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:3,,,,,■ 9R  芝1800m 4歳上500万(牝) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:11,,,,,■12R  芝1200m 4歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-2,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,医王寺特別,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 6, ケイリンボス,---,荻野琢,, 58,  -7,*  8, 3,  7.3, ⑥⑥, 1, 6,Ｂナイフリッジ, 58,横山和,, 59,*  2,* -6, 1,  3.6,⑮②②, 1,16,Ｍフェニｰチェ, 66,菱田裕,, 81, -15,* 29, 5, 10.2,⑭⑯⑮, 1,12,Ｈブライトチェリｰ, 64,勝浦正,, 67,  -6,*  8, 1,  2.8, ⑨⑧
 2,11,Ｂライロア, 61,吉田隼, 0.4, 56,* -3,   3, 1,  1.5, ④④, 2,10,Ｅヨッヘイ, 53,大野拓, 0.1, 61,*  1,* -4,11, 27.4,②③③, 2, 4,Ｂインナｰアｰジ, 76,横山和, 0.2, 70,*-10,  16, 3,  5.2,②②②, 2, 6,Ｆカシノワルツ, 65,二本柳, 0.0, 67,   2,   0,11, 51.6, ③③
 3,14,Ｃアロｰジェネシス, 59,勝浦正, 0.6, 52,  -8,   4, 4,  7.8, ⑩⑦, 3,15,Ｃシｰクレットパス, 55,吉田隼, 0.5, 57,*  1,  -9, 3,  5.2,④④④, 3, 2,Ｃエスタｰブレ, 73,川須栄, 0.3, 73, -11,  18, 8, 22.0,③⑤④, 3,16,Ａハッピｰアビラ, 78,中舘英, 0.1, 65,  -8,*  8, 2,  3.9, ⑩⑨
 4, 5,Ｋクリノツネチャン, 39,古川吉, 0.7, 53,* -1,  -2, 8, 61.0, ①①, 4, 4,Ｈトウカイセンス, 51,川島信, 0.6, 58,   0,  -8, 6, 14.3,⑥⑥⑥, 4, 6,Ａロジプリンセス, 77,丸田恭, 0.3, 73, -13,* 21, 6, 13.8,⑨⑫⑨, 4,14,Ｂユキノラムセス, 73,木幡初, 0.3, 63,   0,  -3, 3,  7.3, ⑤⑤
 5, 1,Ａウラノスガッキ, 62,丸田恭, 0.7, 50,* -3,   0, 6, 20.2, ②②, 5, 3,Ｇヒカルマナムスメ, 51,木幡初, 0.9, 55,   0, -12, 8, 19.6,③⑤⑤, 5, 3,Ｊティアップレｰヴ, 69,大野拓, 0.3, 71,*-10,  14, 4,  6.7,①①①, 5,10,Ｍエフティチャｰミｰ, 56,村田一, 0.4, 62,  -2,  -1,14,105.1, ⑦⑦
 6,15,Ｇフルアヘッド, 47,城戸義, 0.9, 50, -11,   4,10,157.6, ⑬⑬, 6,14,Ａゴｰルドシェンロン, 58,柴山雄, 0.9, 52,*  2, -19, 4,  6.3,①①①, 6,10,Ｄディｰプストｰリｰ, 72,吉田隼, 0.4, 71, -11,  17, 1,  4.2,⑤⑥⑤, 6,15,Ｊエｰデルシュタイン, 62,丸田恭, 0.4, 60,  -9,   5, 9, 33.1, ⑫⑫
 7,16,Ｅコスモクラヴィス, 57,中井裕, 0.9, 51,  -7,   0, 2,  6.6, ⑧⑨, 7,13,Ｄサウンドメモリｰ, 54,丸山元, 1.1, 51,  -3,  -9, 2,  5.2,⑭⑪⑧, 7, 1,Ｋコスモスタｰタｰ, 68,丹内祐, 0.4, 75, -12,  20,15,110.3,⑦⑪⑧, 7, 3,Ｃシュウギン, 68,黛弘人, 0.5, 61,*  6, -10, 4, 10.1, ①①
 8, 2,Ｄエングロウス, 57,田中博, 1.4, 46, -11,   1, 5, 18.0, ⑪⑪, 8,12,Ｉスマｰトグリフィン, 50,藤岡康, 1.1, 52,  -2, -11, 5, 12.1,⑨⑨⑦, 8, 8,Ｈモエレフルｰル, 70,丸山元, 0.5, 68,*-10,  11, 2,  4.4,⑥③③, 8, 2,Ｌアカノジュウロク, 57,宮崎北, 0.6, 59,  -6,   0,10, 33.5, ⑧⑪
 9, 9,Ｊフリｰクウェｰブ, 42,黛弘人, 1.5, 46,* -3,  -7, 9, 88.5, ③③, 9,11,Ｆシップウハヤト, 51,岩崎翼, 1.1, 52,  -3,  -8,10, 27.2,⑬⑬⑪, 9,12,Ｆティンホイッスル, 72,木幡初, 0.7, 70, -14,  17,12, 38.9,⑬⑮⑭, 9, 1,Ｇドントタッチミｰ, 65,川須栄, 0.7, 58, -14,*  7, 7, 15.2, ⑬⑭
10, 3,Ｈメイショウホウネン, 45,川島信, 1.5, 44,  -7,  -5, 7, 56.0, ⑤⑤,10, 1,Ｌビジンノカガミ, 44,西田雄, 1.2, 51,  -2, -12,16,171.7,⑤⑧⑨,10,13,Ｇスタｰリットスカイ, 71,城戸義, 1.0, 63, -12,   8, 9, 22.6,⑩⑧⑩,10, 4,Ｎシュリメジャｰ, 54,丸山元, 0.7, 58, -13,   5, 8, 17.0, ⑭⑬
11,13,Ｌキョウエイボス, 38,横山和, 1.7, 42, -10,  -3,14,318.4, ⑫⑫,11, 5,Ｋリムｰブアゲン, 48,丸田恭, 1.4, 48,  -5,  -8, 7, 15.5,⑪⑭⑫,11,15,Ｉアンスポｰクン, 70,松田大, 1.0, 64, -11,   8,13, 44.4,⑪⑨⑪,11, 5,Ｋマイネエビｰタ, 62,丹内祐, 0.7, 59,  -3,  -3,13, 96.6, ⑥⑥
12,10,Ｍデルマアクビチャン, 37,伴啓太, 1.8, 42, -14,  -1,16,450.4, ⑭⑭,12, 7,Ｎダノンフォｰミュラ, 39,津村明, 1.6, 46,  -1, -22,14,112.3,⑦⑦⑩,12, 7,Ｏルｰベンスクラフト, 66,杉原誠, 1.1, 63, -11,   6,10, 28.3,④⑦⑥,12, 8,Ｄディアプリンセス, 68,吉田隼, 0.7, 57,*  4, -12, 6, 13.4, ②②
13,12,Ｆチタノティアラ, 48,丹内祐, 1.9, 41,  -6,  -9,12,162.9, ⑦⑧,13, 9,Ｏマイネシャイナｰ, 27,黛弘人, 2.0, 44,  -5, -16,13, 79.4,⑫⑮⑭,13, 9,Ｅアラドヴァル, 72,中井裕, 1.2, 63, -14,  10, 7, 20.6,⑫⑭⑬,13,13,Ｏフロｰズンムｰン, 53,川島信, 0.8, 57, -14,   5,12, 70.9, ⑮⑮
