14年11月30日 京都,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,14年11月30日 京都,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1200m 2 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:5,,,,,■ 4R  芝3170m 3歳上ｵｰﾌﾟﾝ(混) 別定,,,,,,,,,,,,■ 7R  芝1600m 3歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:7,,,,,■10R  ダ1900m 3歳上1000万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:5,,,,
 1, 6,Ａミトノゴｰルド, 65,秋山真,, 53,* -3,   4, 2,  3.2, ③③, 1, 3, エトランドル,---,内田博,, 66, -18,* 12, 1,  1.8, ⑪⑩, 1, 6,Ｃグランプリナイト, 78,三浦皇,, 82,   9,   9, 1,  2.9, ⑥⑤, 1,13,Ａサトノプリンシパル, 89,川須栄,, 90,* 14,  12, 2,  4.7, ②②
 2, 8,Ｆライムチェイサｰ, 59,藤岡康, 0.0, 55,  -8,* 11, 1,  2.7, ⑩⑧, 2, 9, スマｰトガイア,---,池添謙, 0.2, 58, -14,   2, 2,  3.9, ⑥⑥, 2,15,Ａヴィクタシア, 83,藤岡佑, 0.0, 81,   5,* 12, 2,  3.2, ⑩⑦, 2,16,Ｋナガラオリオン, 84,四位洋, 0.9, 87,   3,* 17, 1,  3.9, ⑪⑧
 3, 5,Ｄヒラボクテイオｰ, 61,北村友, 0.4, 49,* -3,   0, 3,  7.2, ②②, 3,11, マキシマムドパリ,---,藤岡康, 0.4, 58, -16,   3, 3,  5.1, ⑨⑨, 3, 4,Ｂエイシンパラダイス, 79,藤田伸, 0.1, 80,  -1,* 18, 4,  9.1, ⑭⑭, 3, 8,Ｅメイショウノｰベル, 87,幸英明, 1.0, 83,   6,  12, 9, 25.0, ⑥⑤
 4, 2,Ｂオンワｰドバｰス, 61,藤田伸, 0.5, 51,  -6,   5, 6,  9.7, ⑨⑦, 4, 7, リプカ,---,藤田伸, 0.7, 57, -15,   1, 8, 44.7, ⑧⑧, 4, 5,Ｅゼンノヒストリエ, 76,長岡禎, 0.4, 80,* 13,   1, 5,  9.6, ②②, 4,12,Ｄタイセイファントム, 87,内田博, 1.0, 83,   7,  12, 5,  9.8, ⑤⑥
 5, 4,Ｃセイジャッカル, 61,菱田裕, 0.5, 50,  -4,   2, 5,  9.6, ⑥④, 5, 2, メモリｰデシジョン,---,古川吉, 1.0, 47, -14, -11, 9, 51.3, ③③, 5,11,Ｆクｰゲル, 74,酒井学, 0.5, 77,   3,  10, 3,  8.5, ⑫⑫, 5, 9,Ｈダノンレジェンド, 85,高倉稜, 1.0, 83,* 15,   1, 3,  5.5, ①①
 6,11,Ｊデュｰイハミテｰジ, 40,柴田未, 0.5, 51,  -5,   4,10, 72.1, ⑦⑥, 6, 8, ゼンノブレｰメン,---,ビュイ, 1.2, 45, -13, -14, 7, 31.7, ④⑤, 6,12,Ｇロｰレルボルケｰノ, 74,秋山真, 0.7, 74,   3,   9,12, 70.8, ⑪⑪, 6, 1,Ｃニシケンモノノフ, 87,中谷雄, 1.0, 83,   7,  11, 6, 12.8, ③③
 7, 1,Ｇモｰグリ, 49,小崎綾, 1.1, 45,  -5,  -4, 4,  8.5, ⑤⑤, 7, 6, サウンドギャツビｰ,---,菱田裕, 1.2, 47, -16,  -8, 4, 11.4, ⑦⑦, 7, 9,Ｏナムラハヤテ, 65,幸英明, 1.0, 73,   1,   8,16,143.1, ⑬⑬, 7, 2,Ｊナリタスｰパｰワン, 84,三浦皇, 1.0, 83,   4,  15, 4,  6.8, ⑨⑩
 8,10,Ｋイェドプリオル, 27,川須栄, 1.1, 46,  -6,  -1,11, 86.9, ⑧⑩, 8, 1, オヤマタイザン,---,高倉稜, 1.4, 46, -18,  -7,11, 76.0, ⑩⑪, 8, 7,Ｉヒカリマサムネ, 74,川須栄, 1.1, 74,* 12,  -4, 7, 19.9, ③③, 8, 5,Ｍドレッドノｰト, 83,太宰啓, 1.2, 83,   3,  15,11, 30.2, ⑫⑫
 9, 9,Ｅサカダッシュ, 59,義英真, 1.3, 42,* -1, -10, 8, 27.6, ①①, 9, 4, カムヒア,---,幸英明, 1.4, 42,*-11, -21, 5, 23.1, ①①, 9,16,Ｊマリカ, 73,藤岡康, 1.5, 69,  10,  -6, 6, 13.1, ④⑥, 9,11,Ｂグラッツィア, 88,田中勝, 1.4, 81,   2,  14,10, 25.8, ⑬⑬
10, 7,Ｌパストラｰレ, 22,松田大, 2.0, 38,  -8,  -6, 9, 70.4, ⑫⑪,10,10, カルディア,---,和田竜, 2.1, 34,*-12, -28, 6, 26.7, ⑤④,10,10,Ｄナモンレジェンド, 76,北村友, 1.6, 65,  -8,  10, 9, 33.9, ⑯⑯,10, 6,Ｇサクラレグナム, 85,ビュイ, 1.5, 79,   4,  11, 8, 21.8, ⑩⑪
11,12,Ｈサクラアリオン, 41,松若風, 2.0, 39,  -8,  -6, 7, 26.6, ⑪⑫,11, 5, ナムラカンベイ,---,国分優, 3.4, 22,*-12, -49,10, 70.8, ②②,11,14,Ｈランドクイｰン, 74,小牧太, 1.7, 67,   5,  -2, 8, 30.5, ⑨⑨,11, 3,Ｏネオザウイナｰ, 83,松山弘, 1.6, 78,   6,   8,15,108.7, ⑧⑨
12, 3,Ｉレミネンス, 40,鮫島良, 2.2, 38,  -4, -13,12,119.1, ④⑨,,,,,,,,,,,,,12,13,Ｎストリｰトハンタｰ, 68,小崎綾, 1.8, 65,   6,  -5,10, 38.8, ⑦⑩,12,15,Ｎスズカロジック, 83,秋山真, 1.7, 77,  -3,* 17,13, 51.6, ⑮⑭
,,,,,,,,,,,,,,,,,,,,,,,,13, 2,Ｍタイセイクインス, 69,松若風, 1.9, 66,  10,  -9,15,135.6, ⑤④,13,10,Ｌキラウエア, 84,菱田裕, 1.7, 79,  -3,* 19,16,112.3, ⑯⑯
,,,,,,,,,,,,,,,,,,,,,,,,14, 3,Ｌサカジロヴィグラス, 69,義英真, 2.3, 61,* 14, -17,13,115.3, ①①,14,14,Ｉトウショウカズン, 85,和田竜, 2.4, 72,   5,   1,14, 63.9, ⑦⑦
,,,,,,,,,,,,,,,,,,,,,,,,15, 1,Ｋメイショウアキシノ, 70,城戸義, 2.4, 59,  -3,  -1,14,131.8, ⑮⑮,15, 7,Ｆアスコットシチｰ, 86,藤岡佑, 2.9, 66,   8,  -7, 7, 18.8, ④④
,,,,,,,,,,,,,,,,,,,,,,,,16, 8,Ｐキョウワリベラル, 58,和田竜, 2.5, 60,   6, -11,11, 52.2, ⑧⑧,16, 4,Ｐテイエムオオタカ, 76,丸山元, 4.2, 58,  -1,  -7,12, 45.1, ⑭⑮
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:57 ﾚｰｽﾍﾟｰｽ指数:-4 ﾚｰｽｱｶﾞﾘ指数:+5 馬場:重(指数:-4),,,,,,,,,,,,ｸﾗｽ上位平均:54 ﾚｰｽﾍﾟｰｽ指数:-4 ﾚｰｽｱｶﾞﾘ指数:+6 馬場:稍重(指数:4),,,,,,,,,,,,ｸﾗｽ上位平均:79 ﾚｰｽﾍﾟｰｽ指数:-1 ﾚｰｽｱｶﾞﾘ指数:-1 馬場:稍重(指数:-4),,,,,,,,,,,,ｸﾗｽ上位平均:87 ﾚｰｽﾍﾟｰｽ指数:-8 ﾚｰｽｱｶﾞﾘ指数:+0 馬場:稍重(指数:-4),,,,,,,,,,,
単勝:320円 複勝:06=130円 08=120円 05=170円 枠連:270円,,,,,,,,,,,,単勝:180円 複勝:03=110円 09=120円 11=130円 枠連:320円,,,,,,,,,,,,単勝:290円 複勝:06=120円 15=120円 04=200円 枠連:290円,,,,,,,,,,,,"単勝:470円 複勝:13=200円 16=160円 08=580円 枠連:1,110円",,,,,,,,,,,
馬連:410円 ワイド:06-08=190円 05-06=420円 05-08=330円,,,,,,,,,,,,馬連:330円 ワイド:03-09=160円 03-11=190円 09-11=250円,,,,,,,,,,,,馬連:370円 ワイド:06-15=180円 04-06=380円 04-15=450円,,,,,,,,,,,,"馬連:1,260円 ワイド:13-16=560円 08-13=2,030円 08-16=2,010円",,,,,,,,,,,
"馬単:990円 3連複:930円 3連単:3,830円",,,,,,,,,,,,"馬単:550円 3連複:410円 3連単:1,170円",,,,,,,,,,,,"馬単:760円 3連複:920円 3連単:3,550円",,,,,,,,,,,,"馬単:2,710円 3連複:9,360円 3連単:41,790円",,,,,,,,,,,
■ 3R  芝1800m 2 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:8,,,,,■ 6R  芝1400m 2 歳新馬(混) 馬齢,,,,,,,,,,,,■ 9R  芝1600m 2 歳500万(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:8,,,,,■12R  芝1200m 3歳上ｵｰﾌﾟﾝ(国) 別定,,,,,,,出走馬ﾚﾍﾞﾙ:5,,,,
,,,,,,,,,,,,,ﾒｲｸﾃﾞﾋﾞｭｰ京都,,,,,,,,,,,,白菊賞,,,,,,,,,,,,京阪杯 ＧⅢ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 8,Ｏフィｰルドリアン, 38,酒井学,, 62,* -8,  -2,12, 64.6, ②②, 1, 9, アルマオンディｰナ,---,幸英明,, 55,*-17,*  2, 2,  3.4, ②②, 1, 2,Ｃアスカビレン, 67,秋山真,, 73,  -9,* 18, 6, 25.5, ⑪⑪, 1, 7,Ｉアンバルブライベン, 85,田中健,, 94,*  8,  14, 5, 11.3, ①①
 2,12,Ｇワｰキングプライド, 51,菱田裕, 0.0, 66, -12,*  8, 2,  4.3, ⑨⑧, 2, 6, シャンデリアハウス,---,ビュイ, 0.2, 53, -19,*  2, 4,  8.6, ⑤⑤, 2, 3,Ｆペルフィカ, 62,菱田裕, 0.0, 74,  -7,* 15, 7, 25.6, ⑩⑩, 2,16,Ｄサドンストｰム, 86,秋山真, 0.2, 92,   0,* 19,11, 35.3, ⑩⑨
 3,13,Ｅフォルサ, 54,中谷雄, 0.1, 60,* -8,  -4,11, 63.9, ①①, 3, 2, ショウナンマキシム,---,小崎綾, 0.3, 51,*-18,  -1, 6, 17.3, ④④, 3, 5,Ｇシャルｰル, 61,四位洋, 0.0, 72,  -5,* 11, 2,  6.7, ⑧⑧, 3,12,Ｅサカジロロイヤル, 86,国分優, 0.2, 91,*  6,  12,15, 87.6, ②②
 4, 2,Ｂアドマイヤスカイ, 58,藤岡康, 0.2, 61,  -9,  -2, 1,  2.6, ④④, 4,10, ジュｰンブラジリエ,---,和田竜, 0.3, 52, -21,*  2, 3,  7.7, ⑥⑥, 4, 6,Ａエイシンカラット, 71,ビュイ, 0.2, 68,* -2,   2, 1,  1.5, ③③, 4, 1,Ｇエピセアロｰム, 85,ビュイ, 0.3, 90,*  5,  12, 2,  6.7, ③④
 5,17,Ｄドリｰムチェイサｰ, 55,池添謙, 0.4, 57,  -9,  -5, 3,  5.8, ⑥⑤, 5, 1, トワイライトキッス,---,小牧太, 0.6, 50, -25,*  4, 1,  2.3, ⑫⑪, 5, 8,Ｅティｰエスクライ, 64,和田竜, 0.4, 67,  -3,   2, 4,  8.7, ⑤⑤, 5, 9,Ｎブルｰデジャブ, 81,国分恭, 0.4, 93, -10,* 27,16,115.4, ⑱⑱
 6,15,Ａアウトゼアｰ, 62,水口優, 0.4, 60, -12,   2, 5, 14.4, ⑩⑨, 6, 7, スマｰトソフィア,---,武幸四, 0.7, 47, -22,  -1, 7, 18.1, ⑨⑨, 6, 7,Ｊウインアキレア, 56,池添謙, 0.4, 66,  -3,   2,10, 68.0, ⑥⑥, 6, 5,Ａワキノブレイブ, 90,内田博, 0.5, 88,   4,  11, 3,  6.9, ⑥⑥
 7, 9,Ｃロｰデッド, 56,内田博, 0.7, 59, -13,   1, 4,  6.4, ⑫⑬, 7, 4, セｰブル,---,小林徹, 0.8, 46, -25,   0, 8, 34.7, ⑩⑩, 7,10,Ｄルアンジュ, 67,川須栄, 0.5, 64,* -2,  -3, 5, 20.2, ④④, 7, 3,Ｈセイコｰライコウ, 85,丸山元, 0.5, 88,   1,  14, 7, 16.8, ⑧⑦
 8,14,Ｍシャンタルエット, 44,幸英明, 0.8, 55, -11,  -7, 8, 32.6, ⑧⑦, 8, 8, スティルアボｰイ,---,池添謙, 0.9, 41,*-17, -11, 5, 10.7, ①①, 8, 4,Ｂウインソワレ, 68,松山弘, 0.8, 63,  -5,  -3, 3,  7.1, ⑦⑦, 8, 2,Ｂヘニｰハウンド, 89,菱田裕, 0.7, 86,  -3,  15, 6, 12.9, ⑫⑩
 9, 3,Ｆカフジムｰン, 53,国分優, 0.8, 58, -15,   2,14,113.9, ⑬⑪, 9,11, キョウワエルフ,---,竹之下, 1.0, 46, -27,*  2,12,145.6, ⑪⑫, 9,12,Ｉビジュｰミニョン, 58,内田博, 1.0, 59,* -1, -13, 8, 25.9, ②②, 9, 4,Ｆレッドオｰヴァル, 86,池添謙, 0.9, 84,  -5,  15, 1,  2.7, ⑭⑭
10, 1,Ｈスクリｰンショット, 48,三浦皇, 0.8, 59, -16,*  4, 7, 19.8, ⑯⑮,10, 5, ナムラパッキャオ,---,熊沢重, 1.4, 36, -22, -10, 9, 54.1, ⑧⑧,10, 9,Ｌキャンディｰハウス, 53,三浦皇, 1.3, 56,  -5,  -8, 9, 45.4, ⑨⑨,10,11,Ｐブランダムｰル, 80,藤田伸, 0.9, 84,  -5,  15,18,159.6, ⑰⑮
11, 4,Ｊトウケイリニア, 47,武幸四, 0.9, 51,* -8, -15, 6, 18.1, ③③,11,12, ジｰンノワｰル,---,内田博, 1.8, 33,*-17, -19,10, 61.0, ③③,11, 1,Ｋタマモルミエｰル, 54,幸英明, 1.5, 57,  -9,  -4,11,149.2, ⑫⑫,11,10,Ｋアｰスソニック, 83,四位洋, 0.9, 82,   3,   7,12, 37.0, ⑦⑧
12,16,Ｋアグネスリュシアン, 45,藤田伸, 1.3, 49, -12, -11,13, 70.1, ⑦⑩,12, 3, キｰマｰク,---,古川吉, 2.4, 24, -22, -23,11, 77.1, ⑦⑦,12,11,Ｈウェディングラン, 59,松若風, 1.7, 50,*  0, -22,12,217.6, ①①,12,18,Ｍスマｰトオリオン, 81,田中勝, 1.0, 80,*  5,   3,10, 30.6, ⑤⑤
13,11,Ｑツジスｰパｰハヤテ, 26,太宰啓, 1.5, 50, -17,  -4,16,302.2, ⑰⑯,,,,,,,,,,,,,,,,,,,,,,,,,13,17,Ｑサクラアドニス, 80,和田竜, 1.0, 82,  -2,  11,17,117.8, ⑪⑫
14,10,Ｉマイネルレオｰネ, 48,和田竜, 1.7, 48, -13, -11, 9, 38.2, ⑪⑫,,,,,,,,,,,,,,,,,,,,,,,,,14,15,Ｌロｰブティサｰジュ, 82,三浦皇, 1.1, 81,  -4,  11, 4,  7.5, ⑬⑬
15, 6,Ｎコパノジョｰジ, 42,古川吉, 1.8, 40, -11, -23,15,129.8, ⑤⑥,,,,,,,,,,,,,,,,,,,,,,,,,15, 8,Ｏアフォｰド, 80,藤岡康, 1.2, 81,  -8,  14, 8, 24.1, ⑯⑰
16, 5,Ｌクリムゾンスカイ, 45,高倉稜, 2.1, 40, -13, -19,10, 45.7, ⑭⑭,,,,,,,,,,,,,,,,,,,,,,,,,16,14,Ｊスギノエンデバｰ, 84,小牧太, 1.2, 79,  -1,   7, 9, 28.3, ⑨⑪
17, 7,Ｐウエイブ, 32,花田大, 2.5, 39, -17, -16,17,358.1, ⑮⑰,,,,,,,,,,,,,,,,,,,,,,,,,17, 6,Ｃアルマリンピア, 87,川須栄, 1.3, 78,  -7,  11,14, 57.7, ⑮⑯
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,13,Ｒニザエモン, 79,幸英明, 1.3, 76,*  5,  -1,13, 42.6, ④③
ｸﾗｽ上位平均:56 ﾚｰｽﾍﾟｰｽ指数:-6 ﾚｰｽｱｶﾞﾘ指数:+1 馬場:稍重(指数:4),,,,,,,,,,,,ｸﾗｽ上位平均:54 ﾚｰｽﾍﾟｰｽ指数:-11 ﾚｰｽｱｶﾞﾘ指数:+5 馬場:稍重(指数:4),,,,,,,,,,,,ｸﾗｽ上位平均:67 ﾚｰｽﾍﾟｰｽ指数:-2 ﾚｰｽｱｶﾞﾘ指数:+5 馬場:良(指数:4),,,,,,,,,,,,ｸﾗｽ上位平均:87 ﾚｰｽﾍﾟｰｽ指数:-8 ﾚｰｽｱｶﾞﾘ指数:+2 馬場:良(指数:4),,,,,,,,,,,
