14年 3月 8日 阪神,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,14年 3月 8日 阪神,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1200m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-6,,,,,■ 4R  ダ1200m 3 歳新馬(混) 馬齢,,,,,,,,,,,,■ 7R  ダ1400m 4歳上500万(牝) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:1,,,,,■10R  芝1600m 4歳上1600万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:4,,,,
14, 6,Ｎラガｰベルリン, 35,松山弘, 3.4, 32,  -6, -24,13,207.3, ⑥⑩,14, 1, スリｰキｰマン,---,藤懸貴, 4.3, 30, -21, -12,15,306.9, ⑭⑭,14,13,Ｊミスネバｰ, 64,松若風, 1.9, 51,* -5,  -7,11, 83.2, ②②,,,,,,,,,,,,
15,12,Ｏトレサビリティｰ, 23,国分優, 3.8, 27, -15, -19,15,357.9, ⑯⑯,15,11, メイショウネフェル,---,国分優, 4.6, 29, -38,*  1,16,351.9, ⑯⑯,,,,,,,,,,,,,,,,,,,,,,,,
16,16,Ｐカシノミント,-17,義英真, 5.4, 14,  -7, -41,16,444.7, ⑧⑬,16,12, ワンダｰルミノｰザ,---,松田大, 5.8, 11, -34, -11,14,275.1, ⑮⑮,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:61 ﾚｰｽﾍﾟｰｽ指数:-5 ﾚｰｽｱｶﾞﾘ指数:-4 馬場:稍重(指数:0),,,,,,,,,,,,ｸﾗｽ上位平均:61 ﾚｰｽﾍﾟｰｽ指数:+4 ﾚｰｽｱｶﾞﾘ指数:+2 馬場:稍重(指数:0),,,,,,,,,,,,ｸﾗｽ上位平均:69 ﾚｰｽﾍﾟｰｽ指数:-13 ﾚｰｽｱｶﾞﾘ指数:+6 馬場:稍重(指数:0),,,,,,,,,,,,ｸﾗｽ上位平均:83 ﾚｰｽﾍﾟｰｽ指数:-7 ﾚｰｽｱｶﾞﾘ指数:+3 馬場:良(指数:0),,,,,,,,,,,
単勝:330円 複勝:05=120円 03=250円 04=110円 枠連:260円,,,,,,,,,,,,単勝:140円 複勝:13=110円 06=270円 15=490円 枠連:610円,,,,,,,,,,,,単勝:340円 複勝:08=180円 12=340円 14=370円 枠連:810円,,,,,,,,,,,,単勝:340円 複勝:02=130円 01=120円 09=170円 枠連:370円,,,,,,,,,,,
"馬連:2,510円 ワイド:03-05=600円 04-05=160円 03-04=440円",,,,,,,,,,,,"馬連:730円 ワイド:06-13=360円 13-15=660円 06-15=2,910円",,,,,,,,,,,,"馬連:1,460円 ワイド:08-12=600円 08-14=690円 12-14=1,360円",,,,,,,,,,,,馬連:350円 ワイド:01-02=180円 02-09=450円 01-09=320円,,,,,,,,,,,
"馬単:3,680円 3連複:1,030円 3連単:8,630円",,,,,,,,,,,,"馬単:890円 3連複:4,850円 3連単:11,020円",,,,,,,,,,,,"馬単:2,130円 3連複:4,700円 3連単:16,490円",,,,,,,,,,,,"馬単:770円 3連複:790円 3連単:3,200円",,,,,,,,,,,
■ 2R  ダ1800m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:1,,,,,■ 5R  芝2000m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:6,,,,,■ 8R  ダ1200m 4歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:5,,,,,■11R  芝1600m 3 歳ｵｰﾌﾟﾝ(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:7,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ﾁｭｰﾘｯﾌﾟ賞 ＧⅢ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 4,Ｂロｰレルラシｰム, 66,岩田康,, 66,  -3,* 10, 1,  1.7,⑨⑧⑦, 1, 4,Ａホッコｰタフネス, 68,幸英明,, 61,   4,*-12, 1,  3.2,⑧⑧⑧, 1, 3,Ｅオｰネットサクセス, 70,岩田康,, 74,   6,   5, 1,  2.4, ③④, 1, 3,Ａハｰプスタｰ, 79,川田将,, 79,   1,* 16, 1,  1.1, ⑫⑫
 2, 1,Ａタガノゴｰルド, 69,太宰啓, 0.0, 65,*  1,   1, 2,  4.3,①①①, 2,16,Ｈクリノダイコクテン, 56,小牧太, 0.1, 57,   2,*-12,10, 25.1,⑬⑨⑨, 2,16,Ｆナリタマクリス, 68,池添謙, 0.0, 73,   2,   9,12, 66.4, ⑤⑤, 2,13,Ｂヌｰヴォレコルト, 73,岩田康, 0.4, 74,   7,   1, 4, 18.1, ⑥⑦
 3, 6,Ｄオンワｰドハンタｰ, 63,秋山真, 0.3, 61,   0,   2, 5, 16.1,⑤③③, 3, 7,Ｊメイショウダンロ, 54,岩田康, 0.1, 60,   4, -14,12, 61.0,⑤⑥⑥, 3, 9,Ｉエｰシングリズリｰ, 67,和田竜, 0.0, 74,* 11,   0, 4,  8.8, ①①, 3,12,Ｊリラヴァティ, 65,松山弘, 0.6, 71,* 13, -10, 6, 39.1, ①①
 4, 7,Ｅヒャクマンバリキ, 59,藤田伸, 0.4, 61,*  0,  -1, 6, 19.6,②②②, 4,14,Ｃクｰルオｰプニング, 59,太宰啓, 0.1, 59,   4, -16, 4,  7.5,⑦⑤⑤, 4,13,Ｎスタｰマイン, 62,小牧太, 0.4, 70,   5,   2, 9, 21.9, ④③, 4, 8,Ｆブランネｰジュ, 68,藤岡康, 0.7, 70,   6,   0, 7, 43.1, ⑨⑨
 5, 9,Ｉメイショウサルｰテ, 48,武幸四, 0.5, 63,  -3,*  4, 7, 57.2,⑧⑦⑥, 5, 1,Ｌエイシンコアｰ, 50,藤岡佑, 0.2, 57,*  5, -19, 3,  6.3,③④③, 5,14,Ｃサンライズトｰク, 74,ペドロ, 0.4, 70,* 11,  -4, 3,  8.5, ②②, 5, 9,Ｌウインリバティ, 58,池添謙, 0.7, 72,   4,   3,11, 98.6, ⑪⑪
 6,10,Ｃガルグイユ, 63,川田将, 1.2, 56,  -1,  -5, 4,  9.4,⑫⑤④, 6,10,Ｄマイネボニｰタ, 59,和田竜, 0.2, 59,*  7, -21, 6, 14.3,②②②, 6, 7,Ｊトウカイインパルス, 67,幸英明, 0.5, 69,  -3,   8, 5,  9.3, ⑩⑨, 6, 7,Ｅマラムデｰル, 70,バルジ, 0.8, 69,   9,  -6, 5, 32.8, ⑤⑤
 7, 5,Ｈヴィッセン, 52,浜中俊, 1.4, 56,  -4,   0, 3,  6.5,⑩⑪⑧, 7,13,Ｆウィアｰワン, 57,池添謙, 0.3, 56,*  5, -22, 7, 16.5,④③④, 7, 8,Ａアスタｰサンダｰ, 76,菱田裕, 0.7, 65,  -1,   5, 2,  5.3, ⑧⑦, 7, 2,Ｈレッドオｰラム, 67,小牧太, 0.9, 66,   8,  -9,10, 90.0, ④④
 8,14,Ｌヨヨギマック, 44,菱田裕, 1.9, 49,  -5,  -4,10,110.2,⑦⑨⑩, 8,15,Ｉコスモミレディｰ, 56,高倉稜, 0.3, 58,   3, -13,16,144.9,⑩⑫⑫, 8,12,Ｈプラネットスコア, 68,小坂忠, 0.8, 66,  -1,   4,10, 35.2, ⑦⑧, 8,11,Ｄミュゼリトルガｰル, 71,藤岡佑, 1.0, 67,   6,  -4, 8, 56.6, ⑧⑧
 9,13,Ｋキネオパピヨン, 46,高倉稜, 2.4, 46,  -1, -16,12,325.0,⑥④⑤, 9, 5,Ｏアレクサンドル, 42,ペドロ, 0.4, 57,   0,*-10,11, 27.6,⑭⑯⑮, 9, 5,Ｌメイショウムロト, 66,藤田伸, 0.9, 66,  -8,* 11, 7, 19.0, ⑬⑬, 9, 6,Ｋプリモンディアル, 65,武豊  , 1.1, 66,   4,  -3, 2, 13.6, ⑩⑩
10, 2,Ｆロｰレルゼフィｰロ, 56,中井裕, 2.5, 51,  -6,  -4,14,385.7,⑭⑬⑪,10, 2,Ｅトｰホウメビウス, 59,武豊  , 0.5, 55,   2, -16, 5,  9.4,⑨⑩⑩,10,10,Ｂワンダｰゴヴェルノ, 74,秋山真, 0.9, 65,  -6,   9, 8, 20.5, ⑪⑪,10, 1,Ｃシャイニｰガｰル, 73,幸英明, 1.1, 66,   6,  -8, 3, 14.5, ⑦⑥
11, 8,Ｇウェイヴクレスト, 55,国分優, 3.5, 41,  -7, -13, 9, 86.9,⑪⑭⑭,11,12,Ｇトップザサブライ, 56,城戸義, 0.5, 56,   3, -16,14, 82.9,⑪⑪⑪,11, 4,Ｇウタヒメ, 68,浜中俊, 1.0, 64,  -8,   9,11, 43.1, ⑫⑫,11, 5,Ｉビｰトゴｰズオン, 67,和田竜, 1.5, 60,* 10, -21, 9, 61.3, ②②
12,12,Ｊニホンピログリｰン, 47,小牧太, 3.6, 42,  -5, -17,11,300.1,④⑩⑫,12,11,Ｍエルモリヤ, 48,浜中俊, 0.7, 52,   3, -23, 8, 19.3,⑥⑦⑦,12, 6,Ｐテイエムシングン, 57,松山弘, 1.1, 63, -10,* 10,14,180.9, ⑭⑭,12,10, クロスオｰバｰ,---,別府真, 4.2, 34,* 10, -58,12,159.7, ③③
13,16,Ｍパンデモニウム, 44,松若風, 3.7, 41,  -8, -11, 8, 75.7,⑮⑮⑮,13, 8,Ｋマイネルフレスコ, 53,バルジ, 0.7, 53,   1, -16, 9, 20.8,⑮⑮⑭,13, 1,Ｄサｰシスリｰフ, 71,川田将, 1.1, 63, -13,* 13, 6, 13.7, ⑯⑯,13, 4,Ｇヒナアラレ, 67,藤田伸, 4.9, 27,  -4, -46,13,179.5, ⑬⑬
14, 3,Ｏリｰブイットゥミｰ, 35,川須栄, 3.7, 42,  -6, -16,13,385.0,⑬⑫⑬,14, 9,Ｂマコトアラバルダ, 60,川須栄, 0.8, 52,   1, -19, 2,  5.5,⑯⑬⑬,14,15,Ｏウォｰタｰシュｰト, 61,北村友, 1.4, 63,  -9,   9,16,288.3, ⑮⑮,,,,,,,,,,,,
15,11,Ｎカシノエｰデル, 40,小坂忠, 4.0, 38,  -3, -25,16,512.9,③⑥⑨,15, 3,Ｎキングデジタル, 43,菱田裕, 1.3, 48,  -1, -22,15,112.0,⑫⑭⑯,15,11,Ｍメイショウオハツ, 63,古川吉, 2.1, 54,   1,  -9,15,226.1, ⑥⑥,,,,,,,,,,,,
16,15,Ｐハギノマルゲリｰタ, 13,城戸義, 4.8, 34, -11, -17,15,424.1,⑯⑯⑯,16, 6,Ｐウインドサクセス, 36,松山弘, 1.3, 47,*  6, -39,13, 73.1,①①①,16, 2,Ｋシゲルカイチョウ, 66,藤懸貴, 2.1, 54,  -2,  -6,13,129.5, ⑨⑩,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:61 ﾚｰｽﾍﾟｰｽ指数:-3 ﾚｰｽｱｶﾞﾘ指数:-1 馬場:稍重(指数:0),,,,,,,,,,,,ｸﾗｽ上位平均:62 ﾚｰｽﾍﾟｰｽ指数:+3 ﾚｰｽｱｶﾞﾘ指数:-10 馬場:良(指数:0),,,,,,,,,,,,ｸﾗｽ上位平均:72 ﾚｰｽﾍﾟｰｽ指数:-2 ﾚｰｽｱｶﾞﾘ指数:+4 馬場:稍重(指数:0),,,,,,,,,,,,ｸﾗｽ上位平均:75 ﾚｰｽﾍﾟｰｽ指数:+1 ﾚｰｽｱｶﾞﾘ指数:-5 馬場:良(指数:0),,,,,,,,,,,
単勝:170円 複勝:04=110円 01=130円 06=270円 枠連:350円,,,,,,,,,,,,"単勝:320円 複勝:04=150円 16=570円 07=1,040円 枠連:2,950円",,,,,,,,,,,,"単勝:240円 複勝:03=140円 16=1,040円 09=280円 枠連:5,130円",,,,,,,,,,,,単勝:110円 複勝:03=110円 13=190円 12=320円 枠連:300円,,,,,,,,,,,
馬連:350円 ワイド:01-04=180円 04-06=400円 01-06=630円,,,,,,,,,,,,"馬連:3,250円 ワイド:04-16=1,160円 04-07=2,550円 07-16=9,950円",,,,,,,,,,,,"馬連:7,750円 ワイド:03-16=2,500円 03-09=640円 09-16=6,160円",,,,,,,,,,,,"馬連:480円 ワイド:03-13=230円 03-12=420円 12-13=1,320円",,,,,,,,,,,
"馬単:550円 3連複:990円 3連単:3,030円",,,,,,,,,,,,"馬単:5,210円 3連複:39,010円 3連単:147,530円",,,,,,,,,,,,"馬単:11,090円 3連複:20,840円 3連単:120,420円",,,,,,,,,,,,"馬単:540円 3連複:1,860円 3連単:3,730円",,,,,,,,,,,
■ 3R  ダ1400m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-1,,,,,■ 6R  ダ1800m 3 歳500万(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:5,,,,,■ 9R  芝2000m 4歳上1000万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:7,,,,,■12R  ダ1800m 4歳上1000万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:5,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,千里山特別,,,,,,,,,,,,,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,14,Ｊアバンサル, 49,国分恭,, 62,  -2,*  4,11, 89.0, ⑧⑧, 1, 2,Ｋポメグラネイト, 67,藤岡佑,, 71,*  7,   0, 3, 25.5,①①①, 1, 1,Ｂアドマイヤツヨシ, 80,川田将,, 82,   9,* 10, 2,  2.9,⑤⑤⑤, 1, 6,Ｂメイショウコンカｰ, 85,岩田康,, 84,*  8,  15, 1,  2.3,③③③
 2, 4,Ａガンジｰ, 64,バルジ, 0.0, 63,   2,   0, 1,  2.4, ④④, 2,15,Ｊタマモネイヴィｰ, 68,幸英明, 0.3, 74,   2,*  8, 6, 40.4,⑯⑯⑮, 2, 9,Ｃテイエムダイパワｰ, 78,松田大, 0.1, 76,* 17, -13, 1,  2.5,①①①, 2, 2,Ｉフミノメモリｰ, 77,幸英明, 0.4, 81,   7,  12, 6, 16.7,④④④
 3,15,Ｅヴォルカヌス, 59,幸英明, 0.1, 65,*  3,  -1, 6, 16.4, ③③, 3,12,Ａサクセスグロｰリｰ, 85,岩田康, 0.5, 70,   5,  -1, 1,  1.1,④⑤③, 3, 2,Ａダノンマックイン, 82,小牧太, 0.5, 75,   8,*  5, 5, 11.3,⑥⑥⑥, 3, 9,Ｆランドマｰキュリｰ, 78,北村友, 0.4, 79,*  8,  10, 7, 20.1,②②②
 4, 9,Ｌテイエムスリラｰ, 46,松山弘, 0.3, 60,*  2,  -5,16,405.2, ②②, 4, 7,Ｎハナズリベンジ, 63,川須栄, 0.5, 71,   4,   1, 4, 35.3,⑬⑦⑥, 4, 3,Ｉマウイノカオイ, 73,岩田康, 0.5, 75,  12,  -3, 4,  8.4,④④④, 4, 7,Ａラガｰトモヒｰロ, 85,松山弘, 0.4, 82,   6,  15, 5, 11.3,⑨⑦⑦
 5, 5,Ｆフジノゴｰルド, 58,小林徹, 0.4, 59,  -6,*  6, 7, 24.4, ⑫⑪, 5,11,Ｆメイショウスミトモ, 69,古川吉, 0.8, 69,   4,   1, 7, 43.3,⑨⑨⑧, 5, 5,Ｄフェｰタルロｰズ, 78,浜中俊, 0.6, 72,  14, -13, 3,  7.5,③③③, 5, 3,Ｄタガノビリｰヴィン, 81,藤田伸, 0.7, 80,   5,  13, 2,  4.5,⑦⑧⑧
 6,11,Ｄメイショウホウトウ, 59,武豊  , 0.6, 59,  -1,  -2, 3,  5.0, ⑦⑦, 6, 4,Ｌフォロｰハｰト, 67,岩崎翼, 0.9, 66,*  6,  -5,11, 90.7,⑤④⑤, 6, 4,Ｆマイネアルナイル, 77,中井裕, 0.7, 74,   7,   1, 7, 21.8,⑧⑦⑦, 6,11,Ｅマノワｰル, 81,小牧太, 1.1, 77,* 10,   2, 3,  4.9,①①①
 7,13,Ｂミッキｰナイト, 62,浜中俊, 0.8, 58,   1,  -6, 2,  3.1, ⑤⑤, 7, 5,Ｅワｰルドダンス, 70,浜中俊, 1.0, 68,   3,   0,12,112.2,⑪⑪⑩, 7, 8,Ｅサクラキングオｰ, 78,幸英明, 1.2, 71,   5,   2, 8, 25.9,⑨⑨⑨, 7,10,Ｃセイスコｰピオン, 83,川田将, 1.1, 76,   7,   7, 4,  7.8,⑥⑥⑥
 8, 8,Ｈエイユｰビリオネア, 55,川須栄, 0.8, 58,  -3,   0, 9, 75.9, ⑩⑩, 8, 3,Ｍボｰルドジャパン, 64,川田将, 1.2, 66,   5,  -7,10, 82.2,③③④, 8, 7,Ｇメイショウシレトコ, 76,国分優, 1.7, 64,   6,  -9, 9, 67.8,⑦⑧⑧, 8, 4,Ｊミッキｰマｰチ, 74,菱田裕, 1.4, 72,   4,   8, 9, 56.8,⑩⑩⑩
 9, 7,Ｃアグネスモバイル, 61,池添謙, 1.1, 54,  -3,  -2, 4, 14.0, ⑨⑨, 9,14,Ｂセレッソレアル, 76,松田大, 1.3, 64,   3,  -3, 5, 39.2,⑮⑫⑪, 9, 6,Ｈサンライズマルス, 75,川須栄, 5.9, 11,* 16, -91, 6, 14.3,②②②, 9, 5,Ｈイスカンダル, 77,高倉稜, 1.4, 73,   5,   7, 8, 46.4,⑧⑨⑨
10, 2,Ｍプリティブルｰ, 44,太宰啓, 1.9, 50,*  4, -19,10, 77.3, ①①,10, 9,Ｈサンライズレｰヴ, 68,義英真, 1.7, 62,   3,  -6,16,258.7,⑧⑬⑫,,,,,,,,,,,,,10, 1,Ｇエクセルフラッグ, 77,竹之下, 2.1, 73,  -3,* 19,12,277.5,⑫⑫⑫
11, 1,Ｇメモリｰビビッド, 55,岩崎翼, 2.0, 46,  -5,  -9,13,298.3, ⑪⑫,11, 6,Ｇレッドロンメル, 69,松山弘, 1.8, 61,*  6, -14, 2, 18.1,②②②,,,,,,,,,,,,,11, 8,Ｌアンジェロフォｰグ, 55,原田敬, 2.4, 66,   7,  -5,11,228.1,⑤⑤⑤
12,12,Ｋキクノソレイユ, 48,北村友, 2.3, 44,  -9,  -6,12,150.1, ⑬⑬,12,13,Ｉレデントｰレ, 68,秋山真, 2.4, 57,   5, -14,13,135.4,⑦⑥⑦,,,,,,,,,,,,,12,12,Ｋマリントウショウ, 70,四位洋, 3.0, 68,  -3,  10,10, 73.8,⑪⑪⑪
13,10,Ｏライブリアヴニｰル, 38,藤田伸, 2.6, 43,  -8, -10, 8, 44.6, ⑭⑭,13,16,Ｃアカリロンドン, 71,城戸義, 2.6, 56,   3, -14, 9, 55.4,⑩⑩⑭,,,,,,,,,,,,,,,,,,,,,,,,
14,16,Ｉペプチドムｰン, 54,和田竜, 3.0, 40,   0, -24, 5, 16.3, ⑥⑥,14, 1,Ｐウインレｰベン, 50,和田竜, 3.0, 56,   4, -19,14,210.8,⑥⑧⑨,,,,,,,,,,,,,,,,,,,,,,,,
15, 3,Ｐメイショウツバサ,  3,古川吉,26.3,26.3---, -18, ---,14,315.8, ⑮⑮,15, 8,Ｏフジインザスカイ, 61,川島信, 3.4, 50,   2, -19,15,237.2,⑫⑮⑯,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
