08年10月 5日 札幌,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,08年10月 5日 札幌,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  芝1500m 2 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-5,,,,,■ 4R  芝1200m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:1,,,,,■ 7R  芝1500m 3歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:1,,,,,■10R  芝1200m 2 歳ｵｰﾌﾟﾝ(混) 別定,,,,,,,出走馬ﾚﾍﾞﾙ:6,,,,
 9, 5,Ｍトミケンコウテイ, 23,桑村真, 1.5, 48,   3,  -5,14,224.3,⑨⑪⑩, 9,16,Ｈコスモスｰトラ, 59,桑村真, 1.3, 52,  -4,  -9, 9, 40.6, ⑬⑪, 9,14,Ｉケイアイエｰデル, 65,田中博, 0.9, 66,  13,  -9,10, 50.4,④⑤⑦, 9,11,Ｅベルシャルル, 64,津村明, 0.7, 56,   9, -22, 7, 10.2, ③③
10, 8,Ｇコンゴウテンリュオ, 49,武英智, 1.9, 43,   1,  -9,10,139.2,⑫⑫⑫,10, 2,Ｉアドマイヤバクシン, 57,藤岡佑, 1.4, 48,  -8,  -9, 4,  7.4, ⑮⑭,10,10,Ｍアモｰレヴォレ, 60,北村友, 0.9, 67,* 19, -19, 8, 28.5,①①①,10, 4,Ｃラブチャｰミｰ, 66,菊沢隆, 0.7, 54,   7, -19,11, 49.6, ⑤⑫
11, 1,Ｊテンブレイク, 41,小島太, 2.0, 42,   0,  -9, 9,116.1,⑫⑬⑫,11,10,Ｋミスシドニｰ, 52,長谷川, 1.4, 51,   4, -20,12, 91.3, ⑤⑦,11, 4,Ｆプリマシア, 66,松田大, 0.9, 63,   3,*  5,11, 52.0,⑭⑭⑬,11,12, シルバｰカテリｰナ,---,五十嵐, 0.8, 50,  -6,  -8,15,125.3, ⑭⑫
12,14,Ｋキシュウガイア, 26,松田大, 2.6, 37,  -5,  -9,13,172.6,⑭⑭⑭,12,14,Ｄスリｰタキオン, 64,武英智, 1.4, 52,   4, -20, 6, 12.4, ⑤⑥,12, 7,Ｄサザンギャラクシｰ, 69,藤岡佑, 1.1, 62,  10,  -8, 3,  5.5,⑩⑧⑦,12, 7,Ｋラックマイサイド, 54,坂下秀, 0.8, 52,  -1, -13,16,156.9, ⑫⑫
13, 9,Ｌミラｰフジコ, 24,小原義, 3.0, 33,   5, -28,12,170.1,⑦⑧⑧,13,15,Ｅマイコノエリ, 61,北村友, 2.3, 42,*  7, -34, 7, 13.3, ③④,13, 9,Ｎゴｰルドゲスト, 56,荻野琢, 1.1, 62,   8,  -4,14,273.1,⑤⑪⑫,13, 1, オヤビン,---,斉藤正, 0.9, 50,  -7,  -8,13, 79.5, ⑭⑯
14, 7,Ｉジョウショｰエビス, 43,長谷川, 3.5, 29,   3, -31,11,147.1,⑪⑨⑩,14, 9,Ｐヴィｰノ, 35,山口竜, 2.9, 35,* 10, -45,16,229.3, ①②,14, 6,Ｋブルｰシｰズン, 62,山口竜, 1.4, 58,   4,  -3,13,200.6,⑪⑬⑬,14, 3,Ｄケイアイジンジン, 66,中舘英, 1.0, 51,   4, -21, 3,  6.9, ⑧⑨
,,,,,,,,,,,,15, 6,Ｊマリスカ, 54,丸田恭, 2.9, 31,   3, -39,10, 49.2, ⑧⑪,,,,,,,,,,,,,15,14, シャレｰストｰン,---,山口竜, 1.7, 41,  -6, -19,14, 82.7, ⑭⑫
,,,,,,,,,,,,16, 5,Ｌテスタンミラクル, 46,的場勇, 2.9, 31,  -6, -29,14,200.0, ⑬⑯,,,,,,,,,,,,,16, 6, ティアラマドンナ,---,的場勇, 2.2, 36,   9, -41, 9, 36.6, ③⑨
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:58 ﾚｰｽﾍﾟｰｽ指数:+9 ﾚｰｽｱｶﾞﾘ指数:-2 馬場:良(指数:2),,,,,,,,,,,,ｸﾗｽ上位平均:64 ﾚｰｽﾍﾟｰｽ指数:+3 ﾚｰｽｱｶﾞﾘ指数:-6 馬場:良(指数:2),,,,,,,,,,,,ｸﾗｽ上位平均:74 ﾚｰｽﾍﾟｰｽ指数:+6 ﾚｰｽｱｶﾞﾘ指数:-6 馬場:良(指数:2),,,,,,,,,,,,ｸﾗｽ上位平均:68 ﾚｰｽﾍﾟｰｽ指数:+4 ﾚｰｽｱｶﾞﾘ指数:-10 馬場:良(指数:2),,,,,,,,,,,
"単勝:1,440円 複勝:12=300円 03=150円 06=270円 枠連:1,550円",,,,,,,,,,,,"単勝:10,290円 複勝:08=1,700円 12=260円 11=150円 枠連:500円",,,,,,,,,,,,単勝:270円 複勝:12=180円 02=200円 05=550円 枠連:740円,,,,,,,,,,,,"単勝:930円 複勝:09=310円 15=280円 08=870円 枠連:1,420円",,,,,,,,,,,
"馬連:2,120円 ワイド:03-12=580円 06-12=1,010円 03-06=470円",,,,,,,,,,,,"馬連:36,700円 ワイド:08-12=11,150円 08-11=7,890円 11-12=800円",,,,,,,,,,,,"馬連:1,160円 ワイド:02-12=500円 05-12=1,390円 02-05=1,390円",,,,,,,,,,,,"馬連:4,150円 ワイド:09-15=1,330円 08-09=3,220円 08-15=3,670円",,,,,,,,,,,
"馬単:4,830円 3連複:4,380円 3連単:28,990円",,,,,,,,,,,,"馬単:64,720円 3連複:62,650円 3連単:538,090円",,,,,,,,,,,,"馬単:2,050円 3連複:7,200円 3連単:30,200円",,,,,,,,,,,,"馬単:7,350円 3連複:35,140円 3連単:182,550円",,,,,,,,,,,
■ 2R  芝1800m 2 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:6,,,,,■ 5R  ダ1000m 3歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:4,,,,,■ 8R  ダ1700m 3歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:2,,,,,■11R  芝1200m 3歳上1000万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-7,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STV賞,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 4,Ｄラヴィンライフ, 60,長谷川,, 63,*  6,* -8, 6, 15.7,③③③, 1, 6,Ｃカルパントラス, 71,田中博,, 76,* 12,   2, 3,  6.8, ①①, 1, 8,Ｊヘヴンリｰクルｰズ, 65,中舘英,, 74,*  5,   8, 4,  7.9,①①①, 1,15,Ｅクィｰンマルトク, 72,梶晃啓,, 77,* 13,  -3, 6, 11.7, ②①
 2, 2,Ｃウインスカイハイ, 61,古川吉, 0.2, 61,*  7, -15, 2,  3.5,①①①, 2, 9,Ｂデスピュｰトロマン, 71,中舘英, 0.0, 76,* 12,   2, 7, 14.5, ②②, 2, 7,Ｂシルクストライカｰ, 74,柴原央, 0.2, 70,*  4,   7, 7, 11.1,②②②, 2, 7,Ａシャペロンルｰジュ, 78,的場勇, 0.1, 75,   4,   5, 1,  2.4, ⑤⑤
 3, 3,Ｆロイヤルクリッパｰ, 55,中舘英, 0.5, 58,*  7, -18, 5,  7.6,②②②, 3, 2,Ａロｰドレンジャｰ, 72,大野拓, 0.1, 72,   5,*  6, 1,  2.0, ⑥④, 3, 5,Ｅパワｰコレクタｰ, 72,津村明, 0.5, 70,   1,*  8, 5,  8.4,⑫⑩⑥, 3, 1,Ｋトｰセンレｰサｰ, 66,五十嵐, 0.3, 74,   7,   0,10, 36.2, ④③
 4,14,Ｍフィｰリングトｰン, 39,菊沢隆, 0.7, 56,   0,* -7,10, 81.5,⑩⑪⑪, 4, 4,Ｈテイエムゲンキボ, 65,菊沢隆, 0.4, 67,   1,*  6, 8, 19.2, ⑩⑦, 4, 9,Ｄウォｰクライ, 73,五十嵐, 0.6, 70,   3,   5, 3,  7.6,⑩⑤⑤, 4, 9,Ｆハッピｰムｰド, 71,菊沢隆, 0.4, 72,  -1,   6, 9, 26.0, ⑧⑥
 5,11,Ｊセイカプレスト, 44,斉藤正, 0.7, 58,  -2,* -2,14,198.7,⑬⑫⑨, 5, 3,Ｄイエロｰプリマ, 68,大江原, 0.5, 67,   4,   4,12, 94.5, ⑦⑥, 5,10,Ｈビバロングライフ, 70,河北通, 0.6, 73,   2,   7, 9, 78.3,⑧⑥④, 5, 3,Ｐヌｰサ, 64,古川吉, 0.6, 71,  -2,   5,14, 77.3, ⑨⑧
 6,13,Ａマイネルプロｰトス, 64,津村明, 0.9, 53,   4, -20, 3,  5.5,⑤③⑤, 6, 8,Ｋマルマツフライト, 59,北村友, 0.9, 57,  -9,*  8,11, 62.4, ⑫⑩, 6, 1,Ｇコアレスキャスト, 71,藤岡佑, 0.7, 70,   1,*  8, 6,  8.4,⑧⑪⑥, 6,14,Ｊイｰサンラヴ, 66,藤田伸, 0.7, 68,  -9,* 10, 2,  6.5, ⑪⑪
 7, 7,Ｇワンポイントベル, 54,藤岡佑, 0.9, 53,   3, -15, 4,  7.0,⑦⑦⑥, 7, 5,Ｇピンククラウド, 68,丸田恭, 1.0, 64,* 10,  -6, 6, 13.3, ②③, 7, 3,Ｆロｰランビゴラス, 71,北村友, 0.8, 68,  -1,* 11, 8, 17.2,⑪⑫⑪, 7,12,Ｉリキアイダンディ, 68,北村友, 0.7, 69, -11,* 12, 4,  9.1, ⑭⑬
 8, 6,Ｋアムｰルマルルｰ, 44,藤田伸, 0.9, 53,   3, -17, 1,  3.2,⑦⑥⑥, 8, 1,Ｉマイティｰキラｰ, 63,長谷川, 1.1, 62,   4,  -2, 9, 43.1, ⑦⑨, 8,11,Ａインサイダｰ, 75,的場勇, 0.9, 68,   3,   3, 1,  2.9,⑥⑥⑥, 8, 6,Ｌギンゲイ, 65,丸田恭, 0.7, 68,  -8,   8, 5, 11.2, ⑪⑪
 9, 8,Ｌザバトルビジョウブ, 42,丸田恭, 0.9, 53,   4, -20, 9, 30.7,③③③, 9,10,Ｆヤマサラグランジュ, 68,荻野琢, 1.1, 60,  -1,   2, 2,  5.2, ⑪⑩, 9,13,Ｋデルマアルタイル, 63,山口竜, 1.7, 62,*  4,  -6,11,129.0,②②②, 9,10,Ｎタイキマｰズ, 64,桑村真, 0.7, 69,  -3,   5,11, 67.8, ⑩⑧
10,10,Ｉテンシノザｰル, 44,大野拓, 1.0, 53,   1, -16,11,176.9,⑩⑩⑧,10,12,Ｊドリｰムシャドウ, 63,津村明, 1.4, 58,   8,  -8, 5, 13.2, ④④,10,12,Ｉドンブレイカｰ, 66,千田輝, 1.9, 63,*  5,  -6,10,102.0,④②⑥,10,11,Ｈシセイヒカリ, 68,田中博, 0.9, 66, -15,* 14, 8, 18.3, ⑮⑮
11, 1,Ｂワｰルドレデｰ, 64,北村友, 2.7, 39,  -5, -24, 8, 26.3,⑭⑬⑬,11, 7,Ｅフィリアルドｰタｰ, 68,藤岡佑, 1.6, 54,   2,  -6, 4, 11.9, ⑨⑦,11, 6,Ｃシｰアクロス, 73,長谷川, 2.1, 62,   3,  -7, 2,  4.5,⑥⑥⑩,11, 5,Ｍバロンハｰバｰ, 65,山口竜, 1.2, 62, -10,   5,15, 78.2, ⑬⑭
12,12,Ｈハリケンフリゲイト, 47,荻野琢, 2.9, 35,   3, -43,12,184.4,⑦⑦⑨,12,11,Ｌモンテティアラ, 55,梶晃啓, 6.7,  9,   7, -55,10, 59.3, ④⑩,12, 2,Ｍレアシルウィア, 57,池崎祐, 3.1, 52,   2, -15,12,144.0,④⑥⑪,12,13,Ｏエステヴァン, 64,小島太, 1.4, 60,   0,  -8,12, 70.7, ⑥⑥
13, 5,Ｎヤラマイカ, 39,田辺裕, 3.3, 32,   3, -49,13,191.1,⑤⑦⑪,,,,,,,,,,,,,,,,,,,,,,,,,13, 8,Ｄオｰキッドコｰト, 73,宮崎光, 1.7, 56, -15,   4,16,125.7, ⑮⑯
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14, 2,Ｇタイキミュｰズ, 70,大江原, 1.7, 56,   0, -12,13, 70.8, ⑥⑧
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,16,Ｃトレノトマト, 74,松田大, 1.9, 53,*  9, -23, 7, 11.9, ③③
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16, 4,Ｂパッションロｰズ, 76,長谷川, 2.4, 46,* 14, -35, 3,  7.9, ①②
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:58 ﾚｰｽﾍﾟｰｽ指数:+4 ﾚｰｽｱｶﾞﾘ指数:-7 馬場:良(指数:2),,,,,,,,,,,,ｸﾗｽ上位平均:73 ﾚｰｽﾍﾟｰｽ指数:+3 ﾚｰｽｱｶﾞﾘ指数:-3 馬場:稍重(指数:0),,,,,,,,,,,,ｸﾗｽ上位平均:73 ﾚｰｽﾍﾟｰｽ指数:-4 ﾚｰｽｱｶﾞﾘ指数:+1 馬場:稍重(指数:0),,,,,,,,,,,,ｸﾗｽ上位平均:81 ﾚｰｽﾍﾟｰｽ指数:-3 ﾚｰｽｱｶﾞﾘ指数:-1 馬場:良(指数:2),,,,,,,,,,,
"単勝:1,570円 複勝:04=280円 02=160円 03=300円 枠連:830円",,,,,,,,,,,,"単勝:680円 複勝:06=220円 09=310円 02=120円 枠連:1,000円",,,,,,,,,,,,単勝:790円 複勝:08=330円 07=330円 05=260円 枠連:880円,,,,,,,,,,,,"単勝:1,170円 複勝:15=260円 07=140円 01=650円 枠連:710円",,,,,,,,,,,
"馬連:2,000円 ワイド:02-04=540円 03-04=1,410円 02-03=460円",,,,,,,,,,,,"馬連:6,380円 ワイド:06-09=1,560円 02-06=380円 02-09=530円",,,,,,,,,,,,"馬連:4,360円 ワイド:07-08=1,330円 05-08=1,310円 05-07=1,190円",,,,,,,,,,,,"馬連:1,280円 ワイド:07-15=540円 01-15=5,040円 01-07=2,140円",,,,,,,,,,,
"馬単:5,120円 3連複:4,040円 3連単:34,370円",,,,,,,,,,,,"馬単:10,270円 3連複:4,500円 3連単:40,970円",,,,,,,,,,,,"馬単:8,160円 3連複:11,310円 3連単:73,110円",,,,,,,,,,,,"馬単:3,450円 3連複:15,370円 3連単:112,900円",,,,,,,,,,,
■ 3R  ダ1700m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:4,,,,,■ 6R  ダ1700m 3歳上500万(牝) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:3,,,,,■ 9R  芝2000m 3歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:2,,,,,■12R  ダ1700m 3歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:4,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,釧路湿原特別,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 4, デジタルキャッシュ,---,松田大,, 72,   4,*  8, 7, 11.0,⑧⑧②, 1,11,Ｃヤマノボンディｰル, 72,北村友,, 72,   2,* 10, 4, 11.0,③③②, 1,11,Ｉピｰスキｰパｰ, 68,藤岡佑,, 69,   5,  -5, 2,  3.4,④④④, 1, 3,Ａウィッシュビｰワン, 80,中舘英,, 74,*  8,  10, 1,  2.3,②②②
 2, 9,Ｂラヴファントム, 61,山口竜, 1.5, 62,   4,  -3, 2,  6.5,⑪⑨⑤, 2, 9,Ｅフロｰルデセレッソ, 71,藤岡佑, 0.0, 74,*  3,*  9, 2,  2.9,②②①, 2, 3,Ｃゲストアスリｰト, 75,津村明, 0.0, 69,   5,  -6,11, 47.6,⑥④④, 2,11,Ｂセイウンロデム, 77,津村明, 0.6, 69,*  8,   4, 4,  8.1,①①①
 3,10,Ｃサクラシンフォニｰ, 59,北村友, 1.6, 58,   6,  -8, 6, 10.7,⑨⑤②, 0,12,Ｊキタサンユキ, 65,五十嵐, 0.3, 72,   1,   8, 8, 50.2,③④②, 3,13,Ｆディビデンド, 72,中舘英, 0.0, 71,   1,*  4, 7, 14.0,⑭⑫⑪, 3, 5, ミスティックダイヤ,---,馬渕繁, 0.8, 69,   7,   5, 8, 47.6,③③③
 4, 1,Ｅショウグンエｰス, 54,西田雄, 1.9, 57,   5,  -9,10, 28.8,⑨⑦⑤, 3, 7,Ａロッソトウショウ, 76,古川吉, 0.4, 74,   2,   8, 3,  7.7,⑥④④, 4,12,Ｇマイネルブリアｰ, 69,大野拓, 0.2, 68,   5,  -7, 4,  8.6,⑥④⑦, 4, 4,Ｇトップモンジュｰ, 69,桑村真, 0.8, 71,   7,   7, 7, 26.3,⑥③③
 5, 5,Ｋブレイズメモリｰ, 43,大野拓, 2.2, 56,   7, -15, 4,  8.0,③②②, 4, 1,Ｆシアトルレイナ, 70,丸田恭, 1.3, 65,   0,   4, 7, 33.9,⑩⑩⑧, 5, 7,Ｄニシノフェリｰチェ, 73,古川吉, 0.2, 70,   4,  -4, 5,  9.6,⑨⑧⑨, 5, 9,Ｃマｰベラスアロｰ, 77,藤岡佑, 0.8, 70,   4,  11, 3,  5.4,⑪⑨⑦
 6,13,Ｉメイプルプラウド, 48,小林久, 2.2, 56,   3,  -8,12,126.7,⑬⑫⑨, 5, 2,Ｈライラキャスケｰド, 68,池崎祐, 1.6, 62,   1,  -3, 6, 21.1,③④⑦, 6, 9,Ｋチャｰムピクチャｰ, 66,山口竜, 0.3, 67,   4,  -5,10, 31.6,⑥⑧⑦, 6, 8,Ｅワンダｰガジ, 70,松田大, 0.9, 70,   3,  11,13,117.5,⑨⑩⑨
 7,11,Ｇオサナゴコロノキミ, 52,丸田恭, 2.5, 54,   1,  -8, 8, 11.7,⑪⑬⑪, 6, 6,Ｋケイエスバウアｰ, 60,松田大, 2.1, 60,  -1,  -2,12,106.9,⑩⑬⑫, 7, 8,Ｅアズライト, 72,北村友, 0.3, 67,*  7, -12, 6, 13.6,②②②, 7,12,Ｌグラスギャロップ, 57,梶晃啓, 1.2, 71,  -2,* 19, 9, 71.0,⑬⑬⑬
 8, 3,Ｄランウェイスナップ, 57,藤田伸, 2.5, 54,   4, -12, 5, 10.2,⑦⑨⑦, 7, 5,Ｇラブリｰコンサｰト, 69,田中博, 2.5, 57,   1,  -8,10, 74.4,⑧⑧⑩, 8, 4,Ｈショウナンサヴァン, 69,丸田恭, 0.4, 65,   5, -11, 9, 30.6,④④④, 8, 2,Ｆメイクアダッシュ, 69,西田雄, 1.3, 65,   7,   2, 2,  4.1,④③③
 9, 7,Ｈムｰンクレイドル, 51,藤岡佑, 3.4, 47,*  8, -27, 3,  7.7,①①①, 8, 4,Ｉメイショウアルペン, 68,荻野琢, 2.6, 59,   0,  -8,11, 83.1,⑩⑧⑪, 9, 2,Ｊトップオブハワイキ, 68,長谷川, 0.6, 63,*  8, -18, 8, 30.4,①①①, 9, 7,Ｈブラックマスタング, 65,山口竜, 1.4, 67,   0,  12, 6, 21.1,⑫⑪⑪
10, 2,Ｊアンジュポケット, 43,宮崎光, 3.5, 48,   4, -20,13,211.7,⑤⑨⑪, 9,10,Ｌグランドメｰプル, 58,桑村真, 2.7, 54,*  3, -15, 9, 68.4,①①④,10, 1,Ｂショウサンマグナ, 75,荻野琢, 0.7, 62,*  7, -18, 3,  8.3,③②②,10, 1,Ｊコスモコマンダ, 62,菊沢隆, 1.6, 65,   5,   2,12,116.6,⑧⑧⑦
11,12,Ｆカスタｰニャ, 53,桑村真, 4.1, 44,   7, -30, 9, 24.2,④④⑦,,,,,,,,,,,,,11,10,Ｌフジノイチヒメ, 64,的場勇, 1.6, 53,   4, -23,14,178.1,⑨⑧⑨,11, 6,Ｄタカラトゥルｰ, 75,的場勇, 1.7, 62,   7,  -3, 5,  9.4,⑥③⑥
12, 8,Ａフサイチワイバｰン, 67,荻野琢, 5.4, 38,   6, -40, 1,  2.8,⑤⑤⑪,,,,,,,,,,,,,12, 5,Ｍサウンドロｰデッド, 57,松田大, 4.4, 37,   2, -56,12, 92.0,⑪⑫⑫,12,10,Ｋキングガイア, 59,北村友, 2.6, 57,   1,   2,10, 88.4,⑩⑪⑫
13, 6,Ｌブライダルブｰケ, 41,田中博, 6.3, 30,*  8, -51,11, 34.7,②②⑨,,,,,,,,,,,,,13, 6,Ｎボｰデンゼｰ, 49,西田雄, 4.4, 36,   3, -58,13,157.9,⑪⑫⑫,13,13,Ｉナイキバリアント, 65,田中博, 3.3, 51,   7, -16,11, 92.2,④③⑨
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:62 ﾚｰｽﾍﾟｰｽ指数:+6 ﾚｰｽｱｶﾞﾘ指数:-7 馬場:稍重(指数:0),,,,,,,,,,,,ｸﾗｽ上位平均:71 ﾚｰｽﾍﾟｰｽ指数:-6 ﾚｰｽｱｶﾞﾘ指数:-1 馬場:稍重(指数:0),,,,,,,,,,,,ｸﾗｽ上位平均:74 ﾚｰｽﾍﾟｰｽ指数:-1 ﾚｰｽｱｶﾞﾘ指数:-9 馬場:良(指数:2),,,,,,,,,,,,ｸﾗｽ上位平均:75 ﾚｰｽﾍﾟｰｽ指数:+0 ﾚｰｽｱｶﾞﾘ指数:+5 馬場:良(指数:0),,,,,,,,,,,
