08年11月 8日 福島,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,08年11月 8日 福島,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  芝1200m 2 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-8,,,,,■ 4R  ダ1150m 3歳上500万(牝) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-1,,,,,■ 7R  ダ2400m 3歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:1,,,,,■10R  ダ1700m 3歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-2,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:56 ﾚｰｽﾍﾟｰｽ指数:-3 ﾚｰｽｱｶﾞﾘ指数:-6 馬場:良(指数:-2),,,,,,,,,,,,ｸﾗｽ上位平均:71 ﾚｰｽﾍﾟｰｽ指数:-2 ﾚｰｽｱｶﾞﾘ指数:-4 馬場:良(指数:0),,,,,,,,,,,,ｸﾗｽ上位平均:75 ﾚｰｽﾍﾟｰｽ指数:-16 ﾚｰｽｱｶﾞﾘ指数:+13 馬場:良(指数:0),,,,,,,,,,,,ｸﾗｽ上位平均:81 ﾚｰｽﾍﾟｰｽ指数:+3 ﾚｰｽｱｶﾞﾘ指数:-6 馬場:良(指数:-2),,,,,,,,,,,
"単勝:290円 複勝:07=150円 01=1,410円 12=2,510円 枠連:5,470円",,,,,,,,,,,,単勝:490円 複勝:15=150円 08=140円 10=130円 枠連:640円,,,,,,,,,,,,"単勝:180円 複勝:09=110円 07=340円 04=180円 枠連:1,300円",,,,,,,,,,,,"単勝:1,460円 複勝:07=320円 10=150円 06=510円 枠連:980円",,,,,,,,,,,
"馬連:8,950円 ワイド:01-07=2,420円 07-12=5,670円 01-12=23,470円",,,,,,,,,,,,馬連:900円 ワイド:08-15=320円 10-15=390円 08-10=340円,,,,,,,,,,,,"馬連:1,620円 ワイド:07-09=500円 04-09=270円 04-07=860円",,,,,,,,,,,,"馬連:1,720円 ワイド:07-10=780円 06-07=5,700円 06-10=2,010円",,,,,,,,,,,
"馬単:12,890円 3連複:178,080円 3連単:1,601,680円",,,,,,,,,,,,"馬単:2,000円 3連複:1,020円 3連単:6,260円",,,,,,,,,,,,"馬単:2,040円 3連複:2,210円 3連単:7,710円",,,,,,,,,,,,"馬単:5,210円 3連複:25,800円 3連単:158,230円",,,,,,,,,,,
■ 3R  ダ1000m 3歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:0,,,,,■ 6R  芝2000m 3歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:1,,,,,■ 9R  芝1200m 3歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-1,,,,,■12R  芝1800m 3歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-3,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,二本松特別,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 9,Ａパレスルビｰ, 75,田嶋翔,, 69,*  4,*  5, 1,  2.4, ②②, 1, 2,Ｅサムデイシュアｰ, 69,田中博,, 72,*  1,  10, 4,  6.1,②②②, 1, 9,Ｃウルトラボルケｰノ, 66,古川吉,, 75,  -7,  14, 5, 14.1, ⑨⑦, 1, 9,Ｄグレイスフルソング, 70,津村明,, 76,   4,*  7, 4,  9.0,⑧⑧⑥
