08年 4月13日 中山,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,08年 4月13日 中山,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1200m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:4,,,,,■ 4R  芝2880m 4歳上未勝利(混) 定量,,,,,,,,,,,,■ 7R  芝2200m 4歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-1,,,,,■10R  芝2200m 4歳上1600万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:3,,,,
 9,14,Ｈベストカップル, 50,北村宏, 1.1, 47, -13,  -1, 6, 40.2, ⑨⑤, 9, 4, デルマジュピタｰ,,大庭和,204.7,,,,10, 72.6,⑬⑬⑬, 9, 7,Ｇキミハツヨイ, 67,浜中俊, 1.3, 61,  10, -31, 7, 21.9,⑮⑪⑫, 9, 8,Ａブラックシャンツェ, 86,藤田伸, 1.1, 72,  18, -28, 1,  4.2,⑤⑤⑥
10, 3,Ｊシナモンラフィア, 45,柴田大, 1.2, 46,  -9,  -5,14,296.8, ⑤⑤,10, 8, ワイズタイクｰン,,柴田未,205.3,,,, 9, 58.0,⑪⑩⑩,10,11,Ｊダイワバイロン, 66,田中勝, 2.1, 58,   7, -35,13, 85.0,⑩⑭⑮,10,16,Ｉマイネルアナハイム, 80,的場勇, 1.3, 71,* 20, -37, 9, 18.1,②②②
11, 6,Ｄミネノクレド, 56,田中勝, 1.2, 48, -13,   0, 5, 15.3, ⑨⑪,11,14, マイネルジュネス,,浜野谷,205.4,,,, 2,  4.8,⑥⑧⑨,11,15,Ｍハイフェイム, 62,三浦皇, 2.3, 56,  11, -47, 5, 15.0,⑦⑦⑩,11, 4,Ｌブルｰマｰテル, 78,田中博, 1.3, 72,  17, -26,11, 37.2,⑬⑩⑪
12, 7,Ｃアクセプトアゲン, 59,藤田伸, 1.3, 45, -16,   0, 1,  1.6, ⑪⑧,12,12, キングケイザンオｰ,,高野和,205.5,,,,13,129.7,⑪⑫⑪,12, 9,Ｆスタリオンシチｰ, 68,田中博, 3.2, 53,* 15, -69, 3,  6.6,②②②,12, 6,Ｃワイルドコンコルド, 84,横山典, 1.4, 70,  10,*-11, 2,  5.1,⑯⑯⑯
13,13, クリノトップロｰド,---,田辺裕, 2.3, 34, -17,  -8,13,256.9, ⑬⑬,13,13, トｰセンベルボｰイ,,穂苅寿,208.2,,,, 7, 25.1,⑩⑪⑫,13, 6,Ｈショウナンライジン, 67,藤田伸, 3.8, 50,* 15, -77, 4,  9.7,①①①,13,14,Ｏエフティイカロス, 76,北村宏, 2.2, 65,  15, -34, 7, 14.1,⑫⑬⑬
14, 5,Ｍキタノアラシ, 37,的場勇, 2.5, 36, -17,  -9,12,109.1, ⑬⑭,,,,,,,,,,,,,14, 8,Ｏダイワジェラｰト, 57,北村宏, 4.2, 24,* 14, -81,11, 59.6,②③⑤,14,12,Ｂダイイチアトム, 86,田中勝, 2.5, 65,  18, -47, 5,  8.0,⑥⑤⑩
,,,,,,,,,,,,,,,,,,,,,,,,15,14,Ｋハタノスティング, 65,小林淳, 4.6, 20,  13, -83,14,114.7,④⑤⑫,15, 9,Ｊファイトクラブ, 80,戸崎圭, 2.6, 63,  15, -40,13,105.1,⑮⑬⑮
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,13,Ｈメジロトンキニｰズ, 81,武士沢, 3.0, 61,  16, -50,12, 79.8,⑨⑩⑬
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:62 ﾚｰｽﾍﾟｰｽ指数:-10 ﾚｰｽｱｶﾞﾘ指数:+1 馬場:不良(指数:-7),,,,,,,,,,,,,,,,,,,,,,,,ｸﾗｽ上位平均:73 ﾚｰｽﾍﾟｰｽ指数:+6 ﾚｰｽｱｶﾞﾘ指数:-22 馬場:重(指数:10),,,,,,,,,,,,ｸﾗｽ上位平均:85 ﾚｰｽﾍﾟｰｽ指数:+6 ﾚｰｽｱｶﾞﾘ指数:-21 馬場:重(指数:10),,,,,,,,,,,
"単勝:430円 複勝:10=260円 02=2,250円 09=3,190円 枠連:14,380円",,,,,,,,,,,,"単勝:180円 複勝:02=110円 11=320円 01=170円 枠連:1,420円",,,,,,,,,,,,"単勝:3,060円 複勝:10=540円 02=130円 05=1,450円 枠連:2,370円",,,,,,,,,,,,"単勝:14,590円 複勝:10=4,850円 07=280円 03=480円 枠連:8,320円",,,,,,,,,,,
"馬連:17,060円 ワイド:02-10=3,940円 09-10=3,390円 02-09=23,370円",,,,,,,,,,,,"馬連:1,640円 ワイド:02-11=670円 01-02=250円 01-11=1,320円",,,,,,,,,,,,"馬連:2,680円 ワイド:02-10=990円 05-10=13,330円 02-05=2,080円",,,,,,,,,,,,"馬連:86,090円 ワイド:07-10=20,600円 03-10=30,890円 03-07=2,330円",,,,,,,,,,,
"馬単:27,080円 3連複:226,180円",,,,,,,,,,,,"馬単:2,320円 3連複:2,310円",,,,,,,,,,,,"馬単:10,300円 3連複:44,900円",,,,,,,,,,,,"馬単:199,000円 3連複:537,240円 3連単:4,893,640円",,,,,,,,,,,
■ 2R  ダ1800m 3 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:1,,,,,■ 5R  芝2500m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:6,,,,,■ 8R  ダ1200m 4歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-2,,,,,■11R  芝1200m 4歳上ｵｰﾌﾟﾝ(国) 別定,,,,,,,出走馬ﾚﾍﾞﾙ:2,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,春雷ｽﾃｰｸｽ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 6,Ａテイクバイストｰム, 61,藤田伸,, 66,* -5,* 12, 1,  1.5,②②②, 1, 4,Ｃマッカラン, 59,藤田伸,, 68,   3,* -5, 2,  3.4,⑥⑦④, 1,16,Ａセイコｰスペシャル, 74,柴田善,, 62,  -6,* 15, 2,  3.3, ⑬⑪, 1,15,Ｆウエスタンビｰナス, 80,郷原洋,, 90,* 18,   0, 4,  6.4, ①①
 2,11,Ｂホッカイドゥムカ, 57,柴田善, 1.0, 59,* -4,   3, 2,  3.8,①①①, 2, 2,Ｆコスモタクミ, 51,的場勇, 0.4, 63,*  6, -17, 8, 35.2,②②①, 2, 2,Ｂクリノラブゴｰルド, 73,藤田伸, 0.1, 61,  -1,   9, 1,  2.5, ③④, 2, 6,Ｉリキアイタイカン, 80,大庭和, 0.2, 80,   5,* 10,10, 32.6, ⑧⑩
 3, 9,Ｄショウナンマライア, 54,戸崎圭, 1.8, 55,* -4,  -1, 3, 13.3,⑤③③, 3, 1,Ｄマイネルサニｰ, 57,津村明, 0.8, 62,*  4, -18, 5, 15.5,⑤③④, 3,12,Ｊゲイルタッチ, 63,田中勝, 0.2, 62,  -5,* 13, 8, 40.3, ⑪⑪, 3, 4,Ｂアイルラヴァゲイン, 83,藤田伸, 0.3, 84,* 16,  -1, 1,  3.5, ②②
 4, 7, ミラクルクィｰン,---,北村宏, 1.9, 56,  -9,   6, 7, 28.6,⑩⑧⑧, 4,12,Ａコスモハクウ, 60,戸崎圭, 0.8, 60,*  4, -19, 3,  3.6,⑩③②, 4,15,Ｅロイヤルクリｰク, 66,北村宏, 0.2, 61,  -1,   8, 5, 14.9, ③②, 4,13,Ｍコパノフウジン, 77,柴田善, 0.4, 81,  11,   3, 8, 19.8, ④④
 5, 5,Ｃツクバプリティ, 57,田中博, 2.2, 53,  -6,  -2, 6, 20.8,③④⑤, 5,10,Ｉエイシンフレンチ, 49,浜中俊, 1.2, 57,*  4, -25,10, 43.6,②③④, 5, 9,Ｇリキアイカザン, 65,的場勇, 0.2, 61,*  2,   5, 4,  7.5, ①①, 5,14,Ｇフジサイレンス, 80,五十嵐, 0.5, 77,   5,*  7,14, 75.1, ⑧⑦
 6, 8,Ｇスプリッツァｰ, 43,的場勇, 2.2, 56, -11,   7,10,176.1,⑪⑩⑨, 6, 9,Ｇトｰアヘンリｰ, 50,三浦皇, 1.9, 53,   2, -25, 6, 17.3,⑩⑫⑪, 6,13,Ｉジャックロｰズ, 63,戸崎圭, 0.5, 59,  -9,* 14,11,112.0, ⑮⑯, 6,10,Ｏアポロノサトリ, 74,石神深, 0.5, 82,* 15,  -2, 7, 19.8, ②②
 7,10,Ｅゲストアスリｰト, 54,津村明, 2.2, 51,  -8,  -1, 4, 13.6,⑤⑥⑥, 7, 5,Ｂサクラデイブレイク, 60,柴田善, 1.9, 53,   3, -31, 1,  3.0,⑧⑦⑦, 7,10,Ｋアルファチャングミ, 60,田辺裕, 0.6, 55,  -3,   6,15,239.5, ⑥⑥, 7, 5,Ｄアドマイヤホクト, 82,横山典, 0.6, 77,   9,   2, 3,  6.0, ⑤⑤
 8, 1,Ｆスピｰドロｰレル, 47,浜中俊, 2.7, 47,  -6,  -8, 5, 16.3,③④④, 8, 3,Ｅエプソムダｰク, 56,武士沢, 2.0, 52,   2, -28, 9, 37.0,⑧⑩⑦, 8,14,Ｆグラインダｰ, 65,浜中俊, 0.6, 57,  -8,  12, 9, 43.0, ⑮⑬, 8, 8,Ｌサイキョウワｰルド, 79,浜中俊, 0.6, 77,   8,   3, 5, 13.2, ⑦⑦
 9, 3,Ｉチャｰムハｰモニｰ, 37,武士沢, 3.6, 44,  -8, -10, 8, 72.6,⑧⑦⑥, 9, 6,Ｈドナｰリオ, 49,田中博, 2.8, 49,*  5, -50, 4,  9.7,①①②, 9, 6,Ｏメタリック, 55,武士沢, 0.9, 55,  -6,   7,10,102.3, ⑬⑬, 9, 1,Ｈマルカキセキ, 80,戸崎圭, 0.7, 74,   5,   4,12, 53.7, ⑧⑨
10, 2,Ｈデビュｰアルバム, 39,千葉直, 4.3, 39, -11, -12,11,204.3,⑦⑨⑨,10, 7,Ｋサンサンサン, 44,田辺裕, 2.9, 48,   3, -42,11,164.9,⑫⑩⑨,10, 7,Ｃセイヴィングス, 72,横山典, 0.9, 55,  -1,   2, 3,  6.1, ③②,10, 3,Ｅコスモシンドラｰ, 82,津村明, 1.0, 69,   0,   5, 9, 26.1, ⑫⑩
11, 4, ジｰガｰジョイフル,---,田中勝, 7.9, 18, -12, -40, 9,113.6,⑨⑩⑪,11, 8,Ｊフロｰリスピｰス, 49,田中勝, 4.0, 46,   3, -58, 7, 30.1,⑥⑨⑫,11, 8,Ｎワｰルドレコｰド, 58,千葉直, 0.9, 55,  -5,   5,13,194.2, ⑨⑦,11,12,Ｃトシザヘネシｰ, 83,小林淳, 1.2, 66,  -3,   5,11, 43.0, ⑯⑯
,,,,,,,,,,,,12,11,Ｌブランデンブルグ, 39,郷原洋, 4.8, 18,*  4, -74,12,216.1,④③⑨,12, 4,Ｄタイキプロバンス, 66,田中博, 0.9, 55,  -5,   6, 7, 32.4, ⑪⑬,12,16,Ｎワイルドスナイパｰ, 75,大江原, 1.2, 68,   4,  -1,15,203.0, ⑪⑩
,,,,,,,,,,,,,,,,,,,,,,,,13, 1,Ｈクリｰルバレット, 63,津村明, 1.1, 53,  -4,   4, 6, 18.8, ⑨⑦,13, 7,Ｐロイヤルキャンサｰ, 74,田中博, 1.3, 69,   9,  -7,16,205.0, ⑤⑤
,,,,,,,,,,,,,,,,,,,,,,,,14,11,Ｍシルクラズベリｰ, 59,小林淳, 1.8, 47,  -3,  -3,12,122.3, ⑦⑦,14,11,Ａインセンティブガイ, 85,北村宏, 1.3, 65,   2,   1, 6, 14.0, ⑫⑬
,,,,,,,,,,,,,,,,,,,,,,,,15, 3,Ｐブンブンブン, 55,吉永護, 2.5, 40,  -4,  -9,14,208.9, ⑦⑦,15, 2,Ｋリキサンファイタｰ, 79,田中勝, 1.4, 65,  -1,   2, 2,  4.1, ⑮⑬
,,,,,,,,,,,,,,,,,,,,,,,,16, 5,Ｌクｰルラスカル, 60,郷原洋, 2.5, 41,*  0, -13,16,248.0, ②④,16, 9,Ｊツルガオカハヤテ, 80,武士沢, 1.5, 63,   1,  -2,13, 66.8, ⑫⑬
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:60 ﾚｰｽﾍﾟｰｽ指数:-7 ﾚｰｽｱｶﾞﾘ指数:+5 馬場:不良(指数:-7),,,,,,,,,,,,ｸﾗｽ上位平均:64 ﾚｰｽﾍﾟｰｽ指数:+3 ﾚｰｽｱｶﾞﾘ指数:-14 馬場:重(指数:10),,,,,,,,,,,,ｸﾗｽ上位平均:72 ﾚｰｽﾍﾟｰｽ指数:-8 ﾚｰｽｱｶﾞﾘ指数:+5 馬場:不良(指数:-7),,,,,,,,,,,,ｸﾗｽ上位平均:88 ﾚｰｽﾍﾟｰｽ指数:-2 ﾚｰｽｱｶﾞﾘ指数:-7 馬場:重(指数:10),,,,,,,,,,,
単勝:150円 複勝:06=110円 11=110円 09=200円 枠連:190円,,,,,,,,,,,,"単勝:340円 複勝:04=190円 02=860円 01=360円 枠連:7,070円",,,,,,,,,,,,単勝:330円 複勝:16=130円 02=120円 12=570円 枠連:340円,,,,,,,,,,,,"単勝:640円 複勝:15=250円 06=630円 04=160円 枠連:1,960円",,,,,,,,,,,
馬連:220円 ワイド:06-11=140円 06-09=290円 09-11=430円,,,,,,,,,,,,"馬連:7,620円 ワイド:02-04=2,370円 01-04=790円 01-02=3,250円",,,,,,,,,,,,"馬連:380円 ワイド:02-16=200円 12-16=1,240円 02-12=1,150円",,,,,,,,,,,,"馬連:16,830円 ワイド:06-15=3,480円 04-15=520円 04-06=1,970円",,,,,,,,,,,
馬単:380円 3連複:760円,,,,,,,,,,,,"馬単:11,740円 3連複:18,150円",,,,,,,,,,,,"馬単:880円 3連複:3,550円",,,,,,,,,,,,"馬単:28,130円 3連複:17,450円 3連単:144,580円",,,,,,,,,,,
■ 3R  ダ1200m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:7,,,,,■ 6R  ダ1800m 3 歳500万(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:5,,,,,■ 9R  芝1200m 3 歳500万(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-4,,,,,■12R  ダ1800m 4歳上1000万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:2,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,桜草特別,,,,,,,,,,,,,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,10,Ｅナスノマツカゼ, 59,田中勝,, 57,  -2,*  2, 3,  7.3, ⑨⑩, 1, 6,Ｃアルダントヌイ, 70,北村宏,, 74,* -2,* 18, 3,  5.5,②②①, 1, 4,Ｃマイネアルデュｰル, 63,津村明,, 70,*  1,   0, 1,  3.6, ③②, 1, 9,Ｄアルカライズ, 78,三浦皇,, 82,   3,* 22, 5,  7.3,⑫⑪⑩
 2, 6,Ｈサマｰミッドナイト, 55,津村明, 0.0, 60,   5,  -4,12,110.8, ⑤②, 2,11,Ｆウインク, 63,柴田善, 0.8, 68,  -3,  13, 4,  7.7,⑦④③, 2, 7,Ｆジョイフルハｰバｰ, 62,横山義, 0.0, 69, -11,* 12, 5, 12.1, ⑭⑫, 2, 4,Ｃゲンパチタキオン, 80,田中勝, 0.0, 81,   6,  15, 2,  3.9,⑥⑤④
 3,15,Ｄツクバグランディ, 60,横山典, 0.1, 59,*  6,  -7, 1,  1.9, ②②, 3, 2,Ｂオｰスミマコ, 71,浜中俊, 0.9, 67,  -4,  13, 5,  8.2,⑤⑥⑤, 3, 2,Ｉエフティアクトレス, 58,田中勝, 0.2, 68,  -1,   1, 6, 13.4, ④④, 3,12,Ａマルブツクロス, 81,藤田伸, 0.1, 79,*  7,  12, 1,  3.6,⑤③④
 4, 9,Ｋベｰトｰヴェン, 50,郷原洋, 0.2, 56,   1,  -3, 6, 17.4, ⑦⑥, 4, 9,Ｈケｰジｰハッピｰ, 62,津村明, 0.9, 66,* -2,  11, 6, 21.3,③③③, 4, 5,Ａメイビリｰヴ, 69,横山典, 0.3, 66,  -5,   3, 2,  4.1, ⑧⑧, 4,16,Ｈウォｰタｰマｰク, 75,横山典, 0.2, 78,*  8,  11, 3,  6.1,③③②
 5, 4,Ａトライバルジャパン, 63,三浦皇, 0.3, 58,*  7, -10, 2,  4.5, ①①, 5,10,Ｊマロンティアラ, 58,武士沢, 1.1, 68,  -5,* 14,10, 43.7,⑪⑧⑧, 5, 6,Ｄソシアルグレイシｰ, 63,北村宏, 0.4, 64, -10,*  7, 4,  9.5, ⑭⑯, 5, 7,Ｅトラストブラック, 77,柴田善, 0.5, 78,   2,* 19, 7, 21.2,⑯⑬⑩
 6, 8,Ｊジョッキｰポルカ, 52,武士沢, 0.3, 53,  -7,*  4,10,101.4, ⑬⑪, 6, 8,Ｋエンジェルクィｰン, 58,戸崎圭, 1.2, 66,  -5,  13, 9, 43.5,⑨⑧⑧, 6,12,Ｅイナズマレオ, 62,石神深, 0.6, 62,  -9,   3,14,164.1, ⑬⑩, 6, 2,Ｉコマンドｰルクロス, 74,田中博, 1.0, 73,*  9,   2, 4,  6.5,①①①
 7,11,Ｌトキンナル, 46,戸崎圭, 0.3, 53,  -5,*  1, 8, 27.0, ⑪⑪, 7, 1,Ａプロヴィナｰジュ, 71,的場勇, 1.3, 65,  -3,   9, 1,  2.6,③④⑤, 7, 3,Ｊゴｰルデンリング, 55,柴田善, 0.9, 59,   0,  -9,12, 62.7, ④④, 7, 6,Ｎサンワｰドピラｰ, 67,大庭和, 1.1, 77,   0,* 19,11, 47.2,⑭⑯⑮
 8, 3,Ｍワシントンパｰク, 45,土谷智, 0.6, 54,   4,  -9,15,260.4, ⑤⑥, 8, 4,Ｅマジュスキュｰル, 64,田中勝, 1.6, 65,  -5,  12, 7, 28.3,⑨⑪⑪, 8, 8,Ｌウイングフット, 53,的場勇, 0.9, 58,  -6,  -3,11, 39.8, ⑩⑩, 8,13,Ｍファイトスピリッツ, 72,田辺裕, 1.2, 69,   5,   8, 8, 29.4,⑨⑨⑧
 9, 1,Ｆマチカネハルノコエ, 58,藤田伸, 0.7, 54,*  6, -12, 5, 14.1, ②②, 9, 3,Ｇワスレナグサ, 63,藤田伸, 1.7, 61,* -1,   3, 2,  3.9,①①②, 9,13,Ｋサマｰシルフィｰド, 55,浜中俊, 0.9, 58,*  2, -12, 7, 13.7, ②②, 9, 3,Ｇウエスタンリジ, 75,郷原洋, 1.5, 69,*  8,  -1,14, 76.6,②②②
10,14,Ｇシャンドルｰル, 56,浜中俊, 0.8, 48,  -7,  -2, 7, 23.8, ⑬⑭,10, 5, ブラックスレンダｰ,---,三浦皇, 2.4, 57,  -5,   2,11, 51.2,⑧⑧⑧,10,10,Ｇブルｰラヴ, 60,小林淳, 1.0, 57,  -5,  -6,13, 85.0, ⑧⑧,10, 8,Ｆシルクデュエリスト, 77,大江原, 1.6, 71,   2,   9, 9, 30.1,⑫⑬⑬
11, 2,Ｉスマｰトパｰティｰ, 55,北村宏, 0.9, 49,  -2,  -7, 9, 53.2, ⑨⑧,11,12,Ｄミサトフリｰト, 66,千葉直, 2.6, 55,  -4,  -1, 8, 38.1,⑤⑥⑦,11, 1,Ｂミサトバレｰ, 64,武士沢, 1.1, 56, -11,  -1, 8, 20.0, ⑭⑫,11,15,Ｂハウンドコップ, 81,浜中俊, 1.6, 69,   5,   4, 6, 19.3,⑨⑧⑧
12,13,Ｎサンライトオｰジャ, 43,千葉直, 0.9, 50,   0,  -9,13,136.2, ⑧⑧,12, 7,Ｉサンライトポリニア, 59,石神深, 3.9, 49,  -7,  -5,12,208.1,⑫⑫⑫,12,14,Ｎタケデンスキップ, 47,伊藤直, 1.2, 55,  -7,  -5,16,307.3, ⑩⑫,12, 5,Ｌサクセスガｰウィン, 73,的場勇, 1.6, 70,   6,   2,10, 40.5,③⑤⑥
13, 7,Ｂドリｰムオブスタｰ, 60,田辺裕, 1.0, 47,  -4,  -4,11,105.0, ⑪⑪,,,,,,,,,,,,,13,11,Ｍシナノザクラ, 53,田辺裕, 1.4, 52,  -1, -15, 9, 25.6, ④④,13,11,Ｊプロミスフェアｰ, 73,戸崎圭, 1.7, 69,   5,   2,12, 63.3,⑥⑤⑥
14,12, カイテキファｰレン,---,的場勇, 1.8, 40, -10,  -8,14,194.2, ⑮⑮,,,,,,,,,,,,,14,16, スパロｰビｰト,---,戸崎圭, 1.5, 51,*  4, -21,10, 37.2, ①①,14, 1,Ｋメインザナゲット, 73,武士沢, 1.9, 69,   4,   4,15,163.6,⑨⑩⑫
15, 5,Ｃシチリアｰナ, 60,田中博, 1.9, 43,*  6, -23, 4,  9.8, ②②,,,,,,,,,,,,,15,15,Ｈロｰレルエルヴェル, 58,藤田伸, 1.8, 48,  -1, -19, 3,  4.7, ④④,15,10,Ｏヤクモアクティヴ, 56,横山義, 3.7, 57,   2,  -8,16,233.1,⑭⑬⑬
,,,,,,,,,,,,,,,,,,,,,,,,16, 9, ミサトミラクル,---,高野和, 2.0, 45,  -7, -16,15,192.9, ⑩⑮,16,14,Ｐトｰセンロッキｰ, 35,五十嵐, 4.7, 50,   3, -17,13, 69.9,⑧⑪⑯
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
