08年11月24日 京都,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,08年11月24日 京都,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1400m 2 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:8,,,,,■ 4R  芝2910m 3歳上未勝利(混) 定量,,,,,,,,,,,,■ 7R  ダ1800m 3歳上1000万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:5,,,,,■10R  芝2000m 3歳上1600万(混) ﾊﾝﾃﾞ,,,,,,,出走馬ﾚﾍﾞﾙ:0,,,,
 2, 9,Ｃシゲルクラマヤマ, 58,池添謙, 0.1, 67,*  7,   1, 2,  6.1, ①①, 2, 7, レッドボナンザ,---,福永祐, 0.5, 57,* -1, -12, 2,  2.7, ②②, 2,14,Ａシャンパンマリｰ, 82,藤田伸, 0.0, 78,*  9,   7, 2,  4.2, ③③, 2, 7,Ａダｰクメッセｰジ, 97,ペリエ, 0.3, 89,  10,* 19, 2,  6.5,⑭⑬⑫
 3,15,Ｌメイショウマレンゴ, 47,藤岡佑, 0.1, 65,  -1,*  8, 8, 52.3, ⑨⑨, 3, 5, アメジストオブレイ,---,酒井学, 0.7, 55,  -3, -11, 3,  7.4, ④③, 3, 8,Ｃタガノクリスエス, 82,安藤勝, 0.1, 77,   7,   8, 1,  3.3, ⑦⑥, 3, 1,Ｃメイショウサライ, 94,横山典, 0.3, 89,  11,* 16, 8, 29.7,⑪⑪⑩
 4,12,Ｅウインザモチ, 57,幸英明, 0.5, 61,   2,   0, 4, 18.5, ⑤⑥, 4, 9, マレンゴ,---,佐藤哲, 0.9, 50, -10,  -7, 5, 11.4, ⑧⑦, 4, 9,Ｊカロンセギュｰル, 76,渡辺薫, 0.2, 79,   7,   9,11, 43.7, ⑩⑨, 4,14,Ｌマルブツリｰド, 88,長谷川, 0.5, 90,  13,   9,10, 52.7,⑩⑦⑥
 5,10,Ｊハｰトランドフェロ, 49,武幸四, 0.8, 58,*  4,  -6, 5, 33.4, ④⑤, 5,13, ロングゴｰン,---,幸英明, 1.1, 48, -10, -10, 9, 60.3, ⑨⑧, 5,15,Ｈラインプレアｰ, 77,幸英明, 0.2, 76,*  9,   5, 3,  5.8, ④④, 5, 8,Ｇロｰルオブザダイス, 90,岩田康, 0.6, 86,  14,   7, 4,  9.0,⑤⑤④
 6, 6,Ｆプライムパレス, 55,和田竜, 0.8, 56,  -5,*  3, 6, 41.0, ⑩⑩, 6, 1, ナムラアウラ,---,小林徹, 1.2, 46, -15,* -6, 7, 33.9, ⑩⑩, 6, 3,Ｆクイックリｰプ, 78,太宰啓, 0.3, 77,   1,* 15, 9, 28.8, ⑭⑭, 6,13,Ｅフィフティｰワナｰ, 93,四位洋, 0.7, 85,* 17,   1, 3,  7.8,④③③
 7, 4,Ｏカンファｰピュア, 41,太宰啓, 0.8, 59,*  5,  -6,14,178.7, ②③, 7, 8, イナズマガイア,---,藤田伸, 1.4, 46,* -2, -21, 4,  9.8, ③④, 7, 4,Ｋゼンノグッドウッド, 76,武幸四, 0.3, 77,  -1,* 17,10, 30.3, ⑮⑮, 7,10,Ｈタイキヴァンベｰル, 90,幸英明, 0.7, 88,   7,* 20,15,210.3,⑯⑯⑯
 8, 2,Ｉオｰスミビジョン, 50,ルメｰ, 0.9, 56,  -2,  -1,11,110.0, ⑦⑧, 8,11, ハッピｰトｰク,---,柴原央, 1.5, 43,  -6, -19, 8, 40.2, ⑦⑨, 8,12,Ｎダノンジュピタｰ, 74,佐藤哲, 0.3, 77,   6,   8, 7, 20.9, ⑪⑩, 8, 5,Ｍラッキｰブレイク, 88,上村洋, 0.7, 88,  12,  12,12,108.7,⑫⑫⑪
 9, 1,Ｂメイケイファルコン, 62,川田将, 1.2, 52,   1,  -7, 3,  7.1, ⑥④, 9, 3, マッキｰガリウム,---,橋本美, 1.9, 39, -26,* -5,13,214.8, ⑬⑬, 9, 6,Ｇデュヴァル, 78,田中克, 0.5, 76,   6,   6,15,256.8, ⑨⑧, 9,15,Ｄマコトスパルビエロ, 93,安藤勝, 0.8, 83,  14,   5, 5, 13.4,⑥⑥⑤
10,13,Ｍラガｰゴｰルデン, 47,佐藤哲, 1.2, 51,  -7,   1, 7, 41.6, ⑫⑬,10, 2, テイエムアクジョ,---,田中健, 2.1, 35, -17, -17,10, 73.0, ⑪⑪,10, 1,Ｉタガノティアｰズ, 76,橋本美, 0.5, 77,* 11,   1, 8, 22.5, ①①,10, 4,Ｋドンクｰル, 89,藤岡佑, 1.0, 83,  12,   7,11, 59.0,⑨⑨⑦
11, 8,Ｈフラワｰウィンド, 52,渡辺薫, 1.3, 50,  -5,  -4, 9, 55.1, ⑪⑪,11, 6, カシノベイリｰ,---,白坂聡, 2.1, 36,  -5, -28,12,200.5, ⑥⑤,11, 2,Ｅペプチドアトム, 79,和田竜, 0.5, 75,* 10,   1, 5,  9.6, ②②,11, 6,Ｆナナヨｰヒマワリ, 91,福永祐, 1.1, 85,   8,  14, 9, 34.9,⑮⑮⑭
12, 7,Ｇビコｰトリニティｰ, 54,佐久間, 1.7, 45,   1, -14,12,163.5, ⑧⑦,12,12, テイエムフラメンコ,---,和田竜, 2.2, 35,  -4, -31, 6, 28.6, ⑤⑥,12,10,Ｄブレイバｰ, 80,横山典, 0.6, 74,   5,   8, 4,  7.5, ⑫⑫,12, 2,Ｎウインカｰディナル, 85,川原正, 1.3, 83,   8,  12,14,184.3,⑬⑭⑮
13, 5,Ｎマｰロンバロｰズ, 42,船曳文, 2.1, 38,  -9, -10,15,364.7, ⑭⑫,13,10, ワシントンハｰト,---,田中克, 2.4, 33, -21, -17,11,116.5, ⑫⑫,13,13,Ｌトウカイフラッグ, 74,田中健, 0.7, 74,   5,   7,13,107.3, ⑬⑬,13,12,Ｊダイナミックグロウ, 89,太宰啓, 1.6, 77,* 17,  -7, 6, 23.8,②②②
14,14,Ｋクオリティタイム, 48,飯田祐, 2.1, 40,  -6, -12,13,166.2, ⑬⑭,,,,,,,,,,,,,14, 7,Ｏテンシノコンコルド, 73,酒井学, 0.8, 72,   7,   2,12, 53.7, ⑥⑤,14,16,Ｏイイデケンシン, 85,池添謙, 3.4, 66,  15, -19,13,147.8,③④⑧
15,11,Ｄメイショウリスボン, 58,角田晃, 2.9, 30, -12, -16,10, 64.5, ⑮⑮,,,,,,,,,,,,,15, 5,Ｍアグネスハッピｰ, 74,上村洋, 2.3, 62,   7, -10,14,199.4, ⑤⑪,15, 9,Ｐドリｰムガｰドナｰ, 79,浜中俊, 3.6, 66,  12, -16, 7, 29.2,⑦⑧⑨
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16, 3,Ｉハギノベルテンポ, 90,川田将, 5.1, 57,  12, -26,16,235.7,⑧⑩⑬
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:58 ﾚｰｽﾍﾟｰｽ指数:+3 ﾚｰｽｱｶﾞﾘ指数:+2 馬場:良(指数:3),,,,,,,,,,,,ｸﾗｽ上位平均:56 ﾚｰｽﾍﾟｰｽ指数:+1 ﾚｰｽｱｶﾞﾘ指数:-3 馬場:良(指数:3),,,,,,,,,,,,ｸﾗｽ上位平均:80 ﾚｰｽﾍﾟｰｽ指数:-3 ﾚｰｽｱｶﾞﾘ指数:-0 馬場:良(指数:-1),,,,,,,,,,,,ｸﾗｽ上位平均:88 ﾚｰｽﾍﾟｰｽ指数:-0 ﾚｰｽｱｶﾞﾘ指数:-2 馬場:稍重(指数:-1),,,,,,,,,,,
単勝:140円 複勝:03=110円 09=150円 15=680円 枠連:310円,,,,,,,,,,,,単勝:240円 複勝:04=110円 07=120円 05=160円 枠連:230円,,,,,,,,,,,,"単勝:1,130円 複勝:11=300円 14=180円 08=130円 枠連:710円",,,,,,,,,,,,単勝:170円 複勝:11=120円 07=190円 01=380円 枠連:310円,,,,,,,,,,,
"馬連:340円 ワイド:03-09=190円 03-15=1,040円 09-15=2,160円",,,,,,,,,,,,馬連:240円 ワイド:04-07=140円 04-05=300円 05-07=340円,,,,,,,,,,,,"馬連:3,190円 ワイド:11-14=1,250円 08-11=480円 08-14=290円",,,,,,,,,,,,"馬連:550円 ワイド:07-11=260円 01-11=880円 01-07=1,490円",,,,,,,,,,,
"馬単:430円 3連複:4,370円 3連単:10,460円",,,,,,,,,,,,"馬単:450円 3連複:600円 3連単:1,620円",,,,,,,,,,,,"馬単:7,440円 3連複:2,130円 3連単:20,150円",,,,,,,,,,,,"馬単:800円 3連複:4,040円 3連単:11,770円",,,,,,,,,,,
■ 3R  芝1600m 2 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:4,,,,,■ 6R  芝1400m 2 歳新馬(混) 馬齢,,,,,,,,,,,,■ 9R  ダ1800m 2 歳500万(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:3,,,,,■12R  芝2000m 3歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:2,,,,
,,,,,,,,,,,,,ﾒｲｸﾃﾞﾋﾞｭｰ京都,,,,,,,,,,,,もちの木賞,,,,,,,,,,,,,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,13,Ｋアキノカウンタｰ, 48,安藤勝,, 67,*  4,*  6, 2,  4.0, ④③, 1, 4, メモリｰパフィア,---,幸英明,, 68,* -2,   1,10, 66.4, ①①, 1, 9,Ｂハイロｰラｰ, 70,幸英明,, 67,   7,* -4, 3,  7.7,⑨⑧⑦, 1, 8,Ｊミスズオペラ, 68,ペリエ,, 66,* -2,  -5, 5,  7.5,③②②
 2,11,Ｈタマモリバｰ, 53,和田竜, 0.1, 66,*  4,   3, 9, 27.0, ②②, 2, 3, ブルｰモｰリシャス,---,藤岡佑, 0.1, 66,  -7,*  7, 2,  5.5, ⑤⑤, 2, 8,Ａカノンコｰド, 76,藤田伸, 0.0, 67,   9,  -6, 1,  2.4,⑦⑦④, 2,17,Ｐタガノファントム, 57,岩田康, 0.1, 71,  -7,*  7, 2,  6.0,⑭⑭⑭
 3,10,Ｂワｰルドロレックス, 62,浜中俊, 0.4, 65,   3,   2, 1,  3.4, ⑤⑤, 3, 6, ビオンドパンテｰラ,---,岩田康, 0.3, 63,* -5,   0, 3,  5.8, ③②, 3, 4,Ｆカｰル, 63,藤岡佑, 0.2, 65,   6,* -4, 9, 67.1,⑧⑨⑨, 3, 9,Ｒドナフュｰジョン, 51,船曳文, 0.2, 67,  -5,  -2,18,208.9,⑪⑨⑨
 4, 7,Ｄトレジャｰハント, 61,藤岡佑, 0.5, 60,   2,   0, 5,  9.0, ③④, 4, 5, ジャグラｰキング,---,鮫島良, 0.3, 66, -10,*  8, 9, 45.2, ⑧⑦, 4, 1,Ｉマイネルプリマス, 55,ペリエ, 0.3, 64,  10, -11, 5, 10.6,③③③, 4, 7,Ｇピエナグッドラック, 69,藤田伸, 0.2, 68,  -6,*  1, 8, 14.2,⑫⑪⑩
 5, 3,Ｅナムラブレット, 56,太宰啓, 0.8, 60,  -1,*  4,11, 78.5, ⑫⑫, 5, 1, ミルリュユッテ,---,上村洋, 0.4, 64,* -5,   0, 5,  7.0, ②③, 5, 3,Ｈエルチョコレｰト, 59,横山典, 0.5, 64,   6,* -3, 8, 63.0,⑩⑩⑩, 5,12,Ｅスリｰオリオン, 70,川田将, 0.3, 68,  -6,*  1, 3,  7.3,⑩⑫⑫
 6, 2,Ｆサンライズスカイ, 56,岩田康, 0.8, 59,  -4,*  9, 7, 15.3, ⑭⑭, 6,14, デイブレイクスベル,---,佐藤哲, 0.5, 61,  -9,   3, 4,  6.8, ⑥⑥, 6, 7,Ｊレッドボルサリｰノ, 54,川田将, 1.4, 57,  10, -20, 6, 19.5,④④⑥, 6, 5,Ｎロｰレルベルロｰド, 66,安藤勝, 0.3, 64,* -3,  -6, 6,  9.6,②③④
 7,14,Ｃレジャイｰル, 62,福永祐, 0.9, 56,   3,  -6, 8, 16.8, ⑥⑥, 7,12, エスプリヌｰヴォｰ,---,浜中俊, 0.6, 62,  -6,  -1, 7, 38.4, ④④, 7,11,Ｅスマｰトパルス, 66,ルメｰ, 1.5, 55,* 11, -23, 4, 10.1,②②②, 7,13,Ａミッキｰスタｰ, 74,藤岡佑, 0.3, 67,  -6,*  1, 4,  7.3,⑬⑬⑬
 8, 1,Ｐミッキｰリヒト, 18,川田将, 1.0, 56,  -2,   1, 6, 14.4, ⑪⑪, 8, 2, リバｰトップガン,---,福永祐, 0.7, 61, -12,*  7,12, 76.2, ⑪⑩, 8, 2,Ｃアドマイヤコブラ, 69,安藤勝, 1.5, 55,* 11, -24, 2,  2.7,①①①, 8,10,Ｂフサイチダイチャン, 74,四位洋, 0.6, 62,  -5,  -8, 1,  4.4,⑨⑧⑧
 9,15,Ａアスカノヨアケ, 63,幸英明, 1.0, 57,   0,  -3, 3,  5.6, ⑩⑨, 9, 7, ハッピｰエンジェル,---,長谷川, 0.9, 58,  -8,  -1, 8, 38.7, ⑨⑧, 9,10,Ｇケイアイウミノカミ, 62,岩田康, 1.7, 57,   9, -20,10, 79.0,⑤⑥⑧, 9,16,Ｑグランジョイ, 55,田村太, 0.6, 58,* -2, -15,17,194.6,①①①
10, 6,Ｇダノンスピリット, 53,佐藤哲, 1.3, 52,   0,  -7,10, 59.5, ⑦⑧,10,10, ソニックファイヤｰ,---,ルメｰ, 1.4, 52, -10,  -7, 1,  2.4, ⑦⑨,10, 5,Ｄモエレサマｰ, 68,和田竜, 1.8, 56,   9, -23, 7, 28.5,⑥⑤⑤,10,18,Ｋミヤコノカｰン, 67,幸英明, 0.7, 65,  -6,  -3,15, 74.3,⑯⑮⑮
11,12,Ｏバブルガムトパｰズ, 29,渡辺薫, 1.4, 51,   3, -12,16,420.1, ⑧⑦,11, 9, マイネルシュトルム,---,和田竜, 1.4, 52, -13,  -3, 6, 18.5, ⑫⑪,11, 6, ジョウショｰリズム,---,川原正, 2.0, 55,   3, -12,11,184.0,⑪⑪⑪,11, 4,Ｍナムラノブナガ, 67,浜中俊, 0.7, 68,  -9,*  1,11, 44.4,⑰⑯⑰
12, 5,Ｌインファンシｰ, 48,長谷川, 1.5, 51,  -1,  -5,12, 92.2, ⑬⑬,12, 8, ロングファラオ,---,高橋亮, 1.4, 53, -16,   2,11, 68.0, ⑬⑬,,,,,,,,,,,,,12, 1,Ｃヨドノヒｰロｰ, 72,池添謙, 0.8, 63,  -7,  -2, 7, 14.0,⑮⑰⑯
13, 8,Ｊショウナンアトム, 50,田中健, 1.6, 48,*  7, -21,14,254.5, ①①,13,11, ネオグラティア,---,川原正, 1.4, 53, -16,   2,13, 80.2, ⑭⑭,,,,,,,,,,,,,13,15,Ｄナムラチェンジ, 72,小林徹, 0.9, 63,  -9,  -2, 9, 15.6,⑱⑱⑱
14, 9,Ｉエルシッド, 51,ペリエ, 1.9, 45,   0, -14, 4,  7.3, ⑨⑩,14,13, テラノチャンス,---,藤田伸, 2.5, 39, -11, -19,14,107.7, ⑩⑫,,,,,,,,,,,,,14,14,Ｏホッコｰビクトリｰ, 64,渡辺薫, 1.2, 54,* -3, -19,16, 77.6,⑥⑤⑤
15, 4,Ｎシルクナトゥｰル, 38,武英智, 2.5, 38,  -6, -14,13,245.6, ⑮⑮,,,,,,,,,,,,,,,,,,,,,,,,,15, 6,Ｆスマｰトレディｰ, 70,横山典, 1.3, 52,* -3, -19,14, 60.4,④⑥⑥
16,16,Ｍクリスタルドラゴン, 39,小林徹, 2.6, 38,  -6, -16,15,386.3, ⑯⑯,,,,,,,,,,,,,,,,,,,,,,,,,16,11,Ｈドリｰムストライド, 69,福永祐, 1.4, 50,* -2, -25,10, 28.0,⑤④③
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17, 3,Ｉフィフスアベニュｰ, 68,ルメｰ, 1.6, 50,* -3, -23,12, 45.5,⑧⑦⑦
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18, 2,Ｌプレストンペスカ, 67,角田晃, 1.7, 50,  -6, -20,13, 53.8,⑦⑩⑪
