08年 5月 3日 京都,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,08年 5月 3日 京都,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1800m 3 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:6,,,,,■ 4R  芝2910m 4歳上未勝利 定量,,,,,,,,,,,,■ 7R  芝1800m 3 歳500万(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-1,,,,,■10R  ダ1800m 3 歳ｵｰﾌﾟﾝ(混) 別定,,,,,,,出走馬ﾚﾍﾞﾙ:9,,,,
11, 6,Ｌワイズプロロｰグ, 36,川原正, 2.3, 53,  -7,   5,14,139.8,⑯⑯⑯,11,12, シンゲキ,,佐久間,200.9,,,,13, 93.6,⑪⑪⑪,,,,,,,,,,,,,11, 2,Ｇコスモサレオス, 76,藤田伸, 2.5, 67,  12, -13, 9, 55.4,⑥⑥⑤
12, 9,Ｉピンクノヒョウ, 49,田村太, 2.6, 49,  -6,   0,15,217.5,⑮⑮⑭,12, 3, ラダマンテス,,高井彰,200.9,,,, 6, 13.8,⑫⑪⑪,,,,,,,,,,,,,12, 5,Ｉワンダｰムシャ, 75,吉田稔, 2.9, 65,* 15, -22, 6, 25.2,①①②
13,10,Ｊスノｰスマイル, 47,飯田祐, 3.0, 45,  -1, -14,16,240.6,⑦⑦⑧,13, 9, シｰコンチェルト,,仲田雅,202.9,,,,14,116.7,⑫⑬⑬,,,,,,,,,,,,,13,11,Ｍビｰチパトロｰル, 69,岩田康, 2.9, 68,   1,*  4,10, 75.4,⑮⑮⑮
14, 5,Ｈトウケイリリｰ, 54,船曳文, 3.5, 42,   0, -20,11, 79.0,⑦④⑨,,,,,,,,,,,,,,,,,,,,,,,,,14,14,Ｊミゼリコルデ, 71,四位洋, 3.7, 61,  11, -21, 7, 25.6,⑨⑨⑪
15,14, アンコｰルラッシュ,---,安藤勝, 3.7, 40,  -1, -20, 8, 15.8,⑩⑦⑨,,,,,,,,,,,,,,,,,,,,,,,,,15,15,Ｏトシナギサ, 69,北村友, 4.3, 55,  13, -29,13,132.2,③⑤⑫
16, 7,Ｍランラン, 34,熊沢重, 6.0, 29,  -4, -35,12,116.7,⑤⑪⑮,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:60 ﾚｰｽﾍﾟｰｽ指数:-1 ﾚｰｽｱｶﾞﾘ指数:+3 馬場:良(指数:-3),,,,,,,,,,,,,,,,,,,,,,,,ｸﾗｽ上位平均:73 ﾚｰｽﾍﾟｰｽ指数:-0 ﾚｰｽｱｶﾞﾘ指数:-4 馬場:良(指数:-2),,,,,,,,,,,,ｸﾗｽ上位平均:77 ﾚｰｽﾍﾟｰｽ指数:+2 ﾚｰｽｱｶﾞﾘ指数:-11 馬場:良(指数:-3),,,,,,,,,,,
"単勝:600円 複勝:13=180円 01=530円 15=170円 枠連:3,320円",,,,,,,,,,,,"単勝:570円 複勝:10=230円 08=880円 07=210円 枠連:1,560円",,,,,,,,,,,,単勝:440円 複勝:08=190円 09=580円 02=350円 枠連:820円,,,,,,,,,,,,単勝:140円 複勝:08=110円 09=160円 07=260円 枠連:470円,,,,,,,,,,,
"馬連:5,010円 ワイド:01-13=1,680円 13-15=360円 01-15=1,550円",,,,,,,,,,,,"馬連:17,200円 ワイド:08-10=4,900円 07-10=650円 07-08=3,950円",,,,,,,,,,,,"馬連:4,180円 ワイド:08-09=1,440円 02-08=710円 02-09=1,520円",,,,,,,,,,,,"馬連:450円 ワイド:08-09=220円 07-08=370円 07-09=1,000円",,,,,,,,,,,
"馬単:8,560円 3連複:6,630円",,,,,,,,,,,,"馬単:30,580円 3連複:32,750円",,,,,,,,,,,,"馬単:6,670円 3連複:8,910円",,,,,,,,,,,,"馬単:550円 3連複:1,570円 3連単:3,840円",,,,,,,,,,,
■ 2R  ダ1200m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-12,,,,,■ 5R  芝1600m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:9,,,,,■ 8R  ダ1400m 3 歳500万(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:3,,,,,■11R  芝1600m 4歳上1600万(混) ﾊﾝﾃﾞ,,,,,,,出走馬ﾚﾍﾞﾙ:3,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,朱雀ｽﾃｰｸｽ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 6, トｰコｰゼウス,---,幸英明,, 68,*  1,*  8, 7, 22.0, ①①, 1, 2,Ｆタガノエルシコ, 56,藤岡佑,, 64,  -2,   0, 1,  2.8, ⑦⑦, 1,10,Ａリュウケン, 73,吉田稔,, 75,*  9,   3, 7, 14.7, ③③, 1,12,Ａヒカルオオゾラ, 88,秋山真,, 92,  23,   4, 1,  1.6, ④④
 2,16,Ａプレストンペスカ, 65,角田晃, 0.7, 63,  -3,*  6, 1,  2.0, ⑥⑤, 2, 8,Ｃエｰケｰサンライズ, 61,小牧太, 0.0, 65,  -2,   0, 6, 11.4, ⑦⑦, 2, 2,Ｎカシノブレイヴリ, 54,田中克, 0.0, 77,* 10,   1,10, 40.5, ①①, 2,11,Ｋサンダルフォン, 79,古川吉, 0.5, 86,  22,  -2,12, 43.1, ⑤④
 3,14,Ｂリリｰレインボｰ, 65,田中克, 0.9, 61,  -1,   2, 3,  5.4, ④②, 3,12,Ａシンデレラロマンス, 68,秋山真, 0.1, 61,   1,  -7, 5, 11.0, ④④, 3,16,Ｂメイショウボンハオ, 73,武幸四, 0.2, 75,   8,   4, 2,  4.5, ⑦④, 3,14,Ｆヘイロｰフジ, 81,飯田祐, 0.6, 86,  17,   5,11, 33.1, ⑩⑩
 4, 2,Ｅコロナドリリｰ, 60,長谷川, 1.1, 60,  -2,   1, 6, 17.8, ④⑤, 4, 3,Ｉカネトシレジアス, 51,北村友, 0.2, 63,   1,  -6,10, 61.1, ④④, 4, 3,Ｆペプチドアトム, 68,和田竜, 0.6, 71,   8,   0, 6, 13.4, ④④, 4,13,Ｂサクラオリオン, 84,藤岡佑, 0.8, 85,  12,* 11, 6, 19.1, ⑭⑭
 5,11,Ｍラバｰソウル, -5,北村友, 1.1, 58,  -3,   2,11,218.8, ⑥⑤, 5, 7,Ｈエイシングラスゴｰ, 52,和田竜, 0.4, 58,*  3, -15, 8, 34.8, ①①, 5, 5,Ｃアイソトｰプ, 72,藤田伸, 0.8, 69,* 10,  -5, 1,  3.5, ②②, 5, 3,Ｃウエスタンヒｰト, 82,田中克, 0.9, 82,  19,  -3, 3, 12.3, ⑧⑦
 6, 9,Ｃグレイホｰク, 61,安藤勝, 1.1, 58,  -4,   3, 2,  5.0, ⑥⑧, 6,10,Ｄエスポワｰルシチｰ, 59,佐藤哲, 0.6, 56,  -1, -11, 2,  3.1, ⑥④, 6,12,Ｊシｰアクロス, 64,長谷川, 1.1, 65,   0,*  5,11, 44.0, ⑩⑩, 6, 8,Ｅアンティｰクコイン, 81,小牧太, 1.0, 82,  15,   2, 7, 20.0, ⑩⑩
 7, 8, ルヴァンクレｰル,---,藤岡佑, 1.8, 51, -12,*  5, 4, 10.1, ⑭⑭, 7, 1,Ｊメイショウエビス, 50,武幸四, 0.6, 58,  -4,  -5, 9, 38.7, ⑨⑨, 7, 8,Ｋメイショウイッキ, 63,佐藤哲, 1.1, 65,  -3,* 10, 5, 13.0, ⑮⑭, 7,10,Ｉヒシハイグレｰド, 80,石橋守, 1.1, 81,  12,*  7,10, 33.1, ⑮⑭
 8, 1,Ｆテツゴｰルド, 54,小牧太, 1.8, 52,  -5,  -2, 8, 23.6, ⑨⑧, 8, 6,Ｇエｰシンウドウィン, 56,川原正, 0.7, 59, -14,*  9, 7, 29.7, ⑬⑬, 8, 7,Ｉロジュマン, 65,小林徹, 1.3, 65,   8,  -5,14,171.8, ⑥⑥, 8, 7,Ｑシュガｰヴァイン, 75,酒井学, 1.3, 78,  16,  -3, 4, 15.3, ⑫⑩
 9,12,Ｄエリモリリパット, 60,和田竜, 1.9, 53,*  0,  -7, 5, 10.7, ②②, 9, 4, ノｰブルプレッジ,---,安藤勝, 1.1, 51,  -8,  -5, 4,  8.1, ⑪⑪, 9, 6,Ｅタマモクリエイト, 69,幸英明, 1.3, 64,   5,  -3, 8, 17.1, ⑧⑧, 9, 9,Ｎゼットカｰク, 78,岩崎祐, 1.3, 78,  22, -12,17,160.6, ⑥⑥
10,13,Ｊカシノデンシロ, 41,白坂聡, 2.1, 50,*  0,  -9,13,250.3, ②②,10,11,Ｅマンフッド, 56,四位洋, 1.4, 48,  -8, -11, 3,  7.4, ⑩⑩,10, 4,Ｌライジングバイオ, 57,小牧太, 1.4, 63,   0,   4, 9, 35.5, ⑪⑪,10, 6,Ｇジｰンハンタｰ, 80,高野容, 1.6, 75,   6,*  8,15,144.0, ⑰⑯
11, 7,Ｉノッテビアンカ, 41,上野翔, 2.2, 49, -10,   0,14,362.8, ⑫⑫,11,13,Ｌオｰスミリョウ, 42,古川吉, 1.4, 49,  -8,  -9,14,150.4, ⑪⑪,11,14,Ｍナリタシャトル, 56,船曳文, 1.7, 60,  -1,   1,13,159.2, ⑪⑫,11,18,Ｏピサノアルハンブラ, 77,藤田伸, 1.7, 72,* 24, -24,13, 50.8, ②②
12,10,Ｈエイユｰルｰジュ, 45,吉田稔, 2.6, 46, -10,  -4, 9,175.5, ⑫⑬,12,15,Ｋファイナルヘヴン, 49,角田晃, 2.8, 34,   2, -44,13,144.0, ③②,12, 1,Ｏエイユｰパッション, 52,石橋守, 2.6, 53,   2, -10,15,203.4, ⑨⑨,12, 2,Ｈベイリングボｰイ, 80,幸英明, 1.7, 74,* 25, -23, 5, 16.5, ②②
13, 5,Ｇトｰワヒヨシマル, 48,田嶋翔, 2.7, 45,  -7,  -7,15,375.1, ⑩⑩,13,14,Ｍフィｰルドハｰバｰ, 40,幸英明, 3.0, 31,*  2, -51,11,100.1, ②②,13,13,Ｇトウケイトロイ, 67,川原正, 2.7, 55,  -3,   0,12,116.7, ⑯⑯,13,16,Ｒダンスオブサロメ, 70,長谷川, 1.7, 74,  19, -13,16,158.1, ⑨⑨
14, 4, メイショウアガサ,---,武幸四, 3.0, 42, -12,  -6,10,194.4, ⑭⑮,14, 9, ヒルノゼンカイ,---,小林徹, 4.4, 17, -18, -36,12,133.3, ⑭⑭,14,11,Ｄロｰルオブザダイス, 71,四位洋, 3.2, 50,   0, -11, 4,  6.1, ⑪⑭,14,15,Ｄキッスアンドライド, 82,船曳文, 1.9, 70,  22, -21,14, 54.1, ⑥⑦
15, 3,Ｋエムテイミニヨン, 35,酒井学, 3.2, 41,  -7, -11,12,235.6, ⑩⑩,,,,,,,,,,,,,15, 9,Ｐシュロ, 51,田嶋翔, 3.2, 49,  -1, -10,16,252.6, ⑭⑫,15,17,Ｐメイショウトキムネ, 76,竹之下, 2.2, 67,  15, -15,18,274.4, ⑫⑬
16,15,Ｌテイエムハッピｰ, 24,鮫島良,14.1,-56, -53, -64,16,393.5, ⑯⑯,,,,,,,,,,,,,16,15,Ｈタカラシャフト, 65,岩田康, 3.3, 49,   8, -24, 3,  4.9, ④⑥,16, 4,Ｊケイアｰス, 80,四位洋, 2.8, 61,   6,  -9, 9, 28.6, ⑯⑯
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17, 1,Ｍモエレフィｰルド, 79,千田輝, 2.9, 59,* 31, -54, 8, 28.1, ①①
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18, 5,Ｌチョウカイキセキ, 79,横山典, 5.1, 38,  -2, -26, 2, 10.7, ⑱⑱
ｸﾗｽ上位平均:62 ﾚｰｽﾍﾟｰｽ指数:-3 ﾚｰｽｱｶﾞﾘ指数:+2 馬場:良(指数:-3),,,,,,,,,,,,ｸﾗｽ上位平均:64 ﾚｰｽﾍﾟｰｽ指数:-0 ﾚｰｽｱｶﾞﾘ指数:-2 馬場:良(指数:-2),,,,,,,,,,,,ｸﾗｽ上位平均:72 ﾚｰｽﾍﾟｰｽ指数:+2 ﾚｰｽｱｶﾞﾘ指数:-3 馬場:良(指数:-3),,,,,,,,,,,,ｸﾗｽ上位平均:85 ﾚｰｽﾍﾟｰｽ指数:+8 ﾚｰｽｱｶﾞﾘ指数:-6 馬場:良(指数:-2),,,,,,,,,,,
"単勝:2,200円 複勝:06=410円 16=110円 14=150円 枠連:1,880円",,,,,,,,,,,,"単勝:280円 複勝:02=150円 08=260円 12=270円 枠連:3,290円",,,,,,,,,,,,"単勝:1,470円 複勝:10=530円 02=1,080円 16=230円 枠連:19,330円",,,,,,,,,,,,"単勝:160円 複勝:12=110円 11=740円 14=630円 枠連:3,480円",,,,,,,,,,,
"馬連:2,080円 ワイド:06-16=780円 06-14=1,190円 14-16=190円",,,,,,,,,,,,"馬連:1,520円 ワイド:02-08=610円 02-12=560円 08-12=760円",,,,,,,,,,,,"馬連:33,000円 ワイド:02-10=7,080円 10-16=2,200円 02-16=3,250円",,,,,,,,,,,,"馬連:3,680円 ワイド:11-12=1,200円 12-14=1,220円 11-14=9,510円",,,,,,,,,,,
"馬単:5,260円 3連複:2,230円",,,,,,,,,,,,"馬単:2,350円 3連複:3,370円",,,,,,,,,,,,"馬単:69,710円 3連複:73,630円",,,,,,,,,,,,"馬単:4,740円 3連複:35,780円 3連単:120,900円",,,,,,,,,,,
■ 3R  芝1800m 3 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:1,,,,,■ 6R  芝2200m 4歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:3,,,,,■ 9R  芝1200m 4歳上1000万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-1,,,,,■12R  ダ1800m 4歳上1000万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:2,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,鷹ｹ峰特別,,,,,,,,,,,,,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 1,Ｂロｰザブランカ, 60,小牧太,, 68,  -4,*  5, 4,  7.2, ⑦⑦, 1, 5,Ｄバブルスプリングス, 67,藤田伸,, 71,* -2,   0, 2,  3.6,②②②, 1, 9,Ａリッタｰヴォルト, 79,横山典,, 78,   2,   5, 1,  1.8, ⑤⑤, 1, 6,Ｅナリタブラック, 77,石橋守,, 79,  13,*  1,15, 69.0,⑥④④
 2,10,Ｇアドマイヤワイド, 55,岩田康, 0.2, 62,*  3, -13, 2,  3.4, ①①, 2, 2,Ｃトップオブハワイキ, 68,田中克, 0.0, 71,*  0,  -1, 5,  6.5,①①①, 2, 2,Ｌミスズアロハ, 65,北村友, 0.2, 77,  -3,*  8,11, 50.9, ⑩⑦, 2, 3,Ｎブルｰフェアプレｰ, 70,古川吉, 0.5, 78,  10,*  1,16,135.3,⑪⑫⑪
 3,12,Ｃサムワントゥラブ, 58,四位洋, 0.4, 62,  -4,* -1, 3,  4.6, ⑦⑦, 3, 7,Ａエイシンフタイテン, 71,岩田康, 0.4, 67,* -2,  -3, 1,  3.0,④④⑤, 3, 1,Ｅマルサンテクニカル, 70,古川吉, 0.5, 73,  -5,*  7,14, 81.6, ⑪⑩, 3,15,Ｃアクセルカフェ, 79,四位洋, 0.5, 76,* 13,  -6, 1,  3.8,④②②
 4,11,Ｄホッコｰティアラ, 57,横山典, 0.5, 60,*  0, -11, 5, 12.7, ②②, 4, 3,Ｂタマモモダンタイム, 69,幸英明, 0.5, 68,* -1,  -5, 3,  4.9,⑥④③, 4, 6,Ｃセレスダイナミック, 73,藤岡佑, 0.6, 71,  -6,   5, 5, 13.5, ⑪⑫, 4,10,Ｋヤマニンコｰリング, 75,和田竜, 0.6, 78,  10,*  1,12, 42.9,⑭⑫⑦
 5, 6,Ａエアジャメヴｰ, 71,安藤勝, 0.6, 60,  -4,  -3, 1,  3.0, ⑦⑨, 5, 6,Ｆホッコｰサンライズ, 60,小林徹, 0.6, 67,* -1,  -5, 6, 21.2,⑤④⑤, 5,14,Ｐライブリシュロム, 62,石橋守, 0.7, 69,   0,  -1,12, 52.4, ⑤⑤, 5, 2,Ｆツルマルシルバｰ, 77,横山典, 1.1, 72,  10,  -4, 4,  7.3,⑨⑨⑮
 6, 4,Ｍミネルヴァアイ, 44,鮫島良, 0.7, 61,* -1,  -9,15,246.7, ③③, 6, 1,Ｇフロントダッシュ, 60,田嶋翔, 0.7, 63,* -2, -10, 4,  6.2,②②③, 6,10,Ｆコアレスソニック, 70,岩田康, 0.8, 68,  -3,   0, 6, 15.2, ⑧⑦, 6, 7,Ｊプレシャスピクセル, 76,藤岡佑, 1.3, 72,   9,  -2, 9, 34.6,⑮⑮⑭
 7,14,Ｈチョウラブラブ, 54,秋山真, 0.7, 58,  -3,  -9,12,103.3, ⑤③, 7, 8,Ｅカシノオウジャ, 64,藤岡佑, 0.8, 67,  -6,*  3, 7, 21.4,⑧⑧⑧, 7,15,Ｂコスモラヴソング, 77,安藤勝, 0.8, 67,   0,  -3, 2,  6.3, ⑤⑦, 7, 5,Ａデマントイドリバｰ, 79,鮫島良, 1.4, 73,  10,  -6, 6,  9.3,⑬⑫⑨
 8, 8,Ｅジョウノグレｰス, 57,幸英明, 0.7, 61,  -6,* -1, 6, 17.3, ⑩⑩, 8, 4,Ｈラガｰフレックス, 51,吉田稔, 0.8, 66,  -6,   0, 8, 29.1,⑥⑦⑦, 8, 5,Ｄタケイチゼット, 71,小林徹, 0.8, 69,  -8,   5, 9, 30.9, ⑭⑭, 8,14,Ｈエイシンハンコック, 77,岩田康, 1.4, 70,* 15, -15, 2,  5.1,③②②
 9,13,Ｎメイショウキｰル, 42,田中克, 1.1, 56, -10,*  0,18,382.6, ⑬⑫,,,,,,,,,,,,, 9,16,Ｇシゲルダイノウカイ, 69,角田晃, 0.9, 66,   4,  -8, 4, 13.1, ④②, 9,16,Ｌヒラボクオウショｰ, 73,上村洋, 1.5, 73,  12, -11, 7, 16.4,⑧⑦⑥
10, 9,Ｋアルディラダ, 49,酒井学, 2.2, 43,  -6, -23,11, 86.4, ⑩⑩,,,,,,,,,,,,,10, 3,Ｎティムガッド, 63,幸英明, 0.9, 67,*  5,  -9,10, 40.9, ②②,10, 4,Ｄイエス, 78,武幸四, 1.7, 70,   8,  -6,11, 39.7,⑯⑮⑬
11,16,Ｆブレイジングスタｰ, 55,川原正, 2.4, 43,  -6, -23, 7, 23.5, ⑫⑫,,,,,,,,,,,,,11, 4,Ｈビｰチフェスタ, 69,川原正, 1.0, 65,*  5, -11, 3, 11.5, ②②,11, 9,Ｉテンザンメダリスト, 76,小林徹, 1.8, 67,  11, -12, 5,  8.6,⑪⑨⑨
12, 5,Ｌアマゾンノハナ, 46,和田竜, 2.4, 42,  -3, -33, 9, 74.7, ⑤⑥,,,,,,,,,,,,,12, 7,Ｊヒノトリ, 66,高橋亮, 1.1, 64,  -7,   0,16, 86.8, ⑭⑭,12,11,Ｂストｰムタイガｰ, 79,藤田伸, 2.1, 65,  13, -17, 3,  5.4,⑥④⑤
13,18,Ｏプリティエスト, 36,武幸四, 2.4, 43, -10, -19, 8, 51.2, ⑬⑭,,,,,,,,,,,,,13,11,Ｉドリｰムウィン, 67,上村洋, 1.2, 63,  -3,  -5,13, 55.6, ⑧⑩,13, 1,Ｐエプソムアｰロン, 65,幸英明, 2.3, 63,* 14, -24,10, 35.4,①①①
14,15,Ｐメイショウチュラマ, 31,田嶋翔, 2.7, 39, -11, -19,10, 85.0, ⑮⑮,,,,,,,,,,,,,14,12,Ｏエイミングポイント, 62,武幸四, 1.2, 64,  -9,   1,15, 86.8, ⑭⑯,14, 8,Ｍノｰキュアノｰペイ, 72,川原正, 3.1, 59,  11, -23, 8, 28.9,⑨⑨⑪
15, 2,Ｊデンコウレｰナ, 49,角田晃, 2.7, 41, -14, -13,14,210.9, ⑯⑯,,,,,,,,,,,,,15, 8,Ｍアインカチヌキ, 65,藤田伸, 1.4, 60,*  8, -18, 8, 20.8, ①①,15,13,Ｇクラリオンコｰル, 77,秋山真, 3.5, 59,  12, -28,13, 60.2,④⑦⑦
16,17,Ｉカネダイシシャモ, 54,小林徹, 3.0, 36,*  0, -46,17,290.9, ③③,,,,,,,,,,,,,16,13,Ｋウイングビｰト, 66,秋山真, 2.0, 52,  -5, -13, 7, 19.7, ⑪⑫,16,12,Ｏタマモディファイ, 67,角田晃, 5.4, 46,  11, -43,14, 64.9,②④⑮
17, 3,Ｒアイザックスリナｰ, 24,佐久間, 4.3, 25, -19, -24,16,262.0, ⑰⑰,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18, 7,Ｑクルトゥｰア, 26,長谷川, 5.9,  7, -23, -39,13,173.6, ⑱⑱,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
