08年 5月 4日 東京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,08年 5月 4日 東京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1400m 3 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:3,,,,,■ 4R  芝3000m 4歳上未勝利(混) 定量,,,,,,,,,,,,■ 7R  芝1600m 4歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:2,,,,,■10R  芝2000m 4歳上1600万(混) ﾊﾝﾃﾞ,,,,,,,出走馬ﾚﾍﾞﾙ:1,,,,
 9,10,Ｆメイクミｰスマイル, 47,郷原洋, 1.4, 41,  -6,  -4, 8, 31.7, ⑨⑧, 9,12, トｰセンセレニティ,,宗像徹,204.7,,,,10, 79.1,⑨⑧⑨, 9, 9,Ｅソルヴィエント, 62,吉田隼, 1.1, 60,  -3,  -7, 3,  8.5, ③④, 9, 2,Ｏマイネルアナハイム, 75,勝浦正, 1.0, 74,   5,   5, 8, 12.6,⑦⑦⑧
10, 3,Ｅオンワｰドヴィオラ, 49,北村宏, 2.7, 30,  -2, -20, 9, 42.4, ⑥⑥,10, 6, タイキスピリッツ,,山本康,205.8,,,, 4,  8.1,⑥⑤⑦,10,13,Ｂポンデアスｰカル, 69,柴田善, 1.2, 59,  -5,  -6, 1,  2.6, ⑤⑥,10, 9,Ｇブルｰマｰテル, 81,江田照, 1.0, 74,   2,  14,15, 96.0,⑱⑱⑯
11, 4,Ａラックトゥｰユｰ, 61,池添謙, 2.9, 28,   2, -26, 3,  4.2, ②④,11, 7, ジャンピングスタｰ,,蓑島靖,206.9,,,,11, 85.1,⑫⑫⑬,11, 8,Ｌギブミｰアチャンス, 59,村田一, 1.4, 59,  -8,  -4,13,118.9, ⑦⑪,11,17,Ｂサケダイスキ, 82,大野拓, 1.1, 70,* 12, -11, 9, 13.8,①①①
,,,,,,,,,,,,12, 4, ケイコワンデイ,,金子光,207.0,,,,12,105.3,⑨⑩⑩,12, 5,Ｃクチベニ, 63,郷原洋, 1.5, 56,  -8,  -7,11, 84.0, ⑦⑧,12, 6,Ｍオｰバｰカムオｰル, 77,横山義, 1.1, 73,   4,   8,17,121.2,⑩⑪⑫
,,,,,,,,,,,,13, 2, アミフジリュｰジュ,,高野和,207.1,,,,13,169.1,⑭⑭⑬,13, 2,Ｍレアルグロｰリｰ, 57,江田照, 1.7, 53,  -9,  -6,14,152.1, ⑭⑫,13, 7,Ａソリッドスライダｰ, 83,後藤浩, 1.2, 71,   5,   5,10, 16.1,⑩⑪⑪
,,,,,,,,,,,,14,13, カルストンハｰト,,柴田未,210.2,,,,14,173.7,③⑩⑪,14,14,Ｎケンタッキｰハット, 53,大野拓, 1.7, 52,  -3, -17,12, 91.5, ②③,14,16,Ｃトｰセンクラウン, 82,吉田隼, 1.2, 72,   7,   1, 1,  4.5,⑦⑧⑥
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,18,Ｑワイルドコンコルド, 74,蛯名正, 1.5, 67,   5,  -1, 5,  9.5,⑩⑪⑧
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16, 3,Ｆワルキュｰレ, 81,郷原洋, 1.6, 67,   4,   1,12, 37.5,⑬⑧⑫
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,11,Ｌドクタｰグリム, 78,柴田善, 1.6, 66,*  8,  -8,16,105.7,⑤⑤④
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18, 8,Ｒファイトクラブ, 69,小野次, 1.6, 69,   4,   1,14, 78.0,⑯⑭⑫
ｸﾗｽ上位平均:60 ﾚｰｽﾍﾟｰｽ指数:+1 ﾚｰｽｱｶﾞﾘ指数:-3 馬場:稍重(指数:-4),,,,,,,,,,,,,,,,,,,,,,,,ｸﾗｽ上位平均:73 ﾚｰｽﾍﾟｰｽ指数:-6 ﾚｰｽｱｶﾞﾘ指数:-0 馬場:良(指数:0),,,,,,,,,,,,ｸﾗｽ上位平均:85 ﾚｰｽﾍﾟｰｽ指数:-3 ﾚｰｽｱｶﾞﾘ指数:+1 馬場:良(指数:0),,,,,,,,,,,
"単勝:2,600円 複勝:11=580円 07=160円 02=300円 枠連:1,510円",,,,,,,,,,,,"単勝:500円 複勝:08=190円 14=420円 03=140円 枠連:4,870円",,,,,,,,,,,,"単勝:450円 複勝:11=240円 04=490円 12=450円 枠連:1,240円",,,,,,,,,,,,"単勝:880円 複勝:12=320円 01=350円 10=250円 枠連:2,940円",,,,,,,,,,,
"馬連:3,310円 ワイド:07-11=960円 02-11=2,370円 02-07=470円",,,,,,,,,,,,"馬連:5,220円 ワイド:08-14=1,470円 03-08=420円 03-14=1,060円",,,,,,,,,,,,"馬連:4,240円 ワイド:04-11=1,320円 11-12=1,560円 04-12=2,160円",,,,,,,,,,,,"馬連:5,530円 ワイド:01-12=1,930円 10-12=1,560円 01-10=1,430円",,,,,,,,,,,
"馬単:10,220円 3連複:7,570円",,,,,,,,,,,,"馬単:10,120円 3連複:5,960円",,,,,,,,,,,,"馬単:7,460円 3連複:17,140円",,,,,,,,,,,,"馬単:11,080円 3連複:14,150円 3連単:97,350円",,,,,,,,,,,
■ 2R  ダ1300m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:1,,,,,■ 5R  芝1600m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-1,,,,,■ 8R  ダ1300m 4歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-3,,,,,■11R  芝1800m 3 歳ｵｰﾌﾟﾝ(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:3,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ｽｲｰﾄﾋﾟｰS,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 2,Ｋネクストトライ, 43,柴田善,, 66,* -2,   4, 3,  4.0, ①①, 1, 1,Ｃダイワライトニング, 51,後藤浩,, 65,  -5,*  4, 1,  1.7, ⑧⑧, 1, 9,Ｃミレニアムカｰスル, 74,吉田豊,, 75,*  8,*  8, 1,  2.1, ②②, 1, 5,Ｆアロマキャンドル, 68,池添謙,, 85,  -7,* 22, 5,  8.8,⑮⑮⑭
 2, 4,Ｂマコトガンベロ, 63,小野次, 0.1, 64,* -4,*  5, 2,  3.5, ②②, 2,14,Ｇライラックラブ, 46,藤岡佑, 0.5, 60,  -4,* -6, 4,  8.0, ⑥⑤, 2, 7,Ａスズノネイビｰ, 76,後藤浩, 0.2, 72,*  9,   6, 4,  5.9, ①①, 2,12,Ｊスペルバインド, 65,勝浦正, 0.2, 82,  -5,* 15, 6, 17.1,⑬⑪⑨
 3, 8,Ａケイアイガルチ, 64,吉田豊, 0.7, 62,  -8,   4, 1,  2.9, ⑦⑧, 3, 7,Ａキタノオｰロラ, 57,北村宏, 0.5, 58,*  3, -18, 2,  5.8, ②②, 3, 2,Ｂレフォルマ, 75,大野拓, 0.5, 70,   6,   6, 2,  4.7, ④③, 3,11,Ａアルダントヌイ, 80,北村宏, 0.2, 76,* -1,   6, 3,  6.7,②②②
 4,14,Ｉマイティｰクラウン, 46,吉田隼, 0.8, 60,* -3,  -1,10, 39.6, ②②, 4,12,Ｆダイワポｰラスタｰ, 46,吉田隼, 0.7, 58,  -3,  -9, 3,  7.7, ⑥⑤, 4,15,Ｄシルクスタｰシップ, 69,吉田隼, 0.8, 68,   5,   5, 3,  5.7, ④④, 4,14,Ｄハイカックウ, 72,後藤浩, 0.3, 78,  -4,  11, 4,  8.5,⑫⑨⑧
 5, 7,Ｃシｰサンメイ, 59,蛯名正, 0.8, 60,  -6,   1, 4,  9.8, ⑧⑤, 5, 3, フォｰチュンクッキ,---,村田一, 1.3, 52,  -8, -10, 9, 96.8, ⑩⑪, 5, 6,Ｉサルバドｰルボス, 61,江田照, 0.9, 67,   3,   6, 6, 30.5, ⑦⑥, 5, 3,Ｅココシュニック, 71,吉田隼, 0.5, 76,  -4,   9, 9, 27.2,⑥⑦⑨
 6, 9,Ｅミネノクレド, 54,池添謙, 0.9, 60, -11,*  7, 8, 32.8, ⑩⑪, 6,15,Ｈウメノキャロル, 45,大野拓, 1.3, 52,  -5, -13,13,138.3, ⑧⑨, 6,13,Ｋグラインダｰ, 59,小林淳, 1.2, 66,  -1,*  9, 8, 35.5, ⑨⑨, 6, 7,Ｍメイショウアサガオ, 61,武士沢, 0.5, 79,  -7,* 15,12, 52.7,⑨⑭⑭
 7,11,Ｊアカテブクロ, 45,村田一, 1.6, 55, -16,*  5, 9, 33.7, ⑭⑭, 7, 2,Ｊタヤスアカヤネ, 40,江田照, 1.4, 48,*  1, -24,12,126.5, ②③, 7,10,Ｅサニｰケｰティング, 65,北村宏, 1.5, 62,   1,   3, 5, 15.0, ⑧⑦, 7, 1,Ｃメイショウマリア, 72,柴田善, 0.6, 74,  -3,   5, 1,  2.8,③④④
 8,15,Ｌヒラボクスマイル, 41,北村宏, 1.7, 51,  -5,  -8,11, 67.0, ②②, 8,11,Ｂクリｰムパフ, 54,池添謙, 1.4, 48,  -1, -23, 6, 16.1, ④③, 8, 5,Ｌユキノスバル, 57,伊藤工, 1.8, 61,  -6,* 10,12,165.2, ⑪⑫, 8,15,Ｈクｰノキセキ, 66,酒井学, 0.6, 76,  -6,  11, 7, 18.9,⑬⑪⑫
 9, 6,Ｇウォｰネックレス, 49,勝浦正, 2.0, 50,  -5, -10, 7, 31.2, ⑤⑤, 9,10,Ｅドクタｰアマランス, 47,柴田善, 1.5, 50,  -5, -16, 7, 44.1, ⑩⑨, 9,12,Ｆオンワｰドカルマ, 64,小野次, 2.0, 57,  -5,   5,10, 67.4, ⑬⑩, 9, 6,Ｎラヴドシャンクシｰ, 60,江田照, 0.6, 72,  -3,   5,11, 42.6,⑥⑤④
10,13,Ｆトラブルメｰカｰ, 49,小林淳, 2.2, 48,  -6, -12, 6, 18.7, ⑤⑤,10, 4,Ｉホｰリｰカップ, 43,郷原洋, 1.6, 48,  -9, -12,14,170.0, ⑭⑭,10,16,Ｇジャッキｰライオン, 62,田中博, 2.0, 59,  -9,*  9, 9, 48.8, ⑮⑭,10, 8,Ｉビｰビｰモデナ, 66,村田一, 0.8, 72,  -3,   2, 8, 24.4,⑨⑦④
11, 1,Ｄマチカネハルノコエ, 58,江田照, 2.3, 48,  -9,  -8, 5, 17.5, ⑧⑨,11, 5,Ｍノボメル, 36,横山義, 2.0, 44,  -7, -20,10,115.4, ⑩⑪,11, 4,Ｍブルｰシｰズン, 56,勝浦正, 2.1, 58,  -6,   6,11,121.0, ⑪⑫,11,10,Ｌウォｰタｰリング, 64,小野次, 0.9, 73,  -4,   4,13, 70.4,⑧⑨⑨
12,12,Ｎイガノアミｰゴ, 36,佐藤聖, 2.6, 44, -14,  -5,16,256.5, ⑬⑬,12, 9,Ｌシャイニｰカフェ, 39,小島太, 2.1, 43,  -8, -20, 8, 66.5, ⑩⑬,12,11,Ｏラッキｰウェイ, 48,柴田大, 2.3, 55,   5,  -9,15,269.5, ③④,12,13,Ｂライムキャンディ, 73,藤岡佑, 1.2, 65,  -3,  -4, 2,  4.3,③⑤④
13, 3,Ｈフジスイｰト, 47,吉永護, 2.7, 44, -11, -10,15,199.4, ⑫⑪,13, 6,Ｋバトルオｰブ, 40,田中博, 2.4, 39,  -2, -35,15,311.4, ④⑤,13,14,Ｊシルクラズベリｰ, 59,石神深, 2.4, 56,  -8,   6,14,221.7, ⑭⑭,13, 2,Ｋマダムルコント, 65,吉田豊, 1.3, 68,  -6,   3,15,104.8,⑨⑪⑬
14, 5,Ｏオンワｰドシュネル, 28,郷原洋, 2.7, 43,  -9, -13,13,121.8, ⑩⑨,14, 8,Ｄドリｰムサクセス, 48,武士沢, 2.7, 35,*  5, -52, 5, 15.3, ①①,14, 8,Ｎサチノオリｰブ, 52,藤岡佑, 2.6, 53,  -4,  -1, 7, 34.0, ⑨⑩,14, 4,Ｏナッシュビル, 56,田中博, 1.6, 58,*  0, -15,14, 93.1,①①①
15,16,Ｍラストビｰコン, 40,大野拓, 3.5, 39, -23,  -3,12,103.9, ⑯⑯,15,13, セイントミンタ,---,勝浦正, 5.2,  3, -10, -63,11,121.8, ⑮⑮,15, 1, リネンスタイル,---,村田一, 3.6, 45,   1, -15,13,192.6, ⑥⑦,15, 9,Ｇブライダルフェア, 68,蛯名正, 2.0, 54,* -1, -18,10, 40.8,③③②
16,10, オｰスミガンマン,---,田中博, 6.1, 16, -22, -27,14,176.3, ⑭⑮,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:62 ﾚｰｽﾍﾟｰｽ指数:-7 ﾚｰｽｱｶﾞﾘ指数:+2 馬場:稍重(指数:-4),,,,,,,,,,,,ｸﾗｽ上位平均:64 ﾚｰｽﾍﾟｰｽ指数:-1 ﾚｰｽｱｶﾞﾘ指数:-7 馬場:良(指数:0),,,,,,,,,,,,ｸﾗｽ上位平均:72 ﾚｰｽﾍﾟｰｽ指数:-1 ﾚｰｽｱｶﾞﾘ指数:+2 馬場:稍重(指数:-4),,,,,,,,,,,,ｸﾗｽ上位平均:75 ﾚｰｽﾍﾟｰｽ指数:-8 ﾚｰｽｱｶﾞﾘ指数:+3 馬場:良(指数:0),,,,,,,,,,,
単勝:400円 複勝:02=150円 04=140円 08=130円 枠連:640円,,,,,,,,,,,,単勝:170円 複勝:01=110円 14=180円 07=130円 枠連:650円,,,,,,,,,,,,単勝:210円 複勝:09=110円 07=190円 02=150円 枠連:680円,,,,,,,,,,,,"単勝:880円 複勝:05=380円 12=430円 11=300円 枠連:2,070円",,,,,,,,,,,
馬連:770円 ワイド:02-04=340円 02-08=310円 04-08=210円,,,,,,,,,,,,馬連:670円 ワイド:01-14=290円 01-07=200円 07-14=450円,,,,,,,,,,,,馬連:730円 ワイド:07-09=320円 02-09=210円 02-07=490円,,,,,,,,,,,,"馬連:7,760円 ワイド:05-12=2,100円 05-11=1,480円 11-12=2,060円",,,,,,,,,,,
"馬単:1,550円 3連複:750円",,,,,,,,,,,,馬単:790円 3連複:820円,,,,,,,,,,,,"馬単:1,140円 3連複:860円",,,,,,,,,,,,"馬単:13,510円 3連複:17,210円 3連単:129,540円",,,,,,,,,,,
■ 3R  ダ1600m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:5,,,,,■ 6R  芝2000m 3 歳500万(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:1,,,,,■ 9R  芝2400m 4歳上1000万(混) ﾊﾝﾃﾞ,,,,,,,出走馬ﾚﾍﾞﾙ:-7,,,,,■12R  ダ1600m 4歳上1000万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-2,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,陣馬特別,,,,,,,,,,,,,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,13,Ｄキクジロウ, 56,吉田豊,, 67,* -6,*  8, 3,  4.8, ③③, 1, 1,Ｄアリゾナアベニュｰ, 63,藤岡佑,, 68,*  2,* -4, 6, 15.4,①①①, 1, 7,Ｂジャガｰメイル, 79,藤岡佑,, 85,   8,* 17, 3,  5.2,⑨⑩⑦, 1,10,Ｅセレスケイ, 78,吉田豊,, 80,*  5,* 11, 2,  4.9, ②②
 2, 1,Ｌニシノソラフネ, 40,村田一, 0.1, 66,* -5,*  7, 2,  3.2, ②②, 2, 6,Ｃコスモスパロウ, 64,勝浦正, 0.1, 69,   1,* -2, 1,  1.9,④④③, 2, 8,Ｇミレニアムウイング, 73,北村宏, 0.0, 82,* 13,   0, 1,  3.3,②②②, 2,11,Ｄハｰドランナｰ, 78,池添謙, 0.1, 77,   4,* 12, 4, 12.7, ⑥③
 3, 4,Ａシュヴァｰベン, 62,後藤浩, 0.2, 63,* -5,   6, 1,  3.1, ①①, 3, 7,Ａベストオｰカン, 69,江田照, 0.5, 62,   1,  -6, 4,  7.1,⑥④⑥, 3,14,Ａシグナリオ, 80,柴田善, 0.4, 81,   8,* 10, 2,  4.1,⑧⑧⑦, 3, 8,Ｃニｰドルポイント, 79,吉田隼, 0.2, 77,   4,* 11, 1,  2.6, ④③
 4, 2,Ｅアイディリック, 56,北村宏, 1.1, 60, -11,*  8, 6, 17.2, ⑩⑫, 4, 2,Ｅマイネルエルマス, 60,田中博, 0.6, 62,*  2, -12, 2,  4.8,②②②, 4, 3,Ｎマイネジャｰダ, 53,江田照, 0.6, 73,* 17, -24, 9, 26.3,①①①, 4,12,Ａスタｰボイジャｰ, 81,田中博, 0.8, 75,   2,  11, 6, 17.5, ⑭⑨
 5, 8,Ｂテキサスホｰルデム, 58,小野次, 1.3, 54,  -8,   1, 7, 22.1, ⑤⑤, 5, 8,Ｆアイアムジャンヌ, 58,吉田豊, 0.7, 62,   0,  -6, 7, 22.7,⑧⑦⑦, 5,10,Ｃヘルバｰスト, 79,吉田隼, 0.9, 75,   9,   0, 4,  5.6,⑤⑤③, 5, 6,Ｊデジデｰリオ, 74,小林淳, 1.0, 73,   1,  10,13, 65.1, ⑬⑬
 6,14,Ｋジエクストリｰム, 45,吉田隼, 1.7, 53,  -9,  -1, 9, 39.4, ⑧⑤, 6, 4,Ｂフサイチエゴイスト, 66,吉田隼, 1.0, 58,   1, -16, 3,  5.7,③③③, 6,11,Ｊサムデイシュアｰ, 71,吉田豊, 1.1, 75,   5,   9, 8, 24.3,⑫⑬⑬, 6, 9,Ｉケイアイハクスイ, 74,大野拓, 1.2, 71,   1,   8,12, 45.6, ⑪⑨
 7, 7,Ｆジョッキｰポルカ, 53,武士沢, 1.9, 52,  -9,  -2, 5, 14.0, ⑧⑧, 7, 5,Ｇテンジンミコオウヒ, 58,北村宏, 1.0, 58,   1, -15, 5, 14.2,④④③, 7, 1,Ｌエプソムプライマリ, 68,大野拓, 1.2, 74,   7,   3,12, 83.3,⑨⑪⑪, 7, 5,Ｍソブリンブライト, 72,石神深, 1.3, 70,   0,   9,14,108.5, ⑪⑬
 8, 9,Ｃホウリイキッド, 57,藤岡佑, 1.9, 51, -10,  -1, 4,  8.6, ⑩⑩, 8, 3,Ｈヒｰリングステｰジ, 43,佐藤聖, 4.3, 33,  -3, -52, 8, 49.8,⑦⑦⑧, 8, 5,Ｄユメロマン, 78,村田一, 1.4, 72,   9,  -7, 6, 14.6,④③③, 8, 2,Ｇスプリングザスパ, 75,金子光, 1.5, 70,  -1,   9,11, 35.8, ⑭⑮
 9,10,Ｉヤマタケソウル, 48,小林淳, 2.2, 51, -12,  -1,13,227.2, ⑬⑬,,,,,,,,,,,,, 9, 6,Ｆバンダムカｰン, 76,石神深, 1.6, 69,   5,   1,11, 83.3,⑭⑬⑬, 9, 1,Ｂノワｰルシチｰ, 80,村田一, 1.5, 70,   2,   4, 8, 20.8, ⑥⑨
10,12,Ｊトｰホウサルｰ, 48,田中博, 2.3, 49, -10,  -4,12,133.7, ⑩⑩,,,,,,,,,,,,,10, 2,Ｉフェザｰケｰプ, 72,池添謙, 1.6, 68,   9, -10, 5, 13.1,③③③,10,16,Ｋブリリアントタイム, 73,柴田大, 1.7, 66,   2,   1, 5, 16.9, ⑨⑥
11, 3,Ｍハッピｰストリング, 38,大野拓, 2.7, 45,  -6, -13,11, 69.4, ④④,,,,,,,,,,,,,11, 9,Ｅシンボリユタカオｰ, 76,田中博, 2.2, 65,   7, -10, 7, 17.8,⑪⑫⑫,11, 7,Ｌメインザナゲット, 73,江田照, 1.7, 68,  -1,   7,15,131.8, ⑯⑮
12, 6,Ｇエプソムスティｰヴ, 53,吉永護, 3.2, 42,  -8, -15,10, 45.6, ⑤⑤,,,,,,,,,,,,,12,13,Ｋネヴァｰトルネｰド, 69,後藤浩, 2.6, 60,   8, -22,10, 40.3,⑥⑥⑥,12,15,Ｆアポロイレヴン, 75,北村宏, 1.7, 67,   2,   3, 9, 21.9, ⑨⑨
13, 5,Ｈヴァイサｰブリッツ, 48,池添謙, 3.3, 40,  -9, -14, 8, 22.8, ⑤⑧,,,,,,,,,,,,,13, 4,Ｈヤクモアクティヴ, 73,横山義, 2.7, 60,   8, -23,13,122.9,⑥⑧⑦,13,13,Ｈビッグポパイ, 74,柴田善, 1.9, 64,*  6,  -6, 3,  5.0, ①①
14,11,Ｎクリノトップロｰド, 36,郷原洋, 3.7, 39, -13, -12,14,239.1, ⑭⑭,,,,,,,,,,,,,14,12,Ｍアカワイン, 56,佐藤聖, 3.8, 53,   6, -36,14,176.9,⑬⑥⑩,14, 4,Ｐレントゲン, 66,小野次, 2.2, 61,   3,  -3,10, 27.9, ④⑥
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15, 3,Ｎプロミスフェアｰ, 72,藤岡佑, 3.3, 53,   2, -13, 7, 20.1, ⑥⑥
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,14,Ｏシルクエレメント, 70,高野和, 3.4, 53,   4, -17,16,232.6, ②③
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:62 ﾚｰｽﾍﾟｰｽ指数:-9 ﾚｰｽｱｶﾞﾘ指数:+3 馬場:稍重(指数:-4),,,,,,,,,,,,ｸﾗｽ上位平均:73 ﾚｰｽﾍﾟｰｽ指数:-2 ﾚｰｽｱｶﾞﾘ指数:-6 馬場:良(指数:0),,,,,,,,,,,,ｸﾗｽ上位平均:80 ﾚｰｽﾍﾟｰｽ指数:+1 ﾚｰｽｱｶﾞﾘ指数:-2 馬場:良(指数:0),,,,,,,,,,,,ｸﾗｽ上位平均:80 ﾚｰｽﾍﾟｰｽ指数:-7 ﾚｰｽｱｶﾞﾘ指数:+0 馬場:稍重(指数:-4),,,,,,,,,,,
