08年 5月25日 新潟,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,08年 5月25日 新潟,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1800m 3 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:0,,,,,■ 4R  芝2000m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:6,,,,,■ 7R  ダ1200m 4歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-3,,,,,■10R  芝1800m 4歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:4,,,,
 9, 5,Ｋメイデンミヤビ, 44,松田大, 1.6, 51,* -3, -14,14,146.2,②②③, 9, 5,Ｋマイシルバｰスタｰ, 46,的場勇, 1.5, 52,  -5, -10, 7, 21.2,⑥⑧⑨, 9, 9,Ｊマンダレｰ, 66,南田雅, 0.8, 63,  -8,* 13,12, 84.6, ⑭⑭, 9, 9,Ｉマイネルゴｰシュ, 63,土谷智, 1.1, 68,  10,  -8, 6, 20.6, ⑦⑦
10,10,Ｏコスモコロレ, 34,津村明, 2.1, 43,  -6, -14, 7, 17.3,⑦⑦⑧,10, 7,Ｊフレンドリｰハｰト, 47,丸田恭, 1.5, 58, -11,*  6,12, 73.1,⑬⑬⑬,10,11,Ｉメイキンマジック, 67,大野拓, 1.0, 61,  -5,   9, 7, 12.4, ⑫⑫,10, 3,Ｈエルブランコ, 65,石橋脩, 1.2, 65,* 23, -39, 7, 22.2, ②②
11, 8,Ｈムｰンストリｰト, 54,二本柳, 2.1, 43,  -5, -14, 9, 23.4,⑩⑦⑥,11,11,Ｎセイユウフォｰユｰ, 37,木幡初, 1.7, 53,  -8,  -6,15,131.9,⑪⑪⑩,11, 7,Ｎロンシャンステｰジ, 53,佐藤聖, 1.7, 55,  -5,   3,15,255.5, ⑫⑬,,,,,,,,,,,,
12, 2,Ｅオボロヅキ, 54,菊沢隆, 2.4, 42,  -7, -13, 6, 13.6,⑩⑩⑩,12,13,Ｍタイキディザイア, 42,渡辺薫, 1.7, 49,* -2, -23,10, 38.3,②②②,12, 1,Ｋベルモントエｰス, 65,穂苅寿, 1.8, 54,*  9, -12, 9, 21.8, ①②,,,,,,,,,,,,
13,11,Ｎフォｰエバｰ, 42,的場勇, 3.5, 37,  -8, -20,15,166.6,⑭⑬⑭,13,14,Ｉリッチメロス, 48,松田大, 2.1, 48,  -7, -14,13, 90.7,⑧⑩⑫,13, 5,Ｆリッシンボス, 69,千葉直, 2.0, 52,*  7, -12, 5, 10.4, ④④,,,,,,,,,,,,
14,15,Ｌスイｰトコルドバ, 44,中舘英, 3.6, 33,  -5, -29, 5,  9.4,④④⑥,14,10,Ｇトドロキミラクル, 50,川島信, 2.3, 49, -12,  -2,16,145.1,⑮⑮⑮,14,14,Ｍデコトウショウ, 58,荻野琢, 2.1, 52,   3,  -9,13, 94.1, ⑦⑦,,,,,,,,,,,,
15, 9,Ｍキタサンフシチョウ, 43,丸田恭, 4.4, 30, -10, -25,13,140.6,⑩⑮⑮,15,12,Ｈオｰスミリョウ, 49,古川吉, 2.7, 44, -12, -10,14,110.4,⑭⑭⑭,15, 2,Ｏラテ, 45,丸田恭, 2.3, 50,   5, -13,14, 98.9, ⑤⑥,,,,,,,,,,,,
,,,,,,,,,,,,16, 1, マｰズキャスケｰド,---,芹沢純, 3.4, 39, -18,  -7,11, 67.8,⑮⑯⑯,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:61 ﾚｰｽﾍﾟｰｽ指数:-6 ﾚｰｽｱｶﾞﾘ指数:-4 馬場:稍重(指数:-8),,,,,,,,,,,,ｸﾗｽ上位平均:64 ﾚｰｽﾍﾟｰｽ指数:-3 ﾚｰｽｱｶﾞﾘ指数:-1 馬場:稍重(指数:2),,,,,,,,,,,,ｸﾗｽ上位平均:72 ﾚｰｽﾍﾟｰｽ指数:+1 ﾚｰｽｱｶﾞﾘ指数:+6 馬場:稍重(指数:-8),,,,,,,,,,,,ｸﾗｽ上位平均:73 ﾚｰｽﾍﾟｰｽ指数:+9 ﾚｰｽｱｶﾞﾘ指数:-7 馬場:稍重(指数:2),,,,,,,,,,,
"単勝:2,060円 複勝:12=570円 13=1,400円 04=260円 枠連:32,680円",,,,,,,,,,,,"単勝:920円 複勝:15=360円 16=170円 09=570円 枠連:2,260円",,,,,,,,,,,,"単勝:890円 複勝:04=270円 06=380円 08=650円 枠連:2,620円",,,,,,,,,,,,"単勝:4,110円 複勝:02=710円 06=150円 07=210円 枠連:5,000円",,,,,,,,,,,
"馬連:48,990円 ワイド:12-13=10,540円 04-12=1,670円 04-13=3,390円",,,,,,,,,,,,"馬連:2,430円 ワイド:15-16=870円 09-15=5,910円 09-16=2,220円",,,,,,,,,,,,"馬連:4,090円 ワイド:04-06=1,350円 04-08=3,070円 06-08=3,820円",,,,,,,,,,,,"馬連:7,810円 ワイド:02-06=2,500円 02-07=3,180円 06-07=390円",,,,,,,,,,,
"馬単:85,130円 3連複:108,980円",,,,,,,,,,,,"馬単:5,690円 3連複:22,100円",,,,,,,,,,,,"馬単:8,640円 3連複:24,640円",,,,,,,,,,,,"馬単:18,180円 3連複:12,100円 3連単:97,670円",,,,,,,,,,,
■ 2R  芝1200m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-11,,,,,■ 5R  芝1400m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-9,,,,,■ 8R  芝1600m 4歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-2,,,,,■11R  芝1000m 4歳上1000万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-3,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,邁進特別,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 7,Ｂレディセヴィリア, 60,千葉直,, 59,   5,  -5, 6, 13.7, ⑥⑥, 1,12, ドリｰムゼロワン,---,中舘英,, 66,  -1,*  5, 7, 19.9, ⑨⑦, 1,14,Ｂキョウエイタキオン, 73,的場勇,, 73,   6,*  4, 4,  9.8, ⑨⑧, 1,14,Ｄパレスワｰルド, 73,田嶋翔,, 67,   4,* -4,11, 25.6,   
 2, 5,Ａフラッシュバット, 63,三浦皇, 0.3, 53,   0,  -6, 2,  4.0, ⑧⑧, 2, 2,Ｆユキノペガサス, 54,古川吉, 0.3, 64,   3,  -5, 4,  8.5, ④④, 2,11,Ａジョウノガｰベラ, 73,三浦皇, 0.3, 69,   6,  -2, 1,  3.0, ⑦⑥, 2, 7,Ｆリボンノキシ, 73,中舘英, 0.3, 69,* 12, -13, 4,  6.6,   
 3,14,Ｄクレイジｰラブ, 55,中舘英, 0.3, 60,* 14, -18, 1,  3.5, ①①, 3,16,Ｄモエレロングラン, 55,三浦皇, 0.5, 61,   2,  -6, 2,  3.1, ⑥④, 3, 7,Ｆクレスコワンダｰ, 67,渡辺薫, 0.3, 71,   3,*  2, 7, 12.6, ⑪⑪, 3,16,Ｉクリスティイモン, 69,太宰啓, 0.3, 68,* 11, -12, 1,  4.6,   
 4,10,Ｌヒカルカグヤヒメ, 40,大野拓, 0.5, 53,   6, -13, 8, 30.2, ④④, 4,13,Ｂパカパカグランプリ, 55,荻野琢, 0.6, 62,*  8, -16, 1,  3.0, ②①, 4,15,Ｋプロテクトアゲン, 58,田中博, 0.5, 69,   1,*  4,16,202.0, ⑭⑮, 4,11,Ｃアイアムエンジェル, 74,松田大, 0.3, 62,   4,  -8, 2,  4.7,   
 5,16,Ｎゴｰルデンドｰタｰ, 29,宮崎北, 0.5, 56,* 12, -20,11, 61.2, ②②, 5, 8,Ｃエリモラフィｰネ, 55,渡辺薫, 0.9, 58,*  6, -16, 3,  5.3, ③③, 5, 6,Ｃショウリュウアクト, 73,石橋脩, 0.6, 67,   6,  -5, 2,  4.9, ⑨⑧, 5,13,Ｎカゼノアルペジオ, 60,芹沢純, 0.4, 63,   7, -11,13, 43.6,   
 6, 9,Ｆサイレントキララ, 50,嘉藤貴, 0.7, 48,  -3,  -7, 9, 33.3, ⑨⑨, 6,15,Ｋメイショウマゼラン, 15,北村友, 1.2, 52,  -3,  -8,13,132.8, ⑪⑩, 6,13,Ｊテンジンノジョオｰ, 60,宮崎北, 0.7, 65,   3,  -4,14,122.1, ⑭⑭, 6, 9,Ｊボムシェル, 67,大野拓, 0.6, 56,  -1,  -8, 6, 11.6,   
 7, 6,Ｉハイタカ, 45,柄崎将, 0.7, 47, -11,*  1,15,211.5, ⑫⑪, 7, 3, アルファメガハｰト,---,増沢由, 1.4, 49, -11,* -1, 9, 62.2, ⑯⑮, 7,16,Ｇコアレスキャスト, 67,千葉直, 0.8, 64,   1,  -2, 8, 19.8, ⑯⑮, 7, 1,Ｌスズカエチュｰド, 62,宮崎北, 0.6, 57,   3, -10,16, 77.6,   
 8,12,Ｊサチノスクランブル, 45,菊沢隆, 0.9, 45,  -3,  -9, 7, 23.7, ⑨⑨, 8,14,Ｇステラダルク, 47,田中博, 1.5, 50,   1, -17, 8, 39.2, ⑦⑦, 8, 5,Ｈスカイリュウホｰ, 65,荻野琢, 0.9, 63,   6, -11,12, 87.9, ③④, 8,10,Ｍトップオブドｰラ, 61,石橋脩, 0.7, 54,  -5,  -6, 9, 20.7,   
 9,13,Ｅワンポイント, 50,丸田恭, 1.1, 45,   3, -18, 5, 10.2, ⑥⑦, 9, 9,Ｅワイルドヒｰロｰ, 54,川島信, 1.6, 49,   1, -18, 6, 19.2, ⑦⑦, 9, 9,Ｍパスタイム, 55,津村明, 0.9, 64,   4,  -8,10, 61.8, ⑧⑧, 9, 5,Ｐゼンノリヴァｰサル, 56,千田輝, 0.7, 53,  -9,* -4,15, 61.9,   
10, 1,Ｇネオファロス, 46,石橋脩, 1.1, 46,   7, -22, 3,  5.3, ④④,10, 1,Ｈユウタｰボｰイ, 41,太宰啓, 1.8, 47,  -5, -11,10, 78.3, ⑬⑬,10,10,Ｄライトザキャンドル, 72,中舘英, 1.0, 62,*  7, -15, 3,  4.9, ③②,10,15,Ｏデンコウグラス, 59,北村友, 0.7, 62,* 11, -17,12, 35.5,   
11, 4,Ｋエクセルピクシイ, 41,増沢由, 1.3, 40,  -9,  -9,10, 39.6, ⑪⑫,11, 5, ベルモントジャイロ,---,穂苅寿, 1.8, 45,  -8,  -8,12,124.3, ⑭⑬,11, 2,Ｉマイネルプルｰト, 62,北村友, 1.0, 63,   6, -12, 6, 10.9, ⑤④,11, 3,Ｅレッドスポｰツカｰ, 73,田中博, 0.7, 55,  -1,  -9,10, 22.2,   
12, 8, アラマサトップガン,---,鷹野宏, 1.6, 17, -32,* 11,13,144.9, ⑯⑯,12, 4,Ａジョｰキｰマン, 57,木幡初, 2.7, 39,*  9, -42, 5, 11.0, ①②,12,12,Ｅニシノウェｰブ, 68,田辺裕, 1.1, 61,   3,  -9, 5, 10.0, ⑫⑪,12, 4,Ｈリリウオカラニ, 72,津村明, 1.0, 50, -12,  -6, 5, 10.6,   
13,11,Ｍロマンフィｰルズ, 31,北村友, 1.7, 39, -18,  -5,16,240.8, ⑭⑭,13,10,Ｊテンジンミコノマイ, 29,大野拓, 2.7, 37,   0, -29,15,171.7, ⑨⑩,13, 1,Ｌスマｰトブレｰド, 56,太宰啓, 1.2, 61,   3, -10,13,116.9, ⑫⑪,13, 8,Ｇアドマイヤドゴｰル, 72,鷹野宏, 1.2, 46,  -4, -15,14, 46.7,   
14, 3,Ｈダイショウベリｰ, 45,田中博, 1.8, 38, -21,  -4,12, 78.4, ⑮⑮,14, 7,Ｉラヴバラｰド, 32,嘉藤貴, 2.8, 36,   3, -36,11, 80.8, ④⑥,14, 4,Ｎスウィｰトネス, 42,大野拓, 1.4, 57,* 10, -24,11, 69.2, ①①,14, 6,Ａソロソログランプリ, 81,三浦皇, 1.5, 45,   4, -24, 3,  6.5,   
15,15,Ｃギンザマスタング, 56,的場勇, 2.1, 35,* 12, -40, 4,  5.5, ②②,15, 6,Ｌエミセンプｰ, -2,丸田恭, 2.9, 35,  -8, -22,16,209.0, ⑭⑯,15, 3,Ｏオンワｰドミｰト, 32,草野太, 1.6, 54,   5, -20,15,198.4, ⑤⑥,15,12,Ｋカルパントラス, 67,的場勇, 1.6, 44,   7, -27, 8, 19.0,   
16, 2,Ｏウエスタンオッテマ, 19,二本柳, 3.7,  1, -11, -37,14,191.5, ⑫⑬,16,11, アボワｰルボンバン,---,柴田大, 3.3, 30,  -3, -35,14,164.5, ⑪⑩,16, 8, ロｰドフリｰダム,---,丸田恭, 1.8, 52,*  8, -29, 9, 51.9, ②②,16, 2,Ｂサクラプレジャｰ, 76,安藤光, 1.8, 39,   3, -27, 7, 17.2,   
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:64 ﾚｰｽﾍﾟｰｽ指数:+5 ﾚｰｽｱｶﾞﾘ指数:-4 馬場:稍重(指数:2),,,,,,,,,,,,ｸﾗｽ上位平均:64 ﾚｰｽﾍﾟｰｽ指数:+2 ﾚｰｽｱｶﾞﾘ指数:-6 馬場:稍重(指数:2),,,,,,,,,,,,ｸﾗｽ上位平均:73 ﾚｰｽﾍﾟｰｽ指数:+1 ﾚｰｽｱｶﾞﾘ指数:-5 馬場:稍重(指数:2),,,,,,,,,,,,ｸﾗｽ上位平均:80 ﾚｰｽﾍﾟｰｽ指数:-1 ﾚｰｽｱｶﾞﾘ指数:-12 馬場:稍重(指数:2),,,,,,,,,,,
"単勝:1,370円 複勝:07=280円 05=170円 14=130円 枠連:3,380円",,,,,,,,,,,,"単勝:1,990円 複勝:12=570円 02=200円 16=150円 枠連:5,710円",,,,,,,,,,,,単勝:980円 複勝:14=290円 11=150円 07=260円 枠連:910円,,,,,,,,,,,,"単勝:2,560円 複勝:14=580円 07=230円 16=190円 枠連:4,650円",,,,,,,,,,,
"馬連:2,360円 ワイド:05-07=640円 07-14=860円 05-14=370円",,,,,,,,,,,,"馬連:7,620円 ワイド:02-12=2,180円 12-16=1,140円 02-16=500円",,,,,,,,,,,,"馬連:1,450円 ワイド:11-14=610円 07-14=1,460円 07-11=1,020円",,,,,,,,,,,,"馬連:7,960円 ワイド:07-14=2,250円 14-16=1,690円 07-16=790円",,,,,,,,,,,
"馬単:6,440円 3連複:3,080円",,,,,,,,,,,,"馬単:18,660円 3連複:8,210円",,,,,,,,,,,,"馬単:3,800円 3連複:5,880円",,,,,,,,,,,,"馬単:20,130円 3連複:14,300円 3連単:99,930円",,,,,,,,,,,
■ 3R  ダ1200m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-8,,,,,■ 6R  芝1800m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:6,,,,,■ 9R  ダ1800m 4歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:6,,,,,■12R  芝2200m 4歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:1,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,胎内川特別,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 2, ストｰリｰテリング,---,大野拓,, 64,  -1,*  5, 9,119.3, ⑦⑥, 1,15,Ｈスノｰクラッシャｰ, 55,田中博,, 67,   0,* 16, 3,  6.6, ⑬⑫, 1,15,Ｅキｰプウイニング, 74,安藤光,, 71,   4,*  9, 6, 13.4,⑧⑦⑦, 1, 3,Ｆドレックセル, 68,安藤光,, 78,  10,*  2, 6, 12.1,⑦⑦④
 2,10,Ａライコウテンユウ, 65,中舘英, 0.1, 65,*  5,  -2, 3,  5.8, ①①, 2, 1,Ｆシゲルフセルト, 57,川島信, 0.1, 63,*  4,*  7, 5, 10.1, ④③, 2,12,Ａエバｰモア, 78,中舘英, 0.0, 69,*  7,   4, 1,  1.7,③③③, 2,10,Ｈアサティスボｰイ, 67,菊沢隆, 0.1, 78,  11,  -2, 4, 10.9,⑤④③
 3,13,Ｈビッグロｰズ, 53,古川吉, 0.3, 65,   1,*  2, 8, 22.6, ⑤④, 3, 3,Ｅトｰセンスウィング, 57,中舘英, 0.7, 57,   3,  -1, 7, 16.8, ⑤⑤, 3, 8,Ｃアンビリｰバブル, 76,宮崎北, 0.3, 66,   5,   3, 9, 24.8,⑤④④, 3, 6,Ｇトｰセンバサラ, 67,木幡初, 0.5, 74,   9,  -3, 7, 13.6,⑨⑧⑨
 4, 9,Ｅシュンロク, 60,川島信, 0.5, 59,  -3,*  2, 7, 20.3, ⑨⑧, 4,13,Ｍロｰランブロウ, 45,三浦皇, 0.7, 57,   1,   2, 4,  7.5, ⑧⑧, 4, 7,Ｄマイニングゴｰルド, 76,石橋脩, 0.3, 66,*  7,   1, 2,  7.5,②②②, 4, 5,Ａドリｰムシｰカｰ, 74,川島信, 0.7, 72,   7,*  4, 5, 11.3,⑬⑫⑫
 5, 5,Ｄドリｰムシャドウ, 62,津村明, 0.5, 60,   1,  -2, 2,  4.0, ④④, 5, 9,Ｃオｰスミツルギ, 59,松田大, 0.7, 58,   1,   3, 2,  5.2, ⑧⑧, 5, 2,Ｈアルスボヘミアン, 72,三浦皇, 0.4, 67,*  7,  -1, 4, 12.3,①①①, 5,13,Ｂエイシンシテンノｰ, 71,中舘英, 0.8, 70,* 17, -29, 1,  3.2,①①①
 6,11,Ｂトライバルジャパン, 65,三浦皇, 0.8, 59,*  4,  -7, 1,  2.4, ②②, 6, 8,Ｄマイネルオｰル, 59,石橋脩, 0.9, 54,*  4,  -7, 1,  3.3, ②②, 6, 9,Ｎマサライト, 59,太宰啓, 0.4, 66,   6,   1,11, 85.9,③④④, 6, 1,Ｊキミハツヨイ, 65,的場勇, 1.0, 68,   6,  -2,10, 29.2,⑫⑫⑫
 7,12,Ｃクリムゾンクエスト, 62,菊沢隆, 1.6, 52,*  4, -13, 4,  7.5, ③③, 7, 4,Ｉゴッドエンブレム, 53,古川吉, 0.9, 56,  -2,   5, 8, 17.8, ⑮⑮, 7, 4,Ｉエクロジオン, 71,津村明, 0.5, 68,   2,*  8, 8, 18.9,⑫⑪⑨, 7,11,Ｍカネトシグラシアス, 58,北村友, 1.6, 65,   9, -19,13,112.8,⑧⑧⑦
 8, 6,Ｋサンライトオｰジャ, 42,二本柳, 1.7, 48,  -6,  -5,14,254.3, ⑪⑩, 8, 6,Ｊキングスボネット, 51,大野拓, 1.1, 54,   0,   1, 9, 18.3, ⑬⑫, 8, 5,Ｋテイエムデンセツ, 67,芹沢純, 0.5, 70,   4,*  7,13,152.8,⑪⑧⑦, 8, 8,Ｄトレド, 70,松田大, 1.6, 65,   8, -13, 9, 28.3,⑨⑩⑪
 9, 1,Ｆエｰシンバウロｰ, 55,荻野琢, 1.8, 47, -10,  -3, 5, 11.7, ⑬⑬, 9, 5,Ｋストロングマリオン, 49,木幡初, 1.3, 52,   2,  -5,10, 23.8, ⑩⑧, 9,14,Ｊトッチンコボ, 69,丸田恭, 1.2, 65,   0,*  7,12,121.7,⑫⑮⑭, 9, 2,Ｅマイネルハイアップ, 68,三浦皇, 1.6, 64,* 14, -32, 2,  3.7,②②②
10, 4,Ｇカズサハイウェイ, 53,穂苅寿, 1.8, 47,  -7,  -5, 6, 15.5, ⑫⑫,10,10,Ｏオンワｰドファイン, 37,宮崎北, 1.4, 50,   0,  -4,15,178.3, ⑪⑪,10, 6,Ｆステパノス, 73,田中博, 1.3, 63,   1,   3, 5, 13.4,⑭⑫⑫,10, 9,Ｉニシノオノコ, 66,渡辺薫, 1.6, 65,   8, -14, 3,  6.2,⑪⑩⑩
11,14,Ｌスカリエッティ, 33,鷹野宏, 1.8, 50,  -2,  -9,11,154.4, ⑧⑨,11,12,Ａスマｰトリｰズン, 61,安藤光, 1.4, 49,   3, -11,11, 31.1, ②③,11, 1,Ｇハｰドシｰキング, 72,渡辺薫, 1.3, 64,   3,   0, 7, 16.6,⑦⑧⑨,11,12,Ｃスカイウォｰク, 71,石橋脩, 1.9, 61,  10, -28, 8, 21.1,⑤④⑦
12, 8,Ｉマイコノエリ, 48,草野太, 2.0, 46,  -4, -10,12,181.5, ⑩⑩,12,11,Ｂアンクルビクトリｰ, 60,渡辺薫, 1.5, 48,   1, -10, 6, 11.9, ⑤⑥,12, 3,Ｍボビン, 64,菊沢隆, 1.4, 63,   0,   4,10, 53.7,⑭⑭⑭,12,14,Ｌナンヨｰサウス, 63,津村明, 2.4, 59,  11, -34,12, 57.4,④④⑥
13, 7,Ｎケイエスブｰケ, 26,安藤光, 2.3, 42, -10,  -7,13,239.5, ⑬⑬,13, 7,Ｇキュンキュンハｰト, 55,北村友, 1.5, 49,*  4, -15,13, 72.6, ①①,13,10,Ｂクラッシックベル, 77,大下智, 1.4, 61,   5,  -6, 3, 10.2,⑤⑥⑥,12, 4,Ｋフロントダッシュ, 64,田嶋翔, 2.4, 58,  12, -37,11, 37.0,③③④
14, 3,Ｍアイファｰシャトル, 28,宮崎北, 3.2, 34, -12, -12,14,254.3, ⑮⑮,14, 2,Ｌテンリョウヒメ, 48,太宰啓, 2.4, 40,   3, -24,12, 42.3, ⑤⑥,14,11,Ｏサクラプレミアム, 59,北村友, 1.5, 60,   1,   1,14,194.6,⑩⑫⑬,14, 7,Ｎプレザントアフェア, 39,柴田大, 4.9, 44,  -1, -38,14,183.6,⑭⑭⑭
15,15,Ｊバックドロップ, 44,丸田恭, 3.3, 35,   1, -26,10,142.9, ⑤⑥,15,14,Ｎメジロベルリオｰズ, 44,菊沢隆, 2.8, 35,  -2, -22,14,120.3, ⑪⑫,15,13,Ｌレオアライブ, 66,嘉藤貴, 1.6, 60,   3,  -3,15,258.2,⑨⑧⑨,,,,,,,,,,,,
