08年12月14日 中山,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,08年12月14日 中山,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1200m 2 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-7,,,,,■ 4R  芝2880m 3歳上未勝利(混) 定量,,,,,,,,,,,,■ 7R  ダ1800m 2 歳500万(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:5,,,,,■10R  芝2200m 3歳上1600万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:4,,,,
 9,11,Ｇバンダムチョッパｰ, 51,田中勝, 1.4, 51,  -4,  -5, 8, 48.3, ⑨⑨, 9,12, プライドイズハｰト,,金子光,203.7,,,, 8, 35.1,⑦⑦⑧, 9,13,Ｈダノンフｰバフｰバ, 62,吉田隼, 1.2, 61,  -4,   9, 4,  5.9,⑥⑥⑥, 9, 2,Ｂプラズマ, 87,横山典, 0.5, 75,  16, -21, 4, 13.5,④⑤④
10, 1,Ｋベルモントダンク, 44,柴田善, 1.8, 46, -14,   0,12,162.3, ⑪⑪,10,10, レオスタｰライト,,山本康,204.2,,,, 7, 16.3,⑪⑩⑩,10, 2,Ｅジョウテンキッズ, 65,三浦皇, 1.4, 61,  -4,  10, 3,  4.8,⑦⑦⑩,10,12,Ｋコスモピロリ, 79,木幡初, 0.6, 75,  16, -20,11, 33.8,⑧⑦⑧
11,13,Ｎレインボｰストｰン, 26,武士沢, 1.9, 45, -15,   0,11,148.0, ⑫⑫,11, 2, デンコウラウロ,,仲田雅,206.6,,,,13,185.5,⑫⑫⑪,11,10,Ｉピロｰトｰク, 61,大野拓, 1.4, 64,  -5,  12,10, 38.2,⑫⑪⑪,11, 9,Ｉマイネルネオス, 80,津村明, 0.6, 76,  14, -12,15,102.4,⑯⑭⑬
12,14,Ｈラヴェニｰル, 50,津村明, 1.9, 45,  -6,  -8,10,119.5, ⑩⑩,12,11, ミスタｰアタゴ,,五十嵐,210.8,,,, 5, 15.3,⑧⑪⑫,12, 6,Ｇトｰセンラトゥｰル, 62,村田一, 1.5, 68,  -8,* 18,11, 61.8,⑭⑭⑬,12,10,Ｃメトロシュタイン, 87,柴山雄, 0.7, 73,  15, -18, 5, 13.7,⑩⑩⑩
13, 8,Ｅタマモウィナｰ, 53,蛯名正, 2.5, 39, -25,*  3, 7, 15.9, ⑭⑭,,,,,,,,,,,,,13, 3,Ｌヴィルヌｰヴダスク, 49,田中博, 2.8, 52,  -7,   0,13,276.5,⑪⑫⑫,13,16,Ｆボランタス, 81,田中勝, 1.1, 72,* 18, -31,12, 47.3,⑥④⑥
14, 9,Ｌカネトシジュラｰル, 33,大野拓, 2.8, 36, -27,*  2,15,308.8, ⑯⑮,,,,,,,,,,,,,14,11, ブラウンアゲイン,---,武士沢, 4.6, 40,  -7, -14,14,298.4,⑩⑬⑭,14, 4,Ｍサケダイスキ, 75,大野拓, 1.5, 68,  16, -33,14, 75.5,⑤⑥⑤
15, 3,Ｍサキノキングオｰ, 31,郷原洋, 2.9, 36, -20,  -4,14,227.7, ⑬⑬,,,,,,,,,,,,,,,,,,,,,,,,,15,14,Ｊエフティイカロス, 79,蛯名正, 1.7, 67,  15, -33, 7, 17.6,⑪⑪⑫
16,10,Ｏアロハアゲイン, 11,村田一, 4.5, 23, -26, -13,16,316.8, ⑮⑯,,,,,,,,,,,,,,,,,,,,,,,,,16, 7,Ｅリキサンポイント, 85,藤田伸, 2.0, 64,* 18, -46, 2,  5.7,①①①
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:59 ﾚｰｽﾍﾟｰｽ指数:+1 ﾚｰｽｱｶﾞﾘ指数:-0 馬場:重(指数:-11),,,,,,,,,,,,,,,,,,,,,,,,ｸﾗｽ上位平均:69 ﾚｰｽﾍﾟｰｽ指数:-10 ﾚｰｽｱｶﾞﾘ指数:+11 馬場:重(指数:-11),,,,,,,,,,,,ｸﾗｽ上位平均:85 ﾚｰｽﾍﾟｰｽ指数:+3 ﾚｰｽｱｶﾞﾘ指数:-17 馬場:稍重(指数:8),,,,,,,,,,,
"単勝:1,340円 複勝:06=350円 12=130円 15=220円 枠連:690円",,,,,,,,,,,,"単勝:840円 複勝:04=220円 03=2,540円 06=120円 枠連:14,960円",,,,,,,,,,,,"単勝:650円 複勝:12=180円 01=330円 09=200円 枠連:3,060円",,,,,,,,,,,,"単勝:1,720円 複勝:08=460円 01=240円 06=850円 枠連:790円",,,,,,,,,,,
"馬連:2,250円 ワイド:06-12=730円 06-15=1,570円 12-15=390円",,,,,,,,,,,,"馬連:57,370円 ワイド:03-04=9,550円 04-06=380円 03-06=4,220円",,,,,,,,,,,,"馬連:2,800円 ワイド:01-12=960円 09-12=690円 01-09=1,180円",,,,,,,,,,,,"馬連:5,020円 ワイド:01-08=1,620円 06-08=5,720円 01-06=2,180円",,,,,,,,,,,
"馬単:5,390円 3連複:4,050円 3連単:32,420円",,,,,,,,,,,,"馬単:99,830円 3連複:40,350円 3連単:471,560円",,,,,,,,,,,,"馬単:5,030円 3連複:5,400円 3連単:42,710円",,,,,,,,,,,,"馬単:12,110円 3連複:33,930円 3連単:239,960円",,,,,,,,,,,
■ 2R  芝1800m 2 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:8,,,,,■ 5R  ダ1200m 2 歳新馬(牝) 馬齢,,,,,,,,,,,,■ 8R  ダ1200m 3歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:0,,,,,■11R  ダ1200m 3歳上ｵｰﾌﾟﾝ(国) 別定,,,,,,,出走馬ﾚﾍﾞﾙ:3,,,,
,,,,,,,,,,,,,ﾒｲｸﾃﾞﾋﾞｭｰ中山,,,,,,,,,,,,,,,,,,,,,,,,ｶﾍﾟﾗｽﾃｰｸｽ ＧⅢ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,15,Ｆエストシャイン, 58,北村宏,, 70,*  9,  -8, 6, 14.4,①①①, 1, 8, サクラミモザ,---,北村宏,, 65,*  3,  -1, 2,  4.0, ②②, 1, 1,Ｄチャｰムウィｰク, 75,柴山雄,, 71,  -1,   7, 3,  4.8, ④③, 1, 2,Ｅビクトリｰテツニｰ, 89,横山典,, 89,   1,* 24, 4, 10.7, ⑫⑫
 2, 1,Ｈコロンバスサｰクル, 58,柴田善, 0.4, 70,   3,*  1, 4,  6.7,⑬⑫⑧, 2,12, ペイントカフェ,---,吉永護, 1.1, 56,  -1,  -7, 5, 11.3, ④④, 2, 5,Ｅラオムフェｰレ, 74,勝浦正, 0.2, 69,  -3,   8, 8, 15.4, ⑦⑤, 2, 7,Ｉスリｰアベニュｰ, 83,田中勝, 0.3, 87,  -4,* 25, 7, 18.8, ⑭⑬
 3,16,Ｅエオリアンハｰプ, 59,田中勝, 0.7, 67,   4,* -6, 3,  6.5,⑪⑪⑩, 3,11, コアレスソアラ,---,小林淳, 1.2, 55,  -3,  -6,11, 57.8, ⑦⑤, 3,13,Ｇシンボリシュタルク, 72,柴田善, 0.2, 69,*  2,   2, 1,  3.0, ①①, 3, 6,Ｎフジノウェｰブ, 80,御神本, 0.4, 86,   3,  19, 8, 19.1, ⑩⑩
 4, 8,Ａラｰクキャロル, 67,勝浦正, 0.7, 68,   5,  -7, 5,  9.5,⑧⑨⑦, 4, 6, ヤンゲストリｰタｰ,---,内田博, 1.3, 53,  -3,  -7, 4,  5.5, ⑤⑥, 4, 3,Ｃティティボス, 77,内田博, 0.2, 69,*  1,   3, 7, 15.0, ②②, 4, 1,Ａリミットレスビッド, 92,蛯名正, 0.5, 85,   3,  17,11, 27.5, ⑨⑨
 5, 2,Ｊルｰクラッド, 56,吉田隼, 0.7, 65,   7, -12, 7, 15.4,④④④, 5, 3, モルフェキセキ,---,田中博, 1.8, 50,*  3, -17,10, 55.1, ①①, 5,10,Ｂアプロｰズヒｰロｰ, 77,横山典, 0.2, 69,  -6,* 11, 4,  9.6, ⑩⑧, 5, 5,Ｈナンヨｰヒルトップ, 84,柴田善, 0.5, 85,   6,  15, 3,  6.7, ⑦⑦
 6, 5,Ｇコスモプリズム, 58,柴山雄, 1.0, 62,   4, -11, 8, 16.5,⑩⑩⑨, 6,13, プリモロｰズ,---,吉田隼, 1.8, 49,*  2, -16, 3,  4.4, ③③, 6, 8,Ｆメジロフロｰラ, 73,小野次, 0.2, 69,  -1,   6, 9, 39.5, ⑥⑦, 6,14,Ｄワｰルドハンタｰ, 89,三浦皇, 0.5, 84,   3,  17, 6, 16.6, ⑪⑪
 7, 7,Ｄミッドナイトダンス, 61,横山典, 1.0, 62,   5, -13, 9, 18.8,⑥⑥⑤, 7, 5, スナｰクキャロル,---,梶晃啓, 1.9, 49, -19,*  4,13, 79.2, ⑩⑩, 7, 2,Ｈドリｰムウィン, 71,佐藤聖, 0.3, 68,   0,   5, 6, 13.4, ⑤④, 7,12,Ｐアグネスジェダイ, 75,村田一, 0.5, 87,  10,  11,12, 98.8, ③④
 8, 3,Ｍトキノナスティア, 45,木幡初, 1.1, 63,   1,  -8,13, 88.1,⑮⑬⑫, 8,16, シャドウノｰト,---,蛯名正, 2.1, 46,  -6, -11, 7, 14.4, ⑨⑨, 8,16,Ａヤマニントップギア, 79,伊藤工, 0.3, 68,  -6,   8, 2,  4.5, ⑪⑨, 8, 3,Ｏコパノフウジン, 78,柴山雄, 0.7, 85,   9,  11,13,129.7, ⑤③
 9,12,Ｐネオコルテックス, 31,小野次, 1.5, 58,   7, -24,14,131.2,③③③, 9,14, ユリカチャン,---,御神本, 2.1, 46,  -4, -13, 1,  4.0, ⑧⑦, 9, 6,Ｊテイエムゲンキボ, 67,武士沢, 0.5, 66,  -8,*  9,10, 42.8, ⑬⑩, 9, 4,Ｃトロピカルライト, 90,鷹野宏, 0.8, 82,* 13,   6, 5, 11.4, ①①
10,11,Ｂナパ, 64,三浦皇, 1.5, 58,*  8, -26, 2,  4.7,②②②,10, 4, コスモマｰブル,---,津村明, 2.6, 41, -24,*  1,12, 74.8, ⑫⑫,10, 4,Ｍヨイチトレジャｰ, 58,田中勝, 1.0, 62,  -7,   4,15,194.8, ⑫⑬,10,13,Ｌウエスタンビｰナス, 83,郷原洋, 0.9, 82,* 13,   5, 9, 19.9, ②②
11,14,Ｌピエナリリｰ, 51,村田一, 1.6, 58,   1, -15,12, 52.7,⑭⑮⑭,11, 9, オｰマイマミｰ,---,柴田大, 3.2, 36, -27,  -2,16,248.4, ⑭⑬,11,14,Ｌディｰエスルｰラｰ, 62,大野拓, 1.3, 59, -10,   4,16,211.2, ⑭⑭,11,16,Ｋチョウカイシャトル, 83,吉田隼, 1.0, 80,   6,  10,10, 24.3, ⑧⑧
12, 9,Ｃマヤノマヤ, 62,内田博, 2.2, 50,   5, -30, 1,  3.4,⑦⑦⑪,12, 1, アイファｰヒマワリ,---,小野次, 3.2, 38, -19,  -7,14,122.8, ⑪⑪,12,15,Ｉチェリｰクラウン, 71,藤田伸, 1.5, 57, -10,   3, 5, 11.7, ⑮⑮,12,11,Ｂダイワエンパイア, 91,北村宏, 1.2, 79,  10,   5, 1,  2.6, ④⑤
13,10,Ｎネイティヴアリス, 34,伊藤工, 2.5, 49,  -3, -19,16,394.1,⑯⑯⑯,13,15, スイフティｰ,---,伊藤工, 3.4, 35, -30,*  0,15,238.9, ⑯⑭,13, 9,Ｋマジュスキュｰル, 65,木幡初, 1.5, 58,  -3,  -3,13,124.6, ⑧⑪,13,10,Ｆカルナバリｰト, 89,内田博, 1.3, 77,   7,   7, 2,  4.6, ⑥⑥
14, 6,Ｉホワイトデイズ, 57,藤田伸, 2.5, 47,   1, -28,10, 39.9,⑫⑭⑮,14,10, オｰゴンビュティ,---,藤田伸, 3.5, 34,  -3, -27, 6, 14.0, ⑥⑧,14,12,Ｎザムｰン, 58,小林淳, 1.5, 58,  -4,  -3,12,119.2, ⑨⑫,14, 8,Ｍワｰキングボｰイ, 81,勝浦正, 1.5, 76,  -3,  14,14,202.5, ⑬⑭
15,13,Ｋマルサンファクタ, 52,蛯名正, 3.1, 43,   7, -45,11, 43.3,⑤⑤⑥,15, 7, ウェリナ,---,勝浦正, 3.7, 32, -30,  -4, 8, 48.4, ⑮⑮,15,11,Ｐトｰセンステｰジ, 46,御神本, 1.7, 55, -20,* 10,11,108.0, ⑯⑯,15,15,Ｊタｰタンフィｰルズ, 83,津村明, 2.0, 71,  -4,  11,15,220.2, ⑮⑮
16, 4,Ｏブラストスイフト, 32,大野拓, 4.0, 37,   4, -54,15,260.6,⑨⑧⑬,16, 2, サイモンラメｰル,---,三浦皇, 4.5, 23, -28, -13, 9, 48.9, ⑬⑯,16, 7,Ｏタイキビッグバン, 50,村田一, 1.9, 55,*  0, -11,14,165.2, ③⑥,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:58 ﾚｰｽﾍﾟｰｽ指数:+5 ﾚｰｽｱｶﾞﾘ指数:-5 馬場:稍重(指数:8),,,,,,,,,,,,ｸﾗｽ上位平均:57 ﾚｰｽﾍﾟｰｽ指数:+1 ﾚｰｽｱｶﾞﾘ指数:-1 馬場:重(指数:-11),,,,,,,,,,,,ｸﾗｽ上位平均:73 ﾚｰｽﾍﾟｰｽ指数:-9 ﾚｰｽｱｶﾞﾘ指数:+1 馬場:重(指数:-11),,,,,,,,,,,,ｸﾗｽ上位平均:90 ﾚｰｽﾍﾟｰｽ指数:-7 ﾚｰｽｱｶﾞﾘ指数:+4 馬場:重(指数:-11),,,,,,,,,,,
"単勝:1,440円 複勝:15=380円 01=260円 16=300円 枠連:920円",,,,,,,,,,,,"単勝:400円 複勝:08=190円 12=310円 11=1,310円 枠連:2,130円",,,,,,,,,,,,"単勝:480円 複勝:01=170円 05=350円 13=140円 枠連:1,670円",,,,,,,,,,,,"単勝:1,070円 複勝:02=430円 07=530円 06=640円 枠連:4,410円",,,,,,,,,,,
"馬連:5,780円 ワイド:01-15=1,670円 15-16=1,550円 01-16=830円",,,,,,,,,,,,"馬連:2,460円 ワイド:08-12=980円 08-11=3,770円 11-12=5,230円",,,,,,,,,,,,"馬連:3,360円 ワイド:01-05=860円 01-13=320円 05-13=830円",,,,,,,,,,,,"馬連:7,760円 ワイド:02-07=2,510円 02-06=3,420円 06-07=3,310円",,,,,,,,,,,
"馬単:12,980円 3連複:8,520円 3連単:77,340円",,,,,,,,,,,,"馬単:4,480円 3連複:39,100円 3連単:158,440円",,,,,,,,,,,,"馬単:5,680円 3連複:2,620円 3連単:20,800円",,,,,,,,,,,,"馬単:16,540円 3連複:54,400円 3連単:371,800円",,,,,,,,,,,
■ 3R  芝1600m 2 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:1,,,,,■ 6R  芝2000m 2 歳新馬(混) 馬齢,,,,,,,,,,,,■ 9R  ダ1800m 3歳上1000万(混) ﾊﾝﾃﾞ,,,,,,,出走馬ﾚﾍﾞﾙ:4,,,,,■12R  芝1800m 3歳上1000万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:0,,,,
,,,,,,,,,,,,,ﾒｲｸﾃﾞﾋﾞｭｰ中山,,,,,,,,,,,,舞浜特別,,,,,,,,,,,,,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,12,Ａケイアイマｰズ, 63,内田博,, 59,  -5,* -2, 1,  3.1,④⑥③, 1, 5, ピｰスオブラック,---,大野拓,, 65,  -7,*  8, 5, 11.4,⑩⑨⑩, 1, 3,Ｇダイワルビア, 79,北村宏,, 83,   4,* 20, 3,  7.8,④④④, 1, 3,Ｃセヴンワンダｰズ, 79,蛯名正,, 84,   9,  10, 4, 11.2,③③③
 2, 6,Ｂヴィｰヴァミラコロ, 62,蛯名正, 0.1, 57,  -5,  -5, 3,  6.3,⑤③④, 2, 1, ネオレボルｰション,---,北村宏, 0.1, 60,* -1,  -4, 1,  1.8,①①①, 2, 9,Ｂタカオセンチュリｰ, 85,藤田伸, 0.1, 83,*  5,* 18, 2,  3.4,③③③, 2, 6,Ｇトｰセンレｰサｰ, 70,御神本, 0.4, 77,* 17, -12, 6, 21.4,①①①
 3, 4,Ｇショｰンバロｰズ, 55,藤田伸, 0.3, 53,* -2, -10, 2,  3.9,①①①, 3, 3, トウカイソニック,---,村田一, 0.5, 61,  -5,   0, 8, 58.1,⑥⑦⑨, 3,15,Ｄユウキタイティ, 83,蛯名正, 0.5, 80,   4,  16, 4,  8.3,⑤⑤⑤, 3, 2,Ａスｰパｰプライド, 80,内田博, 0.7, 78,   5,   9, 1,  1.5,④⑤⑤
 4,15,Ｄナビエストｰクス, 57,北村宏, 0.5, 52,  -8,  -5, 4,  6.8,⑩⑨⑥, 4, 9, インフィニットエア,---,横山典, 0.5, 58,  -4,  -4, 2,  3.6,④③②, 4,14,Ｏケｰジｰハッピｰ, 73,三浦皇, 0.7, 77,*  4,  12,10, 44.7,②②②, 4, 4,Ｂアマミスウィフト, 80,北村宏, 0.9, 76,   4,  11, 2,  4.8,⑥⑦⑦
 5,16,Ｆシセイカグヤ, 56,田中勝, 0.6, 53,  -7,  -9, 6,  9.9,⑥⑤⑤, 5, 8, ティアップノブレス,---,内田博, 0.7, 58,  -8,*  1, 4, 10.1,⑪⑪⑪, 5, 2,Ｅトｰセンゴライアス, 82,柴山雄, 0.7, 81,   3,  16, 5, 10.7,⑧⑨⑧, 5, 7,Ｉオウシュウヒカリ, 66,武士沢, 1.0, 76,   4,   9, 9,110.8,⑤⑥⑥
 6, 9,Ｋスｰパｰソブリン, 47,田中博, 0.6, 52,* -2, -14,10, 80.9,②②②, 6, 2, アｰスセイバｰ,---,三浦皇, 0.8, 58,  -5,  -4, 3,  9.4,⑨⑧⑥, 6,12,Ｈブリリアントタイム, 77,木幡初, 0.7, 78,   4,  15,14,120.2,⑦⑦⑥, 6, 9,Ｅアイリッシュホｰク, 76,柴山雄, 1.1, 76,   0,* 16, 7, 36.2,⑩⑧⑧
 7, 8,Ｅコスモディアナ, 57,津村明, 0.7, 51,  -9,  -6, 8, 28.5,⑨⑩⑨, 7, 6, ブラストタリスマン,---,吉田隼, 0.8, 56,  -5,  -7, 7, 47.3,⑦⑤⑦, 7,11,Ｃナムラハンタｰ, 85,横山典, 0.7, 78,   3,  16, 1,  2.8,⑪⑧⑦, 7, 1,Ｄフレアリングベスト, 76,田中勝, 1.1, 79,  -2,* 18, 5, 17.9,⑪⑪⑨
 8,14,Ｃコウヨウティアラ, 60,柴田善, 0.9, 50, -12,* -3, 7, 23.6,⑮⑬⑪, 8,12, スズカアベニュｰ,---,田中勝, 0.9, 57,  -5,  -8,12,213.9,⑤⑥⑤, 8, 6,Ｊロｰンジャスティス, 77,内田博, 0.8, 79,   1,* 18, 6, 16.5,⑫⑫⑪, 8, 8,Ｋアリダｰチャｰム, 65,小野次, 1.2, 71,* 15, -16, 8, 69.3,②②②
 9,13,Ｊブルｰムインハｰト, 48,小林淳, 0.9, 50, -11,  -6,14,293.2,⑫⑪⑫, 9,10, コスモリュウキ,---,柴山雄, 1.2, 51,  -4, -15, 9, 76.4,③④④, 9,13,Ｍゲンパチタキオン, 76,鈴来直, 0.8, 82,   0,* 20,13, 95.0,⑮⑮⑮, 9, 5,Ｈヤマニンスプラウト, 69,田中博, 1.3, 72,   5,   0,10,155.2,⑧④④
10, 5,Ｉトラストコマチ, 48,三浦皇, 0.9, 50,  -6, -11, 9, 35.8,⑦⑦⑧,10, 7, ネオソクラテス,---,柴田善, 1.9, 47,  -6, -17, 6, 16.5,⑧⑩⑧,10, 4,Ｆレオソリスト, 80,御神本, 0.9, 78,   2,  15, 8, 30.9,⑨⑩⑫,10,11,Ｆグレイスフルソング, 74,津村明, 1.7, 71,   0,   8, 3,  7.7,⑦⑨⑩
11, 2,Ｈワニタレスタリ, 54,横山典, 0.9, 49, -13,* -2, 5,  7.6,⑬⑭⑬,11, 4, ビッグナイト,---,御神本, 2.1, 43,* -3, -29,10,142.3,②②③,11,10,Ｉバロズハｰト, 77,村田一, 1.0, 79,*  5,   9, 7, 16.9,①①①,11,10,Ｊアンテリオｰル, 66,鷹野宏, 2.5, 61,  -1,  -2,11,182.6,⑨⑩⑪
12, 7,Ｍハｰトノジョｰカｰ, 34,木幡初, 1.0, 51, -13,* -1,15,336.6,⑭⑮⑭,12,11, グラスレジェンド,---,勝浦正, 2.3, 43,  -7, -22,11,211.2,⑫⑫⑫,12, 7,Ｋシベリアンライオン, 77,田中勝, 1.1, 77,   2,  15,12, 77.4,⑬⑭⑬,,,,,,,,,,,,
13, 1,Ｐテイエムクロヒョｰ, 20,武士沢, 1.8, 40, -16,  -9,11,136.7,⑯⑯⑯,,,,,,,,,,,,,13, 8,Ａグラスフォｰユｰ, 87,大野拓, 1.3, 75,   3,  11, 9, 44.2,⑩⑪⑨,,,,,,,,,,,,
14,10,Ｌダブルビクトリｰ, 37,村田一, 1.9, 40,  -7, -23,13,250.0,⑧⑧⑩,,,,,,,,,,,,,14, 5,Ｎロットオブカクテル, 75,勝浦正, 1.5, 74,   4,   8,11, 49.0,⑥⑥⑩,,,,,,,,,,,,
15, 3,Ｎコンセプシオン, 32,佐藤聖, 2.0, 37, -11, -20,16,397.1,⑪⑫⑮,,,,,,,,,,,,,15, 1,Ｌブルｰポラリス, 77,武士沢, 1.7, 73,   1,  10,15,208.3,⑭⑬⑭,,,,,,,,,,,,
16,11,Ｏメリｰイベンタｰ, 22,吉田隼, 3.2, 24,  -5, -48,12,228.4,③④⑦,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
