08年 2月 2日 小倉,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,08年 2月 2日 小倉,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1000m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-1,,,,,■ 4R  芝1200m 3 歳新馬(混) 馬齢,,,,,,,,,,,,■ 7R  芝2600m 4歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:0,,,,,■10R  芝1200m 3 歳500万 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-5,,,,
 9, 5,Ｄユウフジ, 55,高橋亮, 1.7, 43,*  4, -28, 7, 34.5, ②②, 9, 3,Ｆマイティマイロｰド, 63,芹沢純, 1.0, 61,  -9,   6,10, 98.4, ⑪⑩, 9,10,Ｅイキオイ, 71,宮崎北, 1.0, 69,  -2,  12,14,120.1,⑪⑫⑫, 9,16,Ｍロｰレルアクシス, 77,安藤光, 1.1, 75,   5,   9,10, 31.7,⑨⑨⑫
10, 1,Ｈクインズウイスパｰ, 51,高山太, 1.8, 39,  -5, -20, 6, 17.3, ⑩⑪,10,13,Ｋモｰニングドレス, 58,武英智, 1.1, 60,  -6,   3,12,110.0, ⑨⑨,10,11,Ｋワンダｰティンバｰ, 67,草野太, 1.0, 68,*  2,   5, 7, 17.3,⑥②⑤,10,11,Ｋトウカイポリシｰ, 78,芹沢純, 1.1, 75,   5,  10, 9, 30.7,⑫⑬⑫
11, 3,Ｉメイショウシｰカｰ, 46,難波剛, 1.8, 40,  -1, -24, 9, 85.2, ⑤⑨,11,10,Ｅコアレスナイナｰ, 64,宮崎北, 1.2, 60,  -1,  -1, 3,  6.3, ④⑥,11, 5,Ｌゴｰストライタｰ, 63,上村洋, 1.0, 72,   0,   8, 8, 24.4,⑦⑥⑦,11, 1,Ｊティティボス, 78,菊沢隆, 1.2, 72,*  8,   3, 6, 19.7,①①②
12, 2,Ｌホッコｰマイクイン, 43,田中健, 1.9, 41,*  4, -31,10, 97.7, ①①,12,11,Ｉキングデオキシス, 61,高山太, 1.5, 57,  -1,  -4, 6, 19.6, ④⑥,12, 1,Ｂサミｰデザｰト, 72,鮫島良, 1.2, 69,  -2,  11, 4, 11.6,⑪⑫⑫,12, 9,Ｆタガノエクリプス, 81,長谷川, 1.3, 74,   4,   9, 4,  7.7,⑭⑮⑮
,,,,,,,,,,,,13,12,Ｌメイショウグレイス, 54,小島太, 1.7, 53, -10,   0,13,122.1, ⑪⑬,13, 8,Ｎメイショウリキドウ, 15,小島太, 2.1, 60,  -1,   0,13,117.9,②⑧⑧,13, 5,Ｄストロングドン, 81,田中健, 1.7, 73,   5,   3,14,100.3,⑨⑨⑫
,,,,,,,,,,,,,,,,,,,,,,,,14, 9,Ｇポケットビスケット, 70,赤木高, 7.1, 28, -13, -20, 9, 45.4,⑭⑭⑭,14,14,Ｇウインサウザｰ, 79,武英智, 1.7, 70,*  7,   0,16,153.8,⑤③⑤
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15, 2,Ｐブルルイ, 71,難波剛, 1.8, 69,   6,   1,15,120.7,②⑤⑧
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,13,Ｂロトブルｰスタｰ, 82,中舘英, 2.1, 67,   7,  -2, 2,  4.0,⑤③⑤
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:64 ﾚｰｽﾍﾟｰｽ指数:+1 ﾚｰｽｱｶﾞﾘ指数:-7 馬場:良(指数:2),,,,,,,,,,,,ｸﾗｽ上位平均:73 ﾚｰｽﾍﾟｰｽ指数:-3 ﾚｰｽｱｶﾞﾘ指数:+1 馬場:稍重(指数:-5),,,,,,,,,,,,ｸﾗｽ上位平均:73 ﾚｰｽﾍﾟｰｽ指数:-5 ﾚｰｽｱｶﾞﾘ指数:+7 馬場:稍重(指数:-5),,,,,,,,,,,,ｸﾗｽ上位平均:80 ﾚｰｽﾍﾟｰｽ指数:-4 ﾚｰｽｱｶﾞﾘ指数:+5 馬場:稍重(指数:-5),,,,,,,,,,,
単勝:200円 複勝:04=130円 09=130円 07=590円 枠連:380円,,,,,,,,,,,,"単勝:9,950円 複勝:02=1,380円 09=320円 04=170円 枠連:27,870円",,,,,,,,,,,,"単勝:280円 複勝:03=130円 02=160円 12=120円 枠連:1,100円",,,,,,,,,,,,"単勝:2,320円 複勝:08=550円 06=180円 15=160円 枠連:2,410円",,,,,,,,,,,
"馬連:370円 ワイド:04-09=170円 04-07=890円 07-09=1,440円",,,,,,,,,,,,"馬連:42,480円 ワイド:02-09=7,720円 02-04=3,830円 04-09=610円",,,,,,,,,,,,"馬連:1,180円 ワイド:02-03=470円 03-12=200円 02-12=390円",,,,,,,,,,,,"馬連:4,540円 ワイド:06-08=1,030円 08-15=1,470円 06-15=360円",,,,,,,,,,,
"馬単:670円 3連複:3,140円",,,,,,,,,,,,"馬単:94,840円 3連複:19,660円",,,,,,,,,,,,"馬単:1,790円 3連複:1,130円",,,,,,,,,,,,"馬単:11,660円 3連複:5,840円 3連単:54,000円",,,,,,,,,,,
■ 3R  芝1800m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-4,,,,,■ 6R  ダ1700m 4歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:6,,,,,■ 9R  芝2000m 4歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:4,,,,,■12R  芝1200m 4歳上500万(牝) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-2,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,香春岳特別,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 4,Ａマイネルインゼル, 57,藤岡康,, 67,* -1,   1, 2,  4.0,①①①, 1, 3,Ｂギルティストライク, 75,北村友,, 73,   6,*  7, 3,  4.5,⑦⑥③, 1,16,Ｄサンライズベガ, 75,北村友,, 70,*  4,  -1, 1,  3.8,⑨③③, 1,12,Ｄリネンアカシア, 63,田辺裕,, 59,  -5,  -2, 3,  6.2, ④④
 2, 6,Ｈファイアレッド, 50,中舘英, 0.2, 65,* -1,   0, 1,  2.6,②②②, 2, 4,Ｃゼンノモナルカ, 75,中舘英, 0.6, 70,*  9,  -1, 1,  3.1,①①①, 2,14,Ｇカゼノユクエ, 73,安藤光, 0.2, 70,   3,   0, 4,  7.7,⑩⑧④, 2, 1,Ｂアップステｰジ, 68,中舘英, 0.1, 58,*  1,  -9, 1,  3.0, ①①
 3,13,Ｂメイショウデイジｰ, 55,高橋亮, 0.9, 59,  -6,   0, 6, 20.9,⑧⑧②, 3,11,Ａタイインテンスリｰ, 75,浜中俊, 0.7, 68,*  7,  -1, 2,  3.9,⑦②②, 3, 6,Ｋエスペランサワン, 68,田辺裕, 0.3, 68,   1,*  1,11, 33.5,⑬⑫⑮, 3, 5,Ａワンダｰフルｰツ, 70,北村友, 0.3, 56, -11,   0, 2,  3.2, ⑤⑤
 4,11,Ｅファンドリバトル, 51,北村友, 1.3, 53,  -3, -11, 8, 40.7,⑤④④, 4, 1,Ｅアドミラビリス, 72,長谷川, 1.0, 70,   5,*  3, 9, 32.8,⑩⑪⑪, 4, 9,Ｍキｰプユアアイズ, 62,上村洋, 0.3, 69,   1,*  1,10, 28.1,⑬⑫⑧, 4, 8,Ｈパスタイム, 58,西田雄, 0.3, 56, -20,*  8,10, 46.0, ⑧⑧
 5, 2,Ｉトップオブオアフ, 45,西田雄, 1.3, 59, -15,* 14, 7, 38.8,⑬⑬⑩, 5, 9,Ｈプライドイズハｰト, 69,西田雄, 1.1, 67,   5,   0, 8, 30.5,⑮⑩⑧, 5, 2,Ｃロストプロパティｰ, 75,的場勇, 0.3, 68,   3,  -1, 2,  4.7,⑩⑧⑧, 5,11,Ｅユｰクロニア, 61,荻野琢, 0.4, 55, -22,*  9, 6, 15.7, ⑨⑧
 6, 8,Ｃグレｰトベッセル, 53,長谷川, 1.4, 54,  -5,  -8, 4,  5.3,⑦⑥⑤, 6,15,Ｏヒミノクリミナル, 62,藤岡康, 1.4, 66,   4,  -1,15,132.8,⑩⑪⑪, 6,15,Ｌタニオブゴｰルド, 63,太宰啓, 0.3, 70,   2,*  2,13, 55.4,⑫⑫⑧, 6, 6,Ｉケイエスバウアｰ, 56,難波剛, 0.5, 52, -14,   0, 9, 41.0, ⑥⑥
 7, 1,Ｋスリｰマｰチャン, 38,中村将, 1.6, 51,  -3, -15, 9, 62.4,④④⑤, 7,13,Ｍオンワｰドカミｰノ, 65,宮崎北, 1.7, 64,   4,  -2,12, 80.6,⑯⑬⑪, 7, 5,Ｆエイシンテンリュｰ, 73,鮫島良, 0.4, 68,   0,*  3, 3,  6.8,⑬⑯⑬, 7, 9,Ｇミラクルプリンセス, 58,安藤光, 0.6, 53,* -2, -12, 5, 11.4, ②②
 8, 9,Ｊユｰピロンユｰ, 43,高山太, 1.8, 48,* -2, -19,12,142.6,③③⑤, 8, 5,Ｌベロボｰグ, 66,青木芳, 2.0, 60,   5,  -8,10, 42.8,⑤⑨⑨, 8,18,Ａナイスヴァレｰ, 80,田中健, 0.4, 65,*  7, -12, 6, 13.1,①①①, 8, 3,Ｊマチカネコウバイ, 55,藤岡康, 0.7, 51, -22,*  5, 8, 26.6, ⑨⑩
 9,12,Ｆマイネルエｰス, 51,鮫島良, 2.1, 45,  -5, -20, 3,  4.9,⑥⑥⑧, 9,14,Ｊノボプレゼンス, 68,嘉藤貴, 2.3, 59,   7, -11,14,118.6,⑫⑦④, 9,13,Ｊエイシンシテンノｰ, 68,松田大, 0.4, 67,*  6, -10, 8, 13.8,②②②, 9, 4,Ｃセントラルパｰク, 66,松田大, 0.7, 52,* -2, -14, 4,  7.0, ②②
10,10,Ｌダンシングジュネス, 20,太宰啓, 2.2, 47,  -7, -14,13,186.2,⑪⑨⑨,10,10,Ｇアイアムドラマ, 70,小林久, 2.5, 58,   7, -13,11, 66.5,⑤⑦④,10,17,Ｂアドマイヤムサシ, 76,藤岡康, 0.4, 66,*  4,  -7, 7, 13.7,⑥③④,10, 7,Ｆフラワｰレインボｰ, 60,武英智, 0.9, 48, -14,  -5, 7, 16.9, ⑥⑥
11, 5,Ｄスナｰクキャプテン, 53,赤木高, 2.5, 43, -10, -13, 5, 11.8,⑩⑪⑩,11,12,Ｉトップコｰナｰ, 68,赤木高, 2.8, 54,*  7, -18, 7, 28.0,④②⑥,11, 8,Ｈマルイチクエスト, 71,川島信, 0.4, 64,*  4,  -7, 5, 11.7,④③④,11,10,Ｌエプソムバクシン, 50,的場勇, 2.2, 31, -27,  -9,11,115.9, ⑪⑪
12, 7,Ｇグランフォｰス, 51,田中健, 3.1, 37,  -8, -25,10, 88.9,⑧⑨⑫,12, 6,Ｐコッパミジン, 54,丸田恭, 2.9, 55,   2, -10,13,109.2,⑭⑭⑭,12,10,Ｉサウスグロｰリｰ, 70,宮崎北, 0.7, 64,   3,  -5,14, 57.6,⑯⑪⑧,12, 2,Ｋデザｰトコｰル, 52,二本柳, 2.7, 24, -33, -10,12,164.6, ⑫⑪
13, 3,Ｍトレンドストｰリｰ, 19,小原義, 3.1, 36, -10, -22,11,102.9,⑫⑪⑫,13, 7,Ｎライジングハｰト, 62,野元昭, 3.2, 54,   2, -11,16,199.6,⑫⑮⑮,13,12,Ｅティリブルティｰト, 73,小島太, 0.9, 61,*  4, -14,12, 50.5,③③④,,,,,,,,,,,,
,,,,,,,,,,,,14, 2,Ｄキングオブハイシｰ, 75,菊沢隆, 3.4, 50,*  7, -23, 5, 11.7,③④⑥,14, 7,Ｏエリモストッパｰ, 62,中舘英, 0.9, 63,   0,  -3, 9, 27.0,⑰⑯⑬,,,,,,,,,,,,
,,,,,,,,,,,,15, 8,Ｆエルゴスム, 71,荻野琢, 3.4, 51,*  7, -23, 4,  6.9,②④⑨,15, 4,Ｐサンデイルック, 61,西田雄, 0.9, 66,  -2,*  5,17,121.2,⑱⑱⑰,,,,,,,,,,,,
,,,,,,,,,,,,16,16,Ｋヒシヴェンチャｰ, 68,田中健, 7.5, 30,   1, -47, 6, 21.3,⑦⑯⑯,16, 3,Ｑトミｰブランド, 60,真島正, 1.2, 59,*  5, -17,18,200.6,④③⑧,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,17, 1,Ｒアグネスフウジン, 49,浜中俊, 1.9, 52,   2, -20,16, 75.8,⑦⑫⑱,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,18,11,Ｎミココロ, 62,嘉藤貴, 2.4, 48,*  5, -31,15, 72.2,⑦⑧⑮,,,,,,,,,,,,
