08年 8月24日 新潟,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,08年 8月24日 新潟,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  芝1800m 2 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:8,,,,,■ 4R  ダ1800m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:4,,,,,■ 7R  芝1000m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:5,,,,,■10R  芝1200m 3歳上1000万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:1,,,,
12, 6,Ｎオオハシャギ, 17,村田一, 2.6, 33, -19,  -6,11,147.9, ⑬⑭,12, 2, ガッテンヒメ,,柴田大,192.3,,,,14,156.0,⑬⑫⑫,12,13,Ｏタマモラッシュ, 52,草野太, 3.1, 50,  -5,  -6,11, 91.7, ⑨⑪,,,,,,,,,,,,
13, 5,Ｏオｰスチンエブリン, 15,高山太, 2.8, 31, -20,  -6,14,178.6, ⑭⑬,13, 9, イメｰジボックス,,矢原洋,194.3,,,,11, 93.5,⑭⑭⑬,13, 1,Ｎセントラルボｰイ, 54,村田一, 3.1, 51, -12,   0,15,320.2, ⑮⑮,,,,,,,,,,,,
14,14,Ｍフリフリスカｰト, 25,田中博, 3.6, 24, -13, -20,13,172.6, ⑩⑪,14,11, フロｰレストウブ,,石神深,200.4,,,, 7, 24.7,⑫⑫⑭,14, 7,Ｈコロナドスマイル, 68,中舘英, 3.5, 45,  -2, -12, 2,  3.9, ⑥⑦,,,,,,,,,,,,
15, 8,Ｋジョウショｰハルカ, 29,宮崎北, 3.9, 19, -22, -15,12,160.3, ⑭⑮,,,,,,,,,,,,,15,12,Ｋエイコｰロマン, 64,柴田善, 3.6, 46,  -4, -11,13,188.8, ⑧⑩,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:59 ﾚｰｽﾍﾟｰｽ指数:-4 ﾚｰｽｱｶﾞﾘ指数:+1 馬場:稍重(指数:-8),,,,,,,,,,,,,,,,,,,,,,,,ｸﾗｽ上位平均:73 ﾚｰｽﾍﾟｰｽ指数:-7 ﾚｰｽｱｶﾞﾘ指数:+5 馬場:重(指数:-8),,,,,,,,,,,,ｸﾗｽ上位平均:86 ﾚｰｽﾍﾟｰｽ指数:-1 ﾚｰｽｱｶﾞﾘ指数:-4 馬場:稍重(指数:1),,,,,,,,,,,
"単勝:840円 複勝:07=170円 15=160円 13=110円 枠連:2,420円",,,,,,,,,,,,"単勝:2,490円 複勝:12=340円 06=110円 01=130円 枠連:960円",,,,,,,,,,,,"単勝:1,840円 複勝:08=480円 09=160円 04=620円 枠連:2,540円",,,,,,,,,,,,単勝:830円 複勝:07=200円 05=160円 01=140円 枠連:490円,,,,,,,,,,,
"馬連:2,160円 ワイド:07-15=680円 07-13=310円 13-15=250円",,,,,,,,,,,,"馬連:2,480円 ワイド:06-12=840円 01-12=1,050円 01-06=190円",,,,,,,,,,,,"馬連:2,590円 ワイド:08-09=890円 04-08=3,920円 04-09=1,310円",,,,,,,,,,,,"馬連:1,370円 ワイド:05-07=460円 01-07=520円 01-05=290円",,,,,,,,,,,
"馬単:4,880円 3連複:1,400円 3連単:15,890円",,,,,,,,,,,,"馬単:10,220円 3連複:2,460円 3連単:37,290円",,,,,,,,,,,,"馬単:6,930円 3連複:12,710円 3連単:104,370円",,,,,,,,,,,,"馬単:3,530円 3連複:1,560円 3連単:11,930円",,,,,,,,,,,
■ 3R  芝1800m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:3,,,,,■ 6R  芝1600m 2 歳新馬 馬齢,,,,,,,,,,,,■ 9R  芝2200m 3歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:7,,,,,■12R  ダ1800m 3歳上500万(牝) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:1,,,,
,,,,,,,,,,,,,ﾒｲｸﾃﾞﾋﾞｭｰ新潟,,,,,,,,,,,,悠久山特別,,,,,,,,,,,,,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 9,Ｄサクセスアｰチ, 65,福永祐,, 66,   6,* -3, 1,  1.9, ⑫⑭, 1, 4, モンテアルベルト,---,柴田善,, 45, -50,* 22, 1,  2.5, ⑥⑨, 1, 8,Ｋシルクマンハッタン, 67,江田照,, 77,*  8,   2,10, 73.2,②②②, 1, 3,Ｄジャスミンロｰズ, 72,中舘英,, 66,* 11,  -8, 2,  3.2,①①①
 2,14,Ｅタイセイルンバ, 62,江田照, 0.1, 64,   8,* -7, 4, 10.7, ⑨⑨, 2, 7, クリノビリオネア,---,内田博, 0.1, 40, -49,  17, 2,  3.1, ⑤④, 2, 2,Ｊマルタカシャトル, 68,大庭和, 0.1, 76,   7,   4, 6, 20.6,⑤③③, 2, 6,Ｇスズカエルマンボ, 69,後藤浩, 0.3, 68,*  5,   3, 3,  5.2,②②②
 3, 5,Ｈダイワコルベット, 56,後藤浩, 0.3, 61,* 12, -19, 6, 18.5, ②②, 3, 3, マルタカハンタｰ,---,大庭和, 0.3, 35,*-46,  12, 7, 16.0, ①①, 3, 5,Ａバウンシングライト, 81,内田博, 0.1, 78,   4,* 11, 1,  2.4,⑩⑧⑧, 3,15,Ｆヨイチイｰスト, 71,江田照, 0.6, 67,   3,   3, 7, 28.1,④③③
 4,18,Ｃコアレスマｰシャル, 67,中舘英, 0.6, 60,* 12, -23, 3,  5.9, ②②, 4, 9, マイネルアウストロ,---,津村明, 0.3, 40, -49,  16, 3,  5.4, ⑥⑦, 4, 3,Ｄニキティス, 76,中舘英, 0.2, 76,* 10,  -5, 3,  5.6,①①①, 4, 8,Ａギブソンガｰル, 74,福永祐, 0.8, 67,   1,   6, 1,  3.0,⑧⑦⑦
 5,11,Ａトミケンブロｰド, 68,吉田豊, 0.7, 58,* 10, -20, 5, 12.6, ⑥⑤, 5, 1, トｰセンミュジニｰ,---,田中勝, 0.5, 35, -48,  10, 6, 15.6, ②②, 5, 6,Ｂマイネルグラナｰテ, 78,津村明, 0.3, 77,   6,   6, 5, 13.3,⑧⑥⑦, 5, 9,Ｅセフティプラスワン, 72,柴山雄, 1.0, 68,  -2,* 10, 4,  9.5,⑬⑫⑪
 6, 1,Ｐスイｰトマテｰラ, 42,田中勝, 1.0, 56,   9, -23,11,128.2, ⑤⑤, 6, 5, シンボリカｰジナル,---,田中博, 0.5, 35,*-46,   9, 5, 14.1, ③②, 6, 7,Ｃショウナンラヴァｰ, 77,吉田豊, 0.5, 76,   5,*  7, 4,  7.6,⑬⑧⑪, 6,11,Ｉヤマニンノベリスト, 66,宮崎北, 1.0, 64,  -1,*  7,15,157.2,⑦⑨⑩
 7,10,Ｆドリｰムブレイド, 58,勝浦正, 1.1, 57,   5,*-14, 7, 29.1, ⑭⑮, 7, 2, ダリ,---,中舘英, 2.4,  7, -49, -15, 8, 52.6, ⑥④, 7,12,Ｉリヴィエラブルｰ, 69,木幡初, 0.5, 73,   6,   0, 7, 26.1,④⑤③, 7, 2,Ｈロッタ, 67,木幡初, 1.0, 64,   2,   2,12, 80.1,⑤⑥⑥
 8,17, コアレスチャンプ,---,内田博, 1.2, 53,   6, -20, 8, 33.6, ⑨⑫, 8, 8, ミカエフェクト,---,穂苅寿, 2.6,  5, -50, -15, 9,114.5, ⑨⑦, 8, 4,Ｇトｰセンバサラ, 69,西田雄, 0.6, 74,   6,   1, 9, 67.8,⑧⑥③, 8, 7,Ｊエビスハルカ, 66,田中博, 1.1, 64,  -1,   5, 8, 28.5,⑩⑨⑧
 9, 2,Ｇマイネルクラｰル, 57,津村明, 1.2, 55,  10, -25,10, 86.3, ⑥⑤, 9, 6, マイネルジｰニアス,---,後藤浩, 5.3,-38, -49, -59, 4,  8.7, ④④, 9,11,Ｅユノパラボリカ, 70,福永祐, 0.7, 72,   4,   3, 2,  3.7,⑦⑧⑧, 9,13,Ｋウメノカイウン, 65,勝浦正, 1.2, 63,   2,  -1, 9, 35.5,⑥④④
10, 6,Ｌロッキｰロｰレル, 50,宮崎北, 1.3, 53,   6, -22,14,175.7, ⑫⑨,,,,,,,,,,,,,10,10,Ｈコスモタクミ, 69,田中博, 0.7, 72,   7,  -4,11,105.1,③③③,10, 4,Ｃペルネティアナ, 73,内田博, 1.3, 63,   1,   2, 5, 13.1,⑧⑧⑧
11,16,Ｂガイアマンイｰタｰ, 67,柴山雄, 1.3, 51,* 12, -33, 2,  5.3, ②②,,,,,,,,,,,,,11, 9,Ｆマイネナデシコ, 70,石橋脩, 0.8, 73,   3,   6, 8, 26.8,⑩⑫⑫,11, 5,Ｂセイウンハレルヤ, 74,千葉直, 1.3, 64,  -2,*  7, 6, 17.4,⑫⑫⑫
12, 3,Ｎダイワギャラント, 48,武士沢, 1.5, 50,   3, -19,16,281.2, ⑯⑮,,,,,,,,,,,,,12, 1,Ｍマイネルコレドｰル, 63,千葉直, 1.6, 64,   4, -10,13,232.4,⑩⑧⑧,12,12,Ｍステラフィランテ, 61,田中勝, 1.6, 65,  -3,*  9,14,102.7,⑭⑭⑭
13, 8,Ｉミヤギフェアリｰ, 54,石橋脩, 1.5, 52,   9, -30,12,147.6, ⑥⑧,,,,,,,,,,,,,13,13,Ｌマイネルゴｰシュ, 67,柴田善, 3.0, 54,   2, -20,12,106.0,⑥⑬⑬,13, 1,Ｎラフアップ, 61,津村明, 1.8, 58,   3,  -7,11, 77.6,③④④
14,13,Ｍエグザルト, 48,千葉直, 1.5, 51,   5, -22,17,328.6, ⑨⑫,,,,,,,,,,,,,,,,,,,,,,,,,14,14,Ｌプレゼンスウｰマン, 62,吉田豊, 1.8, 61,  -1,   2,10, 38.0,⑩⑪⑫
15, 4,Ｊマイネルバイタル, 54,黛弘人, 1.9, 47,   3, -25, 9, 41.5, ⑯⑮,,,,,,,,,,,,,,,,,,,,,,,,,15,10,Ｏケイコティアラ, 57,石橋脩, 2.5, 56,  -4,   1,13, 81.0,⑭⑭⑭
16,12,Ｏラブダイヤモンド, 42,田中剛, 2.5, 41,* 11, -50,13,163.5, ①①,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,15,Ｋウメノキャロル, 51,小林淳, 2.5, 42,   2, -29,18,369.4, ⑯⑱,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18, 7,Ｑティゾナ, 32,木幡初, 3.2, 36,   8, -51,15,203.4, ⑭⑨,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:64 ﾚｰｽﾍﾟｰｽ指数:+6 ﾚｰｽｱｶﾞﾘ指数:-12 馬場:良(指数:1),,,,,,,,,,,,ｸﾗｽ上位平均:56 ﾚｰｽﾍﾟｰｽ指数:-29 ﾚｰｽｱｶﾞﾘ指数:+16 馬場:稍重(指数:1),,,,,,,,,,,,ｸﾗｽ上位平均:75 ﾚｰｽﾍﾟｰｽ指数:+0 ﾚｰｽｱｶﾞﾘ指数:-1 馬場:稍重(指数:1),,,,,,,,,,,,ｸﾗｽ上位平均:71 ﾚｰｽﾍﾟｰｽ指数:-4 ﾚｰｽｱｶﾞﾘ指数:-0 馬場:重(指数:-8),,,,,,,,,,,
