08年 3月 2日 阪神,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,08年 3月 2日 阪神,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1200m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:4,,,,,■ 4R  芝2970m 4歳上未勝利(混) 定量,,,,,,,,,,,,■ 7R  ダ1200m 3 歳500万(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:3,,,,,■10R  ダ1200m 4歳上1600万(混) ﾊﾝﾃﾞ,,,,,,,出走馬ﾚﾍﾞﾙ:0,,,,
 9, 9,Ｆファンドリテンカ, 54,安部幸, 2.4, 47, -10,  -4, 8,150.2, ⑧⑧, 9, 2, セイウンエポック,,高井彰,203.5,,,, 6, 15.9,⑩⑩⑩, 9, 8,Ｍキンシニュｰストン, 52,小牧太, 1.8, 64,  -2,   4,12,148.4, ⑩⑭, 9, 6,Ｊプリンスコウベ, 78,和田竜, 1.3, 78,   5,   9,13, 94.3, ⑦⑦
10,12,Ｍトロピカルガイ, 43,岡部誠, 3.2, 41, -10, -11, 9,181.3, ⑧⑧,10, 7, タツシャンハイ,,林満明,204.1,,,,13,122.0,①①②,10,12,Ｊロングキｰブリッジ, 62,藤岡佑, 1.9, 63,  -3,   3, 6, 23.3, ⑬⑪,10, 3,Ｉマチカネモエギ, 80,南井大, 1.3, 78,  -3,* 18,14,173.6, ⑬⑮
11, 6,Ｊフォｰモサアピｰル, 47,船曳文, 3.2, 39, -13, -10,13,336.7, ⑧⑩,11, 6, メイショウセレット,,白浜雄,206.0,,,,10, 43.8,⑫⑪⑪,11,14,Ｇバクシンミノル, 67,幸英明, 2.0, 63,   4,  -4,11, 40.7, ⑦⑥,11,13,Ｄヤマカツブライアン, 85,幸英明, 1.5, 76,  -1,  14, 8, 18.9, ⑪⑪
12, 7,Ｋグランフォｰス, 47,田村太, 3.3, 38, -19,  -3,11,306.2, ⑬⑬,12,13, ビクトリｰブランコ,,黒岩悠,207.1,,,,11, 76.5,⑪⑫⑫,12, 3,Ｈヒュｰムウッド, 67,四位洋, 2.3, 60,  -3,   0, 7, 28.0, ⑭⑪,12, 7,Ｂシャインウェｰヴ, 87,武豊  , 2.1, 71,*  9,  -1, 5,  8.3, ②②
13, 5,Ｎセフティｰプラチナ, 43,白坂聡, 4.9, 24,* -4, -32,10,297.4, ②③,13, 5, センティｰレ,,白坂聡,212.6,,,, 9, 40.6,⑬⑬⑬,13,13,Ｉナンヨｰナイト, 63,柴田善, 2.4, 58,  -1,  -4,10, 37.6, ⑩⑩,13,15,Ｈレソナル, 81,四位洋, 3.0, 63,   0,  -1, 9, 24.5, ⑩⑪
14,10,Ｌジｰティｰアンティ, 44,角田晃, 5.6, 20, -31, -12,14,372.9, ⑭⑭,14,12, クィｰンチェリｰ,,小林慎,213.2,,,,14,201.0,⑭⑭⑭,14, 1,Ｋシルクストレングス, 61,長谷川, 3.0, 55,   2, -11, 4,  8.7, ⑦⑧,14, 4,Ｋピクシｰダスト, 77,岡部誠, 3.3, 61,* 10, -12,11, 48.9, ①①
,,,,,,,,,,,,,,,,,,,,,,,,15,10, ヒロノバイオ,---,安部幸, 4.8, 37, -15, -11,15,603.0, ⑮⑮,15,12,Ｏタケカワルキュｰレ, 74,渡辺薫, 4.3, 51,   4, -16,15,232.4, ⑦⑨
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:62 ﾚｰｽﾍﾟｰｽ指数:-8 ﾚｰｽｱｶﾞﾘ指数:+3 馬場:稍重(指数:-2),,,,,,,,,,,,,,,,,,,,,,,,ｸﾗｽ上位平均:71 ﾚｰｽﾍﾟｰｽ指数:-0 ﾚｰｽｱｶﾞﾘ指数:+0 馬場:良(指数:-2),,,,,,,,,,,,ｸﾗｽ上位平均:85 ﾚｰｽﾍﾟｰｽ指数:-6 ﾚｰｽｱｶﾞﾘ指数:+3 馬場:良(指数:-2),,,,,,,,,,,
単勝:140円 複勝:13=110円 02=250円 15=340円 枠連:810円,,,,,,,,,,,,単勝:280円 複勝:10=130円 11=180円 03=510円 枠連:500円,,,,,,,,,,,,単勝:400円 複勝:09=150円 15=120円 05=150円 枠連:470円,,,,,,,,,,,,"単勝:600円 複勝:09=250円 08=410円 02=980円 枠連:1,420円",,,,,,,,,,,
"馬連:710円 ワイド:02-13=360円 13-15=470円 02-15=1,590円",,,,,,,,,,,,"馬連:600円 ワイド:10-11=270円 03-10=1,400円 03-11=1,950円",,,,,,,,,,,,馬連:490円 ワイド:09-15=210円 05-09=370円 05-15=240円,,,,,,,,,,,,"馬連:3,190円 ワイド:08-09=1,560円 02-09=2,890円 02-08=6,620円",,,,,,,,,,,
"馬単:930円 3連複:2,550円",,,,,,,,,,,,"馬単:1,060円 3連複:6,220円",,,,,,,,,,,,"馬単:1,200円 3連複:900円",,,,,,,,,,,,"馬単:6,980円 3連複:46,220円 3連単:195,640円",,,,,,,,,,,
■ 2R  ダ1800m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:4,,,,,■ 5R  芝1600m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:5,,,,,■ 8R  ダ1800m 4歳上500万(牝) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:5,,,,,■11R  芝1400m 4歳上ｵｰﾌﾟﾝ(国) 別定,,,,,,,出走馬ﾚﾍﾞﾙ:3,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,阪急杯 ＧⅢ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 6,Ａピイラニハイウェイ, 62,藤岡佑,, 69,*  6,*  9, 1,  2.5,①①①, 1,11,Ｂスピリタス, 63,小牧太,, 63,  -5,*  6, 3,  6.2, ⑩⑥, 1, 7,Ｂヴィクトリアアイ, 71,福永祐,, 71,  -6,* 15, 2,  3.5,④④④, 1, 3,Ｆロｰレルゲレイロ, 88,四位洋,, 91,* 11,  17, 3,  4.6, ①①
 2, 3,Ｆセレスコクオｰ, 56,和田竜, 2.0, 56,*  4,  -7, 4,  6.4,②②②, 2, 8,Ａプロフェッショナル, 67,福永祐, 0.2, 57,  -6,   1, 1,  2.5, ④⑥, 2, 5,Ｃチャｰムピクチャｰ, 71,武幸四, 0.5, 68,  -7,* 13, 1,  2.2,⑥⑥⑥, 2, 4,Ｂスズカフェニックス, 92,武豊  , 0.0, 92,   7,* 22, 1,  2.7, ⑧⑧
 3, 2,Ｋプリンチパｰレ, 49,上村洋, 2.2, 56,   3,  -7, 9, 62.6,③③③, 3, 3,Ｄフィッツロイ, 60,佐藤哲, 0.3, 56,  -7,   3, 4,  8.3, ⑩⑩, 3, 4,Ｉアンテヴォルテ, 64,川田将, 0.7, 67,  -4,   8, 7, 16.4,③③③, 3, 2,Ｄロｰブデコルテ, 91,福永祐, 0.4, 87,   8,  16, 6, 20.1, ⑤⑤
 4,10,Ｍアドマイヤテキサス, 36,川田将, 2.3, 54,   3,  -6,10, 79.7,⑦⑥⑤, 4,14,Ｋゴｰルデンルｰヴェ, 48,岡部誠, 0.4, 56,  -9,*  4,10, 42.0, ⑫⑫, 4, 3,Ａグロリアスウェザｰ, 72,小林徹, 1.1, 63,  -9,  11, 4,  8.7,⑦⑦⑦, 4, 1,Ｏウインレックス, 78,熊沢重, 0.6, 85,   6,  17,16,195.8, ⑩⑨
 5, 1,Ｉニシノハドウホウ, 51,小牧太, 2.4, 52,   0,  -2,11, 79.8,⑩⑪⑨, 5,16,Ｊビビッドビビアン, 48,角田晃, 0.4, 55,* -3,  -4, 8, 24.4, ④②, 5, 8,Ｆヒシルｰマｰ, 66,角田晃, 1.2, 61,* -4,   1, 5, 12.9,②②②,12, 5,Ｌマルカフェニックス, 80,武幸四, 0.6, 85,   3,  19, 4,  9.2, ⑬⑫
 6, 4,Ｅマチカネシュウソウ, 56,福永祐, 2.4, 53,   2,  -5, 2,  4.6,⑧⑦⑦, 6, 5,Ｏバリュアブルズ, 40,柴山雄, 0.6, 51,* -3,  -9, 9, 26.1, ②②, 6, 9,Ｇショウナンバラｰド, 66,小牧太, 1.5, 60,  -8,   7, 8, 26.4,⑧⑧⑦, 5,10,Ａキンシャサノキセキ, 93,安藤勝, 0.6, 84,   6,  17, 2,  4.5, ⑪⑨
 7,11,Ｈスズヨコジｰン, 53,柴田善, 2.4, 53,   0,   0, 6, 14.2,⑫⑫⑪, 7, 7,Ｍマイネルピリアｰ, 45,安部幸, 0.7, 54, -11,*  4,15,425.9, ⑮⑮, 7, 2,Ｄクリｰルパトラｰ, 68,武豊  , 1.6, 58,  -6,   1, 3,  7.2,④④④, 6, 7,Ｃナスノストロｰク, 91,村田一, 0.7, 85,  -2,* 26,12, 43.2, ⑯⑯
 8,13,Ｃピエナミッチｰ, 57,岡部誠, 2.8, 52,   1,  -4, 7, 18.9,⑭⑫⑪, 8, 1,Ｇスタンドフラワｰ, 55,船曳文, 0.7, 50,* -3, -11,11,121.6, ①①, 8, 6,Ｅドリｰムアプロｰチ, 68,村田一, 1.8, 63,  -8,   8, 9, 96.5,⑨⑨⑨, 7,12,Ｊアンブロワｰズ, 83,幸英明, 0.8, 83,   3,  17, 8, 27.2, ⑭⑫
 9, 7,Ｄメジロジｰニｰ, 57,小林徹, 3.0, 48,   1,  -8, 8, 38.1,⑩⑨⑨, 9,15,Ｆブレイジングスタｰ, 58,和田竜, 0.7, 52,* -2, -10, 7, 20.1, ③②, 9, 1,Ｈリヴィエｰルジｰタ, 65,渡辺薫, 2.0, 55,* -3,  -6, 6, 13.9,①①①, 8,13,Ｇフサイチリシャｰル, 88,川田将, 0.8, 81,*  9,   8, 5, 17.1, ③②
10, 8,Ｊメイショウヘディン, 50,田村太, 3.3, 45,   2, -12,14,228.4,⑧⑦⑦,10,13,Ｈピサノジュバン, 52,安藤勝, 0.7, 51,  -6,  -5, 5, 16.5, ⑧⑥,,,,,,,,,,,,, 9, 6,Ｅシンボリグラン, 90,柴山雄, 0.8, 82,   3,  17, 7, 25.7, ⑪⑫
11,12,Ｌシュルヴィｰヴル, 37,安部幸, 3.9, 43,   4, -21,12,148.8,③③③,11, 2,Ｉファｰマウォラト, 49,田村太, 0.8, 50,  -6,  -8,13,151.3, ④⑥,,,,,,,,,,,,,10, 9,Ｎアグネスラズベリ, 78,角田晃, 0.9, 82,   0,  19,11, 36.0, ⑮⑮
12, 9,Ｂニホンピロルブラ, 60,酒井学, 4.1, 41,   3, -23, 3,  5.1,⑤⑤⑤,12,12,Ｐビップホｰラｰ, 38,村田一, 0.9, 51, -10,   0,16,554.5, ⑭⑭,,,,,,,,,,,,,11,14,Ｉペｰルギュント, 84,上村洋, 1.1, 79,   5,  11,10, 34.2, ⑧⑨
13, 5,Ｎエバｰアンドエバｰ, 33,渡辺薫, 4.4, 41,  -2, -13,13,204.1,⑬⑭⑬,13, 6,Ｃサムワントゥラブ, 61,武豊  , 1.1, 48,  -8,  -6, 2,  3.6, ⑫⑫,,,,,,,,,,,,,13,15,Ｋハイソサエティｰ, 82,柴田善, 1.2, 77,   8,   5, 9, 30.7, ⑤⑤
14,14,Ｇメイショウグラｰド, 54,幸英明, 5.4, 34,  -1, -26, 5, 12.2,⑤⑨⑬,14, 9,Ｌテイエムモモタロｰ, 47,佐久間, 1.2, 48, -11,  -3,12,121.8, ⑯⑮,,,,,,,,,,,,,14, 8,Ｐオｰスミダイドウ, 64,長谷川, 1.7, 71,*  9,  -3,13, 59.0, ②②
,,,,,,,,,,,,15,10,Ｅハマノモナｰク, 60,幸英明, 1.4, 45,* -3, -19, 6, 18.8, ④②,,,,,,,,,,,,,15,11,Ｍテイエムノブシオｰ, 79,小牧太, 1.9, 69,*  9,  -6,14, 88.8, ③②
,,,,,,,,,,,,16, 4,Ｎメイショウシｰカｰ, 42,石橋守, 1.9, 40,  -7, -20,14,394.9, ⑧⑩,,,,,,,,,,,,,16,16,Ｈダンスフォｰウィン, 87,藤岡佑, 2.5, 62,   8, -11,15, 89.1, ⑤⑤
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:62 ﾚｰｽﾍﾟｰｽ指数:+3 ﾚｰｽｱｶﾞﾘ指数:-4 馬場:稍重(指数:-2),,,,,,,,,,,,ｸﾗｽ上位平均:64 ﾚｰｽﾍﾟｰｽ指数:-4 ﾚｰｽｱｶﾞﾘ指数:+0 馬場:良(指数:3),,,,,,,,,,,,ｸﾗｽ上位平均:70 ﾚｰｽﾍﾟｰｽ指数:-12 ﾚｰｽｱｶﾞﾘ指数:+7 馬場:良(指数:-2),,,,,,,,,,,,ｸﾗｽ上位平均:91 ﾚｰｽﾍﾟｰｽ指数:-4 ﾚｰｽｱｶﾞﾘ指数:+5 馬場:良(指数:3),,,,,,,,,,,
"単勝:250円 複勝:06=140円 03=210円 02=1,100円 枠連:390円",,,,,,,,,,,,単勝:620円 複勝:11=200円 08=120円 03=220円 枠連:890円,,,,,,,,,,,,単勝:350円 複勝:07=130円 05=110円 04=280円 枠連:320円,,,,,,,,,,,,単勝:460円 複勝:03=160円 04=150円 02=410円 枠連:810円,,,,,,,,,,,
"馬連:820円 ワイド:03-06=400円 02-06=2,710円 02-03=3,980円",,,,,,,,,,,,馬連:900円 ワイド:08-11=350円 03-11=840円 03-08=380円,,,,,,,,,,,,馬連:300円 ワイド:05-07=160円 04-07=640円 04-05=480円,,,,,,,,,,,,"馬連:820円 ワイド:03-04=330円 02-03=1,450円 02-04=1,380円",,,,,,,,,,,
"馬単:1,460円 3連複:13,140円",,,,,,,,,,,,"馬単:2,060円 3連複:2,050円",,,,,,,,,,,,"馬単:790円 3連複:1,390円",,,,,,,,,,,,"馬単:1,720円 3連複:4,650円 3連単:23,350円",,,,,,,,,,,
■ 3R  ダ1400m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:11,,,,,■ 6R  芝2000m 3 歳新馬(混) 馬齢,,,,,,,,,,,,■ 9R  芝2200m 3 歳ｵｰﾌﾟﾝ(混) 別定,,,,,,,出走馬ﾚﾍﾞﾙ:3,,,,,■12R  ダ2000m 4歳上1000万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:4,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,すみれｽﾃｰｸｽ,,,,,,,,,,,,,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,14,Ｂブラックルｰラｰ, 64,福永祐,, 70,*  3,*  8, 4,  7.0, ②②, 1, 6, ヒルノラディアン,---,四位洋,, 50, -25,*  7, 3,  6.6,③③③, 1, 6,Ａキングスエンブレム, 79,武豊  ,, 89,*  2,  18, 1,  2.4,②②②, 1, 3,Ａビｰドラスティック, 83,角田晃,, 81,   7,* 14, 2,  4.8,⑩④④
 2,13,Ａセトノアンテウス, 66,安藤勝, 0.1, 69,*  4,   6, 3,  4.7, ①①, 2, 5, ディアカルテット,---,荻野要, 0.3, 40,*-21,  -7,10, 58.7,①①①, 2, 8,Ｅモンテクリスエス, 69,安藤勝, 0.2, 89,  -1,* 23, 2,  4.9,⑨⑨⑩, 2, 1,Ｂタガノエクリプス, 82,川田将, 0.1, 80,   5,* 15, 3,  5.6,⑨⑧⑦
 3, 9,Ｇメイショウイッキ, 60,武豊  , 1.1, 63,  -4,*  7, 1,  2.7, ⑫⑨, 3, 3, オウシュウハｰト,---,幸英明, 0.4, 44,*-24,  -2, 9, 41.2,②②②, 3, 7,Ｂダンツウィニング, 76,柴田善, 0.7, 81,   0,  12, 4,  6.5,⑦⑧⑧, 3, 8,Ｄアドマイヤレグルス, 79,安藤勝, 0.3, 77,*  7,  10, 4,  5.7,②②②
 4, 6,Ｉマイネルトリオンフ, 56,和田竜, 1.1, 63,  -4,*  7, 7, 34.1, ⑪⑨, 4, 1, ムｰンシンフォニｰ,---,安藤勝, 0.5, 48, -30,*  9, 1,  1.5,⑨⑨⑥, 4, 2,Ｊスリｰオリオン, 62,熊沢重, 0.7, 82,   1,  13, 9, 54.8,④⑤⑤, 4, 4,Ｉトウカイポリシｰ, 73,武幸四, 0.5, 77,*  8,   9, 8, 39.4,⑧②③
 5, 1,Ｅケイアイプラウド, 62,四位洋, 1.5, 59,   2,  -3, 2,  2.9, ③③, 5, 2, エｰシンサンスタｰ,---,福永祐, 0.6, 46, -28,   5, 2,  5.8,⑥⑥⑥, 5, 5,Ｃファリダット, 72,福永祐, 0.7, 84,   0,  15, 3,  5.5,⑩⑩⑧, 5,10,Ｈフォグキャスケｰド, 74,渡辺薫, 0.6, 76,   5,  10,10, 94.3,⑤⑦⑦
 6, 7,Ｊシゲルレスポワｰル, 56,小牧太, 1.5, 59,  -2,   1,10,111.8, ⑥⑨, 6, 7, スズカゲイル,---,武豊  , 0.7, 43, -26,   0, 5, 20.0,④④④, 6, 3,Ｉエｰシンダボｰブイ, 62,川田将, 0.8, 78,*  3,   6,10,149.2,①①①, 6, 5,Ｅナリタブラック, 77,和田竜, 0.6, 78,   5,  11, 7, 27.3,⑤⑧⑨
 7, 2,Ｋナムラフュｰチャｰ, 54,幸英明, 1.6, 58,   2,  -4, 5, 21.4, ③③, 7, 4, タイキディザイア,---,武幸四, 0.8, 39, -27,  -4, 7, 34.1,④④④, 7,11,Ｄフロｰテｰション, 71,小牧太, 0.9, 78,*  2,   7, 5,  7.3,⑦⑤⑤, 7, 9,Ｆトシツカサオｰ, 76,幸英明, 0.7, 75,   6,   8, 5,  7.8,④④④
 8,11,Ｆマｰベラスウイル, 61,熊沢重, 1.6, 59,  -1,  -1, 6, 23.9, ⑥⑤, 8, 9, メイプルプラウド,---,安部幸, 1.0, 41, -30,   2, 4, 11.5,⑧⑧⑨, 8, 4,Ｈアドマイヤナサ, 63,上村洋, 1.0, 78,   0,   8, 8, 35.6,④⑤⑦, 8, 6,Ｃストｰムタイガｰ, 80,武豊  , 0.9, 74,   7,   6, 1,  2.5,②④④
 9,10,Ｌミッキｰアデュｰ, 52,柴山雄, 1.8, 56,  -1,  -3,12,122.9, ⑥⑤, 9,10, ヒカルメイオｰ,---,小林徹, 1.1, 42, -31,   4, 6, 33.9,⑩⑩⑨, 9, 9,Ｆダｰクジャケット, 67,藤岡佑, 1.3, 72,*  2,   0, 7, 25.6,④②③, 9, 2,Ｇナムラクック, 74,小牧太, 1.6, 69,   5,   3, 6, 14.0,⑤⑧⑨
10, 3,Ｃトｰワミラクル, 63,田村太, 1.8, 56,  -5,   3,11,118.2, ⑫⑫,10, 8, スリｰメガトン,---,川田将, 1.3, 34, -29,  -7, 8, 34.9,⑥⑥⑥,10, 1,Ｇセイカアニマｰト, 65,幸英明, 1.3, 79,  -1,  10, 6, 18.4,⑪⑪⑩,10, 7,Ｊキングスデライト, 64,長谷川, 2.7, 63,*  7, -12, 9, 41.6,①①①
11,12,Ｍメイショウエビス, 45,武幸四, 2.0, 55,  -4,  -1, 8, 78.5, ⑥⑫,,,,,,,,,,,,,11,10,Ｋマイサイドキック, 58,和田竜, 2.3, 60,*  2, -14,11,191.5,③②③,,,,,,,,,,,,
12, 4,Ｈエｰシンピｰヴィｰ, 57,渡辺薫, 2.1, 54,  -1,  -6,13,128.9, ⑥⑤,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13, 8,Ｄタッキｰファントム, 62,小林徹, 3.9, 39,   2, -24, 9, 86.6, ③⑤,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:62 ﾚｰｽﾍﾟｰｽ指数:+0 ﾚｰｽｱｶﾞﾘ指数:+5 馬場:稍重(指数:-2),,,,,,,,,,,,ｸﾗｽ上位平均:58 ﾚｰｽﾍﾟｰｽ指数:-11 ﾚｰｽｱｶﾞﾘ指数:+10 馬場:良(指数:3),,,,,,,,,,,,ｸﾗｽ上位平均:79 ﾚｰｽﾍﾟｰｽ指数:-5 ﾚｰｽｱｶﾞﾘ指数:+5 馬場:良(指数:3),,,,,,,,,,,,ｸﾗｽ上位平均:80 ﾚｰｽﾍﾟｰｽ指数:-3 ﾚｰｽｱｶﾞﾘ指数:+3 馬場:良(指数:-2),,,,,,,,,,,
"単勝:700円 複勝:14=160円 13=150円 09=120円 枠連:1,240円",,,,,,,,,,,,"単勝:660円 複勝:06=360円 05=2,290円 03=1,490円 枠連:10,950円",,,,,,,,,,,,単勝:240円 複勝:06=110円 08=160円 07=170円 枠連:430円,,,,,,,,,,,,"単勝:480円 複勝:03=170円 01=190円 08=200円 枠連:1,410円",,,,,,,,,,,
"馬連:1,400円 ワイド:13-14=410円 09-14=320円 09-13=260円",,,,,,,,,,,,"馬連:14,190円 ワイド:05-06=3,650円 03-06=2,010円 03-05=7,670円",,,,,,,,,,,,馬連:760円 ワイド:06-08=280円 06-07=280円 07-08=600円,,,,,,,,,,,,"馬連:1,390円 ワイド:01-03=450円 03-08=550円 01-08=560円",,,,,,,,,,,
"馬単:3,000円 3連複:1,030円",,,,,,,,,,,,"馬単:29,110円 3連複:66,530円",,,,,,,,,,,,"馬単:1,250円 3連複:1,210円 3連単:5,350円",,,,,,,,,,,,"馬単:2,630円 3連複:2,850円 3連単:13,590円",,,,,,,,,,,
,※同着があったレｰスの払戻情報はスペｰスの関係上､同着分を省略しています｡,,,,,,,,,,,,,,,,,,,,,,,,※同着があったレｰスの払戻情報はスペｰスの関係上､同着分を省略しています｡,,,,,,,,,,,,,,,,,,,,,,
