08年 4月 5日 阪神,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,08年 4月 5日 阪神,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1800m 3 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:3,,,,,■ 4R  芝2970m 4歳上未勝利(混) 定量,,,,,,,,,,,,■ 7R  芝1600m 3 歳500万(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-5,,,,,■10R  芝1800m 4歳上1600万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:5,,,,
11, 9,Ｄワイルドエキサイト, 54,長谷川, 2.4, 47,  -3, -11, 3, 12.0,⑤⑤③,11, 6, ハｰベストタｰフ,,黒岩悠,211.3,,,,10, 86.2,⑬⑫⑫,11, 1,Ｇナムラウィッシュ, 62,鮫島良, 0.8, 59,   3, -17,10, 32.3, ⑩⑪,11, 3,Ｏシルクタイガｰ, 77,野元昭, 1.5, 73,   1,   4,14, 71.5, ⑫⑬
12, 7,Ｊシェリアク, 44,赤木高, 2.7, 41,  -2, -15,13,213.9,③④⑥,12, 7, セイウンバンチョｰ,,白坂聡,212.7,,,,14,144.6,⑨⑪⑪,12, 5,Ｈスリｰラスカル, 61,渡辺薫, 0.9, 58,   6, -23, 8, 16.2, ⑧⑦,12, 5,Ｆナイスハンド, 80,角田晃, 1.6, 71,   3,   0,13, 61.0, ⑫⑩
13,13,Ｍノッテビアンカ, 38,浜中俊, 3.2, 37,  -3, -20,10,125.8,③②⑥,,,,,,,,,,,,,13,14,Ｎエイユｰパッション, 53,田中克, 1.1, 55,  -2, -14,16,311.9, ⑰⑯,13, 9,Ｋタガノグラマラス, 79,岩田康, 1.7, 65,* 12, -22, 7, 12.5, ①①
,,,,,,,,,,,,,,,,,,,,,,,,14,10,Ｅトシザコジｰン, 65,安藤勝, 1.5, 49,* 10, -39, 6, 14.2, ③②,14, 2,Ｄロックスピリッツ, 82,佐藤哲, 1.9, 64,* 11, -22,12, 57.0, ②②
,,,,,,,,,,,,,,,,,,,,,,,,15, 8,Ｃペプチドアトム, 67,和田竜, 1.5, 50,* 10, -39, 9, 21.7, ②①,15,14,Ｎマックスチャンプ, 77,武幸四, 2.0, 67,   3,  -6,15,206.0, ⑩⑩
,,,,,,,,,,,,,,,,,,,,,,,,16, 7,Ｑモエレヒストリｰ, 38,浜中俊, 1.7, 48,   7, -36,13,208.0, ①⑥,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,17,17,Ｌシゲルクシエラ, 55,角田晃, 2.9, 37,   4, -50,17,425.2, ⑤⑦,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:60 ﾚｰｽﾍﾟｰｽ指数:-4 ﾚｰｽｱｶﾞﾘ指数:+1 馬場:良(指数:-3),,,,,,,,,,,,,,,,,,,,,,,,ｸﾗｽ上位平均:73 ﾚｰｽﾍﾟｰｽ指数:+2 ﾚｰｽｱｶﾞﾘ指数:-10 馬場:良(指数:-1),,,,,,,,,,,,ｸﾗｽ上位平均:85 ﾚｰｽﾍﾟｰｽ指数:-2 ﾚｰｽｱｶﾞﾘ指数:+4 馬場:良(指数:-1),,,,,,,,,,,
"単勝:400円 複勝:05=110円 11=360円 03=110円 枠連:4,580円",,,,,,,,,,,,単勝:410円 複勝:01=160円 10=160円 11=340円 枠連:570円,,,,,,,,,,,,単勝:250円 複勝:12=140円 09=160円 11=200円 枠連:290円,,,,,,,,,,,,"単勝:570円 複勝:10=160円 01=160円 15=140円 枠連:1,290円",,,,,,,,,,,
"馬連:5,130円 ワイド:05-11=840円 03-05=140円 03-11=500円",,,,,,,,,,,,馬連:820円 ワイド:01-10=330円 01-11=770円 10-11=960円,,,,,,,,,,,,馬連:710円 ワイド:09-12=320円 11-12=380円 09-11=620円,,,,,,,,,,,,"馬連:1,470円 ワイド:01-10=480円 10-15=340円 01-15=330円",,,,,,,,,,,
"馬単:8,630円 3連複:1,310円",,,,,,,,,,,,"馬単:1,610円 3連複:3,150円",,,,,,,,,,,,"馬単:1,080円 3連複:1,520円",,,,,,,,,,,,"馬単:3,110円 3連複:1,350円 3連単:9,320円",,,,,,,,,,,
■ 2R  ダ1200m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:5,,,,,■ 5R  芝2000m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:3,,,,,■ 8R  ダ1400m 3 歳500万(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:7,,,,,■11R  ダ1400m 4歳上ｵｰﾌﾟﾝ(国) 別定,,,,,,,出走馬ﾚﾍﾞﾙ:8,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ｺｰﾗﾙｽﾃｰｸｽ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 3,Ｄピンクペガサス, 58,幸英明,, 66,   0,   1, 7, 21.5, ④④, 1,15,Ｅクｰノキセキ, 56,酒井学,, 66,  -5,*  7, 6, 11.0,⑤⑤④, 1,14,Ａリｰガルスキｰム, 81,安藤勝,, 77,*  5,* 10, 2,  3.3, ③③, 1,15,Ｂゼンノパルテノン, 88,武豊  ,, 90,   7,* 20, 1,  2.6, ④④
 2, 4,Ｃライコウテンユウ, 59,小牧太, 0.4, 63,*  4,  -6, 6, 14.6, ①①, 2,10, ロｰレルベルロｰド,---,安藤勝, 0.3, 61,* -3,  -1, 4,  7.1,③③②, 2, 4,Ｄメイショウベルｰガ, 70,池添謙, 1.0, 70,  -2,*  8, 3, 10.0, ⑦⑧, 2, 4,Ｃフェラｰリピサ, 88,岩田康, 0.3, 87,   6,* 20, 3,  4.9, ⑦⑦
 3, 7,Ｈフロムスクラッチ, 52,佐藤哲, 0.5, 62,  -6,*  3, 2,  4.1, ⑩⑩, 3, 9,Ａテイエムクロカミ, 63,池添謙, 0.7, 59,  -6,   0, 7, 15.4,⑩⑩④, 3, 9,Ｉカネトシトレンド, 64,鮫島良, 1.1, 71,  -3,* 11, 7, 34.0, ⑫⑩, 3, 9,Ｆオフィサｰ, 87,小牧太, 0.3, 87,*  9,  16, 8, 18.4, ②②
 4, 5,Ａピエナワイルド, 64,和田竜, 1.0, 59,*  3, -10, 1,  3.8, ②②, 4,12,Ｄナムラアルマダ, 59,赤木高, 0.8, 58,  -5,  -3, 2,  4.7,⑦⑥⑦, 4, 5,Ｆヤマニンブリオン, 66,田中健, 1.3, 67,*  6,  -5, 6, 26.8, ②②, 4,13,Ｅゼンノコｰラル, 87,北村宏, 0.7, 84,   5,  17, 2,  4.7, ⑪⑧
 5, 2,Ｋビッグロｰズ, 50,田村太, 1.0, 58,  -3,  -4,11,107.3, ⑥⑥, 5,11, クレバｰモｰリン,---,幸英明, 0.9, 60,  -6,  -1,12, 74.3,⑨⑨⑪, 5, 6,Ｐアイソトｰプ, 58,浜中俊, 1.3, 66,   2,   1, 4, 12.4, ④④, 5, 2,Ｐスナｰクファルコン, 78,秋山真, 0.8, 85,   5,  16,15,141.3, ⑨⑧
 6,10,Ｆサンダｰホｰラｰ, 53,飯田祐, 1.2, 56,  -2,  -7, 9, 39.6, ⑥⑥, 6,14,Ｆエｰシンサンスタｰ, 45,福永祐, 1.1, 56,  -6,  -5, 3,  6.8,⑦⑧⑨, 6, 3,Ｂサンライズラッシュ, 77,岩田康, 1.3, 67,   2,   2, 1,  1.9, ⑤④, 6, 6,Ｊウォｰタｰオｰレ, 84,藤岡佑, 0.9, 81,   7,  13, 9, 26.0, ④⑤
 7, 6, オシャレキング,---,藤岡佑, 1.2, 55, -12,*  2, 5,  8.3, ⑭⑪, 7, 2,Ｂマイネソシオ, 62,武豊  , 1.3, 55,  -7,  -4, 1,  3.3,⑫⑪⑨, 7,16,Ｋキアｰロ, 63,渡辺薫, 1.4, 67,   1,   2,13,114.0, ⑦④, 7, 5,Ｎユノナゲット, 81,四位洋, 0.9, 83,   1,* 21,11, 58.8, ⑮⑮
 8,11,Ｂキタサンゴｰ, 60,渡辺薫, 1.4, 55,*  1, -12, 3,  4.4, ②②, 8, 7, ダイシンオレンジ,---,小牧太, 1.4, 58, -12,*  6,10, 38.1,⑮⑭⑭, 8, 1,Ｇマｰムｰドイモン, 65,幸英明, 1.6, 67,   1,   2, 8, 35.2, ⑦⑧, 8,11,Ｋヤマカツブライアン, 84,酒井学, 0.9, 82,*  8,  12, 4, 14.2, ②③
 9,13,Ｊテイエムオｰスオｰ, 50,松田大, 1.5, 55,  -1, -11, 4,  5.6, ④④, 9, 8,Ｃテツゴｰルド, 59,和田竜, 1.4, 51,* -2, -18, 8, 19.2,②②②, 9,10,Ｃクイックリｰプ, 73,田村太, 1.6, 65,  -3,   5,12, 99.8, ⑩⑪, 9, 3,Ｇタガノサイクロン, 86,池添謙, 0.9, 82,   2,  19, 5, 14.7, ⑭⑪
10,14,Ｉクリノモンブラン, 52,川島信, 1.5, 54,  -6,  -5,12,187.9, ⑨⑧,10, 5,Ｈメイショウニケ, 39,高橋亮, 1.6, 51,  -9,  -6,16,186.3,⑭⑫⑫,10,13,Ｅエｰシンジｰライン, 67,川田将, 1.8, 63,   1,  -2, 5, 15.4, ⑤④,10,10,Ｌボｰドスウィｰパｰ, 83,太宰啓, 1.0, 81,   4,  16,13, 90.6, ⑪⑪
11, 8,Ｅマスベルマン, 54,小林徹, 1.5, 53,  -8,  -4,10, 77.8, ⑩⑪,11,16, ダノンハンセン,---,川田将, 2.0, 45,  -5, -20,13, 86.7,⑥⑥⑦,11,15,Ｍスナｰクアステｰル, 61,高橋亮, 1.9, 64,  -4,   4,16,251.4, ⑫⑪,11,12,Ｈメイショウシャフト, 85,石橋守, 1.3, 79,   6,  11,10, 46.4, ⑦⑧
12, 1, ユウキアックン,---,芹沢純, 1.7, 52, -13,   0,13,215.3, ⑮⑮,12, 4, キスリングバｰ,---,藤岡佑, 2.2, 46, -10, -10,11, 57.6,⑬⑬⑬,12,12,Ｌコウエイアンズ, 62,藤岡康, 1.9, 63,*  7, -11,10, 66.9, ①①,12, 8,Ｄダンディズム, 88,福永祐, 1.3, 79,   4,  13, 6, 14.8, ⑨⑪
13,15,Ｇヤマサエレガント, 53,岩田康, 1.8, 51,  -9,  -5, 8, 26.8, ⑫⑭,13, 1, ドｰンオンザケｰプ,---,岩田康, 2.2, 42,* -2, -31, 5,  7.9,①①①,13, 2,Ｏフジヤマワカムシャ, 59,石橋守, 2.0, 62,  -2,   1,15,235.9, ⑩⑪,13, 7,Ｏヤマノルドルフ, 80,川田将, 1.4, 77,*  9,   6,14,100.6, ①①
14, 9, ストｰム,---,北村友, 2.2, 46, -25,*  6,14,216.1, ⑯⑯,14, 6,Ｇピナクルストｰン, 44,石橋守, 2.9, 38,* -3, -37,15,160.9,③③⑥,14, 8,Ｊロジュマン, 63,小林徹, 2.0, 63,  -8,*  9,11, 69.9, ⑮⑮,14, 1,Ｉピットファイタｰ, 84,幸英明, 1.6, 77,   4,  10,12, 84.5, ⑪⑪
15,12,Ｌエイユｰルｰジュ, 31,野元昭, 2.4, 46,  -9, -10,15,295.6, ⑫⑪,15, 3, ウォｰタｰルｰク,---,武幸四, 3.4, 37, -14, -17,14,124.9,⑮⑯⑮,15, 7,Ｎミステリアスバイオ, 60,船曳文, 2.2, 61,  -8,   5, 9, 47.6, ⑮⑭,15,14,Ｍハスフェル, 82,渡辺薫, 1.7, 77,  -2,  17,16,174.3, ⑯⑯
16,16, マルブツティンバｰ,---,赤木高, 3.0, 39,  -5, -20,16,336.9, ⑥⑧,16,13, ロｰドヴェルデ,---,藤岡康, 6.0,  6, -16, -52, 9, 35.6,⑩⑭⑯,16,11,Ｈマルシゲヨカニセ, 65,北村友, 3.3, 51,  -7,  -4,14,126.9, ⑫⑯,16,16,Ａドンクｰル, 92,安藤勝, 2.1, 71,   7,   2, 7, 15.7, ④⑤
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:62 ﾚｰｽﾍﾟｰｽ指数:-2 ﾚｰｽｱｶﾞﾘ指数:-2 馬場:良(指数:-3),,,,,,,,,,,,ｸﾗｽ上位平均:64 ﾚｰｽﾍﾟｰｽ指数:-3 ﾚｰｽｱｶﾞﾘ指数:-1 馬場:良(指数:-1),,,,,,,,,,,,ｸﾗｽ上位平均:72 ﾚｰｽﾍﾟｰｽ指数:-4 ﾚｰｽｱｶﾞﾘ指数:+0 馬場:良(指数:-3),,,,,,,,,,,,ｸﾗｽ上位平均:88 ﾚｰｽﾍﾟｰｽ指数:-9 ﾚｰｽｱｶﾞﾘ指数:+4 馬場:良(指数:-3),,,,,,,,,,,
"単勝:2,150円 複勝:03=630円 04=480円 07=190円 枠連:19,570円",,,,,,,,,,,,"単勝:1,100円 複勝:15=320円 10=250円 09=390円 枠連:2,150円",,,,,,,,,,,,単勝:330円 複勝:14=190円 04=380円 09=650円 枠連:190円,,,,,,,,,,,,単勝:260円 複勝:15=140円 04=170円 09=340円 枠連:470円,,,,,,,,,,,
"馬連:18,860円 ワイド:03-04=4,590円 03-07=1,790円 04-07=1,420円",,,,,,,,,,,,"馬連:3,900円 ワイド:10-15=1,270円 09-15=1,350円 09-10=1,460円",,,,,,,,,,,,"馬連:1,990円 ワイド:04-14=660円 09-14=1,220円 04-09=2,290円",,,,,,,,,,,,"馬連:820円 ワイド:04-15=340円 09-15=980円 04-09=1,250円",,,,,,,,,,,
"馬単:39,700円 3連複:30,920円",,,,,,,,,,,,"馬単:8,310円 3連複:13,900円",,,,,,,,,,,,"馬単:2,560円 3連複:11,120円",,,,,,,,,,,,"馬単:1,430円 3連複:3,720円 3連単:11,590円",,,,,,,,,,,
■ 3R  ダ1800m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:11,,,,,■ 6R  芝2200m 4歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:3,,,,,■ 9R  芝1400m 4歳上1000万(混) ﾊﾝﾃﾞ,,,,,,,出走馬ﾚﾍﾞﾙ:-1,,,,,■12R  ダ2000m 4歳上1000万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:4,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,播磨特別,,,,,,,,,,,,,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,14,Ｌフサイチピｰジェイ, 54,秋山真,, 73,*  4,*  5, 3,  6.8,③②②, 1, 1,Ａウォｰゲｰム, 77,安藤勝,, 83,  -3,* 20, 1,  2.4,③④④, 1, 9,Ｂコウユｰキズナ, 79,武豊  ,, 82,   9,* 12, 2,  4.9, ⑩⑨, 1, 3,Ｄメンデル, 79,小牧太,, 81,* 11,* 11, 7, 22.3,①①①
 2, 3,Ｃセレスコクオｰ, 65,和田竜, 0.6, 68,*  3,   2, 1,  3.3,③④③, 2, 4,Ｈグラディウス, 62,池添謙, 0.4, 79,   0,  13, 9, 63.3,②③③, 2, 7,Ｄアドマイヤプルｰト, 79,安藤勝, 0.3, 78,  10,   6, 4,  5.5, ⑦⑦, 2,10,Ｅテイエムザエックス, 78,渡辺薫, 0.6, 77,* 10,   6, 5, 10.6,②②②
 3, 7, フォｰティファイド,---,武豊  , 0.8, 66,   3,   2, 4,  7.3,⑦⑥④, 3, 8,Ｆアドマイヤビアン, 68,川田将, 0.8, 77,  -3,  14, 2,  5.2,⑤⑦⑦, 3,18,Ｑウインファンタジア, 64,岩田康, 0.5, 76,  10,   3, 9, 25.3, ⑧⑦, 3, 2,Ｐヒシウィンザｰ, 70,田中健, 0.6, 78,   9,   8,10, 30.0,③③③
 4, 2,Ａタマモサプライズ, 76,北村宏, 0.9, 66,   1,   4, 7, 13.2,⑧⑧④, 4,10,Ｅマｰブルワンダｰ, 70,赤木高, 0.8, 69,*  1,   1, 5,  7.9,①①①, 4, 1,Ａサンタドレス, 79,浜中俊, 0.5, 79,* 19,  -9, 1,  4.7, ①①, 4,11,Ｊツルマルシルバｰ, 76,福永祐, 0.9, 77,   8,* 11, 4,  6.7,⑩⑫⑪
 5, 8,Ｂシャインモｰメント, 66,赤木高, 1.0, 65,  -3,* 11, 5,  8.6,⑭⑭⑭, 5, 3,Ｄメジロスパイダｰ, 70,藤岡佑, 1.0, 68,*  0,  -1, 7, 17.0,⑧②②, 4,12,Ｇダノンシャトル, 76,秋山真, 0.5, 74,   2,* 13,15, 52.6, ⑯⑮, 5, 7,Ｂトシツカサオｰ, 79,浜中俊, 1.0, 73,   9,   7, 6, 13.2,⑥⑤⑦
 6, 1,Ｅニシノハドウホウ, 62,小牧太, 1.0, 64,   2,   2,10, 85.6,⑤⑥⑧, 6, 7,Ｉタマモモダンタイム, 59,浜中俊, 1.0, 73,  -3,   9, 8, 48.6,⑤⑥⑤, 6, 5,Ｉワイルドイリｰガル, 76,角田晃, 0.7, 76,* 18, -10, 7, 18.3, ②②, 6,16,Ｉトウカイポリシｰ, 76,田中克, 1.2, 76,   9,   6, 8, 27.7,⑨⑪⑦
 7, 5,Ｇホウライブライアン, 59,安藤勝, 1.5, 60,   1,  -1, 2,  4.0,⑪⑧⑧, 7, 6,Ｇエプソムブラスト, 64,田村太, 1.1, 74,  -4,  12,10,138.8,⑩⑩⑨, 7,10,Ｏヤマニンエマイユ, 70,四位洋, 0.7, 73,   6,   7,12, 38.8, ⑫⑬, 7,13,Ｍブルルイ, 72,鮫島良, 1.5, 72,   9,   3,16,227.8,⑥⑨⑦
 8, 6,Ｄトウカイプライム, 65,岩田康, 1.8, 57,*  4, -11, 6,  8.9,①①①, 8, 5,Ｃメルシｰゴｰルド, 70,北村友, 1.2, 72,  -4,   8, 6, 16.7,⑨⑦⑦, 8,15,Ｈカントリｰスタイル, 76,上野翔, 0.8, 72,   5,   7,17, 93.4, ⑭⑬, 8,15,Ｇダイアモンドヘッド, 77,赤木高, 1.5, 70,  10,   1, 9, 28.0,⑩⑤⑤
 9,11, マイエンブレム,---,福永祐, 2.4, 56,  -2,  -3, 8, 17.3,⑧⑪⑩, 9, 2,Ｂアグネスヨジゲン, 72,小林徹, 1.5, 68,  -4,   5, 3,  5.3,⑦⑨⑨, 9, 2,Ｃセイウンワキタツ, 79,武幸四, 0.9, 72,   9,   1, 5, 12.0, ⑧⑨, 9, 9,Ｋグッドフロマｰジュ, 75,長谷川, 1.6, 73,   9,   2, 2,  6.1,⑩⑨⑪
10,16,Ｍエｰシンピｰクブイ, 51,浜中俊, 2.5, 55,  -1,  -4, 9, 78.4,⑬⑪⑩,10, 9,Ｊミスズトップロｰド, 53,武豊  , 1.6, 65,  -3,   1, 4,  6.3,④④⑤,10, 4,Ｊアグネスレプトン, 73,鮫島良, 1.1, 69,   7,  -1,18,138.9, ⑩⑪,10,14,Ｈアンクルピｰス, 76,川島信, 1.7, 71,   6,   7,13, 84.8,⑭⑮⑮
11, 9,Ｈスキッピングビｰト, 58,幸英明, 3.3, 51,  -3,  -8,11,101.9,⑭⑭⑮,,,,,,,,,,,,,11,14,Ｆマルサンテクニカル, 77,南井大, 1.1, 67,   2,   6,14, 48.6, ⑰⑮,11, 6,Ｆアドマイヤゴルゴ, 78,岩田康, 1.7, 69,  10,  -1, 1,  2.5,③③③
12,13,Ｆメイショウラスタｰ, 61,武幸四, 3.4, 50,  -2, -12,12,157.0,⑯⑪⑩,,,,,,,,,,,,,12, 8,Ｎハッピｰムｰド, 70,野元昭, 1.1, 71,  14,  -9,11, 37.4, ⑤⑤,12, 5,Ｎイｰグルドライバｰ, 71,和田竜, 2.0, 70,  10,  -3,14,101.8,⑤⑤⑤
13, 4,Ｋコウショウシャｰク, 54,飯田祐, 3.7, 49,  -6,  -6,15,416.6,⑧⑭⑯,,,,,,,,,,,,,13,16,Ｌナンゴクプラネット, 71,酒井学, 1.2, 67,   6,  -1,13, 44.5, ⑫⑪,13, 8,Ｏフィｰルドウイナｰ, 70,角田晃, 2.0, 68,   6,   4,12, 57.8,⑬⑭⑬
14,15,Ｎマイネルデスティノ, 46,上野翔, 4.1, 45,  -1, -20,16,419.6,⑪⑧⑩,,,,,,,,,,,,,14,13,Ｋコアレスソニック, 72,福永祐, 1.2, 67,   0,*  8,10, 26.2, ⑰⑱,14, 1,Ａマンノレｰシング, 81,北村友, 2.0, 68,   6,   4,11, 51.3,⑮⑬⑬
15,10,Ｉマｰシャルシチｰ, 56,田中学, 4.2, 43,   2, -28,13,198.6,⑤④④,,,,,,,,,,,,,15, 3,Ｒワンダｰボｰイ, 55,赤木高, 1.5, 62,   2,   0,16, 91.4, ⑭⑮,15, 4,Ｌゴｰルデンエビス, 73,佐藤哲, 2.1, 70,   4,*  9,15,206.8,⑯⑯⑯
16,12,Ｊキクノトップラン, 56,熊沢重, 4.2, 44,*  4, -29,14,272.4,②②④,,,,,,,,,,,,,16, 6,Ｅフィｰルドルｰキｰ, 78,幸英明, 1.5, 66,* 15, -16, 3,  5.3, ③③,16,12,Ｃサンシｰズン, 79,四位洋, 2.9, 62,   9, -11, 3,  6.5,⑥⑤⑩
,,,,,,,,,,,,,,,,,,,,,,,,17,17,Ｍオリオンオンサイト, 70,芹沢純, 1.9, 61,  14, -20, 6, 14.6, ⑤⑤,,,,,,,,,,,,
