08年 2月23日 東京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,08年 2月23日 東京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ2100m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:3,,,,,■ 4R  芝3000m 4歳上未勝利(混) 定量,,,,,,,,,,,,■ 7R  ダ1600m 4歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-2,,,,,■10R  ダ1600m 4歳上1600万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:1,,,,
 9,12,Ｇリネンエｰス, 53,南田雅, 1.3, 56,   0,  -7,11, 62.0,⑨④⑦, 9, 1, キングケイザンオｰ,,高野和,209.0,,,,11, 74.5,⑨⑩⑨, 9,11,Ｍノｰキュアノｰペイ, 57,吉田隼, 1.2, 65,  -1,   7, 7, 31.1, ⑦⑧, 9,10,Ｌホｰマンブラヴォｰ, 76,吉田隼, 2.1, 66,   6,  -7,12, 41.3, ⑩⑦
10, 6,Ｅビｰボタンダッシュ, 55,丸田恭, 1.3, 55,   0,  -9, 5, 11.8,⑦④④,10,12, シルキｰパンチ,,大庭和,211.5,,,,12,129.9,⑪⑪⑪,10,12,Ｉヒドゥンアジェンダ, 61,蛯名正, 1.9, 59,   2,  -1, 8, 32.3, ④④,10, 6,Ｉミスタｰモナルコス, 80,石橋脩, 2.3, 63,  -1,   2, 7, 12.9, ⑮⑭
11, 2,Ｌダンシングゴｰルド, 46,池崎祐, 1.4, 54,  -4,*  0,14,152.2,⑯⑯⑯,11, 4, フィギュアダンス,,蓑島靖,215.7,,,,14,193.9,⑪⑪⑪,11,16,Ｇダイワネバダ, 62,柴田善, 2.4, 55,  -2,  -2,12,125.8, ⑩⑩,11,15,Ｋフサイチウィｰド, 76,田中剛, 2.4, 62,* 13, -22,11, 38.4, ①①
12, 1,Ｋムタファｰゲスト, 47,宮崎北, 2.4, 48,   0, -17,13,105.6,③⑧⑦,12,14, タイキエンデバｰ,,五十嵐,217.7,,,, 7, 18.8,⑦⑧⑩,12,13,Ｊホクセツカントリｰ, 61,北村宏, 2.4, 57,  -3,   1,16,287.1, ⑬⑬,12, 1,Ｅピオｰネ, 83,柴山雄, 2.6, 63,  -1,   0,14, 78.0, ⑯⑮
13,15,Ｆヨシクリスエス, 54,草野太, 2.7, 47,  -2, -14,12, 80.6,⑮⑮⑮,13, 5, サイレンスラダメス,,白浜雄,255.1,,,,10, 60.4,⑬⑬⑬,13, 1,Ｏエイトサンデｰ, 56,田辺裕, 2.5, 51,   0,  -6,11, 91.8, ④④,13, 5,Ｍタガノエスペランサ, 74,田中勝, 2.6, 64,   7, -11, 9, 19.7, ⑤⑦
14,13,Ｍエムオｰティンバｰ, 44,丹内祐, 4.0, 39,  -1, -27, 7, 30.4,⑦⑪⑫,,,,,,,,,,,,,14,10,Ｈロｰレルエルドラド, 62,的場勇, 2.5, 60,  -7,   8,13,149.6, ⑯⑯,14, 2,Ｏハネダテンシ, 72,蛯名正, 3.9, 51,   8, -26,10, 20.8, ⑤⑤
15,10,Ｐステイパシフィック, 31,佐久間, 4.2, 40,  -1, -27,16,203.6,⑩⑪⑫,,,,,,,,,,,,,15, 3,Ｐカツイチヴィｰナス, 50,鈴来直, 2.7, 54,  -3,  -2,14,210.1, ⑬⑬,15,13,Ｂスタｰフォワｰド, 86,藤岡佑, 3.9, 53,  -1, -11, 2,  7.5, ⑩⑮
16,16,Ｎキョウエイライジン, 39,水出大, 5.1, 36,  -2, -35,15,152.9,⑪⑧⑫,,,,,,,,,,,,,16,15,Ｌケｰライアン, 58,田中博, 3.4, 49,  -4,  -8,15,264.1, ⑬⑬,16, 7,Ｐメジロバｰミュｰズ, 72,安藤光, 4.8, 46,   5, -30,15, 81.5, ⑧⑩
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:62 ﾚｰｽﾍﾟｰｽ指数:-0 ﾚｰｽｱｶﾞﾘ指数:-2 馬場:良(指数:1),,,,,,,,,,,,,,,,,,,,,,,,ｸﾗｽ上位平均:72 ﾚｰｽﾍﾟｰｽ指数:-6 ﾚｰｽｱｶﾞﾘ指数:+8 馬場:良(指数:1),,,,,,,,,,,,ｸﾗｽ上位平均:85 ﾚｰｽﾍﾟｰｽ指数:-3 ﾚｰｽｱｶﾞﾘ指数:-10 馬場:良(指数:1),,,,,,,,,,,
"単勝:5,040円 複勝:07=1,740円 14=330円 03=520円 枠連:4,750円",,,,,,,,,,,,単勝:230円 複勝:06=130円 13=330円 08=380円 枠連:800円,,,,,,,,,,,,単勝:640円 複勝:04=160円 02=110円 09=150円 枠連:540円,,,,,,,,,,,,単勝:240円 複勝:09=130円 11=280円 08=260円 枠連:660円,,,,,,,,,,,
"馬連:23,320円 ワイド:07-14=6,220円 03-07=5,380円 03-14=1,740円",,,,,,,,,,,,"馬連:1,360円 ワイド:06-13=530円 06-08=680円 08-13=3,200円",,,,,,,,,,,,馬連:570円 ワイド:02-04=250円 04-09=540円 02-09=240円,,,,,,,,,,,,"馬連:1,460円 ワイド:09-11=630円 08-09=610円 08-11=1,570円",,,,,,,,,,,
"馬単:50,540円 3連複:75,630円",,,,,,,,,,,,"馬単:2,080円 3連複:7,590円",,,,,,,,,,,,"馬単:1,560円 3連複:1,080円",,,,,,,,,,,,"馬単:2,370円 3連複:4,500円 3連単:19,180円",,,,,,,,,,,
■ 2R  ダ1400m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-1,,,,,■ 5R  芝1800m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:4,,,,,■ 8R  芝1600m 4歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-1,,,,,■11R  芝1600m 3 歳ｵｰﾌﾟﾝ(牝) 別定,,,,,,,出走馬ﾚﾍﾞﾙ:0,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ﾃﾞｲﾘｰ杯ｸｲｰﾝC ＧⅢ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,13,Ｂリｰサムクラウン, 61,柴田善,, 69,*  1,* 10, 1,  1.6, ②②, 1, 5,Ｂビｰビｰモデナ, 62,村田一,, 67,* -3,*  6, 5, 13.2,③③③, 1,14,Ｅシュヴァルドｰル, 70,五十嵐,, 80,   7,*  6, 3,  7.9, ⑮⑯, 1, 6,Ｃリトルアマポｰラ, 72,武幸四,, 80,  -5,* 14, 1,  2.9, ⑩⑩
 2,16,Ａシルクイｰグル, 65,津村明, 0.9, 62,*  0,   3, 3,  7.5, ③②, 2,14,Ｇレッズフィｰルド, 56,後藤浩, 0.1, 66,  -6,* 11, 4,  6.4,⑧⑥⑦, 2, 8,Ｊロコロンドン, 68,藤岡佑, 0.0, 78,   9,*  1,12, 45.8, ⑫⑭, 2,15,Ｉライムキャンディ, 66,藤岡佑, 0.2, 74,  -3,   6, 8, 14.3, ⑦⑥
 3, 7,Ｄヴァンリュミエｰル, 57,郷原洋, 1.2, 62,  -3,*  6, 6, 18.9, ⑧⑦, 3, 7,Ｅダッシュアキチャン, 58,柴田善, 0.5, 63,  -5,   5,10, 34.9,⑥⑥⑦, 3,16,Ｃカツヨカムトゥルｰ, 72,柴田善, 0.2, 77,  12,  -6, 2,  4.5, ⑦⑥, 3,10,Ａラルケット, 73,後藤浩, 0.2, 71,*  2,  -1, 4,  8.6, ②②
 4, 6,Ｉデュｰクレジェンド, 46,後藤浩, 1.2, 60,*  2,  -1, 4,  9.7, ①①, 4,16,Ｃモエレタキオン, 62,北村宏, 0.8, 57,  -6,   0, 3,  5.6,⑫⑩⑦, 4,15,Ｂライフブリｰズ, 74,勝浦正, 0.3, 77,   9,* -3, 7, 12.8, ⑮⑭, 4, 3,Ｂデヴェロッペ, 72,吉田豊, 0.3, 71,*  3,  -4, 2,  6.2, ①①
 5,15,Ｃラビットヒビキ, 57,木幡初, 1.2, 60,  -1,   2, 2,  6.1, ⑥⑤, 5, 2,Ｈマルタカインプレス, 54,横山典, 0.9, 56,  -4,  -4, 2,  3.8,⑤④④, 5,12,Ｋケイアイハイタイド, 63,武幸四, 0.5, 72,  13, -14,11, 44.2, ⑤③, 5,14,Ｎマイネウインク, 58,田中博, 0.4, 74,  -5,* 10,13, 83.6, ⑫⑫
 6, 3,Ｅパッサｰジュ, 56,江田照, 2.2, 54,  -3,  -1, 7, 36.0, ⑫⑨, 6, 6,Ｎダンツショウグン, 38,勝浦正, 0.9, 60,  -8,   5,11, 39.9,⑧⑩⑪, 6, 9,Ｄウエスタンヒｰト, 70,石橋脩, 0.8, 69,  13, -18, 8, 14.3, ⑤③, 6,13,Ｍエフティマイア, 61,蛯名正, 0.5, 70,  -1,   0,10, 25.8, ⑤③
 7,14,Ｏシｰサンメイ, 35,小野次, 2.3, 51,  -2,  -5,10, 67.5, ⑦⑦, 7,11,Ｆコンベンション, 57,蛯名正, 1.0, 55,  -4,  -5, 1,  3.6,⑧⑥④, 7, 7,Ａプリンセスドルチェ, 74,吉田豊, 0.9, 69,  10, -15, 1,  3.2, ⑩⑪, 7,12,Ｇスワンキｰポｰチ, 67,横山典, 0.6, 72,  -7,   8, 3,  8.4, ⑭⑫
 8, 1,Ｐサファリタイガｰ, 27,田辺裕, 2.5, 49,  -7,  -1, 8, 52.3, ⑮⑫, 8, 9,Ｌエイデンダンス, 47,藤岡佑, 1.0, 57,  -8,   4,13, 53.5,⑧⑩⑪, 8, 1,Ｍフラワｰタキシｰド, 56,村田一, 0.9, 68,* 16, -25, 9, 25.2, ①①, 8,16,Ｊパッションロｰズ, 65,柴田善, 0.6, 71,  -5,   5,14, 91.6, ⑪⑩
 9, 8,Ｋフォンテｰヌ, 43,的場勇, 2.7, 51, -11,   3,14,185.7, ⑯⑯, 9, 4,Ｉシルクマンハッタン, 52,江田照, 1.3, 50,* -2, -15, 6, 15.3,②②②, 9, 2,Ｉニキティス, 68,吉田隼, 0.9, 66,* 16, -24,10, 32.6, ②②, 9, 7,Ｆマルタｰズオリジン, 68,中舘英, 0.8, 67,  -2,  -2, 7, 11.9, ⑤⑥
10, 9,Ｈフジマサルビｰ, 48,池崎祐, 2.8, 48,  -5,  -7, 5, 18.8, ⑧⑨,10, 8,Ｋステｰジダンシング, 48,吉田隼, 1.3, 51,  -4, -10,12, 47.1,③④④,10, 6,Ｎダノンデインヒル, 55,横山典, 1.0, 67,  11, -18, 4,  7.9, ⑦⑥,10,11,Ｄシャランジュ, 69,村田一, 0.8, 72,  -8,   9, 5,  9.4, ⑭⑮
11,12,Ｆディアオリバｰ, 56,池田鉄, 2.8, 49,   0, -11, 9, 59.4, ③⑤,11, 3,Ｄトｰセンコックス, 61,武幸四, 1.5, 53, -10,   0, 8, 20.5,⑮⑮⑭,11, 4,Ｆニシノウェｰブ, 69,高山太, 1.0, 67,  10, -15, 6, 11.8, ⑩⑪,11, 5,Ｅカレイジャスミン, 69,北村宏, 0.9, 62,*  0,  -8, 6, 11.2, ③③
12, 5,Ｊミヤギフェアリｰ, 44,柴山雄, 2.8, 50,  -9,   0,13,126.6, ⑫⑮,12,15,Ｍトップオブオアフ, 47,西田雄, 1.6, 53, -12,   4,15,189.5,⑯⑯⑯,12,11,Ｌメアリｰステラ, 60,田中勝, 1.3, 63,  11, -22,13, 47.4, ⑫⑥,12, 8,Ｋルルパンブルｰ, 64,吉田隼, 1.2, 64,  -6,   1, 9, 21.1, ⑫⑭
13,10,Ｇガットストロング, 54,田中博, 3.4, 45,  -8,  -6,11, 85.4, ⑫⑭,13, 1,Ｐアンブロｰクン, 27,田中勝, 2.0, 47,  -8, -10,14, 89.3,⑬⑬⑬,13, 5,Ｈコスモリリｰ, 68,柴山雄, 1.6, 60,  11, -24,14, 89.4, ⑦⑪,13, 4,Ｈリｰガルアミュｰズ, 67,柴山雄, 1.3, 58,  -2,  -9,15, 99.2, ⑦⑥
14, 2,Ｍナギサノハナ, 43,石橋脩, 3.9, 40,  -4, -15,16,232.3, ⑧⑨,14,10,Ｊラッキｰサムタイム, 51,中舘英, 2.3, 44,  -9, -12, 9, 32.1,⑭⑬⑭,14,10,Ｇジョウノパンジｰ, 69,北村宏, 1.9, 56,  12, -30, 5, 11.4, ⑫⑥,14, 9,Ｌマイネブリッツ, 61,津村明, 1.7, 54,*  1, -19,12, 56.5, ③③
15, 4,Ｌエムオｰワｰルド, 43,吉田豊, 4.3, 38,*  1, -25,12, 88.7, ③④,15,12,Ｏタイムウイズゴｰ, 37,的場勇, 2.4, 40,* -1, -31,16,401.7,①①①,15, 3,Ｏマイネディアマンテ, 48,的場勇, 3.2, 43,  12, -49,16,283.0, ④⑥,15, 1,Ｏオｰルフォｰミｰ, 53,勝浦正, 2.0, 52,  -4, -16,16,153.1, ⑦⑨
16,11,Ｎドレストウショウ, 37,大野拓, 4.7, 34,  -8, -19,15,212.6, ⑪⑬,16,13,Ａホシノサプライズ, 65,田中博, 6.5, -7,  -6, -77, 7, 19.6,⑥⑥⑩,16,13,Ｐシグナス, 40,大庭和, 5.1, 15,  14, -79,15,270.3, ②③,16, 2,Ｐラヴドシャンクシｰ, 48,石橋脩, 2.9, 46, -15, -11,11, 45.5, ⑯⑯
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:62 ﾚｰｽﾍﾟｰｽ指数:-2 ﾚｰｽｱｶﾞﾘ指数:+2 馬場:良(指数:1),,,,,,,,,,,,ｸﾗｽ上位平均:64 ﾚｰｽﾍﾟｰｽ指数:-3 ﾚｰｽｱｶﾞﾘ指数:+2 馬場:良(指数:1),,,,,,,,,,,,ｸﾗｽ上位平均:73 ﾚｰｽﾍﾟｰｽ指数:+5 ﾚｰｽｱｶﾞﾘ指数:-10 馬場:良(指数:1),,,,,,,,,,,,ｸﾗｽ上位平均:77 ﾚｰｽﾍﾟｰｽ指数:-6 ﾚｰｽｱｶﾞﾘ指数:-2 馬場:良(指数:1),,,,,,,,,,,
単勝:160円 複勝:13=110円 16=180円 07=260円 枠連:210円,,,,,,,,,,,,"単勝:1,320円 複勝:05=410円 14=220円 07=720円 枠連:2,220円",,,,,,,,,,,,"単勝:790円 複勝:14=230円 08=900円 16=180円 枠連:1,210円",,,,,,,,,,,,"単勝:290円 複勝:06=140円 15=430円 10=230円 枠連:1,840円",,,,,,,,,,,
馬連:500円 ワイド:13-16=240円 07-13=520円 07-16=910円,,,,,,,,,,,,"馬連:3,580円 ワイド:05-14=1,250円 05-07=3,900円 07-14=2,350円",,,,,,,,,,,,"馬連:23,890円 ワイド:08-14=4,720円 14-16=490円 08-16=3,360円",,,,,,,,,,,,"馬連:2,990円 ワイド:06-15=1,140円 06-10=590円 10-15=1,870円",,,,,,,,,,,
"馬単:690円 3連複:1,910円",,,,,,,,,,,,"馬単:8,830円 3連複:32,120円",,,,,,,,,,,,"馬単:43,630円 3連複:31,590円",,,,,,,,,,,,"馬単:4,520円 3連複:8,580円 3連単:39,550円",,,,,,,,,,,
■ 3R  ダ1600m 3 歳新馬 馬齢,,,,,,,,,,,,■ 6R  ダ1400m 3 歳500万(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-6,,,,,■ 9R  芝2000m 4歳上1000万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:2,,,,,■12R  ダ2400m 4歳上1000万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:0,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,調布特別,,,,,,,,,,,,,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,11, マジュスキュｰル,---,柴山雄,, 62, -11,* 11,11, 58.1, ⑤⑤, 1, 2,Ａマキシマムラン, 66,江田照,, 68,   0,* 12, 2,  3.7, ⑥⑥, 1, 3,Ａスズノオオゴン, 87,横山典,, 80,   7,*  7, 1,  2.6,⑦⑦⑥, 1, 9,Ｂマキバスマイル, 84,蛯名正,, 82,*  8,* 12, 1,  3.2,⑥⑤⑤
 2,16, ショウナンマライア,---,吉田豊, 0.4, 58,* -7,   2, 5, 12.2, ②②, 2, 9,Ｈアイオロスシチｰ, 56,蛯名正, 0.6, 63,   3,   3, 3,  7.0, ③③, 2, 4,Ｄコアレスストｰム, 79,小野次, 0.0, 76,* 14, -12, 6,  9.2,①①①, 2, 5,Ａピサノバンキッシュ, 86,横山典, 0.2, 79,*  9,   6, 2,  3.7,②①①
 3,12, カオリホｰク,---,津村明, 0.8, 52,*-10,   0, 1,  3.2, ③③, 3,11,Ｋレッツゴｰヒチョリ, 53,小林淳, 0.8, 65,  -5,* 11, 6, 13.1, ⑪⑩, 3, 8,Ｇコスモオｰスティン, 74,勝浦正, 0.0, 77,* 13, -11, 7,  9.6,②②②, 3, 2,Ｃエタｰナルスマイル, 82,伊藤直, 0.4, 81,   7,* 12, 3,  6.0,⑩⑩⑨
 4, 6, ダイワダイナミック,---,吉田隼, 0.9, 54, -14,*  6, 2,  4.6, ⑧⑥, 4,14,Ｍメジロシｰゴｰ, 49,草野太, 0.8, 62,*  6,  -3,15,117.6, ②②, 4,14,Ｋアブソリュｰト, 68,田中勝, 0.1, 78,   8,   1, 3,  8.4,⑤⑤⑤, 4,12,Ｆマルブツクロス, 79,後藤浩, 0.6, 77,*  8,   5, 4,  6.7,③③③
 5,14, ポポコ,---,安藤光, 1.6, 46,* -8, -10,14,100.0, ①①, 5, 5,Ｄヴァルドルフ, 61,石神深, 1.1, 62,  -2,   6, 1,  3.5, ⑧⑦, 5, 5,Ｆオウシュウヘイロｰ, 74,大野拓, 0.2, 76,  10,  -5,11, 56.7,③③③, 5,15,Ｅナリタブラック, 80,丹内祐, 1.1, 75,*  8,   2,12, 34.0,⑥⑤⑤
 6, 5, イマジンノココロヲ,---,柴田善, 1.7, 47, -16,   2,10, 26.1, ⑧⑧, 6, 4,Ｃサンクスヘヴン, 62,石橋脩, 1.4, 57,   1,  -2,11, 49.6, ④④, 6, 7,Ｅシグナリオ, 76,藤岡佑, 0.2, 77,   6,*  4, 2,  5.0,⑦⑦⑥, 6,10,Ｈダンシングタイガｰ, 77,吉田豊, 1.1, 76,*  9,   1, 9, 32.2,③③③
 7, 9, ケイアイパワフル,---,中舘英, 1.8, 47, -16,   1, 4,  9.2, ⑬⑧, 7, 6,Ｅジファｰル, 61,田中博, 1.6, 56,*  7, -10, 4, 10.9, ①①, 7, 6,Ｈリバイバルシチｰ, 72,吉田豊, 0.5, 76,   4,*  6, 8, 30.5,⑫⑫⑫, 7,16,Ｍイエス, 73,柴田善, 1.2, 75,   7,   4,15, 71.0,⑩⑦⑦
 8, 3, アルファエミネント,---,土谷智, 1.9, 45, -11,  -7, 8, 18.6, ③④, 8, 1,Ｂイナズマレオ, 66,勝浦正, 1.7, 57,  -2,   1,10, 36.6, ⑪⑦, 8,12,Ｂトｰセンジョｰカｰ, 80,江田照, 0.8, 71,   5,  -1, 4,  8.7,⑦⑨⑨, 8,11,Ｄエプソムボス, 81,柴山雄, 1.7, 74,   2,* 13, 6, 19.5,⑮⑮⑭
 9,13, レオスタｰダム,---,加藤士, 2.1, 46, -17,   0,12, 61.5, ⑫⑪, 9,13,Ｎイｰスタンリバｰ, 49,武幸四, 1.7, 57,  -7,   6, 8, 14.4, ⑭⑬, 9, 2,Ｊダンシングボｰイ, 69,的場勇, 1.0, 69,   5,  -5, 9, 45.5,⑤⑥⑧, 9, 1,Ｐティンバｰセブン, 67,大庭和, 1.7, 73,   7,   2, 7, 23.7,⑨⑩⑩
10, 7, ラビングトスカｰナ,---,田辺裕, 2.1, 43, -19,*  5,13, 70.1, ⑬⑭,10, 8,Ｇヨシカツゾｰ, 57,田中勝, 1.8, 56,  -8,   6, 5, 11.3, ⑯⑮,10, 9,Ｉチェリｰクラウン, 70,蛯名正, 1.0, 69,   5,  -4, 5,  8.8,⑪⑪⑨,10, 6,Ｋトップモンジュｰ, 73,的場勇, 1.9, 74,   5,   7, 8, 31.5,⑫⑫⑬
11,15, マスヒミコ,---,柴田大, 2.8, 42, -18,  -2,16,232.1, ⑧⑫,11,15,Ｐネイチャｰグロウ, 43,高山太, 1.9, 55,  -8,   6,12, 58.9, ⑮⑮,11, 1,Ｎエルロドリゴ, 62,田面木, 1.1, 68,   5,  -5,12,142.4,⑦⑨⑨,11, 3,Ｇウインバリエンテ, 77,安藤光, 2.1, 71,   7,  -2,11, 33.1,⑤⑦⑦
12, 8, ノボディオン,---,石橋脩, 3.1, 35, -14, -13, 7, 17.1, ⑥⑥,12, 7,Ｆマルマツフライト, 60,中舘英, 2.3, 50,   1, -10, 9, 17.6, ⑤④,12,11,Ｃシンボリモｰガン, 80,津村明, 1.2, 70,   5,  -3,10, 46.4,⑬⑫⑫,12, 7,Ｎサクセスガｰウィン, 72,田中博, 2.2, 71,   6,   1,10, 32.8,⑥⑨⑪
13, 1, ケｰフライト,---,田中勝, 3.4, 36, -16, -12, 6, 16.7, ⑥⑧,13,12,Ｏウイングフット, 47,丹内祐, 2.5, 49,  -5,  -4,13, 83.0, ⑧⑩,13,10,Ｍヤマニントゥドロワ, 66,石橋脩, 1.3, 67,  10, -17,13,164.2,④④④,13, 8,Ｊハイエンドクォｰツ, 76,村田一, 3.1, 67,   3,   2,13, 43.6,⑭⑭⑭
14, 4, ゴｰルデンドｰタｰ,---,武幸四, 3.6, 35, -17, -11, 9, 24.0, ⑧⑫,14,10,Ｉパシコジャスティス, 55,的場勇, 2.6, 50,  -3,  -6,16,291.5, ⑥⑨,14,13,Ｌアカワイン, 68,丹内祐, 3.4, 47,   1, -28,14,289.6,⑭⑭⑭,14,14,Ｏコマンドｰルクロス, 71,吉田隼, 3.3, 64,* 10, -19, 5, 18.6,①②②
15, 2, シンボリブラント,---,田中博, 3.7, 36, -25,   0, 3,  4.7, ⑯⑯,15,16,Ｊダイワアンリ, 53,北村宏, 3.0, 46,  -5,  -7, 7, 14.0, ⑪⑩,,,,,,,,,,,,,15, 4,Ｉスナｰクエベレスト, 76,石橋脩, 3.3, 64,   5,  -6,14, 60.1,⑬⑫⑫
