08年10月25日 京都,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,08年10月25日 京都,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1400m 2 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-5,,,,,■ 4R  芝2910m 3歳上未勝利 定量,,,,,,,,,,,,■ 7R  ダ1800m 3歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:3,,,,,■10R  芝2200m 3歳上1600万(混) ﾊﾝﾃﾞ,,,,,,,出走馬ﾚﾍﾞﾙ:4,,,,
■ 2R  芝1400m 2 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:4,,,,,■ 5R  ダ1200m 2 歳新馬 馬齢,,,,,,,,,,,,■ 8R  ダ1400m 3歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:5,,,,,■11R  ダ1200m 3歳上ｵｰﾌﾟﾝ(混) ﾊﾝﾃﾞ,,,,,,,出走馬ﾚﾍﾞﾙ:-2,,,,
,,,,,,,,,,,,,ﾒｲｸﾃﾞﾋﾞｭｰ京都,,,,,,,,,,,,,,,,,,,,,,,,室町ｽﾃｰｸｽ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 3,Ｅテイエムカルメン, 56,小牧太,, 64,*  1,  -5, 2,  4.7, ①①, 1, 8, ヒシコモンズ,---,佐藤哲,, 65,* -9,*  9, 1,  1.7, ②②, 1,10,Ｃスリｰアリスト, 79,小牧太,, 76,   2,* 13, 2,  4.1, ⑪⑨, 1, 2,Ｉカルナバリｰト, 87,川田将,, 86,  12,  13, 5, 17.5, ⑤⑤
 2, 2,Ｃカイシュウボナンザ, 59,安藤勝, 0.1, 62,  -4,*  2, 3,  4.7, ⑦⑥, 2,11, ナムラエクシｰド,---,藤岡佑, 0.4, 61,* -8,   4, 2,  5.4, ①①, 2,12,Ｉライジングバイオ, 67,四位洋, 0.4, 73,   3,*  9, 9, 47.9, ⑧⑤, 2,15,Ｆダイワエンパイア, 88,安藤勝, 0.0, 86,  14,  11, 1,  1.9, ④④
 3,11,Ｂクｰルヴァンクル, 60,和田竜, 0.1, 64,  -4,*  2, 5, 13.3, ⑦⑥, 3,12, シュンハレン,---,川島信, 1.0, 55, -14,   4,10, 39.9, ⑦⑥, 3,14,Ｊプレストンペスカ, 67,角田晃, 0.6, 71,*  6,   2,10, 57.7, ②①, 3, 4,Ｊレキシントンシチｰ, 86,佐藤哲, 0.1, 86,   8,* 17, 6, 17.5, ⑧⑦
 4, 4,Ａナショナルヒｰロｰ, 64,藤岡佑, 0.3, 61,*  0,  -6, 1,  1.8, ③④, 4, 1, マルブツコロナド,---,秋山真, 1.0, 56, -11,   2, 8, 25.6, ③⑤, 3, 7,Ａサイキックダイブ, 80,安藤勝, 0.6, 71,   4,   6, 1,  2.1, ⑧⑧, 4, 8,Ａワｰルドハンタｰ, 90,四位洋, 0.3, 83,   4,* 18, 4,  9.3, ⑪⑨
 5, 1,Ｄアマノシｰザｰ, 57,浜中俊, 0.3, 62,  -1,  -5, 4, 10.5, ⑤④, 5, 4, シゲルホタカヤマ,---,渡辺薫, 2.1, 47, -13,  -5, 3, 11.3, ⑧⑥, 5,15,Ｄパナマックス, 74,秋山真, 0.7, 70,*  5,   3, 4, 11.0, ③④, 5, 5,Ｅサチノスイｰティｰ, 89,秋山真, 0.3, 85,* 18,   5, 2,  4.5, ①①
 6, 6,Ｆマイネルレンツ, 52,川田将, 0.7, 57,*  1, -11, 8, 45.5, ③②, 6,13, ラヴェニｰル,---,川田将, 2.1, 46, -23,   4,12, 77.6, ⑪⑩, 6, 5,Ｇアンジェラスキッス, 69,菊地昇, 0.9, 69,   4,   4,14,172.5, ⑧⑨, 6,14,Ｄメイショウシャフト, 89,池添謙, 0.6, 80,   3,* 17, 9, 46.6, ⑪⑫
 7,10,Ｋケｰジｰサミット, 27,渡辺薫, 1.0, 52,  -7,  -7,10,181.4, ⑨⑨, 7, 5, ロｰレルファイアｰ,---,浜中俊, 2.3, 45, -19,  -2, 6, 18.0, ⑨⑨, 7, 6,Ｏマヤノテムジン, 62,浜中俊, 0.9, 68,   4,   2, 8, 39.4, ⑦⑤, 7,16,Ｂワキノカイザｰ, 90,柴原央, 0.7, 79,  12,   8,13,111.7, ⑤⑤
 8, 5,Ｈコウエイテンプウ, 48,大下智, 1.1, 50,  -7,  -9, 7, 44.6, ⑨⑨, 8, 7, ステキナコイビト,---,飯田祐, 2.6, 42, -10, -12, 9, 31.6, ③③, 8, 4,Ｋヴェリタス, 66,川田将, 0.9, 69,   1,   7, 7, 29.1, ⑫⑪, 8,10,Ｇチョウカイシャトル, 88,小牧太, 0.9, 78,   1,  16, 8, 35.1, ⑬⑭
 9, 8,Ｊキシュウガイア, 36,秋山真, 1.2, 49,  -7, -10,11,221.2, ⑨⑪, 9, 2, ブルｰライジング,---,武幸四, 2.7, 41, -11, -12,11, 54.8, ③⑧, 9,11,Ｍウルドサリエ, 64,池添謙, 1.1, 66,*  7,  -4,13, 77.4, ①②, 9, 6,Ｏマルカキセキ, 81,石橋守, 0.9, 79,   6,  11,14,141.7, ⑩⑨
10, 7,Ｉサニｰベル, 43,小坂忠, 1.6, 46,*  0, -24, 9,149.6, ②②,10, 3, メイショウタカチホ,---,田中克, 2.8, 40, -21,  -5,13,130.1, ⑪⑫,10,16,Ｆエイシンキャップ, 71,藤岡佑, 1.2, 65,*  5,  -2, 6, 27.9, ③③,10,12,Ｃタイセイアトム, 90,藤岡佑, 1.0, 77,* 16,   1, 3,  9.3, ②②
11, 9,Ｇファディｰラ, 51,飯田祐, 2.4, 36,  -3, -31, 6, 42.7, ⑤⑥,11, 6, ラブリｰベイベｰ,---,小牧太, 3.5, 33, -21, -11, 7, 21.0, ⑩⑩,11,13,Ｂタイキドゥカティ, 79,武幸四, 1.4, 64,   4,  -3, 3,  5.4, ③⑤,11,13,Ｋマイネルアルビオン, 85,和田竜, 1.1, 76,   1,  14,11, 58.6, ⑬⑫
,,,,,,,,,,,,12,10, バンダムヴィｰヴォ,---,和田竜, 4.0, 30, -10, -25, 5, 16.7, ③③,12, 1,Ｈチュウワキング, 69,鮫島良, 1.6, 65,  -2,   4,12, 76.6, ⑮⑮,12, 3,Ｌワｰキングボｰイ, 82,田村太, 1.2, 75,   0,  14,16,247.8, ⑮⑮
,,,,,,,,,,,,13, 9, シルバｰキング,---,角田晃, 7.7, -5, -33, -37, 4, 13.2, ⑬⑬,13, 3,Ｐトｰアアｰサｰ, 59,田中克, 1.9, 62,   1,  -1,16,288.2, ⑫⑪,13, 9,Ｈサクラビジェイ, 87,武幸四, 1.4, 74,   7,   6,10, 51.4, ⑨⑨
,,,,,,,,,,,,,,,,,,,,,,,,14, 2,Ｌオラクルメサイア, 64,佐藤哲, 2.2, 59,   1,  -4,15,235.1, ⑫⑪,14, 7,Ｍウインカｰディナル, 82,渡辺薫, 1.4, 74,  -1,  13,15,211.0, ⑮⑮
,,,,,,,,,,,,,,,,,,,,,,,,15, 8,Ｎスナｰクハｰバｰ, 63,和田竜, 3.2, 50,   5, -18,11, 60.9, ③⑪,15,11,Ｎオｰスミダイドウ, 81,浜中俊, 2.3, 65,* 16, -11, 7, 18.0, ②②
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16, 1,Ｐシアトルバロｰズ, 81,角田晃, 3.2, 58,  11, -14,12, 64.9, ⑤⑦
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:58 ﾚｰｽﾍﾟｰｽ指数:+0 ﾚｰｽｱｶﾞﾘ指数:-2 馬場:良(指数:-2),,,,,,,,,,,,ｸﾗｽ上位平均:60 ﾚｰｽﾍﾟｰｽ指数:-10 ﾚｰｽｱｶﾞﾘ指数:+5 馬場:稍重(指数:-4),,,,,,,,,,,,ｸﾗｽ上位平均:73 ﾚｰｽﾍﾟｰｽ指数:-2 ﾚｰｽｱｶﾞﾘ指数:-1 馬場:稍重(指数:-4),,,,,,,,,,,,ｸﾗｽ上位平均:88 ﾚｰｽﾍﾟｰｽ指数:-2 ﾚｰｽｱｶﾞﾘ指数:-0 馬場:稍重(指数:-4),,,,,,,,,,,
単勝:470円 複勝:03=270円 02=300円 11=430円 枠連:870円,,,,,,,,,,,,単勝:170円 複勝:08=110円 11=160円 12=790円 枠連:250円,,,,,,,,,,,,"単勝:410円 複勝:10=120円 12=400円 07=110円 枠連:4,850円",,,,,,,,,,,,"単勝:1,750円 複勝:02=430円 15=120円 04=330円 枠連:1,260円",,,,,,,,,,,
馬連:980円 ワイド:02-03=340円 03-11=770円 02-11=700円,,,,,,,,,,,,"馬連:400円 ワイド:08-11=220円 08-12=1,670円 11-12=3,060円",,,,,,,,,,,,"馬連:9,700円 ワイド:10-12=1,210円 07-10=140円 10-14=1,070円",,,,,,,,,,,,"馬連:2,160円 ワイド:02-15=940円 02-04=3,020円 04-15=610円",,,,,,,,,,,
"馬単:2,080円 3連複:3,470円 3連単:14,100円",,,,,,,,,,,,"馬単:550円 3連複:5,910円 3連単:14,390円",,,,,,,,,,,,"馬単:16,940円 3連複:2,080円 3連単:22,340円",,,,,,,,,,,,"馬単:5,480円 3連複:7,660円 3連単:62,680円",,,,,,,,,,,
■ 3R  芝2000m 2 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-2,,,,,■ 6R  芝1400m 2 歳新馬(混) 馬齢,,,,,,,,,,,,■ 9R  芝1600m 3歳上1000万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-19,,,,,■12R  ダ1800m 3歳上1000万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:2,,,,
,,,,,,,,,,,,,ﾒｲｸﾃﾞﾋﾞｭｰ京都,,,,,,,,,,,,三年坂特別,,,,,,,,,,,,,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 8,Ｂドリｰムリフレクト, 52,浜中俊,, 60,* -8,  -1, 2,  4.9,①①①, 1,12, ビスカヤ,---,浜中俊,, 57,  -8,* -1, 6, 12.2, ⑩⑨, 1, 9,Ａミダｰスタッチ, 81,安藤勝,, 78,   9,  10, 3,  4.1, ⑥⑤, 1, 7,Ｅロｰルオブザダイス, 79,四位洋,, 85,*  3,* 20, 2,  4.2,④④②
 2, 9,Ｃトｰコｰタカシ, 52,小牧太, 0.3, 56,* -9,  -2, 5, 17.2,②②②, 2, 4, グッドルッキング,---,秋山真, 0.2, 54,  -4,* -9, 2,  4.9, ⑦⑥, 2,10,Ｂタマモナイスプレイ, 80,四位洋, 0.1, 78,  12,   5, 1,  2.3, ③③, 2, 2,Ａネイキッド, 82,浜中俊, 0.0, 85,*  4,* 19, 1,  2.3,②②①
 3, 5,Ｆマルタカアンデス, 48,池添謙, 0.5, 55, -12,   1, 3,  7.1,⑤⑤④, 3, 1, トシザワイルド,---,川田将, 0.4, 51,  -3, -14, 4,  5.9, ⑤⑥, 3, 3,Ｆゴッドスマイルユｰ, 78,浜中俊, 0.1, 81,   8,* 12, 2,  4.0, ⑦⑦, 3,13,Ｃフィｰルドジュエル, 79,酒井学, 1.2, 79,  -1,* 17, 6, 26.8,⑮⑭⑪
 4, 7,Ａコスモタイムマシン, 56,川島信, 0.5, 58, -13,*  6, 4, 14.2,⑧⑧⑥, 4,10, シゲルクラマヤマ,---,池添謙, 0.4, 54,*  4, -21, 5,  9.5, ①①, 4, 2,Ｅカシノマイケル, 79,藤岡佑, 0.1, 78,  12,   6, 8, 30.6, ⑤⑤, 4, 4,Ｄケｰジｰムサシ, 79,藤岡佑, 1.3, 75,*  3,  10, 3,  6.0,⑤⑤③
 5, 6,Ｅタニノネグロｰニ, 50,安藤勝, 0.7, 54, -13,   1, 1,  1.4,⑦⑥⑥, 5, 3, シゲルクニミヤマ,---,飯田祐, 0.5, 52,   0, -19,11, 55.3, ③③, 5, 7,Ｉルｰルプロスパｰ, 66,和田竜, 0.2, 76,* 19,  -8, 5, 14.9, ①①, 5, 3,Ｇヨクバリ, 77,川田将, 1.4, 75,*  3,   9, 4,  7.0,⑤⑤⑧
 6, 4,Ｄテンシノザｰル, 50,川田将, 1.1, 52, -15,   1, 6, 47.2,⑩⑨⑨, 6, 8, エｰシンシｰクルｰ,---,四位洋, 0.7, 48,  -1, -19, 3,  5.7, ⑤③, 6,11,Ｄバｰジンフォレスト, 79,佐藤哲, 0.3, 76,   5,* 13, 6, 24.9, ⑨⑨, 6,12,Ｐマルタカドリｰム, 53,小坂忠, 1.5, 76,  -1,  14,15,216.8,⑫⑭⑭
 7, 3,Ｉダンツクリスエス, 34,武幸四, 1.2, 47, -11, -11, 9,123.5,④③④, 7, 9, ボウイナイフ,---,藤岡佑, 0.8, 48,*  2, -26, 1,  2.7, ②②, 7, 4,Ｇフレアリングベスト, 76,渡辺薫, 0.6, 74,   4,* 12, 7, 26.6, ⑩⑪, 7,10,Ｌメイショウチョイス, 75,小牧太, 2.1, 72,  -3,  12,10, 38.8,⑯⑯⑯
 8,10,Ｊカイラス, 29,和田竜, 1.6, 41, -10, -18, 8,108.2,③③③, 8, 2, トミケンドラゴン,---,鮫島良, 0.8, 49,  -4, -16, 9, 47.8, ⑦⑧, 8, 5,Ｈクインフュｰチャｰ, 74,川田将, 0.7, 72,   4,  10,10,105.8, ⑩⑩, 8,11,Ｆニッシンテｰスト, 78,渡辺薫, 2.1, 71,   2,   4, 5, 16.3,⑦⑦⑥
 9, 1,Ｇフィｰルドカフェ, 41,武英智, 2.0, 40, -15, -12, 7, 56.6,⑧⑨⑨, 9,14, スタｰサイクル,---,渡辺薫, 1.0, 46,  -1, -23, 7, 38.3, ④⑤, 9, 6,Ｃシャイニｰボｰイ, 80,鮫島良, 0.7, 71,* 18, -13, 4,  9.5, ②②, 9,16,Ｋグッドフロマｰジュ, 75,船曳文, 2.3, 73,   0,   5,13,107.6,⑭⑪⑪
10, 2,Ｈテイエムマｰメイド, 37,田村太, 2.1, 36, -13, -19,10,164.3,⑥⑥⑥,10, 6, シゲルオスズヤマ,---,岩崎祐, 1.1, 43,  -8, -16, 8, 38.8, ⑨⑨,10, 1,Ｊヤマニンプレアデス, 66,小牧太, 1.3, 63,  12, -13,11,127.1, ③③,10, 9,Ｏテイエムジカッド, 68,大下智, 2.5, 70,   1,   3,14,187.0,⑫⑬⑭
,,,,,,,,,,,,11,11, デアモント,---,佐藤哲, 1.2, 41, -12, -11,10, 54.5, ⑫⑫,11, 8,Ｋヒルノラディアン, 60,田中克, 1.3, 65,   8,  -4, 9, 81.0, ⑦⑦,11, 1,Ｊマルブツブラボｰ, 76,秋山真, 2.5, 69,   3,   2, 7, 30.0,⑧⑨⑪
,,,,,,,,,,,,12,13, ウインアヴェニュｰ,---,田中克, 1.6, 40,  -7, -21,13, 63.5, ⑩⑪,,,,,,,,,,,,,12,15,Ｉマイネルトラヴェル, 76,和田竜, 2.5, 67,   2,   1, 8, 32.6,⑧⑦⑥
,,,,,,,,,,,,13, 5, ロｰドモチｰフ,---,小牧太, 1.7, 38, -14, -15,12, 60.5, ⑫⑬,,,,,,,,,,,,,13, 6,Ｂアサクサムスタング, 81,大江原, 2.7, 66,   2,  -1,12,106.4,⑧⑨⑨
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14, 5,Ｍグロｰリｰソング, 71,小原義, 3.2, 62,*  3,  -7,16,322.1,②②③
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,14,Ｎエンシャントアｰツ, 70,角田晃, 3.7, 58,*  4, -14, 9, 32.8,①①③
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:58 ﾚｰｽﾍﾟｰｽ指数:-6 ﾚｰｽｱｶﾞﾘ指数:+2 馬場:良(指数:-2),,,,,,,,,,,,ｸﾗｽ上位平均:56 ﾚｰｽﾍﾟｰｽ指数:+3 ﾚｰｽｱｶﾞﾘ指数:-5 馬場:良(指数:-2),,,,,,,,,,,,ｸﾗｽ上位平均:81 ﾚｰｽﾍﾟｰｽ指数:+4 ﾚｰｽｱｶﾞﾘ指数:+1 馬場:良(指数:-2),,,,,,,,,,,,ｸﾗｽ上位平均:80 ﾚｰｽﾍﾟｰｽ指数:-10 ﾚｰｽｱｶﾞﾘ指数:+3 馬場:稍重(指数:-4),,,,,,,,,,,
"単勝:490円 複勝:08=230円 09=530円 05=310円 枠連:1,420円",,,,,,,,,,,,"単勝:1,220円 複勝:12=310円 04=210円 01=200円 枠連:2,460円",,,,,,,,,,,,単勝:410円 複勝:09=130円 10=110円 03=120円 枠連:420円,,,,,,,,,,,,単勝:420円 複勝:07=160円 02=140円 13=370円 枠連:460円,,,,,,,,,,,
"馬連:1,910円 ワイド:08-09=510円 05-08=380円 05-09=870円",,,,,,,,,,,,"馬連:2,320円 ワイド:04-12=920円 01-12=1,070円 01-04=570円",,,,,,,,,,,,馬連:440円 ワイド:09-10=180円 03-09=250円 03-10=170円,,,,,,,,,,,,"馬連:480円 ワイド:02-07=230円 07-13=1,140円 02-13=820円",,,,,,,,,,,
"馬単:3,800円 3連複:3,310円 3連単:17,750円",,,,,,,,,,,,"馬単:5,690円 3連複:4,260円 3連単:34,500円",,,,,,,,,,,,"馬単:1,070円 3連複:430円 3連単:3,000円",,,,,,,,,,,,"馬単:1,270円 3連複:3,740円 3連単:15,170円",,,,,,,,,,,
