08年10月25日 福島,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,08年10月25日 福島,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  芝1200m 2 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-17,,,,,■ 4R  ダ1700m 3歳上500万(牝) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-4,,,,,■ 7R  芝1200m 3歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-7,,,,,■10R  ダ1700m 3歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-1,,,,
13, 7,Ｎファンドリプライド, 25,安藤光, 2.7, 33, -18, -14,14,277.7, ⑭⑬,13,10,Ｎピュアビアンコ, 49,北村友, 3.6, 44,  -4,  -8,10, 50.5,⑮⑮⑭,13, 4,Ｎシデンカイ, 45,田面木, 1.5, 53, -12,  -1,16,257.5, ⑯⑯,13, 6,Ｎトｰセンクレスト, 48,増沢由, 6.0, 30,   2, -35,11, 61.4,⑥⑨⑫
14, 4,Ｌロンドゥジャンブ, 34,西田雄, 2.9, 29,   1, -35,16,304.9, ⑥⑦,14, 8,Ｍブライティアクロス, 52,横山義, 3.9, 43,  -1, -17,15,214.9,⑦⑬⑭,14, 7,Ｋベルモントソナタ, 62,黛弘人, 1.5, 52,  -4,  -9,13,167.0, ⑪⑪,,,,,,,,,,,,
15, 8,Ｏバレリｰナクイン,  9,千葉直, 3.5,  4, -26, -17,13,175.5, ⑮⑯,15,11,Ｏレオセレナｰデ, 45,大野拓, 4.9, 37,   0, -27,11, 95.4,③⑪⑫,15,13,Ｇパカパカグランプリ, 64,中舘英, 2.1, 45,*  6, -27, 4,  7.8, ②②,,,,,,,,,,,,
16,10,Ｈエムオｰイｰグル, 46,木幡初, 5.0,  0,  -2, -59, 5, 10.3, ⑦⑬,,,,,,,,,,,,,16, 6,Ｐラクエン, 36,池崎祐, 2.8, 36,  -2, -28,15,217.2, ⑨⑬,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:58 ﾚｰｽﾍﾟｰｽ指数:+2 ﾚｰｽｱｶﾞﾘ指数:-4 馬場:稍重(指数:-4),,,,,,,,,,,,ｸﾗｽ上位平均:71 ﾚｰｽﾍﾟｰｽ指数:-4 ﾚｰｽｱｶﾞﾘ指数:+0 馬場:重(指数:-8),,,,,,,,,,,,ｸﾗｽ上位平均:74 ﾚｰｽﾍﾟｰｽ指数:-3 ﾚｰｽｱｶﾞﾘ指数:-4 馬場:良(指数:-4),,,,,,,,,,,,ｸﾗｽ上位平均:75 ﾚｰｽﾍﾟｰｽ指数:-2 ﾚｰｽｱｶﾞﾘ指数:+2 馬場:重(指数:-8),,,,,,,,,,,
単勝:200円 複勝:16=110円 13=160円 15=500円 枠連:510円,,,,,,,,,,,,単勝:190円 複勝:01=130円 05=340円 13=200円 枠連:910円,,,,,,,,,,,,単勝:360円 複勝:11=150円 05=150円 08=560円 枠連:590円,,,,,,,,,,,,単勝:650円 複勝:07=160円 04=190円 08=170円 枠連:770円,,,,,,,,,,,
"馬連:610円 ワイド:13-16=250円 15-16=710円 13-15=1,160円",,,,,,,,,,,,"馬連:1,300円 ワイド:01-05=500円 01-13=290円 05-13=1,340円",,,,,,,,,,,,"馬連:630円 ワイド:05-11=260円 08-11=1,340円 05-08=1,190円",,,,,,,,,,,,"馬連:1,950円 ワイド:04-07=580円 07-08=470円 04-08=520円",,,,,,,,,,,
"馬単:890円 3連複:2,970円 3連単:8,830円",,,,,,,,,,,,"馬単:1,700円 3連複:2,630円 3連単:9,830円",,,,,,,,,,,,"馬単:1,380円 3連複:4,170円 3連単:18,630円",,,,,,,,,,,,"馬単:3,360円 3連複:2,810円 3連単:17,250円",,,,,,,,,,,
■ 2R  芝1200m 2 歳新馬(混) 馬齢,,,,,,,,,,,,■ 5R  ダ1150m 3歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-5,,,,,■ 8R  ダ1700m 3歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-2,,,,,■11R  芝1200m 3歳上1000万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-1,,,,
,ﾒｲｸﾃﾞﾋﾞｭｰ福島,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,会津特別,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,12, スノｰライダｰ,---,岩部純,, 63, -10,*  6, 5, 14.2, ⑨⑨, 1, 6,Ａデスピュｰトロマン, 79,中舘英,, 66,*  5,   5, 1,  2.6, ②②, 1,14,Ｂレプラコｰン, 76,中舘英,, 69,* -3,* 13, 2,  3.8,②②②, 1, 5,Ｄウエスタンヒｰト, 74,石橋脩,, 84,*  4,* 12, 3,  4.6, ③②
 2,15, ユキノクイｰン,---,木幡初, 0.5, 56,  -4,  -6, 2,  3.3, ⑥⑦, 2,13,Ｂリリｰレインボｰ, 77,北村友, 0.0, 65,  -4,* 12, 3,  5.9, ⑨⑨, 2,12,Ｃテンジンニチオｰ, 76,三浦皇, 0.0, 70,  -4,* 16, 1,  3.5,⑤④④, 2, 7,Ｆテｰオｰギャング, 74,松田大, 0.4, 78,   2,   8, 5, 13.5, ④④
 3,11, リズムシチｰ,---,太宰啓, 0.5, 57,  -2,  -9,12, 52.9, ④④, 3, 1,Ｈキタサンコンバット, 63,上村洋, 0.4, 64,   3,   3, 6, 13.2, ⑤③, 3,10,Ｄエクストラポイント, 72,藤岡康, 0.6, 67,* -3,   8, 4, 10.1,②②②, 3, 1,Ｅエイワムサシ, 74,木幡初, 0.4, 79,   1,  10,11, 49.2, ④④
 4, 7, チェアユｰアップ,---,平沢健, 0.6, 55,*  3, -14,16,201.7, ①①, 4,10,Ｃマルタｰズビクタｰ, 76,津村明, 0.4, 62,  -1,   5, 4,  8.2, ⑦③, 4, 4,Ｋマヤノカタナ, 64,長谷川, 0.6, 68,* -2,   7,14,183.9,①①①, 3, 4,Ｉビンチェロ, 73,上村洋, 0.4, 79,   0,* 11, 1,  4.4, ⑨⑥
 5, 3, メイブルｰム,---,中村将, 0.6, 55,  -2, -10, 3, 10.2, ④④, 5,11,Ｋトキノムテキ, 61,長谷川, 0.6, 62,*  5,  -2,11, 60.1, ①①, 5, 9,Ａヒロノグレガ, 76,木幡初, 0.7, 65,  -3,   9, 3,  3.8,⑤④④, 5,10,Ｏマイネルグロッソ, 66,丹内祐, 0.4, 77,  -5,* 14,15,101.9, ⑭⑨
 6, 2, エリカシチｰ,---,黛弘人, 0.7, 53,  -4,  -9, 9, 21.5, ⑥⑦, 6, 2,Ｇベルモントバレット, 65,安藤光, 0.8, 60,  -1,   3, 9, 42.9, ⑦⑦, 6, 6,Ｅシゲルアラムシャ, 70,黛弘人, 0.9, 67,  -6,* 12,10, 44.5,⑪⑪⑩, 6, 6,Ｃノｰスリヴァｰ, 74,荻野琢, 0.5, 76,   0,   9, 6, 16.1, ⑨⑨
 7,16, ゴｰルドラプソディ,---,安藤光, 1.0, 49, -21,   3, 8, 21.1, ⑫⑫, 7, 8,Ｉルルドウォｰタｰ, 62,田中博, 0.8, 59,  -5,   6,12, 98.0, ⑩⑩, 7, 3,Ｈアドミラビリス, 69,熊沢重, 1.1, 67,  -5,  11, 9, 25.8,⑩⑪⑪, 7, 3,Ｇアイアムエンジェル, 74,中舘英, 0.6, 76,*  5,   3, 4,  5.5, ①①
 8,10, リネンピュア,---,的場勇, 1.0, 49,*  2, -19,15,107.2, ②②, 8, 5,Ｆメイキンマジック, 69,丸田恭, 1.0, 56, -11,*  9, 8, 23.5, ⑮⑭, 8, 1,Ｌシルクグラビティｰ, 62,小林淳, 1.4, 62,  -5,   6,13,137.5,⑦⑦⑦, 8, 8,Ｋクラシカルウィｰク, 71,梶晃啓, 0.8, 73,  -3,   8, 8, 18.3, ⑭⑬
 9, 6, コウユｰコユキ,---,藤岡康, 1.0, 51,  -2, -13, 6, 16.5, ⑥⑥, 9,14,Ｄディアディライト, 72,三浦皇, 1.0, 57,*  4,  -3, 2,  4.7, ③③, 9, 5,Ｉマイネルスカイハイ, 67,大野拓, 1.4, 61,  -3,   2, 8, 21.4,④④④, 9,11,Ｂロックオブサリサ, 75,三浦皇, 0.9, 72,  -2,   6, 2,  4.4, ⑫⑥
10,14, バンブｰキャプテン,---,菊沢隆, 1.2, 46, -25,   4,13, 61.2, ⑬⑫,10,15,Ｊセクシｰザムライ, 62,石橋脩, 1.2, 55,  -9,   5,10, 59.0, ⑫⑫,10, 8,Ｍスガノゴｰルド, 62,石橋脩, 1.5, 60,  -5,   4, 6, 15.1,⑨⑦⑦,10, 2,Ｐシゲルダイノウカイ, 63,中村将, 1.1, 69,*  5,  -4,13, 56.7, ②②
11, 5, トｰセンガイア,---,三浦皇, 1.2, 46, -33,* 12, 1,  2.6, ⑮⑮,11, 9,Ｍアウレウス, 53,大野拓, 1.4, 54,  -8,   3,13,159.6, ⑪⑪,11,13,Ｊマイネルジュレップ, 64,津村明, 1.7, 57,  -4,   2, 5, 13.9,⑦⑦⑦,11,16,Ａジェイウォｰク, 77,菊沢隆, 1.6, 61,  -1,  -5, 7, 18.1, ⑨⑨
12, 8, ウィンクキス,---,北村友, 1.6, 42, -14, -11,11, 52.5, ⑩⑩,12,12,Ｅラピッドガｰル, 71,千葉直, 1.6, 51,   2,  -8, 7, 18.8, ⑤⑦,12,11,Ｆクリスタルバッハ, 69,菊沢隆, 2.3, 56,  -8,   2, 7, 18.6,⑭⑭⑬,12,12,Ｊポｰトジェネラル, 72,安藤光, 1.6, 62,  -2,  -4,10, 47.1, ⑫⑬
13,13, アルダレス,---,田中博, 2.2, 34, -14, -19,10, 31.0, ⑩⑪,13, 7,Ｎリゾｰトシチｰ, 47,嘉藤貴, 1.6, 52,  -9,   2,15,212.8, ⑫⑫,13, 7,Ｎリキュウ, 56,松田大, 2.5, 53,  -6,  -3,12,112.8,⑪⑩⑫,13, 9,Ｈゴｰルドクラウン, 73,千葉直, 1.8, 60,   1,  -9, 9, 22.7, ④⑥
14, 1, ラデエス,---,丸田恭, 2.5, 30, -43,*  6,14, 98.2, ⑯⑯,14, 3,Ｌナスザン, 58,的場勇, 1.6, 52,*  3,  -9, 5,  9.3, ③③,14,15,Ｏクリプトジュエル, 19,高野和, 2.7, 53,  -9,   2,15,340.6,⑬⑮⑮,14,15,Ｎカフェリバティｰ, 68,二本柳, 2.0, 56,   1, -12,16,122.0, ④⑨
15, 9, ストロングサｰクル,---,中舘英, 2.6, 31, -25, -12, 7, 17.0, ⑭⑭,15, 4,Ｏセルリアンガブリン, 40,赤木高, 2.4, 42, -16,   0,14,192.6, ⑯⑯,15, 2,Ｇビｰトオｰル, 69,丸田恭, 3.1, 48,  -6,  -7,11, 53.0,⑮⑪⑬,15,14,Ｌサマｰエタニティ, 70,黛弘人, 2.3, 53,  -3, -12,12, 50.0, ⑭⑮
16, 4, カシノコロン,---,二本柳, 3.0, 23,*  3, -45, 4, 14.1, ②③,16,16,Ｐスズカカリズマ, 36,菊沢隆, 3.8, 31,  -9, -18,16,216.6, ⑫⑮,,,,,,,,,,,,,16,13,Ｍエｰティｰホｰオｰ, 69,太宰啓, 3.1, 45,   2, -25,14, 57.5, ④⑮
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:56 ﾚｰｽﾍﾟｰｽ指数:+3 ﾚｰｽｱｶﾞﾘ指数:+4 馬場:稍重(指数:-4),,,,,,,,,,,,ｸﾗｽ上位平均:73 ﾚｰｽﾍﾟｰｽ指数:-5 ﾚｰｽｱｶﾞﾘ指数:-1 馬場:重(指数:-8),,,,,,,,,,,,ｸﾗｽ上位平均:73 ﾚｰｽﾍﾟｰｽ指数:-12 ﾚｰｽｱｶﾞﾘ指数:+4 馬場:重(指数:-8),,,,,,,,,,,,ｸﾗｽ上位平均:81 ﾚｰｽﾍﾟｰｽ指数:-6 ﾚｰｽｱｶﾞﾘ指数:+0 馬場:良(指数:-4),,,,,,,,,,,
"単勝:1,420円 複勝:12=410円 15=170円 11=1,240円 枠連:1,490円",,,,,,,,,,,,単勝:260円 複勝:06=140円 13=170円 01=290円 枠連:330円,,,,,,,,,,,,単勝:380円 複勝:14=150円 12=150円 10=280円 枠連:550円,,,,,,,,,,,,"単勝:460円 複勝:05=160円 07=260円 01=730円 枠連:1,370円",,,,,,,,,,,
"馬連:2,480円 ワイド:12-15=960円 11-12=4,420円 11-15=2,490円",,,,,,,,,,,,馬連:750円 ワイド:06-13=290円 01-06=640円 01-13=870円,,,,,,,,,,,,馬連:650円 ワイド:12-14=270円 10-14=880円 10-12=710円,,,,,,,,,,,,"馬連:2,450円 ワイド:05-07=750円 01-05=2,040円 04-05=320円",,,,,,,,,,,
"馬単:6,550円 3連複:25,110円 3連単:118,100円",,,,,,,,,,,,"馬単:1,480円 3連複:2,370円 3連単:7,840円",,,,,,,,,,,,"馬単:1,300円 3連複:2,250円 3連単:8,860円",,,,,,,,,,,,"馬単:5,100円 3連複:28,840円 3連単:113,330円",,,,,,,,,,,
■ 3R  ダ1000m 3歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-4,,,,,■ 6R  芝2000m 3歳上500万(牝) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:1,,,,,■ 9R  芝1200m 3歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-5,,,,,■12R  芝1800m 3歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:0,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,高湯温泉特別,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 7,Ｈテイエムシップウ, 63,田中健,, 76,* 11,   1, 6, 23.9, ②②, 1,10,Ｆコウヨウアイリｰン, 71,宮崎北,, 74,*  3,  15, 6, 10.9,②②②, 1, 7,Ｆコパノオｰシャンズ, 65,古川吉,, 67,  -2,   9, 5, 16.0, ⑧⑦, 1,12,Ａイケトップガン, 78,大野拓,, 81,  -3,* 21, 1,  3.2,⑬⑪⑨
 2, 9,Ｂパレスルビｰ, 72,田嶋翔, 0.0, 73,   8,*  3, 3,  8.4, ④④, 2,11,Ｅグリッツェルン, 72,長谷川, 0.1, 74,*  3,  15, 5, 10.4,③③③, 2, 8,Ｉマスタｰオブゲｰム, 63,木幡初, 0.0, 65,   1,   4, 4,  9.6, ⑥⑦, 2, 5,Ｂチョウサンデイ, 74,太宰啓, 0.2, 78,  -2,  16, 4,  7.0,⑥⑥⑥
 3, 2,Ａメラトニン, 85,藤岡康, 0.2, 74,* 12,  -1, 1,  1.4, ①①, 3, 6,Ｉコスモザガリア, 70,石橋脩, 0.2, 74,   1,  15, 4,  8.1,④④③, 3, 4,Ｍジェヴォｰナ, 61,小林淳, 0.0, 66,  -5,* 11,13, 95.5, ⑪⑪, 3, 6,Ｆサクラサクセス, 71,赤木高, 0.4, 75,  -2,  14,10, 40.7,⑨⑦⑥
 4,12,Ｃスリｰフォｰトラン, 71,安藤光, 0.3, 71,* 11,  -1, 5, 21.4, ②②, 4, 8,Ｌアドマイヤビアン, 67,藤岡康, 0.3, 74,   2,  16,14,130.5,⑤⑤⑤, 4,11,Ａタｰニングポイント, 75,宮崎北, 0.0, 65,* 10,  -5, 2,  3.1, ②②, 4,11,Ｄシャドウストリｰム, 71,中舘英, 0.4, 74,   0,  10, 6, 11.4,③④②
 5, 8,Ｆコアレスナイナｰ, 64,三浦皇, 0.7, 61,   0,*  2, 4, 14.0, ⑦⑦, 5,15,Ｃマジックビクトリア, 72,木幡初, 0.3, 74,   0,  17, 1,  4.2,⑦⑦⑦, 5, 2,Ｇシアトルナカヤマ, 65,的場勇, 0.2, 61,   6,  -4, 6, 17.4, ④④, 5, 9,Ｇアポロクイック, 71,津村明, 0.4, 76,  -3,* 17, 5,  8.7,⑨⑬⑪
 6, 4,Ｋテンエイルンルン, 49,北村友, 0.8, 59,   0,   1, 8, 39.7, ⑦⑦, 6,14,Ｍウォｰタｰセレネ, 66,太宰啓, 0.4, 75,  -1,* 20,13, 70.9,⑩⑫⑫, 6, 1,Ｎシナノザクラ, 60,丸田恭, 0.2, 62,   1,   1, 7, 26.8, ⑥⑥, 6, 1,Ｉビｰアデビル, 68,石橋脩, 0.6, 70,*  2,   3, 7, 11.8,①①①
 7, 6,Ｇウインカスケｰド, 63,津村明, 1.0, 60,   6,  -4, 7, 29.3, ⑤⑤, 7, 1,Ｄサプライズユｰ, 72,丸田恭, 0.7, 69,   0,  14,11, 23.8,⑩⑧⑨, 7,12,Ｈヒカルカグヤヒメ, 64,千葉直, 0.3, 61,  -2,   3,11, 47.7, ⑧⑨, 7, 4,Ｃニシノシュテルン, 74,三浦皇, 0.6, 73,  -2,  11, 2,  6.3,⑧⑦⑥
 8, 1,Ｅカシノダンク, 66,西田雄, 1.2, 57,   2,  -3, 9, 76.3, ⑥⑥, 8, 5,Ｇスマｰトレディｰ, 71,荻野琢, 0.8, 69,  -1,  15, 9, 20.5,⑩⑫⑫, 8, 5,Ｌカルストンペｰスオ, 61,赤木高, 0.3, 62, -11,* 12,16,148.2, ⑮⑫, 8,10,Ｅランドマッハ, 71,長谷川, 0.6, 73,  -3,  14,11, 70.0,⑫⑬⑭
 9, 3,Ｉコンプリｰトラン, 63,的場勇, 1.3, 55,  -3,   0,12,140.7, ⑪⑩, 9,16,Ｂニシノフェリｰチェ, 73,田中健, 0.8, 68,   2,   8, 8, 17.3,⑤⑤⑤, 9, 3,Ｅラブレタｰ, 66,藤岡康, 0.3, 62,  -3,   4, 9, 40.3, ⑧⑨, 9, 8,Ｈゴｰルドストレイン, 69,木幡初, 0.6, 73,  -2,  11, 3,  6.7,⑭⑦⑨
10,10,Ｄアクセプトアゲン, 69,石橋脩, 1.3, 54,  -3,  -2, 2,  5.8, ⑩⑩,10,13,Ａプリティｰキャット, 73,安藤光, 0.9, 72,  -5,* 23, 7, 12.2,⑯⑯⑭,10,10,Ｏマイネルピリアｰ, 57,田中博, 0.5, 59, -10,   8, 8, 29.7, ⑬⑫,10, 7,Ｊメイショウジャイロ, 65,田嶋翔, 0.7, 71,  -2,  10, 8, 16.0,⑦⑦⑫
11,11,Ｊクリノオンディｰヌ, 58,丸田恭, 1.6, 51,   0,  -6,10, 98.5, ⑦⑦,11, 9,Ｎユｰピロンユｰ, 63,郷原洋, 0.9, 65,*  5,   1,12, 34.3,①①①,11,13,Ｊストロングジョイス, 62,池崎祐, 0.6, 57,  -6,   3,10, 45.3, ⑪⑫,11,15,Ｎデルマアン, 61,北村友, 1.2, 69,  -6,  11,13, 78.5,⑯⑯⑭
12, 5,Ｌブロｰトジョウ, 48,千葉直, 1.8, 49, -18,*  4,11,138.6, ⑫⑫,12, 4,Ｊプラジェラｰト, 69,田中博, 0.9, 70,  -3,  16,10, 21.7,⑭⑭⑭,12,15,Ｋミスズキセキ, 62,北村友, 0.6, 57, -10,   7,15,139.7, ⑬⑮,12,16,Ｌテンエイミュｰズ, 63,草野太, 1.2, 62,   0,  -1,14, 92.1,⑤④②
,,,,,,,,,,,,13, 3,Ｈビタｰオレンジ, 71,中舘英, 1.0, 68,   1,  10, 2,  4.7,⑬⑧⑨,13,16,Ｂハギノハｰセルフ, 69,三浦皇, 0.7, 56,*  9, -13, 1,  2.5, ③③,13, 2,Ｋクリスタルシンガｰ, 64,丹内祐, 1.6, 57,*  1, -10,16,208.1,③②②
,,,,,,,,,,,,14, 2,Ｐマコトヴェロニカ, 48,津村明, 1.3, 64,   0,   6,16,143.0,⑦⑧⑦,14, 9,Ｐニホンピログッデン, 48,長谷川, 0.8, 55,   4,  -9,12, 66.4, ⑤④,14,14,Ｍカゼノユクエ, 61,横山義, 1.7, 58,  -3,  -3,12, 76.2,⑮⑪⑫
