10年11月20日 東京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,10年11月20日 東京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1300m 2 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:0,,,,,■ 4R  芝1600m 2 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:1,,,,,■ 7R  ダ1600m 3歳上500万(牝) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:5,,,,,■10R  芝1400m 3歳上1600万(混) ﾊﾝﾃﾞ,,,,,,,出走馬ﾚﾍﾞﾙ:3,,,,
10, 9,Ｋハイパフォｰマンス, 39,江田照, 3.2, 41,  -2, -20,14,165.9, ⑤⑤,10,10,Ｎタニ, 33,郷原洋, 1.6, 43, -13, -12,13,262.9, ⑯⑭,10, 2,Ｐタマノリテラシｰ, 62,江田照, 0.9, 67,   4,   1, 7, 30.6, ⑧⑥,10, 1,Ｎシセイカグヤ, 77,田中勝, 0.6, 86,  -5,* 19, 6,  8.5, ⑱⑰
11, 3,Ｎエステｰロｰズ, 26,丹内祐, 3.5, 37,  -6, -18,12,150.4, ⑩⑩,11, 3,Ｉヒッショｰスマイル, 49,三浦皇, 1.6, 43,  -7, -23, 4, 10.9, ⑦⑥,11, 3,Ｋレッドプラネット, 64,蛯名正, 1.0, 64,*  8,  -6, 6, 30.2, ①①,11, 4,Ｑフレンチノワｰル, 76,五十嵐, 0.7, 80,   3,   7,18,208.5, ⑩⑨
12,15,Ｈメジロミョウホウ, 48,伊藤工, 3.5, 37,  -2, -23, 5, 10.6, ⑦⑦,12,12,Ｌゴｰルドアゲイン, 44,田中勝, 2.2, 37,  -5, -32,12,167.3, ⑤⑤,12, 1,Ｍモルフェキセキ, 63,大庭和, 1.0, 63,*  6,  -2,15,319.6, ②③,12, 9,Ｇアロマンシェス, 81,江田照, 0.8, 83,  -5,* 15,14,109.8, ⑯⑮
13, 1,Ｇイッキカセイ, 51,大庭和, 4.0, 31, -13, -15,13,158.0, ⑫⑫,13, 4,Ｐサンゴッデス, 28,大庭和, 2.3, 35, -14, -21,14,299.0, ⑮⑯,13,10,Ｉホｰプダイナスティ, 69,伊藤工, 1.2, 65,   0,   6,12, 77.8, ⑯⑯,13, 5,Ｍエｰシンビｰセルズ, 78,武豊  , 0.8, 82,  -2,  13, 9, 21.7, ⑮⑬
14, 7,Ｌタツフレンチ, 33,田中博, 4.1, 33, -19,  -8,10,106.4, ⑮⑮,14, 5,Ｋメマンチンタ, 46,田中博, 2.5, 35, -14, -24,11, 70.6, ⑰⑰,14,15,Ｇラッキｰフラワｰ, 70,後藤浩, 1.9, 59,   4,  -5,13,110.4, ⑬⑫,14,17,Ｒダイメイザバリヤル, 76,伊藤工, 0.9, 82,  -6,* 16,13, 94.8, ⑰⑱
15,10,Ｍキスミｰハニｰ, 29,後藤浩, 5.1, 24, -14, -24, 9, 63.0, ⑬⑬,15,14,Ｍコスモリアル, 35,中谷雄, 2.6, 31, -10, -33,17,495.5, ⑨⑩,15, 9,Ｏディアブリッジ, 62,柴山雄, 3.0, 50,   5, -18,16,335.0, ④④,15, 7,Ｉロリンザｰユｰザｰ, 80,スミヨ, 1.1, 72,   6,  -5,11, 27.3, ⑤⑤
,,,,,,,,,,,,16, 2,Ｏガイシウイッショク, 29,江田照, 2.7, 33, -11, -31,16,456.8, ⑫⑫,16,11,Ｌフロｰリストライフ, 63,クラス, 3.2, 51,   3, -16, 4, 10.9, ⑫⑬,16,16,Ｐドリｰムフォワｰド, 76,柴山雄, 1.5, 67,*  8, -11,16,159.1, ③③
,,,,,,,,,,,,17,15,Ｑミサキジョウ, 26,北村宏, 3.5, 24, -11, -41,15,342.4, ⑭⑮,,,,,,,,,,,,,17,12,Ｏオリオンザドンペリ, 77,池添謙, 1.6, 70,  -1,   0,12, 90.7, ⑬⑭
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,13,Ｌダンディｰズケア, 79,松岡正, 1.8, 69,  -5,   2,15,139.6, ⑭⑯
ｸﾗｽ上位平均:57 ﾚｰｽﾍﾟｰｽ指数:+0 ﾚｰｽｱｶﾞﾘ指数:-1 馬場:良(指数:0),,,,,,,,,,,,ｸﾗｽ上位平均:57 ﾚｰｽﾍﾟｰｽ指数:-3 ﾚｰｽｱｶﾞﾘ指数:-5 馬場:良(指数:-2),,,,,,,,,,,,ｸﾗｽ上位平均:71 ﾚｰｽﾍﾟｰｽ指数:-2 ﾚｰｽｱｶﾞﾘ指数:+0 馬場:良(指数:0),,,,,,,,,,,,ｸﾗｽ上位平均:84 ﾚｰｽﾍﾟｰｽ指数:-5 ﾚｰｽｱｶﾞﾘ指数:+1 馬場:良(指数:-2),,,,,,,,,,,
単勝:330円 複勝:12=140円 05=200円 11=140円 枠連:570円,,,,,,,,,,,,単勝:250円 複勝:08=130円 11=160円 16=340円 枠連:480円,,,,,,,,,,,,"単勝:210円 複勝:16=120円 12=3,270円 08=230円 枠連:1,390円",,,,,,,,,,,,"単勝:730円 複勝:06=260円 03=260円 08=210円 枠連:2,660円",,,,,,,,,,,
"馬連:1,300円 ワイド:05-12=440円 11-12=310円 05-11=420円",,,,,,,,,,,,"馬連:590円 ワイド:08-11=280円 08-16=900円 11-16=1,110円",,,,,,,,,,,,"馬連:23,950円 ワイド:12-16=8,470円 08-16=400円 08-12=25,150円",,,,,,,,,,,,"馬連:3,100円 ワイド:03-06=1,250円 06-08=980円 03-08=910円",,,,,,,,,,,
"馬単:2,110円 3連複:1,580円 3連単:8,230円",,,,,,,,,,,,"馬単:1,030円 3連複:2,530円 3連単:7,930円",,,,,,,,,,,,"馬単:33,690円 3連複:51,630円 3連単:258,980円",,,,,,,,,,,,"馬単:5,740円 3連複:5,830円 3連単:32,920円",,,,,,,,,,,
■ 2R  芝1400m 2 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-2,,,,,■ 5R  芝1800m 2 歳新馬(混) 馬齢,,,,,,,,,,,,■ 8R  芝3300m 3歳上ｵｰﾌﾟﾝ(混) 別定,,,,,,,,,,,,■11R  芝1800m 2 歳ｵｰﾌﾟﾝ(国) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:3,,,,
,,,,,,,,,,,,,ﾒｲｸﾃﾞﾋﾞｭｰ東京,,,,,,,,,,,,秋陽ｼﾞｬﾝﾌﾟｽﾃｰｸｽ,,,,,,,,,,,,東京ｽﾎﾟｰﾂ杯2歳ｽﾃｰｸｽ ＧⅢ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 6,Ｂメロｰクｰミス, 55,柴田善,, 58,* -1, -11, 4,  7.2, ②②, 1, 7, コウヨウレジェンド,---,柴田善,, 55, -18,*  3, 4, 11.2,④⑤⑤, 1, 1, ビコｰフェザｰ,,白浜雄,,,,, 1,  2.5,⑦⑦⑦, 1, 2,Ａサダムパテック, 77,スミヨ,, 76,  -1,* 15, 1,  4.6,⑫⑨⑧
 2, 8,Ｅコスモアトミック, 54,松岡正, 0.1, 58,* -2, -11, 2,  4.4, ③③, 2, 1, トｰセンエッジ,---,内田博, 0.2, 56, -18,*  2, 1,  1.9,⑤⑦⑥, 2, 2, バシケｰン,,蓑島靖,218.9,,,, 5, 15.8,⑤④②, 2,15,Ｊリフトザウイングス, 61,武豊  , 0.6, 71,  -6,* 15, 3,  6.9,⑮⑯⑭
 3,12,Ｃアｰバンアスリｰト, 55,伊藤工, 0.3, 52, -10,* -3, 6, 14.1, ⑬⑫, 3,10, ショウナンランド,---,後藤浩, 0.5, 49, -18,  -3, 6, 20.3,⑦⑥⑧, 3, 7, コウヨウウェｰブ,,穂苅寿,220.6,,,,10, 61.0,①①①, 3, 6,Ｍフェイトフルウォｰ, 59,田中勝, 0.6, 70,  -4,  10, 7, 11.0,⑩⑬⑫
 4, 9,Ｄスタｰトセンス, 55,勝浦正, 0.3, 54,  -3, -12, 8, 34.3, ⑤⑥, 4, 5, アンクルジュニア,---,蛯名正, 0.5, 50, -19,  -1, 7, 25.6,⑥⑧⑦, 4,12, トｰセンジョｰカｰ,,五十嵐,221.0,,,, 2,  4.0,③③③, 4, 1,Ｃマイネルラクリマ, 65,松岡正, 0.6, 68,   2,  -1, 9, 17.1,②③③
 5, 4,Ｈレナキックス, 46,三浦皇, 0.3, 54,  -6,  -9,10, 57.7, ⑩⑧, 5, 3, ベジャｰルコｰド,---,柴山雄, 0.8, 48, -21,  -1,12,176.5,⑨⑩⑨, 5,13, ファイトシｰン,,植野貴,221.1,,,, 6, 17.5,⑬⑩⑨, 5,12,Ｂダコｰル, 73,四位洋, 0.7, 71,  -5,* 13, 6,  9.6,⑬⑮⑮
 6,11,Ｊケンエンブレム, 43,武豊  , 0.5, 50, -12,* -2, 3,  6.8, ⑮⑯, 6,11, ルクｰルロゼ,---,田中博, 0.8, 49, -20,  -3, 9,100.0,⑫⑨⑩, 6, 9, スズマｰシャル,,鈴木慶,221.4,,,, 8, 40.5,⑨⑧⑧, 6,11,Ｋアッパｰイｰスト, 61,蛯名正, 0.7, 66,   1,  -3,10, 22.8,③④④
 7, 5,Ｉエステｰファイタｰ, 46,南田雅, 0.6, 49,  -6, -13,12,112.6, ⑥⑦, 7, 2, ダｰリブ,---,勝浦正, 0.9, 48, -22,   0,11,134.3,⑪⑪⑪, 7, 5, ハストラング,,高田潤,221.8,,,, 7, 31.4,②②④, 7, 7,Ｏトｰセンケイトゥｰ, 56,ルメｰ, 0.8, 68,  -4,   8, 2,  5.8,⑭⑭⑬
 8, 2,Ｌラブステラｰ, 41,クラス, 0.6, 50,  -4, -17,11, 63.5, ④④, 8,12, オメガスカイツリｰ,---,三浦皇, 0.9, 49, -22,   0, 8, 29.8,⑩⑫⑫, 8, 8, プラテアｰド,,横山義,222.2,,,, 4,  6.7,⑥⑤⑥, 8, 4,Ｐカインバティック, 55,勝浦正, 0.9, 64,  -1,   0,12, 64.4,⑦⑧⑥
 9,10,Ｇオリファン, 46,蛯名正, 0.9, 46,  -5, -19, 7, 21.2, ⑧⑤, 9, 8, テラフォｰミング,---,松岡正, 1.5, 36,*-17, -21, 5, 14.0,②④④, 9,10, メイショウナゴン,,難波剛,222.3,,,, 3,  5.1,④⑥⑤, 9, 8,Ｄマイネルギブソン, 65,丹内祐, 1.1, 64,  -1,  -2,13, 71.1,⑤⑤⑦
10, 7,Ｋドラゴンヴォイス, 43,田中勝, 1.2, 42, -11, -14, 5,  9.1, ⑭⑭,10, 4, スマｰトルシファｰ,---,武豊  , 1.7, 32,*-17, -23, 2,  3.8,③③③,10, 6, ユウタｰラッキｰ,,石神深,223.9,,,,12, 76.5,⑩⑫⑩,10, 3,Ｈサトノペガサス, 62,ムｰア, 1.1, 65,  -4,   3, 8, 13.4,⑯⑫⑪
11,13,Ｍトミケンアグｰド, 40,柴山雄, 1.4, 40,  -6, -23,14,193.7, ⑨⑩,11, 6, エムヴォワｰル,---,丹内祐, 3.3,  9,*-15, -51,10,106.8,①①①,11,14, コアレスアルダン,,大江原,226.0,,,,14,135.6,⑭⑭⑫,11,14,Ｇセイカプリコｰン, 64,内田博, 1.8, 56,   0, -16,11, 34.9,⑥⑦⑤
12, 1,Ｆフォルスユキ, 52,後藤浩, 1.5, 41,* -1, -31, 9, 40.2, ①①,12, 9, ミトラ,---,スミヨ, 4.1, -1,*-15, -61, 3,  6.7,⑧②②,12, 4, スリｰアトラス,,浜野谷,226.5,,,,13,127.1,⑫⑬⑪,12,16,Ｌビップセレブアイ, 61,柴田善, 1.8, 52,*  8, -34, 4,  7.0,⑨②②
13, 3,Ｎラヴァリｰシｰク, 36,江田照, 1.7, 38, -11, -20,15,349.1, ⑫⑬,,,,,,,,,,,,,,,,,,,,,,,,,13, 5,Ｆショウナンカライス, 65,後藤浩, 1.9, 51,*  8, -35,15,136.1,①①①
14,14,Ｏユキノヴィｰナス, 35,中谷雄, 2.1, 33,  -5, -34,13,116.7, ⑦⑨,,,,,,,,,,,,,,,,,,,,,,,,,14, 9,Ｅマイネルハイセンス, 65,クラス, 2.4, 49,  -1, -20,14,120.2,⑧⑩⑨
15,15,Ｐクラウンティアラ,-10,丹内祐, 3.3, 25, -13, -37,16,377.3, ⑯⑮,,,,,,,,,,,,,,,,,,,,,,,,,15,13,Ｎセトノシャンクス, 58,北村宏,17.2,17.2---,  -9, ---,16,350.0,④⑥⑯
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:57 ﾚｰｽﾍﾟｰｽ指数:-3 ﾚｰｽｱｶﾞﾘ指数:-7 馬場:良(指数:-2),,,,,,,,,,,,ｸﾗｽ上位平均:55 ﾚｰｽﾍﾟｰｽ指数:-8 ﾚｰｽｱｶﾞﾘ指数:+4 馬場:良(指数:-2),,,,,,,,,,,,,,,,,,,,,,,,ｸﾗｽ上位平均:72 ﾚｰｽﾍﾟｰｽ指数:-1 ﾚｰｽｱｶﾞﾘ指数:+3 馬場:良(指数:-2),,,,,,,,,,,
単勝:720円 複勝:06=210円 08=170円 12=320円 枠連:950円,,,,,,,,,,,,"単勝:1,120円 複勝:07=260円 01=110円 10=400円 枠連:480円",,,,,,,,,,,,"単勝:250円 複勝:01=140円 02=350円 07=1,080円 枠連:1,420円",,,,,,,,,,,,単勝:460円 複勝:02=190円 15=240円 06=360円 枠連:610円,,,,,,,,,,,
"馬連:1,230円 ワイド:06-08=410円 06-12=1,090円 08-12=750円",,,,,,,,,,,,"馬連:860円 ワイド:01-07=510円 07-10=1,900円 01-10=850円",,,,,,,,,,,,"馬連:1,360円 ワイド:01-02=550円 01-07=1,970円 02-07=5,370円",,,,,,,,,,,,"馬連:1,730円 ワイド:02-15=700円 02-06=1,300円 06-15=2,040円",,,,,,,,,,,
"馬単:2,360円 3連複:4,310円 3連単:21,600円",,,,,,,,,,,,"馬単:2,630円 3連複:4,040円 3連単:26,250円",,,,,,,,,,,,"馬単:1,850円 3連複:11,770円 3連単:38,620円",,,,,,,,,,,,"馬単:3,310円 3連複:9,860円 3連単:50,030円",,,,,,,,,,,
■ 3R  ダ1600m 2 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:6,,,,,■ 6R  芝1400m 2 歳新馬(牝) 馬齢,,,,,,,,,,,,■ 9R  ダ1600m 3歳上1000万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:4,,,,,■12R  ダ1400m 3歳上1000万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:2,,,,
,,,,,,,,,,,,,ﾒｲｸﾃﾞﾋﾞｭｰ東京,,,,,,,,,,,,多摩川特別,,,,,,,,,,,,,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 2,Ａデュアルスウォｰド, 70,松岡正,, 69,   7,* -2, 2,  4.0, ⑤④, 1,16, ダイワジェシカ,---,蛯名正,, 42,*-28,  -2, 3,  4.6, ③③, 1, 8,Ｇロンギングスタｰ, 79,後藤浩,, 82,* 12,*  7, 2,  4.6, ②②, 1,16,Ｇダイワプリベｰル, 78,池添謙,, 77,*  9,   4, 7, 23.9, ①①
 2,11,Ｂロジッツェル, 64,スミヨ, 0.3, 67,   5,* -2, 1,  1.8, ⑥⑥, 2, 9, コモレビ,---,松岡正, 0.2, 42, -33,*  2, 1,  2.8, ⑦⑨, 2, 6,Ｋエアウルフ, 77,スミヨ, 0.2, 83,* 12,   6, 3,  5.7, ⑤③, 2,13,Ｊエイワナギ, 75,伊藤工, 0.3, 76,  -1,* 14,14,139.3, ⑭⑭
 3, 3,Ｆディｰエスコンドル, 56,三浦皇, 0.3, 67,* 10,  -9, 4, 12.5, ②②, 3, 2, バレドクｰル,---,内田博, 0.4, 37,*-28,  -7, 2,  4.5, ②②, 3,13,Ｃアイノレグルス, 83,勝浦正, 0.4, 82,  10,*  8, 4,  6.7, ⑨⑨, 3,14,Ｅモアザンスマｰト, 78,柴田善, 0.3, 75,   3,  10, 8, 38.6, ⑫⑩
 4, 7,Ｈトｰセンレラ, 51,ルメｰ, 0.9, 61,   8, -12, 7, 20.4, ③③, 4,10, ウエスタンベルｰガ,---,後藤浩, 0.5, 37, -33,  -2, 7, 25.4, ⑫⑦, 4,12,Ｄレッドヴァンクｰル, 80,クラス, 0.7, 79,   8,*  6,10, 25.3, ⑫⑬, 4, 3,Ｂワｰズワｰス, 80,柴山雄, 0.3, 75,   7,   5, 2,  6.1, ③③
 5, 8,Ｄタマモトリトン, 63,勝浦正, 1.6, 59,   3, -10, 3, 10.2, ⑧⑨, 5, 7, シャインパｰミット,---,柴田善, 0.6, 38, -38,*  3, 5,  9.0, ⑬⑮, 5, 2,Ｈボンバルディエｰレ, 78,柴田善, 0.9, 76,   8,   6, 7, 19.3, ⑭⑭, 5,12,Ｌグレｰスエポナ, 75,田中勝, 0.3, 76,   2,  10, 9, 41.6, ⑪⑫
 6, 4,Ｃヴェントディｰオ, 63,柴田善, 1.9, 54,  -1,* -5, 5, 17.3, ⑬⑫, 6,15, アイティクイｰン,---,丹内祐, 0.8, 34, -36,  -4, 6, 22.0, ⑩⑫, 6, 4,Ｊフェイマステイル, 78,北村宏, 0.9, 76,  10,   2, 9, 23.8, ⑧⑧, 6, 4,Ｐオメガブルｰライン, 67,武豊  , 0.4, 75,   3,   8, 5, 10.0, ⑧⑧
 7,13,Ｅダノンスプリｰム, 58,内田博, 2.1, 55,   4, -16, 6, 19.0, ⑦⑦, 7, 1, ヤマノアサカゼ,---,田中勝, 1.0, 32, -35,  -6,13,105.6, ⑭⑪, 7, 9,Ｉディアビリｰヴ, 78,内田博, 1.0, 77,* 14,  -5,12, 31.1, ①①, 7, 9,Ｏノボクン, 69,大庭和, 0.5, 74,  -1,* 12,13, 79.7, ⑬⑬
 8, 9,Ｇマイネルクォンタム, 55,ムｰア, 2.1, 55,   2, -12, 9, 47.2, ⑮⑩, 8, 8, アイディンマリｰ,---,菅原隆, 1.0, 29, -29, -14,16,301.2, ⑥⑤, 8,15,Ａクリュギスト, 88,松岡正, 1.0, 76,* 12,  -1, 1,  4.0, ③④, 8, 1,Ｄダンシングマオ, 79,江田照, 0.6, 73,*  8,   1, 3,  6.1, ②②
 9, 5,Ｋアイティゴｰルド, 41,柴山雄, 2.3, 52,   3, -16,12,209.9, ⑨⑧, 9,11, ジェイケイカフェ,---,江田照, 1.2, 25,*-27, -21, 4,  8.0, ①①, 9,10,Ｂヒシパｰフェクト, 84,蛯名正, 1.3, 74,  11,  -3, 5,  8.1, ⑥⑤, 9, 8,Ｃマイネルセラｰノス, 79,ムｰア, 0.8, 72,   3,   5, 4,  7.4, ⑨⑨
10,15,Ｍコスモヴェント, 35,蛯名正, 3.4, 44,   7, -31, 8, 35.0, ④⑤,10, 6, フレンドリｰパｰル,---,北村宏, 1.2, 26, -31, -15, 8, 32.0, ⑤④,10,14,Ｍトウショウレリｰフ, 74,大庭和, 1.5, 70,  11,  -5,13, 76.7, ⑩⑥,10, 7,Ｆモエレデフィニット, 78,クラス, 0.8, 72,   4,   4,10, 60.0, ⑥⑦
11, 1,Ｉレナソニック, 45,後藤浩, 4.4, 36,* 12, -48,10, 64.7, ①①,11,17, ホマレエイカン,---,大庭和, 1.6, 21, -31, -21,14,126.6, ④⑥,11, 5,Ｎチャリティショウ, 73,丹内祐, 1.7, 72,   8,  -1,15,381.9, ⑬⑫,11, 5,Ｉアプロｰズヒｰロｰ, 75,鈴来直, 1.0, 72,  -2,  11,16,267.7, ⑮⑮
12,12,Ｎオオゾラ, 35,伊藤工, 4.7, 37,  -4, -25,14,372.7, ⑯⑯,12, 3, トミケンヴォｰリア,---,勝浦正, 2.4, 13, -38, -21,15,226.4, ⑮⑭,12, 3,Ｆロングロウ, 80,ルメｰ, 1.7, 70,  10,  -6, 6, 12.8, ④⑦,12, 2,Ｋザドライブ, 75,内田博, 1.0, 71,   5,   1, 6, 10.9, ④⑥
13,14,Ｏフジマサエンパイア, 35,中谷雄, 4.8, 36,  -3, -28,16,791.5, ⑭⑮,13, 5, フラワｰハット,---,伊藤工, 2.5, 12, -36, -26,10, 51.3, ⑨⑩,13, 1,Ｅシルクパルサｰ, 80,伊藤工, 2.2, 68,   9,  -7,11, 30.5, ⑦⑩,13,11,Ｈサマｰシルクロｰド, 76,丹内祐, 1.1, 71,   1,   5,12, 70.7, ⑩⑪
14,10,Ｐアオテアロア, 32,江田照, 5.1, 35,  -1, -32,13,280.6, ⑫⑬,14,13, コフィｰチャン,---,四位洋, 3.1,  2, -36, -34, 9, 36.2, ⑪⑬,14, 7,Ｌケイアイプログレス, 76,四位洋, 2.3, 67,   9,  -8, 8, 19.4, ⑪⑪,14,10,Ｍレッツゴｰヒチョリ, 73,田中博, 1.3, 70,  -4,   9,15,219.2, ⑯⑯
15,16,Ｌディアアルジャン, 39,田中博, 6.4, 30,  -2, -43,15,527.7, ⑪⑭,15, 4, バレンシア,---,田中博, 3.2,  5, -43, -25,11, 60.2, ⑯⑯,15,11,Ｏシルクアルバス, 71,田中博,10.2, 11,   2, -65,14,326.7, ⑮⑮,15, 6,Ａバルｰン, 81,スミヨ, 1.4, 67,   6,  -3, 1,  2.3, ⑤⑤
16, 6,Ｊトｰセンストｰリｰ, 42,クラス, 6.7, 26,   0, -48,11, 85.8, ⑩⑪,,,,,,,,,,,,,,,,,,,,,,,,,16,15,Ｎブレｰヴゴｰルド, 71,勝浦正, 1.5, 66,   7,  -6,11, 69.6, ⑦④
