10年 7月31日 函館,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,10年 7月31日 函館,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  芝1200m 2 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:9,,,,,■ 4R  ダ1700m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-2,,,,,■ 7R  ダ1000m 3歳上500万(牝) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-4,,,,,■10R  ダ1700m 3歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:3,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 3, 6,Ｂユニラテラリズム, 59,小野次, 0.7, 56,*  4,  -2, 3,  4.8, ①①, 3, 8,Ｅフォｰスフルバイオ, 62,長谷川, 0.5, 69,   8, -11, 3,  5.7,⑥⑤⑥, 3,13,Ａシェｰンヴァルト, 87,丸山元, 0.4, 85,   0,* 18, 2,  5.5,⑬⑬⑫, 3, 7,Ｇハエヌキ, 67,吉田隼, 0.1, 66,*-10,  15, 8, 36.7,①①①
 4, 4,Ｈクニフォフィア, 42,柴山雄, 1.0, 51,  -9,   5,11,167.4, ⑤⑤, 4, 7,Ｇケイエスアイアイ, 61,池添謙, 0.5, 69,*  9, -12, 8, 20.8,③③③, 4,12,Ｈウィズディクタット, 80,藤岡佑, 0.6, 78,   4,   6, 9, 32.0,⑨⑥③, 4,11,Ｈオｰスミカイエン, 66,古川吉, 0.4, 64, -12,  16, 4, 13.4,⑦⑤④
 5, 3,Ｊハヤブサイッポン, 35,吉田隼, 1.0, 52, -15,*  8,10,100.9, ⑦⑦, 5, 2,Ｂエｰシンアガペｰ, 64,藤岡佑, 0.7, 67,   4,  -5, 2,  3.5,⑬⑬⑫, 5, 8,Ｌダイバｰシティ, 78,上村洋, 0.7, 81,   1,  10,11, 38.3,⑧⑧⑨, 5, 2,Ａマイネルビスタ, 74,木幡初, 0.5, 64, -13,  17, 2,  4.2,⑧⑥⑦
 6, 7,Ｅドロップ, 54,丸山元, 1.1, 51, -11,   5, 6, 12.6, ⑥⑥, 6, 4,Ｆナゲットスマイル, 62,大野拓, 0.7, 66,* 11, -19, 5, 12.8,②②②, 6, 6,Ｉトウカイプライム, 80,柴山雄, 0.8, 75,*  5,   1,10, 37.8,④③②, 6, 6,Ｅソヴリン, 70,丸山元, 0.5, 66, -14,* 20, 7, 23.5,⑩⑩⑪
 7, 1,Ｆニシノヘレンド, 53,藤田伸, 1.2, 51,*  0,  -4, 1,  2.7, ③③, 7,10,Ａスコアズビｰ, 67,横山典, 0.7, 65,   6, -11, 1,  2.7,⑨⑦⑤, 7, 2,Ｇバルバレスコ, 80,大野拓, 0.8, 77,   4,   4,12,123.3,③④⑦, 7, 3,Ｉサクラシザｰズ, 63,藤岡佑, 0.8, 64, -15,  18, 5, 19.4,⑪⑪⑩
 8, 8,Ｄジャングルジャガｰ, 56,丸田恭, 1.4, 47, -17,   5, 7, 13.3, ⑧⑧, 8, 3,Ｃサワヤカスマイル, 63,吉田隼, 0.8, 63,* 10, -21, 9, 21.1,①①①, 8, 3,Ｍドリｰムトレジャｰ, 77,丹内祐, 0.8, 78,   4,   4,13,127.2,⑤⑤⑤, 8, 8,Ｃセイカプレスト, 71,柴山雄, 1.0, 60, -13,  15, 9, 42.6,⑨⑧⑧
 9, 2,Ａメイショウセキトバ, 60,ホワイ, 1.9, 41, -20,   3, 2,  3.8, ⑨⑨, 9,11,Ｋトミケンダンク, 54,勝浦正, 0.8, 65,   5,  -8,12,142.0,⑪⑪⑨, 9,14,Ｆダンツホウテイ, 81,藤田伸, 0.9, 78,   1,   9, 5, 12.9,⑪⑪⑪, 9, 4,Ｋモエレスタｰレット, 50,小林徹, 1.0, 62, -12,  11,11, 85.1,④④⑤
10, 9,Ｇメイプルリボｰン, 53,小林徹, 1.9, 44, -20,   4, 8, 65.9, ⑩⑩,10, 5,Ｄラプリマステラ, 62,上村洋, 1.1, 64,   2,  -8, 7, 19.4,⑭⑭⑭,10, 5,Ｎクリスタルウイング, 71,安藤勝, 0.9, 75,*  5,   0, 6, 20.0,②②①,10, 1,Ｊファｰトゥム, 63,丹内祐, 1.0, 62, -12,  12,10, 46.6,⑥⑦⑥
11,12,Ｉスイングサンデｰ, 39,木幡初, 2.6, 33, -29,   3, 9, 73.5, ⑪⑪,11,14,Ｌベルエｰル, 52,柴山雄, 1.2, 61,   5, -15,10, 66.6,⑩⑩⑬,11,11,Ｊアップルサイダｰ, 79,丸田恭, 1.1, 75,  -2,  10,14,140.8,⑫⑫⑬,11, 5,Ｂスペシャルロｰド, 73,西村太, 1.1, 60, -13,  13, 3,  7.4,⑤⑨⑨
12,11,Ｋヒビキクエスト, 12,荻野琢, 3.1, 29, -32,   0,12,390.3, ⑫⑫,12, 9,Ｈケイアイマックス, 61,丸山元, 1.5, 57,   8, -25, 4,  9.5,⑤⑥⑧,12, 4,Ｋミッキｰミラクル, 79,古川吉, 1.3, 76,  -3,  10, 4, 11.9,⑭⑭⑭,,,,,,,,,,,,
