10年11月27日 京都,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,10年11月27日 京都,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1800m 2 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:7,,,,,■ 4R  芝2910m 3歳上未勝利(混) 定量,,,,,,,,,,,,■ 7R  芝2200m 3歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:9,,,,,■10R  芝1200m 3歳上1600万(混) ﾊﾝﾃﾞ,,,,,,,出走馬ﾚﾍﾞﾙ:-1,,,,
"馬連:420円 ワイド:04-07=200円 03-07=500円 03-04=1,450円",,,,,,,,,,,,"馬連:13,300円 ワイド:11-14=4,880円 13-14=1,290円 11-13=2,440円",,,,,,,,,,,,"馬連:5,640円 ワイド:16-17=1,060円 15-17=160円 15-16=430円",,,,,,,,,,,,"馬連:2,510円 ワイド:04-13=950円 01-04=1,660円 01-13=1,860円",,,,,,,,,,,
"馬単:510円 3連複:1,700円 3連単:4,230円",,,,,,,,,,,,"馬単:33,530円 3連複:31,470円 3連単:253,020円",,,,,,,,,,,,"馬単:9,400円 3連複:1,570円 3連単:22,820円",,,,,,,,,,,,"馬単:5,540円 3連複:14,040円 3連単:81,750円",,,,,,,,,,,
■ 2R  ダ1400m 2 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:5,,,,,■ 5R  ダ1200m 2 歳新馬(混) 馬齢,,,,,,,,,,,,■ 8R  ダ1800m 3歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:5,,,,,■11R  芝1200m 3歳上ｵｰﾌﾟﾝ(国) 別定,,,,,,,出走馬ﾚﾍﾞﾙ:-3,,,,
,,,,,,,,,,,,,ﾒｲｸﾃﾞﾋﾞｭｰ京都,,,,,,,,,,,,,,,,,,,,,,,,京阪杯 ＧⅢ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 9,Ｂリリｰファイアｰ, 63,池添謙,, 63,*  1,*  9, 2,  3.1, ②②, 1, 5, メイショウツガル,---,幸英明,, 45, -13,* -7, 3,  4.9, ⑪⑦, 1, 4,Ｈスｰサンストリｰム, 73,和田竜,, 77,   4,  12, 4, 10.2,⑤⑧⑤, 1, 5,Ｂスプリングソング, 88,池添謙,, 88,*  9,   8, 2,  7.4, ③③
 2, 5,Ｃマイユクｰル, 62,北村友, 0.0, 65,   0,* 11, 3,  5.8, ④④, 2, 1, マルブツマスタｰ,---,和田竜, 0.2, 44,* -8, -13, 5, 12.7, ⑤③, 2, 8,Ｄアルバトン, 75,岩田康, 0.1, 75,   3,  11, 5, 10.7,⑧⑨⑨, 2, 8,Ｌケイアイアストン, 81,秋山真, 0.0, 89,   7,  11,13, 47.1, ⑤⑤
 3, 7,Ａサカジロゴｰルド, 69,野元昭, 0.6, 59,*  1,   3, 1,  2.1, ①①, 3,15, アップヒルティガｰ,---,岩田康, 0.3, 42, -10, -12, 4, 12.0, ⑥⑧, 3, 1,Ｇビｰチランデブｰ, 74,デムｰ, 0.2, 72,   4,   8, 3,  6.9,③④④, 3,10,Ｃモルトグランデ, 87,田辺裕, 0.1, 87,   4,* 13, 5, 11.9, ⑫⑧
 4, 1,Ｄユウキマリアッチ, 59,秋山真, 0.7, 59,  -3,*  8, 6, 19.4, ⑥⑥, 4,10, マｰブルジャック,---,川須栄, 0.4, 41, -15,* -9,13, 74.6, ⑫⑫, 4, 3,Ａマｰリンシチｰ, 79,佐藤哲, 0.2, 76,   2,* 14, 2,  3.2,⑮⑭⑭, 4, 7,Ｍスカイノダン, 81,国分恭, 0.2, 87,   4,  11, 6, 12.9, ⑧⑨
 5, 8,Ｇゼロセン, 55,酒井学, 1.4, 54,  -3,   3, 7, 21.9, ⑦⑦, 5,13, ベルモントベロニカ,---,秋山真, 1.1, 35, -12, -17, 8, 42.8, ⑩⑪, 5,14,Ｂロｰレルレガリス, 78,池添謙, 0.2, 72,*  5,   7, 1,  3.0,④③③, 5,12,Ｄジェイケイセラヴィ, 87,江田照, 0.2, 88,   2,* 14, 4,  9.7, ⑬⑬
 6, 3,Ｈシゲルトウカツカン, 49,川須栄, 1.6, 52,  -1,  -3, 8, 67.2, ③③, 6, 2, キョウワジョリｰ,---,上野翔, 1.3, 35,* -9, -21, 9, 56.3, ⑦④, 6, 6,Ｐテラボルト, 63,国分恭, 0.2, 76,   1,* 13,13, 80.9,⑪⑬⑬, 6,17,Ｏエイシンタイガｰ, 80,岩田康, 0.4, 84,   4,   8, 7, 15.1, ⑨⑫
 7,11,Ｅメロウメロディ, 59,幸英明, 1.8, 50,  -1,  -4, 5, 18.6, ⑤⑤, 7, 6, マコトハドロン,---,浜中俊, 1.3, 34, -10, -21,11, 60.7, ⑧⑨, 7, 5,Ｍボリュｰムゾｰン, 66,川須栄, 0.4, 75,   0,* 16,15, 90.4,⑯⑯⑯, 7,15,Ｋトウカイミステリｰ, 81,武幸四, 0.5, 82,   5,   6,16, 86.2, ⑦⑥
 8, 2,Ｍニシノチャンピオン, 20,国分恭, 2.0, 50,  -5,   0, 9, 78.5, ⑨⑧, 8,14, メインアヴェニュｰ,---,太宰啓, 1.4, 31, -19, -13, 6, 13.5, ⑬⑮, 8,13,Ｃツルマルシルバｰ, 77,幸英明, 0.5, 72,   2,  10, 6, 11.7,⑩⑫⑩, 8, 3,Ｒストリｰトスタイル, 77,浜中俊, 0.5, 82,   8,   4,12, 36.1, ④④
 9,13,Ｆキンショｰオｰロラ, 56,高倉稜, 2.0, 48,  -8,   4,10,145.4, ⑬⑫, 9, 9, マッシヴリｰダｰ,---,熊沢重, 1.5, 32, -19, -14,14,100.5, ⑮⑬, 9,10,Ｆタマモビｰト, 74,酒井学, 0.7, 71,   2,   7,10, 60.6,⑫⑪⑪, 9, 4,Ｊアポロドルチェ, 82,小牧太, 0.5, 84,  -1,* 13,18,170.2, ⑮⑮
10, 4,Ｉサンレイワイルド, 41,岩田康, 3.1, 40,  -6,  -9, 4, 11.7, ⑧⑨,10,12, キャニオンリバティ,---,池添謙, 1.6, 31, -11, -22,10, 56.6, ⑨⑩,10,11,Ｉスプリングミント, 71,佐久間, 0.8, 68,*  5,   2, 7, 23.5,②②②,10,13,Ｅダッシャｰゴｰゴｰ, 86,古川吉, 0.5, 84,   0,  11, 1,  2.5, ⑭⑭
11, 6,Ｋセッカチクイｰン, 34,国分優, 3.5, 37,  -7, -11,12,183.3, ⑩⑪,11, 8, マキシムカムイ,---,渡辺薫, 2.3, 27,* -8, -31,12, 71.4, ③⑤,11, 7,Ｎピｰスオブキング, 66,上村洋, 1.0, 68,*  5,  -1,16,108.2,①①①,11, 1,Ｆエｰシンダックマン, 86,佐藤哲, 0.5, 80,* 12,  -1,11, 35.3, ①①
12,12,Ｊホッコｰキングダム, 40,飯田祐, 4.1, 32,  -8, -15,11,165.1, ⑫⑬,12, 4, ハマノロｰズマリｰ,---,酒井学, 2.3, 25, -19, -21,15,110.3, ⑭⑭,12, 2,Ｅメイショウロッコｰ, 74,北村友, 1.2, 68,   1,   7, 8, 33.9,⑭⑮⑮,12, 6,Ｎプレミアムボックス, 80,幸英明, 0.6, 83,  -4,* 14,14, 47.4, ⑯⑯
13,10,Ｌナムラダッシュ, 34,石橋守, 4.8, 28,  -7, -23,13,232.0, ⑪⑩,13,11, ソニックフリｰト,---,デムｰ, 2.7, 22,* -9, -34, 1,  2.5, ④⑥,13,15,Ｋマイネルプロｰトス, 69,津村明, 1.2, 65,   4,   0, 9, 53.3,⑥⑤⑥,13,11,Ｑコパノオｰシャンズ, 78,武豊  , 0.7, 81,  -2,  11,15, 59.0, ⑰⑰
,,,,,,,,,,,,,,,,,,,,,,,,14,16,Ｌケイオｰスタｰ, 68,田辺裕, 2.0, 60,   4,  -7,12, 79.5,⑨⑥⑦,14, 2,Ａティファニｰケイス, 90,津村明, 0.9, 76,* 11,  -5, 8, 16.1, ②②
,,,,,,,,,,,,,,,,,,,,,,,,15,12,Ｊシンボリカンヌ, 71,浜中俊, 2.3, 59,   3,  -9,14, 89.4,⑬⑦⑧,15, 9,Ｈアｰバンストリｰト, 83,太宰啓, 1.0, 77,  -3,   9, 9, 28.6, ⑱⑱
,,,,,,,,,,,,,,,,,,,,,,,,16, 9,Ｏアドバンスペリｰ, 63,江田照, 2.4, 58,   2,  -8,11, 62.2,⑦⑩⑫,16,16,Ｉシンボリグラン, 83,ボニヤ, 1.2, 72,   4,  -2,10, 30.6, ⑪⑪
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,18,Ｐアポロフェニックス, 79,中舘英, 1.2, 73,   7,  -5,17, 94.0, ⑥⑦
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,14,Ｇグランプリエンゼル, 84,デムｰ, 1.6, 67,   4,  -7, 3,  9.1, ⑩⑩
ｸﾗｽ上位平均:57 ﾚｰｽﾍﾟｰｽ指数:-0 ﾚｰｽｱｶﾞﾘ指数:+7 馬場:良(指数:0),,,,,,,,,,,,ｸﾗｽ上位平均:60 ﾚｰｽﾍﾟｰｽ指数:-9 ﾚｰｽｱｶﾞﾘ指数:-12 馬場:良(指数:0),,,,,,,,,,,,ｸﾗｽ上位平均:72 ﾚｰｽﾍﾟｰｽ指数:-3 ﾚｰｽｱｶﾞﾘ指数:+5 馬場:良(指数:0),,,,,,,,,,,,ｸﾗｽ上位平均:88 ﾚｰｽﾍﾟｰｽ指数:-5 ﾚｰｽｱｶﾞﾘ指数:-2 馬場:良(指数:0),,,,,,,,,,,
単勝:310円 複勝:09=120円 05=140円 07=110円 枠連:650円,,,,,,,,,,,,"単勝:490円 複勝:05=200円 01=290円 15=320円 枠連:2,660円",,,,,,,,,,,,"単勝:1,020円 複勝:04=370円 08=350円 01=340円 枠連:1,930円",,,,,,,,,,,,"単勝:740円 複勝:05=290円 08=1,180円 10=350円 枠連:3,460円",,,,,,,,,,,
"馬連:1,230円 ワイド:05-09=350円 07-09=140円 05-07=210円",,,,,,,,,,,,"馬連:2,250円 ワイド:01-05=900円 05-15=1,080円 01-15=1,650円",,,,,,,,,,,,"馬連:7,040円 ワイド:04-08=2,140円 01-04=1,470円 01-08=1,970円",,,,,,,,,,,,"馬連:26,650円 ワイド:05-08=5,650円 05-10=1,550円 08-10=7,020円",,,,,,,,,,,
"馬単:1,840円 3連複:430円 3連単:3,370円",,,,,,,,,,,,"馬単:3,660円 3連複:7,000円 3連単:38,460円",,,,,,,,,,,,"馬単:13,430円 3連複:20,930円 3連単:117,690円",,,,,,,,,,,,"馬単:30,040円 3連複:65,070円 3連単:396,490円",,,,,,,,,,,
■ 3R  芝1600m 2 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:12,,,,,■ 6R  芝1600m 2 歳新馬(混) 馬齢,,,,,,,,,,,,■ 9R  芝2000m 2 歳ｵｰﾌﾟﾝ(混) 別定,,,,,,,出走馬ﾚﾍﾞﾙ:6,,,,,■12R  ダ1400m 3歳上1000万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:0,,,,
,,,,,,,,,,,,,ﾒｲｸﾃﾞﾋﾞｭｰ京都,,,,,,,,,,,,京都2歳ｽﾃｰｸｽ,,,,,,,,,,,,,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 3,Ａハッピｰグラス, 70,池添謙,, 69,  -8,*  7, 4,  6.2, ④④, 1,10, ナリタキングロｰド,---,武豊  ,, 63, -14,*  9, 2,  3.9, ⑥⑥, 1, 5,Ｆマｰベラスカイザｰ, 64,和田竜,, 70,   3,*  3, 8, 62.1,⑦④④, 1, 9,Ｉハｰドウォン, 77,岩田康,, 80,   3,* 12, 6, 20.4, ⑩⑨
 1, 8,Ｃユｰスティティア, 68,佐藤哲,, 67,  -8,*  7, 3,  5.9, ⑥⑦, 2, 6, シルヴァｰスプｰン,---,デムｰ, 0.2, 58,*-10,  -1, 6, 16.2, ②②, 2, 3,Ｃプレイ, 69,津村明, 0.0, 68,*  4,  -2, 5, 14.8,①①①, 2, 1,Ｅティアップゴｰルド, 79,池添謙, 0.0, 78,   3,* 12, 4,  6.3, ⑧⑥
 3, 1,Ｂクロｰバｰリｰフ, 68,デムｰ, 0.3, 65, -10,*  6, 1,  3.9, ⑪⑨, 3, 9, メデタシ,---,北村友, 0.2, 59,*-11,   2, 7, 20.4, ③③, 3, 6,Ａダノンバラｰド, 71,武豊  , 0.1, 68,   3,   1, 1,  1.8,⑤⑤⑤, 3,16,Ｃナリタスプリング, 79,浜中俊, 0.3, 77,   1,* 11, 1,  2.7, ⑫⑫
 4, 9,Ｇアンクレット, 57,武豊  , 0.4, 62,* -5,  -2,12, 37.4, ①①, 4,14, セレブリティ,---,池添謙, 0.4, 57, -13,   0, 4,  7.0, ④④, 4, 8,Ｈゴｰルドブライアン, 57,北村友, 0.2, 69,   1,*  6, 6, 19.7,⑨⑧⑨, 4,11,Ａトｰセンピングス, 85,デムｰ, 0.4, 74,   4,   7, 3,  6.3, ⑥⑦
 5,13,Ｆマコトサンパギｰタ, 60,四位洋, 0.4, 63,* -5,  -1, 2,  4.9, ③③, 5,17, スタｰコレクション,---,岩田康, 0.4, 60, -14,*  4, 1,  2.6, ⑧⑧, 5, 7,Ｅレッドセインツ, 64,浜中俊, 0.2, 68,   2,   2, 4,  8.8,④⑥⑥, 5, 5,Ｎネオファロス, 68,秋山真, 0.6, 74,*  7,   3,13,153.7, ②②
 6,16,Ｄボウシュウロｰズ, 64,浜中俊, 0.4, 64, -10,   4, 6, 14.2, ⑨⑩, 6,11, レオパルドゥス,---,ボニヤ, 0.7, 55, -17,*  3,10, 66.8, ⑬⑩, 6, 9,Ｇダｰズンロｰズ, 61,小牧太, 0.3, 66,   2,   1, 7, 32.4,⑧⑦⑦, 6, 3,Ｂメイショウトリノ, 83,武豊  , 0.6, 73,*  7,   2, 2,  4.0, ①①
 7, 2,Ｏウインルキア, 45,岩田康, 0.6, 66, -14,* 10, 7, 15.1, ⑱⑰, 7, 3, メイショウシレトコ,---,渡辺薫, 0.7, 56, -14,   0,16,214.3, ⑨⑦, 7,10,Ｂサンビｰム, 69,佐藤哲, 0.8, 58,*  4, -12, 2,  4.2,②②②, 7, 7,Ｈピノブラン, 78,川須栄, 0.7, 74,   2,   7, 7, 32.3, ⑨⑪
 8,14,Ｅイイデステップ, 62,北村友, 0.8, 56,* -7,  -6, 9, 18.4, ⑦⑤, 8, 2, メイショウビワコ,---,太宰啓, 1.2, 45, -13, -12,13,108.8, ⑤⑤, 8, 1,Ｄヴィジャイ, 67,デムｰ, 1.4, 54,   3, -19, 3,  6.2,③③③, 8,14,Ｇホクセツキングオｰ, 78,和田竜, 0.7, 74,   4,   4, 5,  8.9, ⑦⑤
 9, 5,Ｌマギストラ, 50,秋山真, 0.9, 59, -13,   2, 5, 11.7, ⑬⑬, 9,18, オｰソｰキュｰティ,---,松山弘, 1.4, 46, -18,  -4,11, 78.1, ⑭⑬, 9, 2, ロｰジｰライト,---,国分恭, 1.5, 55,   0, -13,10,237.7,⑥⑨⑧, 8, 2,Ｆグリッタｰエルフ, 79,酒井学, 0.7, 74,*  6,   2, 8, 36.0, ④③
10, 4,Ｒファランギｰス, 31,和田竜, 0.9, 59, -10,  -1,15,121.1, ⑫⑫,10, 7, オｰヴァｰジョイド,---,小牧太, 1.4, 47, -19,  -3, 3,  6.1, ⑮⑮,10, 4,Ｉアスカノバッハ, 42,幸英明, 2.8, 43,  -2, -23, 9,190.5,⑩⑩⑩,10,12,Ｍナビエストｰクス, 71,高田潤, 0.7, 74,   0,* 11,15,243.5, ⑭⑬
11,17,Ｎエｰシンサクショｰ, 46,ボニヤ, 1.0, 56, -10,  -4,14, 73.8, ⑩⑪,11, 8, ノアパワフル,---,鷹野宏, 1.4, 46, -17,  -6,15,204.5, ⑫⑫,,,,,,,,,,,,,11, 4,Ｌブラックイレブン, 71,北村友, 0.8, 73,   5,   3,10, 48.6, ⑤④
12,10,Ｐユウキオジョウｰ, 43,幸英明, 1.1, 57, -14,   2,17,249.8, ⑯⑱,12, 1, エｰティｰブラボｰ,---,幸英明, 1.4, 41,* -8, -20, 8, 52.8, ①①,,,,,,,,,,,,,12, 8,Ｄファルネｰゼ, 79,高倉稜, 1.0, 70,   1,   6, 9, 42.2, ⑬⑩
13, 7,Ｍリトルエデン, 48,川須栄, 1.1, 52,  -8,  -9,11, 37.3, ⑤⑥,13, 4, タグファンタジｰ,---,国分恭, 1.8, 40, -17, -13,18,238.4, ⑪⑨,,,,,,,,,,,,,13,15,Ｊクナンガン, 74,国分優, 1.6, 66,  -1,   2,11, 68.4, ⑮⑭
14,12,Ｊトップルビｰ, 55,小牧太, 1.3, 52, -11,  -6, 8, 17.4, ⑮⑭,14,15, ベロｰチェベリｰニ,---,秋山真, 1.9, 42, -23,  -4, 9, 59.3, ⑱⑰,,,,,,,,,,,,,14, 6,Ｏアップカントリｰ, 68,ボニヤ, 2.5, 59,  -4,  -1,14,228.8, ⑯⑯
15,18,Ｉタガノエベンヌ, 56,松山弘, 1.6, 45,  -8, -16,10, 29.6, ⑧⑧,15,13, リアリｰザワｰルド,---,武幸四, 2.6, 30, -20, -19,14,171.0, ⑯⑯,,,,,,,,,,,,,15,10,Ｐボストンカラｰズ, 66,松山弘, 4.6, 42,*  5, -32,16,290.0, ③⑧
16, 6,Ｋクラウンリバｰ, 51,熊沢重, 1.8, 47, -13, -10,16,204.0, ⑰⑮,16,16, マイネルシトラス,---,和田竜, 2.7, 29, -16, -27,17,233.4, ⑩⑪,,,,,,,,,,,,,16,13,Ｋシゲルタダカツ, 72,太宰啓, 4.6, 41,   1, -26,12, 69.9, ⑪⑮
