10年 5月22日 新潟,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,10年 5月22日 新潟,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1800m 3 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:2,,,,,■ 4R  ダ1800m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:4,,,,,■ 7R  芝1800m 4歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-1,,,,,■10R  芝2400m 3 歳500万(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:0,,,,
 9, 2,Ｊラクスクライン, 50,太宰啓, 1.8, 50,  -5,  -7, 9, 38.1,⑤⑩⑩, 9, 6,Ｆナンヨｰドリｰム, 59,中舘英, 2.0, 51,   5, -17, 4,  8.2,⑫⑨⑧, 9, 6,Ｋルｰポ, 59,宮崎北, 1.4, 56, -17,   2,11, 97.1, ⑥⑦, 9, 8,Ｂマコトヴォイジャｰ, 70,中舘英, 1.0, 66,*  3,  -4, 2,  4.5,③③③
10,11,Ｇフラワｰガイア, 55,北村友, 2.2, 46,  -3, -17, 5, 16.8,②④⑥,10,11,Ｌクリｰルアジン, 47,木幡初, 2.4, 46,   7, -23,12,126.1,④⑤⑥,10, 3,Ｏカヤドｰモトヒメ, 55,荻野琢, 1.5, 54, -16,  -3,14,165.9, ⑤⑤,10, 9,Ｇヤマニンシャスｰル, 64,古川吉, 1.1, 69,   2,   2,10, 24.2,⑦⑦⑧
11, 6,Ｉナリタレジｰナ, 50,鮫島良, 2.9, 42,  -4, -19,11,139.0,⑪⑨⑨,11,10,Ｈドラゴンメッシュ, 57,田辺裕, 2.5, 49,   6, -22, 5, 15.0,⑦⑦⑦,11, 5,Ｆタマモウィナｰ, 63,小野寺, 1.5, 55, -17,   0,10, 47.1, ⑧⑧,11, 6,Ｈメジロジェニファｰ, 61,北村友, 1.2, 66,   2,   1, 6, 10.2,④⑥⑦
12, 9,Ｍベルアｰム, 36,国分優, 3.4, 39,  -9, -13,12,185.4,⑬⑭⑭,12, 4,Ｍライブリクラフト, 46,川須栄, 3.2, 46,  -1, -12,15,291.1,⑮⑮⑮,12,11,Ｈリキサンキャロル, 60,小島太, 1.5, 59, -18,   5,15,196.1, ⑭⑬,12, 3,Ｅブリリアントシチｰ, 65,中村将, 1.3, 69,  -3,* 13,12, 81.8,⑨⑮⑮
13,13,Ｌワカクモティタン, 38,宮崎北, 3.8, 38, -11, -10,13,252.1,⑭⑮⑮,13, 2,Ｎオペラテイオウ, 46,西田雄, 3.8, 41,   4, -28,11, 91.5,⑬⑬⑫,13,14,Ｍチｰフヴァｰジニア, 58,池崎祐, 1.7, 60, -22,  11,16,603.0, ⑯⑮,13, 4,Ｃドラゴンアルテマ, 69,丸田恭, 2.1, 58,  -2,  -2, 7, 15.6,⑭⑭⑭
14, 3,Ｎカシノアイリス, 36,水口優, 4.4, 33,  -8, -25,14,258.0,⑨⑫⑫,14, 5,Ｏブラウンビリオン, 38,太宰啓, 4.1, 42,   2, -24,13,160.0,⑪⑭⑭,14, 4,Ｐヒシポジション, 43,黛弘人, 2.1, 44,*-13, -16, 8, 28.7, ①①,14,16,Ｐトｰセンキャロル, 44,田辺裕, 2.1, 57,   2, -10,13,159.3,⑧⑩⑩
15,10,Ｏカホノトップガン, 33,平野優, 4.8, 31,  -7, -29,15,275.0,⑦⑬⑬,15, 9,Ｋダンドリュｰ, 54,丹内祐, 5.4, 32,   6, -47,14,258.6,③⑧⑩,15,12,Ｌスｰパｰミノル, 59,川須栄, 3.3, 31,*-14, -30,13,149.9, ③③,15, 5,Ｍグッドカレラ, 56,松山弘, 2.5, 54,  -1, -11,15,282.3,⑥⑪⑬
,,,,,,,,,,,,,,,,,,,,,,,,16,13,Ｎパｰプルミツバチ, 58,国分優, 5.7, 12, -31, -31,12,128.6, ⑮⑯,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:60 ﾚｰｽﾍﾟｰｽ指数:-4 ﾚｰｽｱｶﾞﾘ指数:-7 馬場:良(指数:-1),,,,,,,,,,,,ｸﾗｽ上位平均:62 ﾚｰｽﾍﾟｰｽ指数:+7 ﾚｰｽｱｶﾞﾘ指数:-10 馬場:良(指数:-1),,,,,,,,,,,,ｸﾗｽ上位平均:73 ﾚｰｽﾍﾟｰｽ指数:-15 ﾚｰｽｱｶﾞﾘ指数:+5 馬場:良(指数:1),,,,,,,,,,,,ｸﾗｽ上位平均:72 ﾚｰｽﾍﾟｰｽ指数:-1 ﾚｰｽｱｶﾞﾘ指数:+5 馬場:良(指数:1),,,,,,,,,,,
"単勝:2,350円 複勝:15=500円 14=180円 12=130円 枠連:5,480円",,,,,,,,,,,,単勝:410円 複勝:13=140円 01=150円 07=120円 枠連:900円,,,,,,,,,,,,単勝:250円 複勝:08=110円 09=150円 01=140円 枠連:380円,,,,,,,,,,,,"単勝:1,640円 複勝:10=470円 12=230円 15=160円 枠連:3,620円",,,,,,,,,,,
"馬連:4,890円 ワイド:14-15=1,550円 12-15=1,240円 12-14=380円",,,,,,,,,,,,"馬連:1,110円 ワイド:01-13=310円 07-13=230円 01-07=220円",,,,,,,,,,,,馬連:430円 ワイド:08-09=190円 01-08=220円 01-09=350円,,,,,,,,,,,,"馬連:5,870円 ワイド:10-12=1,450円 10-15=1,290円 12-15=490円",,,,,,,,,,,
"馬単:11,870円 3連複:4,700円 3連単:61,680円",,,,,,,,,,,,"馬単:2,270円 3連複:660円 3連単:6,030円",,,,,,,,,,,,"馬単:740円 3連複:650円 3連単:1,990円",,,,,,,,,,,,"馬単:12,940円 3連複:6,030円 3連単:81,030円",,,,,,,,,,,
■ 2R  ダ1200m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:6,,,,,■ 5R  芝2000m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-1,,,,,■ 8R  芝1600m 4歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:3,,,,,■11R  芝2000m 4歳上1000万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-1,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,赤倉特別,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 7,Ｃサスティナブル, 64,丸山元,, 76,*  7,*  3, 1,  2.5, ①①, 1, 7,Ｃツルミプラチナム, 56,柴原央,, 59,   6,  -6, 4,  7.1,⑤⑥③, 1,13,Ａトウカイソニック, 74,的場勇,, 74,   5,*  6, 1,  2.0, ⑩⑨, 1, 7,Ｄロｰドキャニオン, 74,吉田隼,, 79,  10,*  2, 5, 12.4, ⑩⑩
 2,15,Ｆトップオブカハラ, 59,松山弘, 1.4, 60,  -3,*  1, 3,  6.9, ⑦⑦, 2, 8,Ｍドリｰムネイチヤｰ, 39,田辺裕, 0.2, 56,   6,  -7,14,172.9,⑨⑦⑦, 2,15,Ｃサクラネクスト, 72,上村洋, 0.1, 74,   7,   2, 6, 13.8, ⑦⑥, 2, 5,Ｆプラｰジュ, 72,丸山元, 0.0, 80,  10,*  4, 3,  6.3, ⑨⑨
 3,14,Ｂエクセリオン, 65,小野寺, 1.7, 56,  -6,*  0, 2,  5.8, ⑨⑨, 3, 4,Ｄメイショウピゴット, 55,太宰啓, 0.3, 56,   4,  -6, 1,  2.8,⑧⑨⑧, 3, 6,Ｆコパノカミ, 68,松田大, 0.1, 75,   1,* 12, 4, 10.0, ⑬⑭, 3, 2,Ｃメイショウイチバン, 75,飯田祐, 0.1, 79,   8,*  4, 4,  6.9, ⑪⑪
 4, 3,Ｅメイショウセキトバ, 61,小島太, 1.8, 57,  -1,  -5, 4, 11.2, ⑥⑥, 4, 1,Ｆカツヨスペシャル, 52,西村太, 0.5, 53,   5, -13,10, 82.6,④⑤⑤, 4, 3,Ｎケｰジｰカチボシ, 61,宮崎北, 0.2, 71,*  8,  -1,10, 42.3, ③③, 4, 4,Ｂタニオブゴｰルド, 75,丸田恭, 0.2, 76,* 12,  -5, 8, 31.1, ⑤④
 5, 8,Ａプリマベｰラシチｰ, 66,吉田隼, 1.9, 59,*  5, -11, 6, 12.7, ③③, 5, 3,Ｈサンデｰキリシマ, 50,松田大, 0.5, 53,*  8, -19, 8, 35.8,②②②, 5,10,Ｈニシノマルス, 68,田辺裕, 0.5, 67,   0,*  8, 7, 19.1, ⑮⑮, 5, 1,Ｊニシノラブキング, 69,北村友, 0.6, 74,  11,  -8, 2,  3.2, ⑥⑥
 6, 5,Ｈリビングプルｰフ, 58,古川吉, 2.0, 59,*  5, -11, 9, 18.4, ②②, 6,11,Ｅトｰセンバリュｰ, 53,丸山元, 0.6, 56,   3,  -5, 3,  5.0,⑭⑫⑨, 6, 8,Ｍゴｰルドストレイン, 63,木幡初, 0.6, 68,   3,   2,11, 55.2, ⑪⑪, 6,11,Ｅストロングラリｰ, 73,太宰啓, 0.9, 70,  11, -12, 6, 12.6, ⑦⑦
 7,11,Ｉムラマサヒメ, 56,田中博, 2.1, 55,  -4,  -3,11, 33.0, ⑧⑧, 7, 9,Ｇテイエムブユウデン, 51,松山弘, 0.6, 55,   0,*  1, 9, 55.5,⑬⑭⑭, 7, 1,Ｅヒルトップシｰン, 69,北村友, 0.7, 66,   5,  -5, 3,  7.7, ⑤⑤, 7, 3,Ａダイワオｰジｰ, 82,田辺裕, 0.9, 68,  11, -12, 1,  3.0, ⑧⑧
 8, 2,Ｋサヴァラン, 47,北村友, 2.3, 51,  -9,  -2,10, 25.9, ⑩⑩, 8, 5,Ｉオｰパスクイｰン, 49,北村友, 0.7, 51,*  8, -23, 6, 17.3,①①①, 8, 2,Ｌカワキタラブポップ, 63,村田一, 0.8, 64,*  8, -11,12, 76.5, ②②, 8,12,Ｌパルエクスプレス, 65,木幡初, 1.0, 68,* 12, -18,11,118.4, ③③
 9,12,Ｊムｰンライトシティ, 55,中舘英, 2.7, 50,   2, -15, 8, 14.8, ④④, 9,16,Ｂフォｰリアル, 57,丸田恭, 1.0, 51,  -1,* -3, 5,  9.3,⑮⑮⑮, 9,11,Ｂラムタムタガｰ, 72,安藤光, 0.9, 62,   7, -10, 5, 11.2, ④④, 9, 6,Ｋメイショウマゼラン, 65,古川吉, 1.0, 71,   8,  -9, 9, 40.0, ⑫⑫
10, 1,Ｇウォｰタｰリズム, 58,太宰啓, 2.9, 46,  -9,  -6, 7, 14.4, ⑪⑪,10,10,Ｏトｰセンマイスタｰ, 12,上村洋, 1.1, 50,*  9, -26,13,133.3,③③④,10, 5,Ｄファイアレッド, 70,古川吉, 1.0, 65,   3,  -4, 2,  7.3, ⑨⑩,10,10,Ｉセイカジｰベック, 69,松山弘, 1.7, 62,  10, -21,12,163.7, ④⑤
11,13,Ｄパキッシュ, 61,宮崎北, 3.0, 47,   1, -17, 5, 11.6, ⑤⑤,11,13,Ａマイネルウインザｰ, 61,大野拓, 1.1, 49,   4, -18, 2,  3.9,⑩⑩⑪,11,12,Ｉマイネベクルックス, 68,丹内祐, 1.2, 60,   6, -11,12, 76.5, ⑧⑧,11, 8,Ｇキクカラヴリイ, 72,的場勇, 2.9, 52,* 13, -44,10, 41.8, ②②
12, 6, シルキｰブライド,---,大野拓, 3.8, 37, -12, -12,12, 57.0, ⑬⑬,12,15,Ｌオｰスミショウサン, 43,古川吉, 1.3, 48,   5, -23,12,105.8,⑥⑧⑩,12, 7,Ｇティアップノブレス, 68,丸山元, 1.3, 60,  -3,   2, 8, 26.1, ⑯⑯,12, 9,Ｈアルカザン, 69,柴原央, 3.6, 49,* 15, -62, 7, 18.6, ①①
13, 9,Ｍホッコｰブロウ, 33,飯田祐, 4.5, 35, -27,  -4,15,270.0, ⑭⑭,13, 6,Ｊバトルヒミコ, 49,的場勇, 1.7, 42,*  7, -32,11, 82.9,⑪④⑥,13,14,Ｋセンザイイチグウ, 67,松山弘, 1.4, 57,   1,  -7,16,150.7, ⑭⑬,,,,,,,,,,,,
14,10,Ｌアグネスルｰク, 46,上村洋, 4.5, 34,  -9, -20,13,191.6, ⑫⑫,14,12,Ｎセイカディｰバ, 26,南田雅, 1.8, 45,  -4,  -7,16,411.2,⑫⑯⑯,14,16,Ｐサクラフジビュｰ, 48,丸田恭, 1.6, 54,* 10, -24,14,134.4, ①①,,,,,,,,,,,,
15, 4, サンゼンノカガヤキ,---,平野優, 6.1,  5, -30, -15,14,254.7, ⑮⑮,15, 2,Ｋサマｰフィオｰレ, 48,吉田隼, 2.1, 39,   3, -29, 7, 25.2,⑦⑪⑫,15, 9,Ｏロｰドクリムゾン, 57,大野拓, 1.7, 56,   3, -14,15,146.0, ⑫⑫,,,,,,,,,,,,
,,,,,,,,,,,,16,14, サバイヴアゲン,---,黛弘人, 2.9, 33,   0, -33,15,231.1,⑯⑬⑬,16, 4,Ｊスペック, 67,田中博, 2.2, 49,   6, -26, 9, 31.0, ⑥⑦,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:62 ﾚｰｽﾍﾟｰｽ指数:+1 ﾚｰｽｱｶﾞﾘ指数:-3 馬場:良(指数:-1),,,,,,,,,,,,ｸﾗｽ上位平均:63 ﾚｰｽﾍﾟｰｽ指数:+4 ﾚｰｽｱｶﾞﾘ指数:-5 馬場:良(指数:1),,,,,,,,,,,,ｸﾗｽ上位平均:73 ﾚｰｽﾍﾟｰｽ指数:+1 ﾚｰｽｱｶﾞﾘ指数:-1 馬場:良(指数:1),,,,,,,,,,,,ｸﾗｽ上位平均:80 ﾚｰｽﾍﾟｰｽ指数:+3 ﾚｰｽｱｶﾞﾘ指数:-7 馬場:良(指数:1),,,,,,,,,,,
単勝:250円 複勝:07=120円 15=180円 14=160円 枠連:390円,,,,,,,,,,,,"単勝:710円 複勝:07=200円 08=2,650円 04=150円 枠連:21,870円",,,,,,,,,,,,単勝:200円 複勝:13=120円 15=230円 06=270円 枠連:840円,,,,,,,,,,,,"単勝:1,240円 複勝:07=300円 05=230円 02=230円 枠連:1,950円",,,,,,,,,,,
"馬連:1,310円 ワイド:07-15=400円 07-14=280円 14-15=570円",,,,,,,,,,,,"馬連:46,810円 ワイド:07-08=8,910円 04-07=350円 04-08=5,870円",,,,,,,,,,,,"馬連:1,110円 ワイド:13-15=490円 06-13=410円 06-15=1,770円",,,,,,,,,,,,"馬連:3,090円 ワイド:05-07=1,010円 02-07=900円 02-05=790円",,,,,,,,,,,
"馬単:1,880円 3連複:1,610円 3連単:7,520円",,,,,,,,,,,,"馬単:81,370円 3連複:34,080円 3連単:385,970円",,,,,,,,,,,,"馬単:1,480円 3連複:3,070円 3連単:10,170円",,,,,,,,,,,,"馬単:6,690円 3連複:6,410円 3連単:42,490円",,,,,,,,,,,
■ 3R  芝1200m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:0,,,,,■ 6R  ダ1200m 4歳上500万(牝) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:0,,,,,■ 9R  ダ1800m 4歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:8,,,,,■12R  芝1000m 4歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-2,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,飛翔特別,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,12,Ｈタツサファイヤ, 48,吉田隼,, 63,*  2,   0, 5,  8.4, ①①, 1, 4,Ｂバイラオｰラ, 73,吉田隼,, 80,*  7,*  9, 2,  4.0, ②②, 1, 3,Ｄトランソニック, 72,鮫島良,, 70,*  7,   4, 1,  3.8,③③③, 1, 8,Ｃゴｰルデンリング, 67,吉田隼,, 76,*  4,* 12, 2,  4.8,   
 2,10,Ｅケイアイアシュラ, 54,大野拓, 0.2, 61,  -7,*  7, 1,  3.0, ⑧⑦, 2, 6,Ｅマイディスカバリｰ, 69,中舘英, 1.1, 68,*  9,  -3, 4, 11.9, ①①, 2,10,Ｈヤマノベガ, 71,的場勇, 0.0, 69,*  7,   2,10, 27.7,②②②, 2,10,Ｉスイｰトライラ, 62,的場勇, 0.2, 72,  -1,* 11, 8, 16.2,   
 3,15,Ｆサマｰヘレネ, 51,黛弘人, 0.5, 57,  -4,   1, 8, 33.6, ⑥⑥, 3, 1,Ｇクリスリリｰ, 63,川須栄, 1.2, 67,   0,   4,12, 70.0, ⑦⑥, 3,12,Ｇグラスブレイド, 71,大野拓, 0.0, 69,   4,* 10, 4,  7.1,⑬⑫⑫, 3, 1,Ｂアスタｰエンペラｰ, 69,太宰啓, 0.3, 71,*  3,   7, 1,  3.8,   
 4, 1,Ｂオモイデサクラ, 56,宮崎北, 0.6, 55,  -4,  -1, 3,  5.5, ④④, 4,10,Ａフェイズシフト, 77,太宰啓, 1.2, 67,  -1,   5, 1,  2.3, ⑩⑨, 4, 2,Ｎダノンフｰバフｰバ, 66,松山弘, 0.0, 70,   3,* 11,13, 80.1,⑫⑬⑬, 4,15,Ａテラノチェリｰ, 71,柴原央, 0.4, 70,*  3,   6, 3,  4.9,   
 5,11,Ｌエイシンロックオン, 43,北村友, 0.9, 52,*  0,  -9, 7, 15.1, ②②, 5,15,Ｌニホンピロピンキｰ, 59,田中博, 1.4, 66,  -8,* 10, 7, 26.6, ⑭⑭, 5, 4,Ｋアドマイヤワｰルド, 70,北村友, 0.0, 69,*  8,   1, 7, 13.1,①①①, 5,12,Ｆビスカヤ, 64,宮崎北, 0.4, 69,  -4,* 12, 9, 18.6,   
 6, 9,Ｊメジロレｰガン, 47,太宰啓, 1.0, 50,* -2,  -9, 6, 12.5, ③③, 6, 3,Ｃイグナイトカフェ, 71,二本柳, 1.5, 64,   4,  -2, 5, 16.2, ③③, 6, 6,Ｆクレバｰネオ, 72,吉田隼, 0.2, 70,   6,   3, 6, 11.7,④④④, 6,14,Ｌテイクザスカイ, 58,大野拓, 0.6, 66,  -8,  10,13, 67.8,   
 7,13,Ａショウナンアオバ, 57,田辺裕, 1.0, 50, -15,*  4,12, 96.3, ⑬⑬, 7,11,Ｄコロナ, 70,国分優, 2.2, 58,  -2,  -3, 3,  4.2, ⑪⑩, 7, 7,Ｍメイクセンス, 68,古川吉, 0.3, 67,   4,   6, 9, 20.6,⑨⑪⑪, 7, 9,Ｄチェアユｰアップ, 65,荻野琢, 0.6, 66,  -4,   9, 6, 12.9,   
 8, 2,Ｇゴｰルデンダニエル, 50,渡辺薫, 1.2, 49,  -7,  -6, 9, 37.3, ⑦⑧, 8,12,Ｆケｰジｰカンザクラ, 64,古川吉, 2.3, 57,   0,  -5, 6, 21.2, ⑧⑧, 8, 1,Ｂアグネスフリｰダム, 74,上村洋, 0.5, 69,   6,   2,12, 39.1,⑥⑦⑦, 8,11,Ｇマルセイユシチｰ, 63,松田大, 0.7, 65,  -1,   5, 5, 11.4,   
 9, 5,Ｃポイントアフタｰ, 55,丸山元, 1.2, 47,  -4,  -9, 2,  5.4, ⑤⑤, 9, 8,Ｊニットウエジョン, 62,平野優, 2.5, 55,  -2,  -6,15,383.2, ⑨⑪, 9, 8,Ａヴァルドルフ, 76,丸山元, 0.6, 65,   5,   3, 5,  8.1,⑩⑩⑩, 9,16,Ｐゲイリｰクイン, 50,田辺裕, 0.8, 61,  -7,   7,15,104.9,   
10, 7,Ｋストｰクフィｰルド, 44,松山弘, 1.3, 48, -10,  -3,10, 40.4, ⑩⑨,10, 9,Ｍカリスマブラック, 58,宮崎北, 2.8, 52, -12,   2,14,324.5, ⑮⑮,10, 5,Ｊソヴリン, 71,木幡初, 0.7, 62,   5,   0,11, 29.3,⑦⑧⑧,10,13,Ｈファンタジックキｰ, 63,丹内祐, 1.0, 59,  -5,   3,10, 24.3,   
11, 6,Ｉワイルドスマイル, 48,小野寺, 1.3, 47, -27,* 12,15,234.9, ⑯⑮,11, 2,Ｋプリティマリ, 60,松山弘, 3.0, 51,   3, -14,13,127.1, ④④,11,15,Ｅパックノオトウト, 72,村田一, 0.8, 64,   6,  -2, 8, 19.0,⑧⑤⑤,11, 3,Ｊスズカロングラン, 60,安藤光, 1.0, 59, -16,* 12,16,149.8,   
12, 4,Ｎスノｰボｰル, 38,西村太, 1.4, 45, -11,  -5,14,232.9, ⑨⑫,12,13,Ｈワンダｰジュｰル, 63,小野寺, 3.1, 51,  -3,  -9,10, 67.6, ⑫⑬,12,14,Ｉレッドシャドウ, 71,中舘英, 1.1, 62,   6,  -4, 3,  6.6,⑪⑥⑥,12, 4,Ｅメインヴォｰカル, 64,丸田恭, 1.1, 59,*  3,  -4, 7, 15.4,   
13,16,Ｄジュウクセイリュウ, 55,柴原央, 1.5, 44, -12,  -5, 4,  6.1, ⑫⑪,13,14,Ｏベルモントダイヤ, 57,西田雄, 3.7, 44,  -4, -14, 9, 55.3, ⑬⑫,13, 9,Ｃマｰブルアロｰ, 73,宮崎北, 1.1, 61,   5,  -3, 2,  5.0,⑤⑨⑨,13, 6,Ｎシルクストレングス, 55,田中博, 1.1, 58,  -3,   0,12, 62.2,   
14,14,Ｍヤマニンティアモ, 38,中舘英, 1.6, 43, -11,  -8,11, 53.8, ⑪⑩,14, 7,Ｎエイブルアロｰ, 58,丸山元, 4.5, 37,   2, -27,11, 67.6, ⑤⑤,14,11,Ｌシルキｰチｰフ, 69,田辺裕, 1.2, 63,   2,   3,15,226.4,⑮⑭⑭,14, 2,Ｏパンコｰルデイズ, 54,村田一, 1.2, 57,   1,  -4,11, 48.0,   
