10年11月28日 京都,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,10年11月28日 京都,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1200m 2 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-2,,,,,■ 4R  芝3170m 3歳上ｵｰﾌﾟﾝ(混) 別定,,,,,,,,,,,,■ 7R  ダ1400m 3歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:1,,,,,■10R  ダ1800m 3歳上1000万(混) ﾊﾝﾃﾞ,,,,,,,出走馬ﾚﾍﾞﾙ:3,,,,
 9, 5,Ｎヒミノナナ, 22,酒井学, 1.4, 45, -11,   0,13,214.6, ⑫⑪, 9, 7, ダノンバッカス,,西谷誠,220.5,,,, 7, 18.5,④⑦⑩, 9,12,Ｈルロワ, 68,国分恭, 1.5, 70,  -8,  14, 7, 21.2, ⑫⑬, 9, 1,Ｃスパｰクルシチｰ, 82,和田竜, 1.5, 77,   1,  12, 6, 13.9,⑤⑥⑦
10, 6,Ｊクリノミッキｰ, 40,国分優, 1.5, 41,  -7,  -6,10, 93.1, ⑩⑧,10,10, ザバトルメイトル,,浜野谷,221.3,,,,10, 64.3,①④⑨,10, 5,Ｍレジュｰルダムｰル, 65,福永祐, 1.7, 68, -10,  14, 2,  7.0, ⑮⑮,10, 9,Ｅアグネスラナップ, 80,福永祐, 2.1, 70,*  3,   4, 7, 21.9,④④③
11, 3,Ｌシゲルマドギワゾク, 33,国分恭, 2.1, 38,  -7, -10,12,172.6, ⑨⑩,,,,,,,,,,,,,11, 3,Ｎメジロブラボｰ, 63,川田将, 1.7, 67,  -6,   9,13,145.6, ⑦⑧,11,10,Ｉエプソムスタウト, 79,尾島徹, 2.2, 70,   1,   7,12,142.9,⑥⑦⑩
12, 4,Ｉノブアルコバレｰノ, 42,高田潤, 2.4, 34,  -7, -13, 6, 17.2, ⑪⑨,,,,,,,,,,,,,11, 4,Ｃエクスプレスワン, 74,ウィリ, 1.7, 66,* -4,   6, 3,  8.5, ③④,12, 8,Ａエｰシンサンスタｰ, 83,小牧太, 3.3, 59,*  4,  -8, 3,  7.4,⑨②②
13,11,Ｍキｰジュピタｰ, 33,小林徹, 3.0, 30, -18,  -8,14,336.3, ⑭⑭,,,,,,,,,,,,,13, 7,Ｊオシャベリコパ, 66,安部幸, 2.2, 63,  -7,   5,14,153.4, ⑧⑪,,,,,,,,,,,,
14,14,Ｏサンマルシャイン, -9,野元昭, 4.4, 17,  -9, -29,15,397.9, ⑧⑬,,,,,,,,,,,,,14, 2,Ｐバトルスウィｰパｰ, 37,和田竜, 2.6, 60, -10,   6,15,311.1, ⑭⑭,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,15,10,Ｆセレスコクオｰ, 71,吉田稔, 3.5, 51,  -6,  -8, 9, 52.2, ⑥⑥,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,16, 1,Ｏホワイトコマンダｰ, 40,高野容, 4.8, 42,  -9, -14,16,342.7, ⑬⑫,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:57 ﾚｰｽﾍﾟｰｽ指数:-2 ﾚｰｽｱｶﾞﾘ指数:+1 馬場:良(指数:1),,,,,,,,,,,,,,,,,,,,,,,,ｸﾗｽ上位平均:72 ﾚｰｽﾍﾟｰｽ指数:-13 ﾚｰｽｱｶﾞﾘ指数:+12 馬場:良(指数:1),,,,,,,,,,,,ｸﾗｽ上位平均:80 ﾚｰｽﾍﾟｰｽ指数:-10 ﾚｰｽｱｶﾞﾘ指数:+10 馬場:良(指数:1),,,,,,,,,,,
単勝:170円 複勝:10=110円 02=160円 08=800円 枠連:390円,,,,,,,,,,,,"単勝:490円 複勝:03=210円 06=470円 02=500円 枠連:2,010円",,,,,,,,,,,,単勝:180円 複勝:16=120円 09=190円 15=230円 枠連:540円,,,,,,,,,,,,"単勝:230円 複勝:05=120円 02=250円 07=150円 枠連:1,190円",,,,,,,,,,,
"馬連:390円 ワイド:02-10=230円 08-10=1,220円 02-08=2,420円",,,,,,,,,,,,"馬連:5,180円 ワイド:03-06=1,530円 02-03=1,250円 02-06=3,060円",,,,,,,,,,,,馬連:770円 ワイド:09-16=340円 15-16=370円 09-15=680円,,,,,,,,,,,,"馬連:1,180円 ワイド:02-05=420円 05-07=200円 02-07=600円",,,,,,,,,,,
"馬単:640円 3連複:4,670円 3連単:13,480円",,,,,,,,,,,,"馬単:8,570円 3連複:17,940円 3連単:106,340円",,,,,,,,,,,,"馬単:1,070円 3連複:2,040円 3連単:6,450円",,,,,,,,,,,,"馬単:1,820円 3連複:1,200円 3連単:5,920円",,,,,,,,,,,
■ 2R  芝1400m 2 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:5,,,,,■ 5R  芝1400m 2 歳新馬 馬齢,,,,,,,,,,,,■ 8R  芝2400m 3歳上1000万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-4,,,,,■11R  ダ1200m 3歳上ｵｰﾌﾟﾝ(混) 別定,,,,,,,出走馬ﾚﾍﾞﾙ:3,,,,
,,,,,,,,,,,,,ﾒｲｸﾃﾞﾋﾞｭｰ京都,,,,,,,,,,,,,,,,,,,,,,,,太秦ｽﾃｰｸｽ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 1,Ａクリアンサス, 60,国分恭,, 66,* -7,*  6, 1,  2.8, ①①, 1, 2, メイショウムｰス,---,飯田祐,, 64, -11,   6, 4,  7.0, ④④, 1, 3,Ｂカネトシパサｰジュ, 80,川田将,, 82,  10,* 20, 1,  2.3,⑨⑨⑨, 1, 7,Ｄエノク, 90,浜中俊,, 93,   8,* 22, 2,  3.9, ⑥④
 2,14,Ｄツルマルレオン, 55,小牧太, 0.2, 65,*-10,*  7, 2,  3.8, ④④, 2, 4, キョウワダッフィｰ,---,中舘英, 0.2, 64, -15,*  8, 6, 10.8, ⑥⑥, 2, 2,Ｇパントクラトｰル, 72,福永祐, 0.0, 80,  10,* 17, 2,  3.5,⑧⑧⑧, 2, 4,Ａセントラルコｰスト, 92,ウィリ, 0.3, 90,* 13,  15, 5, 18.8, ②②
 3, 3,Ｅコウエイキング, 55,岩田康, 0.5, 62,*-10,   3, 5,  8.1, ③②, 3, 9, ペニｰブラック,---,上村洋, 0.2, 63, -15,*  8, 5,  8.2, ⑦⑦, 3, 4,Ｃブルｰスタｰキング, 78,ウィリ, 0.0, 79,  11,  12, 3,  5.4,④④⑤, 3,14,Ｂペプチドルビｰ, 90,荻野要, 0.4, 89,* 10,  16, 6, 19.3, ③③
 4,10,Ｂパワフルキリシマ, 58,高倉稜, 0.6, 60, -11,   4, 3,  6.4, ⑤⑥, 4,12, アｰスワンキセキ,---,渡辺薫, 0.5, 57,*-10,  -3,11, 35.5, ③③, 4, 9,Ｄエタｰナルクラウン, 77,浜中俊, 0.2, 77,  12,   8, 4,  8.8,⑤⑤④, 4, 9,Ｈマルカベンチャｰ, 86,岩田康, 0.6, 88,   3,* 22, 1,  2.8, ⑨⑨
 5, 8,Ｐゴｰルデンオブジェ, 32,ウィリ, 0.8, 59, -14,   5, 6, 20.7, ⑧⑧, 5, 5, トップシュｰル,---,吉田稔, 0.6, 61, -19,* 10, 8, 17.8, ⑧⑪, 5, 7,Ａギムレットアイ, 80,秋山真, 0.4, 76,  13,   4, 5, 10.3,③③③, 5, 8,Ｏプロセッション, 78,安部幸, 0.9, 86,   6,  17,14,144.2, ⑧⑦
 6,18,Ｇデｰヴァロｰカ, 53,福永祐, 0.9, 56, -11,  -1, 7, 29.6, ⑥⑤, 6,13, ラディアｰレ,---,和田竜, 0.7, 55, -12,  -2, 1,  3.4, ⑤⑤, 6, 6,Ｅスリｰキセキ, 76,岩田康, 0.7, 72,* 14,  -5, 6, 16.5,②②②, 6, 1,Ｅグランドラッチ, 87,中舘英, 0.9, 84,   2,  20,10, 33.5, ⑪⑩
 7,15,Ｃチアフルアイズ, 56,和田竜, 1.1, 56, -12,   0, 4,  7.9, ⑦⑦, 7, 6, サンレガｰロ,---,岩田康, 0.8, 59, -21,*  9, 2,  5.3, ⑫⑫, 7, 1,Ｉコロニアルペガサス, 53,尾島徹, 1.3, 67,  11,  -4, 9, 84.7,⑦⑦⑦, 7, 6,Ｆスリｰアリスト, 86,尾島徹, 1.0, 84,   0,  21, 7, 19.5, ⑬⑫
 8, 4,Ｌカトルズスルｰ, 45,松山弘, 1.1, 56, -18,*  6,10, 37.4, ⑫⑪, 8, 1, テイクアベット,---,幸英明, 0.9, 50,* -9, -10, 3,  6.2, ①①, 8, 8,Ｆティルフィング, 74,国分恭, 1.5, 65,  11,  -9, 8, 31.0,⑥⑥⑥, 8,13,Ｊファイナルスコアｰ, 83,松山弘, 1.2, 83,   3,  16, 9, 26.9, ⑩⑪
 9,16,Ｆヒカリゴｰルド, 54,国分優, 1.1, 52,* -9,  -6,11, 42.9, ②③, 9, 3, マルブツクラウン,---,北村友, 1.1, 52, -19,   1,10, 32.2, ⑨⑧, 9, 5,Ｈドリｰムストライド, 61,和田竜, 1.6, 64,* 14, -18, 7, 30.3,①①①, 9,10,Ｃアｰスサウンド, 90,福永祐, 1.3, 81,   8,  10, 3,  4.1, ④⑤
10, 6,Ｋジャマイカジョｰ, 47,幸英明, 1.2, 58, -21,* 10,13, 91.4, ⑯⑭,10, 7, ミリオネアワルツ,---,太宰啓, 1.1, 53, -21,   4, 7, 12.6, ⑬⑬,,,,,,,,,,,,,10, 3,Ｎトシギャングスタｰ, 80,小牧太, 1.4, 80,  -8,* 25, 8, 20.2, ⑮⑭
11,17,Ｊマルデデルマ, 48,古川吉, 1.3, 53, -14,  -2,12, 75.4, ⑨⑨,11, 8, シゲルセキニンシャ,---,小林徹, 1.6, 42,* -8, -19,12,149.7, ②②,,,,,,,,,,,,,11,12,Ｋシルクビッグタイム, 83,和田竜, 1.7, 78,   6,   9,11, 50.4, ⑦⑧
12,11,Ｍファイアアロｰ, 45,川田将, 1.6, 52, -19,   2, 9, 32.5, ⑮⑮,12,15, リアライズプラケオ,---,福永祐, 1.7, 44, -19,  -7, 9, 24.6, ⑪⑨,,,,,,,,,,,,,12,15,Ｌタマモホットプレイ, 81,渡辺薫, 2.1, 75,   0,  12,15,247.9, ⑭⑬
13, 7,Ｏタマモプリマドンナ, 35,小林徹, 1.6, 50, -17,   0,14,288.4, ⑬⑬,13,10, マサノエクスプレス,---,安部幸, 2.3, 37, -23, -10,14,175.9, ⑭⑭,,,,,,,,,,,,,13, 2,Ｇアウトクラトｰル, 86,国分恭, 2.3, 73,* 13,  -3, 4, 13.0, ①①
14, 9,Ｉサクラミナクル, 49,川須栄, 1.7, 48, -16,  -3,17,339.8, ⑪⑫,14,14, キョウワブリット,---,国分恭, 2.4, 34, -19, -16,13,167.4, ⑩⑩,,,,,,,,,,,,,14,11,Ｉスリｰアベニュｰ, 83,幸英明, 2.4, 71,  -1,   9,12, 85.7, ⑫⑮
15, 2,Ｎドンウイング, 44,安部幸, 1.8, 47, -15,  -6,15,300.9, ⑩⑩,15,11, ヤマニンレジェｰル,---,赤木高, 5.8,  0, -46, -23,15,252.9, ⑮⑮,,,,,,,,,,,,,15, 5,Ｍナンヨｰヒルトップ, 81,川田将, 2.9, 67,   7,  -3,13,109.9, ⑤⑥
16,12,Ｈスパｰブクィｰン, 52,秋山真, 2.2, 43, -19,  -6, 8, 30.8, ⑭⑯,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,13,Ｒシュンサチ, 29,渡辺薫, 3.6, 27, -24, -18,16,330.4, ⑰⑰,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18, 5,Ｑトキノホｰザン, 31,吉田稔, 3.7, 25, -27, -15,18,487.0, ⑱⑱,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:57 ﾚｰｽﾍﾟｰｽ指数:-8 ﾚｰｽｱｶﾞﾘ指数:+4 馬場:良(指数:2),,,,,,,,,,,,ｸﾗｽ上位平均:55 ﾚｰｽﾍﾟｰｽ指数:-6 ﾚｰｽｱｶﾞﾘ指数:+8 馬場:良(指数:2),,,,,,,,,,,,ｸﾗｽ上位平均:79 ﾚｰｽﾍﾟｰｽ指数:+3 ﾚｰｽｱｶﾞﾘ指数:+3 馬場:良(指数:2),,,,,,,,,,,,ｸﾗｽ上位平均:87 ﾚｰｽﾍﾟｰｽ指数:-7 ﾚｰｽｱｶﾞﾘ指数:+6 馬場:良(指数:1),,,,,,,,,,,
単勝:280円 複勝:01=130円 14=130円 03=170円 枠連:380円,,,,,,,,,,,,"単勝:700円 複勝:02=260円 04=330円 09=280円 枠連:1,770円",,,,,,,,,,,,単勝:230円 複勝:03=110円 02=120円 04=150円 枠連:320円,,,,,,,,,,,,"単勝:390円 複勝:07=170円 04=480円 14=460円 枠連:3,060円",,,,,,,,,,,
馬連:460円 ワイド:01-14=230円 01-03=430円 03-14=540円,,,,,,,,,,,,"馬連:4,200円 ワイド:02-04=1,540円 02-09=1,390円 04-09=1,190円",,,,,,,,,,,,馬連:280円 ワイド:02-03=150円 03-04=230円 02-04=290円,,,,,,,,,,,,"馬連:4,050円 ワイド:04-07=1,200円 07-14=1,120円 04-14=5,190円",,,,,,,,,,,
"馬単:950円 3連複:1,440円 3連単:5,170円",,,,,,,,,,,,"馬単:7,970円 3連複:12,100円 3連単:74,190円",,,,,,,,,,,,"馬単:500円 3連複:450円 3連単:1,410円",,,,,,,,,,,,"馬単:6,910円 3連複:22,660円 3連単:97,940円",,,,,,,,,,,
■ 3R  芝1800m 2 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:5,,,,,■ 6R  芝2000m 2 歳新馬 馬齢,,,,,,,,,,,,■ 9R  芝1600m 2 歳500万(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:3,,,,,■12R  芝1200m 3歳上1000万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:0,,,,
,,,,,,,,,,,,,ﾒｲｸﾃﾞﾋﾞｭｰ京都,,,,,,,,,,,,白菊賞,,,,,,,,,,,,,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,18,Ｃハｰバｰコマンド, 62,ウィリ,, 74,* -7,* 10, 2,  7.6, ③③, 1,12, アサクサショパン,---,岩田康,, 67,* -6,   7, 1,  1.9,②②②, 1, 6,Ａドナウブルｰ, 70,福永祐,, 75, -27,* 31, 1,  1.7, ⑨⑦, 1,10,Ｅエｰシンヴァｰゴウ, 75,福永祐,, 82,* 13,   2, 1,  1.8, ②②
 2, 9,Ａアドマイヤカｰリン, 72,福永祐, 0.3, 73, -10,* 12, 1,  1.2, ⑦⑤, 2, 9, カｰマイン,---,福永祐, 0.1, 69, -10,* 16, 2,  3.7,⑪⑫⑩, 2,10,Ｂケイティｰズジェム, 67,岩田康, 0.2, 70, -26,  24, 2,  4.1, ⑤⑥, 2, 8,Ｉメイショウロｰラン, 71,飯田祐, 0.1, 82,  -1,* 15, 3,  9.7, ⑨⑧
 3,17,Ｉサウンドボルケｰノ, 50,岩田康, 0.4, 69,* -6,   3, 6, 39.6, ②②, 3, 8, アストリンジャｰ,---,浜中俊, 0.2, 69, -12,* 19,11, 56.4,⑬⑬⑬, 3, 1,Ｃハピシン, 67,酒井学, 0.5, 63, -23,  16, 3,  6.9, ③④, 3, 7,Ｊメイショウサバト, 70,田嶋翔, 0.1, 81,   3,  11, 7, 17.5, ⑥⑤
 4, 5,Ｆザルグｰン, 53,和田竜, 0.8, 66,  -9,   2, 3, 12.2, ④④, 4, 6, アバウト,---,ウィリ, 0.2, 63,* -5,   1, 7, 23.7,①①①, 4, 8,Ｇエリンコｰト, 51,幸英明, 0.5, 62,*-22,  13, 5, 25.9, ②②, 4,11,Ｄトｰホウシンバル, 77,岩田康, 0.3, 79,   4,   8, 2,  7.0, ⑤⑥
 5, 4,Ｇオオトリケンジャ, 52,北村友, 1.3, 56,* -6, -10,15,396.5, ①①, 5, 3, ファタモルガｰナ,---,和田竜, 0.4, 66, -11,* 13, 5, 20.7,⑫⑪⑫, 5, 5,Ｄマリアビスティｰ, 63,ウィリ, 0.6, 65, -31,  24, 4,  7.8, ⑩⑨, 5,14,Ｆエトピリカ, 75,川須栄, 0.3, 78,  -1,* 13, 8, 22.4, ⑦⑨
 6, 6,Ｅクリノプロジェクト, 57,飯田祐, 1.4, 61, -11,   0,12,249.2, ⑧⑨, 6, 5, メイショウマルクル,---,武幸四, 0.4, 62,* -8,   4,12, 61.3,③④③, 6,11,Ｅトｰホウペッグ, 59,浜中俊, 0.7, 64, -28,  20, 8, 41.6, ⑦⑧, 6, 1,Ａメルシｰヨｰク, 78,北村友, 0.5, 76,  -5,* 14, 5, 12.6, ⑪⑪
 7,11,Ｌエｰシンギガウイン, 49,国分恭, 1.5, 59, -13,   0, 5, 34.2, ⑬⑭, 7,16, オｰミチャンドラ,---,酒井学, 0.7, 61,  -8,   4,16,259.5,⑥⑥⑦, 7, 2,Ｈイケマドンナ, 50,中舘英, 0.8, 58,*-22,   8, 6, 32.9, ①①, 7,12,Ｌヴァリアントレディ, 68,長谷川, 0.8, 72,  -2,   7,11, 52.2, ⑩⑩
 8,14,Ｂタッチドヘヴンリｰ, 62,川田将, 1.6, 58, -12,  -3, 4, 16.9, ⑭⑫, 8,18, トビ,---,国分恭, 0.8, 58,  -9,   1, 8, 25.0,⑧⑧⑥, 8, 3,Ｉマイネマオ, 46,和田竜, 1.0, 57, -25,  10, 7, 39.6, ④③, 8, 5,Ｈレイクエルフ, 73,和田竜, 0.9, 72,   6,  -2, 4,  9.9, ④③
 9,12,Ｊザナ, 49,幸英明, 1.7, 55, -10,  -8,13,262.4, ⑪⑦, 9, 4, メイショウテッサイ,---,長谷川, 1.0, 58,  -9,   0,10, 31.2,⑩⑦⑨, 9, 9,Ｆキモンレッド, 58,佐藤哲, 1.2, 53, -26,  10, 9,138.9, ⑥⑤, 9, 3,Ｇアグネスヨジゲン, 74,ウィリ, 0.9, 70,  -6,  10,10, 40.3, ⑭⑬
10,15,Ｏイグアス, 34,小牧太, 1.7, 57, -14,   0, 7, 43.7, ⑯⑮,10,15, メイショウカイオウ,---,秋山真, 1.0, 56,* -7,  -4, 3, 13.5,④③④,10, 4, タキノナアチャン,---,吉田稔, 1.8, 48, -30,   8,10,300.4, ⑧⑩,10, 9,Ｃタツサファイヤ, 77,秋山真, 1.0, 69,   7,  -5, 6, 14.5, ③④
11, 7,Ｐメイショウイッシン, 33,川須栄, 1.9, 51, -10, -10, 9,118.9, ⑩⑪,11, 1, プレスインザサン,---,安部幸, 1.2, 55, -10,  -1,14, 87.9,⑦⑨⑧,11, 7, バｰジンバｰスト,---,安部幸, 3.9, 24, -35, -12,11,376.6, ⑪⑪,11, 4,Ｍマヤノベンケイ, 68,高倉稜, 1.1, 67,  -6,   7,14,155.6, ⑬⑫
12,10,Ｋシゲルホンブチョウ, 49,国分優, 2.1, 49, -12, -11,11,237.1, ⑨⑩,12,10, ナムラバンケット,---,幸英明, 1.2, 58, -14,   9, 6, 21.7,⑮⑮⑭,,,,,,,,,,,,,12, 2,Ｂシャトルタテヤマ, 77,国分優, 1.2, 66,* 13, -14, 9, 34.4, ①①
13,13,Ｈトｰアウィンザｰ, 50,浜中俊, 2.1, 48,  -9, -16,10,152.3, ⑥⑥,13,17, ホッコｰゴｰルド,---,小牧太, 1.3, 52,* -7,  -7, 4, 16.3,⑤⑤⑤,,,,,,,,,,,,,13, 6,Ｋレジャイｰル, 69,小牧太, 1.5, 62,  -5,   1,12, 57.4, ⑫⑭
14, 8,Ｎメイショウハウンド, 39,田中克, 2.2, 51, -14,  -7,16,493.4, ⑮⑬,14, 2, サウンドジャｰニｰ,---,川田将, 2.0, 47, -10, -11,13, 62.9,⑨⑩⑪,,,,,,,,,,,,,14,13,Ｎドキャｰレ, 57,幸英明, 1.7, 60,   2,  -8,13,117.9, ⑧⑦
15, 1,Ｍプロパティｰ, 48,安部幸, 2.3, 50, -16,  -6,18,612.1, ⑱⑯,15,13, カピオラニパレス,---,中舘英, 2.6, 43, -14, -12, 9, 25.2,⑭⑭⑮,,,,,,,,,,,,,,,,,,,,,,,,
16, 3,Ｄフラムティｰド, 61,川島信, 2.8, 46, -16, -11, 8, 81.3, ⑰⑱,16,11, シルバｰチｰフ,---,古川吉, 2.7, 46, -18,  -1,15,245.2,⑱⑱⑱,,,,,,,,,,,,,,,,,,,,,,,,
17,16,Ｑエｰシンサンファン, 31,秋山真, 3.1, 39, -13, -21,14,387.5, ⑫⑰,17, 7, シャイニｰダンディ,---,高倉稜, 2.9, 41, -20,  -3,17,271.1,⑰⑰⑰,,,,,,,,,,,,,,,,,,,,,,,,
18, 2,Ｒキングラウレル, 27,松山弘, 3.9, 28, -10, -40,17,569.2, ⑤⑧,18,14, タマモタンバリン,---,太宰啓, 3.3, 35, -16, -17,18,353.1,⑯⑯⑯,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:57 ﾚｰｽﾍﾟｰｽ指数:-5 ﾚｰｽｱｶﾞﾘ指数:+2 馬場:良(指数:2),,,,,,,,,,,,ｸﾗｽ上位平均:55 ﾚｰｽﾍﾟｰｽ指数:-1 ﾚｰｽｱｶﾞﾘ指数:+10 馬場:良(指数:2),,,,,,,,,,,,ｸﾗｽ上位平均:68 ﾚｰｽﾍﾟｰｽ指数:-18 ﾚｰｽｱｶﾞﾘ指数:+15 馬場:良(指数:2),,,,,,,,,,,,ｸﾗｽ上位平均:79 ﾚｰｽﾍﾟｰｽ指数:-2 ﾚｰｽｱｶﾞﾘ指数:+1 馬場:良(指数:2),,,,,,,,,,,
単勝:760円 複勝:18=150円 09=100円 17=420円 枠連:250円,,,,,,,,,,,,単勝:190円 複勝:12=110円 09=140円 08=720円 枠連:290円,,,,,,,,,,,,単勝:170円 複勝:06=110円 10=120円 01=140円 枠連:250円,,,,,,,,,,,,単勝:180円 複勝:10=120円 08=240円 07=350円 枠連:470円,,,,,,,,,,,
