10年10月23日 東京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,10年10月23日 東京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1600m 2 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:0,,,,,■ 4R  芝1800m 2 歳新馬(混) 馬齢,,,,,,,,,,,,■ 7R  芝2000m 3歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:2,,,,,■10R  芝2400m 3歳上1000万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:5,,,,
 9,13,Ｌコスモリンゴスキｰ, 33,和田竜, 1.4, 52,  -8,  -4,10, 74.3, ⑨⑨, 9, 5, カフェキングアイ,---,勝浦正, 1.6, 51, -21,   2, 5, 25.9,⑧⑨⑨, 9, 4,Ｉラパリｰガ, 71,町田直, 0.9, 74,  -4,  19,13, 63.1,⑭⑮⑬, 9, 1,Ｃレオプログレス, 83,江田照, 1.0, 91,  -5,  27,11, 29.5,⑪⑫⑬
10, 9,Ｈリｰサムダイチ, 47,内田博, 1.8, 49,  -8,  -7, 5, 12.6, ⑩⑪,10,10, ディアアルジャン,---,吉田隼, 2.1, 43, -18,  -9,10,110.4,⑦⑥⑥,10,17,Ｎダイワソウル, 61,三浦皇, 0.9, 76,  -5,* 22,10, 33.2,⑰⑰⑯,10, 9,Ｉワイズミュｰラｰ, 76,松岡正, 1.1, 85,  -3,  18, 1,  3.2,⑧⑧⑧
11, 1,Ｋトｰセンコマンド, 33,吉田隼, 2.2, 47,  -7, -12,12,168.1, ③④,,,,,,,,,,,,,11,12,Ｌバイタルシチｰ, 68,津村明, 1.1, 71,  -4,  15,14,100.1,⑯⑬⑭,11, 6,Ｄトウショウデザｰト, 82,吉田豊, 1.1, 88,  -5,  24, 5, 11.2,⑭⑬⑫
12, 5,Ｍトｰアハヤテ, 28,町田直, 2.6, 43, -10, -10,14,288.2, ⑫⑬,,,,,,,,,,,,,12,13,Ｑスｰパｰティチャｰ, 52,鈴来直, 1.2, 71,  -4,  16,17,404.8,⑮⑯⑰,12,11,Ｋファｰストグロｰス, 76,山田信, 1.2, 81,  -2,  12,12, 64.4,③③④
13,10,Ｉカシノダンガン, 42,二本柳, 3.3, 37,* -5, -25,13,169.0, ①①,,,,,,,,,,,,,13,10,Ｏタマノリテラシｰ, 60,江田照, 1.5, 63,   0,   2,12, 62.2,⑦⑧⑧,13,12,Ｈプロヴィデンス, 78,蛯名正, 1.4, 82,  -4,  18, 6, 15.3,⑫⑪⑪
14, 6,Ｎビｰムライン, 17,北村宏, 4.6, 28, -13, -22,11,154.8, ⑭⑭,,,,,,,,,,,,,14, 8,Ｐダｰインスレイヴ, 53,吉田隼, 1.6, 62,  -3,   5,16,227.1,⑨⑪⑪,14, 5,Ｍベルグミサイル, 72,武士沢, 2.7, 69,  -6,   4,14,157.8,⑬⑭⑭
,,,,,,,,,,,,,,,,,,,,,,,,15,16,Ｍドリｰムラブソング, 64,和田竜, 1.6, 62,   0,   0,15,174.6,⑧⑨⑨,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,16, 5,Ｈメジロクリントン, 71,吉田豊, 2.2, 48,*  4, -20,11, 41.3,①①①,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:57 ﾚｰｽﾍﾟｰｽ指数:-7 ﾚｰｽｱｶﾞﾘ指数:+5 馬場:良(指数:2),,,,,,,,,,,,ｸﾗｽ上位平均:55 ﾚｰｽﾍﾟｰｽ指数:-8 ﾚｰｽｱｶﾞﾘ指数:+12 馬場:良(指数:2),,,,,,,,,,,,ｸﾗｽ上位平均:74 ﾚｰｽﾍﾟｰｽ指数:-4 ﾚｰｽｱｶﾞﾘ指数:+9 馬場:良(指数:2),,,,,,,,,,,,ｸﾗｽ上位平均:80 ﾚｰｽﾍﾟｰｽ指数:-8 ﾚｰｽｱｶﾞﾘ指数:+12 馬場:良(指数:2),,,,,,,,,,,
単勝:150円 複勝:03=110円 07=220円 12=260円 枠連:280円,,,,,,,,,,,,"単勝:360円 複勝:06=230円 07=440円 04=410円 枠連:1,600円",,,,,,,,,,,,"単勝:1,740円 複勝:07=640円 03=300円 02=270円 枠連:8,560円",,,,,,,,,,,,"単勝:470円 複勝:04=210円 02=550円 14=2,890円 枠連:3,460円",,,,,,,,,,,
"馬連:700円 ワイド:03-07=320円 03-12=370円 07-12=1,070円",,,,,,,,,,,,"馬連:1,810円 ワイド:06-07=520円 04-06=380円 04-07=800円",,,,,,,,,,,,"馬連:9,030円 ワイド:03-07=2,430円 02-07=2,770円 02-03=890円",,,,,,,,,,,,"馬連:3,970円 ワイド:02-04=1,340円 04-14=6,240円 02-14=15,740円",,,,,,,,,,,
"馬単:960円 3連複:2,120円 3連単:5,750円",,,,,,,,,,,,"馬単:2,930円 3連複:3,940円 3連単:16,620円",,,,,,,,,,,,"馬単:20,930円 3連複:21,520円 3連単:170,340円",,,,,,,,,,,,"馬単:7,200円 3連複:122,480円 3連単:481,340円",,,,,,,,,,,
■ 2R  芝1400m 2 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-2,,,,,■ 5R  ダ1400m 3歳上500万(牝) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:0,,,,,■ 8R  ダ2100m 3歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:9,,,,,■11R  芝1600m 3歳上ｵｰﾌﾟﾝ(国) 別定,,,,,,,出走馬ﾚﾍﾞﾙ:2,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ｻｳｼﾞｱﾗﾋﾞｱﾛｲﾔﾙｶｯﾌﾟ富士ｽﾃｰｸ ＧⅢ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,13,Ｇテイエムオオタカ, 43,松岡正,, 64,*-12,* 12, 6, 10.1, ①①, 1,15,Ｆダンシングマオ, 68,北村友,, 75,   4,* 11, 3,  5.4, ⑧⑨, 1, 3,Ｂクラブトゥギャザｰ, 80,三浦皇,, 81,   3,* 18, 1,  1.7,⑦⑨⑨, 1, 9,Ｄダノンヨｰヨｰ, 89,北村友,, 88,  10,* 23, 2,  5.1, ⑬⑮
 2, 3,Ｅカフェヒミコ, 48,柴田善, 0.3, 61, -16,* 13, 2,  5.1, ②②, 2, 9,Ｂエリモエポナ, 73,松岡正, 0.6, 70,*  7,   2, 2,  4.2, ③③, 6,10,Ｅニシノヴァンクｰル, 73,田中勝, 0.3, 76,*  7,   7, 8, 49.8,②②②, 2, 3,Ｋライブコンサｰト, 82,和田竜, 0.2, 87,  16,  12,14, 92.3, ③④
 3, 2,Ｂブルｰスタｰ, 51,田中勝, 0.6, 59, -18,* 13, 3,  8.4, ⑤⑥, 3,12,Ｃコスモレニ, 72,津村明, 0.6, 69,   4,*  6, 9, 34.7, ⑩⑧, 2, 2,Ｊブリｰジｰデイズ, 64,田中博, 0.7, 75,   5,   7, 7, 36.4,⑧⑥④, 3,14,Ｏガルボ, 75,津村明, 0.2, 84,* 19,   7,13, 85.6, ②②
 4, 7,Ｃサニｰヘイロｰ, 50,蛯名正, 0.7, 58, -18,* 12, 1,  2.5, ⑧⑧, 4, 7,Ａノボレインボｰ, 74,三浦皇, 0.9, 67,   5,   2, 1,  2.6, ⑦⑤, 3, 7,Ｃトｰセンルｰチェ, 77,伊藤工, 1.0, 74,   1,* 14, 4,  7.4,⑫⑫⑫, 4, 5,Ａリルダヴァル, 91,北村宏, 0.3, 84,  14,  12, 1,  2.0, ⑦⑥
 5, 8,Ｈスタｰトセンス, 43,勝浦正, 1.0, 54, -18,   8,10, 36.7, ⑨⑨, 5,11,Ｄタマモワルツ, 72,勝浦正, 1.0, 66,   3,   3, 4,  7.2, ⑨⑩, 4, 8,Ｉフェバリットアワｰ, 66,吉田隼, 1.2, 72,   4,   5,10, 73.1,⑤⑦⑦, 5, 8,Ｑブレイクランアウト, 73,内田博, 0.3, 86,  12,  16, 9, 26.9, ⑪⑩
 6, 4,Ｆメジロミョウホウ, 46,石橋脩, 1.2, 50, -16,   1, 8, 14.3, ③③, 6, 3,Ｉマドモアゼルノン, 63,武士沢, 1.1, 65,   4,   2,15,262.1, ⑥⑦, 5,11,Ｈトレノユｰボウ, 69,後藤浩, 1.2, 69,*  6,   1, 2,  5.7,③③③, 6,12,Ｃスピリタス, 89,山田信, 0.3, 87,   6,* 26, 5, 11.4, ⑰⑰
 7, 9,Ｊクリノエンドレス, 43,和田竜, 1.4, 49, -16,   0, 9, 30.6, ④④, 7,14,Ｌカオカオプリン, 59,田中博, 1.1, 67,   2,   5,11, 75.0, ⑫⑫, 7,12,Ｆメイショウロッコｰ, 72,内田博, 1.3, 71,   4,   4, 6, 31.2,⑨⑧⑧, 7, 2,Ｆセイクリッドバレｰ, 87,三浦皇, 0.4, 84,  13,  13, 6, 15.3, ⑨⑧
 8,10,Ａニシノペヨン, 55,内田博, 1.5, 48, -16,  -1, 4,  8.9, ⑦⑤, 8, 2,Ｅカインドオブブルｰ, 69,後藤浩, 1.2, 65,* 10,  -7, 7, 26.9, ①①, 8, 6,Ａドンドドｰン, 82,北村宏, 1.6, 67,   5,   0, 3,  6.8,⑥⑤⑥, 8,16,Ｈサンカルロ, 86,吉田豊, 0.4, 82,  16,   9, 4,  9.8, ⑤⑤
 9, 6,Ｉフジハヤブサ, 43,吉田豊, 1.5, 48, -22,   6, 5,  9.5, ⑪⑪, 9, 8,Ｈスプリングルｰシｰ, 63,田中勝, 1.5, 63,   2,   1,12,105.2, ⑪⑪, 9, 5,Ｇウインシュヴァルツ, 70,松岡正, 2.3, 63,*  6,  -9, 5, 13.4,①①①, 9,13,Ｇキョウエイストｰム, 86,石橋脩, 0.6, 83,  15,   9,10, 56.8, ⑧⑦
10,11,Ｍバシマイシン,  6,大庭和, 1.7, 48, -23,   7,13,328.2, ⑫⑫,10,10,Ｍニシノマドカ, 58,江田照, 1.7, 61,   0,   2,13,116.6, ⑮⑭,10, 1,Ｌウォｰエレファント, 59,江田照, 2.7, 62,   5, -10,12,144.1,④④⑤,10, 6,Ｊマルカシェンク, 84,吉田隼, 0.7, 79,  10,  13,11, 64.0, ⑮⑭
11, 1,Ｌヒタタレ, 33,江田照, 1.8, 44, -21,   1,11, 79.1, ⑩⑩,11, 1,Ｋロレｰヌ, 60,吉田隼, 1.9, 61,   6,  -8, 6, 26.8, ④④,11, 9,Ｋホッカイアラカティ, 62,北村友, 2.9, 63,   3,  -5,11,133.9,⑩⑩⑩,11,10,Ｍテイエムアタック, 80,田中勝, 0.7, 79,  12,  10,12, 67.1, ⑫⑪
12, 5,Ｄゴｰルドスマイル, 50,北村宏, 2.1, 39, -17,  -8, 7, 14.3, ⑥⑦,12, 6,Ｇベネディｰレ, 65,北村宏, 2.3, 56,   5, -10,10, 42.9, ⑤⑥,12, 4,Ｄラプタｰストｰム, 74,津村明, 3.4, 58,   2,  -9, 9, 61.4,⑪⑪⑪,12,17,Ｉマイネルファルケ, 84,松岡正, 0.7, 78,* 19,  -1, 7, 21.2, ①①
13,12,Ｋキチロクアユ, 42,二本柳, 2.5, 37, -23,  -4,12,124.6, ⑬⑬,13, 4,Ｏキチロクアナン, 54,二本柳, 2.6, 54,   2,  -8,14,203.4, ⑬⑬,,,,,,,,,,,,,13,11,Ｌダンスインザモア, 81,勝浦正, 0.8, 78,  10,  12,15,342.9, ⑭⑫
,,,,,,,,,,,,14,13,Ｊエンゼルジョｰカｰ, 61,伊藤工, 3.4, 46,   0, -13, 8, 32.0, ⑭⑮,,,,,,,,,,,,,14, 7,Ｅショウワモダン, 89,後藤浩, 0.8, 76,* 17,   0, 3,  8.9, ④③
,,,,,,,,,,,,15, 5,Ｎベルモントエルメス, 56,内田博, 6.5, 25,*  7, -50, 5,  9.6, ②②,,,,,,,,,,,,,15, 1,Ｂリザｰブカｰド, 89,蛯名正, 1.0, 76,  10,   9, 8, 25.9, ⑩⑬
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16, 4,Ｎマルタカエンペラｰ, 79,江田照, 1.3, 74,  12,   2,16,375.0, ⑥⑨
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,15,Ｐコスモヴァシュラン, 74,町田直, 2.0, 65,  11,  -4,17,485.7, ⑯⑯
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:57 ﾚｰｽﾍﾟｰｽ指数:-12 ﾚｰｽｱｶﾞﾘ指数:+9 馬場:良(指数:2),,,,,,,,,,,,ｸﾗｽ上位平均:71 ﾚｰｽﾍﾟｰｽ指数:-1 ﾚｰｽｱｶﾞﾘ指数:-3 馬場:良(指数:2),,,,,,,,,,,,ｸﾗｽ上位平均:72 ﾚｰｽﾍﾟｰｽ指数:-2 ﾚｰｽｱｶﾞﾘ指数:+3 馬場:良(指数:2),,,,,,,,,,,,ｸﾗｽ上位平均:88 ﾚｰｽﾍﾟｰｽ指数:+1 ﾚｰｽｱｶﾞﾘ指数:+1 馬場:良(指数:2),,,,,,,,,,,
"単勝:1,010円 複勝:13=260円 03=200円 02=220円 枠連:2,150円",,,,,,,,,,,,"単勝:540円 複勝:15=250円 09=180円 12=720円 枠連:1,290円",,,,,,,,,,,,"単勝:170円 複勝:03=110円 02=530円 07=180円 枠連:2,890円",,,,,,,,,,,,"単勝:510円 複勝:09=210円 03=1,920円 14=1,590円 枠連:11,120円",,,,,,,,,,,
"馬連:2,100円 ワイド:03-13=820円 02-13=1,250円 02-03=570円",,,,,,,,,,,,"馬連:1,350円 ワイド:09-15=560円 12-15=2,620円 09-12=1,460円",,,,,,,,,,,,"馬連:2,400円 ワイド:02-03=710円 03-07=220円 02-07=2,440円",,,,,,,,,,,,"馬連:22,000円 ワイド:03-09=5,150円 09-14=6,030円 03-14=28,240円",,,,,,,,,,,
"馬単:4,800円 3連複:5,240円 3連単:35,490円",,,,,,,,,,,,"馬単:2,330円 3連複:9,280円 3連単:36,520円",,,,,,,,,,,,"馬単:3,120円 3連複:4,690円 3連単:18,880円",,,,,,,,,,,,"馬単:38,130円 3連複:309,520円 3連単:1,718,480円",,,,,,,,,,,
■ 3R  ダ1600m 2 歳新馬(混) 馬齢,,,,,,,,,,,,■ 6R  ダ1300m 3歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-1,,,,,■ 9R  芝1600m 2 歳ｵｰﾌﾟﾝ(混) 別定,,,,,,,出走馬ﾚﾍﾞﾙ:-3,,,,,■12R  ダ1600m 3歳上1000万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:3,,,,
,ﾒｲｸﾃﾞﾋﾞｭｰ東京,,,,,,,,,,,,,,,,,,,,,,,,いちょうｽﾃｰｸｽ,,,,,,,,,,,,,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,16, ブレイドバロｰズ,---,北村宏,, 55,*  2, -10, 2,  2.8, ①①, 1,16,Ｈグロｰリｰルピナス, 65,田中勝,, 79,   1,* 15, 7, 19.7, ⑤⑤, 1, 6,Ｂロビンフット, 69,後藤浩,, 74,*-18,* 22, 3,  4.6, ③②, 1,13,Ａグラヴィテｰション, 83,後藤浩,, 75,*  8,  10, 1,  2.3, ②②
 2,10, スガノテシオ,---,柴田善, 0.1, 57,  -6,*  2, 5, 17.6, ⑫⑫, 2,12,Ｄルナロッソ, 71,江田照, 0.3, 76,  -1,* 14, 5,  8.0, ⑥⑥, 2, 1,Ａエｰシンブラン, 71,蛯名正, 0.1, 72,*-16,  18, 2,  4.0, ①①, 2, 5,Ｆマリアｰジュ, 77,伊藤工, 0.1, 77,   3,* 18,14,101.5, ⑫⑫
 3, 7, バリサイト,---,松岡正, 0.3, 55,  -1,* -6, 1,  2.0, ⑤⑤, 3, 3,Ｍダイワプライド, 61,後藤浩, 1.2, 67,*  3,   2, 4,  6.7, ①①, 3, 5,Ｃショウナンパルフェ, 66,内田博, 0.1, 75, -19,* 22, 1,  1.9, ⑤③, 3, 7,Ｇドラゴンアルテマ, 76,北村宏, 0.1, 76,   4,* 16,10, 27.2, ⑨⑩
 4,11, ザストロンシチｰ,---,吉田豊, 0.8, 51,*  1, -14, 6, 24.0, ②②, 4, 8,Ｎヒルノリンベル, 59,町田直, 1.3, 68,  -2,   7,12, 62.7, ⑪⑨, 4, 4,Ｅトウシンイｰグル, 60,和田竜, 0.7, 68, -20,  16, 4,  5.9, ⑦⑥, 4,15,Ｊディアビリｰヴ, 75,内田博, 0.2, 76,*  7,  10, 7, 17.0, ④④
 5, 5, マイネルマルゴｰ,---,津村明, 1.2, 48,  -7,* -7,10, 70.1, ⑪⑪, 5,14,Ｃタイキブルｰス, 72,吉田隼, 1.3, 69,  -6,* 11, 1,  3.0, ⑯⑮, 5, 7,Ｆペガサスフラッシュ, 51,北村友, 1.1, 62, -20,  11, 7, 50.0, ④⑤, 5, 3,Ｌメジロマリアン, 72,吉田豊, 0.4, 73,   5,  12, 5, 11.4, ⑧⑨
 6,12, ニシノカスケｰド,---,勝浦正, 1.8, 44,  -1, -21, 4, 12.4, ④④, 6, 1,Ｂマイネルエルドラド, 74,内田博, 1.3, 68,   1,   3, 2,  4.7, ④④, 6, 3,Ｇピｰエムヘクタｰ, 50,田中勝, 1.8, 50, -19,  -1, 5, 34.5, ②④, 6,14,Ｅロジスプリング, 77,三浦皇, 0.6, 73,   6,   9, 2,  4.1, ⑦⑥
 7, 6, コスモキズナ,---,和田竜, 1.8, 47,  -7, -11, 8, 51.4, ⑬⑬, 7,13,Ａモアザンストｰム, 77,伊藤工, 1.3, 67,*  2,   2, 3,  5.9, ③③, 7, 2, リョウウン,---,山田信, 1.8, 52, -22,   3, 6, 40.8, ⑥⑦, 7,11,Ｉレアメタル, 75,柴山雄, 0.6, 73,   3,  13,11, 62.6, ⑮⑬
 8, 8, リサｰチアゲン,---,江田照, 1.9, 45,  -5, -15,13,164.0, ⑩⑩, 8, 6,Ｇカズノウォｰニング, 66,蛯名正, 1.6, 67,  -1,   5, 8, 25.9, ⑧⑧,,,,,,,,,,,,, 8,10,Ｃレッドボルサリｰノ, 79,北村友, 0.7, 72,*  8,   5, 6, 14.5, ③③
 9, 4, ペガサスビビクン,---,北村友, 2.0, 44,  -5, -16,12, 84.1, ⑥⑦, 9,15,Ｅイフノットナウ, 66,松岡正, 1.6, 65,  -4,   6, 9, 28.5, ⑭⑫,,,,,,,,,,,,, 9, 4,Ｂマッドマックス, 81,松岡正, 0.8, 71,   6,   8, 3, 10.5, ⑥⑦
10,15, サマｰレインボウ,---,山田信, 2.5, 42,  -7, -15,15,192.3, ⑭⑭,10, 2,Ｋカネトシショコラ, 62,勝浦正, 1.8, 63,  -5,   5,11, 36.0, ⑩⑪,,,,,,,,,,,,,10, 8,Ｎフミノヤマビコ, 72,勝浦正, 0.8, 73,   1,  14, 8, 22.8, ⑯⑯
11, 1, ナムラストリｰク,---,石橋脩, 2.8, 39,   0, -30, 3, 10.3, ③③,11,11,Ｉライムライトシチｰ, 65,石橋脩, 2.0, 63,  -7,   5,13,109.7, ⑮⑬,,,,,,,,,,,,,11, 6,Ｋソｰクアップザサン, 74,田中博, 1.0, 74,   3,  12,13, 81.7, ⑬⑮
12, 2, ゲイルオブウインド,---,武士沢, 3.1, 34,  -5, -25, 9, 59.8, ⑧⑧,12, 4,Ｏマルヨモミジスキｰ, 59,武士沢, 2.1, 60,  -3,   1,15,292.0, ⑦⑩,,,,,,,,,,,,,12,16,Ｈシルクファルシオン, 75,石橋脩, 1.1, 70,   5,   5, 4, 10.8, ⑪⑧
13,13, ゴｰルドフェスタ,---,内田博, 3.3, 35,  -5, -26, 7, 45.9, ⑨⑨,13,10,Ｊレグルスハｰト, 64,武英智, 2.3, 59,   0,  -5,16,303.5, ⑨⑦,,,,,,,,,,,,,13, 9,Ｐアドマイヤオンリｰ, 66,蛯名正, 1.3, 66,*  9,  -3, 9, 24.8, ①①
14,14, ケガワノマリｰ,---,三浦皇, 3.3, 34,  -3, -30,14,165.6, ⑦⑥,14, 9,Ｐデプラｰタ, 46,岩部純, 2.4, 59,  -6,   3,14,207.5, ⑬⑯,,,,,,,,,,,,,14, 2,Ｄレッツゴｰヒチョリ, 78,吉田隼, 1.4, 69,   2,   8,12, 76.8, ⑭⑭
15, 3, ミロス,---,吉田隼, 3.6, 36, -16, -12,11, 74.7, ⑮⑮,15, 5,Ｆハｰドパワｰ, 66,吉田豊, 2.6, 56,  -6,  -1,10, 34.0, ⑫⑭,,,,,,,,,,,,,15,12,Ｏアイルビｰバウンド, 72,町田直, 1.5, 68,   5,   4,15,187.8, ⑩⑪
,,,,,,,,,,,,16, 7,Ｌナイトアンジェロ, 62,三浦皇, 3.6, 48,*  2, -19, 6, 19.6, ②②,,,,,,,,,,,,,16, 1,Ｍヤマニンノベリスト, 72,江田照, 1.6, 66,   6,   0,16,232.8, ⑤⑤
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:60 ﾚｰｽﾍﾟｰｽ指数:+0 ﾚｰｽｱｶﾞﾘ指数:-8 馬場:良(指数:2),,,,,,,,,,,,ｸﾗｽ上位平均:72 ﾚｰｽﾍﾟｰｽ指数:-7 ﾚｰｽｱｶﾞﾘ指数:+2 馬場:良(指数:2),,,,,,,,,,,,ｸﾗｽ上位平均:67 ﾚｰｽﾍﾟｰｽ指数:-15 ﾚｰｽｱｶﾞﾘ指数:+12 馬場:良(指数:2),,,,,,,,,,,,ｸﾗｽ上位平均:80 ﾚｰｽﾍﾟｰｽ指数:-5 ﾚｰｽｱｶﾞﾘ指数:+3 馬場:良(指数:2),,,,,,,,,,,
