10年12月19日 阪神,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,10年12月19日 阪神,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1800m 2 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:16,,,,,■ 4R  芝2970m 3歳上未勝利(混) 定量,,,,,,,,,,,,■ 7R  ダ1200m 2 歳500万(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-2,,,,,■10R  芝1600m 3歳上1600万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:4,,,,
ｸﾗｽ上位平均:58 ﾚｰｽﾍﾟｰｽ指数:-1 ﾚｰｽｱｶﾞﾘ指数:-3 馬場:良(指数:-1),,,,,,,,,,,,,,,,,,,,,,,,ｸﾗｽ上位平均:69 ﾚｰｽﾍﾟｰｽ指数:-3 ﾚｰｽｱｶﾞﾘ指数:+0 馬場:良(指数:-1),,,,,,,,,,,,ｸﾗｽ上位平均:84 ﾚｰｽﾍﾟｰｽ指数:+4 ﾚｰｽｱｶﾞﾘ指数:-6 馬場:良(指数:2),,,,,,,,,,,
"単勝:1,170円 複勝:10=310円 01=1,410円 02=180円 枠連:10,430円",,,,,,,,,,,,単勝:660円 複勝:03=190円 12=140円 07=200円 枠連:260円,,,,,,,,,,,,単勝:350円 複勝:04=160円 07=230円 14=140円 枠連:550円,,,,,,,,,,,,単勝:700円 複勝:06=290円 13=330円 09=400円 枠連:800円,,,,,,,,,,,
"馬連:25,520円 ワイド:01-10=5,010円 02-10=790円 01-02=2,920円",,,,,,,,,,,,馬連:910円 ワイド:03-12=410円 03-07=850円 07-12=410円,,,,,,,,,,,,"馬連:1,900円 ワイド:04-07=670円 04-14=370円 07-14=600円",,,,,,,,,,,,"馬連:3,670円 ワイド:06-13=1,250円 06-09=1,500円 09-13=1,800円",,,,,,,,,,,
"馬単:40,090円 3連複:26,240円 3連単:221,870円",,,,,,,,,,,,"馬単:2,200円 3連複:2,390円 3連単:16,790円",,,,,,,,,,,,"馬単:3,100円 3連複:2,040円 3連単:10,540円",,,,,,,,,,,,"馬単:6,020円 3連複:12,800円 3連単:59,270円",,,,,,,,,,,
■ 2R  ダ1400m 2 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:4,,,,,■ 5R  ダ1200m 2 歳新馬(混) 馬齢,,,,,,,,,,,,■ 8R  ダ1800m 3歳上1000万(牝) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-1,,,,,■11R  ダ1400m 3歳上ｵｰﾌﾟﾝ(混) 別定,,,,,,,出走馬ﾚﾍﾞﾙ:-1,,,,
,,,,,,,,,,,,,ﾒｲｸﾃﾞﾋﾞｭｰ阪神,,,,,,,,,,,,,,,,,,,,,,,,ｷﾞｬﾗｸｼｰｽﾃｰｸｽ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 3,Ａビットプレスト, 59,佐藤哲,, 62,  -2,*  0, 3,  6.6, ⑥⑥, 1, 1, マルブツサバンナ,---,岩田康,, 64,  -4,*  2, 1,  1.9, ⑦⑥, 1, 8,Ａメメビｰナス, 84,武豊  ,, 83,   8,* 14, 1,  1.5,⑦⑦④, 1, 8,Ａケイアイガｰベラ, 94,岩田康,, 94,* 12,* 18, 1,  1.8, ②②
 2, 9,Ｌボｰフォｰト, 37,国分優, 0.6, 57,*  2, -11,13,300.4, ①①, 2, 4, メイショウカグヤ,---,国分優, 0.1, 62,  -6,*  3, 7, 52.5, ⑧⑧, 2, 6,Ｅトウカイセレブ, 74,松山弘, 0.7, 78,* 10,   4, 4, 11.5,①①①, 2, 4,Ｃダノンカモン, 92,和田竜, 0.4, 90,  10,* 16, 2,  3.5, ③③
 3,11,Ｍプレジデントペスカ, 26,石橋守, 0.6, 58,*  1, -10,14,527.9, ②②, 3, 2, ジュライザセヴンス,---,川田将, 0.2, 62,  -2,  -1, 3,  6.5, ④④, 3, 4,Ｄフェイドレスシｰン, 79,北村友, 0.7, 79,   7,  10, 8, 49.6,⑥⑥⑦, 3,16,Ｍアｰリｰロブスト, 80,北村友, 0.5, 89,* 12,  12, 8, 56.2, ①①
 4, 5,Ｊシャイニングカラｰ, 42,藤岡佑, 0.6, 57,   0,  -8, 5, 12.1, ③③, 4, 9, スズノオオタカ,---,北村友, 0.5, 59,   1,  -6, 2,  3.0, ③③, 4, 2,Ｇヒミノプリンセス, 73,岩田康, 1.1, 76,   8,   3, 5, 15.9,④④⑥, 4, 2,Ｇワンダｰポデリオ, 87,酒井学, 0.8, 88,   8,  15, 5, 35.5, ⑨⑨
 5, 8,Ｃオウエイロブロイ, 57,岩田康, 0.8, 54,  -7,* -2, 6, 13.2, ⑩⑨, 5, 3, コロカムイ,---,小林徹, 1.3, 54,*  5, -16, 6, 44.5, ①①, 5, 5,Ｆトップコマチ, 73,高倉稜, 1.2, 73,* 10,   1, 7, 41.2,②②②, 5, 6,Ｉアンダｰカウンタｰ, 86,佐藤哲, 1.1, 84,   9,  11, 9, 91.6, ⑦⑦
 6, 2,Ｉノアパワフル, 45,鷹野宏, 1.0, 51, -10,*  0,10,150.5, ⑫⑫, 6,11, シェリｰパｰティｰ,---,藤岡佑, 1.8, 48,  -8,  -9, 5, 21.4, ⑨⑨, 6, 3,Ｃユメノキラメキ, 82,和田竜, 1.3, 75,   9,   1, 2,  4.5,⑤⑤③, 6,10,Ｈセイカアレグロ, 86,藤岡佑, 1.5, 82,   2,* 16,11,139.0, ⑮⑭
 7,14,Ｆゼロセン, 55,酒井学, 1.0, 54,  -6,  -4, 8, 46.7, ⑪⑩, 7, 7, タイヨウパフュｰム,---,酒井学, 2.2, 49,   0, -17, 9, 61.8, ⑤⑤, 7, 1,Ｂミコノス, 83,国分優, 1.4, 73,   9,   1, 3,  8.9,③③⑤, 7, 7,Ｋプロセッション, 85,川田将, 1.5, 82,  10,   7,10,100.9, ⑤④
 8,12,Ｅエアギベオン, 55,川田将, 1.2, 52,  -1, -12, 1,  1.9, ⑤⑤, 8, 8, セルリアンデｰゲン,---,熊沢重, 2.4, 44, -14,  -8,10, 64.8, ⑩⑩, 8, 7,Ｈヤマニンビサｰジュ, 65,川須栄, 1.6, 73,   6,   4, 6, 29.2,⑧⑧⑧, 8, 9,Ｂアイアムルビｰ, 94,武豊  , 1.7, 80,   9,   6, 3,  4.4, ⑥⑥
 9, 6,Ｂイイデステップ, 58,北村友, 1.5, 49,  -3, -12, 4,  7.3, ⑦⑧, 9, 5, テイエムセｰラｰ,---,高倉稜, 2.9, 36, -25,  -3,11,161.8, ⑪⑪,,,,,,,,,,,,, 9, 1,Ｌトシギャングスタｰ, 80,安部幸, 1.7, 81,   3,  13, 7, 44.5, ⑬⑬
10,13,Ｇシゲルトウカツカン, 52,川須栄, 1.6, 48,  -1, -16, 9, 84.2, ④④,10, 6, シャトｰソング,---,小坂忠, 3.1, 37,  -2, -25, 8, 55.2, ⑥⑦,,,,,,,,,,,,,10, 5,Ｄタカオセンチュリｰ, 90,小林慎, 2.0, 77,  10,   3, 6, 41.3, ④⑤
11, 1,Ｈバウンサｰ, 49,武豊  , 1.7, 46, -10,  -5, 2,  6.6, ⑭⑭,11,10, ナムラプルｰト,---,田中克, 3.7, 31,*  3, -36, 4, 11.4, ②②,,,,,,,,,,,,,11, 3,Ｏメイショウセンゴク, 74,石橋守, 2.1, 78,   7,   5,14,283.5, ⑩⑩
12,10,Ｋアイファｰソング, 39,高倉稜, 1.7, 45,  -8,  -8,11,221.6, ⑬⑬,,,,,,,,,,,,,,,,,,,,,,,,,12,15,Ｆセレスハント, 87,四位洋, 2.2, 76,   9,   2, 4, 23.0, ⑧⑧
13, 4,Ｎキングラウレル, 24,熊沢重, 2.3, 43,  -8, -13,12,277.7, ⑨⑪,,,,,,,,,,,,,,,,,,,,,,,,,13,11,Ｎフミノパシフィック, 77,小林徹, 2.5, 74,   7,   1,12,266.8, ⑪⑪
14, 7,Ｄマイネルメガロス, 56,和田竜, 2.4, 43,  -3, -20, 7, 13.5, ⑧⑦,,,,,,,,,,,,,,,,,,,,,,,,,14,12,Ｊクイックリｰプ, 85,飯田祐, 2.5, 73,   5,   4,13,276.6, ⑫⑫
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,14,Ｅメイショウシャフト, 88,高倉稜, 3.3, 66,   1,   1,15,344.0, ⑯⑮
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,13,Ｐドリｰミｰオペラ, 68,熊沢重, 5.7, 50,   3, -20,16,441.2, ⑭⑯
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:58 ﾚｰｽﾍﾟｰｽ指数:-1 ﾚｰｽｱｶﾞﾘ指数:-4 馬場:良(指数:-1),,,,,,,,,,,,ｸﾗｽ上位平均:60 ﾚｰｽﾍﾟｰｽ指数:+3 ﾚｰｽｱｶﾞﾘ指数:+1 馬場:良(指数:-1),,,,,,,,,,,,ｸﾗｽ上位平均:78 ﾚｰｽﾍﾟｰｽ指数:-2 ﾚｰｽｱｶﾞﾘ指数:-4 馬場:良(指数:-1),,,,,,,,,,,,ｸﾗｽ上位平均:87 ﾚｰｽﾍﾟｰｽ指数:-6 ﾚｰｽｱｶﾞﾘ指数:-2 馬場:良(指数:-1),,,,,,,,,,,
"単勝:660円 複勝:03=190円 09=4,370円 11=6,790円 枠連:15,390円",,,,,,,,,,,,"単勝:190円 複勝:01=110円 04=770円 02=160円 枠連:5,600円",,,,,,,,,,,,単勝:150円 複勝:08=110円 06=220円 04=750円 枠連:0円,,,,,,,,,,,,単勝:180円 複勝:08=110円 04=130円 16=630円 枠連:310円,,,,,,,,,,,
"馬連:33,640円 ワイド:03-09=6,480円 03-11=14,660円 09-11=72,150円",,,,,,,,,,,,"馬連:5,050円 ワイド:01-04=1,650円 01-02=300円 02-04=3,010円",,,,,,,,,,,,"馬連:560円 ワイド:06-08=260円 04-08=920円 04-06=3,010円",,,,,,,,,,,,"馬連:310円 ワイド:04-08=160円 08-16=1,510円 04-16=1,930円",,,,,,,,,,,
"馬単:56,100円 3連複:757,430円 3連単:3,694,140円",,,,,,,,,,,,"馬単:6,070円 3連複:7,460円 3連単:39,070円",,,,,,,,,,,,"馬単:690円 3連複:4,530円 3連単:11,170円",,,,,,,,,,,,"馬単:420円 3連複:4,650円 3連単:11,480円",,,,,,,,,,,
■ 3R  芝2000m 2 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:4,,,,,■ 6R  芝1600m 2 歳新馬(牝) 馬齢,,,,,,,,,,,,■ 9R  芝1400m 3歳上1000万(混) ﾊﾝﾃﾞ,,,,,,,出走馬ﾚﾍﾞﾙ:3,,,,,■12R  芝2400m 3歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:5,,,,
,,,,,,,,,,,,,ﾒｲｸﾃﾞﾋﾞｭｰ阪神,,,,,,,,,,,,ｸﾘｽﾏｽｷｬﾛﾙ賞,,,,,,,,,,,,,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 3,Ｂカｰマイン, 66,川田将,, 67,   5,*  8, 1,  1.6,⑨⑨⑧, 1, 7, ヒシカルメン,---,佐藤哲,, 51,*-24,   5, 3,  5.1, ①①, 1, 7,Ｉトｰホウシンバル, 77,和田竜,, 82,*  7,   9, 6, 14.2, ③③, 1, 1,Ｆマナクｰラ, 70,和田竜,, 87, -13,  27, 5, 15.1,⑤⑤⑤
 2, 4,Ａエｰシンミズｰリ, 68,四位洋, 0.0, 65,   8,   2, 2,  3.1,⑥⑤⑤, 2, 5, ピエナメダリスト,---,和田竜, 0.2, 54, -26,   8, 4, 16.7, ④④, 2, 5,Ｂクロワラモｰ, 81,北村友, 0.0, 81,*  9,   5, 3,  7.1, ①①, 2,11,Ｄハｰトシュｰタｰ, 74,国分優, 0.0, 79,*-10,  19, 4, 15.0,②②②
 3, 5,Ｅショウナンカミング, 59,佐藤哲, 0.3, 60,   6,   0, 5, 29.9,⑤⑥④, 3,11, マルサンアップル,---,川須栄, 0.3, 49,*-24,   2, 7, 26.7, ③③, 3, 2,Ｆメルシｰヨｰク, 78,安部幸, 0.1, 81,   0,* 17, 8, 26.0, ⑬⑪, 3, 7,Ｅアイウォントユｰ, 71,酒井学, 0.1, 90, -15,* 35, 7, 24.7,⑨⑨⑨
 4, 1,Ｍオｰソｰキュｰティ, 45,松山弘, 0.4, 62,   5,   4, 9,160.8,⑦⑧⑦, 4, 9, アンティｰクカラｰ,---,川田将, 0.3, 52, -27,   7, 1,  1.9, ⑤⑤, 4, 1,Ｍアグネスティンクル, 73,石橋守, 0.2, 80,   4,  10,16,200.0, ⑥⑥, 4, 6,Ｇスイｰトテン, 69,岩田康, 0.1, 83, -11,  23, 2,  6.2,③③③
 5, 6,Ｉザッツベタｰ, 53,川須栄, 0.5, 59,*  9,  -8,10,162.8,③③③, 5,12, アイアンクリッパｰ,---,安部幸, 0.6, 50, -31,* 10,12,166.2, ⑩⑨, 5, 4,Ｏスプリングサンダｰ, 72,四位洋, 0.3, 79,  -1,* 16, 7, 18.8, ⑭⑭, 5, 5,Ｊナリタジャングル, 63,佐藤哲, 0.2, 82, -12,  25, 8, 27.2,⑥⑥⑥
 6,10,Ｎシルクグラサｰジュ, 35,藤岡佑, 0.6, 63,  -3,* 18, 7, 98.4,⑮⑮⑮, 6, 2, ブロｰドピｰク,---,武豊  , 0.7, 53, -34,* 16, 2,  3.6, ⑬⑫, 6,11,Ｃサワノパンサｰ, 81,武豊  , 0.3, 78,   4,   9, 1,  2.8, ⑦⑦, 6, 2,Ｂアドマイヤショット, 77,川田将, 0.4, 85, -14,  27, 1,  1.6,⑦⑦⑦
 7,12,Ｄアドマイヤスコｰル, 62,岩田康, 0.9, 57,   3,  -2, 3,  6.4,⑩⑩⑩, 7,13, ママキジャ,---,岩田康, 0.9, 46, -29,   3, 9, 59.8, ⑦⑦, 7, 8,Ｊニシノモレッタ, 74,飯田祐, 0.4, 76,   5,   5,11, 46.2, ⑤④, 7,10,Ｉメイショウユウシャ, 64,高倉稜, 0.8, 68,*-10,   7,10, 70.4,①①①
 8, 8,Ｃメイショウマルクル, 64,北村友, 1.1, 55,   2,  -1, 4, 20.9,⑬⑫⑪, 8, 8, ドナプリティｰ,---,高倉稜, 1.1, 44, -32,   6,13,196.4, ⑫⑪, 8, 3,Ｈナリタシリカ, 78,佐藤哲, 0.5, 75,   3,   8,10, 41.7, ⑨⑧, 8, 9,Ｃピエナファンタスト, 75,北村友, 1.0, 81, -16,  26, 6, 19.7,⑪⑪⑪
 9,16,Ｋロｰズオブメイ, 48,加藤和, 1.6, 52,   0,   0,13,465.4,⑭⑭⑭, 9, 4, スカイプラネット,---,国分優, 1.3, 40, -31,   0, 8, 46.0, ⑨⑧, 9, 9,Ｑワｰルドロレックス, 70,川須栄, 0.5, 76,   0,  12,14,101.0, ⑩⑫, 9, 3,Ａダイワソウル, 79,藤岡佑, 1.1, 70, -11,  10, 9, 44.4,④④④
10,11,Ｆナムラバンケット, 58,国分優, 1.7, 48,   5, -16, 8,108.7,⑧⑦⑨,10,10, エリモベレｰザ,---,北村友, 1.3, 34,*-24, -13,10, 60.8, ②②,10,10,Ｄピｰスピｰス, 80,仲田雅, 0.6, 76,  -2,* 14, 9, 33.3, ⑯⑮,10, 4,Ｈモンテエン, 69,武豊  , 1.3, 71, -14,  14, 3,  6.8,⑧⑧⑧
11,13,Ｈレリシェス, 54,小坂忠, 1.9, 46,*  9, -27, 6, 77.7,②②②,11, 6, マイピｰスハｰト,---,熊沢重, 2.3, 24, -30, -18, 6, 22.9, ⑥⑥,11, 6,Ｎエアラフォン, 72,川田将, 0.6, 76,   2,   9, 2,  3.8, ⑫⑬,11, 8,Ｋモルエラン, 42,安部幸, 1.7, 71, -16,  16,11,188.6,⑩⑩⑩
12,15,Ｐハｰドピｰニャ, 23,安部幸, 2.3, 43,   4, -20,16,635.7,⑫⑪⑫,12, 3, ネオザスティング,---,藤岡佑, 2.4, 26, -33, -12, 5, 21.0, ⑪⑩,12,15,Ｅサトノジュｰオｰ, 79,藤岡佑, 0.8, 72,*  8,  -3, 4,  7.9, ②②,,,,,,,,,,,,
13, 2,Ｊファランギｰス, 53,和田竜, 2.6, 41,*  9, -37,11,196.5,①①①,13, 1, ネオシルヴィア,---,松山弘, 3.4, 15, -39, -16,11,156.2, ⑧⑬,13,13,Ａリバｰハイランド, 82,松山弘, 0.8, 73,  -2,  12, 5, 14.0, ⑮⑯,,,,,,,,,,,,
14,14,Ｇユウキオジョウｰ, 54,高倉稜, 2.7, 40,  -2, -15,12,329.2,⑯⑯⑯,,,,,,,,,,,,,14,17,Ｇフェスティヴマロン, 78,酒井学, 1.1, 68,*  7,  -5,13, 63.9, ④⑤,,,,,,,,,,,,
15, 7,Ｏスバルオｰロラ, 34,鷹野宏, 3.0, 37,  -1, -20,15,555.8,⑪⑬⑬,,,,,,,,,,,,,15,14,Ｋカミヒコｰキ, 74,高倉稜, 1.3, 67,  -5,   8,15,106.2, ⑰⑰,,,,,,,,,,,,
16, 9,Ｌデルマラクシュミｰ, 46,熊沢重, 3.3, 35,   8, -44,14,492.5,④④⑥,,,,,,,,,,,,,16,16,Ｌショウリュウアクト, 73,岩田康, 1.6, 63,   1,  -5,12, 56.4, ⑪⑩,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,17,12,Ｐミウラジェット, 70,国分優, 1.7, 62,   3,  -8,17,503.4, ⑧⑨,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:57 ﾚｰｽﾍﾟｰｽ指数:+6 ﾚｰｽｱｶﾞﾘ指数:+3 馬場:良(指数:2),,,,,,,,,,,,ｸﾗｽ上位平均:55 ﾚｰｽﾍﾟｰｽ指数:-14 ﾚｰｽｱｶﾞﾘ指数:+10 馬場:良(指数:2),,,,,,,,,,,,ｸﾗｽ上位平均:80 ﾚｰｽﾍﾟｰｽ指数:-3 ﾚｰｽｱｶﾞﾘ指数:+2 馬場:良(指数:2),,,,,,,,,,,,ｸﾗｽ上位平均:74 ﾚｰｽﾍﾟｰｽ指数:-13 ﾚｰｽｱｶﾞﾘ指数:+15 馬場:良(指数:2),,,,,,,,,,,
単勝:160円 複勝:03=110円 04=110円 05=300円 枠連:200円,,,,,,,,,,,,"単勝:510円 複勝:07=180円 05=340円 11=460円 枠連:1,250円",,,,,,,,,,,,"単勝:1,420円 複勝:07=440円 05=260円 02=500円 枠連:1,450円",,,,,,,,,,,,"単勝:1,510円 複勝:01=540円 11=460円 07=660円 枠連:5,320円",,,,,,,,,,,
馬連:180円 ワイド:03-04=130円 03-05=620円 04-05=570円,,,,,,,,,,,,"馬連:3,230円 ワイド:05-07=1,080円 07-11=1,220円 05-11=2,480円",,,,,,,,,,,,"馬連:4,350円 ワイド:05-07=1,550円 02-07=3,800円 02-05=2,190円",,,,,,,,,,,,"馬連:6,890円 ワイド:01-11=1,560円 01-07=2,100円 07-11=1,600円",,,,,,,,,,,
"馬単:290円 3連複:1,140円 3連単:2,550円",,,,,,,,,,,,"馬単:5,290円 3連複:13,610円 3連単:61,930円",,,,,,,,,,,,"馬単:10,090円 3連複:31,400円 3連単:196,440円",,,,,,,,,,,,"馬単:17,280円 3連複:21,490円 3連単:170,840円",,,,,,,,,,,
,※同着があったレｰスの払戻情報はスペｰスの関係上､同着分を省略しています｡,,,,,,,,,,,,,,,,,,,,,,,,※同着があったレｰスの払戻情報はスペｰスの関係上､同着分を省略しています｡,,,,,,,,,,,,,,,,,,,,,,
