10年12月 4日 小倉,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,10年12月 4日 小倉,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1700m 2 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:6,,,,,■ 4R  ダ1000m 3歳上500万(牝) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:1,,,,,■ 7R  ダ1700m 3歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:9,,,,,■10R  芝1200m 3歳上1000万(牝) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:1,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,18,Ｒジョイフルスマイル, 60,畑端省, 2.1, 54, -15,   2,18,414.5, ⑱⑱
ｸﾗｽ上位平均:57 ﾚｰｽﾍﾟｰｽ指数:+3 ﾚｰｽｱｶﾞﾘ指数:-8 馬場:重(指数:-8),,,,,,,,,,,,ｸﾗｽ上位平均:71 ﾚｰｽﾍﾟｰｽ指数:-10 ﾚｰｽｱｶﾞﾘ指数:+2 馬場:重(指数:-8),,,,,,,,,,,,ｸﾗｽ上位平均:72 ﾚｰｽﾍﾟｰｽ指数:-3 ﾚｰｽｱｶﾞﾘ指数:+7 馬場:重(指数:-8),,,,,,,,,,,,ｸﾗｽ上位平均:80 ﾚｰｽﾍﾟｰｽ指数:-1 ﾚｰｽｱｶﾞﾘ指数:+3 馬場:良(指数:0),,,,,,,,,,,
"単勝:530円 複勝:10=190円 03=4,050円 11=220円 枠連:4,090円",,,,,,,,,,,,単勝:640円 複勝:03=150円 04=120円 02=290円 枠連:390円,,,,,,,,,,,,"単勝:1,360円 複勝:06=510円 13=630円 05=600円 枠連:11,390円",,,,,,,,,,,,"単勝:1,530円 複勝:02=440円 06=410円 10=2,570円 枠連:790円",,,,,,,,,,,
"馬連:35,150円 ワイド:03-10=8,530円 10-11=450円 03-11=15,030円",,,,,,,,,,,,"馬連:500円 ワイド:03-04=200円 02-03=1,310円 02-04=760円",,,,,,,,,,,,"馬連:32,070円 ワイド:06-13=9,030円 05-06=3,930円 05-13=5,340円",,,,,,,,,,,,"馬連:6,740円 ワイド:02-06=2,070円 02-10=13,890円 06-10=14,900円",,,,,,,,,,,
"馬単:59,070円 3連複:78,880円 3連単:526,120円",,,,,,,,,,,,"馬単:1,390円 3連複:3,000円 3連単:13,950円",,,,,,,,,,,,"馬単:79,640円 3連複:137,640円 3連単:1,098,450円",,,,,,,,,,,,"馬単:14,130円 3連複:186,710円 3連単:747,770円",,,,,,,,,,,
■ 2R  ダ1700m 3歳上500万(牝) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-1,,,,,■ 5R  ダ1000m 3歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-5,,,,,■ 8R  芝2000m 3歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:2,,,,,■11R  芝2000m 3歳上1000万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:4,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,柳川特別,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 5,Ｅタガノガルｰダ, 69,太宰啓,, 71,   4,* 15, 2,  4.4,⑤⑤⑤, 1,13,Ｂスニｰカｰブルｰス, 76,高倉稜,, 66,   1,   2, 1,  3.0, ③③, 1, 7,Ｃマイネルレイン, 73,丹内祐,, 83,*  5,* 14, 7, 14.4,②②①, 1, 1,Ｅメイショウカンパク, 76,ウィリ,, 75,   5,  22, 1,  3.0,③③②
 2, 1,Ｆラパリｰガ, 67,ウィリ, 0.0, 71,*  6,  11, 7, 10.3,②②②, 2, 3,Ｆクリノスレンダｰ, 61,丸田恭, 0.2, 62, -10,*  7, 7, 27.5, ⑧⑥, 2, 8,Ｇシャルルヴォア, 71,ウィリ, 0.2, 78,*  3,* 14, 4,  7.2,⑤④③, 2, 4,Ｂベルタリド, 81,田辺裕, 0.2, 75,   4,* 25, 5,  9.4,⑧⑧⑧
 3, 3,Ａピサノルビｰ, 76,秋山真, 0.0, 71,   4,  13, 1,  2.6,③③③, 3, 4,Ｋブラウンチｰタｰ, 57,西田雄, 0.6, 59, -10,   3, 9, 36.8, ⑨⑧, 3, 1,Ｌアポロストｰム, 67,丸田恭, 0.3, 78,*  4,* 12,10, 46.0,③③⑥, 3, 9,Ｄテイエムシバスキｰ, 78,赤木高, 0.3, 72,*  8,  14, 3,  5.4,①①①
 4, 2,Ｄウインク, 69,赤木高, 0.5, 68,   2,  13, 3,  7.0,⑧⑦⑥, 4, 9,Ａコウエイフラッシュ, 76,川島信, 0.6, 61,*  6,  -7, 2,  3.4, ①①, 4,14,Ｅアルマトゥｰラ, 72,田中博, 0.5, 80,   1,* 14, 3,  6.5,⑪⑪⑩, 4, 2,Ｌテｰオｰケンジャ, 65,古川吉, 0.3, 76,   4,  22,10, 44.0,⑥⑥③
 5, 7,Ｃクリノマックス, 69,宮崎北, 0.6, 65,   4,   7, 4,  7.4,④④④, 5,12,Ｃアスタｰクリス, 64,北村友, 0.7, 59,  -7,   1, 8, 30.4, ⑦⑦, 5, 4,Ａセキサンダンスイン, 79,高倉稜, 0.7, 76,   1,* 12, 1,  3.0,⑩⑫⑬, 5, 3,Ｋフミノヤマビコ, 69,長谷川, 0.4, 77,   1,* 28,11, 72.2,⑩⑪⑨
 6, 6,Ｂワンダｰスル, 72,野元昭, 1.3, 63,   2,   6, 5,  8.0,⑦⑧⑧, 6, 5,Ｄナスザン, 64,田辺裕, 0.7, 57,  -4,  -2, 3,  5.3, ⑤⑤, 6,10,Ｂスズカスパｰク, 76,上村洋, 0.7, 76,*  4,   7, 5,  9.3,⑧⑦⑤, 6, 5,Ｃフミノイマｰジン, 78,太宰啓, 0.5, 71,   5,  15, 2,  5.2,④④⑤
 7, 8,Ｉマイネルナロッサ, 58,丹内祐, 1.6, 61,   3,   1, 8, 42.5,⑥⑥⑦, 7,11,Ｍアドリｰム, 54,松山弘, 0.8, 57, -13,   3,13,139.8, ⑪⑩, 7, 2,Ｉホｰクウィンザｰ, 69,松山弘, 0.7, 76,   1,  11, 9, 36.6,⑨⑨⑪, 7, 6,Ｆタニオブゴｰルド, 76,丸田恭, 1.0, 66,   5,  11, 8, 17.1,⑦⑦⑦
 8, 4,Ｈベルモントダイヤ, 60,西田雄, 1.7, 59,*  6,  -5, 6,  9.0,①①①, 8, 7,Ｇジュヴェビアン, 61,田中克, 0.8, 56, -13,   3,10, 50.1, ⑫⑪, 8, 3,Ｆサンライズウィル, 72,北村友, 1.1, 73,   0,  10, 6, 12.4,⑰⑮⑫, 8, 7,Ａカシノネロ, 83,高倉稜, 1.1, 66,   4,  13, 7, 14.1,⑨⑨⑩
 9, 9,Ｇチｰフヴァｰジニア, 60,二本柳, 5.6, 36,  -7, -13, 9,117.9,⑨⑨⑨, 9,10,Ｉキョウワシャドｰ, 59,赤木高, 0.9, 55, -27,* 12,14,157.5, ⑭⑭, 9,17,Ｍエメラルドミスト, 66,秋山真, 1.1, 72,   1,   6, 8, 27.7,⑭⑩⑧, 9,10,Ｈサンマルエミネム, 75,野元昭, 1.7, 58,   5,  -2, 6, 11.3,⑤⑤⑥
,,,,,,,,,,,,10, 8,Ｌシゲカツワンダフル, 56,西村太, 1.1, 53,  -7,  -4,12, 94.8, ⑥⑨,10, 6,Ｋラブイズモネ, 68,西村太, 1.4, 69,   0,   5,16,135.0,⑬⑭⑯,10,12,Ｊメイショウイチバン, 74,中舘英, 2.0, 58,   2,   3, 9, 20.4,⑪⑩⑪
,,,,,,,,,,,,11, 1,Ｈティンクルチャｰミ, 60,中舘英, 1.2, 53,  -4,  -6, 4,  6.6, ④④,11,18,Ｄテイエムバゴオｰ, 73,古川吉, 1.5, 69,   1,   1,11, 46.9,⑫⑬⑮,11,11,Ｉインテンスブルｰ, 75,秋山真, 2.0, 54,*  6,  -9, 4,  7.4,②②④
,,,,,,,,,,,,12, 2,Ｅロｰズバレｰ, 63,秋山真, 1.5, 48, -13,  -3, 6, 17.2, ⑩⑫,12,13,Ｐヤマニンアｰシｰ, 65,西田雄, 1.6, 66,   0,   4,17,153.0,⑯⑰⑭,,,,,,,,,,,,
,,,,,,,,,,,,13, 6,Ｎシェアアプロｰズ, 49,太宰啓, 1.8, 47, -20,   1,11, 82.8, ⑬⑬,12, 5,Ｎセトノジャｰニｰ, 65,赤木高, 1.6, 63,*  5,  -9,14, 90.1,①①②,,,,,,,,,,,,
,,,,,,,,,,,,14,14,Ｊスマｰトマグナム, 59,田中博, 2.6, 42,*  6, -26, 5, 11.6, ②②,14, 9,Ｊビルトミｰアップ, 68,田辺裕, 1.8, 62,   2,  -6,12, 68.0,⑦⑧⑨,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,15,11,Ｏファイブイｰグル, 65,川島信, 1.8, 64,*  3,  -9, 2,  5.1,⑥⑥⑦,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,16,15,Ｈマイネソシオ, 69,長谷川, 2.2, 62,   1,  -7,15,101.9,⑮⑯⑰,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,17,12,Ｑメジロカルヴィン, 55,中舘英, 2.4, 57,*  4, -19,13, 84.2,④⑤④,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,18,16,Ｒディアキングサン, 52,太宰啓, 2.5, 62,  -8,   7,18,175.1,⑱⑱⑱,,,,,,,,,,,,
ｸﾗｽ上位平均:71 ﾚｰｽﾍﾟｰｽ指数:-2 ﾚｰｽｱｶﾞﾘ指数:+7 馬場:重(指数:-8),,,,,,,,,,,,ｸﾗｽ上位平均:72 ﾚｰｽﾍﾟｰｽ指数:-10 ﾚｰｽｱｶﾞﾘ指数:-3 馬場:重(指数:-8),,,,,,,,,,,,ｸﾗｽ上位平均:74 ﾚｰｽﾍﾟｰｽ指数:-3 ﾚｰｽｱｶﾞﾘ指数:+3 馬場:良(指数:0),,,,,,,,,,,,ｸﾗｽ上位平均:80 ﾚｰｽﾍﾟｰｽ指数:-3 ﾚｰｽｱｶﾞﾘ指数:+9 馬場:良(指数:0),,,,,,,,,,,
"単勝:440円 複勝:05=160円 01=300円 03=130円 枠連:1,800円",,,,,,,,,,,,"単勝:300円 複勝:13=160円 03=610円 04=840円 枠連:2,490円",,,,,,,,,,,,"単勝:1,440円 複勝:07=400円 08=300円 01=1,010円 枠連:5,710円",,,,,,,,,,,,"単勝:300円 複勝:01=150円 04=220円 09=190円 枠連:1,770円",,,,,,,,,,,
"馬連:1,490円 ワイド:01-05=490円 03-05=230円 01-03=690円",,,,,,,,,,,,"馬連:6,200円 ワイド:03-13=1,490円 04-13=2,240円 03-04=6,810円",,,,,,,,,,,,"馬連:5,540円 ワイド:07-08=1,950円 01-07=7,750円 01-08=5,040円",,,,,,,,,,,,"馬連:1,690円 ワイド:01-04=490円 01-09=370円 04-09=850円",,,,,,,,,,,
"馬単:2,210円 3連複:1,990円 3連単:10,680円",,,,,,,,,,,,"馬単:10,440円 3連複:54,050円 3連単:269,550円",,,,,,,,,,,,"馬単:10,410円 3連複:50,860円 3連単:241,450円",,,,,,,,,,,,"馬単:2,690円 3連複:2,810円 3連単:13,070円",,,,,,,,,,,
■ 3R  芝1200m 2 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-3,,,,,■ 6R  芝2600m 3歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:8,,,,,■ 9R  ダ1700m 3歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:3,,,,,■12R  芝1200m 3歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-2,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,小月特別,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 9,Ｆミヤジエムジェイ, 57,太宰啓,, 63,*  0,  -3, 8, 21.3, ③③, 1, 8,Ｂアクアブルｰフライ, 82,長谷川,, 81,   1,  28, 2,  3.8,⑩⑩⑦, 1,10,Ｂカリズマクレスト, 77,高倉稜,, 72,   3,* 12, 2,  3.9,④⑤③, 1,16,Ｂディアブラｰダ, 71,ウィリ,, 76,*  3,   8, 2,  5.2, ②②
 2, 5,Ｇシゲルカンリカン, 53,秋山真, 0.0, 64,  -4,*  1, 9, 23.9, ⑦⑥, 2,11,Ｆロｰレルクラシック, 75,松山弘, 0.0, 81,   0,* 31, 3,  7.2,⑨⑪⑨, 2, 4,Ｋマカリオス, 67,生野賢, 0.0, 73,*  5,   9, 7, 18.5,③①①, 2, 4,Ｇユキノラムセス, 67,西田雄, 0.0, 77,  -4,* 15, 8, 17.7, ⑧⑥
 3,15,Ｃボｰルドグラン, 60,宮崎北, 0.4, 59,*  4, -12, 7, 19.1, ②②, 3, 6,Ａテラノパンサｰ, 82,秋山真, 0.1, 78,*  3,  22, 9, 65.2,③④③, 3, 5,Ｄエリモアラルマ, 71,松山弘, 0.2, 74,   2,* 13, 3,  7.1,⑪⑨⑨, 3,11,Ｉカラフルパレット, 66,宮崎北, 0.2, 75,  -1,  10,11, 36.3, ⑤④
 4, 4,Ｅタイキエレイン, 58,赤木高, 0.5, 57,  -4,  -6, 5, 15.4, ⑥⑤, 4, 2,Ｉロックフルマｰク, 69,田辺裕, 0.2, 78,   2,  25, 7, 35.8,⑧⑨⑥, 4,13,Ａヤマニンソルファ, 78,北村友, 0.6, 69,*  4,   5, 1,  2.6,②③②, 4,12,Ｆシンボリマルセイユ, 67,赤木高, 0.2, 74,  -5,* 14, 7, 17.0, ⑩⑧
 5,18,Ｊクリノエンドレス, 51,丸田恭, 0.5, 57, -16,*  6,10, 46.2, ⑰⑰, 5, 7,Ｄナリタプラチナ, 78,ウィリ, 0.3, 73,*  3,  19, 1,  2.1,④⑤④, 5, 3,Ｅグラスブレイド, 71,田辺裕, 0.7, 68,   3,   8, 6, 13.4,⑥⑥④, 5,15,Ｄダｰクシャナオｰ, 68,中舘英, 0.5, 72,*  3,   2, 3,  9.9, ①①
 6, 1,Ｉマイネタバサ, 52,丹内祐, 0.6, 57,  -6,  -4, 4, 13.1, ⑨⑧, 6, 1,Ｈサクラエンブレム, 69,中舘英, 0.3, 74,*  4,  16, 5, 10.0,②②②, 6,11,Ｊコスモピグマン, 69,丹内祐, 1.0, 67,   3,   4,10, 49.5,⑧⑦⑦, 6,14,Ｃドンビザッツウェイ, 71,丸田恭, 0.6, 70, -14,* 16, 6, 13.2, ⑮⑮
 7, 3,Ｍカラフルデイズ, 44,中舘英, 0.6, 57,  -6,  -4, 2,  4.3, ⑩⑨, 7, 9,Ｃゲットアヘッド, 79,西村太, 0.3, 85,  -3,* 39, 6, 17.1,⑭⑭⑫, 7,12,Ｈクオリティタイム, 69,太宰啓, 1.1, 68,  -2,* 14,11, 61.7,⑭⑬⑬, 7, 6,Ａスマイルバラッド, 72,秋山真, 0.7, 69,*  0,   2, 1,  2.4, ③③
 8,11,Ｂソｰニ, 61,上村洋, 0.6, 57,*  0, -11, 3,  5.6, ④④, 8, 4,Ｋシルクダイドウ, 69,丸田恭, 0.5, 74,   2,  20,10, 77.9,⑥⑧⑧, 8, 9,Ｆヤマノトップラン, 71,秋山真, 1.1, 65,   2,   5, 5, 12.1,⑩⑧⑧, 8,17,Ｊレインボｰスタｰ, 66,田辺裕, 0.7, 67,  -3,   4, 9, 28.8, ⑥⑦
 9,12,Ｄミスタｰマスタｰド, 59,野元昭, 0.6, 56,  -2,  -8, 6, 18.5, ⑤⑦, 9, 5,Ｇナムラチェンジ, 73,太宰啓, 0.8, 69,*  3,  10, 8, 40.1,⑫③⑤, 9, 7,Ｇボストンプラチナ, 69,西村太, 1.7, 63,  -2,   6, 9, 24.7,⑨⑪⑩, 9, 7,Ｌクインズプレイヤｰ, 62,丹内祐, 0.8, 68,  -9,  10,15,109.6, ⑭⑬
10, 2,Ｒコウエイボルト, 25,田辺裕, 0.7, 53,  -9,  -3,11, 60.6, ⑫⑫,10, 3,Ｍシンボリボルドｰ, 66,水口優, 0.9, 71,   0,  18,14,225.6,⑪⑫⑪,10, 6,Ｍテンシノウエルカム, 52,水口優, 1.8, 62,  -1,   5,14,222.5,⑫⑫⑪,10, 8,Ｍスズカサクセス, 62,北村友, 0.8, 67,  -8,   9,12, 43.9, ⑫⑭
11,13,Ｋコスモセクシｰ, 47,ウィリ, 0.8, 52, -12,  -2,13, 98.2, ⑮⑮,11,13,Ｎオリオンザドｰタｰ, 59,高倉稜, 1.0, 65,*  4,   5,13,218.8,①①①,11, 1,Ｃサダムトウコン, 74,上村洋, 2.1, 60,   4,  -6, 4,  9.2,⑤④⑥,11, 5,Ｏケイエスケイト, 59,長谷川, 0.9, 68, -15,* 14,16,133.1, ⑯⑰
12,17,Ｑカシノアクセル, 26,加藤士, 0.8, 54, -12,  -1,18,515.9, ⑯⑯,12,10,Ｌヴィｰヴァレジｰナ, 68,北村友, 1.3, 70,  -1,  18,11, 99.3,⑬⑬⑭,12,14,Ｉアサクサミツボシ, 69,中舘英, 3.0, 53,  -4,  -2, 8, 18.6,⑬⑭⑭,12, 2,Ｈサアドウゾ, 66,松山弘, 1.0, 65,  -5,   3, 5, 12.3, ⑨⑨
13, 8,Ｏチャｰミングロック, 32,長谷川, 0.9, 52,*  4, -19,17,286.6, ①①,13,12,Ｅマナクｰラ, 78,上村洋, 1.5, 65,*  3,   5, 4,  9.3,⑦⑦⑩,13, 2,Ｎエクラヴァンクｰル, 52,古川吉, 3.3, 48,   4, -18,12,121.7,①②⑤,13, 3,Ｅスナｰクトマホｰク, 67,太宰啓, 1.1, 65,  -7,   6, 4, 11.7, ⑪⑫
14,14,Ａウエスタンハピネス, 65,西村太, 0.9, 51,  -7,  -9, 1,  2.4, ⑪⑪,14,14,Ｊアｰスコンシャス, 69,宮崎北, 3.1, 49,*  3, -18,12,171.2,⑤⑥⑬,14, 8,Ｌニシノマドカ, 64,西田雄, 3.9, 47,   0, -15,13,128.3,⑦⑩⑫,14,10,Ｑドリｰムブランチ, 56,田中博, 1.2, 64, -15,  10,17,172.4, ⑰⑱
15, 7,Ｈシルバｰエデン, 53,二本柳, 1.4, 46,  -5, -16,12, 60.7, ⑧⑩,,,,,,,,,,,,,,,,,,,,,,,,,15, 9,Ｋキャンディｰムｰン, 63,上村洋, 1.2, 63, -16,  11,10, 31.0, ⑱⑯
16, 6,Ｌダイメイロｰド, 46,小島太, 1.4, 45,  -9, -12,14,238.5, ⑬⑬,,,,,,,,,,,,,,,,,,,,,,,,,16,13,Ｐデンコウワン, 58,高倉稜, 1.7, 56,  -8,  -3,18,216.7, ⑬⑪
