10年12月18日 小倉,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,10年12月18日 小倉,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1000m 2 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-14,,,,,■ 4R  ダ1000m 3歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:2,,,,,■ 7R  芝2600m 3歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:8,,,,,■10R  芝1200m 2 歳500万(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:0,,,,
14,11,Ｌタイセイブｰケ, 50,渡辺薫, 1.6, 42, -20,  -6,11, 51.2, ⑯⑭,14, 5,Ｋハバタクテｰラｰ, 59,松山弘, 2.2, 44, -23,  -1, 9, 21.7, ⑭⑭,14, 3,Ｋスイｰトバイカル, 69,嘉藤貴, 1.4, 61,   6, -16,13,123.7,⑥⑦⑧,14,16,Ｑミラノムｰン, 60,渡辺薫, 1.5, 68,   4,  -7,11, 61.1,⑪⑧⑨
15,17,Ｑタガノラガマフィン, 41,田中健, 1.8, 39, -17, -11,16,148.0, ⑭⑮,,,,,,,,,,,,,15, 2,Ｍマイネホコモモラ, 64,国分恭, 1.5, 61,   8, -20,15,181.1,③④⑤,15,18,Ｒアｰモンドケｰキ, 58,田中博, 2.2, 61,   4, -16,17,265.8,⑧⑨⑩
16, 1,Ｐタマモルｰキｰ, 41,松山弘, 2.0, 36, -13, -17,15,133.9, ⑧⑯,,,,,,,,,,,,,16,15,Ｏマルカレガｰト, 55,古川吉, 1.8, 58,   7, -24,12,118.6,⑤⑤⑦,16,13,Ｊタツクｰル, 70,松山弘, 2.3, 63,  -4,   3,14,102.3,⑰⑰⑰
17,16,Ｍシゲルホンブチョウ, 47,中舘英, 2.0, 37, -12, -18,13, 94.0, ⑪⑬,,,,,,,,,,,,,,,,,,,,,,,,,17, 1,Ｋヤマニンアｰシｰ, 69,西田雄, 2.4, 56,   6, -22,13, 85.2,④⑥⑤
18, 6,Ｆクリノハルチャンス, 54,丸山元, 2.4, 32, -22, -13, 9, 37.0, ⑰⑱,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:57 ﾚｰｽﾍﾟｰｽ指数:-6 ﾚｰｽｱｶﾞﾘ指数:+2 馬場:良(指数:1),,,,,,,,,,,,ｸﾗｽ上位平均:71 ﾚｰｽﾍﾟｰｽ指数:-19 ﾚｰｽｱｶﾞﾘ指数:-1 馬場:稍重(指数:-3),,,,,,,,,,,,ｸﾗｽ上位平均:74 ﾚｰｽﾍﾟｰｽ指数:+0 ﾚｰｽｱｶﾞﾘ指数:-4 馬場:良(指数:1),,,,,,,,,,,,ｸﾗｽ上位平均:74 ﾚｰｽﾍﾟｰｽ指数:-1 ﾚｰｽｱｶﾞﾘ指数:+3 馬場:良(指数:1),,,,,,,,,,,
単勝:360円 複勝:08=160円 12=190円 04=290円 枠連:900円,,,,,,,,,,,,単勝:630円 複勝:10=230円 12=160円 13=170円 枠連:990円,,,,,,,,,,,,"単勝:1,960円 複勝:14=500円 06=220円 10=1,700円 枠連:3,190円",,,,,,,,,,,,"単勝:500円 複勝:15=220円 06=270円 09=1,560円 枠連:2,190円",,,,,,,,,,,
"馬連:930円 ワイド:08-12=400円 04-08=830円 04-12=1,010円",,,,,,,,,,,,"馬連:1,600円 ワイド:10-12=520円 10-13=720円 12-13=420円",,,,,,,,,,,,"馬連:4,430円 ワイド:06-14=1,970円 10-14=9,150円 06-10=5,590円",,,,,,,,,,,,"馬連:2,410円 ワイド:06-15=1,100円 09-15=7,880円 06-09=7,310円",,,,,,,,,,,
"馬単:1,430円 3連複:2,940円 3連単:11,810円",,,,,,,,,,,,"馬単:2,940円 3連複:2,770円 3連単:17,090円",,,,,,,,,,,,"馬単:13,260円 3連複:131,020円 3連単:662,270円",,,,,,,,,,,,"馬単:4,620円 3連複:50,120円 3連単:232,250円",,,,,,,,,,,
,※同着があったレｰスの払戻情報はスペｰスの関係上､同着分を省略しています｡,,,,,,,,,,,,,,,,,,,,,,,,※同着があったレｰスの払戻情報はスペｰスの関係上､同着分を省略しています｡,,,,,,,,,,,,,,,,,,,,,,
,※結果･払戻は必ず主催者発表のものと照合･確認して下さい｡,,,,,,,,,,,,,,,,,,,,,,,,※結果･払戻は必ず主催者発表のものと照合･確認して下さい｡,,,,,,,,,,,,,,,,,,,,,,
