10年 1月31日 京都,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,10年 1月31日 京都,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1200m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:1,,,,,■ 4R  芝3190m 4歳上ｵｰﾌﾟﾝ(混) 別定,,,,,,,,,,,,■ 7R  ダ1800m 4歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:7,,,,,■10R  芝2400m 4歳上1600万(混) ﾊﾝﾃﾞ,,,,,,,出走馬ﾚﾍﾞﾙ:1,,,,
 9,11,Ｆマイトップイモン, 45,福永祐, 1.7, 44, -11,  -8, 5, 11.5, ⑦⑥, 9,10, ヒシバトル,,大江原,216.1,,,,13,103.1,⑩⑨⑨, 9, 9,Ｂレッドサｰパス, 73,藤岡佑, 0.9, 63,   2,   2, 1,  2.8,⑩⑩⑩, 9, 2,Ｉマルイチクエスト, 69,大下智, 1.6, 68,*  9, -14, 9, 90.9,②②②
10, 9,Ｅチョウラッキｰ, 47,高野容, 1.7, 43, -16,  -4,10,150.1, ⑩⑩,10, 8, ニュｰヨｰカｰ,,高野和,218.0,,,,12, 98.4,⑫⑩⑩,10, 1,Ｈネオファロス, 68,和田竜, 1.2, 61,   5,  -5,10,104.0,⑦⑦⑥,,,,,,,,,,,,
11, 4,Ｋテイエムバラッド, 32,藤岡康, 2.0, 40, -15, -10,11,159.5, ⑨⑨,11,12, スリｰアトラス,,高野容,218.2,,,,14,137.0,⑬⑫⑪,11, 7,Ｅラムタムタガｰ, 72,浜中俊, 1.4, 60,   5,  -7, 7, 15.3,⑤⑤⑦,,,,,,,,,,,,
,,,,,,,,,,,,12, 9, マッキｰケインズ,,佐久間,220.6,,,, 9, 37.7,⑧⑬⑬,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,13,13, ゼットコマンダｰ,,白浜雄,220.9,,,,11, 47.4,⑥⑪⑫,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:62 ﾚｰｽﾍﾟｰｽ指数:-11 ﾚｰｽｱｶﾞﾘ指数:-5 馬場:稍重(指数:0),,,,,,,,,,,,,,,,,,,,,,,,ｸﾗｽ上位平均:72 ﾚｰｽﾍﾟｰｽ指数:+1 ﾚｰｽｱｶﾞﾘ指数:-2 馬場:稍重(指数:0),,,,,,,,,,,,ｸﾗｽ上位平均:84 ﾚｰｽﾍﾟｰｽ指数:-2 ﾚｰｽｱｶﾞﾘ指数:-0 馬場:良(指数:5),,,,,,,,,,,
"単勝:230円 複勝:05=110円 03=320円 01=160円 枠連:1,820円",,,,,,,,,,,,"単勝:530円 複勝:03=190円 01=680円 14=420円 枠連:2,680円",,,,,,,,,,,,"単勝:20,230円 複勝:10=4,030円 06=290円 05=260円 枠連:1,180円",,,,,,,,,,,,単勝:620円 複勝:05=150円 03=110円 01=160円 枠連:440円,,,,,,,,,,,
"馬連:1,890円 ワイド:03-05=360円 01-05=220円 01-03=780円",,,,,,,,,,,,"馬連:6,320円 ワイド:01-03=1,700円 03-14=920円 01-14=3,280円",,,,,,,,,,,,"馬連:41,760円 ワイド:06-10=11,060円 05-10=7,550円 05-06=680円",,,,,,,,,,,,馬連:460円 ワイド:03-05=190円 01-05=410円 01-03=210円,,,,,,,,,,,
"馬単:2,800円 3連複:1,940円 3連単:12,020円",,,,,,,,,,,,"馬単:11,400円 3連複:20,680円 3連単:120,860円",,,,,,,,,,,,"馬単:167,460円 3連複:46,570円 3連単:640,960円",,,,,,,,,,,,"馬単:1,400円 3連複:620円 3連単:4,190円",,,,,,,,,,,
■ 2R  ダ1800m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:2,,,,,■ 5R  芝1800m 3 歳新馬(混) 馬齢,,,,,,,,,,,,■ 8R  ダ1400m 4歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:3,,,,,■11R  芝1600m 4歳上ｵｰﾌﾟﾝ(牝) 別定,,,,,,,出走馬ﾚﾍﾞﾙ:3,,,,
,,,,,,,,,,,,,ﾒｲｸﾃﾞﾋﾞｭｰ京都,,,,,,,,,,,,,,,,,,,,,,,,京都牝馬ｽﾃｰｸｽ ＧⅢ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 1,Ｇアキノグロｰブ, 56,デムｰ,, 65,   4,*  2, 4,  8.1,④⑤⑤, 1, 3, アグネスジャスパｰ,---,ルメｰ,, 61,*-12,*  8, 2,  2.7, ①①, 1,13,Ａシャドウデイル, 80,安藤勝,, 78,* 11,   2, 3,  6.2, ②②, 1, 8,Ａヒカルアマランサス, 88,デムｰ,, 90, -12,* 28, 1,  3.3, ⑮⑮
 2, 7,Ｉタマモアルプス, 46,藤岡康, 0.4, 64,*  5,* -3, 8, 24.3,③③③, 2, 2, スマイルタイム,---,福永祐, 0.6, 57,*-13,   4, 1,  2.4, ③③, 2,12,Ｂピｰスオブパワｰ, 79,藤岡佑, 0.2, 76,   6,*  7, 1,  3.2, ⑨⑨, 2,15,Ｊベストロケｰション, 82,木幡初, 0.1, 81,* -4,  12, 7, 16.2, ②②
 3, 6,Ａアドマイヤマリン, 65,藤岡佑, 1.0, 58,   4,  -7, 2,  3.7,⑤⑥⑥, 3,14, ファｰマレッド,---,四位洋, 0.8, 56, -15,   7, 6, 37.3, ⑧⑦, 3, 8,Ｃトｰホウボガｰド, 75,岩田康, 0.8, 71,   1,*  8, 2,  4.0, ⑮⑭, 3, 6,Ｅザレマ, 85,安藤勝, 0.1, 83,* -2,  11, 2,  4.8, ①①
 4, 4,Ｃメイショウエバモア, 61,池添謙, 1.1, 58,*  6, -11, 1,  3.4,①①①, 4,10, キョウジ,---,池添謙, 0.8, 57, -15,   8, 9, 63.1, ⑩⑨, 4,10,Ｄブレｰヴゴｰルド, 74,福永祐, 0.8, 73,   9,  -1, 8, 16.1, ⑥⑥, 4, 5,Ｍワンカラット, 81,藤岡佑, 0.1, 83,  -5,  15, 5, 10.5, ⑤⑤
 5,11,Ｄヤマニンフリスキｰ, 60,太宰啓, 1.2, 59,   2,* -3, 7, 16.8,⑨⑧⑧, 5, 5, スタｰペスゴンタ,---,藤岡佑, 1.0, 53, -14,   2,11, 64.7, ⑤⑤, 5,11,Ｏピサノプレミアム, 63,池添謙, 1.2, 68,   4,   1,10, 22.5, ⑫⑫, 5, 9,Ｉチェレブリタ, 83,ルメｰ, 0.3, 83,  -8,* 18, 6, 11.6, ⑫⑪
 6,13,Ｋサダルメリク, 41,角田晃, 1.4, 59,*  5, -11, 9, 54.5,⑥④④, 6, 6, スペシャルロｰド,---,和田竜, 1.0, 51,*-13,  -3, 4, 11.4, ②②, 6, 2,Ｎマジックモｰメント, 63,川原正, 1.2, 69,   9,  -5,13,168.0, ④③, 6,13,Ｌレジネッタ, 82,四位洋, 0.4, 83, -10,* 19, 8, 16.7, ⑭⑭
 7, 9,Ｆヒシミステリｰ, 57,福永祐, 1.7, 54,   2,  -8, 5, 10.9,⑪⑦⑦, 7, 1, スズカサクセス,---,太宰啓, 1.0, 54, -18,* 10, 7, 37.9, ⑫⑫, 7, 3,Ｋシンメイゲイルス, 66,浜中俊, 1.3, 67,   3,   1,12, 62.8, ⑬⑩, 7,12,Ｋブラボｰデイジｰ, 82,福永祐, 0.5, 78,* -4,   8, 3,  7.1, ③③
 8, 2,Ｍピｰスオブケイク, 26,木幡初, 1.8, 53,   0,  -5,11, 80.7,⑩⑩⑨, 8,11, セイントセｰジ,---,藤岡康, 1.2, 49,*-13,  -4,10, 63.6, ④④, 8, 5,Ｉフサイチダイチャン, 68,藤岡康, 1.6, 66,   7,  -6, 7, 15.7, ⑦⑦, 8, 2,Ｏプリマフォルツァ, 77,池添謙, 0.7, 77,  -6,  10,13, 56.7, ⑦⑧
 9, 5,Ｂテイエムバゴオｰ, 65,安藤勝, 2.3, 47,*  5, -20, 3,  3.9,②②②, 9, 7, サクラボｰルド,---,デムｰ, 1.6, 46, -17,  -3,12, 79.5, ⑦⑩, 9, 9,Ｈレジャイｰル, 71,太宰啓, 1.7, 66,* 12, -14, 5, 12.0, ①①, 9, 1,Ｂマイネレｰツェル, 86,和田竜, 0.8, 76,  -6,   8,10, 19.4, ⑨⑨
10, 8,Ｅオウケンドラゴン, 57,岩田康, 2.5, 50,  -1, -10, 6, 15.3,⑬⑫⑩,10, 8, アドマイヤスコッチ,---,安藤勝, 1.7, 47, -20,   1, 3,  5.0, ⑬⑬,10,14,Ｍジョウショｰリズム, 64,岩崎祐, 2.1, 60,   0,  -2,15,241.1, ⑯⑮,10,14,Ｃレインダンス, 86,藤岡康, 0.8, 74,  -6,   6, 4,  9.2, ⑥⑥
11,10,Ｌマコトヘッツァｰ, 41,和田竜, 3.5, 43,   1, -21,12,244.8,⑧⑨⑪,11, 9, ピアノボレロ,---,武幸四, 1.7, 47, -18,  -1,13, 83.5, ⑪⑪,11, 7,Ｊサラノロクサボｰド, 67,角田晃, 2.2, 63,   9, -15,11, 48.9, ③⑤,11, 3,Ｎエリモファイナル, 80,石橋守, 0.9, 75, -10,  12,15,155.0, ⑬⑬
12, 3,Ｈエｰシンサスケハナ, 53,川原正, 4.7, 36,  -1, -29,10, 55.6,⑦⑪⑫,12,12, サｰノ,---,石橋守, 2.0, 44, -21,   0,14,189.5, ⑭⑭,12,15,Ｇテンザンメダリスト, 71,田中克, 2.3, 59,   4,  -9,16,281.2, ⑪⑬,12, 4,Ｇクラウンプリンセス, 84,太宰啓, 0.9, 71,  -5,   4,11, 32.0, ④④
13,12,Ｊジョニｰガンバ, 45,渡辺薫, 5.7, 33,  -2, -34,13,311.8,⑫⑬⑬,13, 4, コｰリングオブラブ,---,佐藤哲, 2.3, 36, -17, -13, 8, 48.5, ⑨⑧,13, 6,Ｆピュアシルヴァｰ, 72,渡辺薫, 2.4, 61,   9, -16, 4, 10.9, ⑤④,13,11,Ｈサンレイジャスパｰ, 84,難波剛, 1.3, 68,  -6,   1,14, 97.7, ⑪⑩
,,,,,,,,,,,,14,13, ユアアイズオンリｰ,---,岩田康, 2.6, 33, -16, -20, 5, 27.5, ⑥⑥,14, 4,Ｌマイベストソング, 66,ルメｰ, 2.5, 59,   6, -11, 6, 12.7, ⑩⑪,14, 7,Ｆショウナンラノビア, 85,岩田康, 1.3, 66,  -6,  -1, 9, 19.2, ⑧⑦
,,,,,,,,,,,,,,,,,,,,,,,,15,16,Ｐイソノホウオウ, 51,小坂忠, 2.7, 56,   1,  -8,14,171.5, ⑭⑯,15,10,Ｄマイティｰスルｰ, 86,浜中俊, 1.4, 66,  -8,   1,12, 33.0, ⑩⑫
,,,,,,,,,,,,,,,,,,,,,,,,16, 1,Ｅダスタップ, 74,佐藤哲, 2.8, 56,   7, -17, 9, 16.4, ⑧⑧,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:62 ﾚｰｽﾍﾟｰｽ指数:+4 ﾚｰｽｱｶﾞﾘ指数:-6 馬場:稍重(指数:0),,,,,,,,,,,,ｸﾗｽ上位平均:57 ﾚｰｽﾍﾟｰｽ指数:-3 ﾚｰｽｱｶﾞﾘ指数:+10 馬場:良(指数:5),,,,,,,,,,,,ｸﾗｽ上位平均:72 ﾚｰｽﾍﾟｰｽ指数:+4 ﾚｰｽｱｶﾞﾘ指数:-5 馬場:稍重(指数:0),,,,,,,,,,,,ｸﾗｽ上位平均:88 ﾚｰｽﾍﾟｰｽ指数:-13 ﾚｰｽｱｶﾞﾘ指数:+2 馬場:稍重(指数:5),,,,,,,,,,,
"単勝:810円 複勝:01=310円 07=600円 06=160円 枠連:1,460円",,,,,,,,,,,,単勝:270円 複勝:03=130円 02=120円 14=540円 枠連:270円,,,,,,,,,,,,単勝:620円 複勝:13=190円 12=140円 08=150円 枠連:790円,,,,,,,,,,,,単勝:330円 複勝:08=140円 15=370円 06=170円 枠連:670円,,,,,,,,,,,
"馬連:11,340円 ワイド:01-07=3,570円 01-06=680円 06-07=1,140円",,,,,,,,,,,,"馬連:240円 ワイド:02-03=160円 03-14=1,140円 02-14=1,040円",,,,,,,,,,,,馬連:930円 ワイド:12-13=360円 08-13=400円 08-12=270円,,,,,,,,,,,,"馬連:2,790円 ワイド:08-15=900円 06-08=390円 06-15=1,410円",,,,,,,,,,,
"馬単:21,510円 3連複:12,220円 3連単:109,800円",,,,,,,,,,,,"馬単:630円 3連複:2,210円 3連単:6,630円",,,,,,,,,,,,"馬単:2,280円 3連複:1,220円 3連単:7,550円",,,,,,,,,,,,"馬単:4,470円 3連複:5,210円 3連単:28,940円",,,,,,,,,,,
■ 3R  ダ1400m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:1,,,,,■ 6R  芝1400m 3 歳500万(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:6,,,,,■ 9R  ダ1800m 4歳上1000万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:5,,,,,■12R  ダ1200m 4歳上1000万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:2,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,大津特別,,,,,,,,,,,,,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 8,Ｉスコッツブラフ, 48,池添謙,, 56,* -3,*  4, 1,  2.8, ②②, 1, 5,Ｆオメガブルｰハワイ, 64,デムｰ,, 73,   5,* 12, 4, 10.7, ⑥⑥, 1, 6,Ａタガノクリスエス, 85,安藤勝,, 81,   2,* 19, 2,  3.4,⑨⑦⑥, 1, 1,Ａマルカベンチャｰ, 87,安藤勝,, 81,   1,* 21, 1,  2.0, ⑮⑬
 2,15,Ｇメルシｰサイレンス, 50,佐藤哲, 0.2, 55,  -4,*  4,10, 35.8, ⑥⑥, 2, 1,Ａレディアルバロｰザ, 71,ルメｰ, 0.1, 71,* 11,   2, 1,  1.6, ①①, 2,11,Ｈドリｰムトラベラｰ, 79,太宰啓, 0.3, 81,   3,  14, 9, 36.1,⑥⑤⑤, 2,11,Ｄドクタｰラオウ, 82,岩田康, 0.2, 81,   5,* 15, 3,  6.7, ⑪⑪
 3, 1,Ａビｰチパｰティｰ, 62,岩田康, 0.5, 52,  -4,   1, 3,  4.9, ④④, 3, 7,Ｄボンジュｰルメロン, 67,藤岡佑, 0.1, 71,   4,* 12, 7, 15.1, ⑦⑦, 3, 9,Ｂシルクダイナスティ, 85,武幸四, 0.5, 86,   3,  15, 3,  6.5,⑧⑧⑦, 3,13,Ｃチャンピオンラブ, 85,四位洋, 0.4, 83,* 17,   2, 5,  8.6, ②②
 4, 2,Ｋヒシアピｰル, 42,福永祐, 0.8, 50,  -7,   1,15,116.5, ⑨⑦, 4, 6,Ｈルクソｰルシチｰ, 61,佐藤哲, 0.4, 67,   8,   3, 6, 14.2, ⑤⑤, 4, 4,Ｅセブンサミッツ, 80,浜中俊, 0.5, 82,   0,* 19, 5, 10.7,⑫⑫⑫, 4, 5,Ｇミッキｰフォルテ, 78,デムｰ, 0.6, 78,   7,   9, 7, 19.6, ⑩⑩
 5, 4,Ｊキクノベリｰタ, 46,川原正, 0.8, 50,  -7,   1, 7, 18.8, ⑦⑧, 5,10,Ｅブイコナン, 66,池添謙, 0.6, 66,* 10,  -2, 5, 12.8, ③②, 5,10,Ｄスズカフレｰム, 81,藤岡佑, 0.5, 78,*  4,  12, 4,  6.7,④④④, 5,16,Ｅゴッドフェニックス, 79,池添謙, 0.8, 79,  13,   2, 4,  7.8, ⑤⑤
 6, 5,Ｈデュｰクビスティｰ, 48,ルメｰ, 0.9, 50,  -8,*  3, 6, 17.1, ⑭⑩, 6, 3,Ｃジョｰモカ, 68,藤岡康, 0.9, 63,   8,  -3, 3,  7.7, ④④, 6, 2,Ｆプラチナメｰン, 80,デムｰ, 0.5, 78,*  4,  12, 6, 15.2,③③③, 6, 4,Ｆスズカアトラス, 78,浜中俊, 0.9, 78,  11,   3, 9, 46.2, ⑥⑥
 7, 6,Ｃメイショウヴァルナ, 57,武幸四, 0.9, 53,* -2,  -5, 2,  3.5, ①①, 7, 2,Ｇクロワラモｰ, 61,太宰啓, 0.9, 63,   1,   6, 8, 35.3, ⑧⑧, 7, 1,Ｃハイロｰラｰ, 85,ルメｰ, 0.5, 80,   2,* 17, 1,  2.9,⑦⑨⑩, 7, 9,Ｋミキノセレナｰデ, 75,藤岡康, 1.0, 77,   9,   4, 8, 37.7, ⑧⑧
 8,12,Ｄアクティビュｰティ, 55,和田竜, 1.2, 47,  -4,  -5, 9, 29.1, ③③, 8, 9, アｰモンドケｰキ,---,川原正, 1.0, 63,  -4,  11, 9, 97.3, ⑩⑩, 8, 7,Ｋキングアレキサンダ, 75,福永祐, 0.6, 77,*  5,   8, 8, 34.4,①①①, 8, 6,Ｍカシノブレイヴリ, 74,小坂忠, 1.1, 73,   4,   8,16,358.8, ⑬⑫
 9,10,Ｎシェルバレッタ, 39,石橋守, 1.6, 46, -10,  -1,12, 77.2, ⑮⑬, 9, 4,Ｂアｰリｰデイズ, 69,岩田康, 1.1, 59,* 10,  -9, 2,  7.3, ②③, 9,12,Ｉスプリングサンテ, 79,岩田康, 0.8, 76,*  5,   8,12,159.9,②②②, 9, 3,Ｂスリｰサンビｰム, 86,大下智, 1.2, 77,* 17,  -6, 2,  6.1, ①①
10,13,Ｌメタギャラクシｰ, 42,藤岡佑, 1.8, 43, -10,  -3,13, 92.5, ⑬⑯,10, 8,Ｉシシノテイオｰ, 57,渡辺薫, 1.6, 56,   1,  -2,10,196.0, ⑨⑨,10, 5,Ｊオウケンマジック, 75,川原正, 0.8, 78,   3,  13, 7, 16.9,⑤⑥⑧,10,10,Ｐマイティｰキラｰ, 64,石橋守, 1.2, 72,   1,  10,15,323.2, ⑭⑮
11, 9,Ｅワンダｰバライル, 53,野元昭, 1.8, 42,  -9,  -5, 5, 16.9, ⑫⑪,,,,,,,,,,,,,11, 8,Ｇウエスタンシｰザｰ, 80,藤岡康, 0.9, 79,   2,  13,10, 47.9,⑩⑪⑨,11, 8,Ｌラインオブナイト, 74,ルメｰ, 1.3, 74,  12,  -1, 6, 16.1, ⑦⑦
12,11,Ｐリボｰンドリｰム, 29,高田潤, 1.9, 42, -10,  -4,11, 38.9, ⑯⑭,,,,,,,,,,,,,12, 3,Ｌパワｰエｰス, 74,和田竜, 1.2, 75,   2,  11,11,119.7,⑪⑩⑪,12, 2,Ｊワンダｰグラス, 76,川原正, 1.5, 70,   7,   1,11,150.3, ⑨⑨
13, 3,Ｆホワイトミｰナ, 51,渡辺薫, 1.9, 43,  -5, -10, 8, 25.3, ⑤⑤,,,,,,,,,,,,,,,,,,,,,,,,,13,12,Ｈホウライパレｰド, 78,藤岡佑, 1.5, 72,  13,  -4,10, 97.8, ④③
14,14,Ｂナリタピュアｰ, 60,デムｰ, 2.1, 39,  -7, -10, 4, 14.3, ⑧⑨,,,,,,,,,,,,,,,,,,,,,,,,,14, 7,Ｏタニノジュレップ, 68,武幸四, 1.9, 71,   5,   1,13,192.1, ⑫⑭
15,16,Ｍスカッチテイスト, 41,小坂忠, 3.2, 31,  -9, -17,16,210.5, ⑪⑮,,,,,,,,,,,,,,,,,,,,,,,,,15,14,Ｉマルブツエンペラｰ, 77,木幡初, 2.1, 68,* 15, -11,14,225.5, ③④
16, 7,Ｏスズカパルサｰ, 30,浜中俊, 4.2, 24,  -8, -26,14,110.4, ⑩⑫,,,,,,,,,,,,,,,,,,,,,,,,,16,15,Ｎアピｰル, 68,太宰啓, 2.3, 63,  -3,   6,12,179.8, ⑯⑯
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:62 ﾚｰｽﾍﾟｰｽ指数:-7 ﾚｰｽｱｶﾞﾘ指数:-0 馬場:稍重(指数:0),,,,,,,,,,,,ｸﾗｽ上位平均:72 ﾚｰｽﾍﾟｰｽ指数:+4 ﾚｰｽｱｶﾞﾘ指数:+3 馬場:良(指数:5),,,,,,,,,,,,ｸﾗｽ上位平均:79 ﾚｰｽﾍﾟｰｽ指数:-6 ﾚｰｽｱｶﾞﾘ指数:+8 馬場:稍重(指数:0),,,,,,,,,,,,ｸﾗｽ上位平均:79 ﾚｰｽﾍﾟｰｽ指数:+4 ﾚｰｽｱｶﾞﾘ指数:-0 馬場:稍重(指数:0),,,,,,,,,,,
"単勝:280円 複勝:08=150円 15=450円 01=180円 枠連:4,080円",,,,,,,,,,,,"単勝:1,070円 複勝:05=210円 01=110円 07=260円 枠連:690円",,,,,,,,,,,,"単勝:340円 複勝:06=140円 11=660円 09=190円 枠連:4,440円",,,,,,,,,,,,単勝:200円 複勝:01=110円 11=210円 13=200円 枠連:680円,,,,,,,,,,,
"馬連:3,840円 ワイド:08-15=1,030円 01-08=440円 01-15=1,160円",,,,,,,,,,,,"馬連:640円 ワイド:01-05=310円 05-07=1,220円 01-07=380円",,,,,,,,,,,,"馬連:5,930円 ワイド:06-11=1,880円 06-09=410円 09-11=2,550円",,,,,,,,,,,,馬連:720円 ワイド:01-11=340円 01-13=400円 11-13=840円,,,,,,,,,,,
"馬単:5,270円 3連複:6,770円 3連単:32,090円",,,,,,,,,,,,"馬単:2,100円 3連複:2,390円 3連単:15,630円",,,,,,,,,,,,"馬単:11,800円 3連複:12,160円 3連単:77,770円",,,,,,,,,,,,"馬単:1,130円 3連複:1,780円 3連単:6,170円",,,,,,,,,,,
