10年 8月21日 新潟,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,10年 8月21日 新潟,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  芝1200m 2 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-5,,,,,■ 4R  芝1800m 3 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:3,,,,,■ 7R  芝2200m 3歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:3,,,,,■10R  ダ1800m 3歳上1000万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:0,,,,
10, 2,Ｍトゥルｰトゥルｰ, 41,小野寺, 2.0, 51,   6, -21, 7, 17.7,④⑤⑦,10,11, ケイオｰクラウン,---,蛯名正, 4.3, 29, -13, -20, 5, 10.0, ⑧⑧,10, 9,Ｌサンワｰドハｰレｰ, 68,千葉直, 3.1, 65,   6,  -4,15,398.8,⑪⑫⑫,10, 2,Ｊドリｰムフォワｰド, 77,伊藤工, 0.4, 72,   4,   5,13, 61.1, ⑨⑨
11,12,Ｋハロウィンパレｰド, 49,伊藤工, 3.2, 43,   3, -26,12, 95.0,⑧⑫⑬,11, 5, エステｰファイタｰ,---,柴田善, 4.9, 24, -16, -21, 7, 12.0, ⑨⑪,11,11,Ｊマルブツセンタｰ, 71,北村宏, 3.2, 63,   6,  -5,12,215.2,⑫⑬⑬,11, 4,Ｈコアレスコジｰン, 78,横山義, 0.4, 73,  -1,  10,18,203.0, ⑯⑯
12,10,Ｌオパｰルエンプレス, 46,小林淳, 3.4, 44,   2, -25,15,459.9,⑫⑬⑫,12, 1, クラウンハイパｰ,---,千葉直, 5.1, 24,  -5, -34,12, 63.4, ④④,12,13,Ｈシロイキセキ, 72,蛯名正, 3.6, 59,  13, -22, 6, 30.8,③③②,12, 1,Ｋワルキュｰレ, 76,田中博, 0.4, 74,  -5,* 14,12, 36.9, ⑱⑱
13,15,Ｈネイチャｰゼウス, 57,西田雄, 3.9, 42,* 10, -47,11, 52.3,①①②,13, 6, サクラメアリ,---,北村宏, 5.3,  6, -42,*  0, 8, 13.0, ⑭⑭,13,10,Ｋユｰワファントム, 70,西田雄, 4.0, 59,  11, -22,13,228.3,⑥⑦⑧,13,10,Ｑコンティネント, 74,小野次, 0.6, 68,*  7,  -4,15, 87.1, ④④
14,11,Ｎナイスセレｰノ, 40,松山弘, 4.5, 38,  -2, -27,14,421.6,⑭⑭⑭,14, 4, ゲットレディｰ,---,田中勝, 6.4, -3, -42, -10, 6, 11.8, ⑬⑬,14,14, クレバｰプリンス,---,田辺裕, 5.7, 46,  12, -38,11,126.8,④⑤⑦,14, 3,Ｂゴｰルデンガッツ, 82,松山弘, 0.6, 69,  -1,   6, 6, 10.8, ⑮⑮
15, 7, エルアルト,---,郷原洋, 9.5,  1,  -6, -62,13,286.4,⑮⑮⑮,15, 3, テイエムサウスダン,---,武士沢, 6.6,-10, -49,  -6,14,130.7, ⑮⑮,15, 6,Ｍティグフォルテ, 68,江田照, 5.8, 46,  13, -41,10, 96.3,①②⑥,15,11,Ａエｰシンビｰセルズ, 83,田中勝, 0.8, 67,*  8,  -5, 2,  4.7, ⑤⑤
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,14,Ｇダノンベルベｰル, 79,木幡初, 0.9, 67,   2,   0,10, 19.5, ⑬⑬
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17, 6,Ｐダイワナイト, 75,北村宏, 1.1, 63,   3,  -5, 7, 14.3, ⑩⑩
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18, 9,Ｒヘヴンリｰクルｰズ, 71,郷原洋, 1.5, 59,*  7, -14,16, 98.6, ③③
ｸﾗｽ上位平均:62 ﾚｰｽﾍﾟｰｽ指数:+7 ﾚｰｽｱｶﾞﾘ指数:-12 馬場:良(指数:0),,,,,,,,,,,,ｸﾗｽ上位平均:60 ﾚｰｽﾍﾟｰｽ指数:-3 ﾚｰｽｱｶﾞﾘ指数:-2 馬場:良(指数:0),,,,,,,,,,,,ｸﾗｽ上位平均:74 ﾚｰｽﾍﾟｰｽ指数:+7 ﾚｰｽｱｶﾞﾘ指数:-5 馬場:良(指数:0),,,,,,,,,,,,ｸﾗｽ上位平均:84 ﾚｰｽﾍﾟｰｽ指数:-4 ﾚｰｽｱｶﾞﾘ指数:-2 馬場:良(指数:-3),,,,,,,,,,,
"単勝:3,730円 複勝:08=600円 09=240円 05=380円 枠連:9,630円",,,,,,,,,,,,"単勝:540円 複勝:15=200円 13=150円 08=170円 枠連:1,010円",,,,,,,,,,,,単勝:130円 複勝:08=110円 01=210円 12=750円 枠連:540円,,,,,,,,,,,,"単勝:1,600円 複勝:13=550円 18=190円 07=270円 枠連:680円",,,,,,,,,,,
"馬連:9,120円 ワイド:08-09=2,310円 05-08=3,410円 05-09=1,060円",,,,,,,,,,,,"馬連:1,020円 ワイド:13-15=420円 08-15=600円 08-13=380円",,,,,,,,,,,,"馬連:560円 ワイド:01-08=290円 08-12=1,030円 01-12=3,570円",,,,,,,,,,,,"馬連:4,960円 ワイド:13-18=1,890円 07-13=3,750円 07-18=1,160円",,,,,,,,,,,
"馬単:17,880円 3連複:27,160円 3連単:207,800円",,,,,,,,,,,,"馬単:2,430円 3連複:1,680円 3連単:8,110円",,,,,,,,,,,,"馬単:630円 3連複:5,210円 3連単:11,390円",,,,,,,,,,,,"馬単:9,860円 3連複:24,010円 3連単:165,910円",,,,,,,,,,,
■ 3R  ダ1200m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:0,,,,,■ 6R  芝1000m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-3,,,,,■ 9R  芝3250m 3歳上ｵｰﾌﾟﾝ(混) 別定,,,,,,,,,,,,■12R  芝1800m 3歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:1,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,新潟ｼﾞｬﾝﾌﾟｽﾃｰｸｽ,,,,,,,,,,,,,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 1,Ａケイアイクライム, 72,吉田豊,, 72,*  8,*  7, 1,  1.7, ③②, 1, 4,Ｃアナタノネガイ, 59,西田雄,, 58,* -6,  -4, 2,  5.4,   , 1, 4, コウエイトライ,,高田潤,,,,, 1,  2.8,①①①, 1,13,Ｈダブルレインボｰ, 65,蛯名正,, 75,   2,*  8, 7, 19.5, ⑨⑨
 2, 2,Ｂネオエピック, 69,北村宏, 1.1, 67,* 13,  -5, 2,  7.1, ①①, 2, 7,Ｉアポロジャスミン, 47,後藤浩, 0.1, 58,* -9,* -2, 1,  3.3,   , 2, 5, トップフリｰダム,,佐久間,212.4,,,,12, 52.2,⑥⑥⑤, 2, 1,Ｃアドマイヤセナ, 75,内田博, 0.0, 76,   2,*  7, 2,  2.8, ⑤⑤
 3, 9,Ｄゴｰルインマｰク, 58,柴田大, 1.8, 53,  -4,*  3, 3,  8.4, ⑮⑬, 3,16,Ｂムラマサヒメ, 60,田中博, 0.3, 54,* -5,  -8, 3,  7.1,   , 3,13, ビコｰフェザｰ,,白浜雄,212.4,,,, 4, 12.4,⑤③②, 3,11,Ｉムｰビｰハウス, 63,田中勝, 0.4, 70,   2,   1, 8, 20.0, ⑦⑦
 4,12,Ｅパラダイスモデル, 58,津村明, 2.1, 51,   0,  -3, 6, 12.0, ⑩⑩, 4,17,Ｈセレブシチｰ, 51,二本柳, 0.3, 55, -18,*  0, 9, 21.1,   , 4, 7, トｰセンコックス,,水出大,212.5,,,, 2,  3.0,⑦④④, 4, 2,Ｌエアソｰドｰ, 58,後藤浩, 0.6, 67,   2,  -2, 6, 18.0, ②②
 5, 4,Ｊセトノランナｰ, 51,田辺裕, 2.5, 50,   5, -11,14,250.7, ⑤⑤, 5,15,Ｇウエスタンドルチェ, 51,柴田善, 0.4, 52, -12,  -6, 4,  7.4,   , 5,10, マイネルネオス,,柴田大,212.7,,,, 8, 22.4,⑧⑧⑦, 5, 5,Ｄハシルヨミテテ, 72,大庭和, 0.6, 71,  -3,* 11,11, 34.1, ⑬⑬
 6, 8,Ｃカレンデュラヴ, 61,松岡正, 2.5, 49,   4, -11, 7, 14.4, ⑥⑥, 6,11,Ｍエアベルヘザｰ, 38,小野寺, 0.6, 50, -21,* -3,11, 46.2,   , 6,11, タマモサプライズ,,林満明,213.0,,,, 5, 14.9,②②③, 6,10,Ａピサノユリシｰズ, 76,吉田豊, 0.7, 66,   1,   1, 1,  2.8, ⑩⑩
 6, 5,Ｇトレグラツィエ, 56,田中博, 2.5, 49,  -2,  -4, 8, 46.2, ⑫⑫, 7, 1, メイプルステｰジ,---,青木芳, 0.7, 49, -22,* -3,13, 96.6,   , 7, 9, アイズオブゾロ,,穂苅寿,213.6,,,, 9, 25.5,⑬⑨⑨, 7, 9,Ｆシンセサイザｰ, 70,伊藤工, 0.7, 68,   0,   4, 5, 16.0, ⑫⑫
 8,11,Ｈダンドリュｰ, 53,伊藤工, 2.5, 48,   2,  -9,11, 99.1, ⑧⑧, 8, 2,Ｅオウカランマン, 53,伊藤工, 0.8, 45,*-10, -13, 8, 20.0,   , 8, 3, サニｰネイティブ,,大庭和,214.0,,,, 7, 22.0,⑭⑫⑫, 8, 3,Ｇダイワソウル, 66,北村宏, 0.9, 65,   1,  -4, 3,  7.0, ⑧⑧
 9,15,Ｉライラックパンチ, 53,内田博, 2.6, 51,*  8, -15, 5, 11.8, ④④, 9,12,Ｎフルｰツシチｰ, 36,武士沢, 0.8, 46, -21,  -6,10, 30.7,   , 9, 2, タイキレｰザｰ,,横山義,214.2,,,,10, 25.6,⑪⑪⑪, 9, 6,Ｍトドロキエンジェル, 57,田辺裕, 1.0, 63,   0,  -2,12,191.0, ⑪⑪
10, 7,Ｆセザンブライト, 57,武士沢, 2.8, 43,  -2,  -7, 9, 71.6, ⑬⑭,10,18,Ｄショウナンアオバ, 54,北村宏, 0.8, 47, -13,  -9, 7, 17.2,   ,10, 6, エイシンニｰザン,,北沢伸,214.4,,,,13, 52.6,⑫⑬⑬,10, 4,Ｊログ, 60,柴田善, 1.0, 61,*  5, -13, 9, 30.6, ③③
11,13,Ｋノボチャン, 48,小野次, 3.1, 45,   3, -14,10, 84.7, ⑨⑨,11, 6,Ａメジロバラク, 61,吉田豊, 1.0, 43, -17,  -9, 6,  9.3,   ,11, 8, トキノナスティア,,浜野谷,214.5,,,, 6, 15.1,⑩⑤⑥,11,12,Ｅトｰセンマリｰン, 70,木幡初, 1.3, 59,*  4, -16,10, 32.1, ④④
12,14,Ｌシルクマｰマレｰド, 46,蛯名正, 3.3, 41,   0, -13, 4, 10.0, ⑪⑪,12, 5,Ｆパノラマトウショウ, 52,松山弘, 1.1, 40, -17, -13, 5,  7.9,   ,12,14, パルティアシチｰ,,岩崎祐,215.0,,,,11, 42.2,④⑦⑧,12, 7,Ｂジョｰレオｰネ, 76,松岡正, 1.7, 56,*  5, -23, 4, 13.4, ①①
13,10,Ｍケｰクブレッド, 35,郷原洋, 4.2, 34,   2, -24,15,545.2, ⑦⑦,13,14,Ｑマルタカトップラン, 29,大庭和, 1.2, 42, -25,  -6,18,212.5,   ,13,12, マヤノスタｰダム,,植野貴,215.4,,,, 3,  9.3,⑨⑩⑩,13, 8,Ｋネオシｰサｰ, 59,国分優, 1.7, 56,   3, -17,13,224.4, ⑥⑥
14, 6,Ｎキングオブハｰト, 25,菅原隆, 5.0, 29,*  8, -36,13,157.5, ②③,14, 8,Ｋメイショウアリス, 44,小島太, 1.4, 37, -16, -16,16,169.4,   ,14, 1, ニュｰパワｰ,,五十嵐,216.8,,,,14,162.1,③⑭⑭,,,,,,,,,,,,
15, 3, ネオダンディズム,---,小野寺, 5.3, 24,  -4, -27,12,100.9, ⑭⑮,15, 3,Ｏグラスオｰヴァｰ, 32,江田照, 1.5, 38, -34,  -5,15,165.6,   ,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,16, 9,Ｌウインジョｰカｰ, 43,田辺裕, 1.5, 35, -22, -14,17,188.3,   ,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,17,13,Ｐエムエムキセキ, 30,村田一, 1.5, 34, -17, -18,14,138.7,   ,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,18,10,Ｊマックスカラット, 46,木幡初, 3.0, 11, -14, -40,12, 72.9,   ,,,,,,,,,,,,,,,,,,,,,,,,
