10年 4月24日 東京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,10年 4月24日 東京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1300m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:0,,,,,■ 4R  芝3000m 4歳上未勝利(混) 定量,,,,,,,,,,,,■ 7R  ダ1400m 4歳上500万(牝) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:0,,,,,■10R  ダ1600m 4歳上1600万(混) ﾊﾝﾃﾞ,,,,,,,出走馬ﾚﾍﾞﾙ:3,,,,
 9, 6,Ｅレジスタンス, 54,伊藤工, 1.6, 51,  -5,  -3, 9, 39.5, ⑪⑪, 9,14, ゴｰカイフォンテン,,江田勇,214.7,,,, 9, 51.2,⑥⑨⑨, 9,11,Ｏシチリアｰナ, 52,松田大, 0.9, 62,   1,   1,12,182.7, ⑧⑧, 9, 9,Ｐトウカイプライム, 75,小野次, 1.1, 81,  14,   4,16,171.1, ⑦⑨
10,15,Ｃタイセイスパンキｰ, 60,松岡正, 1.7, 49,  -3,  -7, 3,  8.1, ⑧⑧,10,12, ヤマニンドレｰプ,,柴田大,215.0,,,,14,210.0,⑤⑩⑩,10,15,Ｂモルフェキセキ, 73,大庭和, 0.9, 59,  -2,   5,10, 38.0, ⑭⑫,10,13,Ｃツバサドリｰム, 89,松岡正, 1.1, 78,  12,   9, 3,  7.3, ⑭⑭
11, 3,Ｌチャｰミｰベル, 41,柴田大, 1.7, 50,  -5,  -5,13,284.6, ⑨⑨,11, 3, ナイトスズラン,,山本康,215.2,,,,12,164.3,⑫⑪⑪,11,12,Ｌカントリｰドｰタｰ, 62,石神深, 1.0, 60,  -7,*  9,16,535.8, ⑮⑮,11, 7,Ｈアルバレスト, 86,柴山雄, 1.2, 76,  13,   6,13, 89.5, ⑬⑫
12,14,Ｊヒシトリアｰナ, 49,北村宏, 2.1, 46, -10,  -1,11,184.5, ⑬⑭,,,,,,,,,,,,,12, 8,Ｅナパ, 72,藤田伸, 1.1, 60,  -6,*  9, 3,  4.5, ⑯⑯,12, 6,Ｊハｰドランナｰ, 85,大庭和, 1.2, 75,  14,   3,15,112.6, ⑩⑦
13,13, ケンブリッジタカ,---,柴山雄, 2.2, 44, -16,   3,12,264.5, ⑮⑮,,,,,,,,,,,,,13, 9,Ｎボムクイｰン, 52,南田雅, 1.4, 56,*  8, -12,15,490.2, ②②,13, 1,Ｆサンマルセイコｰ, 87,伊藤工, 1.3, 77,  11,   8,14,106.8, ⑮⑮
14,12,Ｎサクセスゴｰランド, 29,蛯名正, 2.9, 39,  -1, -21, 4,  8.3, ⑤⑤,,,,,,,,,,,,,14, 4,Ｍロｰズエンジェル, 57,小林淳, 2.1, 50,   1, -11, 9, 35.8, ⑦⑦,14,12,Ｋオウロプレット, 85,中谷雄, 1.5, 76,  14,   3,11, 47.2, ⑧⑪
15, 9,Ｍセイウンウェリナ, 38,水口優, 2.9, 38,*  1, -23,14,301.7, ②②,,,,,,,,,,,,,15,10,Ｐフレッシュゴｰルド, 41,小野次, 2.1, 54,  -4,  -2,14,399.2, ⑬⑭,15,14,Ａツクバホクトオｰ, 91,柴田善, 1.5, 74,  13,   4, 5, 12.4, ⑨⑬
,,,,,,,,,,,,,,,,,,,,,,,,16, 5,Ｄハエヌキ, 72,柴田善, 5.2, 25,   3, -41, 5,  9.8, ⑤⑥,16, 3,Ｍタマモグレアｰ, 85,小林淳, 2.5, 68,  16, -11,12, 89.1, ④④
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:62 ﾚｰｽﾍﾟｰｽ指数:-2 ﾚｰｽｱｶﾞﾘ指数:+1 馬場:重(指数:-2),,,,,,,,,,,,,,,,,,,,,,,,ｸﾗｽ上位平均:70 ﾚｰｽﾍﾟｰｽ指数:-1 ﾚｰｽｱｶﾞﾘ指数:+1 馬場:重(指数:-2),,,,,,,,,,,,ｸﾗｽ上位平均:85 ﾚｰｽﾍﾟｰｽ指数:+4 ﾚｰｽｱｶﾞﾘ指数:-4 馬場:重(指数:-2),,,,,,,,,,,
"単勝:4,370円 複勝:04=750円 10=140円 05=140円 枠連:450円",,,,,,,,,,,,"単勝:430円 複勝:02=170円 05=240円 08=170円 枠連:1,670円",,,,,,,,,,,,単勝:280円 複勝:14=140円 13=170円 07=610円 枠連:690円,,,,,,,,,,,,単勝:380円 複勝:10=160円 11=130円 02=290円 枠連:540円,,,,,,,,,,,
"馬連:8,560円 ワイド:04-10=2,090円 04-05=2,450円 05-10=240円",,,,,,,,,,,,"馬連:1,650円 ワイド:02-05=620円 02-08=460円 05-08=860円",,,,,,,,,,,,"馬連:720円 ワイド:13-14=330円 07-14=1,580円 07-13=2,150円",,,,,,,,,,,,馬連:570円 ワイド:10-11=260円 02-10=940円 02-11=800円,,,,,,,,,,,
"馬単:23,910円 3連複:8,190円 3連単:118,550円",,,,,,,,,,,,"馬単:2,920円 3連複:2,800円 3連単:12,540円",,,,,,,,,,,,"馬単:1,100円 3連複:6,850円 3連単:23,970円",,,,,,,,,,,,"馬単:1,310円 3連複:2,820円 3連単:10,610円",,,,,,,,,,,
■ 2R  ダ1600m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:0,,,,,■ 5R  芝1800m 3 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-3,,,,,■ 8R  芝1400m 4歳上1000万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-1,,,,,■11R  芝2400m 4歳上ｵｰﾌﾟﾝ(国) ﾊﾝﾃﾞ,,,,,,,出走馬ﾚﾍﾞﾙ:4,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ﾒﾄﾛﾎﾟﾘﾀﾝｽﾃｰｸｽ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 9,Ｆトウショウフォアゴ, 52,大庭和,, 58,* -9,* 17, 3,  5.4, ②②, 1, 7,Ａコスモマクスウェル, 64,松岡正,, 68,*-17,* 13, 1,  1.6,③②②, 1, 2,Ｄフレッドバロｰズ, 78,北村宏,, 77,   0,* 15, 5,  9.6, ⑪⑪, 1,10,Ｎナカヤマフェスタ, 77,柴田善,, 94,* 10,  21, 3,  5.6,⑤④③
 2, 3,Ａアポカリプス, 63,蛯名正, 0.3, 61, -11,* 17, 7, 23.5, ③④, 2, 8,Ｃメジロカトリｰヌ, 54,吉田豊, 0.0, 64,*-17,* 11, 4,  9.4,②①①, 2,13,Ｉトｰセンマドロｰナ, 74,藤田伸, 0.0, 77,   6,   8, 6, 13.7, ⑥⑦, 2, 4,Ａトップカミング, 93,蛯名正, 0.3, 93,   9,* 22, 4,  6.4,⑩⑩⑩
 3, 4,Ｃディアシｰクレット, 57,藤田伸, 0.6, 58, -11,  16, 1,  2.8, ⑥⑥, 3,11,Ｂサトノアｰチ, 57,蛯名正, 0.5, 60,*-18,   7, 3,  6.7,④④③, 3,15,Ｇアポロラムセス, 77,柴田善, 0.1, 76,   2,  12, 4,  8.3, ⑫⑫, 3, 1,Ｅトウショウウェイヴ, 89,吉田豊, 0.3, 93,   9,* 22, 2,  3.7,⑫⑪⑪
 4, 7,Ｅデルマカリグラ, 54,中谷雄, 0.6, 58, -10,  14, 9,112.0, ⑤⑤, 4,10,Ｇハイマｰク, 44,柴田大, 0.9, 56, -19,   4, 6, 44.4,⑦⑥⑥, 4, 9,Ｃギンゲイ, 80,松岡正, 0.2, 75,*  8,   3, 3,  7.9, ④④, 4,11,Ｂトリビュｰトソング, 91,勝浦正, 0.4, 93,   7,* 23, 1,  3.3,⑬⑬⑬
 5, 6,Ｄヒノモトイチバン, 55,内田博, 0.7, 59, -14,* 19, 6, 14.1, ⑨⑩, 5, 2,Ｄデルマユリア, 48,郷原洋, 1.2, 54, -20,   3,11,378.1,⑥⑦⑦, 5, 5,Ａソｰマジック, 84,後藤浩, 0.2, 73,*  8,   2, 1,  2.0, ②②, 5,12,Ｈシグナリオ, 88,松岡正, 0.6, 91,   8,  19, 7, 24.7,⑪⑫⑫
 6, 8,Ｂトｰホウチェイサｰ, 62,後藤浩, 0.8, 52,* -9,  10, 2,  3.0, ①①, 6, 6,Ｌクリｰンチェンジ, 32,後藤浩, 1.2, 51, -19,   0, 7, 52.2,⑤⑤⑤, 6, 1,Ｅショウナンアクロス, 77,吉田豊, 0.3, 74,   1,  12, 9, 37.4, ⑬⑬, 6, 7,Ｃキングトップガン, 90,中谷雄, 1.2, 83,   8,   7,14,231.7,⑥⑨⑨
 7, 1,Ｈイｰジｰウイン, 48,柴田善, 0.9, 55, -12,  15, 5, 12.7, ⑧⑧, 7, 1,Ｈウェｰブピアサｰ, 39,松田大, 1.4, 49, -19,  -3, 5, 18.5,①③④, 7, 6,Ｂシャイニｰデザｰト, 81,蛯名正, 0.5, 72,  -1,  11, 2,  6.0, ⑮⑭, 7,14,Ｄダイワワイルドボア, 89,北村宏, 1.2, 83,* 10,   6, 6, 17.4,⑦⑦⑦
 8,11,Ｇイルベカバｰロ, 48,北村宏, 1.7, 46,*-10,   3, 8, 46.1, ④③, 8, 5,Ｋトｰセンユｰモア, 33,横山典, 1.7, 47, -22,   0, 2,  4.2,⑩⑪⑫, 8,14,Ｌシベリアンヒｰト, 71,勝浦正, 0.5, 71,   3,   5,17,279.2, ⑩⑨, 8,13,Ｇナイアガラ, 88,郷原洋, 1.5, 80,* 10,   2,13, 91.8,⑨⑧⑧
 9, 2, シルクメガリス,---,松岡正, 1.8, 48, -14,  10, 4,  7.3, ⑪⑪, 9, 3,Ｅカズノスカｰレット, 47,勝浦正, 1.7, 48, -20,  -3, 8,106.4,⑧⑧⑧, 9, 7,Ｆナイキアプロｰド, 77,伊藤工, 0.6, 68,* 11,  -6, 7, 24.9, ①①, 9, 8,Ｉレッドアゲｰト, 86,後藤浩, 1.5, 79,* 10,   1,11, 68.5,⑧⑥⑤
10,12,Ｋオｰシャンメルヘン, 29,松田大, 3.2, 40, -13,  -4,10,245.9, ⑩⑨,10,14,Ｉカンタベリｰナナ, 36,小林淳, 2.0, 46, -21,  -4,12,393.0,⑪⑨⑪,10,11,Ｎグロｰリｰルピナス, 68,大庭和, 0.6, 69,*  8,  -3,10, 68.5, ③③,10, 6,Ｋケイアイドウソジン, 83,藤田伸, 1.6, 78,* 10,  -1, 5,  8.0,③③④
11,10,Ｊシルクアサｰション, 38,郷原洋, 3.3, 38, -14,  -2,12,360.4, ⑫⑫,11,13,Ｊランフォｰカヴァｰ, 35,大庭和, 2.4, 39, -24,  -8,10,331.7,⑬⑬⑭,11, 3,Ｐナンヨｰクイｰン, 60,松田大, 0.6, 71,   5,   3,15,197.3, ⑨⑧,11, 9,Ｍベルモントルパン, 78,小林淳, 1.9, 75,* 11,  -8,12, 86.8,②②②
12, 5,Ｉティモｰネバンダム, 43,伊藤工, 3.4, 35, -12,  -7,11,264.0, ⑦⑦,12, 9,Ｆダマスカスロｰズ, 46,石神深, 2.5, 38, -22, -11,14,514.2,⑭⑭⑬,12,12,Ｈダイショウベリｰ, 75,石神深, 0.7, 70,  -3,  12, 8, 32.3, ⑯⑯,12, 3,Ｊニュｰビギニング, 83,伊藤工, 1.9, 78,   6,   8, 8, 31.3,⑭⑭⑭
,,,,,,,,,,,,13, 4,Ｍキョウエイファイン, 23,高橋智, 2.9, 32, -20, -20,13,393.8,⑫⑫⑩,13, 8,Ｑワシントンパｰク, 55,中谷雄, 0.8, 68,   6,  -2,16,253.9, ⑦⑥,13, 5,Ｆセラフィックロンプ, 88,石神深, 1.9, 76,* 10,  -4,10, 53.1,④⑤⑥
,,,,,,,,,,,,14,12, ザクロ,---,小野次, 4.6,  8, -20, -45, 9,229.9,⑨⑩⑨,14,17,Ｋテｰオｰエンペラｰ, 71,内田博, 0.8, 68,   4,   0,13,168.9, ⑧⑩,14, 2,Ｌメトロシュタイン, 82,内田博, 2.2, 72,* 11, -14, 9, 33.3,①①①
,,,,,,,,,,,,,,,,,,,,,,,,15,16,Ｍレディハニｰ, 71,横山典, 0.8, 69,  -7,* 15,11, 85.9, ⑰⑰,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,16, 4,Ｏオメガエクスプレス, 64,高橋智, 0.8, 67,   5,  -2,14,175.9, ⑤⑤,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,17,10,Ｊシンボリハレｰ, 73,柴山雄, 1.0, 67,  -2,   6,12, 89.2, ⑭⑮,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:62 ﾚｰｽﾍﾟｰｽ指数:-13 ﾚｰｽｱｶﾞﾘ指数:+17 馬場:重(指数:-2),,,,,,,,,,,,ｸﾗｽ上位平均:62 ﾚｰｽﾍﾟｰｽ指数:-14 ﾚｰｽｱｶﾞﾘ指数:+3 馬場:重(指数:3),,,,,,,,,,,,ｸﾗｽ上位平均:79 ﾚｰｽﾍﾟｰｽ指数:-1 ﾚｰｽｱｶﾞﾘ指数:+3 馬場:稍重(指数:3),,,,,,,,,,,,ｸﾗｽ上位平均:88 ﾚｰｽﾍﾟｰｽ指数:-2 ﾚｰｽｱｶﾞﾘ指数:+3 馬場:良(指数:3),,,,,,,,,,,
"単勝:540円 複勝:09=190円 03=490円 04=150円 枠連:7,860円",,,,,,,,,,,,単勝:160円 複勝:07=110円 08=170円 11=180円 枠連:510円,,,,,,,,,,,,"単勝:960円 複勝:02=290円 13=500円 15=230円 枠連:4,620円",,,,,,,,,,,,"単勝:560円 複勝:10=230円 04=240円 01=160円 枠連:1,760円",,,,,,,,,,,
"馬連:5,860円 ワイド:03-09=1,860円 04-09=400円 03-04=1,270円",,,,,,,,,,,,馬連:560円 ワイド:07-08=230円 07-11=240円 08-11=530円,,,,,,,,,,,,"馬連:5,680円 ワイド:02-13=1,680円 02-15=940円 13-15=1,610円",,,,,,,,,,,,"馬連:2,080円 ワイド:04-10=870円 01-10=490円 01-04=460円",,,,,,,,,,,
"馬単:10,740円 3連複:4,820円 3連単:48,050円",,,,,,,,,,,,"馬単:760円 3連複:740円 3連単:2,780円",,,,,,,,,,,,"馬単:11,560円 3連複:12,990円 3連単:88,600円",,,,,,,,,,,,"馬単:4,020円 3連複:2,470円 3連単:16,300円",,,,,,,,,,,
■ 3R  ダ1400m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:4,,,,,■ 6R  芝2000m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:8,,,,,■ 9R  芝2300m 3 歳500万(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:4,,,,,■12R  ダ2100m 4歳上1000万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:6,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,新緑賞,,,,,,,,,,,,,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 5,Ｋグランドシチｰ, 45,松岡正,, 65, -10,* 15, 7, 25.5, ⑬⑭, 1, 7, ダｰクシャドウ,---,内田博,, 81, -17,* 27, 1,  2.6,⑪⑨⑧, 1, 8,Ａブレイクアセオリｰ, 76,松岡正,, 73,   0,* 21, 1,  2.6,⑥⑥⑥, 1,14,Ｄサクラヒストリｰ, 84,吉田豊,, 83,*  6,* 16, 2,  5.4,②②②
 2, 2,Ｂハンプトンシチｰ, 61,吉田豊, 0.0, 64,* -2,*  6, 2,  4.3, ③③, 2, 6,Ａゴｰトゥザミラノ, 60,柴田善, 0.2, 75, -15,  20, 4,  4.8,⑥⑤⑥, 2,10,Ｆビｰトブラック, 67,吉田豊, 0.1, 69,*  3,  14, 4,  8.8,②②②, 2,12,Ｍジョｰモルデュｰ, 79,郷原洋, 0.0, 85,*  6,* 18,14,143.6,⑥⑥③
 3, 4,Ａシンボリルルド, 64,北村宏, 0.1, 62,*  0,   2, 1,  2.6, ①①, 3,11,Ｂゴルトブリッツ, 59,横山典, 0.3, 71,*-14,  16, 2,  3.8,③②②, 3,11,Ｅヤングアットハｰト, 69,藤田伸, 0.5, 69,   1,* 17, 2,  2.7,⑨⑦⑧, 3,13,Ｎスパｰクルシチｰ, 77,蛯名正, 0.5, 85,   3,* 21,11, 79.3,⑯⑯⑭
 4, 1,Ｆサトノホクト, 54,蛯名正, 1.0, 56,  -4,  -2, 3,  6.2, ⑤⑥, 4,10,Ｈレアｰレスパｰダ, 52,北村宏, 0.6, 69, -16,  14, 3,  4.5,⑤⑥⑤, 4, 9,Ｇコスモラピュタ, 66,中谷雄, 1.0, 59,*  3,  -1, 5, 20.4,①①①, 4, 5,Ｌキャトルマン, 79,柴山雄, 0.6, 79,   5,  14,10, 57.9,⑤⑤⑥
 5, 9,Ｄブラウンチｰタｰ, 58,伊藤工, 1.3, 53,  -9,   2, 4,  6.3, ⑪⑫, 5, 9,Ｆトｰアボンジョルノ, 56,小林淳, 0.6, 71, -15,  17, 6, 25.5,⑨⑦⑨, 5, 6,Ｊカットイッタウト, 62,勝浦正, 1.1, 63,*  3,   5,12,224.0,⑤⑤⑤, 5, 6,Ｋエジソン, 79,柴田善, 0.7, 80,   4,  15, 8, 22.9,⑨⑨⑨
 6,16,Ｃトミケンダンク, 59,大庭和, 1.5, 51,  -4,  -4,11, 82.6, ⑩⑦, 6, 8,Ｉシンボリボルドｰ, 47,大庭和, 0.7, 67,*-14,  10,10,197.9,⑧③③, 6, 2,Ｄハシルヨミテテ, 69,大庭和, 1.4, 59,   1,   4, 8, 33.1,⑦⑧⑦, 6, 7,Ｆサトノトップガン, 82,北村宏, 1.1, 77,   4,  12, 9, 30.2,⑧⑧⑧
 7,10, ギガワット,---,内田博, 1.8, 49,  -3, -10, 5,  7.6, ⑥⑤, 7, 3,Ｄヒラボクベア, 57,後藤浩, 1.0, 61,*-13,   4, 5, 14.9,①①①, 7, 3,Ｈマイネルレイン, 65,柴山雄, 1.5, 55,*  2,  -4, 9, 51.7,④③③, 7, 3,Ａマジカルブリット, 86,横山典, 1.2, 77,   3,  12, 1,  1.6,⑫⑪⑪
 8, 7,Ｌミブノギシ, 41,嘉藤貴, 1.9, 48,  -3, -11,14,185.4, ④④, 8, 1,Ｇマｰニｰ, 53,伊藤工, 1.3, 65, -17,  12, 8, 55.2,⑩⑪⑪, 8, 4,Ｂノｰザンリバイブ, 70,柴田善, 1.5, 62,  -3,  14, 6, 21.3,⑪⑪⑪, 8, 1,Ｅトｰセンスタｰン, 83,後藤浩, 1.5, 75,   4,  11, 3, 13.1,⑪⑩⑩
 9,14,Ｉスマｰトクロノス, 47,小林淳, 1.9, 49,  -9,  -3,10, 76.9, ⑭⑬, 9, 5,Ｃリバｰダンス, 57,勝浦正, 1.3, 62, -15,   7, 9,117.3,④⑧⑦, 9, 1,Ｋシャンギロンゴ, 61,蛯名正, 1.6, 58,  -2,   7, 3,  6.1,⑩⑩⑩, 9,16,Ｉトップオブパンチ, 80,藤田伸, 1.5, 76,   4,  10, 5, 17.6,⑭⑬⑬
10, 6,Ｊディｰエスリパルス, 47,小野次, 1.9, 50,* -1, -13,16,370.8, ②②,10, 4,Ｅウエスタンエルザ, 56,吉田豊, 1.6, 54,*-14,  -1, 7, 35.0,②④④,10, 7,Ｉニヨドサンデｰ, 65,後藤浩, 1.9, 59,  -5,  13,10, 70.1,⑫⑫⑫,10, 2,Ｇエバｰモア, 80,大庭和, 1.5, 74,   5,   9,16,158.9,⑦⑦⑦
11, 8,Ｍスマｰトチョイス, 41,柴山雄, 1.9, 48,  -6,  -6,15,266.5, ⑧⑧,11, 2,Ｊマウントオｰヒ, 30,松田大, 3.7, 33, -18, -22,11,279.6,⑦⑩⑩,11,12,Ｃメジロムｰア, 70,北村宏, 1.9, 52,*  2, -10, 7, 24.4,③④④,11, 9,Ｂエアペイシェンス, 85,内田博, 1.5, 78,   4,  11, 4, 14.3,⑩⑫⑫
12,11,Ｅファルブジェナ, 56,横山典, 2.1, 47,  -7,  -6, 6, 19.0, ⑨⑩,,,,,,,,,,,,,12, 5,Ｌネオシｰサｰ, 53,内田博, 2.1, 54,   0,  -2,11, 88.9,⑧⑨⑨,12, 8,Ｈスリｰサンカリスマ, 80,松岡正, 1.7, 76,   2,  13,13,132.0,⑮⑮⑯
13,13,Ｇケイアイカミノユメ, 53,勝浦正, 2.1, 47, -10,  -3, 8, 41.3, ⑮⑮,,,,,,,,,,,,,,,,,,,,,,,,,13,10,Ｏヴァンクリマ, 75,小野次, 1.7, 73,*  6,   2,15,156.7,①①①
14, 3,Ｈシャイニｰロイヤル, 51,柴田善, 2.2, 45,  -7,  -8,12,146.7, ⑦⑨,,,,,,,,,,,,,,,,,,,,,,,,,14,11,Ｃアルファオリオン, 84,伊藤工, 1.8, 75,   3,  10, 6, 19.3,⑬⑭⑮
15,15, トップシノワｰズ,---,松田大, 2.8, 43,  -7, -13,13,173.0, ⑫⑪,,,,,,,,,,,,,,,,,,,,,,,,,15, 4,Ｊメイショウオニカゲ, 80,勝浦正, 2.0, 71,   6,   2, 7, 22.4,④④⑤
16,12, サキノオウドｰ,---,後藤浩, 3.1, 38, -13,  -9, 9, 62.8, ⑯⑯,,,,,,,,,,,,,,,,,,,,,,,,,16,15,Ｐマルタカワンタッチ, 74,小林淳, 2.2, 69,   5,  -1,12,127.4,③③④
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
