12年 7月 1日 福島,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,12年 7月 1日 福島,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1150m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-3,,,,,■ 4R  芝2770m 3歳上未勝利(混) 定量,,,,,,,,,,,,■ 7R  ダ1700m 3歳上500万(牝) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-3,,,,,■10R  ダ1700m 3歳上1000万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:2,,,,
11, 3,Ｈスノｰビアンコ, 51,武士沢, 2.7, 39, -18,  -2,11,149.2, ⑯⑭,11, 3, ニシノシャイナｰ,,山本康,192.5,,,, 8, 63.5,⑦⑧⑩,11,14,Ｉオルレアンノオトメ, 69,嘉藤貴, 1.1, 63,   0,   4,12,111.7,⑧⑨⑩,11, 9,Ｈミラクルセッション, 77,石橋脩, 1.3, 71,   4,   4,10, 28.0,⑥⑥⑦
12, 6,Ｏヤマノリリｰ, 20,吉田豊, 2.8, 37, -17,  -4,10,104.9, ⑮⑬,12, 2, ミススパイダｰ,,平沢健,196.9,,,, 9, 65.2,②⑩⑫,12,12,Ｌラブギャラクシｰ, 63,松山弘, 2.0, 59,  -7,   9,13,151.0,⑮⑮⑭,12, 6,Ｌメイショウドレイク, 75,小島太, 1.6, 68,   3,   2,11, 68.6,⑪⑨⑩
13, 8,Ｌコスモキャリｰ, 45,柴田大, 3.0, 36, -11, -10, 6, 39.1, ⑪⑫,,,,,,,,,,,,,13, 5,Ｃサワキック, 73,武士沢, 2.6, 54,  -3,  -4, 9, 21.0,⑫⑫⑮,13, 3,Ｍアイノグロｰ, 75,武士沢, 1.7, 71,  -2,  12,13,183.4,⑮⑮⑭
14,15,Ｍドリｰムテンペスト, 32,西田雄, 3.1, 36,* -2, -19,15,311.0, ④⑨,,,,,,,,,,,,,14, 9,Ｎビュｰティフォｰ, 47,森泰斗, 2.8, 50,*  2, -15,14,152.1,②②③,14, 5,Ｅアントウェルペン, 79,蛯名正, 2.9, 58,*  9, -18, 3,  5.7,①①②
15,13,Ｎカシノブロｰチ, 24,山崎亮, 4.4, 24, -12, -21,16,452.3, ⑫⑮,,,,,,,,,,,,,15, 1,Ｏクラウンデザイナｰ, 36,鈴来直, 4.1, 44,  -3, -15,15,287.5,⑨⑬⑬,15,14,Ｏナムラビスマルク, 71,森泰斗, 3.6, 55,   0,  -8,15,496.8,⑭⑭⑮
16,14, タｰフアリオン,---,柴田善, 4.5, 25, -11, -22,12,156.1, ⑬⑯,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:62 ﾚｰｽﾍﾟｰｽ指数:-6 ﾚｰｽｱｶﾞﾘ指数:+2 馬場:良(指数:-1),,,,,,,,,,,,,,,,,,,,,,,,ｸﾗｽ上位平均:70 ﾚｰｽﾍﾟｰｽ指数:-6 ﾚｰｽｱｶﾞﾘ指数:+6 馬場:良(指数:-1),,,,,,,,,,,,ｸﾗｽ上位平均:80 ﾚｰｽﾍﾟｰｽ指数:-5 ﾚｰｽｱｶﾞﾘ指数:+3 馬場:良(指数:-1),,,,,,,,,,,
"単勝:940円 複勝:10=420円 16=1,950円 09=1,700円 枠連:5,480円",,,,,,,,,,,,"単勝:6,680円 複勝:06=520円 08=150円 05=110円 枠連:260円",,,,,,,,,,,,"単勝:1,070円 複勝:08=370円 02=150円 15=220円 枠連:1,820円",,,,,,,,,,,,"単勝:670円 複勝:01=230円 07=630円 04=390円 枠連:4,640円",,,,,,,,,,,
"馬連:10,280円 ワイド:10-16=2,460円 09-10=2,020円 09-16=5,120円",,,,,,,,,,,,"馬連:8,500円 ワイド:06-08=1,550円 05-06=920円 05-08=180円",,,,,,,,,,,,"馬連:1,970円 ワイド:02-08=820円 08-15=1,740円 02-15=500円",,,,,,,,,,,,"馬連:7,390円 ワイド:01-07=1,960円 01-04=1,400円 04-07=2,420円",,,,,,,,,,,
"馬単:20,410円 3連複:62,790円 3連単:352,720円",,,,,,,,,,,,"馬単:28,720円 3連複:2,910円 3連単:52,180円",,,,,,,,,,,,"馬単:4,830円 3連複:4,840円 3連単:33,950円",,,,,,,,,,,,"馬単:14,990円 3連複:21,930円 3連単:137,240円",,,,,,,,,,,
■ 2R  芝1200m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:1,,,,,■ 5R  芝1200m 2 歳新馬(混) 馬齢,,,,,,,,,,,,■ 8R  芝1200m 3歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:3,,,,,■11R  芝1800m 3 歳ｵｰﾌﾟﾝ(国) ﾊﾝﾃﾞ,,,,,,,出走馬ﾚﾍﾞﾙ:4,,,,
,,,,,,,,,,,,,ﾒｲｸﾃﾞﾋﾞｭｰ福島,,,,,,,,,,,,,,,,,,,,,,,,ﾗｼﾞｵNIKKEI賞 ＧⅢ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,11,Ｂコスモルミナス, 62,柴田大,, 68,  -2,*  4, 1,  3.6, ⑤⑥, 1,11, モｰニングムｰン,---,田辺裕,, 56,* -7,  -3, 2,  5.5, ②②, 1,15,Ｈサクラアドニス, 67,松岡正,, 85,*  9,*  8, 5, 12.4, ②①, 1, 6,Ｊファイナルフォｰム, 77,戸崎圭,, 85,   3,  20, 2,  5.6,⑤⑤⑤
 2, 6,Ｅバトルキトリ, 53,中舘英, 0.1, 66,*  3,  -2, 6, 14.4, ①①, 2, 8, コスモチャペル,---,松岡正, 0.3, 53, -15,*  0, 5, 17.9, ⑥⑤, 2,13,Ｉマシラ, 66,吉田豊, 0.9, 71,   0,   4, 8, 21.6, ⑩⑧, 2, 4,Ｃヤマニンファラオ, 82,安藤勝, 0.3, 82,*  4,  13, 1,  4.0,②②②
 3, 7, オｰバｰザムｰン,---,戸崎圭, 0.4, 61,  -5,*  2, 2,  3.6, ⑨⑦, 3, 5, ナカヤマシャイン,---,蛯名正, 0.4, 50, -10,  -6, 1,  1.7, ③③, 3, 2,Ｄアイアムネフライト, 70,蛯名正, 0.9, 71,   3,   2, 2,  4.7, ⑥⑥, 3, 5,Ｐオペラダンシング, 70,江田照, 0.4, 81,   1,  19,16,132.6,⑦⑧⑦
 4,10,Ｄケｰジｰカグヤヒメ, 55,西村太, 0.4, 61,  -1,  -2, 5,  9.1, ④⑤, 4, 7, バンテアイスレイ,---,嘉藤貴, 0.6, 49, -20,*  2, 8, 38.0, ⑨⑨, 4,10,Ｌヒノデポベｰダ, 63,西田雄, 1.1, 70,   6,  -3,11, 71.7, ⑤③, 4,15,Ｈメイショウカドマツ, 78,藤岡佑, 0.4, 80,*  5,   8, 5,  7.9,①①①
 5,14,Ｈデジタルデｰタ, 51,藤田伸, 0.5, 60,  -1,  -4, 3,  5.3, ⑥④, 5, 3, クレバｰチャｰム,---,嶋田純, 0.9, 44, -14,  -9, 7, 35.6, ⑤④, 5,14,Ｋトウカイフィット, 64,松山弘, 1.1, 68,  -3,   6,15,258.6, ⑫⑫, 5, 3,Ｋクリｰルカイザｰ, 77,吉田豊, 0.5, 81,  -1,* 21, 9, 18.3,⑩⑫⑫
 6,13,Ｍケｰジｰコシヒカリ, 43,丸田恭, 0.6, 58,  -5,  -1,13, 71.9, ⑧⑨, 6, 6, ホｰクインザブルｰ,---,武士沢, 1.0, 42,* -6, -18, 4,  9.5, ①①, 6, 7,Ｍラバｰフロｰ, 61,石橋脩, 1.1, 71, -12,* 15,10, 55.7, ⑭⑭, 6,14,Ｂダイワマッジョｰレ, 83,丸田恭, 0.6, 82,  -3,* 24,10, 26.9,⑮⑮⑮
 7, 2,Ａキングズクエスト, 64,田辺裕, 0.6, 59,  -6,   1, 4,  6.3, ⑩⑪, 7, 1, ルｰミナリｰ,---,石橋脩, 1.2, 43, -27,*  0, 6, 23.1, ⑪⑪, 7, 8,Ｃヘンリｰフォンテン, 70,江田照, 1.3, 65,  -4,   3, 9, 28.9, ⑪⑪, 7, 1,Ｉショウナンカンムリ, 78,柴田善, 0.7, 77,   3,  10,11, 29.5,③④③
 8, 4,Ｊロｰタスドリｰム, 50,北村宏, 0.7, 57,  -9,*  1, 7, 22.2, ⑬⑭, 8, 9, ブラックジャック,---,吉田豊, 1.2, 39, -19,  -7, 9, 64.9, ⑧⑦, 8, 1,Ｊユウセン, 66,北村宏, 1.5, 64,  -5,   2, 7, 20.1, ⑬⑩, 8,13,Ｏロｰドアクレイム, 73,蛯名正, 0.8, 78,  -1,  17, 7, 13.5,⑫⑬⑬
 9,16,Ｆソミュｰルロゼ, 52,松山弘, 0.8, 56,*  1,  -8, 9, 46.3, ③③, 9, 4, ショウナンアポロン,---,戸崎圭, 1.4, 37, -12, -18, 3,  5.9, ④⑥, 9, 6,Ｆダノンカスガ, 68,田辺裕, 1.6, 63,   6, -10, 4,  8.3, ④④, 9,11,Ｍハイクラウン, 76,石橋脩, 1.0, 78,  -1,  14,15, 76.7,⑯⑭⑩
10, 9,Ｌタイキロｰズベスト, 48,嘉藤貴, 0.8, 57,  -3,  -4,11, 59.2, ⑦⑧,10,10, ヤマニングランバル,---,柴田大, 1.5, 38, -16, -13,10, 71.6, ⑦⑧,10, 4,Ｇマンダリンレイ, 67,丸田恭, 1.7, 61, -15,* 10,13,140.1, ⑮⑬,10, 8,Ｇロｰレルブレット, 79,田辺裕, 1.0, 78,  -4,  20, 6, 12.0,⑬⑯⑯
11, 5,Ｉパシフィックブルｰ, 50,武士沢, 0.8, 56,  -7,  -1,12, 60.6, ⑪⑫,11, 2, クラウンガネｰシャ,---,西田雄, 2.6, 22, -22, -23,11,151.3, ⑩⑩,11,11,Ａシｰキングザスタｰ, 73,西村太, 1.8, 60,   3, -10, 6, 13.4, ⑦⑦,11, 7,Ａサンレイレｰザｰ, 90,松山弘, 1.2, 70,*  4,   2, 3,  6.8,④③④
12,15,Ｇステｰジマキシマム, 52,山崎亮, 1.0, 53,  -6,  -5,10, 49.0, ⑫⑩,,,,,,,,,,,,,12,12,Ｅオウケンハナミズキ, 69,中舘英, 2.0, 59,*  9, -17, 3,  6.3, ①②,12,10,Ｆアｰデント, 79,藤田伸, 1.5, 70,   0,   5, 4,  6.9,⑪⑨⑧
13, 1,Ｏカミノフルハウス, 40,石神深, 1.4, 49, -10,  -6,16,359.5, ⑮⑬,,,,,,,,,,,,,13, 5,Ｏハニｰハｰト, 47,戸崎圭, 2.3, 54, -15,   2,14,188.5, ⑯⑮,13, 2,Ｌウイングドウィｰル, 76,田中勝, 1.7, 67,   1,   0, 8, 16.1,⑥⑦⑪
14, 8,Ｎリネンテイク, 40,吉田豊, 1.5, 47,  -9,  -9,15,264.6, ⑭⑮,,,,,,,,,,,,,14, 9,Ｎクラウンビｰスト, 50,原田和, 2.6, 49,   0, -18,16,385.5, ⑨⑨,14,16,Ｅビｰビｰジャパン, 79,田中博, 1.8, 66,   3,  -4,13, 74.1,⑧⑥⑥
15,12,Ｋマンテマ, 49,嶋田純, 2.0, 41, -18,  -6,14,223.1, ⑯⑯,,,,,,,,,,,,,15, 3, クレｰジｰデイジｰ,---,森泰斗, 3.3, 41,   6, -32,12, 76.9, ③⑤,15,12,Ｄタイセイグルｰヴィ, 80,武士沢, 1.8, 65,   0,   2,12, 40.7,⑭⑪⑨
16, 3,Ｃミスウィスコンシン, 56,原田和, 2.3, 38,*  1, -27, 8, 34.5, ②②,,,,,,,,,,,,,,,,,,,,,,,,,16, 9,Ｎドリｰムトレイン, 74,佐藤哲, 2.4, 61,   0,  -7,14, 75.2,⑨⑩⑭
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:63 ﾚｰｽﾍﾟｰｽ指数:-2 ﾚｰｽｱｶﾞﾘ指数:-1 馬場:良(指数:3),,,,,,,,,,,,ｸﾗｽ上位平均:54 ﾚｰｽﾍﾟｰｽ指数:-4 ﾚｰｽｱｶﾞﾘ指数:+2 馬場:良(指数:3),,,,,,,,,,,,ｸﾗｽ上位平均:73 ﾚｰｽﾍﾟｰｽ指数:-2 ﾚｰｽｱｶﾞﾘ指数:-1 馬場:良(指数:3),,,,,,,,,,,,ｸﾗｽ上位平均:78 ﾚｰｽﾍﾟｰｽ指数:-4 ﾚｰｽｱｶﾞﾘ指数:+7 馬場:良(指数:3),,,,,,,,,,,
"単勝:360円 複勝:11=140円 06=350円 07=170円 枠連:1,560円",,,,,,,,,,,,"単勝:550円 複勝:11=160円 08=260円 05=110円 枠連:2,660円",,,,,,,,,,,,"単勝:1,240円 複勝:15=280円 13=400円 02=190円 枠連:1,630円",,,,,,,,,,,,"単勝:560円 複勝:06=220円 04=170円 05=2,980円 枠連:1,280円",,,,,,,,,,,
"馬連:1,830円 ワイド:06-11=640円 07-11=340円 06-07=1,300円",,,,,,,,,,,,"馬連:3,880円 ワイド:08-11=800円 05-11=200円 05-08=400円",,,,,,,,,,,,"馬連:8,490円 ワイド:13-15=2,120円 02-15=1,030円 02-13=1,200円",,,,,,,,,,,,"馬連:1,350円 ワイド:04-06=550円 05-06=11,500円 04-05=8,750円",,,,,,,,,,,
"馬単:3,340円 3連複:3,170円 3連単:21,350円",,,,,,,,,,,,"馬単:7,900円 3連複:1,690円 3連単:22,490円",,,,,,,,,,,,"馬単:18,550円 3連複:12,060円 3連単:93,960円",,,,,,,,,,,,"馬単:2,880円 3連複:63,680円 3連単:302,550円",,,,,,,,,,,
■ 3R  ダ1700m 3 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:3,,,,,■ 6R  芝2000m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:4,,,,,■ 9R  芝1800m 3歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:4,,,,,■12R  芝1200m 3歳上500万(牝) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-4,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,いわき特別,,,,,,,,,,,,,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 8,Ａコスモイズモ, 61,柴田大,, 59,  -3,*  2, 5,  7.7,⑨⑩⑨, 1, 5,Ａスプリングパリオ, 67,戸崎圭,, 68,*  5,*  2, 1,  1.6,⑫④④, 1, 6,Ｅサクラボｰルド, 73,北村宏,, 80,* -2,  16, 4,  7.9,⑤⑤⑥, 1,16,Ｉオｰクヴィル, 62,戸崎圭,, 73,   3,*  7, 7, 15.1, ⑪⑨
 2, 9,Ｈノｰブルガイア, 54,藤岡佑, 0.2, 61,  -1,* -1,11, 65.1,⑩⑧⑦, 2,15,Ｍコノハチャン, 39,田中勝, 0.3, 65,*  7,  -6,10, 67.4,②②②, 2, 3,Ｉサトノアポロ, 70,戸崎圭, 0.1, 79,  -4,  17, 7, 15.1,⑧⑧⑨, 2,15,Ｅリアリｰラヴユｰ, 68,蛯名正, 0.4, 70,   8,  -3, 2,  3.9, ⑧⑦
 3, 1,Ｉスカｰレットリング, 53,戸崎圭, 0.4, 57,  -3,* -1, 1,  3.3,⑧⑨⑩, 3, 8,Ｊテナシティｰ, 52,中舘英, 0.4, 64,*  5,  -4, 9, 62.1,③③③, 3, 7,Ｂエバｰグリｰン, 74,石橋脩, 0.2, 79,  -4,  16, 2,  3.7,⑨⑨⑤, 3, 6,Ｂアイティクイｰン, 73,吉田豊, 0.5, 65,   0,*  3, 3,  6.0, ⑫⑫
 4, 6,Ｃコズミックガｰル, 59,大庭和, 0.5, 59,   0,  -5, 2,  4.5,⑤⑥⑤, 4,14,Ｉロジフロｰリアン, 52,田辺裕, 0.5, 63,   4,*  0, 7, 19.8,⑩⑨⑥, 4,11,Ｃトｰセンマルス, 74,吉田豊, 0.4, 80,  -9,* 23, 5, 13.1,⑬⑬⑬, 4, 2,Ａコスモアクセス, 74,柴田大, 0.8, 70,* 15, -15, 1,  3.0, ①①
 5, 2,Ｇキズナダクリチャン, 55,蛯名正, 1.0, 53,*  0, -12, 6, 10.1,①①①, 5, 2,Ｇブリングスザサン, 55,松岡正, 0.7, 63,   3,  -2, 4, 10.4,⑨⑩⑦, 5, 2,Ｆトモロマイスタｰ, 72,蛯名正, 0.4, 75,  -4,  13, 6, 13.7,⑦⑦⑧, 5, 8,Ｃノｰザンソング, 70,西田雄, 0.8, 69,* 15, -15, 6, 12.0, ②②
 6,15,Ｅアンゲルスノｰヴス, 57,松山弘, 1.1, 51,  -6,* -2, 7, 17.5,⑮⑮⑮, 6, 3,Ｋエビｰタ, 46,北村宏, 0.8, 63,   2,*  3,13,228.5,⑪⑫⑩, 6,13,Ａエｰブフウジン, 75,松岡正, 0.6, 72,* -1,   5, 1,  2.8,②②②, 6, 4,Ｍグラントリノ, 56,藤岡佑, 0.9, 61,  -6,*  4,11, 48.2, ⑭⑭
 7, 7,Ｂスカルラット, 61,森泰斗, 1.2, 51,  -2, -10, 3,  5.8,⑦⑦⑥, 7, 7,Ｃディｰエスゲイン, 59,柴田善, 0.8, 60,   3,  -3, 6, 19.5,⑦⑪⑨, 7,10,Ｋサンデｰスイセイ, 63,田中勝, 0.6, 74,  -7,  14,10, 57.8,⑫⑪⑩, 7, 1,Ｎアポロアリｰナ, 55,北村宏, 0.9, 62,   4,  -6, 9, 41.9, ⑨⑪
 8, 5,Ｋトットｰト, 48,丸田恭, 1.2, 50,  -4,  -5,12, 72.6,⑭⑫⑫, 8,10,Ｂトｰセンマグナム, 61,吉田豊, 1.2, 54,*  7, -18, 2,  7.0,①①①, 8,14,Ｌコスモマクスウェル, 62,田辺裕, 0.6, 70,* -3,   6,14,149.0,③③③, 8,13,Ｋセントアンズ, 60,丸田恭, 1.0, 63,  11, -14,14,149.6, ⑤⑥
 9,12,Ｍリトルシェフ, 38,原田和, 1.3, 52,  -4,  -5,14,154.2,⑪⑭⑭, 9, 4,Ｅプレミアムウォｰズ, 59,江田照, 1.2, 54,*  5, -13, 5, 15.7,④⑤⑤, 9, 1,Ｈソｰルデスタン, 71,柴田善, 0.6, 79, -11,* 24, 8, 34.2,⑭⑭⑭, 9,12,Ｆクイｰンアルタミラ, 68,松岡正, 1.1, 62,   8, -13, 4,  8.5, ⑦④
10,10,Ｏアキノガイア, 36,嘉藤貴, 1.5, 50,  -4,  -7,15,267.6,⑬⑬⑬,10, 1,Ｈサクラウィンビｰト, 54,蛯名正, 1.7, 52,   0,  -8, 3,  7.8,⑮⑮⑬,10, 9,Ｊトｰセンフリｰジア, 67,田中博, 0.8, 71,  -6,  10,11, 76.8,⑪⑫⑪,10, 5,Ｌパリスブルｰ, 57,森泰斗, 1.2, 58,  -7,   2,15,314.7, ⑮⑮
11,14,Ｆトラストネモフィラ, 56,田辺裕, 1.5, 48,  -3, -10, 8, 27.4,⑫⑪⑪,11, 9,Ｄエムエムロゼオ, 59,嶋田純, 2.2, 46,   4, -26, 8, 20.7,⑤⑥⑧,11,12,Ｇプレミアムパス, 71,江田照, 1.0, 62,* -1,  -2,12, 81.7,①①①,11, 3,Ｊクｰルユリア, 61,武士沢, 1.3, 57,   8, -15,10, 42.6, ⑥⑧
12, 4,Ｊグラスルｰジュ, 51,嶋田純, 1.8, 46,  -2, -15, 9, 42.5,③⑤⑧,12, 6,Ｆトウカイチェッカｰ, 56,森泰斗, 2.2, 47,   4, -24,12,127.7,⑥⑦⑪,12, 5,Ｄマコトヴォイジャｰ, 74,安藤勝, 1.0, 66,  -4,   3, 3,  5.4,⑥⑥④,12, 9,Ｄサクラメアリ, 69,江田照, 1.5, 53,   3, -13, 8, 39.4, ⑩⑩
13,13,Ｄコｰルミｰ, 58,吉田豊, 2.5, 41,  -1, -23, 4,  6.9,⑥④③,13,13, ヤマニンロゴス,---,柴田大, 2.4, 47,   1, -20,11,112.2,⑭⑬⑫,13, 8,Ｎコスモアネクドｰト, 53,柴田大, 1.3, 67,  -5,   3, 9, 53.8,⑩⑩⑫,13,10,Ｈカリスマテｰラｰ, 62,石橋脩, 1.8, 56,* 14, -27,12, 57.8, ④⑤
14, 3,Ｎカｰラ, 38,北村宏, 2.6, 41,*  0, -24,10, 53.4,④③②,14,11,Ｎウェイティングバｰ, 33,石神深, 3.3, 37,   4, -40,15,470.0,⑧⑧⑭,14, 4,Ｍブリッサ, 56,中谷雄, 2.4, 48,* -3, -18,13,103.7,④④⑦,14,11,Ｐハハノオモイノセテ, 37,山崎亮, 2.1, 47,  -2, -15,13, 99.7, ⑬⑬
15,11,Ｌアッシュベリｰ, 48,石橋脩, 4.4, 30,*  0, -40,13, 88.7,②②④,15,12,Ｌカワキタリュウジン, 43,西田雄, 3.3, 38,   0, -29,14,427.5,⑬⑭⑮,,,,,,,,,,,,,15, 7,Ｏマグピｰソング, 52,西村太, 2.2, 50, -15,  -3,16,371.8, ⑯⑯
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,14,Ｇマジッククレスト, 64,松山弘, 4.0, 28,* 16, -57, 5,  9.8, ③③
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
