12年11月17日 京都,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,12年11月17日 京都,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1800m 2 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:5,,,,,■ 4R  芝2910m 3歳上未勝利(混) 定量,,,,,,,,,,,,■ 7R  芝1600m 2 歳新馬 馬齢,,,,,,,,,,,,■10R  芝1800m 3歳上1000万(牝) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:3,,,,
 6,16,Ｄコスモサリｰ, 60,ルメｰ, 0.8, 56,   3,* 11, 7, 36.1, ⑯⑬, 6, 5,Ｅメイショウブシン, 57,渡辺薫, 0.5, 58,  -7,  13,10, 61.4, ⑤⑥, 6,15,Ｊガッチリガッチリ, 65,浜中俊, 0.9, 70,  -6,* 13,14,119.5, ⑬⑬, 6,12,Ｂマストハブ, 90,四位洋, 0.9, 84,   9,   8, 7, 22.4,⑮⑥⑤
 7, 9,Ｌカミｰリア, 45,秋山真, 1.1, 52,   4,   3,14,335.5, ⑪⑫, 7, 7,Ｇサトノユニコｰン, 50,藤田伸, 0.5, 57,* -6,  10, 5, 11.1, ①②, 7, 4,Ｅアポロパレス, 70,福永祐, 1.2, 68,*  8,  -4,11, 61.7, ②②, 7,15,Ｊサンライズクォリア, 85,浜中俊, 1.0, 82,* 10,   6,14,117.4,⑯③③
 8,17,Ｐナムライットウセイ, 36,池添謙, 1.1, 52,   7,  -1, 8, 39.1, ⑨⑨, 8, 6,Ｄイントレピッド, 57,幸英明, 0.6, 58,  -7,  12, 9, 40.1, ⑥⑦, 8, 9,Ｆワキノネクサス, 70,酒井学, 1.3, 68,   4,   0, 4,  8.5, ⑦⑦, 8, 5,Ｈキラウエア, 86,ルメｰ, 1.4, 80,   8,   8, 6, 21.6,⑦⑩⑩
 9, 1,Ｑラフィットオフ, 29,国分恭, 1.1, 51,* 10,  -6,10,133.7, ③③, 9,13,Ｊレコンダイト, 44,福永祐, 0.6, 58,  -9,  14, 7, 28.4, ⑨⑨, 9,14,Ａカネトシイナｰシャ, 77,川田将, 1.3, 67,  -7,  10, 3,  5.8, ⑭⑭, 9, 9,Ｐブルｰスタｰキング, 77,野元昭, 1.5, 80,   7,   9,15,299.5,⑭⑭⑪
10,15,Ａバアゼルザウバｰ, 63,川田将, 1.2, 50,* 10,  -8, 5, 17.4, ④⑤,10, 3,Ｂサンマルホｰム, 60,佐藤哲, 0.8, 61, -12,* 22, 6, 11.6, ⑭⑭,10, 6,Ｋタイセイマグナム, 63,国分恭, 1.5, 64,*  7,  -6,12, 76.0, ③③,10, 4,Ｋタイガｰスラム, 85,スミヨ, 2.3, 72,   9,  -3,12, 36.8,⑤⑤⑦
11,14,Ｎスノｰビクトリア, 41,渡辺薫, 1.2, 51,   4,   2,16,403.5, ⑬⑪,11,10,Ｌアグネスチャンス, 43,小林徹, 0.9, 57, -11,  17,13,284.1, ⑫⑬,11, 8,Ｉハルシュタット, 65,武豊  , 1.6, 63,   6,  -6, 9, 43.4, ④④,11,10,Ｍダイヴァｰダウン, 82,武豊  , 2.3, 73,   9,  -1,10, 33.9,③⑦⑨
12, 8,Ｅトリガｰ, 57,幸英明, 1.4, 48,   8,  -8, 3,  7.1, ⑥⑥,12, 9,Ｍティマイドリｰム, 43,藤岡佑, 1.0, 56, -10,  13,12,138.0, ⑩⑩,12, 7,Ｏボｰルドマックス, 54,秋山真, 1.7, 63,   2,  -2,13,102.1, ⑨⑪,12, 7,Ｇサミットストｰン, 87,藤岡佑, 2.4, 74,   7,   1, 8, 27.2,⑪⑮⑫
13,18,Ｋエミオン, 46,酒井学, 1.6, 47,   0,   3,11,171.7, ⑰⑰,13,12,Ｎスペキュレイタｰ, 38,国分恭, 1.0, 54, -10,  13,11,102.2, ⑬⑫,13,10,Ｈアｰトオブキング, 67,川島信, 1.8, 62,   4,  -4, 6, 20.5, ⑧⑧,13,11,Ｉハイランドジャガｰ, 85,熊沢重, 2.7, 73,   6,   0,11, 35.1,⑬⑯⑭
14,12,Ｉトウケイプラチナ, 48,水口優, 1.7, 45,  -1,   5,12,205.5, ⑱⑱,14, 8,Ｈマルヨディロｰゼ, 49,国分優, 1.2, 53, -10,  10,14,425.8, ⑪⑪,14, 5,Ｇシゲルシュサ, 68,国分優, 2.4, 57,   5, -11, 7, 22.9, ⑥⑥,14,14,Ｏタツパｰシヴ, 81,佐藤哲, 2.9, 71,   7,  -3,16,346.9,⑨⑫⑯
15, 7,Ｇランミネルバ, 54,川須栄, 1.8, 44,   6,  -9, 9, 84.3, ⑦⑩,,,,,,,,,,,,,15,11,Ｐアイファｰアクセス, 20,川須栄, 3.5, 47, -10,  -7,15,176.0, ⑮⑮,15,16,Ｅキクノキセキ, 87,幸英明, 3.0, 68,   7,  -5, 9, 28.3,⑫⑬⑮
16,11,Ｏシゲルオオクマザ, 37,中村将, 2.4, 37,   1,  -9,17,444.4, ⑮⑯,,,,,,,,,,,,,,,,,,,,,,,,,16,13,Ｎホクセツダンス, 82,池添謙, 3.3, 68,   8,  -8,13, 57.3,⑥⑪⑬
17,13,Ｊオウケンロｰズ, 47,熊沢重, 2.7, 35,   3, -16,15,369.4, ⑭⑮,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18, 6,Ｒエスジｰカピタン, 23,小林徹, 3.2, 28,   3, -23,18,678.3, ⑫⑭,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:56 ﾚｰｽﾍﾟｰｽ指数:+7 ﾚｰｽｱｶﾞﾘ指数:+5 馬場:稍重(指数:10),,,,,,,,,,,,ｸﾗｽ上位平均:56 ﾚｰｽﾍﾟｰｽ指数:-4 ﾚｰｽｱｶﾞﾘ指数:+13 馬場:稍重(指数:10),,,,,,,,,,,,ｸﾗｽ上位平均:72 ﾚｰｽﾍﾟｰｽ指数:-1 ﾚｰｽｱｶﾞﾘ指数:+2 馬場:不良(指数:-7),,,,,,,,,,,,ｸﾗｽ上位平均:84 ﾚｰｽﾍﾟｰｽ指数:-4 ﾚｰｽｱｶﾞﾘ指数:-2 馬場:不良(指数:-7),,,,,,,,,,,
単勝:900円 複勝:04=170円 10=110円 05=120円 枠連:920円,,,,,,,,,,,,"単勝:290円 複勝:04=140円 11=540円 02=180円 枠連:2,170円",,,,,,,,,,,,"単勝:1,390円 複勝:01=320円 16=140円 02=460円 枠連:840円",,,,,,,,,,,,単勝:860円 複勝:02=320円 03=150円 01=220円 枠連:650円,,,,,,,,,,,
"馬連:1,110円 ワイド:04-10=420円 04-05=400円 05-10=160円",,,,,,,,,,,,"馬連:4,650円 ワイド:04-11=1,310円 02-04=370円 02-11=2,030円",,,,,,,,,,,,"馬連:1,180円 ワイド:01-16=640円 01-02=1,820円 02-16=780円",,,,,,,,,,,,"馬連:1,830円 ワイド:02-03=760円 01-02=1,120円 01-03=450円",,,,,,,,,,,
"馬単:2,710円 3連複:600円 3連単:6,740円",,,,,,,,,,,,"馬単:6,060円 3連複:6,290円 3連単:33,630円",,,,,,,,,,,,"馬単:3,100円 3連複:6,520円 3連単:35,000円",,,,,,,,,,,,"馬単:4,050円 3連複:3,350円 3連単:21,650円",,,,,,,,,,,
■ 3R  芝1200m 2 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-9,,,,,■ 6R  ダ1400m 2 歳新馬(牝) 馬齢,,,,,,,,,,,,■ 9R  ダ1800m 2 歳500万(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:1,,,,,■12R  芝1400m 3歳上1000万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:3,,,,
,,,,,,,,,,,,,ﾒｲｸﾃﾞﾋﾞｭｰ京都,,,,,,,,,,,,もちの木賞,,,,,,,,,,,,,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 5,Ｈテｰオｰレイチェル, 44,川田将,, 53,*  7,  -3, 4,  6.3, ②②, 1, 6, キングベイビｰ,---,川田将,, 61,   0,* -3, 1,  3.2, ⑤④, 1, 2,Ｄドコフクカゼ, 65,竹之下,, 65,*  8,  -5, 6, 27.4,①①①, 1, 1,Ａペルレンケッテ, 81,浜中俊,, 79,   6,   2, 2,  5.3, ④④
 2, 4,Ｂミニ, 53,川須栄, 0.0, 53,   2,   2, 5,  7.1, ⑥④, 2, 8, タニノセレナｰデ,---,幸英明, 0.3, 59,  -1,* -5, 6, 19.5, ⑥⑥, 2,10,Ａクリソライト, 69,スミヨ, 0.0, 66,   4,*  2, 1,  1.8,⑧⑨⑧, 2, 2,Ｇメイショウゲンブ, 77,福永祐, 0.3, 75,   2,   3, 3,  7.2, ⑧⑦
 3, 7,Ｅドングラッチェ, 48,熊沢重, 0.1, 52,   3,   0, 2,  5.4, ⑤⑥, 3, 1, ヒシアメジスト,---,藤田伸, 0.3, 59,*  0,  -8, 7, 20.2, ③③, 3, 8,Ｃマイネルクロップ, 65,ルメｰ, 0.0, 66,   5,*  1, 7, 32.3,⑦⑧⑥, 3,10,Ｋロｰドガルｰダ, 71,スミヨ, 0.5, 73,   6,  -3, 1,  2.6, ⑥⑤
 4, 6,Ｇコアレスドラゴン, 45,藤岡佑, 0.3, 49,   3,  -3, 7, 13.1, ④⑤, 4,14, メイショウブリエ,---,武豊  , 1.0, 53,  -1, -11, 4,  8.0, ⑦⑦, 4,12,Ｆタマノペルセウス, 62,幸英明, 0.4, 63,   5,  -4,12, 61.5,⑨⑤⑦, 4, 8,Ｄアイムヒアｰ, 78,飯田祐, 0.7, 72,* 10, -11, 8, 17.9, ①①
 5,14,Ｄサンライズテナンゴ, 49,池添謙, 0.3, 49,  -1,   1, 1,  3.1, ⑧⑧, 5,16, ビバゴｰルデン,---,福永祐, 1.3, 49,  -5,  -9, 8, 24.5, ⑧⑧, 5, 6,Ｇフィｰルドゴｰゴｰ, 60,秋山真, 0.4, 62,   6,  -6, 4, 17.2,③④③, 5, 3,Ｊフェイズシフト, 72,渡辺薫, 0.8, 68,   1,  -1,17,269.5, ⑩⑩
 6, 8,Ｋダンストゥナイト, 36,国分恭, 0.4, 47,  -7,*  6,16,252.6, ⑬⑪, 6,12, タイキマｰシャ,---,ルメｰ, 1.4, 49,*  1, -17, 2,  3.7, ②②, 6, 3,Ｊロｰドクラヴィウス, 59,池添謙, 1.0, 60,*  7, -12,11, 60.8,②②②, 6,12,Ｎラインアンジュ, 69,川田将, 0.8, 69,   2,  -3, 9, 41.7, ⑨⑨
 7,17,Ｎカシノロビン, 29,水口優, 0.5, 46,  -8,*  6,15,184.3, ⑭⑮, 7, 4, トｰホウシラギク,---,秋山真, 1.5, 47,  -7,  -6,16,173.0, ⑨⑨, 7, 7,Ｍウェｰブオｰキッド, 47,浜中俊, 1.0, 61,   0,*  2, 9, 36.8,⑭⑭⑭, 7,16,Ｈゴｰルドベル, 76,ルメｰ, 0.8, 70,   6,  -7, 4,  8.9, ⑦⑥
 8,13,Ｆエアｰウェｰブ, 48,渡辺薫, 0.5, 46,  -3,   1, 6,  9.6, ⑨⑩, 8, 2, ウインクルキラリ,---,熊沢重, 1.7, 48,*  2, -22, 9, 26.6, ①①, 8, 1,Ｈフミノファルコン, 60,武豊  , 1.1, 59,   2,  -5, 5, 18.4,⑬⑫⑪, 8, 4,Ｆカピオラニパレス, 77,藤岡佑, 0.8, 69,  -2,   3, 7, 13.2, ⑬⑫
 9, 3,Ｊクｰルナミ, 40,小林徹, 0.5, 47,*  9, -10,14,175.3, ①①, 9, 9, タイキキララ,---,浜中俊, 2.4, 41,*  0, -26, 5,  9.1, ④⑤, 9,11,Ｂクリノスタｰオｰ, 68,佐藤哲, 1.3, 58,   6, -13, 2,  4.3,⑥⑦⑤, 9,11,Ｌアンヴァルト, 71,熊沢重, 0.8, 72,* 10, -12,10, 42.8, ②②
10,15,Ａアイノタマテバコ, 56,竹之下, 0.6, 45,  -3,   0, 3,  5.8, ⑩⑨,10, 5, セトノミッシｰ,---,デムｰ, 3.5, 30, -16, -15, 3,  6.2, ⑫⑫,10,14,Ｋブルｰボンボヤｰジ, 59,太宰啓, 1.5, 57,   4, -11, 8, 32.7,⑪⑩⑨,10,14,Ｂヴィクトリｰマｰチ, 79,四位洋, 0.9, 69,*  9, -12, 6, 12.3, ③③
11,10,Ｌアルペンクロｰネ, 36,幸英明, 0.7, 45, -11,*  6, 8, 32.3, ⑰⑰,11,15, レｰリュッケン,---,野元昭, 3.5, 32,  -9, -24,10, 54.5, ⑩⑩,11, 4,Ｌキンショｰタイム, 58,川田将, 1.8, 54,   6, -18,10, 47.4,④③④,11, 9,Ｃメルシｰサイレンス, 79,水口優, 0.9, 66,  -3,   3,16,190.0, ⑫⑭
12,11,Ｍナムラチャチャ, 34,太宰啓, 0.8, 42,  -1,  -5,13,138.0, ⑦⑦,12,13, ツｰエムワンダｰ,---,水口優, 3.6, 31, -21, -10,13, 62.2, ⑮⑮,12,13,Ｉシゲルラシンバンザ, 59,国分優, 2.1, 52,   2, -13,13, 99.5,⑩⑪⑫,12, 7,Ｅデンコウジュピタｰ, 78,武豊  , 0.9, 66,  -9,* 12, 5, 10.1, ⑰⑰
13, 2,Ｒロングピアチェｰレ,  2,秋山真, 0.8, 42,  -6,   0,11,117.1, ⑪⑫,13, 7, モズペルファ,---,川島信, 3.9, 31, -24,  -7,15,122.4, ⑯⑯,13, 5,Ｅヴェリｰバンブｰ, 65,福永祐, 4.3, 39,   5, -38, 3,  7.2,⑤⑥⑩,13, 5,Ｐシゲルキョクチョウ, 66,国分優, 1.2, 66,   5, -11,15,165.1, ⑤⑧
14,16,Ｏクリノアンナプルナ, 25,国分優, 1.1, 39,  -6,  -4,17,361.1, ⑫⑬,14, 3, ウイングロリオサ,---,川須栄, 4.2, 28, -19, -18,11, 56.5, ⑭⑭,14, 9,Ｎユキカゼ, 43,川島信, 5.2, 34,   2, -40,14,165.4,⑫⑬⑬,14,13,Ｉニシノスタイル, 74,秋山真, 1.3, 63,   1,  -7,11, 45.8, ⑪⑪
15, 9,Ｉスマイルユｰ, 42,飯田祐, 1.4, 34, -10,  -4, 9, 52.3, ⑮⑭,15,11, アミマネラ,---,酒井学, 4.3, 29, -10, -27,14,101.2, ⑪⑪,,,,,,,,,,,,,15,17,Ｏアイアンデュｰク, 67,幸英明, 1.6, 59,  -6,  -1,14,154.2, ⑯⑮
16,12,Ｑニホンピロレイズ,  7,酒井学, 1.6, 33,*  6, -22,11,117.1, ③③,16,10, スカイグラフィティ,---,佐藤哲, 4.7, 25, -18, -23,12, 57.8, ⑬⑬,,,,,,,,,,,,,16,15,Ｍヴェアデイロス, 70,佐藤哲, 1.7, 59,  -1,  -8,12, 48.7, ⑭⑬
