12年 7月14日 中京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,12年 7月14日 中京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  芝1600m 2 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:5,,,,,■ 4R  ダ1900m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:5,,,,,■ 7R  芝2000m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:7,,,,,■10R  ダ1800m 3歳上1000万(混) ﾊﾝﾃﾞ,,,,,,,出走馬ﾚﾍﾞﾙ:4,,,,
 9, 2,Ｉレアヴェントゥｰレ, 37,岡部誠, 1.6, 32,*  5, -38, 6, 23.8,①③③, 9, 3,Ｋロｰレルアウェイク, 52,浜中俊, 1.9,,,, 3,  8.0,⑭⑯⑯, 9,12,Ｉネオアレクサンドラ, 55,幸英明, 1.2, 52,  -9,  -9, 6, 13.4,⑫⑬⑬, 9,12,Ｃイｰサンジャンパｰ, 83,幸英明, 1.6, 70,   6,  -1, 5, 16.6,⑫⑫⑫
10, 6,Ｌジョウショｰピアス,  8,国分恭, 1.7, 31,   2, -35,11,111.8,⑨⑨⑧,10, 2,Ｇシゲルブルｰベリｰ, 60,国分優, 1.9,,,, 9, 73.2,⑪⑭⑬,10, 5,Ｊスリｰタイタン, 54,国分恭, 1.4, 49, -10, -10,15,152.8,⑬⑭⑭,10,10,Ｇサンマルボス, 81,国分優, 1.9, 69,   3,   4, 8, 40.5,⑯⑯⑯
11, 3,Ｋインディファレンス, 33,酒井学, 1.8, 30,*  6, -43,10, 93.3,②②②,11, 1,Ｈドラゴンフライ, 60,森一馬, 2.2,,,,14,163.6,⑨⑨⑧,11, 3,Ｇロｰドバッカス, 59,浜中俊, 1.7, 43,* -5, -27, 1,  3.1,④④③,11, 9,Ｏワンダｰアサｰルト, 72,野元昭, 2.1, 67,   4,   0,16,249.4,⑮⑮⑮
12,10,Ｆデンコウシラヌイ, 40,藤懸貴, 2.2, 26,  -2, -35, 8, 90.9,⑫⑫⑫,12, 7,Ｉアマノスペリオｰル, 59,高倉稜, 2.3,,,,11, 88.0,⑯⑬⑭,12, 9,Ｍデンコウチャレンジ, 51,太宰啓, 1.7, 47, -12, -10,16,168.9,⑯⑰⑰,12, 6,Ｆメイショウタクミ, 81,中村将, 2.3, 64,* 10, -14,15,219.2,①①①
,,,,,,,,,,,,13,12,Ｎシゲルメロン, 51,国分恭, 2.6,,,,12, 92.2,④④⑤,13, 6,Ｐクラシックヴィオラ, 45,小坂忠, 2.4, 38,  -7, -28,17,214.2,⑮⑪⑪,13, 2,Ｎパルクエスト, 74,畑端省, 2.8, 61,   8, -14,11, 73.9,⑤⑦⑧
,,,,,,,,,,,,14, 5,Ｌベストオブベスト, 52,渡辺薫, 3.5,,,,10, 82.0,⑮⑮⑮,14,16,Ｈチュウキチ, 58,中井裕, 2.5, 37,  -6, -36, 9, 28.2,⑤⑤⑤,14,14,Ｉクレヨンロケット, 79,浜中俊, 3.0, 61,   6, -13, 3,  6.5,⑩⑪⑩
,,,,,,,,,,,,15,14,Ｐミキノバラライカ, 42,鮫島良, 4.1,,,,16,382.7,⑥⑥⑦,15,17, ルｰルスティンガｰ,---,岡部誠, 2.6, 36, -10, -27,13,107.1,⑰⑯⑯,15, 3,Ｍアドマイヤジャガｰ, 76,小牧太, 3.5, 58,   7, -18, 7, 27.9,⑧⑨⑭
,,,,,,,,,,,,16,11,Ｏマルベック, 47,幸英明, 5.1,,,,13,142.2,⑧⑩⑩,16, 1,Ｌライトガイ, 52,酒井学, 4.7,  7,* -4, -71,14,142.9,①①①,16, 5,Ｐシゲルアｰモンド, 68,高倉稜, 3.5, 57,   5, -14,14,162.7,⑪⑬⑬
,,,,,,,,,,,,,,,,,,,,,,,,17,13,Ｄマｰティンボロ, 61,藤岡康, 6.8,-11, -10, -85, 2,  4.8,⑭⑮⑮,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:57 ﾚｰｽﾍﾟｰｽ指数:+4 ﾚｰｽｱｶﾞﾘ指数:-13 馬場:良(指数:-2),,,,,,,,,,,,ｸﾗｽ上位平均:62 ﾚｰｽﾍﾟｰｽ指数:??? ﾚｰｽｱｶﾞﾘ指数:??? 馬場:稍重,,,,,,,,,,,,ｸﾗｽ上位平均:63 ﾚｰｽﾍﾟｰｽ指数:-5 ﾚｰｽｱｶﾞﾘ指数:-3 馬場:良(指数:-2),,,,,,,,,,,,ｸﾗｽ上位平均:80 ﾚｰｽﾍﾟｰｽ指数:-2 ﾚｰｽｱｶﾞﾘ指数:-8 馬場:良(指数:-1),,,,,,,,,,,
単勝:170円 複勝:09=110円 08=110円 05=140円 枠連:200円,,,,,,,,,,,,単勝:300円 複勝:10=140円 16=110円 08=510円 枠連:210円,,,,,,,,,,,,"単勝:5,670円 複勝:14=1,350円 07=930円 08=320円 枠連:1,780円",,,,,,,,,,,,"単勝:300円 複勝:04=160円 11=1,240円 16=1,320円 枠連:1,830円",,,,,,,,,,,
馬連:270円 ワイド:08-09=130円 05-09=210円 05-08=260円,,,,,,,,,,,,"馬連:230円 ワイド:10-16=160円 08-10=1,170円 08-16=930円",,,,,,,,,,,,"馬連:63,510円 ワイド:07-14=12,090円 08-14=4,920円 07-08=3,350円",,,,,,,,,,,,"馬連:10,160円 ワイド:04-11=2,450円 04-16=3,270円 11-16=23,220円",,,,,,,,,,,
"馬単:410円 3連複:410円 3連単:1,140円",,,,,,,,,,,,"馬単:560円 3連複:1,680円 3連単:7,090円",,,,,,,,,,,,"馬単:204,990円 3連複:195,590円 3連単:2,224,230円",,,,,,,,,,,,"馬単:15,410円 3連複:119,440円 3連単:532,810円",,,,,,,,,,,
■ 2R  ダ1800m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:12,,,,,■ 5R  芝1400m 2 歳新馬 馬齢,,,,,,,,,,,,■ 8R  ダ1800m 3歳上500万(牝) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:6,,,,,■11R  ダ1400m 3歳上1600万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:4,,,,
,,,,,,,,,,,,,ﾒｲｸﾃﾞﾋﾞｭｰ中京,,,,,,,,,,,,,,,,,,,,,,,,桶狭間ｽﾃｰｸｽ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,10,Ｆサンライズスマｰト, 60,北村友,, 67,  -2,*  6, 6, 14.0,⑪⑪⑪, 1,12, サウンドリアｰナ,---,国分恭,, 59, -20,* 11, 3,  5.7, ⑩⑩, 1, 6,Ｂビュｰティｰモズ, 77,酒井学,, 79,*  0,* 19, 8, 22.1,②②②, 1, 5,Ａエアウルフ, 88,浜中俊,, 86,   7,* 18, 1,  2.4, ⑧⑧
 2,11,Ｇアドマイヤクリス, 59,小牧太, 0.3, 64,  -3,*  5, 9, 36.3,⑮⑬⑫, 2,14, コウエイピｰス,---,佐藤哲, 0.0, 58,*-15,   4, 7, 20.3, ⑤⑤, 2, 7,Ｌタマモクララ, 65,国分優, 0.2, 77,*  0,* 16, 4, 10.7,①①①, 2,15,Ｃアイアムルビｰ, 85,幸英明, 0.5, 81,* 11,   8, 4, 12.7, ③③
 3, 5,Ｉアルユニバｰス, 59,高倉稜, 0.6, 60,*  1,  -6, 5, 12.7,②②①, 3,13, マイネルコイヌｰル,---,幸英明, 0.4, 53, -17,   2, 6, 18.7, ⑥⑥, 3, 3,Ｎラルシュドｰル, 64,浜中俊, 0.8, 74,  -1,  14, 2,  6.8,⑤⑥⑥, 3,16,Ｄユメノキラメキ, 84,酒井学, 0.8, 79,  10,   6, 9, 30.3, ④④
 4,15,Ｄミッキｰジュピタｰ, 64,藤懸貴, 0.6, 58,*  1,  -6, 3,  5.2,⑥④③, 4, 3, プライマリｰカラｰ,---,小牧太, 0.4, 56, -21,*  7, 4,  9.2, ⑬⑪, 4, 8,Ｄブロッケン, 74,和田竜, 1.2, 71,  -1,  11, 5, 15.4,⑦⑨⑦, 4, 2,Ｅエｰシンハダル, 84,安藤勝, 0.8, 79,  -1,* 20, 3,  7.1, ⑮⑮
 5, 4,Ｋユウキタカラオｰ, 57,鮫島良, 1.0, 60,  -4,*  0,11, 89.7,⑯⑯⑯, 5, 9, トップエトワｰル,---,和田竜, 0.4, 52, -17,   0, 8, 23.9, ④④, 5,10,Ｇメテオｰリカ, 71,北村友, 1.5, 71,  -3,  12, 6, 16.5,⑫⑭⑮, 5, 8,Ｂシゲルソウサイ, 86,国分優, 0.9, 78,  10,   5, 2,  3.1, ②②
 6,12,Ｂマイネルボンド, 65,幸英明, 1.1, 57,  -1,  -5, 2,  3.5,⑩⑦⑦, 6, 8, エイシンビｰム,---,岡部誠, 0.5, 53, -19,   3,14,114.1, ⑨⑧, 6, 5,Ｆゴｰルドジェｰン, 72,高倉稜, 1.5, 68,   0,   7, 7, 18.8,③⑤③, 6,12,Ｌパルラメンタｰレ, 81,小牧太, 1.0, 77,* 13,   2, 6, 25.0, ①①
 7, 1,Ｃプリンストロイア, 64,小坂忠, 1.4, 55,   0, -11, 8, 31.5,④⑤⑤, 7,15, シゲルコウマザ,---,中井裕, 0.7, 49, -19,  -1,10, 41.3, ⑦⑨, 7, 4,Ｉアランロド, 71,水口優, 1.5, 70,  -4,  14,13,114.3,⑯⑯⑯, 7, 3,Ｏマッシヴエンペラｰ, 73,熊沢重, 1.0, 79,   7,   9,13, 94.1, ⑨⑨
 8,14, サンライズポポロ,---,花田大, 1.4, 55,  -3,  -4,15,226.1,⑫⑭⑭, 8,11, アラムナス,---,北村友, 0.8, 45,*-15,  -8, 2,  3.8, ②②, 8, 1,Ａサイモンガｰランド, 82,藤岡康, 1.5, 70,  -2,  10, 1,  1.8,⑩⑪⑩, 8,11,Ｉメトロノｰス, 82,太宰啓, 1.0, 78,   9,   6, 7, 25.5, ⑥⑥
 9, 7,Ｊシゲルアボカド, 59,国分恭, 1.6, 53,  -1, -10, 7, 28.2,⑦⑧⑧, 9, 5, ハリバット,---,浜中俊, 1.3, 41, -19,  -9,13, 79.0, ⑧⑦, 9,16,Ｈチェルカトロｰバ, 71,藤懸貴, 1.8, 65,  -2,   8,12,104.5,⑭⑬⑬, 9, 4,Ｋヒシコモンズ, 82,佐藤哲, 1.1, 77,   5,  12,11, 52.8, ⑩⑩
10, 6,Ｅエリモルビｰノ, 63,国分優, 1.6, 53,  -1, -12, 4,  9.9,⑤⑥⑥,10, 7, ドニカナルボｰイ,---,鮫島良, 1.3, 41,*-15, -12, 5, 10.7, ③③,10,15,Ｃリアライズキボンヌ, 76,国分恭, 1.8, 66,  -1,   6, 9, 25.2,⑪⑩⑫,10, 1,Ｆエｰシンポルックス, 83,中村将, 1.3, 75,   7,   5, 5, 16.4, ⑦⑦
11, 3,Ｈゴｰルドマイスタｰ, 59,森一馬, 1.6, 54,  -2,  -8,13,162.1,⑨⑩⑨,11,10, レゼトワｰル,---,藤岡康, 1.4, 38,*-14, -16, 1,  2.8, ①①,11,14,Ｅアドマイヤインディ, 72,小牧太, 2.0, 64,*  0,   2,10, 52.8,⑨④⑤,11,10,Ｍグロｰリｰルピナス, 80,小坂忠, 1.3, 76,   4,  11,12, 63.3, ⑪⑪
12, 8,Ａジャコシップスタｰ, 67,浜中俊, 2.3, 49,*  1, -21, 1,  2.7,③③②,12, 1, コスモサリｰ,---,高倉稜, 1.6, 40, -23,  -6, 9, 37.0, ⑮⑭,12,11,Ｋデコレイト, 68,中井裕, 2.1, 64,  -2,   5,11, 93.5,⑧⑫⑪,12, 7,Ｎムスタングリｰダｰ, 80,岡部誠, 1.3, 77,   2,  14, 8, 28.8, ⑭⑬
13, 9,Ｎタマモコンサｰト, 49,熊沢重, 2.3, 52,  -3, -13,10, 47.0,⑬⑫⑩,13, 6, オリンピックイヤｰ,---,藤懸貴, 1.9, 34, -23, -11,11, 63.5, ⑫⑬,13,12,Ｏホホヲヨセテ, 64,太宰啓, 2.3, 64,*  1,   0,14,131.5,④③④,13, 9,Ｇファンドリカップ, 83,藤岡康, 1.5, 74,   9,   2,10, 48.4, ⑤⑤
14,13,Ｍメイショウパｰシｰ, 50,中井裕, 2.5, 48,  -4, -12,16,270.4,⑭⑮⑬,14, 4, トｰホウノブナガ,---,国分優, 2.8, 23, -23, -23,12, 63.7, ⑪⑫,14, 9,Ｊシシリアンブリｰズ, 68,幸英明, 2.4, 61,   0,  -1, 3,  7.6,⑬⑧⑨,14, 6,Ｈダノンハラショｰ, 82,中井裕, 1.5, 75,   2,  11,14,154.6, ⑫⑫
15,16,Ｌポｰトポケット, 50,和田竜, 4.6, 35,  -1, -35,14,189.3,⑧⑨⑮,15, 2, インカンテｰション,---,酒井学, 3.2, 19, -27, -23,15,133.1, ⑭⑮,15, 2,Ｐシゲルサクランボ, 64,渡辺薫, 2.5, 66,  -4,   5,15,178.7,⑮⑮⑭,15,13,Ｐマイネルエルドラド, 72,渡辺薫, 3.1, 63,   2,  -3,16,195.1, ⑬⑭
16, 2,Ｏミキノサンドバギｰ, 41,水口優, 7.5, 10,*  1, -66,12,133.0,①①④,,,,,,,,,,,,,16,13,Ｍシゲルセキニンシャ, 64,岡部誠, 2.7, 59,   0,  -2,16,235.4,⑥⑦⑧,16,14,Ｊアグネスマクシマム, 82,国分恭,11.4,  7, -73,* 19,15,193.7, ⑯⑯
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:62 ﾚｰｽﾍﾟｰｽ指数:-1 ﾚｰｽｱｶﾞﾘ指数:-4 馬場:稍重(指数:-1),,,,,,,,,,,,ｸﾗｽ上位平均:54 ﾚｰｽﾍﾟｰｽ指数:-9 ﾚｰｽｱｶﾞﾘ指数:+6 馬場:良(指数:-2),,,,,,,,,,,,ｸﾗｽ上位平均:70 ﾚｰｽﾍﾟｰｽ指数:-8 ﾚｰｽｱｶﾞﾘ指数:+7 馬場:良(指数:-1),,,,,,,,,,,,ｸﾗｽ上位平均:84 ﾚｰｽﾍﾟｰｽ指数:-4 ﾚｰｽｱｶﾞﾘ指数:+1 馬場:良(指数:-1),,,,,,,,,,,
"単勝:1,400円 複勝:10=450円 11=1,150円 05=410円 枠連:1,690円",,,,,,,,,,,,"単勝:570円 複勝:12=230円 14=460円 13=530円 枠連:1,950円",,,,,,,,,,,,"単勝:2,210円 複勝:06=560円 07=360円 03=260円 枠連:2,780円",,,,,,,,,,,,"単勝:240円 複勝:05=130円 15=340円 16=710円 枠連:1,170円",,,,,,,,,,,
"馬連:15,650円 ワイド:10-11=4,910円 05-10=2,080円 05-11=3,980円",,,,,,,,,,,,"馬連:4,870円 ワイド:12-14=1,500円 12-13=1,440円 13-14=2,790円",,,,,,,,,,,,"馬連:12,230円 ワイド:06-07=3,130円 03-06=2,730円 03-07=1,390円",,,,,,,,,,,,"馬連:1,460円 ワイド:05-15=610円 05-16=1,410円 15-16=3,160円",,,,,,,,,,,
"馬単:33,360円 3連複:58,740円 3連単:414,200円",,,,,,,,,,,,"馬単:9,100円 3連複:19,020円 3連単:81,280円",,,,,,,,,,,,"馬単:26,460円 3連複:32,920円 3連単:264,970円",,,,,,,,,,,,"馬単:2,380円 3連複:12,190円 3連単:47,040円",,,,,,,,,,,
■ 3R  芝1400m 3 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:2,,,,,■ 6R  ダ1400m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:8,,,,,■ 9R  芝2200m 3歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:10,,,,,■12R  芝1400m 3歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:1,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,渥美特別,,,,,,,,,,,,,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,16,Ｈサラロｰサ, 45,幸英明,, 62,   1,*  7,11, 80.8, ⑭⑬, 1,12,Ｌオｰルブラックス, 52,浜中俊,, 69,*  8,*  1, 1,  2.8, ②②, 1, 7,Ｂトラストワン, 80,和田竜,, 79, -10,  18, 5, 10.7,④④⑤, 1,10,Ａシルクドリｰマｰ, 77,北村友,, 81,   4,* 12, 1,  3.4, ⑪⑩
 2, 6,Ｂスイｰトブライアｰ, 61,佐藤哲, 0.0, 63,   3,*  3, 1,  2.8, ⑨⑧, 2, 1,Ｂメイショウムロト, 64,和田竜, 0.1, 68,*  9,* -1, 5, 10.6, ①①, 2, 2,Ｅスマッシュスマイル, 73,中井裕, 0.2, 73,* -8,  11, 2,  6.4,①①①, 2,12,Ｆアドマイヤコリン, 69,小牧太, 0.1, 81,   1,* 16, 2,  3.5, ⑯⑯
 3,18,Ｄヤマトサクラコ, 58,酒井学, 0.2, 61,*  8,  -6, 6, 12.8, ⑦⑤, 3, 8,Ｅミッキｰクリスエス, 60,佐藤哲, 0.4, 64,   6,*  0, 8, 28.1, ⑥⑥, 3, 8,Ｄヒラボクビクトリｰ, 73,浜中俊, 0.2, 75,  -9,  14, 3,  7.3,⑤⑤④, 3, 6,Ｃバハドゥｰル, 72,浜中俊, 0.4, 75,   2,  10, 4,  8.1, ⑮⑮
 4, 1,Ｃエリモフェアリｰ, 59,小牧太, 0.3, 57,  -2,*  5, 2,  4.9, ⑮⑮, 4, 6,Ｇヒカリオｰシャン, 59,太宰啓, 0.5, 64,   7,* -2, 7, 18.7, ⑤⑤, 4, 6,Ａミッキｰマスカット, 81,小牧太, 0.3, 76, -11,  16, 1,  1.8,⑦⑧⑦, 4,15,Ｄサｰストンサブリナ, 71,幸英明, 0.5, 76,   4,   7, 6, 13.7, ⑫⑫
 5,14,Ｇムツラボシ, 48,北村友, 0.5, 58,*  8, -10,10, 65.1, ⑥④, 5, 2,Ｄミラクルミイクン, 63,小牧太, 1.0, 60,   7,  -6, 4,  7.3, ④④, 5,11,Ｇギリギリヒｰロｰ, 71,太宰啓, 0.4, 81, -13,* 25, 7, 19.2,⑪⑪⑪, 5, 8,Ｈピルケンハンマｰ, 66,藤岡康, 0.5, 77,   7,   3, 5,  9.9, ⑧⑧
 6, 8,Ｅクイｰンパワｰ, 52,和田竜, 0.6, 57,   6,  -8, 4,  7.2, ⑤⑦, 6,10,Ｃハｰドチョンホ, 64,渡辺薫, 1.6, 58,   4,  -6, 3,  4.8, ⑨⑩, 6, 1,Ｆパントクラトｰル, 72,北村友, 0.6, 73, -12,  15, 6, 11.6,⑧⑥⑧, 6, 2,Ｉメイショウガルソン, 66,和田竜, 0.6, 74,  -1,* 12, 7, 19.4, ⑱⑰
 7,15, エスジｰアンクル,---,国分恭, 0.9, 51,   2,  -7, 5,  9.0, ⑪⑪, 7, 9,Ａマｰティンバロｰズ, 67,藤岡康, 1.6, 56,   5,  -8, 2,  4.1, ⑧⑦, 7,10,Ｃベンジャミン, 77,熊沢重, 0.8, 71, -13,  14, 4,  9.1,⑨⑨⑨, 7,14,Ｊヴェリタスロｰズ, 66,森一馬, 0.7, 75,  11,  -5,14,135.7, ⑤⑤
 8,17, ハッピｰサイゴン,---,石橋守, 1.0, 48,  -6,*  2,14,184.6, ⑰⑰, 8, 4,Ｊプレドｰン, 54,鮫島良, 1.8, 53,   2,  -8,15,389.2, ⑩⑨, 8, 3,Ｈアウグｰリオ, 64,鮫島良, 0.9, 66,* -8,   3,11,238.6,③③②, 8, 7,Ｍサンキストビｰチ, 60,国分恭, 0.9, 71,   3,   3,12, 93.3, ⑬⑭
 9,10,Ｊサファイアヒロイン, 43,太宰啓, 1.0, 49,   2,  -9,16,203.0, ⑩⑩, 9, 5,Ｆヒデノリｰド, 59,中井裕, 1.9, 51,   1,  -8, 9, 35.7, ⑫⑪, 9, 4,Ｉブルｰタンザナイト, 64,幸英明, 1.0, 63,* -9,   1, 8, 21.7,②②③, 9, 5,Ｋアルティザン, 64,岡部誠, 1.5, 65,   8, -11,11, 53.7, ⑦⑦
10, 2,Ｆアルｰア, 50,国分優, 1.0, 51,   5, -11, 9, 46.7, ⑧⑨,10,15,Ｉアスタｰコリント, 59,幸英明, 1.9, 52,   7, -15, 6, 17.0, ③③,10, 9,Ｊブライティアトップ, 63,国分優, 1.1, 68, -13,   9, 9, 82.8,⑩⑩⑩,10, 1,Ｏデンコウデア, 57,中井裕, 1.7, 65,* 16, -26,15,145.3, ①①
11, 4,Ｋラインミッシェル, 41,岡部誠, 1.1, 48,  -2,  -5,13,119.5, ⑯⑯,11,11,Ｎシゲルオリｰブ, 41,国分恭, 3.0, 43,  -3, -11,13,264.6, ⑭⑭,11, 5, オｰリｰライアン,---,岡部誠, 1.5, 61, -10,   0,10,174.8,⑥⑦⑥,11,17,Ｎジャスティシア, 58,藤懸貴, 1.8, 62,* 12, -22, 3,  5.9, ③③
12,12, アイルランドロｰズ,---,浜中俊, 1.2, 48,   1, -10, 3,  6.4, ⑫⑫,12,14,Ｍシゲルマンゴｰ, 52,高倉稜, 3.2, 42,   3, -20,10, 65.0, ⑪⑫,,,,,,,,,,,,,12,13,Ｐオｰスミラバｰ, 48,鮫島良, 1.9, 60,   4, -13,18,316.5, ⑨⑪
13, 3,Ａニホンピロシトリン, 61,熊沢重, 1.6, 45,   7, -22, 7, 12.9, ④⑥,13,16,Ｋギリア, 53,酒井学, 3.5, 40,   5, -26,12,202.1, ⑦⑧,,,,,,,,,,,,,13, 3,Ｇトキノライジン, 68,花田大, 2.0, 58,   4, -14,13,104.5, ⑩⑨
14,11,Ｍテｰオｰジュエル, 38,花田大, 2.0, 38,  -2, -17,18,380.9, ⑬⑭,14, 3,Ｏモンサンアリエル, 35,国分優, 4.5, 33, -13, -11,14,285.4, ⑮⑮,,,,,,,,,,,,,14,18,Ｌワンダｰフォルテ, 60,高倉稜, 2.4, 55,   8, -24, 9, 35.8, ⑥⑥
