12年 3月 3日 中山,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,12年 3月 3日 中山,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1800m 3 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-2,,,,,■ 4R  芝2880m 4歳上未勝利(混) 定量,,,,,,,,,,,,■ 7R  ダ1800m 3 歳500万 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:3,,,,,■10R  芝1800m 4歳上1600万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:4,,,,
 9,10,Ｌリアルファッション, 36,的場勇, 1.3, 51,  -7,  -3,12,131.7,⑯⑫⑩, 9,11, クリノダイヤモンド,,平沢健,206.9,,,,13,216.7,⑫⑪⑪, 9, 3,Ｊフクノツｰル, 51,津村明, 2.7, 54,  -3,  -5,11,176.1,⑩⑩⑨, 9, 4,Ｆアロマンシェス, 82,江田照, 0.7, 80,   3,  14, 9, 59.6,⑨⑨⑨
10, 5,Ｆビックタイム, 53,津村明, 1.6, 48,  -7,  -3,11,128.7,⑭⑮⑪,10, 8, イｰグルフォンテン,,蓑島靖,207.1,,,,12,168.3,⑩⑧⑧,10,10,Ｆティティカカ, 63,内田博, 3.0, 52,  -2, -11,10, 85.6,⑥⑧⑩,10, 2,Ｉアイアンルック, 76,石橋脩, 1.4, 71,   3,   4,10, 77.3,⑩⑩⑩
11,16,Ｊエンムハチナナ, 48,木幡初, 2.1, 42,* -3, -17, 7, 19.1,③②④,11,12, ワンダｰキング,,大庭和,207.7,,,, 6, 31.7,⑬⑫⑫,11,11,Ｄマイネルハｰシェル, 69,松岡正, 4.5, 43,  -3, -20, 7, 43.4,⑨⑪⑪,11, 5,Ｋゲットフルマｰクス, 75,武士沢, 1.7, 66,* 10, -14,11,190.6,①①①
12,13,Ｇスマイルキャッチャ, 50,鈴来直, 2.7, 40,  -7, -14,16,401.9,⑬⑭⑭,12, 7, ヘイセイレジェンド,,小野寺,208.0,,,,11,161.0,⑭⑬⑬,,,,,,,,,,,,,,,,,,,,,,,,
13, 6,Ｎシンチノクリチャン, 35,藤岡佑, 3.5, 38,  -8, -17,14,148.0,⑮⑯⑮,13, 5, グラスサミット,,金子光,210.2,,,, 7, 38.0,⑧⑨⑩,,,,,,,,,,,,,,,,,,,,,,,,
14,12,Ｈマリｰズデイ, 50,柴田大, 4.1, 32,  -7, -25,15,280.7,⑫⑬⑯,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15, 7,Ｐニシノフノス, -5,江田照, 5.7, 20,  -6, -42,10,128.2,⑥⑨⑫,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16, 4,Ｏトキメキロｰズ, 30,田辺裕, 5.9, 20,  -6, -43,13,134.7,⑩⑩⑬,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:60 ﾚｰｽﾍﾟｰｽ指数:-6 ﾚｰｽｱｶﾞﾘ指数:-2 馬場:不良(指数:-8),,,,,,,,,,,,,,,,,,,,,,,,ｸﾗｽ上位平均:71 ﾚｰｽﾍﾟｰｽ指数:-7 ﾚｰｽｱｶﾞﾘ指数:+2 馬場:不良(指数:-8),,,,,,,,,,,,ｸﾗｽ上位平均:83 ﾚｰｽﾍﾟｰｽ指数:-3 ﾚｰｽｱｶﾞﾘ指数:+2 馬場:重(指数:11),,,,,,,,,,,
単勝:430円 複勝:08=160円 02=130円 14=120円 枠連:770円,,,,,,,,,,,,単勝:190円 複勝:01=120円 09=190円 02=990円 枠連:500円,,,,,,,,,,,,単勝:470円 複勝:09=170円 08=110円 06=230円 枠連:620円,,,,,,,,,,,,"単勝:360円 複勝:01=170円 03=650円 11=170円 枠連:4,440円",,,,,,,,,,,
馬連:820円 ワイド:02-08=380円 08-14=280円 02-14=250円,,,,,,,,,,,,"馬連:580円 ワイド:01-09=280円 01-02=1,100円 02-09=2,050円",,,,,,,,,,,,馬連:650円 ワイド:08-09=240円 06-09=670円 06-08=480円,,,,,,,,,,,,"馬連:5,110円 ワイド:01-03=1,440円 01-11=400円 03-11=1,680円",,,,,,,,,,,
"馬単:1,780円 3連複:790円 3連単:5,130円",,,,,,,,,,,,"馬単:730円 3連複:6,210円 3連単:13,930円",,,,,,,,,,,,"馬単:1,420円 3連複:1,670円 3連単:8,500円",,,,,,,,,,,,"馬単:7,910円 3連複:6,940円 3連単:49,910円",,,,,,,,,,,
■ 2R  ダ1200m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-4,,,,,■ 5R  芝1800m 3 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-2,,,,,■ 8R  ダ2400m 4歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:15,,,,,■11R  芝1200m 4歳上ｵｰﾌﾟﾝ(国) 別定,,,,,,,出走馬ﾚﾍﾞﾙ:3,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,夕刊ﾌｼﾞ賞ｵｰｼｬﾝｽﾃｰｸｽ ＧⅢ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 5,Ｅエクスプロｰラｰ, 55,松岡正,, 62,*  1,   4, 4,  7.4, ①①, 1, 6,Ｂダイワズｰム, 63,北村宏,, 77,* -6,* 12, 1,  2.6,④③③, 1, 1,Ｂゲットハッピｰ, 77,後藤浩,, 71,*  5,   7, 1,  2.0,①①①, 1, 2,Ｊワンカラット, 82,藤岡佑,, 88,  16,  11, 9, 26.9, ⑧⑥
 2, 3,Ｂオオタニジムチョウ, 61,横山典, 0.2, 59, -10,* 13, 3,  6.9, ⑨⑦, 2, 5,Ａロｰズノｰブル, 65,内田博, 0.2, 77,  -6,* 13, 2,  3.9,③④④, 2, 5,Ｄタイソンバロｰズ, 75,藤岡佑, 0.0, 73,*  5,   8, 6, 19.5,②②②, 2, 9,Ｈグランプリエンゼル, 84,三浦皇, 0.1, 86,  16,  10, 5, 13.5, ⑨⑨
 3,10,Ａエリクサｰ, 63,後藤浩, 0.3, 59,  -3,   5, 1,  2.5, ⑤⑤, 3, 4,Ｃガンセ, 62,大野拓, 0.2, 77,  -9,* 14, 3,  6.4,⑤⑤⑤, 3, 3,Ｈウエスタンブラボｰ, 72,柴田善, 0.2, 73,   2,  13, 8, 37.6,⑥⑥⑦, 3, 6,Ｏベイリングボｰイ, 79,石橋脩, 0.2, 81,   7,* 18,14,316.9, ⑯⑮
 4, 9,Ｉズｰムイン, 43,丸山元, 0.5, 58,*  1,  -1, 7, 36.4, ②②, 4,11,Ｇタニセンヴォイス, 54,松岡正, 0.7, 69,* -6,   1, 5,  9.8,①①①, 4, 4,Ｃロｰレルキングダム, 77,田中勝, 0.4, 72,   1,* 15, 3,  5.2,⑨⑧⑨, 4,13,Ｃカレンチャン, 90,池添謙, 0.2, 85,  19,   6, 1,  2.4, ⑥⑧
 5, 4,Ｄエレガントタイム, 55,柴田善, 0.6, 59,  -6,   6, 6, 20.3, ⑥⑥, 5, 3,Ｅマイネヒメル, 60,津村明, 1.2, 61, -10,   3, 9, 29.8,⑦⑦⑦, 5, 7,Ａバンダムミラｰジュ, 81,北村宏, 0.5, 72,   0,* 15, 2,  3.4,⑧⑨⑧, 5, 1,Ｂジョｰカプチｰノ, 95,内田博, 0.3, 81,  12,  11, 3,  8.7, ⑫⑩
 6,14,Ｃクレバｰアポロ, 60,田辺裕, 0.8, 55,*  1,  -3, 2,  3.2, ③③, 6, 2,Ｌルミナスレッド, 45,小林淳, 1.2, 66, -13,   8,14,229.5,⑬⑫⑪, 6, 9,Ｉビレッジブライト, 63,江田照, 0.6, 68,   3,   7, 9, 93.6,③③③, 6, 4,Ｅツルマルレオン, 85,後藤浩, 0.5, 78,  11,  10, 6, 13.6, ⑬⑫
 7,15,Ｇオサキニシツレイ, 50,武士沢, 1.5, 50, -10,   2, 9, 62.4, ⑩⑩, 7, 9,Ｈラグジュリア, 51,石橋脩, 1.4, 58,* -6,  -7, 8, 24.9,②②②, 7, 8,Ｇエイコオレジェンド, 72,武士沢, 0.8, 69,   3,   6, 7, 20.5,⑤⑤⑥, 7,14,Ａエｰシンダックマン, 97,川田将, 0.5, 85,* 24,  -3, 4,  8.7, ①①
 8, 2,Ｎダイワビガｰ, 32,柴田大, 1.7, 48,  -1,  -8,12,247.6, ④④, 8,14,Ｆウィケットキｰパｰ, 57,蛯名正, 1.4, 63, -11,   3, 7, 19.8,⑩⑩⑩, 8, 6,Ｆラグナロク, 73,蛯名正, 1.0, 67,   3,   3, 4, 13.4,④④⑤, 8,15,Ｍシャウトライン, 80,丸山元, 0.5, 84,* 23,  -1,15,389.0, ③②
 9,16,Ｆサトノライトニング, 52,三浦皇, 1.7, 46, -14,   2, 5,  7.6, ⑪⑪, 8,13,Ｉクシャトリア, 51,三浦皇, 1.4, 67, -15,* 11,10, 46.9,⑮⑮⑯, 9, 2,Ｅニｰロ, 73,松岡正, 1.0, 68,   1,   8, 5, 17.3,⑦⑦④, 9, 3,Ｄダッシャｰゴｰゴｰ, 86,横山典, 0.6, 80,  20,   0, 2,  4.2, ④④
10, 7, エリモブリｰズ,---,川田将, 1.9, 45, -25,* 11,10,125.3, ⑮⑮,10, 8,Ｊラムシｰダｰ, 50,田辺裕, 1.5, 64, -14,   8, 6, 18.6,⑯⑯⑫,,,,,,,,,,,,,10,10,Ｆエｰシンヴァｰゴウ, 85,田辺裕, 0.7, 79,  19,   0, 7, 13.8, ⑤⑤
11, 8,Ｋキャラメリゼ, 40,高嶋活, 1.9, 44, -19,   6,11,243.8, ⑭⑭,11,10,Ｄピｰスオブアイ, 60,丸山元, 1.8, 55,  -9,  -7, 4,  8.6,⑧⑧⑧,,,,,,,,,,,,,11,12,Ｎアポロフェニックス, 80,柴田善, 0.8, 77,  16,   1,10, 70.8, ⑩⑬
12,12,Ｈフクノゴｰルド, 46,江田照, 2.2, 42,  -7,  -7,13,294.8, ⑦⑧,12, 7,Ｎエルザブラバント, 43,川須栄, 2.0, 55, -11,  -6,15,229.8,⑨⑨⑨,,,,,,,,,,,,,12, 8,Ｐダイワナイト, 74,柴田大, 1.0, 74,  13,   1,13,127.1, ⑪⑪
13, 6,Ｊカンタベリｰママ, 41,川須栄, 2.6, 40, -10,  -7, 8, 57.3, ⑧⑨,13,12,Ｍサムライクイｰン, 43,田中勝, 2.3, 47,  -7, -17,13,179.9,⑥⑥⑥,,,,,,,,,,,,,13, 5,Ｌブルｰミンバｰ, 81,川須栄, 1.1, 73,  17,  -4, 8, 16.0, ⑦⑦
14,11,Ｌクリノハルダンジ, 37,横山義, 2.7, 37, -16,  -4,16,497.6, ⑬⑬,14,16,Ｏフラッパｰロｰド, -4,高嶋活, 2.4, 51, -13,  -7,11,119.5,⑭⑬⑭,,,,,,,,,,,,,14, 7,Ｇスペシャルハｰト, 84,蛯名正, 1.3, 74,* 23, -12,11, 89.7, ②③
15, 1,Ｍリネンピｰク, 33,木幡初, 3.4, 31, -16, -10,14,305.2, ⑫⑫,15,15,Ｋカネトシコミット, 45,的場勇, 3.2, 43, -12, -17,16,410.2,⑫⑭⑮,,,,,,,,,,,,,15,16,Ｋアイルラヴァゲイン, 82,津村明, 1.7, 62,  11,  -5,16,442.3, ⑮⑭
16,13,Ｏキョウワスピリッツ,  6,的場勇, 9.4,-23, -35, -46,15,446.4, ⑯⑯,16, 1, エルトウショウ,---,川田将, 4.0, 31, -12, -31,12,155.7,⑪⑪⑬,,,,,,,,,,,,,16,11,Ｉフレンチカクタス, 83,北村宏, 1.9, 61,  11,  -8,12, 98.1, ⑭⑯
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:62 ﾚｰｽﾍﾟｰｽ指数:-5 ﾚｰｽｱｶﾞﾘ指数:+5 馬場:不良(指数:-8),,,,,,,,,,,,ｸﾗｽ上位平均:62 ﾚｰｽﾍﾟｰｽ指数:-6 ﾚｰｽｱｶﾞﾘ指数:+6 馬場:重(指数:11),,,,,,,,,,,,ｸﾗｽ上位平均:72 ﾚｰｽﾍﾟｰｽ指数:-3 ﾚｰｽｱｶﾞﾘ指数:+8 馬場:不良(指数:-8),,,,,,,,,,,,ｸﾗｽ上位平均:90 ﾚｰｽﾍﾟｰｽ指数:+6 ﾚｰｽｱｶﾞﾘ指数:-3 馬場:重(指数:11),,,,,,,,,,,
"単勝:740円 複勝:05=180円 03=180円 10=120円 枠連:1,110円",,,,,,,,,,,,単勝:260円 複勝:06=110円 05=140円 04=170円 枠連:510円,,,,,,,,,,,,"単勝:200円 複勝:01=120円 05=320円 03=390円 枠連:1,240円",,,,,,,,,,,,"単勝:2,690円 複勝:02=580円 09=440円 06=4,340円 枠連:1,820円",,,,,,,,,,,
"馬連:2,230円 ワイド:03-05=630円 05-10=340円 03-10=330円",,,,,,,,,,,,馬連:540円 ワイド:05-06=220円 04-06=310円 04-05=520円,,,,,,,,,,,,"馬連:1,300円 ワイド:01-05=500円 01-03=630円 03-05=1,910円",,,,,,,,,,,,"馬連:13,730円 ワイド:02-09=3,310円 02-06=31,060円 06-09=17,130円",,,,,,,,,,,
"馬単:4,340円 3連複:1,620円 3連単:14,480円",,,,,,,,,,,,"馬単:900円 3連複:870円 3連単:2,920円",,,,,,,,,,,,"馬単:1,700円 3連複:5,810円 3連単:21,690円",,,,,,,,,,,,"馬単:33,180円 3連複:389,450円 3連単:2,661,980円",,,,,,,,,,,
■ 3R  ダ1800m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:10,,,,,■ 6R  ダ1200m 3 歳新馬(混) 馬齢,,,,,,,,,,,,■ 9R  芝1600m 3 歳500万(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:6,,,,,■12R  ダ1800m 4歳上1000万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:3,,,,
,,,,,,,,,,,,,ﾒｲｸﾃﾞﾋﾞｭｰ中山,,,,,,,,,,,,黄梅賞,,,,,,,,,,,,,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,10,Ｈイジゲン, 55,石橋脩,, 73,   1,* 16, 1,  1.7,⑭⑥④, 1, 2, アンディタｰド,---,北村宏,, 69,*  0,*  6, 1,  2.6, ①①, 1, 2,Ｈホｰカｰテンペスト, 63,横山典,, 70,*-11,  18, 4, 15.8,④③⑤, 1, 3,Ｎアントウェルペン, 70,蛯名正,, 80,*  9,   9, 6, 15.7,①①①
 2, 9,Ａハｰコット, 69,北村宏, 0.7, 67,*  3,   7, 2,  3.8,③③③, 2, 4, ショウナンワヒネ,---,柴田善, 1.0, 61,  -6,*  2, 2,  3.7, ④④, 2, 1,Ａエネアド, 80,蛯名正, 0.0, 73, -13,  22, 1,  2.2,⑧④⑥, 2,13,Ｃジャンナ, 81,後藤浩, 0.0, 79,   7,* 12, 3,  5.3,⑥⑥⑤
 3, 8,Ｂフレンドフィｰバｰ, 65,柴田善, 1.0, 68,   0,* 11, 3, 11.1,⑩⑪⑦, 3,12, トリッキｰダンス,---,田辺裕, 1.0, 60,* -2,  -2, 4,  7.8, ③②, 3, 4,Ｂミッドサマｰフェア, 76,柴田善, 0.0, 74, -13,* 23, 2,  2.7,⑩⑥⑦, 3, 1,Ｅディアビリｰヴ, 80,内田博, 0.1, 79,*  8,  11, 4,  6.9,③④③
 4,13,Ｃバレンタインパパ, 64,田中勝, 1.9, 57,  -1,   3, 5, 20.9,⑧⑨⑧, 4, 8, ディｰズプリンセス,---,木幡初, 1.7, 54,  -8,  -2, 7, 15.7, ⑤⑤, 4, 5,Ｌキネオピュｰマ, 61,内田博, 0.1, 76, -18,* 30, 3,  6.7,⑫⑫⑩, 4, 4,Ｊゴｰルドアカデミｰ, 78,北村宏, 0.3, 78,   4,* 15,11, 49.9,⑪⑩⑨
 5, 1,Ｎサウンドメジャｰ, 40,藤岡佑, 2.0, 60,   0,   1, 9, 41.7,④⑦⑥, 5, 9, マニッシュスマイル,---,柴田大, 2.3, 49,  -9,  -7, 8, 41.1, ⑥⑥, 5, 8,Ｄトップスカｰレット, 68,石橋脩, 0.3, 67,*-10,  13, 8, 36.0,②②②, 5,14,Ａドリｰムアライブ, 83,丸山元, 0.5, 78,   6,  11, 5,  8.9,⑨⑧⑧
 6, 4,Ｇワイワイガヤガヤ, 55,田辺裕, 2.3, 54,*  3,  -8,12, 73.2,①①①, 6,10, キングユウヤ,---,川須栄, 3.6, 36, -19,  -9, 9, 45.1, ⑨⑨, 6,12,Ｃステｰジナｰヴ, 69,田中勝, 0.4, 66, -11,  15, 7, 20.0,③⑤③, 6, 2,Ｌハリマノワタリドリ, 77,津村明, 0.6, 76,   6,   9,12, 67.4,⑦⑦⑦
 7,15,Ｉサリエンテ, 53,木幡初, 2.7, 53,   1,  -7,11, 59.9,⑨⑤⑩, 7,11, カネトシミント,---,中谷雄, 3.7, 35, -31,   1,14,151.1, ⑫⑫, 7, 9,Ｅマイネルコランダム, 67,柴田大, 0.5, 70, -14,  19, 5, 16.7,⑥⑨④, 7,11,Ｇタイキジャガｰ, 79,川田将, 1.0, 73,   7,   4,10, 32.5,⑤⑤⑥
 8, 5,Ｅケイアイジｰニアス, 59,内田博, 2.7, 55,  -3,   2,10, 56.0,⑬⑬⑬, 8,14, エトランゼシチｰ,---,丸山元, 3.8, 36, -18, -11, 6, 14.2, ⑧⑦, 8,11,Ｍウインサｰガ, 49,松岡正, 0.6, 68, -14,  16, 6, 18.0,⑦⑦⑨, 8, 9,Ｆゴｰルドロジャｰ, 79,的場勇, 1.1, 76,   4,   8, 7, 16.2,⑧⑪⑩
 9,16,Ｍアドリアｰネ, 45,武士沢, 2.8, 58,  -4,   4,16,367.9,⑮⑭⑮, 9, 6, シルクフュｰジョン,---,池添謙, 4.0, 33, -20, -11, 3,  7.0, ⑩⑩, 9,13,Ｆハッシュドトｰン, 65,川須栄, 0.7, 60,* -9,   5,11,231.6,①①①, 9, 7,Ｈブレイクチャンス, 79,田中勝, 1.1, 72,   3,  11, 8, 21.6,⑬⑫⑫
10, 2, オメガロｰドショｰ,---,三浦皇, 2.8, 56,  -4,   3, 8, 39.6,⑫⑮⑭,10, 7, レディシェｰバｰ,---,田中勝, 4.1, 34, -15, -13,12, 81.9, ⑦⑧,10, 6,Ｇエムアイチャンドラ, 64,田辺裕, 0.7, 64, -15,  16,10, 99.4,⑤⑧⑧,10,10,Ｉロｰンウルフ, 79,木幡初, 1.3, 74,   2,* 13,14, 96.3,⑭⑭⑭
11,11,Ｆデルマエビス, 58,中谷雄, 3.0, 51,*  4, -14, 4, 13.7,⑤②②,11,16, モンサンアリエル,---,的場勇, 4.2, 32, -20, -13,10, 71.9, ⑪⑪,11, 3,Ｉカンタベリｰナイト, 63,武士沢, 1.1, 60, -16,  12,12,257.4,⑨⑩⑪,11,12,Ｄブルｰソックス, 80,大野拓, 1.4, 68,*  8,  -1, 1,  3.8,④③④
12, 3,Ｋトウカイライト, 50,小林淳, 3.3, 51,  -3,  -3,13, 81.1,⑪⑫⑫,12, 3, パｰデュラブル,---,石橋脩, 4.3, 32,* -2, -30,11, 72.4, ②③,12,10,Ｋラミアプリマベｰラ, 62,大野拓, 2.1, 48, -17,   1, 9, 92.2,⑪⑪⑫,12, 6,Ｂエアイグアス, 82,武士沢, 1.7, 69,*  9,  -5, 2,  4.0,②②②
13,12,Ｄプライドサクセス, 63,津村明, 3.6, 47,   1, -14, 6, 28.7,⑦⑧⑨,13,15, カナルグランデ,---,小野寺, 4.6, 27, -35,  -3,16,397.0, ⑬⑬,,,,,,,,,,,,,13, 8,Ｍディアフォルティス, 70,藤岡佑, 2.1, 70,   3,   4,13, 78.4,⑩⑬⑬
14, 6,Ｊタイガｰゲｰト, 51,後藤浩, 3.7, 45,   2, -17, 7, 35.6,②④⑤,14, 5, リネンロイヤル,---,大野拓, 4.7, 27, -44,*  5,15,182.6, ⑯⑯,,,,,,,,,,,,,14, 5,Ｋトｰホウアレス, 78,田辺裕, 3.2, 58,   5, -11, 9, 22.8,⑫⑨⑪
15, 7,Ｌビロｰドボイス, 50,川須栄, 3.7, 48,  -1, -12,15,200.2,⑥⑩⑪,15,13, リブストロング,---,武士沢, 4.8, 27, -37,  -2,13,145.2, ⑮⑮,,,,,,,,,,,,,,,,,,,,,,,,
16,14, ヨシｰルストｰム,---,松岡正, 4.6, 45, -11,   0,14,138.1,⑯⑯⑯,16, 1, ツァボライト,---,藤岡佑, 5.1, 23, -38,  -5, 5, 11.2, ⑭⑭,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:62 ﾚｰｽﾍﾟｰｽ指数:+1 ﾚｰｽｱｶﾞﾘ指数:+5 馬場:不良(指数:-8),,,,,,,,,,,,ｸﾗｽ上位平均:61 ﾚｰｽﾍﾟｰｽ指数:-5 ﾚｰｽｱｶﾞﾘ指数:+4 馬場:不良(指数:-8),,,,,,,,,,,,ｸﾗｽ上位平均:71 ﾚｰｽﾍﾟｰｽ指数:-11 ﾚｰｽｱｶﾞﾘ指数:+12 馬場:重(指数:11),,,,,,,,,,,,ｸﾗｽ上位平均:79 ﾚｰｽﾍﾟｰｽ指数:-2 ﾚｰｽｱｶﾞﾘ指数:+3 馬場:重(指数:-8),,,,,,,,,,,
単勝:170円 複勝:10=110円 09=120円 08=180円 枠連:320円,,,,,,,,,,,,単勝:260円 複勝:02=130円 04=150円 12=180円 枠連:470円,,,,,,,,,,,,"単勝:1,580円 複勝:02=230円 01=110円 04=130円 枠連:1,270円",,,,,,,,,,,,"単勝:1,570円 複勝:03=490円 13=200円 01=290円 枠連:1,740円",,,,,,,,,,,
