12年 9月 2日 札幌,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,12年 9月 2日 札幌,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  芝1500m 2 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:1,,,,,■ 4R  ダ1000m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-10,,,,,■ 7R  ダ2400m 3歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:1,,,,,■10R  芝1200m 2 歳ｵｰﾌﾟﾝ(混) 別定,,,,,,,出走馬ﾚﾍﾞﾙ:2,,,,
 9,14,Ｈアクロマティック, 43,藤岡佑, 1.1, 41,  -1, -30, 5, 14.0,⑥⑤④, 9, 9,Ｈサイファｰバトル, 47,丸田恭, 3.0, 32, -15, -15, 8, 67.1, ⑪⑩, 9,11,Ｉファイヤｰ, 61,黛弘人, 3.2, 51,   6, -16, 3,  6.6,⑪⑦⑨, 9,14,Ｊエタｰナルムｰン, 50,津村明, 1.2, 48,  -7, -10,10, 28.8, ⑬⑭
10, 5, デルマハヤブサ,---,竹之下, 1.1, 40, -13,*-11,13,194.8,⑬⑫⑫,10, 6,Ｋユｰコｰフラッシュ, 29,五十嵐, 3.1, 32, -15, -16,12,334.2, ⑨⑪,10, 5,Ｊサルジュ, 59,古川吉, 3.5, 50,*  7, -23,10,107.8,①①④,10,16, ラゴディラゴライ,---,服部茂, 1.2, 49, -11,  -6,13, 69.0, ⑯⑮
11, 6,Ｍマリナｰズコンパス, -6,川島信, 1.1, 43,*  2, -33, 7, 39.1,④②②,11,11,Ｌウォｰタｰカｰリｰ,-10,黛弘人, 3.1, 32, -12, -18,11,242.1, ⑦⑨,11,10,Ｅデルマインドラ, 72,竹之下, 4.7, 44,   6, -29, 8, 19.3,⑥⑥⑩,11,15,Ｉタガノハピネス, 51,松田大, 1.4, 50,   4, -23, 7, 17.8, ④⑤
12, 1,Ｉギンザスティｰブ, 43,古川吉, 1.3, 39,   0, -33,11,159.9,②④⑥,,,,,,,,,,,,,,,,,,,,,,,,,12,12,Ｆアイディンビュｰ, 54,三浦皇, 1.6, 48,   4, -25, 9, 25.4, ③④
13,10,Ｋフィｰドベア, 32,五十嵐, 2.2, 32, -18, -16,12,175.1,⑭⑬⑬,,,,,,,,,,,,,,,,,,,,,,,,,13,10,Ｋアポロヌリｰ, 50,勝浦正, 1.6, 45,  -1, -20, 2,  4.9, ⑨⑪
14, 9,Ｌモリトリュウメ, 19,菱田裕, 3.2,  8, -19, -29,14,579.3,⑩⑭⑭,,,,,,,,,,,,,,,,,,,,,,,,,14, 5,Ｌディアセルヴィス, 13,藤岡佑, 2.2, 40,   3, -32,15, 85.0, ⑤②
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15, 9, ヴァンヴェｰル,---,佐々木, 2.7, 33, -10, -25,16,135.5, ⑮⑯
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16, 8,Ｄマンボマｰチ, 55,阿部龍, 3.0, 31,*  7, -46,11, 55.3, ②③
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:56 ﾚｰｽﾍﾟｰｽ指数:+0 ﾚｰｽｱｶﾞﾘ指数:-10 馬場:良(指数:-2),,,,,,,,,,,,ｸﾗｽ上位平均:62 ﾚｰｽﾍﾟｰｽ指数:-6 ﾚｰｽｱｶﾞﾘ指数:-1 馬場:良(指数:-3),,,,,,,,,,,,ｸﾗｽ上位平均:72 ﾚｰｽﾍﾟｰｽ指数:-1 ﾚｰｽｱｶﾞﾘ指数:-1 馬場:良(指数:-3),,,,,,,,,,,,ｸﾗｽ上位平均:66 ﾚｰｽﾍﾟｰｽ指数:-0 ﾚｰｽｱｶﾞﾘ指数:-8 馬場:良(指数:-2),,,,,,,,,,,
"単勝:1,520円 複勝:07=240円 02=140円 03=110円 枠連:2,490円",,,,,,,,,,,,"単勝:170円 複勝:01=110円 12=530円 10=200円 枠連:4,450円",,,,,,,,,,,,単勝:270円 複勝:06=140円 09=220円 02=160円 枠連:350円,,,,,,,,,,,,"単勝:1,930円 複勝:02=420円 03=360円 04=160円 枠連:1,800円",,,,,,,,,,,
"馬連:3,590円 ワイド:02-07=720円 03-07=370円 02-03=160円",,,,,,,,,,,,"馬連:5,200円 ワイド:01-12=860円 01-10=260円 10-12=3,280円",,,,,,,,,,,,"馬連:1,220円 ワイド:06-09=510円 02-06=280円 02-09=920円",,,,,,,,,,,,"馬連:9,140円 ワイド:02-03=2,260円 02-04=1,340円 03-04=1,000円",,,,,,,,,,,
"馬単:8,920円 3連複:980円 3連単:16,580円",,,,,,,,,,,,"馬単:7,010円 3連複:9,090円 3連単:43,930円",,,,,,,,,,,,"馬単:1,930円 3連複:2,360円 3連単:11,590円",,,,,,,,,,,,"馬単:19,870円 3連複:8,850円 3連単:70,470円",,,,,,,,,,,
■ 2R  芝1200m 2 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:14,,,,,■ 5R  芝2000m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:4,,,,,■ 8R  芝2000m 3歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:5,,,,,■11R  芝2600m 3歳上ｵｰﾌﾟﾝ(混) ﾊﾝﾃﾞ,,,,,,,出走馬ﾚﾍﾞﾙ:-1,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,丹頂ｽﾃｰｸｽ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 4,Ａクリノタカラチャン, 59,三浦皇,, 65,*  1,  -6, 1,  2.7, ②②, 1, 1,Ｅクラｰロデルナ, 59,藤田伸,, 67,   1,*  1, 3,  5.1,⑨⑧⑧, 1, 9,Ｂマイネルシュライ, 77,柴田大,, 82,   4,* 19, 2,  3.1,④④④, 1, 2,Ｇメｰヴェ, 83,宮崎北,, 86,* 10,   6, 6, 10.6,④④④
 2,14,Ｃラインミｰティア, 57,勝浦正, 0.2, 56,  -9,*  0, 4,  6.5, ⑨⑧, 2,14,Ｄアポロドｰロス, 60,勝浦正, 0.0, 66,*  4,  -8, 4,  5.7,②②②, 2, 3,Ｈルミナスレッド, 69,宮崎北, 0.0, 81,*  7,  13, 7, 22.2,③③③, 2, 6,Ｃコスモロビン, 88,柴田大, 0.0, 87,* 10,   9, 1,  4.2,⑫⑧⑤
 3, 2,Ｉトｰセンデイゴ, 47,五十嵐, 0.7, 51,  -7,  -8,10,104.9, ⑧⑤, 3, 4,Ａマイネルバルドル, 67,柴田大, 0.0, 67,*  4,  -5, 2,  4.4,⑤⑤⑤, 3,12,Ｆバンスタンウォルツ, 73,藤田伸, 0.0, 79,*  8,  11, 4, 10.2,②②②, 3, 7,Ｌセイカプレスト, 79,伊藤工, 0.0, 87,   9,* 12,12, 59.1,⑩⑨⑧
 4,12,Ｈスタｰボウ, 49,藤岡佑, 0.8, 48, -20,*  2, 9, 57.8, ⑭⑪, 4,11,Ｂスマｰトラファエル, 64,三浦皇, 0.0, 69,   0,*  5, 1,  3.0,⑫⑫⑨, 4, 6,Ａショウナンバｰズ, 78,秋山真, 0.4, 72,* 12,  -6, 1,  2.7,①①①, 4, 9,Ｉレジェンドブルｰ, 82,秋山真, 0.1, 84,* 12,   1, 7, 13.5,①①①
 5,11,Ｄバトルレジナ, 56,池添謙, 0.9, 50,* -1, -17, 3,  5.1, ③④, 5, 5,Ｇタマモクロステッチ, 58,丸山元, 0.2, 67,   3,  -2, 7, 33.7,⑦⑨⑥, 5, 8,Ｎファルスタｰ, 57,四位洋, 0.4, 81,   1,* 20, 3,  5.4,⑧⑨⑥, 5, 3,Ｍイケドラゴン, 77,丸田恭, 0.2, 81,* 12,   1,11, 44.0,②②②
 6,13,Ｇエキゾチックロｰズ, 50,津村明, 1.2, 42, -13,  -9, 8, 54.5, ⑫⑩, 6,10,Ｃダンスオンザルｰフ, 60,津村明, 0.5, 59,*  5, -16, 6, 11.7,①①①, 6, 2,Ｋフレシｰタ, 65,菱田裕, 0.7, 77,   1,  18,11, 96.2,⑨⑧⑦, 6, 1,Ｂシルクランスロット, 88,四位洋, 0.2, 87,   6,* 17, 3,  6.1,⑬⑭⑬
 6, 1,Ｂシゲルオオカミザ, 58,藤田伸, 1.2, 48,*  1, -24, 2,  3.9, ①①, 7, 2,Ｎマイバｰチュｰ, 40,荻野琢, 0.6, 59,*  4, -13,15,219.9,③④④, 7,14,Ｄインダクティ, 74,丸田恭, 0.9, 75,   1,  17, 5, 11.7,⑪⑪⑪, 7, 5,Ｅカノンコｰド, 84,三浦皇, 0.3, 82,* 10,   2, 2,  4.5,⑦③③
 8, 5,Ｋクレバｰシャイン, 45,丸田恭, 1.2, 44,  -3, -20, 6, 23.4, ④③, 8,15,Ｌマイネサムサラ, 53,五十嵐, 0.6, 60,*  4, -15, 9, 60.6,④③③, 8, 5,Ｇアンサンブル, 72,荻野琢, 1.0, 74,  -1,* 19,10, 68.3,⑭⑫⑨, 8, 8,Ｈタイタン, 82,丸山元, 0.5, 83,   8,  11, 8, 17.3,⑭⑫⑪
 9, 3,Ｎファンタジｰデイ, 29,黛弘人, 1.3, 42, -12, -12,11,187.3, ⑩⑨, 9,13,Ｈビコｰワンダフル, 55,小林慎, 0.8, 60,   0,  -7,11,169.9,⑪⑩⑪, 9, 1,Ｃサトノオリオン, 76,的場勇, 1.2, 72,   3,   7, 9, 57.1,⑥⑤⑤, 9, 4,Ａマカニビスティｰ, 88,小林慎, 1.1, 76,* 11,  -8, 9, 20.7,⑤⑤⑨
10, 6,Ｍデラウメイア, 36,的場勇, 1.4, 43,  -5, -20,13,262.1, ⑤⑥,10, 7,Ｆモジュラｰフォｰム, 59,秋山真, 1.0, 57,   3, -16, 5,  7.4,⑧⑦⑦,10, 4,Ｊパｰティブロッサム, 65,吉田稔, 1.6, 66,   0,   6, 8, 24.8,⑩⑩⑩,10,11,Ｄメイショウクオリア, 87,藤岡佑, 1.2, 76,* 11, -10, 5,  7.7,③⑥⑥
11, 9,Ｆクｰルナミ, 51,松田大, 1.6, 41,  -6, -21,12,235.0, ⑦⑦,11,16,Ｉトラストネモフィラ, 54,吉田稔, 1.6, 51,   0, -21,12,186.6,⑬⑪⑫,11,10,Ｉフロｰルジェナ, 67,横山和, 1.8, 63,   3,  -2,12,115.6,⑦⑥⑧,11,12,Ｆフミノヤマビコ, 83,勝浦正, 1.2, 74,* 10, -11, 4,  6.8,⑥⑦⑦
12,10,Ｊダンツクレイン, 47,秋山真, 1.6, 38, -17, -11, 5,  7.3, ⑬⑭,12, 9,Ｋスズカアｰサｰ, 53,松田大, 1.6, 53,   0, -17, 8, 46.4,⑩⑬⑭,12, 7,Ｌシステｰナブルｰ, 62,川島信, 2.1, 65,  -1,   4,14,223.0,⑫⑬⑭,12,13,Ｋピエナファンタスト, 80,長谷川, 1.3, 74,   9,  -8,10, 36.7,⑨⑩⑩
13, 7,Ｅメボン, 51,四位洋, 2.8, 26, -12, -31, 7, 27.4, ⑪⑬,13, 3,Ｍハシルヨアニキ, 49,上村洋, 2.2, 45,  -3, -20,10,158.6,⑭⑭⑬,13,11,Ｅアルジェンタム, 74,古川吉, 2.4, 59,  -1,  -1, 6, 20.4,⑮⑮⑬,13,14,Ｊコパノジングｰ, 81,池添謙, 1.4, 74,   8,  -2,14,100.0,⑪⑬⑫
14, 8,Ｌラグｰン, 39,菱田裕, 3.4, 17,  -7, -45,14,282.6, ⑥⑫,14, 8,Ｊタイキパピヨン, 54,川島信, 2.4, 47,   3, -37,14,196.4,⑥⑥⑩,14,15,Ｍトｰセンソニア, 59,菅原隆, 2.4, 59,  -1,  -1,15,290.5,⑬⑭⑮,14,10,Ｎナムラボルテｰジ, 75,菱田裕, 1.4, 74,   8,  -4,13, 95.8,⑧⑪⑭
,,,,,,,,,,,,15,12,Ｐシャイニｰクラウン, 34,宮崎北, 2.6, 44,  -3, -27,16,427.1,⑮⑮⑯,15,13,Ｏホウショウアビル, 55,勝浦正, 3.0, 51,   3, -19,13,163.5,⑤⑦⑫,,,,,,,,,,,,
,,,,,,,,,,,,16, 6,Ｏハルカ, 38,黛弘人, 2.8, 42,  -4, -26,13,194.5,⑯⑯⑮,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:56 ﾚｰｽﾍﾟｰｽ指数:-2 ﾚｰｽｱｶﾞﾘ指数:-5 馬場:良(指数:-2),,,,,,,,,,,,ｸﾗｽ上位平均:63 ﾚｰｽﾍﾟｰｽ指数:+2 ﾚｰｽｱｶﾞﾘ指数:-5 馬場:良(指数:-2),,,,,,,,,,,,ｸﾗｽ上位平均:73 ﾚｰｽﾍﾟｰｽ指数:-1 ﾚｰｽｱｶﾞﾘ指数:+7 馬場:良(指数:-2),,,,,,,,,,,,ｸﾗｽ上位平均:85 ﾚｰｽﾍﾟｰｽ指数:-3 ﾚｰｽｱｶﾞﾘ指数:-5 馬場:良(指数:-2),,,,,,,,,,,
"単勝:270円 複勝:04=130円 14=200円 02=1,100円 枠連:640円",,,,,,,,,,,,"単勝:510円 複勝:01=190円 14=180円 04=160円 枠連:1,970円",,,,,,,,,,,,"単勝:310円 複勝:09=150円 03=440円 12=290円 枠連:2,080円",,,,,,,,,,,,"単勝:1,060円 複勝:02=350円 06=190円 07=1,160円 枠連:1,720円",,,,,,,,,,,
"馬連:740円 ワイド:04-14=370円 02-04=2,390円 02-14=5,760円",,,,,,,,,,,,"馬連:1,960円 ワイド:01-14=750円 01-04=530円 04-14=450円",,,,,,,,,,,,"馬連:2,590円 ワイド:03-09=740円 09-12=530円 03-12=2,710円",,,,,,,,,,,,"馬連:3,580円 ワイド:02-06=1,250円 02-07=7,320円 06-07=5,720円",,,,,,,,,,,
"馬単:1,290円 3連複:16,400円 3連単:52,010円",,,,,,,,,,,,"馬単:3,300円 3連複:2,480円 3連単:17,990円",,,,,,,,,,,,"馬単:4,180円 3連複:7,180円 3連単:34,700円",,,,,,,,,,,,"馬単:7,090円 3連複:77,630円 3連単:413,930円",,,,,,,,,,,
■ 3R  ダ1700m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-9,,,,,■ 6R  ダ1700m 3歳上500万(牝) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-1,,,,,■ 9R  ダ1700m 3歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:6,,,,,■12R  ダ1700m 3歳上1000万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:4,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,釧路湿原特別,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 8,Ａクニコチャン, 66,宮崎北,, 65,*  2,   1, 1,  3.8,②②①, 1, 4,Ｅリアライズキボンヌ, 71,吉田稔,, 79,   9,*  9, 4, 15.1,⑫⑧⑤, 1, 2,Ｃジェットヴォイス, 74,丸田恭,, 73,   3,  12, 7, 19.6,④⑤④, 1,10,Ｅツクバコガネオｰ, 78,古川吉,, 75,   8,*  8, 3,  7.7,⑥⑦⑥
 2,13,Ｆディｰエスゲイン, 58,勝浦正, 0.0, 66,   0,*  4, 2,  4.0,⑨⑥③, 2, 3,Ａオｰシュペｰル, 79,三浦皇, 0.0, 78,   9,*  7, 2,  2.3,④④③, 2,11,Ａアドマイヤキュｰト, 79,丸山元, 0.2, 74,   3,  12, 1,  1.7,⑧⑦⑦, 2, 4,Ａオｰシャンフリｰト, 88,藤田伸, 0.2, 76,* 11,   2, 1,  1.5,②①①
 3, 7,Ｅセトノアイガｰ, 62,菱田裕, 0.7, 60,*  0,  -4, 4,  5.9,④③④, 3, 9,Ｂマｰチャンテイマｰ, 78,宮崎北, 1.2, 68,* 14, -12, 1,  2.2,③②②, 3, 6,Ｉコスモアケルナル, 69,柴田大, 0.2, 72,*  4,   9, 9, 31.9,⑥④③, 3, 2,Ｃイｰグルカザン, 79,松田大, 0.2, 73,*  9,   5, 4, 13.9,③④②
 4,12,Ｈクアドリガ, 57,丸田恭, 1.4, 56,  -6,*  3,10,121.5,⑪⑬⑬, 4,13,Ｃメイショウオウヒ, 72,津村明, 1.4, 70,   9,  -3, 3,  9.3,⑧⑦④, 4, 9,Ｆバｰチャルトラック, 73,勝浦正, 0.2, 75,   2,* 15, 8, 23.8,⑩⑨⑨, 4, 6,Ｄヘリオスシチｰ, 79,秋山真, 0.5, 73,   9,   4, 7, 32.9,⑤⑥⑤
 5, 4,Ｇキョウワアｰク, 58,服部茂, 1.4, 57,  -5,   0, 9, 93.0,⑬⑫⑫, 5,12,Ｈフジキラメキ, 66,丸田恭, 2.0, 63,   4,  -1, 8, 88.0,⑬⑬⑬, 5, 1,Ｈワンダｰスピンドル, 70,三浦皇, 0.3, 72,*  4,   8, 4, 13.7,②②②, 5, 7,Ｈスペシャルイモン, 76,丸山元, 0.5, 73,   7,   7, 8, 71.0,⑩⑨⑦
 6,11,Ｊロｰドパルジファル, 55,三浦皇, 1.5, 55,*  1, -11, 7, 15.2,⑤④②, 6, 6,Ｋダンツレアリティ, 57,五十嵐, 2.0, 65,   7,  -5,11,174.1,⑦⑨⑩, 6,12,Ｂメイショウサリマン, 75,藤岡佑, 0.8, 71,   2,   9, 2,  6.3,⑪⑩⑩, 6,13,Ｇロｰンウルフ, 77,宮崎北, 0.6, 73,   4,* 11,12,244.4,⑬⑬⑫
 7, 6,Ｄトウカイレックス, 64,津村明, 1.5, 57,   0,  -9, 6, 12.8,③⑤⑥, 7, 8,Ｆケリｰダノビア, 68,荻野琢, 2.2, 64,   7,  -6, 7, 28.8,⑩⑩⑧, 7, 3,Ｍマツリダジャパン, 60,宮崎北, 0.8, 69,   3,   8,13,163.4,⑦⑧⑤, 7, 8,Ｌユウタｰウェｰヴ, 73,服部茂, 0.8, 72,   4,*  9,13,276.1,⑪⑫⑬
 8, 5,Ｂマヤノカデンツァ, 65,古川吉, 1.8, 54,  -4,  -3, 3,  5.2,⑫⑪⑪, 8, 5,Ｄマルデデルマ, 72,竹之下, 2.2, 64,   6,  -5, 6, 27.6,⑪⑪⑪, 8, 5,Ｅタケルハヤテ, 73,古川吉, 0.8, 70,  -1,* 14, 6, 18.4,⑬⑬⑫, 8, 5,Ｊナポレオンバロｰズ, 74,勝浦正, 0.9, 70,   5,   7, 6, 22.0,⑫⑪⑩
 9,10,Ｍゴッドスリｰ,-58,荻野琢, 2.0, 53,  -4,  -7, 8, 20.6,⑧⑨⑧, 9, 7,Ｉシルクシンフォニｰ, 63,川島信, 2.6, 60,* 15, -25, 5, 15.4,②①①, 9,10,Ｌベルモントキｰラ, 62,藤田伸, 1.4, 65,*  5,  -3, 5, 18.2,①①①, 9, 1,Ｋフルヒロボｰイ, 74,伊藤工, 1.2, 66,*  9,  -5,10, 95.6,①②③
10, 3,Ｃヤマノトライ, 65,藤岡佑, 2.0, 53,  -4,  -7, 5,  6.5,⑩⑩⑨,10, 2,Ｇヤマニンソルファ, 66,伊藤工, 2.8, 59,   5,  -9,10,102.8,⑨⑫⑫,10,13,Ｇソｰルデスタン, 72,黛弘人, 1.4, 65,   0,   7,10, 42.8,⑫⑫⑬,10, 3,Ｍミスタｰルイス, 70,津村明, 1.3, 69,   6,   2,11,145.6,⑨⑩⑪
11, 9,Ｋパルジョｰイ, 51,黛弘人, 2.4, 48,  -2, -13,13,180.5,⑥⑦⑦,11,10,Ｌブルｰミングメイン, 53,菅原隆, 2.8, 59,   9, -16,13,260.0,⑥⑤⑨,11, 4,Ｋセイウンブラボｰ, 64,五十嵐, 1.8, 62,   1,   1,11, 67.7,⑨⑪⑪,11,12,Ｂメイショウコンカｰ, 81,丸田恭, 1.6, 63,* 10,  -8, 2,  6.1,⑧③④
12, 1,Ｌヴォｰデジｰル, 42,川島信, 3.2, 45,  -3, -16,12,164.3,⑦⑧⑩,12,11,Ｊナムラセレナｰデ, 61,上野翔, 4.0, 51,   9, -26, 9, 98.8,⑤⑥⑦,12, 7,Ｊズｰムイン, 67,服部茂, 2.3, 57,*  4,  -9,12,104.5,③③⑥,12,11,Ｉマイネルプリマス, 75,柴田大, 1.7, 63,   8,  -5, 9, 89.4,⑦⑧⑨
13, 2,Ｉガルディアン, 55,五十嵐, 4.3, 36,*  2, -36,11,133.5,①①⑤,13, 1,Ｍタマモチャチャチャ, 36,横山和, 4.9, 45,* 13, -41,12,183.8,①③⑥,13, 8,Ｄガレノス, 74,秋山真, 2.5, 55,   3,  -9, 3,  7.1,⑤⑥⑧,13, 9,Ｆサナシオン, 77,四位洋, 2.0, 63,*  9, -11, 5, 14.2,④⑤⑧
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
