12年12月15日 阪神,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,12年12月15日 阪神,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1200m 2 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:8,,,,,■ 4R  芝1600m 2 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:7,,,,,■ 7R  芝1200m 2 歳500万(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:2,,,,,■10R  ダ1800m 3歳上1600万(混) ﾊﾝﾃﾞ,,,,,,,出走馬ﾚﾍﾞﾙ:1,,,,
 9, 4,Ｌヤマノダイヤ, 42,四位洋, 2.0, 43, -18,  -3,11, 92.5, ⑭⑬, 9, 5,Ｇオアシスムｰン, 50,ルメｰ, 1.4, 53,   3, -11, 2,  7.8, ⑩⑫, 9, 4,Ｌリアリティｰ, 52,幸英明, 0.5, 60,  -6,   1,12,135.2, ⑧⑨, 9, 4,Ｋハジメレンジャｰ, 82,武幸四, 1.7, 80,   7,* 12,13, 74.5,⑮⑮⑮
10,10,Ａカノン, 53,熊沢重, 2.0, 44,  -6, -13, 4,  7.6, ⑥⑥,10, 8,Ｏゴッドフロアｰ, 43,岩田康, 1.5, 52,  -7,*  3, 5, 12.2, ⑱⑱,10,11,Ｇエピカ, 58,太宰啓, 0.8, 56,  -8,   0,11, 77.6, ⑩⑩,10,16,Ｏブルｰスタｰキング, 79,野元昭, 1.8, 72,  10,   5,16,268.2,⑬⑨⑩
11, 9,Ｏクリノガッサン, 34,川島信, 2.1, 44, -22,*  2,16,326.2, ⑮⑯,11, 1,Ｉテイエムオｰライト, 49,石橋守, 1.5, 52,  -4,* -1,16,279.8, ⑭⑯,11, 9,Ｈマイアイポイント, 58,和田竜, 0.8, 55, -11,   2,10, 54.4, ⑬⑬,11, 9,Ｅアルバトン, 86,四位洋, 2.0, 74,   7,  10, 4,  7.2,⑯⑯⑯
12, 1,Ｐエスジｰブンブン, 34,太宰啓, 2.2, 42, -24,*  1,13,144.7, ⑯⑮,12, 4,Ｊサマニトップレディ, 49,幸英明, 1.6, 51,   6, -20,14,176.5, ⑥⑦,12, 3,Ｅアウトシャイン, 61,池添謙, 0.9, 54,   1, -11, 4,  5.5, ⑥⑤,12, 6,Ｎアッシュｰル, 80,渡辺薫, 2.3, 71,  10,   1,12, 68.7,⑨⑩⑧
13, 5,Ｍクイニｰアマン, 41,幸英明, 2.2, 42, -16,  -5,14,178.5, ⑫⑭,13,17,Ｒアクアブルｰサニｰ, 34,国分優, 2.0, 47,  -3, -11,17,326.7, ⑰⑮,13,13,Ａメイショウホマレ, 71,武幸四, 2.2, 38,*  6, -33, 8, 14.5, ①①,13, 5,Ｍダイヴァｰダウン, 81,石橋守, 2.3, 70,  11,   0, 8, 31.0,⑥⑧⑨
14,12,Ｇメイショウユウヤケ, 47,池添謙, 2.3, 41, -14,  -9,10, 72.8, ⑪⑫,14, 6,Ｐフライトミュｰズ, 41,藤岡佑, 2.2, 44,* 10, -36,15,208.0, ①①,,,,,,,,,,,,,14,14,Ｆサンライズクォリア, 85,国分優, 2.7, 67,   7,   3,11, 65.9,⑭⑭⑭
15, 6,Ｊクｰルナミ, 43,小林徹, 2.5, 42,  -8, -15,12,110.7, ⑧⑧,15,14,Ｎエｰシンヘディング, 47,和田竜, 2.2, 44,   7, -30, 8, 53.3, ⑨⑥,,,,,,,,,,,,,15,10,Ｐタツパｰシヴ, 76,池添謙, 3.3, 64,   8,  -4,14,135.3,⑩⑫⑬
16,11,Ｎスマｰトノワｰル, 35,国分優, 3.5, 29,* -5, -29,15,262.4, ③③,16,12,Ｋチョウダンディｰ, 48,渡辺薫, 2.3, 41,   4, -27, 7, 48.0, ⑫⑪,,,,,,,,,,,,,16,12,Ｉトモロポケット, 84,太宰啓, 3.4, 63,   9,  -6,10, 55.0,⑪⑬⑫
,,,,,,,,,,,,17,10,Ｌボディアンドソウル, 48,上村洋, 2.7, 38,   5, -33,18,472.3, ⑧⑨,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,18, 2,Ｆビコｰハエレシス, 51,芹沢純, 3.6, 29,  -4, -31,12,139.6, ⑯⑰,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:57 ﾚｰｽﾍﾟｰｽ指数:-7 ﾚｰｽｱｶﾞﾘ指数:-2 馬場:稍重(指数:-2),,,,,,,,,,,,ｸﾗｽ上位平均:56 ﾚｰｽﾍﾟｰｽ指数:+6 ﾚｰｽｱｶﾞﾘ指数:-2 馬場:良(指数:1),,,,,,,,,,,,ｸﾗｽ上位平均:67 ﾚｰｽﾍﾟｰｽ指数:-0 ﾚｰｽｱｶﾞﾘ指数:+2 馬場:良(指数:1),,,,,,,,,,,,ｸﾗｽ上位平均:84 ﾚｰｽﾍﾟｰｽ指数:-0 ﾚｰｽｱｶﾞﾘ指数:-4 馬場:良(指数:-2),,,,,,,,,,,
"単勝:1,800円 複勝:07=360円 08=160円 15=300円 枠連:4,180円",,,,,,,,,,,,単勝:160円 複勝:16=110円 13=200円 18=240円 枠連:490円,,,,,,,,,,,,"単勝:1,180円 複勝:06=350円 05=230円 08=400円 枠連:2,530円",,,,,,,,,,,,単勝:450円 複勝:08=200円 02=380円 07=790円 枠連:540円,,,,,,,,,,,
"馬連:3,660円 ワイド:07-08=1,010円 07-15=2,170円 08-15=860円",,,,,,,,,,,,"馬連:660円 ワイド:13-16=280円 16-18=340円 13-18=1,250円",,,,,,,,,,,,"馬連:3,450円 ワイド:05-06=1,320円 06-08=1,470円 05-08=1,650円",,,,,,,,,,,,"馬連:3,310円 ワイド:02-08=970円 07-08=1,870円 02-07=4,640円",,,,,,,,,,,
"馬単:8,570円 3連複:11,200円 3連単:73,390円",,,,,,,,,,,,"馬単:960円 3連複:1,530円 3連単:4,770円",,,,,,,,,,,,"馬単:10,530円 3連複:12,910円 3連単:84,550円",,,,,,,,,,,,"馬単:5,210円 3連複:36,650円 3連単:150,400円",,,,,,,,,,,
■ 2R  ダ1800m 2 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:11,,,,,■ 5R  芝2000m 2 歳新馬 馬齢,,,,,,,,,,,,■ 8R  ダ1200m 3歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:3,,,,,■11R  芝1600m 3歳上ｵｰﾌﾟﾝ(国) 別定,,,,,,,出走馬ﾚﾍﾞﾙ:6,,,,
,,,,,,,,,,,,,ﾒｲｸﾃﾞﾋﾞｭｰ阪神,,,,,,,,,,,,,,,,,,,,,,,,ﾘｹﾞﾙｽﾃｰｸｽ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 2,Ｃイスカンダル, 54,福永祐,, 66,   3,*  3, 4, 15.1,④④③, 1, 1, タブレット,---,スミヨ,, 69,  -4,*  8, 1,  2.2,③④④, 1, 5,Ａスランジバｰル, 76,ルメｰ,, 76,   4,*  9, 1,  1.5, ④⑥, 1, 2,Ｋハナズゴｰル, 79,浜中俊,, 95,   4,* 24, 2,  5.4, ⑨⑦
 2, 1,Ａゼンノコンゴウ, 74,和田竜, 0.0, 66,*  5,  -1, 1,  1.8,①①①, 2, 6, ヒュラｰス,---,浜中俊, 0.3, 67,  -4,   6, 5,  9.7,⑥③③, 2,10,Ｄエｰシングリズリｰ, 68,福永祐, 0.1, 75,*  7,   4, 3,  8.7, ②②, 2, 5,Ｂマウントシャスタ, 89,岩田康, 0.2, 92,   6,  19, 1,  1.8, ⑥⑥
 3, 3,Ｉナムライットウセイ, 45,国分優, 0.4, 62,*  4,  -2, 7, 42.4,②②②, 3, 5, トｰセンリュｰ,---,ルメｰ, 0.4, 66,  -6,*  7, 2,  3.4,④⑤⑤, 3,13,Ｂマサノボラｰレビア, 71,幸英明, 0.4, 72,   5,   3, 2,  5.6, ⑥③, 3, 9,Ｊオｰスミスパｰク, 79,川島信, 0.2, 87,* 22, -11,10,110.0, ①①
 4, 9,Ｂリアライズブラザｰ, 59,岩田康, 1.6, 54,   3, -10, 2,  3.3,⑤⑤⑤, 4,10, アウトオブシャドウ,---,福永祐, 0.6, 65,  -7,   5, 4,  8.5,⑦⑥⑥, 4, 9,Ｍキャロルロゼ, 60,飯田祐, 0.4, 72,   2,   7,13,229.7, ⑨⑧, 4,11,Ｄカネトシディオス, 86,和田竜, 0.4, 90,   4,  18, 5,  8.2, ⑧⑧
 5,10,Ｆホットサマｰホット, 50,国分恭, 2.3, 51,   1, -13, 5, 16.2,⑦⑦⑥, 5, 8, ピエナインパクト,---,幸英明, 0.8, 61,* -3,  -6, 3,  5.1,②②②, 5, 7,Ｆシゲルシュサ, 67,太宰啓, 0.7, 71,*  9,  -2, 8, 63.5, ①①, 5,13,Ａヒットジャポット, 91,ルメｰ, 0.5, 90,   1,* 22, 4,  8.0, ⑫⑫
 6, 5,Ｄキングレジェンド, 53,太宰啓, 2.3, 51,*  4, -18, 3,  6.5,③③④, 6, 9, タガノジュラｰレ,---,和田竜, 1.1, 61,  -8,   4, 6, 36.0,⑩⑩⑩, 6,12,Ｇリッカスウィｰプ, 67,岩田康, 0.9, 67,  -4,   8, 7, 55.7, ⑫⑫, 6,10,Ｃダロｰネガ, 88,スミヨ, 0.7, 86,   3,  16, 3,  7.1, ⑪⑪
 7, 7,Ｇテイエムユキダル, 46,幸英明, 2.5, 50,  -2,  -8, 8, 42.9,⑩⑩⑩, 7, 2, トモロレジェンド,---,石橋守, 1.7, 53,  -7,  -7, 8, 82.0,⑧⑨⑨, 7, 1,Ｋボストンサクラ, 64,和田竜, 1.1, 66, -15,* 17, 6, 19.2, ⑯⑯, 7, 8,Ｅストロングガルｰダ, 86,幸英明, 0.8, 84,   7,   7, 7, 49.0, ⑤⑤
 8, 8,Ｈアヴェンタドｰル, 45,武幸四, 2.9, 51,   1, -18, 6, 23.6,⑥⑥⑦, 8, 3, エリタｰジュ,---,国分優, 1.9, 51,  -5, -15, 7, 57.8,⑤⑦⑦, 8,11,Ｅエアカｰネリアン, 67,スミヨ, 1.2, 65,   3,  -1, 5, 15.8, ⑦⑦, 8, 1,Ｇエアラフォン, 82,福永祐, 0.8, 83,   8,   5, 6, 26.1, ③③
 9, 4,Ｅアスカノトゥｰレ, 52,川島信, 3.1, 46,  -1, -16, 9, 88.2,⑧⑧⑧, 9, 4, ラインノｰブル,---,藤岡佑, 2.7, 42,* -3, -35, 9,124.5,①①①, 9,14,Ｎダイヤモンドパｰル, 60,国分恭, 1.5, 62,  -2,   1,15,264.0, ⑩⑪, 9, 3,Ｆマイネルクラリティ, 84,池添謙, 1.0, 79,  10,  -1, 8, 49.3, ②②
10, 6,Ｊオウケンロｰズ, 38,浜中俊, 4.4, 37,  -2, -26,10,152.5,⑨⑨⑨,10, 7, メモリｰクリｰド,---,太宰啓, 2.7, 42,  -7, -23,10,152.9,⑨⑧⑧,10, 6,Ｃトウショウハマｰ, 68,熊沢重, 1.6, 61,   4,  -7, 9, 73.6, ⑤⑤,10, 6,Ｌオｰトドラゴン, 77,渡辺薫, 1.0, 81,   1,  13,11,142.6, ⑩⑩
,,,,,,,,,,,,,,,,,,,,,,,,11, 4,Ｉタツストロング, 66,池添謙, 1.7, 61,  -2,  -1, 4, 11.4, ⑪⑩,11, 4,Ｍマッハヴェロシティ, 73,藤岡佑, 1.0, 84,   0,  16,13,289.3, ⑬⑬
,,,,,,,,,,,,,,,,,,,,,,,,12, 3,Ｏキンシツｰストン, 59,四位洋, 2.1, 57,  -8,   2,12,229.1, ⑭⑬,12, 7,Ｈドリｰムカトラス, 81,国分恭, 1.0, 81,   7,   3,12,242.4, ④④
,,,,,,,,,,,,,,,,,,,,,,,,13,16,Ｈレｰガン, 66,黒岩悠, 2.4, 54,  -7,  -3,16,372.2, ⑬⑮,13,12,Ｉレインスティック, 80,太宰啓, 1.3, 78,   4,   5, 9, 58.5, ⑦⑨
,,,,,,,,,,,,,,,,,,,,,,,,14, 8,Ｐウォｰタｰメジャｰ, 59,川島信, 2.6, 53,*  7, -17,11,224.5, ③④,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,15,15,Ｌジョウノメジャｰ, 62,小林徹, 2.7, 54,   2, -13,10,219.9, ⑧⑨,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,16, 2,Ｊボｰルドマックス, 65,上村洋, 2.8, 51,  -8,  -4,14,253.1, ⑮⑭,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:57 ﾚｰｽﾍﾟｰｽ指数:+4 ﾚｰｽｱｶﾞﾘ指数:-4 馬場:稍重(指数:-2),,,,,,,,,,,,ｸﾗｽ上位平均:54 ﾚｰｽﾍﾟｰｽ指数:+1 ﾚｰｽｱｶﾞﾘ指数:+8 馬場:良(指数:1),,,,,,,,,,,,ｸﾗｽ上位平均:72 ﾚｰｽﾍﾟｰｽ指数:-2 ﾚｰｽｱｶﾞﾘ指数:-1 馬場:良(指数:-2),,,,,,,,,,,,ｸﾗｽ上位平均:85 ﾚｰｽﾍﾟｰｽ指数:-4 ﾚｰｽｱｶﾞﾘ指数:+3 馬場:良(指数:1),,,,,,,,,,,
"単勝:1,510円 複勝:02=280円 01=110円 03=680円 枠連:1,010円",,,,,,,,,,,,"単勝:220円 複勝:01=110円 06=180円 05=130円 枠連:1,180円",,,,,,,,,,,,単勝:150円 複勝:05=110円 10=220円 13=140円 枠連:620円,,,,,,,,,,,,"単勝:540円 複勝:02=170円 05=110円 09=1,460円 枠連:500円",,,,,,,,,,,
"馬連:910円 ワイド:01-02=450円 02-03=3,170円 01-03=1,120円",,,,,,,,,,,,"馬連:1,190円 ワイド:01-06=380円 01-05=160円 05-06=430円",,,,,,,,,,,,馬連:640円 ワイド:05-10=280円 05-13=170円 10-13=560円,,,,,,,,,,,,"馬連:500円 ワイド:02-05=240円 02-09=5,590円 05-09=2,690円",,,,,,,,,,,
"馬単:2,730円 3連複:4,510円 3連単:32,940円",,,,,,,,,,,,"馬単:1,600円 3連複:760円 3連単:4,360円",,,,,,,,,,,,"馬単:860円 3連複:640円 3連単:2,580円",,,,,,,,,,,,"馬単:1,260円 3連複:15,620円 3連単:66,250円",,,,,,,,,,,
■ 3R  芝1200m 2 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:7,,,,,■ 6R  ダ1400m 2 歳新馬(混) 馬齢,,,,,,,,,,,,■ 9R  芝1800m 3歳上1000万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:4,,,,,■12R  ダ1800m 3歳上1000万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:4,,,,
,,,,,,,,,,,,,ﾒｲｸﾃﾞﾋﾞｭｰ阪神,,,,,,,,,,,,猪名川特別,,,,,,,,,,,,,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,10,Ａエメラルハヤブサ, 64,国分優,, 63,*-11,   1, 1,  3.1, ④③, 1, 5, タマモベルモット,---,幸英明,, 58, -13,*  9, 2,  3.5, ③③, 1, 6,Ｂクランモンタナ, 79,ルメｰ,, 79,   3,* 12, 1,  2.4, ⑩⑨, 1, 4,Ａハリケｰン, 82,岩田康,, 84,*  7,* 15, 1,  1.9,②①①
 2, 2,Ｊデンコウスカイ, 47,国分恭, 0.1, 62, -13,   1,11, 67.8, ③④, 2, 9, ワンダｰテルヌｰラ,---,渡辺薫, 0.2, 57,*-12,   5, 8, 31.2, ②②, 2, 8,Ｇショウナンカンムリ, 74,浜中俊, 0.1, 76,   5,   5, 4,  7.5, ⑥④, 2, 2,Ｉテルミｰホワイ, 76,国分恭, 0.8, 80,   5,  12,14,224.8,④④③
 3, 6,Ｃジンセイハオマツリ, 56,浜中俊, 0.2, 59,*-10,  -3, 4,  6.9, ②②, 3, 4, バンブｰバッジョ,---,和田竜, 0.6, 54, -19,* 10, 7, 28.8, ⑧⑧, 3,10,Ａサフランディライト, 82,岩田康, 0.1, 77,   3,* 11, 5,  8.6, ⑪⑩, 3,10,Ｄスズカウラノス, 79,幸英明, 1.4, 77,   5,   8, 2,  6.5,⑧⑦⑤
 4, 4,Ｂアグネスフィズ, 60,ルメｰ, 0.3, 60, -16,*  2, 2,  4.4, ⑥⑦, 4, 3, ブレイヴフィｰト,---,藤岡佑, 0.6, 54, -16,   6, 1,  2.6, ⑥⑥, 4, 3,Ｅロｰレルブレット, 76,池添謙, 0.3, 75,   3,   8, 3,  7.0, ⑦⑧, 4, 7,Ｅラフィングインメイ, 79,和田竜, 1.5, 76,   5,   6, 5, 17.0,⑤⑤⑦
 5, 3,Ｄレッドファンタジア, 56,福永祐, 0.3, 59, -14,  -1, 3,  5.3, ⑤⑥, 5, 6, ミラフロｰレス,---,浜中俊, 1.5, 46, -14,  -4, 3,  5.6, ⑤④, 5, 9,Ｃマイネマオ, 77,和田竜, 0.3, 74,   4,   5, 6,  9.9, ⑧⑦, 5, 3,Ｍマシュマロ, 74,福永祐, 1.5, 77,   1,* 14, 7, 22.2,⑫⑬⑬
 6, 1,Ｍコアレスドラゴン, 47,藤岡佑, 0.4, 59, -19,*  3, 8, 24.5, ⑩⑩, 6, 1, コスモフォｰユｰ,---,太宰啓, 1.8, 44, -14,  -6, 5,  8.0, ④⑤, 6, 1,Ｄファントムライト, 76,福永祐, 0.3, 74,   5,   3, 2,  4.3, ③⑤, 6, 8,Ｈシルクタｰンベリｰ, 77,武幸四, 1.5, 83,   0,* 16,10, 59.4,⑮⑭⑭
 7, 9,Ｏレｰリュッケン, 33,野元昭, 0.7, 52,* -8, -11,12,149.2, ①①, 7, 8, メイショウチカラ,---,福永祐, 1.9, 43, -16,  -5, 6, 14.4, ⑦⑦, 7, 5,Ｆインプレッシヴデイ, 75,スミヨ, 0.4, 72,   4,   3, 7, 29.3, ⑤⑥, 7,14,Ｆハルカフジ, 79,藤岡佑, 1.5, 76,   6,   6, 5, 17.0,③③④
 8,15,Ｇミニ, 51,幸英明, 0.9, 51, -14,  -8, 7, 17.4, ⑦⑤, 8, 2, トウケイアメジスト,---,岩田康, 2.7, 35,*-11, -18, 4,  7.1, ①①, 8,11,Ｉパｰプルタイヨｰ, 70,国分恭, 0.5, 74,   2,   8,12,237.5, ⑫⑫, 8,12,Ｂアｰサｰバロｰズ, 80,スミヨ, 1.6, 75,   5,   7, 4,  7.6,⑥⑧⑥
 9,13,Ｆカノヤベンチャｰ, 53,武幸四, 0.9, 51, -18,  -4, 5, 10.2, ⑨⑨, 9, 7, ビントフォｰティ,---,国分優, 3.7, 29, -28,  -5, 9,151.3, ⑨⑨, 9,12,Ｌサンビｰム, 60,川島信, 0.8, 68,*  8, -10, 8, 39.4, ①①, 9, 6,Ｃワンダｰスキｰ, 80,上村洋, 1.7, 74,*  7,   1, 8, 24.7,①②②
10,14,Ｋアルペンクロｰネ, 47,太宰啓, 1.2, 50, -27,   1,14,171.9, ⑯⑯,,,,,,,,,,,,,10, 4,Ｊゴｰゴｰヒュウガ, 68,幸英明, 0.8, 71,   1,   3,11,110.9, ⑨⑪,10, 5,Ｊワンダｰプリマ, 76,渡辺薫, 1.8, 76,   2,  10,11,120.3,⑩⑫⑪
11,16,Ｌニホンピロチャｰジ, 47,熊沢重, 1.2, 49, -20,  -5,13,159.1, ⑬⑬,,,,,,,,,,,,,11, 7,Ｋゴｰイングストｰン, 67,太宰啓, 0.8, 68,   5,  -5, 9, 74.5, ④③,11,11,Ｇトップオブカハラ, 77,太宰啓, 1.9, 74,   4,   6,13,212.2,⑪⑩⑩
12, 7,Ｈグロｰバルフライト, 51,四位洋, 1.3, 44, -15, -12, 9, 36.4, ⑧⑧,,,,,,,,,,,,,12, 2,Ｈヤマニンアｰマｰ, 70,藤岡佑, 0.9, 68,*  7,  -8,10, 75.6, ②②,12,13,Ｋスリｰタイタン, 75,芹沢純, 2.6, 68,   5,  -1, 3,  7.2,⑨⑥⑧
13, 5,Ｅスピリットサムライ, 53,渡辺薫, 1.5, 42, -19, -11,10, 58.0, ⑪⑪,,,,,,,,,,,,,,,,,,,,,,,,,13,16,Ｌトップミノル, 74,池添謙, 3.3, 65,   3,  -4,15,266.3,⑬⑪⑫
14, 8,Ｐトップハｰレｰ, 29,上村洋, 1.6, 41, -19, -12,16,387.2, ⑫⑫,,,,,,,,,,,,,,,,,,,,,,,,,14, 1,Ｏメジロジェニファｰ, 73,四位洋, 3.9, 63,  -3,   3, 9, 25.4,⑯⑯⑯
15,12,Ｉサンライズテナンゴ, 49,池添謙, 1.7, 41, -24,  -8, 6, 10.2, ⑮⑭,,,,,,,,,,,,,,,,,,,,,,,,,15, 9,Ｐハｰドダダンダン, 71,国分優, 4.1, 58,   4, -12,12,125.8,⑦⑨⑨
16,11,Ｎワンダｰブライド, 33,芹沢純, 4.0, 12, -23, -37,15,347.3, ⑭⑮,,,,,,,,,,,,,,,,,,,,,,,,,16,15,Ｎベストオブケン, 73,川島信, 4.2, 60,  -1,  -4,16,323.6,⑭⑮⑮
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:56 ﾚｰｽﾍﾟｰｽ指数:-10 ﾚｰｽｱｶﾞﾘ指数:+0 馬場:良(指数:1),,,,,,,,,,,,ｸﾗｽ上位平均:59 ﾚｰｽﾍﾟｰｽ指数:-13 ﾚｰｽｱｶﾞﾘ指数:+10 馬場:稍重(指数:-2),,,,,,,,,,,,ｸﾗｽ上位平均:79 ﾚｰｽﾍﾟｰｽ指数:-3 ﾚｰｽｱｶﾞﾘ指数:-1 馬場:良(指数:1),,,,,,,,,,,,ｸﾗｽ上位平均:79 ﾚｰｽﾍﾟｰｽ指数:-6 ﾚｰｽｱｶﾞﾘ指数:+0 馬場:良(指数:-2),,,,,,,,,,,
