12年 7月15日 新潟,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,12年 7月15日 新潟,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  芝1200m 2 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:3,,,,,■ 4R  ダ1800m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:9,,,,,■ 7R  芝1000m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:1,,,,,■10R  ダ1200m 3歳上1000万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:3,,,,
,,,,,,,,,,,, 9, 2,Ａコスモガラサ, 66,柴田大, 1.5, 55,  -8,   5, 2,  6.9,⑧⑪⑨, 9,17,Ｈボストンストロング, 51,柴田善, 0.6, 52,* -3, -12, 6,  9.8,   , 9,10,Ｊドクトルジバゴ, 75,内田博, 0.9, 71,   3,   7, 5, 18.4, ⑦⑦
,,,,,,,,,,,,10, 5,Ｊアイアイエンデバｰ, 55,吉田豊, 1.8, 53, -10,   6, 9, 28.1,⑬⑬⑬,10,15,Ａスペシャルリリｰ, 59,吉田豊, 0.8, 46,  -7, -14,10, 19.2,   ,10, 5,Ｈアグネスティンクル, 77,柴田大, 1.1, 69,  -5,  13,10, 58.8, ⑫⑬
,,,,,,,,,,,,11,11,Ｌコスモフレイム, 55,嶋田純, 1.8, 52,  -7,   1,14,170.6,⑦⑥⑥,11,10,Ｊオキナワエミチャン, 50,長岡禎, 0.8, 47,  -7, -14,15,102.4,   ,11, 9,Ｆルナロッソ, 77,江田照, 1.2, 67,  -9,  14,11, 98.4, ⑭⑭
,,,,,,,,,,,,12,14,Ｅアブサンラバｰ, 62,北村宏, 2.6, 44,  -8,  -7, 6, 14.4,⑩⑦⑦,12, 8,Ｍアミフジガガ, 45,柴田大, 1.3, 42, -28,  -6,16,105.2,   ,12,13,Ｋカンファｰネオ, 73,武士沢, 1.6, 66,  -5,   7,12,109.9, ⑬⑫
,,,,,,,,,,,,13, 9,Ｋユキノベアハｰト, 55,嘉藤貴, 2.6, 47,  -8,  -5,13, 97.1,⑥⑩⑫,13, 4,Ｌハｰトフルポケット, 46,大庭和, 1.5, 36,  -8, -23,13, 51.1,   ,13,15,Ｍシルクドミニオン, 72,吉田豊, 1.7, 63, -14,* 15,14,155.3, ⑮⑮
,,,,,,,,,,,,14, 8,Ｎオｰバｰタｰゲット, 49,西田雄, 3.0, 44,  -8,  -9,15,291.0,⑪⑨⑩,14, 3,Ｎジェットタイガｰ, 45,岩部純, 1.9, 32, -32, -11,18,162.6,   ,14, 8,Ｌエキナシア, 73,中谷雄, 1.9, 64,   6,  -5, 6, 19.4, ⑤⑤
,,,,,,,,,,,,15,15,Ｍガラシア, 50,中舘英, 3.8, 37,* -6, -20,10, 28.2,②②②,15, 1,Ｐゼロディフェクト, 44,西田雄, 2.0, 29,  -6, -31, 8, 15.8,   ,15, 7,Ｏアグネスフラッシュ, 49,嘉藤貴, 2.1, 60,   6,  -7,15,230.3, ④④
,,,,,,,,,,,,,,,,,,,,,,,,16,14,Ｑマリエシチｰ, 37,杉原誠, 2.3, 25,  -6, -35,11, 43.4,   ,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,17,13,Ｋテンショウゴッデス, 46,中舘英, 2.6, 20,  -8, -38,12, 49.1,   ,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,18,12,Ｒムｰンリットスカイ, 30,嘉藤貴, 2.8, 17,  -6, -42,17,126.9,   ,,,,,,,,,,,,
ｸﾗｽ上位平均:57 ﾚｰｽﾍﾟｰｽ指数:+5 ﾚｰｽｱｶﾞﾘ指数:-10 馬場:稍重(指数:-2),,,,,,,,,,,,ｸﾗｽ上位平均:62 ﾚｰｽﾍﾟｰｽ指数:-9 ﾚｰｽｱｶﾞﾘ指数:+11 馬場:不良(指数:-2),,,,,,,,,,,,ｸﾗｽ上位平均:63 ﾚｰｽﾍﾟｰｽ指数:-5 ﾚｰｽｱｶﾞﾘ指数:-3 馬場:稍重(指数:-2),,,,,,,,,,,,ｸﾗｽ上位平均:80 ﾚｰｽﾍﾟｰｽ指数:-5 ﾚｰｽｱｶﾞﾘ指数:+4 馬場:不良(指数:-2),,,,,,,,,,,
単勝:320円 複勝:04=110円 05=110円 02=160円 枠連:0円,,,,,,,,,,,,"単勝:1,500円 複勝:07=260円 13=140円 12=330円 枠連:770円",,,,,,,,,,,,"単勝:640円 複勝:06=240円 11=300円 09=290円 枠連:1,790円",,,,,,,,,,,,単勝:420円 複勝:14=150円 04=140円 03=700円 枠連:510円,,,,,,,,,,,
馬連:270円 ワイド:04-05=140円 02-04=280円 02-05=250円,,,,,,,,,,,,"馬連:1,890円 ワイド:07-13=650円 07-12=2,290円 12-13=610円",,,,,,,,,,,,"馬連:3,700円 ワイド:06-11=1,430円 06-09=1,480円 09-11=1,510円",,,,,,,,,,,,"馬連:520円 ワイド:04-14=250円 03-14=2,300円 03-04=1,530円",,,,,,,,,,,
"馬単:660円 3連複:400円 3連単:1,910円",,,,,,,,,,,,"馬単:5,600円 3連複:5,260円 3連単:44,020円",,,,,,,,,,,,"馬単:7,660円 3連複:12,490円 3連単:73,560円",,,,,,,,,,,,"馬単:1,310円 3連複:6,720円 3連単:31,630円",,,,,,,,,,,
■ 2R  ダ1200m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:5,,,,,■ 5R  芝1600m 2 歳新馬(混) 馬齢,,,,,,,,,,,,■ 8R  ダ1800m 3歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:6,,,,,■11R  芝1600m 3歳上1600万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:5,,,,
,,,,,,,,,,,,,ﾒｲｸﾃﾞﾋﾞｭｰ新潟,,,,,,,,,,,,,,,,,,,,,,,,新潟日報賞,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,12,Ｂカネトシミント, 65,蛯名正,, 70,* 10,  -2, 1,  3.0, ③③, 1, 5, クラウンアトラス,---,柴田善,, 35, -36,*  1, 5, 11.0, ④④, 1, 6,Ｇドゥｰアップ, 71,北村宏,, 74,   9,*  5, 3,  6.6,⑦⑥⑥, 1, 7,Ｆレインスティック, 79,田中勝,, 81,   9,* 10, 9, 29.2, ⑤⑤
 2, 9,Ｎアンタイトルド, 44,長岡禎, 0.3, 62,  -2,*  6, 9, 54.5, ⑪⑪, 2, 8, マイネグロリアｰナ,---,松岡正, 0.2, 32,*-33,  -6, 4,  9.1, ②②, 2, 2,Ａマルブツビアン, 80,内田博, 0.3, 73,  10,   1, 2,  3.5,⑥⑤⑤, 2, 3,Ｈトゥリオンファｰレ, 78,石橋脩, 0.0, 82,  10,   7, 7, 12.7, ④④
 3,10,Ｇアルマサント, 55,田辺裕, 0.6, 60,   2,*  0, 8, 24.3, ⑧⑦, 3, 3, キネオストロング,---,吉田豊, 0.3, 30, -36,  -3, 2,  4.5, ⑤⑤, 3,15,Ｂホノカアボｰイ, 74,蛯名正, 0.5, 73,   9,   2, 1,  2.7,⑨⑧⑦, 3,11,Ａエｰシンミズｰリ, 85,北村宏, 0.2, 78,   9,   6, 1,  2.9, ⑥⑥
 4,11,Ｃインディライト, 62,田中勝, 0.8, 61,   7,  -5, 6,  7.6, ④④, 4,11, ヤマニンイリｰズ,---,石橋脩, 0.5, 27, -35, -10, 6, 12.6, ③③, 4, 4,Ｄカントリｰスノｰ, 73,田中勝, 0.6, 70,   7,*  4, 9, 34.3,⑩⑫⑫, 4, 5,Ｍユキノハリケｰン, 65,武士沢, 0.2, 74,* 14,  -5,13,176.1, ①①
 5, 7,Ｄアンアミュｰズド, 62,松岡正, 0.8, 60,   4,  -3, 3,  6.3, ⑤⑥, 5, 9, ディアバイブル,---,江田照, 0.6, 25, -38,  -7, 7, 13.2, ⑪⑨, 5,11,Ｊショウナンガｰデン, 67,柴田善, 0.8, 72,   8,   2,11, 64.6,⑬⑪⑪, 5, 8,Ｄラインジェシカ, 79,内田博, 0.3, 77,   7,   7, 2,  5.3, ⑧⑧
 6, 8,Ａサクシナイト, 69,西村太, 1.1, 55,   2,  -4, 2,  5.1, ⑨⑧, 6, 6, シャイニｰリｰヴァ,---,杉原誠, 0.7, 29, -42,* -1, 8, 28.4, ⑩⑪, 6, 1,Ｈケイジｰシオン, 70,田辺裕, 1.1, 67,  10,  -6, 7, 20.1,③③③, 6, 4,Ｅドリｰムピｰチ, 79,蛯名正, 0.4, 76,   5,* 10, 8, 19.3, ⑩⑩
 7, 4,Ｅロｰドパルジファル, 59,内田博, 1.3, 59,* 11, -15, 4,  6.7, ②②, 7, 7, コスモアリュｰル,---,柴田大, 1.0, 25, -40,  -8, 9, 29.9, ⑧⑧, 7,10,Ｅデュアルサクセス, 73,嶋田純, 1.2, 67,  11,  -7, 8, 26.9,④④④, 7, 2,Ｉアロマカフェ, 77,中舘英, 0.4, 77,   9,   4,10, 37.3, ⑦⑦
 8, 3,Ｉズｰムイン, 54,中舘英, 1.4, 58,* 12, -16, 5,  7.1, ①①, 8,10, エリンジュｰム,---,蛯名正, 1.1, 17, -36, -17, 1,  2.2, ⑥⑥, 8,14,Ｃサｰノ, 73,中谷雄, 1.3, 71,   8,  -3, 6, 15.7,⑪⑩⑩, 8,12,Ｊタイキエイワン, 76,田辺裕, 0.4, 75,  10,   1, 6, 11.4, ③③
 9, 5,Ｌナムラセラピｰ, 49,杉原誠, 1.4, 52,  -8,*  2,11,121.9, ⑮⑮, 9, 1, ゴｰルドウインド,---,北村宏, 1.2, 21, -42,  -8,11, 55.4, ⑨⑩, 9,13,Ｏシルククラリティ, 61,嘉藤貴, 1.3, 67,   7,  -1,14,221.9,⑮⑬⑬, 9,10,Ｌマイネルエルフ, 74,柴田大, 0.4, 76,* 13,  -4,11, 45.3, ②②
10,13,Ｋガｰンディｰヴァ, 52,田中博, 1.6, 50,  -4,  -3,10, 70.8, ⑭⑬,10, 4, ワッフル,---,田辺裕, 1.6, 10,*-33, -27,10, 42.6, ①①,10, 7,Ｌマイネフェリックス, 65,柴田大, 1.9, 62,  10, -11,10, 52.2,⑤⑦⑧,10, 1,Ｋサンヴァンサン, 76,江田照, 0.6, 74,   2,* 13,12,103.9, ⑫⑫
11, 1,Ｈロゼツヨシ, 54,嘉藤貴, 1.8, 51,  -3,  -4,12,194.2, ⑬⑫,11, 2, マコトデリシオッソ,---,内田博, 2.5,  0, -39, -32, 3,  8.7, ⑦⑦,11, 9,Ｍサントワマミｰ, 65,杉原誠, 2.2, 62,   6,  -7,13,191.8,⑫⑭⑭,11, 9,Ｂシェｰンヴァルト, 85,吉田豊, 0.7, 72,   5,   7, 5, 11.1, ⑪⑪
12, 2,Ｆドリｰムポルカ, 57,石橋脩, 1.8, 50,   1,  -9, 7, 21.8, ⑦⑩,,,,,,,,,,,,,12, 5,Ｎコウズシャイン, 64,二本柳, 3.1, 56,   3,  -9,12, 67.2,⑭⑮⑮,12, 6,Ｃトゥザサミット, 80,柴田善, 0.8, 73,   2,* 10, 3,  5.6, ⑬⑬
13,15,Ｊサロンドクイｰン, 54,武士沢, 1.9, 51,   2, -11,14,237.9, ⑩⑨,,,,,,,,,,,,,13, 8,Ｋアメｰジングミノル, 66,西村太, 3.1, 52,   8, -18,15,284.8,⑧⑨⑨,13,13,Ｇエチゴイチエ, 79,松岡正, 2.1, 57,   7, -20, 4,  7.2, ⑨⑨
14, 6,Ｏクラウンロンギヌス, 42,山崎亮, 2.2, 47,   4, -16,15,323.3, ⑥⑤,,,,,,,,,,,,,14,12,Ｉワイワイガヤガヤ, 68,吉田豊, 3.2, 52,* 12, -28, 5, 14.0,①①①,,,,,,,,,,,,
15,14,Ｍシベリアンマックス, 44,西田雄, 2.5, 43,  -3, -12,13,213.4, ⑫⑭,,,,,,,,,,,,,15, 3,Ｆホｰクウォリアｰ, 72,石橋脩, 3.2, 54,* 11, -26, 4,  7.3,②②②,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:62 ﾚｰｽﾍﾟｰｽ指数:+7 ﾚｰｽｱｶﾞﾘ指数:-2 馬場:不良(指数:-2),,,,,,,,,,,,ｸﾗｽ上位平均:54 ﾚｰｽﾍﾟｰｽ指数:-20 ﾚｰｽｱｶﾞﾘ指数:+2 馬場:稍重(指数:-2),,,,,,,,,,,,ｸﾗｽ上位平均:72 ﾚｰｽﾍﾟｰｽ指数:+4 ﾚｰｽｱｶﾞﾘ指数:-6 馬場:不良(指数:-2),,,,,,,,,,,,ｸﾗｽ上位平均:84 ﾚｰｽﾍﾟｰｽ指数:-1 ﾚｰｽｱｶﾞﾘ指数:-2 馬場:稍重(指数:-2),,,,,,,,,,,
"単勝:300円 複勝:12=160円 09=1,140円 10=460円 枠連:690円",,,,,,,,,,,,"単勝:1,100円 複勝:05=290円 08=250円 03=170円 枠連:2,100円",,,,,,,,,,,,単勝:660円 複勝:06=180円 02=140円 15=120円 枠連:780円,,,,,,,,,,,,"単勝:2,920円 複勝:07=740円 03=360円 11=150円 枠連:2,640円",,,,,,,,,,,
"馬連:8,230円 ワイド:09-12=2,300円 10-12=1,140円 09-10=6,870円",,,,,,,,,,,,"馬連:4,240円 ワイド:05-08=1,140円 03-05=800円 03-08=660円",,,,,,,,,,,,"馬連:1,290円 ワイド:02-06=560円 06-15=350円 02-15=270円",,,,,,,,,,,,"馬連:13,700円 ワイド:03-07=3,610円 07-11=1,720円 03-11=780円",,,,,,,,,,,
"馬単:14,160円 3連複:41,910円 3連単:170,300円",,,,,,,,,,,,"馬単:9,410円 3連複:5,440円 3連単:44,650円",,,,,,,,,,,,"馬単:3,050円 3連複:1,040円 3連単:8,080円",,,,,,,,,,,,"馬単:32,420円 3連複:14,640円 3連単:160,490円",,,,,,,,,,,
■ 3R  芝1800m 3 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:5,,,,,■ 6R  芝1400m 2 歳新馬 馬齢,,,,,,,,,,,,■ 9R  芝2200m 3歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:0,,,,,■12R  芝1800m 3歳上500万(牝) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:4,,,,
,,,,,,,,,,,,,ﾒｲｸﾃﾞﾋﾞｭｰ新潟,,,,,,,,,,,,萬代橋特別,,,,,,,,,,,,,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,18,Ｆラクリモｰサ, 57,北村宏,, 65,* -8,   3, 4,  8.4, ③⑤, 1, 9, コスモリｰプリング,---,石橋脩,, 53,*  2, -22, 4,  7.3, ②②, 1,11,Ｂジョンブルクリス, 75,中舘英,, 70,*  6,   7, 3,  6.2,①①①, 1, 5,Ｃラスヴェンチュラス, 73,蛯名正,, 88,  -1,* 22, 1,  2.9, ⑭⑪
 2,13,Ｂクイｰンギムレット, 61,松岡正, 0.1, 66,*-10,   3, 2,  5.5, ⑤④, 2, 7, アトキリナ,---,田辺裕, 0.6, 42, -10, -14, 9, 55.9, ⑤⑤, 2, 3,Ｆセイクリッドロｰド, 67,内田博, 0.1, 72,   0,* 18, 5,  8.9,⑥⑥⑤, 1, 3,Ａレイカｰラ, 75,内田博,, 88,  -1,* 22, 2,  3.6, ⑬⑭
 3, 5,Ｃガンセ, 59,吉田豊, 0.2, 65, -13,*  8, 3,  6.8, ⑬⑪, 3, 4, クリノアマダブラム,---,内田博, 0.6, 41, -17,* -3, 2,  5.2, ⑩⑨, 3, 6,Ｃアンコイルド, 74,蛯名正, 0.3, 68,   2,  11, 1,  2.9,③③③, 3, 4,Ｄパストフォリア, 72,北村宏, 0.3, 85,  -4,* 22, 4,  7.6, ⑯⑯
 4,16,Ａラスリｰズ, 62,蛯名正, 0.2, 63,*-10,   3, 1,  2.3, ⑥⑥, 4,12, イクラン,---,嘉藤貴, 0.8, 40, -12, -12,13,242.4, ⑥⑥, 4, 2,Ｅロｰリングストｰン, 70,石橋脩, 0.3, 74,  -2,* 22, 8, 19.2,⑫⑩⑩, 4,11,Ｉハワイアンウインド, 68,柴田善, 0.5, 79,*  0,  11, 6, 10.9, ⑧⑨
 5,15,Ｊステラｰケイト, 50,田中勝, 0.2, 61,* -9,  -2,13, 79.8, ②②, 5,14, テイエムトップガン,---,江田照, 0.9, 40,*  1, -31, 3,  5.8, ③③, 5,13,Ｄブライトボｰイ, 71,吉田豊, 0.4, 69,  -1,* 18, 7, 14.0,⑨⑨⑧, 5,18,Ｋルネッタアスｰル, 67,松岡正, 0.8, 75,*  1,   2, 7, 25.6, ②②
 6, 3,Ｇイブニングスカイ, 54,石橋脩, 0.3, 63,*-10,   0, 5,  9.6, ④③, 6, 5, ウインラヴタイム,---,柴田大, 1.1, 42,*  4, -37, 8, 23.4, ①①, 6, 7,Ｇマイネルヴェリタス, 66,柴田大, 0.6, 65,*  4,   1, 4,  6.9,②②②, 6,10,Ｆアルアマｰナ, 70,中舘英, 0.8, 76,*  0,   7, 5, 10.7, ⑥⑧
 7, 7,Ｄスリリングレディ, 58,柴田善, 0.3, 64, -12,*  6, 7, 19.2, ⑪⑫, 7,10, アンブリッジ,---,田中勝, 1.3, 35, -19, -11, 1,  2.4, ⑪⑫, 7, 5,Ａエｰブフウジン, 75,松岡正, 0.9, 66,   0,   8, 2,  4.6,⑧⑧⑨, 7, 6,Ｂロックフェアレディ, 74,嶋田純, 0.9, 76,  -3,  11, 9, 44.9, ⑪⑫
 8, 2, ウインアンブロシア,---,田辺裕, 0.4, 63, -14,*  7, 6, 11.5, ⑭⑭, 8,13, コスモカリヨン,---,中谷雄, 1.3, 34, -15, -16,11, 97.1, ⑦⑦, 8,10,Ｉゴｰルドウォッチ, 58,江田照, 1.0, 61,   2,   2,11,193.0,⑤④④, 8,12,Ｅユッカマウンテン, 71,杉原誠, 0.9, 74,  -2,   7, 3,  6.7, ⑨⑦
 9,12,Ｌシャドウ, 47,江田照, 0.5, 59, -11,   1,11, 73.9, ⑨⑨, 9, 3, セイスコｰピオン,---,松岡正, 1.4, 35, -20,*-10, 6, 10.8, ⑬⑪, 9, 8,Ｈシャドウバンガｰド, 66,田中勝, 1.1, 64,  -2,  12, 6, 11.4,⑪⑫⑫, 9, 8,Ｌヤマニンレジェｰル, 63,柴田大, 1.0, 75,  -2,   7,17,161.5, ⑩⑩
10,11,Ｅメイユｰル, 57,西田雄, 0.6, 61, -13,   2,15,177.5, ⑮⑮,10,11, パラレルワｰルド,---,西村太, 2.1, 28, -15, -27,10, 77.5, ⑧⑧,10, 1,Ｌクレバｰロッシｰ, 55,田辺裕, 1.5, 58,   1,   0,10, 63.4,⑦⑦⑦,10, 9,Ｍラヴァｰズキッス, 60,石橋脩, 1.1, 73,  -1,   4, 8, 34.7, ⑦⑥
11, 4,Ｈロｰズジュリエット, 54,武士沢, 0.7, 59, -15,*  5, 9, 52.2, ⑯⑯,11, 8, ケイ,---,吉田豊, 2.3, 24,  -7, -40, 5, 10.5, ④④,11, 9,Ｋシンボリルアｰブル, 56,武士沢, 2.1, 51,  -1,  -5,12,218.4,⑩⑪⑪,11, 1,Ｑクラシフィカドｰル, 53,田辺裕, 1.2, 73,  -4,  10,16,151.4, ⑮⑮
12, 8,Ｏカレンジｰニｰ, 36,杉原誠, 1.2, 56, -18,   4,14,135.3, ⑰⑱,12, 6, ラインブリッツ,---,杉原誠, 2.5, 24, -16, -30, 7, 22.2, ⑨⑩,12, 4,Ｊミヤビエスペランサ, 58,北村宏, 2.2, 49,   2, -14, 9, 29.4,④⑤⑥,12,17,Ｈオメガロｰズマリｰ, 69,西村太, 1.4, 65,*  1,  -7,13,106.5, ①①
13,10,Ｋエリザヴェｰタ, 50,嘉藤貴, 1.2, 50, -11, -10,12, 79.8, ⑧⑧,13, 2, グリｰティングワン,---,西田雄, 3.5,  2, -20, -37,12,118.9, ⑫⑬,13,12,Ｍフゲン, 25,田中博, 2.2, 53,  -4,   1,13,243.9,⑬⑬⑬,13, 2,Ｎメイショウモｰレン, 60,小島太, 1.4, 69,  -3,   4,15,133.9, ⑱⑰
14, 1, フェアリｰフロス,---,中谷雄, 1.2, 53, -14,  -4, 8, 48.1, ⑱⑰,,,,,,,,,,,,,,,,,,,,,,,,,14,16,Ｊオメガクリスマス, 67,江田照, 1.8, 60,*  0,  -9,11, 82.6, ④⑤
15,17, フェイスバリュｰ,---,中舘英, 1.5, 46,*-10, -17,10, 62.9, ⑩⑩,,,,,,,,,,,,,,,,,,,,,,,,,15,14,Ｇツクバオトメ, 70,吉田豊, 2.3, 58,  -6,  -5,12, 98.5, ⑰⑱
16, 9,Ｉタｰフアクトレス, 51,大庭和, 1.9, 39,* -8, -27,16,210.3, ①①,,,,,,,,,,,,,,,,,,,,,,,,,16, 7,Ｏデラモｰレ, 56,田中勝, 2.6, 53,  -3, -15,14,119.5, ⑫⑬
17,14,Ｍブライティアアクア, 42,柴田大, 1.9, 43, -13, -18,18,345.1, ⑫⑬,,,,,,,,,,,,,,,,,,,,,,,,,17,15,Ｒスカｰレル, 47,田中博, 2.7, 49,*  0, -21,10, 59.6, ⑤④
18, 6,Ｎレディｰピｰス, 41,長岡禎, 3.1, 28, -13, -36,17,293.6, ⑦⑦,,,,,,,,,,,,,,,,,,,,,,,,,18,13,Ｐアルファアンジュ, 55,中谷雄, 3.0, 46,*  0, -26,18,310.4, ③③
