12年12月 8日 阪神,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,12年12月 8日 阪神,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1200m 2 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:4,,,,,■ 4R  芝1600m 2 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:6,,,,,■ 7R  ダ1400m 3歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:4,,,,,■10R  芝1400m 3歳上1600万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:1,,,,
■ 2R  ダ1400m 2 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-1,,,,,■ 5R  芝1400m 2 歳新馬(混) 馬齢,,,,,,,,,,,,■ 8R  芝3900m 3歳上ｵｰﾌﾟﾝ(混) 別定,,,,,,,,,,,,■11R  芝1800m 3歳上ｵｰﾌﾟﾝ(国) ﾊﾝﾃﾞ,,,,,,,出走馬ﾚﾍﾞﾙ:5,,,,
,,,,,,,,,,,,,ﾒｲｸﾃﾞﾋﾞｭｰ阪神,,,,,,,,,,,,三木ﾎｰｽﾗﾝﾄﾞﾊﾟｰｸｼﾞｬﾝﾌﾟｽﾃｰｸｽ,,,,,,,,,,,,朝日ﾁｬﾚﾝｼﾞｶｯﾌﾟ ＧⅢ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,11,Ａヒシアメジスト, 61,藤田伸,, 62,*  4,  -2, 2,  2.9, ①①, 1, 2, シンデレラボｰイ,---,藤岡佑,, 66,*  1,* -6, 4,  7.4, ①①, 1, 1, サトノケンオｰ,,熊沢重,,,,, 2,  3.2,①①①, 1, 9,Ｃショウリュウムｰン, 91,秋山真,, 84,  18,  -9, 6, 16.1, ⑤⑩
 2, 6,Ｊハッピｰチャｰト, 35,福永祐, 0.7, 54,*  3,  -7, 3,  5.9, ②②, 2, 1, ケイアイヴァｰゲ,---,和田竜, 0.5, 60,   0,  -9, 2,  3.5, ③③, 2, 8, スズマｰシャル,,浜野谷,271.0,,,,10, 66.5,④③③, 2, 4,Ｇアドマイヤタイシ, 88,岩田康, 0.0, 83,  19, -10, 4,  9.2, ③⑥
 3, 4,Ｍセトノミッシｰ, 29,太宰啓, 0.8, 54,  -3,*  1, 6, 24.2, ⑩⑩, 3, 5, サンキストロｰド,---,デムｰ, 0.7, 56,*  1, -13, 3,  5.6, ②②, 3, 7, アグネスハイヤｰ,,北沢伸,271.2,,,, 1,  3.0,⑥⑤⑤, 3, 5,Ｏタガノエルシコ, 82,幸英明, 0.1, 85,  17,  -9,13, 82.7, ⑮⑫
 4, 8,Ｂタニノセレナｰデ, 61,幸英明, 0.8, 54,   1,  -4, 1,  2.4, ⑦⑥, 4, 9, フェリｰチェレガロ,---,福永祐, 0.8, 55,  -3, -11, 1,  2.4, ⑥⑥, 4, 2, アドマイヤテンクウ,,西谷誠,271.2,,,, 3,  6.2,⑤④④, 4,14,Ｍキングストリｰト, 82,酒井学, 0.1, 84,  16,* -5,17,333.8, ⑰⑰
 5,12,Ｃカノン, 51,熊沢重, 0.9, 54,*  3,  -8, 4, 12.6, ④③, 5,11, グロシュラライト,---,浜中俊, 0.8, 56,   0, -13, 5,  8.3, ④④, 5,10, サンレイデュｰク,,中村将,273.2,,,, 6, 15.1,⑦⑥⑥, 5, 1,Ｐサンレイレｰザｰ, 82,藤岡佑, 0.2, 83,  18, -13, 7, 17.2, ④⑤
 6,10,Ｆヒシダイヤ, 48,国分恭, 1.2, 48,  -6,*  0, 5, 12.8, ⑫⑫, 6, 4, メイショウヒビキ,---,飯田祐, 1.1, 53,  -2, -12, 6, 22.4, ⑦⑦, 6, 6, マサシ,,黒岩悠,276.5,,,, 7, 20.2,⑧⑦⑦, 6,12,Ａサトノパンサｰ, 92,松田大, 0.2, 82,  18, -13, 9, 18.5, ⑩⑦
 7,14,Ｄトｰホウシラギク, 50,秋山真, 1.6, 46,  -6,  -1,13,120.5, ⑬⑬, 7, 7, マノングラス,---,秋山真, 1.7, 45,  -3, -22, 8, 70.4, ⑤⑤, 7, 5, エイユｰブラッサム,,白浜雄,280.3,,,, 8, 29.2,⑨⑧⑧, 7, 3,Ｋネオヴァンドｰム, 86,川田将, 0.2, 83,  16,* -8,11, 30.6, ⑪⑭
 8, 5,Ｌニホンピロレイズ, 30,酒井学, 1.6, 48,   0, -11, 7, 37.5, ⑧⑧, 8,10, パフォｰムワンダｰ,---,川田将, 1.8, 44,  -5, -19, 7, 28.9, ⑨⑨, 8, 3, オンワｰドデュｰク,,高田潤,287.2,,,, 5,  8.8,⑩⑨⑨, 8,10,Ｌフレｰルジャック, 82,福永祐, 0.3, 82,* 20, -17, 3,  5.5, ②②
 9,13,Ｈシギル, 42,藤岡佑, 2.1, 43,   1, -17, 9, 58.5, ⑥⑤, 9, 8, メイショウオｰロラ,---,幸英明, 2.2, 40,  -4, -26,10,111.8, ⑧⑧,,,,,,,,,,,,, 9, 8,Ｂシルクアｰネスト, 91,太宰啓, 0.3, 81,  17, -12,10, 19.2, ⑯⑬
10, 3,Ｅリトルボナンザ, 48,松田大, 2.2, 41,  -3, -11,10, 62.1, ⑪⑪,10, 3, ナｰシサス,---,熊沢重, 2.7, 35,  -7, -28, 9, 99.5, ⑩⑩,,,,,,,,,,,,,10,13,Ｉデルフォイ, 87,藤田伸, 0.4, 80,* 20, -18, 5, 11.6, ⑥③
11, 7,Ｋクリノマナスル, 33,和田竜, 2.4, 41,  -2, -15,11, 75.7, ⑨⑨,11, 6, シゲルカラスザ,---,太宰啓, 2.7, 34, -11, -25,11,168.5, ⑪⑪,,,,,,,,,,,,,11,16,Ｅトライアンフマｰチ, 89,四位洋, 0.4, 80,* 20, -17, 8, 17.3, ⑨④
12, 2,Ｇヤマノダイヤ, 45,岩田康, 2.5, 40,*  3, -22, 8, 50.3, ③④,,,,,,,,,,,,,,,,,,,,,,,,,12,15,Ｊヒストリカル, 86,浜中俊, 0.4, 82,  16,  -8, 2,  4.4, ⑭⑯
13, 9,Ｉシゲルカジキザ, 41,浜中俊, 2.9, 37,   1, -23,12, 93.1, ⑤⑦,,,,,,,,,,,,,,,,,,,,,,,,,13, 2,Ｆミッキｰドリｰム, 88,和田竜, 0.4, 81,  19, -15,12, 31.8, ⑦⑨
14, 1,Ｎアイファｰプラチナ, 12,池添謙, 4.5, 25, -10, -22,14,233.1, ⑭⑭,,,,,,,,,,,,,,,,,,,,,,,,,14,17,Ｑイケドラゴン, 75,野元昭, 0.5, 78,* 21, -22,14,141.4, ①①
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15, 7,Ｄリルダヴァル, 89,池添謙, 0.5, 78,  18, -18, 1,  3.7, ⑬⑧
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,11,Ｈライブコンサｰト, 87,国分恭, 0.6, 78,  17, -16,16,200.3, ⑫⑪
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17, 6,Ｎテイエムアンコｰル, 82,熊沢重, 0.6, 80,  17, -15,15,157.3, ⑧⑮
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:57 ﾚｰｽﾍﾟｰｽ指数:+2 ﾚｰｽｱｶﾞﾘ指数:-4 馬場:良(指数:0),,,,,,,,,,,,ｸﾗｽ上位平均:54 ﾚｰｽﾍﾟｰｽ指数:+3 ﾚｰｽｱｶﾞﾘ指数:-4 馬場:良(指数:1),,,,,,,,,,,,,,,,,,,,,,,,ｸﾗｽ上位平均:88 ﾚｰｽﾍﾟｰｽ指数:+3 ﾚｰｽｱｶﾞﾘ指数:-17 馬場:良(指数:1),,,,,,,,,,,
単勝:290円 複勝:11=140円 06=200円 04=420円 枠連:710円,,,,,,,,,,,,"単勝:740円 複勝:02=220円 01=170円 05=210円 枠連:1,290円",,,,,,,,,,,,単勝:320円 複勝:01=140円 08=960円 07=140円 枠連:370円,,,,,,,,,,,,"単勝:1,610円 複勝:09=450円 04=310円 05=1,580円 枠連:1,510円",,,,,,,,,,,
"馬連:990円 ワイド:06-11=460円 04-11=1,020円 04-06=1,680円",,,,,,,,,,,,"馬連:1,280円 ワイド:01-02=500円 02-05=460円 01-05=500円",,,,,,,,,,,,"馬連:10,120円 ワイド:01-08=2,360円 01-07=200円 07-08=2,210円",,,,,,,,,,,,"馬連:7,050円 ワイド:04-09=2,080円 05-09=13,120円 04-05=7,820円",,,,,,,,,,,
"馬単:1,830円 3連複:6,710円 3連単:24,510円",,,,,,,,,,,,"馬単:2,840円 3連複:2,220円 3連単:12,160円",,,,,,,,,,,,"馬単:17,480円 3連複:7,190円 3連単:57,020円",,,,,,,,,,,,"馬単:15,310円 3連複:164,550円 3連単:901,440円",,,,,,,,,,,
■ 3R  芝1800m 2 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:12,,,,,■ 6R  ダ1800m 2 歳新馬(混) 馬齢,,,,,,,,,,,,■ 9R  芝2200m 3歳上1000万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:3,,,,,■12R  ダ1800m 3歳上1000万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:0,,,,
,,,,,,,,,,,,,ﾒｲｸﾃﾞﾋﾞｭｰ阪神,,,,,,,,,,,,境港特別,,,,,,,,,,,,,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,12,Ａアルバタックス, 66,デムｰ,, 62,  16,*-29, 1,  2.5, ③③, 1, 8, アドマイヤイバマ,---,和田竜,, 50,*  0,*-18, 1,  2.5,⑥④④, 1, 1,Ａカフナ, 79,デムｰ,, 81,*  9,*  7, 1,  1.5,⑨⑧⑤, 1,12,Ａメｰデイア, 86,浜中俊,, 80,*  6,* 12, 1,  2.2,①①①
 2, 1,Ｈウインアルザス, 53,和田竜, 0.1, 63,* 17, -32, 3,  5.1, ②②, 2, 3, ニホンピロバロン,---,酒井学, 0.1, 50,  -2,*-15, 2,  4.1,⑤⑥⑤, 2, 3,Ｂエクセルサス, 79,浜中俊, 0.2, 80,*  8,   3, 4, 12.6,④④③, 2, 1,Ｂツルマルスピリット, 83,デムｰ, 0.3, 75,   4,* 12, 2,  3.0,②③③
 3,10,Ｋファミｰユ, 44,岩田康, 0.3, 61,  13,*-27, 6, 17.0, ⑪⑩, 3, 6, テイエムユキダル,---,幸英明, 0.9, 44,  -3, -21, 5, 15.0,⑦⑦⑦, 3, 4,Ｆトウシンイｰグル, 74,福永祐, 0.4, 79,*  9,   1, 3,  5.9,⑤⑤⑥, 3,10,Ｇフォントルロイ, 76,福永祐, 0.6, 78,   3,* 14, 3,  5.7,⑩⑨⑧
 4, 7,Ｅレコンダイト, 56,福永祐, 0.4, 61,  16, -33, 7, 24.5, ④④, 4, 7, スナｰクスクリプト,---,国分恭, 1.0, 42,  -3, -22, 3,  4.1,⑧⑧⑥, 4, 7,Ｃタガノイノセンス, 77,岩田康, 0.5, 76,*  8,  -2, 5, 16.1,②②④, 4, 3,Ｄフォルクスオｰパｰ, 79,熊沢重, 0.8, 77,   3,  10, 8, 53.2,⑦⑦⑥
 5, 2,Ｊマイネルオｰドビｰ, 50,酒井学, 0.4, 61,  12,*-26, 8, 29.9, ⑫⑪, 5, 5, オラｰジュ,---,岩田康, 1.2, 41,*  0, -29, 6, 19.0,②②②, 5,10,Ｇタマモグランプリ, 72,国分恭, 0.8, 76,   8,  -1, 6, 36.6,⑥⑥⑦, 5,13,Ｆエクセルフラッグ, 78,太宰啓, 1.0, 76,   2,  10, 9, 76.8,⑨⑩⑨
 6,13,Ｂカレングラスジョｰ, 64,浜中俊, 0.6, 58,  14, -35, 2,  4.1, ⑥⑥, 6, 9, ジャックトゥキング,---,福永祐, 1.6, 39,*  0, -32, 4,  6.7,④③③, 6, 8,Ｉフミノポｰルスタｰ, 71,太宰啓, 1.2, 69,* 10, -16, 2,  5.8,①①①, 6,11,Ｉヒミノキンカメ, 75,野元昭, 1.5, 71,   1,   9,13,236.6,⑬⑫⑪
 7, 3,Ｉピエナサクラ, 52,藤岡佑, 0.6, 59,  14, -34,10, 91.2, ⑨⑧, 7, 1, ウエスタンストｰム,---,熊沢重, 1.7, 40,*  1, -34, 9, 39.3,①①①, 7, 6,Ｅウォｰタｰセレネ, 75,酒井学, 1.6, 69,   8, -11, 9,153.5,⑧⑩⑨, 7, 7,Ｃダノンジュピタｰ, 82,幸英明, 1.5, 72,   2,   8, 5, 15.0,⑪⑪⑫
 8, 8,Ｍアザゼル, 39,秋山真, 0.8, 56,  12, -32,10, 91.2, ⑩⑫, 8, 2, メイショウミヤジマ,---,池添謙, 2.8, 34,  -2, -36, 7, 27.8,③⑤⑧, 8, 2,Ｊケｰジｰカチボシ, 64,幸英明, 1.8, 65,   6, -13,10,235.3,⑩⑨⑩, 8, 2,Ｅサンマルボス, 78,和田竜, 1.6, 71,   3,   3, 6, 25.5,④⑤⑤
 9, 9,Ｆダイナミックウオｰ, 55,幸英明, 1.0, 55,* 18, -50, 9, 48.3, ①①, 9, 4, ウインヒｰロｰ,---,太宰啓, 6.8,  6, -16, -44, 8, 30.0,⑨⑨⑨, 9, 5,Ｈシナル, 72,川田将, 2.1, 63,   7, -20, 7, 46.6,⑦⑦⑧, 9, 6,Ｋツヨイキモチ, 70,酒井学, 1.8, 70,   2,   2, 7, 26.7,⑧⑧⑦
10, 5,Ｄサトノユニコｰン, 56,藤田伸, 1.1, 54,  12, -35, 5, 13.7, ⑬⑬,,,,,,,,,,,,,10, 9,Ｄグッドバニヤン, 75,松田大, 2.1, 63,*  9, -25, 8, 64.6,③③②,10, 9,Ｈニホンピロララバイ, 76,藤岡佑, 1.8, 69,   4,  -1,10, 78.8,⑥④④
11, 6,Ｃポセイドンバロｰズ, 57,川田将, 1.3, 53,  13, -42, 4,  6.5, ⑦⑨,,,,,,,,,,,,,,,,,,,,,,,,,11, 4,Ｊサナシオン, 71,藤田伸, 1.9, 69,*  5,  -2, 4, 12.3,③②②
12, 4,Ｌケイツｰリマｰク, 39,熊沢重, 1.5, 52,  15, -48,13,297.8, ⑤⑤,,,,,,,,,,,,,,,,,,,,,,,,,12, 8,Ｍライブリシｰラ, 67,国分恭, 2.1, 67,   1,   3,12,198.6,⑫⑬⑬
13,11,Ｇカシノロビン, 54,小坂忠, 2.3, 45,  15, -59,12,222.3, ⑧⑦,,,,,,,,,,,,,,,,,,,,,,,,,13, 5,Ｌキンショｰオｰロラ, 68,秋山真, 3.3, 58,   3, -10,11, 97.3,⑤⑥⑩
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:56 ﾚｰｽﾍﾟｰｽ指数:+12 ﾚｰｽｱｶﾞﾘ指数:-21 馬場:良(指数:1),,,,,,,,,,,,ｸﾗｽ上位平均:59 ﾚｰｽﾍﾟｰｽ指数:+2 ﾚｰｽｱｶﾞﾘ指数:-20 馬場:良(指数:0),,,,,,,,,,,,ｸﾗｽ上位平均:79 ﾚｰｽﾍﾟｰｽ指数:-1 ﾚｰｽｱｶﾞﾘ指数:-6 馬場:良(指数:1),,,,,,,,,,,,ｸﾗｽ上位平均:79 ﾚｰｽﾍﾟｰｽ指数:-8 ﾚｰｽｱｶﾞﾘ指数:+1 馬場:良(指数:0),,,,,,,,,,,
単勝:250円 複勝:12=130円 01=180円 10=380円 枠連:490円,,,,,,,,,,,,単勝:250円 複勝:08=120円 03=150円 06=240円 枠連:370円,,,,,,,,,,,,単勝:150円 複勝:01=110円 03=190円 04=130円 枠連:790円,,,,,,,,,,,,単勝:220円 複勝:12=120円 01=120円 10=140円 枠連:320円,,,,,,,,,,,
"馬連:750円 ワイド:01-12=340円 10-12=960円 01-10=1,820円",,,,,,,,,,,,馬連:560円 ワイド:03-08=230円 06-08=330円 03-06=600円,,,,,,,,,,,,馬連:720円 ワイド:01-03=270円 01-04=160円 03-04=600円,,,,,,,,,,,,馬連:320円 ワイド:01-12=170円 10-12=310円 01-10=230円,,,,,,,,,,,
"馬単:1,280円 3連複:5,070円 3連単:15,720円",,,,,,,,,,,,"馬単:910円 3連複:1,650円 3連単:5,610円",,,,,,,,,,,,"馬単:950円 3連複:920円 3連単:3,510円",,,,,,,,,,,,"馬単:510円 3連複:520円 3連単:1,470円",,,,,,,,,,,
,※同着があったレｰスの払戻情報はスペｰスの関係上､同着分を省略しています｡,,,,,,,,,,,,,,,,,,,,,,,,※同着があったレｰスの払戻情報はスペｰスの関係上､同着分を省略しています｡,,,,,,,,,,,,,,,,,,,,,,
,※結果･払戻は必ず主催者発表のものと照合･確認して下さい｡,,,,,,,,,,,,,,,,,,,,,,,,※結果･払戻は必ず主催者発表のものと照合･確認して下さい｡,,,,,,,,,,,,,,,,,,,,,,
