12年10月28日 京都,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,12年10月28日 京都,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  芝1600m 2 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:5,,,,,■ 4R  芝3170m 3歳上ｵｰﾌﾟﾝ(混) 別定,,,,,,,,,,,,■ 7R  ダ1800m 3歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:5,,,,,■10R  芝1400m 3歳上1600万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:0,,,,
 9, 2,Ｇティボリハｰモニｰ, 46,高倉稜, 1.8, 47,  -1, -25, 8, 78.7, ⑥⑥, 9,14, ダイシングロウ,,黒岩悠,217.9,,,, 3,  4.2,⑥⑤④, 9, 6,Ｇマンハッタンコｰド, 71,浜中俊, 0.9, 66,*  4,  -1, 4, 12.4,⑤④⑤, 9, 2,Ｂエｰシンリｰドオｰ, 80,高倉稜, 1.7, 58,   1, -11,10,162.7, ⑩⑩
10, 5,Ｆアグネスコトブキ, 50,藤田伸, 1.8, 48,  -2, -23, 6, 26.8, ⑧⑦,10,13, ユウタｰチェイサｰ,,金子光,218.1,,,,11, 64.9,⑪⑪⑪,10, 9,Ｎトップシャイン, 64,藤岡佑, 1.2, 66,   1,   3,14,132.0,⑭⑭⑬,10, 9,Ｄティアップゴｰルド, 78,浜中俊, 3.1, 44,* 10, -41, 2,  4.6, ①①
11, 7,Ｊタｰフジェニック, 44,国分恭, 2.1, 44,  -7, -19,10,124.2, ⑪⑪,11, 5, ミヤコデラックス,,五十嵐,219.3,,,, 7, 26.8,⑫⑫⑫,11, 2,Ｅジョウショｰキング, 73,国分恭, 1.3, 63,*  5,  -4, 6, 15.1,③③③,,,,,,,,,,,,
12,14,Ｉナガラ, 45,熊沢重, 2.6, 40,  -1, -37,11,200.8, ⑦⑧,12, 9, ロｰレルレヴァｰタ,,小坂忠,219.9,,,, 9, 36.6,④④⑦,12,16,Ｋタマモデザイア, 65,幸英明, 1.3, 63,   3,  -1, 9, 47.6,⑪⑩⑩,,,,,,,,,,,,
13,10,Ｍコｰチライン, 30,酒井学, 3.7, 29,  -7, -44,13,361.1, ⑫⑫,,,,,,,,,,,,,13,10,Ｏニライジンク, 63,池添謙, 1.3, 63,   2,   0,13, 65.8,⑩⑫⑫,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,14, 5,Ｌピュアソウル, 65,高倉稜, 1.6, 61,*  6,  -9,10, 48.1,②②②,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,15,13,Ｐラブリｰリタ, 45,花田大, 3.0, 51,   3, -16,16,362.7,⑧⑨⑭,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:57 ﾚｰｽﾍﾟｰｽ指数:+1 ﾚｰｽｱｶﾞﾘ指数:-6 馬場:良(指数:2),,,,,,,,,,,,,,,,,,,,,,,,ｸﾗｽ上位平均:72 ﾚｰｽﾍﾟｰｽ指数:-3 ﾚｰｽｱｶﾞﾘ指数:-1 馬場:重(指数:-5),,,,,,,,,,,,ｸﾗｽ上位平均:84 ﾚｰｽﾍﾟｰｽ指数:-3 ﾚｰｽｱｶﾞﾘ指数:-6 馬場:稍重(指数:2),,,,,,,,,,,
単勝:180円 複勝:03=110円 12=240円 08=150円 枠連:680円,,,,,,,,,,,,"単勝:1,150円 複勝:07=300円 02=780円 04=230円 枠連:5,610円",,,,,,,,,,,,"単勝:240円 複勝:04=120円 12=960円 01=200円 枠連:1,750円",,,,,,,,,,,,単勝:570円 複勝:07=160円 04=130円 08=210円 枠連:390円,,,,,,,,,,,
馬連:950円 ワイド:03-12=360円 03-08=220円 08-12=520円,,,,,,,,,,,,"馬連:12,620円 ワイド:02-07=3,140円 04-07=620円 02-04=1,890円",,,,,,,,,,,,"馬連:7,200円 ワイド:04-12=2,290円 01-04=380円 01-12=5,740円",,,,,,,,,,,,馬連:610円 ワイド:04-07=260円 07-08=670円 04-08=420円,,,,,,,,,,,
"馬単:1,340円 3連複:1,240円 3連単:4,880円",,,,,,,,,,,,"馬単:26,850円 3連複:19,760円 3連単:194,960円",,,,,,,,,,,,"馬単:8,260円 3連複:13,410円 3連単:60,450円",,,,,,,,,,,,"馬単:1,500円 3連複:1,550円 3連単:7,560円",,,,,,,,,,,
■ 2R  ダ1200m 2 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:1,,,,,■ 5R  芝1600m 2 歳新馬(混) 馬齢,,,,,,,,,,,,■ 8R  ダ1400m 3歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:4,,,,,■11R  芝1800m 3歳上ｵｰﾌﾟﾝ(国) 別定,,,,,,,出走馬ﾚﾍﾞﾙ:4,,,,
,,,,,,,,,,,,,ﾒｲｸﾃﾞﾋﾞｭｰ京都,,,,,,,,,,,,,,,,,,,,,,,,ｶｼｵﾍﾟｱｽﾃｰｸｽ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 1,Ｇカゼニタツライオン, 44,太宰啓,, 58,*  4, -10, 7, 11.9, ①①, 1, 6, サンライズバｰド,---,四位洋,, 47, -22,*  1, 6, 13.8, ⑭⑭, 1,10,Ｅアテｰナｰズブレス, 73,四位洋,, 83,   5,* 14, 3,  6.5, ④②, 1, 1,Ｂリルダヴァル, 89,池添謙,, 89,* 18,  -1, 2,  4.1, ④②
 2, 6,Ａドンマネｰ, 52,川島信, 0.9, 48,   1, -14, 4,  9.0, ③③, 2, 4, アルバタックス,---,川須栄, 0.3, 42, -20,* -8, 1,  2.7, ⑪⑩, 2,13,Ｂスズカジョンブル, 75,国分恭, 0.2, 81,   4,* 14, 4,  7.9, ⑧⑦, 2, 6,Ｃダノンバラｰド, 87,安藤勝, 0.1, 90,  13,*  9, 3,  5.7, ⑰⑯
 3, 7,Ｏシゲルオウシザ, 29,国分優, 1.2, 44,  -3, -13, 2,  4.4, ⑦⑤, 3, 3, ディｰプウェｰブ,---,川田将, 0.4, 41, -18, -12, 2,  3.6, ⑩⑧, 3, 9,Ｆジャマイカジョｰ, 73,酒井学, 0.9, 76,   5,   7, 6,  9.4, ⑦⑥, 3, 7,Ｅシルクアｰネスト, 84,藤田伸, 0.2, 88,  16,   1, 6, 20.8, ⑨⑩
 4,13,Ｍロｰドツイスタｰ, 32,藤懸貴, 1.3, 40,  -8, -10,12, 41.1, ⑫⑩, 4,16, プラチナテｰラｰ,---,藤岡佑, 0.5, 38, -15, -18, 5, 11.6, ⑤⑤, 4,11,Ｇシゲルハンベイ, 72,高倉稜, 1.2, 73,   1,   8,10, 34.0, ⑫⑩, 4,10,Ｉヒストリカル, 81,浜中俊, 0.3, 89,  12,*  8, 1,  2.7, ⑱⑱
 5, 8,Ｊテイエムシシｰポス, 39,鮫島良, 1.4, 42,  -9,  -9,15, 98.1, ⑪⑫, 5,11, ナムライットウセイ,---,池添謙, 0.6, 36, -15, -18, 3,  6.5, ⑥⑥, 5, 8,Ｈリズミックビｰト, 69,鮫島良, 1.3, 74,   0,   8, 7, 12.7, ⑭⑬, 5, 3,Ｄネオヴァンドｰム, 84,川田将, 0.5, 86,* 18,  -8, 4,  6.0, ⑤⑦
 6, 4,Ｈヤマニンジェルブ, 41,高倉稜, 1.4, 41, -12,* -6,14, 67.3, ⑭⑭, 6, 9, スペキュレイタｰ,---,幸英明, 0.7, 40, -24,* -5,13, 83.3, ⑰⑯, 6, 5,Ｄミッキｰヘネシｰ, 74,藤田伸, 1.3, 73,   0,   8, 5,  8.5, ⑬⑫, 6,14,Ｊモンストｰル, 81,藤岡佑, 0.7, 84,  14,  -4, 7, 21.8, ⑫⑫
 7,15,Ｋエｰシンコウリュウ, 38,和田竜, 1.5, 42,  -4, -15, 8, 18.4, ⑧⑦, 7, 2, ラフィットオフ,---,国分恭, 1.4, 26,*-12, -35,11, 58.5, ①①, 7,15,Ｐスリｰロビンソン, 34,川島信, 1.3, 74,  -3,* 12,16,191.2, ⑯⑭, 7, 8,Ｇタガノエルシコ, 82,高田潤, 0.8, 83,  13,  -2, 9, 35.5, ⑭⑮
 8,10,Ｌブットバセ, 35,浜中俊, 1.5, 40, -11,* -8,10, 28.8, ⑬⑬, 8, 5, キョウワアｰサｰ,---,国分優, 1.6, 24,*-14, -36, 9, 39.8, ②②, 8,14,Ｎミッキｰミステリｰ, 64,オドノ, 1.3, 72,   2,   7,12, 86.0, ⑪⑨, 8,13,Ｌオｰトドラゴン, 80,渡辺薫, 1.0, 79,  13,  -5,13,185.6, ⑯⑰
 9,14,Ｎジョリフェロｰ, 31,池添謙, 1.7, 41,   0, -20, 5, 11.1, ⑤④, 9,17, ツｰエムスイフト,---,オドノ, 1.7, 22, -18, -31, 7, 27.9, ⑧⑦, 9,16,Ａプントバンコ, 76,藤岡佑, 1.7, 69,   5,  -2, 2,  4.6, ⑤③, 9,17,Ｋレインスティック, 80,四位洋, 1.0, 80,* 19, -15,11, 48.6, ⑦⑤
10,12,Ｃマヤノチャクリ, 49,渡辺薫, 2.0, 38,  -5, -18, 6, 11.6, ⑩⑨,10, 7, トウケイテンシ,---,藤懸貴, 2.0, 20,*-14, -41, 8, 38.7, ③④,10, 3,Ｋホウウン, 66,国分優, 1.8, 67,*  7,  -5,15,158.5, ②④,10,15,Ａミッキｰドリｰム, 91,和田竜, 1.1, 78,* 18, -18, 5, 18.2, ③④
11, 3,Ｄラガｰライオン, 45,熊沢重, 2.0, 38,  -5, -18, 9, 23.5, ⑨⑪,11, 8, ソリｰソアンジェロ,---,藤田伸, 2.0, 21, -24, -25, 4,  8.8, ⑯⑰,11, 7,Ｃエｰシンバサラ, 75,川田将, 2.0, 65,*  6,  -6, 1,  3.4, ③⑤,11, 4,Ｒウィルビｰキング, 67,川島信, 1.1, 80,  14,  -8,17,238.4, ⑮⑬
12, 9,Ｆニホンピロロｰズ, 44,酒井学, 2.1, 36, -16,* -7,13, 60.1, ⑮⑮,12,13, ケイツｰリマｰク,---,渡辺薫, 2.6, 14, -21, -38,15, 99.3, ⑬⑬,12, 6,Ｌマヤノクレド, 66,渡辺薫, 2.3, 66,  -2,   2, 9, 31.6, ⑮⑯,12, 2,Ｍキョウエイストｰム, 79,高倉稜, 1.2, 79,  18, -15,12,113.6, ⑧⑥
13, 5,Ｉララニラブレタｰ, 40,田中健, 2.4, 35,*  3, -29,11, 29.8, ②②,13,10, ポンドゥレｰヴ,---,高倉稜, 2.6, 16, -15, -48,12, 75.4, ④③,13,12,Ｍエイシンピュｰマ, 65,和田竜, 2.5, 63,   2,  -5,14,121.1, ⑨⑮,13,18,Ｈトップカミング, 82,川須栄, 1.4, 75,* 20, -24,14,189.9, ②③
14,11,Ｂシゲルツルザ, 50,川須栄, 2.5, 34,   0, -27, 1,  3.4, ④⑥,14,12, タマモマテンロウ,---,和田竜, 2.7, 15, -17, -46,16,106.7, ⑦⑨,14, 1,Ｉゴｰルデンウィナｰ, 69,川須栄, 2.5, 63,   2,  -4, 8, 22.8, ⑩⑪,14, 9,Ｏガンダｰラ, 75,幸英明, 1.5, 75,* 20, -27,10, 37.6, ①①
15, 2,Ｅディアプリンセス, 45,藤岡佑, 3.1, 28,  -3, -30, 3,  7.2, ⑥⑧,15,14, ナムラシンバ,---,熊沢重, 2.7, 15, -20, -42,10, 53.8, ⑫⑪,15, 4,Ｏジョｰマダガスカル, 61,太宰啓, 2.6, 61,*  8, -14,13,106.3, ①①,15, 5,Ｆタムロスカイ, 83,国分恭, 1.6, 72,  17, -23, 8, 30.5, ⑥⑧
,,,,,,,,,,,,16, 1, タキノウェｰブ,---,鮫島良, 3.7, -1, -22, -50,14, 95.7, ⑮⑮,16, 2,Ｊタガノレガｰロ, 67,幸英明, 2.6, 62,   4,  -8,11, 58.0, ⑥⑧,16,11,Ｑアンノルｰチェ, 70,小坂忠, 1.7, 73,  15, -18,16,201.2, ⑬⑭
,,,,,,,,,,,,17,15, ナムラウンメイ,---,酒井学, 3.7, -4, -18, -59,17,124.6, ⑨⑫,,,,,,,,,,,,,17,12,Ｎトウショウウェイヴ, 76,オドノ, 2.3, 66,  16, -28,18,286.6, ⑩⑪
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,16,Ｐホワイトピルグリム, 74,酒井学, 2.5, 65,  17, -34,15,191.4, ⑪⑨
ｸﾗｽ上位平均:57 ﾚｰｽﾍﾟｰｽ指数:+0 ﾚｰｽｱｶﾞﾘ指数:-10 馬場:稍重(指数:-5),,,,,,,,,,,,ｸﾗｽ上位平均:54 ﾚｰｽﾍﾟｰｽ指数:-6 ﾚｰｽｱｶﾞﾘ指数:-6 馬場:稍重(指数:2),,,,,,,,,,,,ｸﾗｽ上位平均:72 ﾚｰｽﾍﾟｰｽ指数:-2 ﾚｰｽｱｶﾞﾘ指数:+3 馬場:重(指数:-5),,,,,,,,,,,,ｸﾗｽ上位平均:85 ﾚｰｽﾍﾟｰｽ指数:+3 ﾚｰｽｱｶﾞﾘ指数:-12 馬場:稍重(指数:2),,,,,,,,,,,
"単勝:1,190円 複勝:01=390円 06=220円 07=220円 枠連:2,270円",,,,,,,,,,,,"単勝:1,380円 複勝:06=300円 04=120円 03=160円 枠連:830円",,,,,,,,,,,,"単勝:650円 複勝:10=190円 13=230円 09=270円 枠連:1,280円",,,,,,,,,,,,単勝:410円 複勝:01=170円 06=180円 07=500円 枠連:880円,,,,,,,,,,,
"馬連:4,680円 ワイド:01-06=1,990円 01-07=1,910円 06-07=800円",,,,,,,,,,,,"馬連:1,760円 ワイド:04-06=700円 03-06=910円 03-04=260円",,,,,,,,,,,,"馬連:1,950円 ワイド:10-13=720円 09-10=910円 09-13=1,140円",,,,,,,,,,,,"馬連:970円 ワイド:01-06=370円 01-07=1,440円 06-07=1,350円",,,,,,,,,,,
"馬単:9,730円 3連複:9,610円 3連単:56,570円",,,,,,,,,,,,"馬単:5,480円 3連複:2,040円 3連単:19,890円",,,,,,,,,,,,"馬単:3,660円 3連複:5,880円 3連単:28,670円",,,,,,,,,,,,"馬単:1,920円 3連複:6,190円 3連単:22,330円",,,,,,,,,,,
■ 3R  芝2000m 2 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:4,,,,,■ 6R  芝1200m 2 歳新馬(混) 馬齢,,,,,,,,,,,,■ 9R  ダ1800m 3歳上1000万(混) ﾊﾝﾃﾞ,,,,,,,出走馬ﾚﾍﾞﾙ:3,,,,,■12R  芝1600m 3歳上1000万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:4,,,,
,,,,,,,,,,,,,ﾒｲｸﾃﾞﾋﾞｭｰ京都,,,,,,,,,,,,北國新聞杯,,,,,,,,,,,,,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 4,Ｂクラウディオス, 60,浜中俊,, 58,   7,*-23, 3,  4.5,⑦⑦④, 1, 4, フィｰルドメジャｰ,---,酒井学,, 35,*-26,*-12, 1,  1.6, ②②, 1, 8,Ｂマルカプレジオ, 83,オドノ,, 83,  15,*  3, 3,  4.8,⑤⑥⑥, 1, 6,Ｅアンチュラス, 77,池添謙,, 83,  11,   1, 2,  5.8, ⑩⑨
 2, 1,Ｄエｰシンマックス, 55,オドノ, 0.0, 57,   9, -26, 4,  7.5,⑤④⑤, 2, 3, ジョウショｰタｰフ,---,国分恭, 0.5, 27,*-25, -19, 7, 41.7, ①①, 2,10,Ｏスクウェルチャｰ, 67,浜中俊, 0.2, 80,* 18,  -7, 8, 16.5,①①①, 2,13,Ｂリフトザウイングス, 81,藤田伸, 0.0, 83,   8,*  5, 7, 10.0, ⑭⑬
 3, 5,Ｃトリガｰ, 56,幸英明, 0.1, 58,* 11, -32, 5, 13.9,①①①, 3, 7, メイショウソウイン,---,川須栄, 0.5, 28, -28, -17, 3,  8.0, ③③, 3,12,Ｃケイト, 83,太宰啓, 0.4, 80,* 18,  -6, 2,  3.9,③③③, 3, 2,Ａハｰキュリｰズ, 82,川田将, 0.1, 84,  10,*  3, 1,  4.7, ⑪⑫
 4, 3,Ｅマズルファイヤｰ, 53,川田将, 0.2, 57,   7,*-25, 2,  2.9,⑨⑥⑧, 4, 6, セントアモｰレ,---,幸英明, 0.6, 29, -31, -14, 4, 11.6, ⑧⑦, 4, 1,Ｐセトブリッジ, 61,四位洋, 0.6, 79,  16,  -5, 9, 31.2,④④④, 4,15,Ｇカピオラニパレス, 76,オドノ, 0.2, 80,* 14,  -6, 4,  7.5, ⑧⑥
 5, 2,Ｈラッキｰマンボ, 46,国分恭, 0.2, 55,   8, -29,10,152.7,④③③, 5, 1, シャインエタニティ,---,太宰啓, 0.7, 25, -29, -18, 5, 25.6, ④⑥, 5, 4,Ａテイエムドンマイ, 84,高倉稜, 0.6, 78,* 17,  -8, 1,  3.9,②②②, 5, 9,Ｈキネオピュｰマ, 75,四位洋, 0.3, 81,   3,* 10, 8, 10.1, ⑯⑭
 6, 6,Ａタニノタキシｰド, 67,四位洋, 0.3, 56,   7, -26, 1,  2.6,⑥⑧⑥, 6, 5, ボストンビリｰヴ,---,和田竜, 1.2, 18, -29, -25, 2,  3.4, ⑤④, 6, 6,Ｎプルプル, 71,中村将, 0.8, 79,  10,*  5,16,296.0,⑮⑮⑯, 6, 5,Ｉサンデｰミュｰズ, 74,幸英明, 0.4, 80,  11,  -5, 5,  8.2, ⑦⑧
 7, 9,Ｆキングレジェンド, 48,和田竜, 1.1, 49,* 10, -45, 6, 15.0,②②②, 7, 2, スリｰダッシュ,---,高倉稜, 1.4, 17, -33, -23, 6, 30.3, ⑦⑧, 7,15,Ｈトミケンアルドｰル, 78,川田将, 1.0, 76,  16,  -8, 4,  5.6,⑥⑤⑤, 7, 3,Ｆアイムヒアｰ, 76,飯田祐, 0.5, 76,* 15, -15, 9, 29.3, ①①
 8, 7,Ｋテイエムオオワシ, 28,太宰啓, 1.9, 42,   2, -36, 9,147.4,⑪⑩⑨, 8, 8, シゲルクジャクザ,---,国分優, 1.5, 14, -29, -29, 8, 68.4, ⑥⑤, 8,13,Ｊフォルクスオｰパｰ, 77,国分優, 1.1, 76,  11,*  2,15,265.5,⑫⑭⑮, 8, 4,Ｃハｰドダダンダン, 81,花田大, 0.5, 77,  10,  -5,10, 29.9, ⑨⑩
 9,11,Ｊイノベｰション, 37,藤岡佑, 1.9, 44,   3, -39, 8,140.1,⑧⑨⑩,,,,,,,,,,,,, 9,11,Ｉシルクタｰンベリｰ, 78,藤田伸, 1.3, 77,  11,   0,11, 95.2,⑯⑯⑭, 9,10,Ｊメイショウサバト, 73,川島信, 0.8, 75,   7,  -5,14, 93.2, ⑬⑪
10, 8,Ｇセルリアンプラウド, 46,藤懸貴, 2.4, 39,   2, -44, 7,114.5,⑩⑪⑪,,,,,,,,,,,,,10, 2,Ｆスズカウラノス, 80,幸英明, 1.4, 74,  12,  -3, 7, 16.0,⑩⑪⑪,10, 1,Ｄゴｰルドベル, 77,和田竜, 0.8, 74,  13, -13, 3,  6.7, ⑥⑦
11,10,Ｉハンドリング, 38,国分優, 2.5, 42,   9, -62,11,224.4,③⑤⑦,,,,,,,,,,,,,11,16,Ｋケイワイツヨシ, 75,池添謙, 1.6, 72,  11,  -5,10, 45.5,⑬⑫⑫,11,16,Ｋブルｰハｰツクライ, 72,藤懸貴, 0.9, 71,* 14, -18,11, 31.0, ⑤③
,,,,,,,,,,,,,,,,,,,,,,,,12, 3,Ｍスペシャルロｰド, 73,酒井学, 1.7, 73,  12,  -8,14,198.5,⑦⑧⑨,12, 7,Ｍキリシマトリオ, 71,国分優, 1.1, 70,* 14, -19,12, 47.2, ③④
,,,,,,,,,,,,,,,,,,,,,,,,13, 5,Ｇカシュカシュ, 78,藤懸貴, 1.8, 69,  13,  -9, 6, 15.1,⑧⑨⑩,13, 8,Ｏシャイン, 68,渡辺薫, 1.2, 68,* 15, -23,15,183.4, ②②
,,,,,,,,,,,,,,,,,,,,,,,,14, 9,Ｌパルクエスト, 74,畑端省, 1.8, 70,  13, -10,12,125.7,⑨⑦⑦,14,11,Ｌウインスラッガｰ, 72,浜中俊, 1.2, 70,   4,  -5, 6,  8.7, ⑮⑯
,,,,,,,,,,,,,,,,,,,,,,,,15, 7,Ｅイノセントリｰサム, 81,川島信, 2.0, 70,  11,  -8,13,152.6,⑭⑬⑬,15,12,Ｎシゲルキョクチョウ, 70,高倉稜, 1.4, 67,* 14, -23,13, 55.9, ④⑤
,,,,,,,,,,,,,,,,,,,,,,,,16,14,Ｄママキジャ, 82,藤岡佑, 2.1, 71,  13, -11, 5, 13.2,⑪⑩⑧,16,14,Ｐチャｰミｰハヅキ, 66,森一馬, 2.2, 57,   7, -25,16,276.1, ⑫⑮
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:56 ﾚｰｽﾍﾟｰｽ指数:+7 ﾚｰｽｱｶﾞﾘ指数:-17 馬場:良(指数:2),,,,,,,,,,,,ｸﾗｽ上位平均:54 ﾚｰｽﾍﾟｰｽ指数:-18 ﾚｰｽｱｶﾞﾘ指数:-8 馬場:稍重(指数:2),,,,,,,,,,,,ｸﾗｽ上位平均:80 ﾚｰｽﾍﾟｰｽ指数:+6 ﾚｰｽｱｶﾞﾘ指数:-14 馬場:重(指数:-5),,,,,,,,,,,,ｸﾗｽ上位平均:79 ﾚｰｽﾍﾟｰｽ指数:+3 ﾚｰｽｱｶﾞﾘ指数:-7 馬場:稍重(指数:2),,,,,,,,,,,
"単勝:450円 複勝:04=200円 01=220円 05=340円 枠連:1,550円",,,,,,,,,,,,単勝:160円 複勝:04=110円 03=430円 07=170円 枠連:0円,,,,,,,,,,,,"単勝:480円 複勝:08=210円 10=480円 12=190円 枠連:4,010円",,,,,,,,,,,,"単勝:580円 複勝:06=200円 13=340円 02=170円 枠連:2,250円",,,,,,,,,,,
