12年 8月11日 札幌,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,12年 8月11日 札幌,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  芝1500m 2 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:12,,,,,■ 4R  ダ1000m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:4,,,,,■ 7R  芝1800m 3歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:5,,,,,■10R  ダ1700m 3歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:3,,,,
 9, 1,Ａトｰセンデイゴ, 56,岩橋勇, 1.2, 43, -23,* -2, 6, 46.4,⑨⑩⑨, 9, 2,Ｅブライアンズビｰト, 54,柴山雄, 2.9, 43, -14,  -5, 8,183.1, ⑪⑪, 9,12,Ｉサクセスシルエット, 68,四位洋, 0.9, 75,   7,   1,10, 32.1,⑫⑬⑩, 9,10,Ｌハギノクｰザ, 62,丸田恭, 2.0, 62,   3,   1,11,134.3,⑫⑬⑩
10, 5,Ｊクライバｰ, 20,菱田裕, 2.4, 24, -23, -21,10,195.8,⑧⑨⑩,10, 8,Ｌプレシャスウィン, 36,菱田裕, 3.2, 40, -20,  -4,10,217.9, ⑫⑫,10, 1,Ｊサトノティアラ, 66,秋山真, 0.9, 71,  12, -10, 8, 22.8,②④⑤,10,11,Ｂデルマインドラ, 76,竹之下, 2.2, 62,   4,  -2, 4,  7.6,⑨⑫⑬
,,,,,,,,,,,,11,11,Ｉフレアブロｰ, 47,佐々木, 3.6, 38,  -1, -20, 9,215.9, ⑥⑥,11, 6,Ｄサクラヴィクトリｰ, 74,池添謙, 1.2, 67,   9, -10, 3,  5.8,⑧⑨⑨,11, 7,Ｇグッドスピｰド, 71,勝浦正, 2.3, 61,   5,  -5, 9, 24.6,⑦⑦⑫
,,,,,,,,,,,,12, 1,Ｄブレイムレスリｰ, 55,丸山元, 4.2, 34,   0, -25, 5, 16.0, ③④,12,11,Ｋゲｰムコンセプト, 63,丸田恭, 1.6, 63,   5,  -7,11, 68.3,⑭⑭⑭,12, 9,Ｈピエナオリオン, 71,長谷川, 2.6, 62,   6,  -8,10, 62.8,⑪⑥⑨
,,,,,,,,,,,,,,,,,,,,,,,,13, 2,Ｍロｰズキｰ, 54,宮崎北, 2.2, 60,* 14, -30,12,319.0,③②①,13, 6,Ｍダイキチチョウナン, 50,五十嵐, 3.5, 52,*  7, -17,12,179.2,③③⑪
,,,,,,,,,,,,,,,,,,,,,,,,14,14,Ｎモルフェフォレスト, 42,菅原隆, 5.1, 36,* 13, -74,14,579.6,①①⑪,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:56 ﾚｰｽﾍﾟｰｽ指数:-11 ﾚｰｽｱｶﾞﾘ指数:-3 馬場:良(指数:-3),,,,,,,,,,,,ｸﾗｽ上位平均:62 ﾚｰｽﾍﾟｰｽ指数:-0 ﾚｰｽｱｶﾞﾘ指数:-0 馬場:良(指数:1),,,,,,,,,,,,ｸﾗｽ上位平均:73 ﾚｰｽﾍﾟｰｽ指数:+4 ﾚｰｽｱｶﾞﾘ指数:-3 馬場:良(指数:-3),,,,,,,,,,,,ｸﾗｽ上位平均:74 ﾚｰｽﾍﾟｰｽ指数:-1 ﾚｰｽｱｶﾞﾘ指数:+2 馬場:良(指数:1),,,,,,,,,,,
単勝:710円 複勝:03=140円 04=110円 07=150円 枠連:380円,,,,,,,,,,,,単勝:130円 複勝:12=110円 04=120円 06=160円 枠連:330円,,,,,,,,,,,,単勝:240円 複勝:13=140円 03=240円 07=210円 枠連:950円,,,,,,,,,,,,"単勝:330円 複勝:13=140円 12=530円 02=230円 枠連:2,600円",,,,,,,,,,,
馬連:340円 ワイド:03-04=190円 03-07=420円 04-07=190円,,,,,,,,,,,,馬連:280円 ワイド:04-12=150円 06-12=200円 04-06=410円,,,,,,,,,,,,"馬連:1,260円 ワイド:03-13=500円 07-13=470円 03-07=830円",,,,,,,,,,,,"馬連:3,210円 ワイド:12-13=1,000円 02-13=520円 02-12=1,890円",,,,,,,,,,,
"馬単:1,150円 3連複:650円 3連単:4,730円",,,,,,,,,,,,"馬単:390円 3連複:530円 3連単:1,410円",,,,,,,,,,,,"馬単:1,640円 3連複:2,690円 3連単:11,390円",,,,,,,,,,,,"馬単:4,450円 3連複:7,140円 3連単:39,550円",,,,,,,,,,,
■ 2R  ダ1000m 3 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:10,,,,,■ 5R  ダ1700m 2 歳新馬 馬齢,,,,,,,,,,,,■ 8R  ダ1700m 3歳上500万(牝) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:1,,,,,■11R  芝1200m 3歳上1000万(混) ﾊﾝﾃﾞ,,,,,,,出走馬ﾚﾍﾞﾙ:2,,,,
,,,,,,,,,,,,,ﾒｲｸﾃﾞﾋﾞｭｰ札幌,,,,,,,,,,,,,,,,,,,,,,,,ｼﾝｶﾞﾎﾟｰﾙﾀｰﾌｸﾗﾌﾞ賞,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 7,Ｃクロト, 65,横山和,, 66,*  9,  -7, 4,  7.9, ②②, 1, 4, ロｰドクラヴィウス,---,池添謙,, 56,* -8,*  4, 1,  2.0,①①①, 1, 1,Ａラヴフェアリｰ, 75,秋山真,, 74,  10,*  1, 2,  2.8,⑪⑥③, 1,15,Ｃジャｰエスペランサ, 78,岩田康,, 80,   6,* 11, 1,  3.5, ⑬⑪
 2, 6,Ｄカルブンクルス, 63,勝浦正, 0.2, 58,  -1,* -2, 5, 15.5, ⑨⑦, 2, 2, ドコフクカゼ,---,岩田康, 0.2, 54,* -9,*  4, 3,  5.1,④③②, 2,13,Ｅユナイテッドウィル, 67,池添謙, 0.7, 71,   2,*  8,11, 76.4,⑫⑬⑬, 2,16,Ｎタマニュｰホｰプ, 67,藤岡佑, 0.2, 77,   2,* 12,13,125.0, ⑭⑭
 3, 2,Ｅハクユウリリｰ, 61,藤岡佑, 0.2, 66,* 11,  -9, 3,  5.7, ①①, 3, 6, リアライズブラザｰ,---,藤田伸, 0.2, 56,* -9,   3, 4, 12.0,③②③, 3, 9,Ｂシンワウォッカ, 71,岩田康, 0.8, 67,  10,  -7, 1,  2.6,⑦④⑤, 3, 9,Ａサクラアドニス, 84,横山典, 0.2, 79,   9,   6, 5, 11.1, ⑫⑩
 4,11,Ｆツイストリボン, 57,古川吉, 0.6, 59,   8, -11,12,139.7, ③③, 4, 1, オリオンザジャパン,---,四位洋, 0.8, 52, -10,  -1, 2,  2.7,⑥⑤⑤, 4, 4,Ｉパｰティブロッサム, 65,丸田恭, 1.0, 64,* 11, -10, 5, 14.4,②②②, 4, 6,Ｉヤマニングルノイユ, 72,伊藤工, 0.3, 79,  13,   1,12, 55.1, ⑧⑦
 5,10,Ｇプリンセスカナ, 56,柴山雄, 0.8, 50,  -4,* -5, 9, 37.7, ⑩⑩, 5, 3, セトノプロミス,---,柴山雄, 1.0, 48, -10,  -1, 5, 20.6,⑤④④, 5,12,Ｄメイショウオウヒ, 68,津村明, 1.1, 67,   9,  -7, 4, 13.9,⑨⑧⑥, 5,10,Ｈルリニガナ, 75,津村明, 0.3, 80,  15,  -2, 9, 19.0, ④③
 6,12,Ｂスタｰプラチナ, 66,長岡禎, 0.8, 54,   5, -12, 2,  3.4, ⑤④, 6, 5, ワイドキング,---,菱田裕, 5.9, 16, -13, -39, 6, 22.5,②⑥⑥, 6, 2,Ｃミラクルフラッグ, 69,松田大, 1.3, 63,* 12, -13, 8, 19.0,①①①, 6,11,Ｌウイニングドラゴン, 71,丸山元, 0.3, 75,  -2,* 15, 7, 13.2, ⑮⑮
 7, 8,Ｈオリエンタルポリｰ, 56,黛弘人, 0.9, 51,   1,  -9, 6, 21.4, ⑦⑨,,,,,,,,,,,,, 7, 5,Ｊアプレレクｰル, 63,藤岡佑, 1.6, 64,   9, -10, 3, 10.1,⑧⑩⑩, 7, 8,Ｇウッドシップ, 75,古川吉, 0.4, 77,  10,   2,11, 43.1, ⑩⑧
 8, 5,Ｋケンブリッジスワン, 53,伊藤工, 1.1, 48,  -6,  -6, 8, 34.7, ⑪⑪,,,,,,,,,,,,, 8,11,Ｈラインキャメロン, 66,長谷川, 1.7, 65,* 11, -15, 9, 22.8,⑤③④, 8, 2,Ｋザッハトルテ, 71,宮崎北, 0.5, 75,   7,   3, 6, 12.6, ⑪⑬
 9, 3,Ｌエトランゼシチｰ, 53,岩橋勇, 1.1, 49,   0, -10,11,110.6, ⑧⑧,,,,,,,,,,,,, 9, 3,Ｍプレシャスライン, 55,荻野琢, 1.8, 62,   5,  -5,12,120.3,⑬⑫⑫, 9, 1,Ｄグレナディｰン, 78,上村洋, 0.7, 73,  13,  -4, 3,  5.9, ⑦⑨
10, 1,Ｉウォｰタｰムｰジカ, 56,津村明, 1.1, 51,   2, -12, 7, 33.7, ⑥⑥,,,,,,,,,,,,,10, 8,Ｆニシノテキｰラ, 67,丸山元, 2.0, 61,  10, -16, 7, 19.0,④⑤⑧,10,12,Ｏティムガッド, 67,丹内祐, 0.9, 72,  14,  -8,15,190.0, ⑥④
11, 4,Ｊスタｰサファイア, 54,丸山元, 1.2, 47,  -7,  -7,10, 38.7, ⑫⑫,,,,,,,,,,,,,11, 6,Ｋツカサリボン, 62,菱田裕, 2.4, 57,   8, -17,10, 56.8,⑥⑨⑨,11, 7,Ｅヤマニンパピオネ, 77,柴山雄, 1.0, 72,* 17, -12,10, 22.5, ②②
12, 9,Ａジｰピｰクロス, 72,松田大, 1.4, 50,   7, -18, 1,  2.4, ④⑤,,,,,,,,,,,,,12, 7,Ｇインプレッシヴ, 67,横山典, 3.0, 52,   9, -24, 6, 16.0,③⑦⑦,12,14,Ｆキャプテンサクラ, 75,荻野琢, 1.1, 72,* 20, -18, 4,  6.6, ①①
,,,,,,,,,,,,,,,,,,,,,,,,13,10,Ｌヴィザヴィ, 61,上村洋, 3.0, 54,   7, -19,13,123.2,⑩⑪⑪,13, 5,Ｊフレデフォｰト, 71,三浦皇, 1.3, 66,  10,  -9, 8, 13.5, ⑨⑫
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,13,Ｍフラワｰウィンド, 70,五十嵐, 1.5, 61, -11,   8,16,218.0, ⑯⑯
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15, 3,Ｂピエナアプロｰズ, 81,秋山真, 1.7, 62,  14, -19, 2,  5.9, ⑤⑥
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16, 4,Ｐタムロウイング, 65,菱田裕, 1.8, 61,  15, -21,14,182.4, ③⑤
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:60 ﾚｰｽﾍﾟｰｽ指数:+6 ﾚｰｽｱｶﾞﾘ指数:-9 馬場:良(指数:1),,,,,,,,,,,,ｸﾗｽ上位平均:59 ﾚｰｽﾍﾟｰｽ指数:-8 ﾚｰｽｱｶﾞﾘ指数:+6 馬場:良(指数:1),,,,,,,,,,,,ｸﾗｽ上位平均:70 ﾚｰｽﾍﾟｰｽ指数:+4 ﾚｰｽｱｶﾞﾘ指数:-12 馬場:良(指数:1),,,,,,,,,,,,ｸﾗｽ上位平均:79 ﾚｰｽﾍﾟｰｽ指数:+5 ﾚｰｽｱｶﾞﾘ指数:-2 馬場:良(指数:-3),,,,,,,,,,,
"単勝:790円 複勝:07=240円 06=320円 02=170円 枠連:1,480円",,,,,,,,,,,,単勝:200円 複勝:04=120円 02=200円 枠連:0円,,,,,,,,,,,,"単勝:280円 複勝:01=130円 13=1,140円 09=130円 枠連:1,500円",,,,,,,,,,,,"単勝:350円 複勝:15=160円 16=2,040円 09=340円 枠連:11,530円",,,,,,,,,,,
"馬連:3,430円 ワイド:06-07=1,120円 02-07=670円 02-06=840円",,,,,,,,,,,,馬連:500円 ワイド:02-04=210円 04-06=370円 02-06=400円,,,,,,,,,,,,"馬連:15,740円 ワイド:01-13=3,720円 01-09=170円 09-13=3,360円",,,,,,,,,,,,"馬連:13,880円 ワイド:15-16=4,310円 09-15=740円 09-16=11,270円",,,,,,,,,,,
"馬単:6,720円 3連複:5,470円 3連単:42,400円",,,,,,,,,,,,"馬単:760円 3連複:1,380円 3連単:3,930円",,,,,,,,,,,,"馬単:22,200円 3連複:9,030円 3連単:66,350円",,,,,,,,,,,,"馬単:22,260円 3連複:49,710円 3連単:214,880円",,,,,,,,,,,
■ 3R  芝2000m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:9,,,,,■ 6R  ダ1700m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:5,,,,,■ 9R  芝1800m 2 歳ｵｰﾌﾟﾝ(混) 別定,,,,,,,,,,,,■12R  芝2600m 3歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:10,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,ｺｽﾓｽ賞,,,,,,,,,,,,ﾀｲﾗﾝﾄﾞｶｯﾌﾟ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 5,Ｃコｰディリア, 64,小林徹,, 68,  -6,* 11, 5, 15.3,⑭⑬⑨, 1, 3,Ｈモンサンミｰティア, 55,宮崎北,, 62,*  3,* -3, 8, 20.2,①①①, 1, 2,Ａラウンドワｰルド, 72,岩田康,, 71,  -6,* 15, 1,  1.3,③③④, 1, 9,Ｃマイネルマｰク, 80,三浦皇,, 78,   6,* 11, 1,  2.7,⑩⑩⑦
 2, 2,Ｂスマｰトラファエル, 68,三浦皇, 0.1, 66,  -1,   2, 1,  1.9,⑨⑦⑤, 2, 1,Ｂセトノアイガｰ, 61,菱田裕, 0.5, 59,*  2,  -6, 3,  6.0,③⑥⑥, 2, 5,Ｂマイネルホウオウ, 56,三浦皇, 0.1, 69,  -6,* 13, 3,  6.5,④④②, 2, 5,Ｂククイナッツレイ, 81,岩田康, 0.1, 75,   8,   4, 2,  4.0,⑥③③
 3,10,Ｈサングヒｰロｰ, 61,池添謙, 0.3, 63,  -3,   1, 2,  4.8,⑩⑨③, 4, 9,Ｋデオヴォレンテ, 50,五十嵐, 0.7, 58,*  2,  -8, 7, 20.1,⑥⑤②, 3, 4,Ｃディｰエスタイド, 51,勝浦正, 0.5, 63,* -5,   6, 2,  6.1,②②①, 3, 7,Ｇタガノレイヨネ, 74,藤田伸, 0.2, 73,*  9,  -2, 5, 10.8,②②②
 4, 7,Ｊルミナスレッド, 59,宮崎北, 0.4, 61,*  0,  -8, 9, 31.2,③③①, 3,11,Ａガニオン, 66,三浦皇, 0.8, 58,   2,  -7, 4,  6.5,⑩⑨③, 4, 3, シルバｰストリｰク,---,岩橋勇, 0.6, 64,  -6,   8, 8,112.8,⑥⑤⑥, 4,13,Ｌパッシフロｰラ, 66,荻野琢, 0.4, 74,   7,*  8, 4,  9.0,⑬⑬⑫
 5, 4,Ａスカイトラベラｰ, 68,黛弘人, 0.4, 63,  -1,  -4, 6, 15.7,⑤⑤⑥, 5, 7,Ｆキタノハヤブサ, 56,柴山雄, 0.9, 55,   1,  -8,11, 50.9,⑧⑧⑦, 5, 1,Ｄチャｰチル, 43,横山典, 1.0, 55,* -5,  -3, 5, 42.4,①①③, 5,12,Ｄバンスタンウォルツ, 79,柴山雄, 0.4, 73,   8,   1, 6, 12.3,⑧⑤⑤
 6, 9,Ｋオｰスミムｰン, 58,菱田裕, 0.5, 61,  -3,  -2,15,299.2,⑥⑧⑩, 6,10,Ｅクリノビックリ, 59,荻野琢, 0.9, 60,   1,  -5, 9, 25.2,⑨⑩⑩, 6, 6, アウトジェネラル,---,佐々木, 1.1, 56,  -6,   0, 4, 13.6,⑤⑥⑤, 6,10,Ｎモネロ, 61,古川吉, 0.4, 73,   6,   4,13,124.2,⑨⑧⑥
 7, 8,Ｉカフェディｰン, 60,津村明, 0.6, 61,  -6,*  4,11, 43.0,⑮⑮⑫, 7,12,Ｉマイネルカブト, 52,丹内祐, 1.3, 55,  -1,  -5, 5, 10.6,⑬⑫⑫, 7, 8, コルチナ,---,井上俊, 1.7, 51,  -8,  -4, 6, 49.2,⑧⑦⑦, 7, 1,Ａアクアブルｰフライ, 85,勝浦正, 0.5, 74,   5,*  9, 3,  5.5,⑭⑭⑪
 8,11,Ｆスリリングレディ, 61,丸山元, 0.6, 61,  -3,  -3, 8, 29.2,⑪⑩④, 8, 5,Ｇハナゾノ, 55,丸山元, 1.4, 55,   0,  -9,10, 34.7,⑪⑪⑨, 8, 7, チェリｰサタｰン,---,五十嵐, 2.3, 43, -10, -10, 7, 93.1,⑦⑧⑧, 8, 4,Ｉダイワリュｰリン, 71,的場勇, 0.6, 71,*  9,  -5, 8, 27.2,③④④
 9, 3,Ｅイブニングスカイ, 63,秋山真, 0.6, 62,  -4,   1, 4, 13.1,⑬⑪⑧, 9, 6,Ｃドナメジャｰ, 61,池添謙, 1.6, 51,*  2, -16, 1,  2.8,④③④,,,,,,,,,,,,, 9, 6,Ｋヴァｰチュスタｰ, 68,松田大, 0.7, 70,* 11, -10,11, 72.1,①①①
10,13,Ｇスマイルキャッチャ, 61,横山和, 0.8, 59,  -6,   1,14,176.8,⑫⑭⑮,10, 4,Ｊヒナコ, 52,松田大, 1.8, 50,   1, -15,13,198.1,⑦⑦⑪,,,,,,,,,,,,,10,11,Ｍカレンレッドロック, 64,秋山真, 0.7, 71,   6,   2, 9, 45.1,⑪⑪⑨
11,16,Ｎハッピｰサイゴン, 46,横山典, 0.9, 57,  -6,  -2,10, 37.9,⑧⑫⑪,11,13,Ｄサチノバレンタイン, 59,藤田伸, 2.7, 46,*  2, -25, 2,  4.6,②②⑧,,,,,,,,,,,,,11,14,Ｅクリノメダリスト, 77,伊藤工, 1.1, 69,   7,  -2,10, 50.0,⑫⑫⑬
12, 6,Ｌクレバｰフウジン, 56,四位洋, 1.2, 55,  -1, -16, 3,  9.9,⑦⑥②,12, 8,Ｌマンボブリｰズ, 50,津村明, 2.9, 44,*  2, -27, 6, 16.8,⑤④⑤,,,,,,,,,,,,,12, 8,Ｈミッキｰリヒト, 72,丸田恭, 1.1, 65,   8,  -9,12, 75.6,④⑥⑧
13,15,Ｏハッピｰユｰゲント, 39,松田大, 1.3, 52,*  0, -20,13,130.6,②②⑦,13, 2,Ｍトｰセンキｰル, 34,黛弘人, 4.0, 36,  -4, -25,12,119.4,⑫⑬⑬,,,,,,,,,,,,,13, 2,Ｆアドマイヤネアルコ, 76,丸山元, 1.7, 63,   8, -16, 7, 22.7,⑤⑦⑩
14,12,Ｍアントゥワｰド, 48,古川吉, 1.3, 56,  -7,  -3,12, 87.2,⑯⑯⑬,,,,,,,,,,,,,,,,,,,,,,,,,14, 3,Ｊパリソワｰル, 70,津村明, 2.0, 59,   7, -19,14,166.9,⑦⑨⑭
15, 1,Ｄビップシャイン, 63,五十嵐, 1.3, 52,  -1, -18, 7, 17.9,④④⑭,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,14,Ｐヤマノリリｰ, 34,的場勇, 6.2, -5,*  1, -91,16,398.1,①①⑯,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:63 ﾚｰｽﾍﾟｰｽ指数:-1 ﾚｰｽｱｶﾞﾘ指数:+0 馬場:良(指数:-3),,,,,,,,,,,,ｸﾗｽ上位平均:62 ﾚｰｽﾍﾟｰｽ指数:+1 ﾚｰｽｱｶﾞﾘ指数:-8 馬場:良(指数:1),,,,,,,,,,,,ｸﾗｽ上位平均:66 ﾚｰｽﾍﾟｰｽ指数:-6 ﾚｰｽｱｶﾞﾘ指数:+5 馬場:良(指数:-3),,,,,,,,,,,,ｸﾗｽ上位平均:74 ﾚｰｽﾍﾟｰｽ指数:+1 ﾚｰｽｱｶﾞﾘ指数:-1 馬場:良(指数:-3),,,,,,,,,,,
"単勝:1,530円 複勝:05=300円 02=110円 10=140円 枠連:530円",,,,,,,,,,,,"単勝:2,020円 複勝:03=630円 01=190円 11=230円 枠連:9,840円",,,,,,,,,,,,単勝:130円 複勝:02=100円 05=130円 04=110円 枠連:0円,,,,,,,,,,,,単勝:270円 複勝:09=130円 05=150円 07=280円 枠連:580円,,,,,,,,,,,
"馬連:1,400円 ワイド:02-05=500円 05-10=1,010円 02-10=180円",,,,,,,,,,,,"馬連:8,090円 ワイド:01-03=1,850円 03-11=2,190円 01-11=580円",,,,,,,,,,,,馬連:290円 ワイド:02-05=130円 02-04=130円 04-05=190円,,,,,,,,,,,,馬連:640円 ワイド:05-09=260円 07-09=520円 05-07=820円,,,,,,,,,,,
"馬単:3,870円 3連複:1,590円 3連単:17,130円",,,,,,,,,,,,"馬単:16,340円 3連複:13,520円 3連単:92,020円",,,,,,,,,,,,馬単:340円 3連複:220円 3連単:620円,,,,,,,,,,,,"馬単:1,010円 3連複:1,920円 3連単:6,850円",,,,,,,,,,,
,※同着があったレｰスの払戻情報はスペｰスの関係上､同着分を省略しています｡,,,,,,,,,,,,,,,,,,,,,,,,※同着があったレｰスの払戻情報はスペｰスの関係上､同着分を省略しています｡,,,,,,,,,,,,,,,,,,,,,,
