12年10月20日 新潟,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,12年10月20日 新潟,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1800m 2 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-3,,,,,■ 4R  ダ1800m 3歳上500万(牝) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:0,,,,,■ 7R  芝2000m 3歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:4,,,,,■10R  芝2200m 3歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:4,,,,
13,15,Ｌカツトシクン, 37,西田雄, 3.6, 31,  -8, -27,15,306.3,⑫⑫⑫,,,,,,,,,,,,,13, 2,Ｉスマイルプライズ, 68,黛弘人, 3.6, 50,  13, -54,10, 36.4, ⑤⑤,13, 5,Ｇシゲルシャチョウ, 68,古川吉, 2.1, 59,   1,  -5,10, 56.5,⑭⑭⑭
14,13,Ｍアｰスワンスカイ, 37,藤懸貴, 5.4, 21,  -5, -49,14,236.5,⑦⑧⑧,,,,,,,,,,,,,14, 3,Ｎメイショウフロリナ, 52,山崎亮, 4.3, 46,  14, -68,14,179.4, ②③,14, 8,Ｎサリエンテ, 55,伊藤工, 2.6, 54,   4, -21,13, 92.2,⑨⑪⑬
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:57 ﾚｰｽﾍﾟｰｽ指数:-3 ﾚｰｽｱｶﾞﾘ指数:-14 馬場:稍重(指数:3),,,,,,,,,,,,ｸﾗｽ上位平均:70 ﾚｰｽﾍﾟｰｽ指数:+1 ﾚｰｽｱｶﾞﾘ指数:-15 馬場:稍重(指数:3),,,,,,,,,,,,ｸﾗｽ上位平均:73 ﾚｰｽﾍﾟｰｽ指数:+5 ﾚｰｽｱｶﾞﾘ指数:-9 馬場:良(指数:-2),,,,,,,,,,,,ｸﾗｽ上位平均:74 ﾚｰｽﾍﾟｰｽ指数:-0 ﾚｰｽｱｶﾞﾘ指数:-0 馬場:良(指数:-2),,,,,,,,,,,
"単勝:2,410円 複勝:12=390円 04=110円 14=200円 枠連:1,490円",,,,,,,,,,,,"単勝:570円 複勝:08=200円 07=500円 02=180円 枠連:4,030円",,,,,,,,,,,,"単勝:2,510円 複勝:11=600円 01=250円 08=340円 枠連:3,900円",,,,,,,,,,,,単勝:710円 複勝:09=190円 01=150円 03=380円 枠連:810円,,,,,,,,,,,
"馬連:1,780円 ワイド:04-12=690円 12-14=1,370円 04-14=310円",,,,,,,,,,,,"馬連:4,270円 ワイド:07-08=790円 02-08=300円 02-07=700円",,,,,,,,,,,,"馬連:6,120円 ワイド:01-11=2,590円 08-11=4,180円 01-08=1,270円",,,,,,,,,,,,"馬連:930円 ワイド:01-09=430円 03-09=1,440円 01-03=980円",,,,,,,,,,,
"馬単:6,370円 3連複:2,770円 3連単:24,470円",,,,,,,,,,,,"馬単:8,510円 3連複:3,290円 3連単:25,820円",,,,,,,,,,,,"馬単:16,380円 3連複:30,270円 3連単:203,100円",,,,,,,,,,,,"馬単:2,560円 3連複:5,310円 3連単:25,790円",,,,,,,,,,,
■ 2R  芝1600m 2 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-10,,,,,■ 5R  ダ1200m 3歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:0,,,,,■ 8R  ダ1200m 3歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:2,,,,,■11R  ダ1200m 3歳上1000万(混) ﾊﾝﾃﾞ,,,,,,,出走馬ﾚﾍﾞﾙ:-3,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,十日町特別,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,10,Ｆリュウツバメ, 36,西村太,, 46,* -8, -14, 8, 63.1, ①①, 1, 3,Ｄトｰセンプリモ, 69,大野拓,, 68,*  5,   2, 4, 10.0, ②③, 1,13,Ｉレディワシントン, 66,松山弘,, 74,* 13,   3,13, 65.4, ①①, 1,12,Ｆワｰルドエンド, 77,吉田隼,, 81,* 16,  10, 4,  8.6, ①①
 2, 3,Ｂスワンボｰト, 49,大野拓, 0.3, 44,*-10, -12, 1,  1.5, ③②, 2, 4,Ｆエアカｰネリアン, 67,松田大, 0.0, 68,   3,   4, 9, 23.1, ⑤⑤, 2,12,Ａオペラモｰヴ, 76,荻野要, 0.4, 70,* 12,   1, 1,  2.4, ③④, 2, 5,Ａカフェヒミコ, 84,中舘英, 0.7, 75,  12,   8, 1,  2.2, ⑤⑤
 3,13,Ａファンタジｰデイ, 53,菱田裕, 0.4, 45, -15,* -8, 4, 11.0, ⑥⑥, 3, 8,Ａジプシｰマイラブ, 71,吉田隼, 0.1, 67,*  7,   0, 1,  2.7, ①①, 3, 7,Ｃパライバトルマリン, 72,宮崎北, 0.8, 63,   7,   2, 6, 17.9, ⑦⑥, 3,15,Ｂキンショｰユウジャ, 82,古川吉, 1.0, 73,* 13,   4, 2,  5.4, ③③
 4, 2,Ｇトウカイルｰチェ, 33,松山弘, 0.6, 41, -15, -10, 2,  6.0, ⑧⑧, 4,14,Ｃエｰティｰショパン, 69,古川吉, 0.3, 66,  -3,*  8, 8, 16.4, ⑫⑫, 4,11,Ｎナリタキャッツアイ, 59,川島信, 1.0, 60,   2,*  4, 9, 32.6, ⑪⑩, 4, 9,Ｅディアアゲイン, 78,西田雄, 1.1, 72,  10,   7, 9, 46.9, ⑦⑦
 5, 9,Ｃスプリングシャトル, 43,津村明, 0.7, 43, -20,* -2, 3,  6.7, ⑫⑫, 5,11,Ｇテイエムチャンス, 66,荻野琢, 0.5, 65,*  5,  -2, 7, 13.8, ③②, 5,15,Ｂマスタｰエクレｰル, 74,吉田隼, 1.0, 63,* 12,  -5, 2,  3.0, ②②, 5,14,Ｃネオシｰサｰ, 79,川島信, 1.1, 72,  -2,* 18, 3,  8.0, ⑭⑫
 6, 1,Ｈメイショウキワミ, 33,古川吉, 0.9, 38, -13, -16, 6, 30.4, ⑤⑤, 6,15,Ｊシベリアンソアｰ, 65,丸田恭, 0.5, 64,   1,   3,10, 24.9, ⑩⑩, 6,10,Ｈポピュラｰストック, 67,大野拓, 1.0, 63,   9,  -2, 3,  8.6, ⑤⑤, 6, 1,Ｎトレノソルｰテ, 63,大庭和, 1.2, 71,   5,  10,11, 68.6, ⑨⑩
 7,12,Ｄキチ, 42,松田大, 0.9, 36,* -9, -24, 7, 32.1, ②③, 7, 7,Ｋケイエスキングオｰ, 64,松山弘, 0.6, 65,   0,   4, 5, 10.9, ⑨⑨, 7, 9,Ｌユｰディドイット, 61,津村明, 1.3, 60,   5,  -1,11, 40.9, ⑧⑧, 7, 7,Ｋシンビオシス, 72,宮崎北, 1.3, 70,   5,   9,10, 47.4, ⑩⑨
 8, 4,Ｊクリアビュｰ, 27,丸田恭, 1.1, 34, -14, -17, 5, 23.6, ⑦⑦, 8, 1,Ｂハナノシンノスケ, 69,水口優, 0.7, 62,  -5,*  6, 6, 11.5, ⑭⑭, 8, 8,Ｇアユミチャン, 67,大庭和, 1.4, 61,  11,  -7, 7, 23.5, ④③, 8,10,Ｌフロｰラルホｰル, 70,松田大, 1.6, 67,  11,   2, 7, 21.7, ⑥⑥
 9,11,Ｌコスモアリｰナ, 22,丹内祐, 1.5, 33, -16, -19, 9, 86.9, ⑪⑪, 9,12,Ｅエスペランサシチｰ, 68,津村明, 0.7, 63,   1,   0, 2,  4.7, ⑦⑧, 9, 6,Ｅテイエムシシオｰ, 69,柴山雄, 1.4, 56,   1,   2, 5, 17.6, ⑫⑫, 9,11,Ｈトレボｰネ, 76,丸田恭, 1.7, 66,   6,   5, 6, 12.0, ⑧⑧
10, 6,Ｍベニノオｰシャン, 16,柴山雄, 1.7, 29, -16, -22,13,345.6, ⑩⑩,10, 9,Ｌワイルドジョイ, 63,長岡禎, 0.7, 63,   2,  -1,14,141.0, ⑥⑦,10, 1,Ｄメイショウオハツ, 71,古川吉, 1.4, 54,  -5,*  8, 4, 14.8, ⑮⑮,10, 6,Ｉウォｰタｰサムデイ, 74,村田一, 1.7, 67,  12,  -1,13,118.0, ④④
11, 7,Ｉデルマハヤブサ, 29,水口優, 2.0, 24, -14, -30,11,142.4, ⑨⑨,11, 5,Ｍプリティｰマッハ, 63,西村太, 1.0, 58,  -5,   4,11, 37.3, ⑬⑬,11, 5,Ｍマルタカボｰイス, 60,菱田裕, 1.5, 56,   4,  -2,12, 63.3, ⑨⑨,11, 2,Ｇアキノモｰグル, 76,松山弘, 1.7, 66,  -6,* 16, 8, 22.7, ⑮⑮
12, 5,Ｅセトノウタヒメ, 37,中井裕, 2.0, 26, -20, -21,10, 92.9, ⑬⑬,12, 6,Ｈストｰンステｰジ, 65,中舘英, 1.0, 59,   2,  -4,12, 49.3, ⑧⑥,12, 3,Ｆバｰジニアキャット, 69,丸田恭, 2.0, 53,   7,  -9, 8, 29.7, ⑥⑦,12,13,Ｊトｰセンディケム, 73,黛弘人, 2.0, 63,   2,   6,14,135.3, ⑪⑪
13, 8,Ｋカシノソウル, 26,原田和, 3.2, 11, -13, -51,12,285.2, ④④,13, 2,Ｉシンボリルマン, 65,柴山雄, 1.1, 58,  -2,   0,13, 62.6, ⑪⑪,13, 4,Ｋペプチドタカラブネ, 65,中井裕, 2.0, 54,   3,  -5,14,104.6, ⑩⑪,13, 8,Ｍシセイハヤテ, 68,伊藤工, 2.3, 62,  -1,   7,12,114.3, ⑬⑭
,,,,,,,,,,,,14,10,Ｏプロジェクトブルｰ, 52,西田雄, 1.9, 51,  -6,  -4,15,237.4, ⑮⑮,14,14,Ｏホウショウキング, 47,菅原隆, 2.0, 51,  -1,  -2,15,241.4, ⑬⑬,14, 4,Ｄフリスコベイ, 78,田中博, 2.8, 57,* 14, -12, 5,  9.7, ②②
,,,,,,,,,,,,15,13,Ｎスズカベラミｰ, 55,上村洋, 2.6, 46,   4, -19, 3,  9.5, ④④,15, 2,Ｊアップタｰン, 65,村田一, 2.0, 50,  -4,   2,10, 33.8, ⑭⑭,15, 3,Ｏジｰガｰウイング, 61,西村太, 3.0, 53,  -2,   1,15,293.8, ⑫⑬
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:56 ﾚｰｽﾍﾟｰｽ指数:-7 ﾚｰｽｱｶﾞﾘ指数:-7 馬場:良(指数:-2),,,,,,,,,,,,ｸﾗｽ上位平均:72 ﾚｰｽﾍﾟｰｽ指数:-3 ﾚｰｽｱｶﾞﾘ指数:-3 馬場:稍重(指数:3),,,,,,,,,,,,ｸﾗｽ上位平均:72 ﾚｰｽﾍﾟｰｽ指数:+4 ﾚｰｽｱｶﾞﾘ指数:-5 馬場:良(指数:3),,,,,,,,,,,,ｸﾗｽ上位平均:80 ﾚｰｽﾍﾟｰｽ指数:+2 ﾚｰｽｱｶﾞﾘ指数:+1 馬場:良(指数:3),,,,,,,,,,,
"単勝:6,310円 複勝:10=720円 03=110円 13=230円 枠連:2,140円",,,,,,,,,,,,"単勝:1,000円 複勝:03=260円 04=550円 08=140円 枠連:6,460円",,,,,,,,,,,,"単勝:6,540円 複勝:13=620円 12=130円 07=420円 枠連:5,650円",,,,,,,,,,,,単勝:860円 複勝:12=200円 05=120円 15=160円 枠連:790円,,,,,,,,,,,
"馬連:2,320円 ワイド:03-10=710円 10-13=2,340円 03-13=330円",,,,,,,,,,,,"馬連:11,060円 ワイド:03-04=4,190円 03-08=390円 04-08=2,280円",,,,,,,,,,,,"馬連:4,970円 ワイド:12-13=960円 07-13=6,860円 07-12=750円",,,,,,,,,,,,"馬連:1,020円 ワイド:05-12=460円 12-15=760円 05-15=280円",,,,,,,,,,,
"馬単:6,900円 3連複:4,190円 3連単:47,960円",,,,,,,,,,,,"馬単:21,960円 3連複:15,220円 3連単:115,370円",,,,,,,,,,,,"馬単:10,550円 3連複:15,030円 3連単:140,470円",,,,,,,,,,,,"馬単:2,920円 3連複:1,530円 3連単:11,690円",,,,,,,,,,,
■ 3R  芝2000m 2 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:3,,,,,■ 6R  ダ1800m 3歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:3,,,,,■ 9R  芝1000m 3歳上500万(牝) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-5,,,,,■12R  芝1400m 3歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:5,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,寺泊特別,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 7,Ｂリアルマイスタｰ, 54,大野拓,, 58, -11,*  6, 2,  3.2,⑨⑨⑧, 1, 5,Ｇタマモルｰキｰ, 62,松山弘,, 67,   1,   4, 7, 12.4,④④③, 1, 9,Ｇニシノモレッタ, 64,中舘英,, 71,  -6,*  5, 7, 12.9,   , 1, 6,Ｅメイショウゲンブ, 72,川島信,, 77,* 11,   1, 2,  4.6, ①①
 2, 8,Ｇダイコウキ, 46,古川吉, 0.0, 52,* -5,  -7, 5, 16.5,①①①, 2, 2,Ｂハッピｰストｰリｰ, 75,藤懸貴, 0.0, 63,*  4,  -1, 2,  4.9,①①①, 2,14,Ｌジルコニア, 60,宮崎北, 0.0, 71,  -3,*  4, 8, 13.7,   , 2, 7,Ｆゴｰゲッタｰ, 72,松田大, 0.1, 75,*  9,   1, 6, 12.6, ②②
 3, 5,Ｋタガノバスタｰ, 19,松田大, 0.2, 52,  -8,  -6,10, 43.5,④④③, 3, 8,Ｃシンボリカンヌ, 73,大野拓, 0.0, 67,   1,*  6, 4,  5.2,⑥⑥⑦, 3, 7,Ａレディオブパｰシャ, 71,古川吉, 0.0, 70,  -2,*  2, 4,  8.0,   , 3,10,Ａタｰフェル, 80,荻野琢, 0.2, 75,  -3,* 17, 5,  9.7, ⑫⑫
 4,10,Ｉマイネルカミカゼ, 41,中井裕, 0.3, 56, -12,*  4, 9, 38.6,⑩⑩⑩, 4, 1,Ｆノッティングボｰイ, 66,丸田恭, 0.3, 64,   1,   4, 1,  3.1,⑤⑦⑥, 4,18,Ｅナムラビｰム, 66,西村太, 0.3, 65,*  5,  -6, 1,  3.7,   , 4,13,Ｂイントゥザブルｰ, 75,上村洋, 0.4, 71,   7,   1, 1,  2.8, ⑤⑤
 5, 2,Ｃサイモンパルフェ, 53,中舘英, 0.3, 54,  -9,  -3, 6, 16.9,⑥⑤⑤, 5, 9,Ｅステップアヘッド, 70,西村太, 0.3, 62,   0,   4, 5,  7.8,⑨⑤④, 5, 1,Ｃミスネバｰ, 67,中井裕, 0.4, 63,*  1,  -5,10, 23.7,   , 5, 5,Ｎヤマニンシバルリｰ, 63,丹内祐, 0.5, 71,   7,   0,17,110.3, ④④
 6, 1,Ｆセラミックアｰト, 48,丸田恭, 0.4, 47,  -8,  -9, 3,  6.0,③③④, 6, 3,Ａシャイニｰダンディ, 75,古川吉, 0.3, 66,  -1,*  7, 3,  5.0,⑧⑧⑨, 6,17,Ｄトルピドトウショウ, 66,村田一, 0.4, 64, -10,*  2, 5, 11.4,   , 6,11,Ｃラブグランデｰ, 74,西田雄, 0.5, 71,   5,   3, 3,  8.4, ⑧⑧
 7, 4,Ｅマイネルオｰドビｰ, 52,松山弘, 0.7, 47,  -9,  -8, 1,  2.8,⑤⑥⑥, 7, 6,Ｄレッドオブガバナｰ, 71,荻野琢, 0.4, 66,  -2,*  7, 6, 11.2,⑦⑨⑧, 7,10,Ｂクロンドロｰリエ, 69,西田雄, 0.5, 63,  -7,   0, 2,  5.8,   , 7, 3,Ｉミラクルピッチ, 69,宮崎北, 0.6, 70,*  8,  -2, 4,  9.4, ③③
 8, 3,Ｄブルｰバレット, 53,吉田隼, 0.7, 45,* -7, -14, 4,  6.7,②②②, 8, 7,Ｈハクユウシャンティ, 61,菱田裕, 1.0, 59,*  3,  -7, 9, 59.3,②②②, 8,12,Ｊトｰセンファｰスト, 63,丸田恭, 0.5, 60,*  2,  -7, 6, 12.4,   , 8, 2,Ｍバコパ, 64,中井裕, 0.6, 69,   5,   0,13, 65.8, ⑦⑦
 9, 9,Ｊヤマノドン, 36,荻野琢, 1.0, 46, -13,  -4,11,179.7,⑪⑪⑪, 9, 4,Ｉメイショウヘイハチ, 57,小林慎, 2.2, 51,   1, -15, 8, 53.7,③③⑤, 9, 6,Ｑレアプラチナ, 44,川島信, 0.7, 60, -14,   1,17,117.8,   , 9,12,Ｒグラントリノ, 61,村田一, 0.7, 71,  -9,* 18,16,109.4, ⑯⑯
10, 6,Ａマイネルバランシン, 57,丹内祐, 1.1, 44, -11, -11, 7, 17.1,⑦⑦⑨,,,,,,,,,,,,,10,15,Ｐメイショウアキシノ, 50,吉田隼, 0.9, 56, -18,   1,13, 62.1,   ,10,18,Ｄサｰストンサブリナ, 72,大野拓, 0.9, 66,   4,  -1,14, 68.8, ⑨⑨
11,11,Ｈミスズブライアンズ, 44,川島信, 1.3, 42, -11, -14, 8, 25.5,⑧⑧⑦,,,,,,,,,,,,,11,13,Ｋパイクスピｰク, 63,田中博, 1.0, 53,  -8,  -7,11, 23.9,   ,11, 1,Ｑサワヤカユウタ, 61,藤懸貴, 1.0, 66,   0,   3,10, 32.2, ⑩⑪
,,,,,,,,,,,,,,,,,,,,,,,,12,16,Ｍミススパイダｰ, 58,岩部純, 1.2, 50,  -7, -10,18,200.8,   ,12, 8,Ｇアマルフィタｰナ, 71,中舘英, 1.0, 67,  -6,  10, 7, 20.1, ⑭⑭
,,,,,,,,,,,,,,,,,,,,,,,,13,11,Ｈアイファｰコラソン, 63,松山弘, 1.2, 49,  -7, -10,16,106.8,   ,13, 4,Ｏデイジｰバロｰズ, 63,古川吉, 1.0, 66,  -6,  10,11, 37.0, ⑬⑬
,,,,,,,,,,,,,,,,,,,,,,,,14, 8,Ｏサトノヴィクトリア, 52,伊藤工, 1.5, 46,  -2, -18,15, 77.5,   ,14,16,Ｈロジフェロｰズ, 70,吉田隼, 1.1, 66, -10,* 16, 8, 21.1, ⑱⑱
,,,,,,,,,,,,,,,,,,,,,,,,15, 4,Ｉアラカメジョウ, 63,大野拓, 1.5, 45,  -6, -15, 9, 18.3,   ,15, 9,Ｊウインロザリｰ, 69,丸田恭, 1.3, 62,   2,  -2,12, 58.6, ⑪⑩
,,,,,,,,,,,,,,,,,,,,,,,,16, 3,Ｆゴｰルデンポケット, 65,平野優, 1.7, 42, -18, -10,12, 41.2,   ,16,17,Ｋアスタｰロｰズ, 67,松山弘, 1.4, 62,  -9,   9,18,224.3, ⑰⑰
,,,,,,,,,,,,,,,,,,,,,,,,17, 5,Ｒマジッククレスト, 37,藤懸貴, 1.8, 41,  -3, -21, 3,  7.0,   ,17,15,Ｌキボウダクリチャン, 66,田中博, 1.8, 57,  -6,   0,15, 90.2, ⑮⑮
,,,,,,,,,,,,,,,,,,,,,,,,18, 2,Ｎオウカランマン, 55,横山和, 1.9, 39,  -6, -21,14, 68.5,   ,18,14,Ｐペニｰウエイト, 62,津村明, 1.8, 54,   7, -17, 9, 28.7, ⑥⑥
ｸﾗｽ上位平均:56 ﾚｰｽﾍﾟｰｽ指数:-4 ﾚｰｽｱｶﾞﾘ指数:+0 馬場:良(指数:-2),,,,,,,,,,,,ｸﾗｽ上位平均:72 ﾚｰｽﾍﾟｰｽ指数:-5 ﾚｰｽｱｶﾞﾘ指数:-1 馬場:稍重(指数:3),,,,,,,,,,,,ｸﾗｽ上位平均:73 ﾚｰｽﾍﾟｰｽ指数:-7 ﾚｰｽｱｶﾞﾘ指数:-5 馬場:良(指数:-2),,,,,,,,,,,,ｸﾗｽ上位平均:74 ﾚｰｽﾍﾟｰｽ指数:-0 ﾚｰｽｱｶﾞﾘ指数:+2 馬場:良(指数:-2),,,,,,,,,,,
