12年 9月 8日 中山,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,12年 9月 8日 中山,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1800m 2 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:0,,,,,■ 4R  芝2880m 3歳上未勝利(混) 定量,,,,,,,,,,,,■ 7R  芝1200m 3歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:2,,,,,■10R  芝1600m 3歳上1000万(混) ﾊﾝﾃﾞ,,,,,,,出走馬ﾚﾍﾞﾙ:-1,,,,
ｸﾗｽ上位平均:57 ﾚｰｽﾍﾟｰｽ指数:-19 ﾚｰｽｱｶﾞﾘ指数:+10 馬場:稍重(指数:-3),,,,,,,,,,,,,,,,,,,,,,,,ｸﾗｽ上位平均:73 ﾚｰｽﾍﾟｰｽ指数:-1 ﾚｰｽｱｶﾞﾘ指数:-5 馬場:良(指数:-9),,,,,,,,,,,,ｸﾗｽ上位平均:79 ﾚｰｽﾍﾟｰｽ指数:-1 ﾚｰｽｱｶﾞﾘ指数:-9 馬場:良(指数:-9),,,,,,,,,,,
"単勝:2,800円 複勝:06=740円 08=270円 11=360円 枠連:3,390円",,,,,,,,,,,,"単勝:500円 複勝:07=200円 04=1,690円 06=290円 枠連:13,520円",,,,,,,,,,,,"単勝:540円 複勝:08=220円 02=180円 03=660円 枠連:1,020円",,,,,,,,,,,,"単勝:460円 複勝:12=180円 01=610円 13=540円 枠連:5,470円",,,,,,,,,,,
"馬連:6,770円 ワイド:06-08=1,850円 06-11=3,040円 08-11=1,280円",,,,,,,,,,,,"馬連:22,120円 ワイド:04-07=5,830円 06-07=880円 04-06=6,550円",,,,,,,,,,,,"馬連:1,150円 ワイド:02-08=580円 03-08=2,180円 02-03=1,450円",,,,,,,,,,,,"馬連:6,390円 ワイド:01-12=1,760円 12-13=1,350円 01-13=5,530円",,,,,,,,,,,
"馬単:19,750円 3連複:29,440円 3連単:252,760円",,,,,,,,,,,,"馬単:43,100円 3連複:55,880円 3連単:445,340円",,,,,,,,,,,,"馬単:2,950円 3連複:9,250円 3連単:37,480円",,,,,,,,,,,,"馬単:9,970円 3連複:26,230円 3連単:122,740円",,,,,,,,,,,
■ 2R  芝1600m 2 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:1,,,,,■ 5R  芝1200m 2 歳新馬 馬齢,,,,,,,,,,,,■ 8R  ダ1800m 3歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:4,,,,,■11R  芝2000m 3 歳ｵｰﾌﾟﾝ(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:4,,,,
,,,,,,,,,,,,,ﾒｲｸﾃﾞﾋﾞｭｰ中山,,,,,,,,,,,,,,,,,,,,,,,,紫苑ｽﾃｰｸｽ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 2,Ｂガチバトル, 51,田中勝,, 53,* -3,* -7, 2,  5.1,③③④, 1, 7, ワンダｰビリｰヴ,---,吉田隼,, 31, -20, -16, 5, 10.3, ⑤③, 1,12,Ｌアポロマｰベリック, 61,武豊  ,, 73,*  9,   8, 4, 10.5,①①①, 1, 5,Ｌパララサルｰ, 73,三浦皇,, 87,  -2,* 20, 1,  4.7,⑩⑩⑪
 2, 4,Ａサｰストンニュｰス, 52,柴田善, 0.0, 54,* -2,* -7, 1,  1.4,④④③, 2, 8, イムディｰナ,---,石橋脩, 0.2, 30, -26,*-13, 3,  4.7, ⑥⑥, 2, 2,Ｄシュガｰヒル, 73,北村宏, 0.1, 72,*  8,   9, 1,  1.7,③④②, 2, 1,Ａブリッジクライム, 84,大野拓, 0.1, 83,  -1,  15, 4,  6.7,⑨⑦⑦
 3, 5,Ｃスワンボｰト, 47,大野拓, 0.1, 51,  -4,* -7, 4, 14.7,⑧⑤⑥, 3,10, アキノハｰト,---,田辺裕, 0.4, 26, -18, -24, 4,  6.8, ④⑤, 3, 6,Ｋロｰジｰライト, 63,三浦皇, 0.1, 74,   5,* 15, 8, 29.8,⑧⑩⑨, 3,11,Ｍフレイムコｰド, 72,蛯名正, 0.3, 75,*  4,   1, 8, 18.7,②②②
 4, 8,Ｆコスモギガデイン, 45,丹内祐, 0.5, 48,*  0, -19, 8, 33.5,①①①, 4, 5, ミヤコラブロマンス,---,柴田大, 0.6, 27,*-12, -32, 6, 27.4, ②②, 4,13,Ｉインパルション, 66,宮崎北, 0.4, 70,*  9,   7,13,153.9,⑩⑤⑤, 4, 4,Ｇメイブリｰズ, 75,柴田善, 0.5, 82,  -3,* 17,13, 54.2,⑫⑫⑫
 5, 1,Ｌコスモフェイト, 12,柴田大, 0.6, 46,  -6, -12, 9, 86.7,⑦⑦⑤, 5, 3, サクラアルカンジュ,---,蛯名正, 0.7, 27, -34,*-12, 2,  3.7, ⑩⑧, 5,11,Ｃレイヴ, 74,蛯名正, 0.5, 71,   7,   8, 2,  5.2,⑨⑧⑦, 5,17,Ｈアイスフォｰリス, 74,松岡正, 0.5, 83,  -3,  15, 2,  5.4,⑬⑭⑩
 6, 9,Ｈバンテアイスレイ, 37,山崎亮, 0.9, 43,  -9, -10,10, 95.2,⑪⑪⑩, 6, 4, クレバｰジョｰイ,---,武豊  , 1.0, 20,*-11, -39, 1,  2.4, ①①, 6, 7,Ａシルクパルサｰ, 75,大野拓, 0.7, 68,*  9,   4, 3,  6.7,②②③, 6, 3,Ｃセプタｰドアイル, 78,吉田隼, 0.5, 75,*  4,   1,12, 46.1,③③③
 7, 6,Ｅタプロｰム, 45,嘉藤貴, 1.0, 41,  -4, -19, 3, 10.7,⑤⑥⑦, 7, 1, カシノラッキｰ,---,二本柳, 1.3, 15, -16, -38, 8, 64.2, ③④, 7, 5,Ｅディアフロイデ, 70,丸田恭, 1.0, 67,   8,   4, 7, 27.2,⑤⑥⑥, 7,16,Ｄダイワズｰム, 78,横山典, 0.6, 78,  -2,  11, 3,  5.9,⑪⑪⑨
 8, 7,Ｉディアキｰパｰ, 35,江田照, 1.1, 41, -11,  -8,12,167.7,⑫⑫⑪, 8, 6, シュヴァン,---,嘉藤貴, 1.5,  5, -32, -24, 7, 31.5, ⑧⑦, 8, 4,Ｊヤマニンメダイユ, 64,杉原誠, 1.1, 67,   6,   6, 6, 21.8,⑥⑨⑧, 8,10,Ｐパッシフロｰラ, 69,荻野琢, 0.6, 81,  -4,* 17,14, 55.6,⑰⑮⑮
 9,12,Ｇウインエスペランサ, 42,石橋脩, 1.4, 37,* -3, -29, 7, 28.5,②②②, 9, 2, カワキタフラッシュ,---,田中博, 2.0, -2, -32, -31,10, 97.2, ⑨⑨, 9,10,Ｂレッツゴｰマｰクン, 74,武士沢, 1.3, 69,   7,   5, 5, 18.5,⑫⑪⑪, 9, 8,Ｋオメガハｰトランド, 74,石橋脩, 0.6, 77,   1,   4, 7, 11.1,⑤⑥⑥
10,11,Ｄブラックジャック, 46,勝浦正, 1.4, 36,  -6, -23, 5, 21.4,⑥⑧⑨,10, 9, スタｰナイト,---,横山義, 2.3, -5, -28, -39, 9, 70.1, ⑦⑩,10, 9,Ｇマイネルハｰシェル, 69,丹内祐, 1.6, 63,   7,  -1,11, 96.8,⑦⑦⑩,10, 2,Ｆメイショウスザンナ, 76,武豊  , 0.6, 75,   2,   2, 6, 10.3,⑦④④
11, 3,Ｋシンパサイザｰ, 16,中舘英, 1.4, 37,  -7, -22, 6, 24.5,⑩⑨⑧,,,,,,,,,,,,,11, 3,Ｈバシリクス, 66,内田博, 1.7, 63,   4,   4, 9, 62.1,⑪⑫⑫,11,15,Ｂアナンジュパス, 83,北村宏, 0.8, 74,  -1,   5,10, 31.4,⑧⑨⑬
12,10,Ｊクｰルゾロ, 21,西村太, 2.8, 21,  -7, -41,11,125.6,⑨⑩⑫,,,,,,,,,,,,,12, 8,Ｍトｰセンリョウマ, 58,柴山雄, 2.0, 58,*  8,  -7,10, 78.1,④③④,12,13,Ｉベルエアメイダン, 74,和田竜, 0.8, 70,*  5,  -8,16,101.4,①①①
,,,,,,,,,,,,,,,,,,,,,,,,13, 1,Ｆリンクルリッジ, 69,丸山元, 2.5, 59,   4,  -1,12,113.4,⑬⑬⑬,13, 9,Ｊディオベルタ, 74,吉田豊, 0.9, 71,   2,  -2,11, 44.1,④⑤⑤
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14, 7,Ｎタｰフデライト, 71,田辺裕, 0.9, 72,  -1,   2, 9, 28.4,⑥⑧⑧
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,12,Ｅサンキュｰアスク, 77,後藤浩, 0.9, 75,  -4,  11, 5,  7.9,⑮⑬⑭
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,14,Ｑラクリモｰサ, 62,宮崎北, 1.1, 76,  -5,  11,17,216.3,⑯⑰⑯
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17, 6,Ｏアンアヴェンジド, 70,内田博, 1.2, 72,  -5,   8,15, 63.9,⑭⑯⑰
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:56 ﾚｰｽﾍﾟｰｽ指数:-1 ﾚｰｽｱｶﾞﾘ指数:-5 馬場:良(指数:-9),,,,,,,,,,,,ｸﾗｽ上位平均:54 ﾚｰｽﾍﾟｰｽ指数:-9 ﾚｰｽｱｶﾞﾘ指数:-11 馬場:良(指数:-9),,,,,,,,,,,,ｸﾗｽ上位平均:72 ﾚｰｽﾍﾟｰｽ指数:+2 ﾚｰｽｱｶﾞﾘ指数:+3 馬場:稍重(指数:-3),,,,,,,,,,,,ｸﾗｽ上位平均:74 ﾚｰｽﾍﾟｰｽ指数:-5 ﾚｰｽｱｶﾞﾘ指数:+4 馬場:良(指数:-9),,,,,,,,,,,
単勝:510円 複勝:02=130円 04=100円 05=210円 枠連:220円,,,,,,,,,,,,"単勝:1,030円 複勝:07=370円 08=230円 10=270円 枠連:2,000円",,,,,,,,,,,,"単勝:1,050円 複勝:12=280円 02=110円 06=400円 枠連:870円",,,,,,,,,,,,"単勝:470円 複勝:05=210円 01=250円 11=520円 枠連:1,120円",,,,,,,,,,,
馬連:210円 ワイド:02-04=140円 02-05=550円 04-05=310円,,,,,,,,,,,,"馬連:2,480円 ワイド:07-08=680円 07-10=840円 08-10=470円",,,,,,,,,,,,"馬連:850円 ワイド:02-12=410円 06-12=2,610円 02-06=740円",,,,,,,,,,,,"馬連:1,870円 ワイド:01-05=910円 05-11=2,100円 01-11=1,370円",,,,,,,,,,,
"馬単:850円 3連複:740円 3連単:4,390円",,,,,,,,,,,,"馬単:5,090円 3連複:3,990円 3連単:23,400円",,,,,,,,,,,,"馬単:2,370円 3連複:6,420円 3連単:35,380円",,,,,,,,,,,,"馬単:3,510円 3連複:10,690円 3連単:48,520円",,,,,,,,,,,
■ 3R  ダ1200m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-1,,,,,■ 6R  ダ1800m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:2,,,,,■ 9R  芝1800m 2 歳500万(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:0,,,,,■12R  ダ1200m 3歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-1,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,ｱｽﾀｰ賞,,,,,,,,,,,,,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 5,Ｂジョｰイ, 64,木幡初,, 64,*  2,*  4, 1,  2.4, ②②, 1, 8,Ｉドリｰムピｰス, 52,大野拓,, 64,   2,*  3, 8, 27.0,⑦⑥⑤, 1, 2,Ｅミヤジタイガ, 52,和田竜,, 70,   5,* -1, 4,  6.6,③④③, 1, 9,Ａゲンパチメジャｰ, 81,石橋脩,, 74,*  3,   7, 1,  1.7, ③③
 2, 7,Ｃアンアミュｰズド, 62,田中勝, 0.0, 63,  -3,*  9, 5,  8.4, ⑤⑤, 2, 6,Ｂマックスロノ, 63,内田博, 0.0, 65,   0,*  6, 2,  4.0,⑧⑨⑩, 2, 9,Ｃロｰドシュプリｰム, 56,蛯名正, 0.0, 66,* 12, -17, 1,  2.6,①①①, 2, 7,Ｋフランスギャル, 62,吉田豊, 0.4, 70, -11,* 16, 6, 21.0, ⑮⑮
 3, 3,Ｈケｰジｰコシヒカリ, 52,柴山雄, 0.9, 56,*  2,  -5, 7, 30.8, ①①, 3, 7,Ｇフェアリｰフロス, 57,中谷雄, 0.3, 67,   2,  -1, 6, 17.8,⑤⑤③, 3, 3,Ａセキショウ, 65,横山典, 0.3, 64,*  8, -13, 2,  3.0,②②②, 3, 2,Ｃキンショｰユウジャ, 76,勝浦正, 0.5, 70,*  4,   2, 2,  4.1, ②②
 4,10,Ｋツヴァイハンダｰ, 49,北村宏, 1.0, 54,*  0,  -4, 2,  4.9, ③④, 4,11,Ａウインアンブロシア, 63,石橋脩, 0.4, 62,*  3,  -4, 3,  4.5,②①①, 4, 6,Ｆピュアソルジャｰ, 52,吉田豊, 0.5, 65,   0,*  2, 7, 31.2,⑦⑧⑦, 4,15,Ｂジャイアン, 78,丸山元, 0.7, 68,  -4,*  8, 4, 11.0, ⑩⑪
 5, 9,Ｆメルティｰキス, 58,蛯名正, 1.2, 55,  -5,   0, 4,  6.0, ⑧⑥, 5, 1,Ｄオンワｰドモンタナ, 58,松岡正, 0.4, 62,  -1,*  4, 9, 54.2,⑯⑫⑦, 5, 4,Ｇコスモハヤブサ, 50,柴田大, 0.6, 64,   2,  -5, 5, 11.7,⑤⑤⑤, 5,10,Ｇデリケｰトアｰチ, 65,三浦皇, 1.0, 65,   2,   0, 5, 15.7, ④④
 6, 8,Ｊミサノハナユキ, 50,田辺裕, 1.2, 54,  -7,   3,14,220.8, ⑪⑧, 6,14,Ｆベルウッドホルン, 57,蛯名正, 0.8, 60,*  3,  -7, 1,  3.0,③②②, 6, 1,Ｄトｰセンレディ, 55,北村宏, 0.8, 61,   5, -13, 3,  6.2,④③④, 6,16,Ｄエスペランサシチｰ, 68,内田博, 1.2, 63,  -5,   4, 3,  8.8, ⑫⑦
 7, 4,Ｍハレｰ, 44,丸田恭, 1.2, 53,  -1,  -4, 9, 50.9, ④③, 7, 3,Ｋヴァリュｰビジョン, 51,長岡禎, 1.5, 54,   1,  -8,10, 63.9,④⑦⑥, 7, 5,Ｉテワヒポウナム, 35,嘉藤貴, 0.9, 61,   1,  -6, 9,267.7,⑥⑥⑥, 7, 8,Ｉレッツマンボウ, 63,嘉藤貴, 1.4, 62,   1,  -3,10,100.2, ⑥⑥
 8,16,Ｇトモヲエラババ, 54,菅原隆, 1.3, 52,  -4,  -2,10, 60.7, ⑦⑦, 8, 2,Ｃスプレッドイｰグル, 59,北村宏, 1.7, 53,  -1,  -6, 4,  5.5,⑫⑩⑨, 8, 7,Ｂトラスティｰ, 57,三浦皇, 0.9, 61,  -1,  -2, 6, 14.7,⑧⑦⑧, 8, 6,Ｌマヤノパシャ, 61,田辺裕, 1.4, 61,  -6,   3,15,211.1, ⑬⑬
 9, 2,Ｉディアコメット, 51,杉原誠, 1.6, 49, -12,   2, 8, 46.6, ⑭⑫, 9, 5,Ｊテンエイヒｰロｰ, 52,丸山元, 1.8, 57,  -3,  -1,14,197.7,⑮⑮⑭, 9, 8,Ｈナンヨｰケンゴｰ, 45,内田博, 3.0, 39,   0, -33, 8, 35.4,⑨⑨⑨, 9,11,Ｅジルコニア, 66,宮崎北, 1.4, 61,   2,  -5, 7, 46.7, ⑤⑤
10,13,Ｄグレイトマンボ, 59,西村太, 1.7, 47,  -6,  -4,11,105.2, ⑩⑩,10, 4,Ｅヒカルハナブタイ, 57,横山典, 2.0, 51,*  4, -17, 5, 16.1,⑩③④,,,,,,,,,,,,,10, 4,Ｆケイオｰクラウン, 66,大野拓, 1.5, 60,  -1,  -2, 8, 60.7, ⑦⑧
11,11,Ａベリベリハッピｰ, 71,横山典, 1.8, 48,  -6,  -5, 3,  5.5, ⑨⑨,11,13,Ｍトリックスタｰ, 50,宮崎北, 2.5, 49,  -2, -10,12,145.6,⑭⑬⑫,,,,,,,,,,,,,11, 1,Ｈグランドシャｰプ, 64,横山和, 1.5, 61,*  5,  -8,12,110.5, ①①
12,12,Ｅロｰレルヘｰシンク, 58,大庭和, 1.8, 49,  -8,  -3, 6, 22.4, ⑫⑬,12,12,Ｌシュクハイ, 51,梶晃啓, 3.2, 44,  -1, -20,15,276.8,⑨⑪⑬,,,,,,,,,,,,,12, 3,Ｍアｰドバｰク, 59,木幡初, 1.8, 57,  -5,  -1,14,194.0, ⑪⑨
13, 6,Ｎプリモアモｰレ, 40,武士沢, 2.1, 46, -15,   2,16,300.2, ⑮⑮,13,16,Ｎビジャリカ, 46,田中博, 3.5, 43,   1, -25,11, 72.4,⑥⑧⑪,,,,,,,,,,,,,13,13,Ｊスピｰディｰドｰタ, 63,杉原誠, 1.8, 57,  -2,  -5, 9, 64.1, ⑧⑩
14, 1,Ｐヒロノシラユキ, 26,丹内祐, 2.4, 43,  -9,  -7,15,266.3, ⑬⑭,14,10,Ｈスポｰツコｰト, 54,田辺裕, 3.8, 40,  -3, -20, 7, 22.9,⑬⑭⑮,,,,,,,,,,,,,14, 5,Ｎリョウラン, 51,村田一, 1.8, 57, -11,   4,11,107.1, ⑭⑭
15,14,Ｏサンシャインマイ, 29,勝浦正, 3.4, 34, -14, -10,12,174.0, ⑯⑯,15,15,Ｏテイエムアドニス, 41,横山和, 4.5, 36,  -4, -24,16,481.9,⑪⑯⑯,,,,,,,,,,,,,15,12,Ｏニコニコマｰク, 44,黛弘人, 1.9, 57,  -3,  -3,13,183.2, ⑨⑫
16,15,Ｌシルクセラフィム, 46,西田雄, 4.0, 29,  -4, -25,13,182.4, ⑥⑪,16, 9,Ｐルクｰル, 35,杉原誠, 5.3, 31,   2, -43,13,185.7,①④⑧,,,,,,,,,,,,,16,14,Ｐユキノソナタ, 34,嶋田純, 3.0, 46, -12,  -5,16,288.6, ⑯⑯
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:62 ﾚｰｽﾍﾟｰｽ指数:-4 ﾚｰｽｱｶﾞﾘ指数:+0 馬場:稍重(指数:-3),,,,,,,,,,,,ｸﾗｽ上位平均:62 ﾚｰｽﾍﾟｰｽ指数:+1 ﾚｰｽｱｶﾞﾘ指数:-3 馬場:稍重(指数:-3),,,,,,,,,,,,ｸﾗｽ上位平均:68 ﾚｰｽﾍﾟｰｽ指数:+4 ﾚｰｽｱｶﾞﾘ指数:-2 馬場:良(指数:-9),,,,,,,,,,,,ｸﾗｽ上位平均:72 ﾚｰｽﾍﾟｰｽ指数:-6 ﾚｰｽｱｶﾞﾘ指数:-2 馬場:稍重(指数:-3),,,,,,,,,,,
単勝:240円 複勝:05=120円 07=210円 03=510円 枠連:820円,,,,,,,,,,,,"単勝:2,700円 複勝:08=530円 06=230円 07=410円 枠連:2,530円",,,,,,,,,,,,単勝:660円 複勝:02=170円 09=120円 03=130円 枠連:720円,,,,,,,,,,,,"単勝:170円 複勝:09=110円 07=270円 02=140円 枠連:1,200円",,,,,,,,,,,
