15年 7月26日 函館,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,15年 7月26日 函館,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  芝1200m 2 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:6,,,,,■ 4R  芝2600m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:5,,,,,■ 7R  ダ1000m 3歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:1,,,,,■10R  芝2000m 3歳上1000万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:3,,,,
 9,13,Ｃデルマジロキチ, 51,丸山元, 1.4, 42,  -6, -18, 9, 44.0, ⑥⑥, 9, 5,Ｉテイエムソラトブ, 57,西村太, 1.1, 63,  -8,   3,15,167.0,⑯⑮⑦, 9, 4,Ｊブルｰモントレｰ, 63,黛弘人, 0.9, 60, -12,   6, 5, 16.1, ⑧⑦,,,,,,,,,,,,
10, 2,Ｋアヴァンデセｰル, 29,加藤祥, 1.6, 40, -18,  -9,13,272.9, ⑫⑪,10, 4,Ｅシゲルエイサｰ, 62,田中健, 1.7, 56,  -9,  -4, 7,  9.5,⑥⑫⑭,10,10,Ｉピサノナイトレイ, 63,三浦皇, 1.0, 59, -14,   7, 6, 18.1, ⑪⑫,,,,,,,,,,,,
11,11,Ｅドエライナｰ, 51,井上敏, 2.4, 29, -12, -26, 3,  7.0, ⑨⑫,11,13,Ｈルｰチェスプマンテ, 58,井上敏, 1.9, 49,  -7, -15,10, 48.5,③⑤⑧,11, 5,Ｌウｰマン, 40,加藤祥, 1.0, 59,  -8,   3,11,109.9, ⑦⑧,,,,,,,,,,,,
12, 4, カタオモイ,---,荻野琢, 2.7, 26,  -8, -34,12,244.0, ④④,12, 3,Ｎインディケｰション, 45,古川吉, 2.0, 51,  -8, -10,11, 62.6,⑫⑭⑬,12, 9,Ｋフレンチフェロｰ, 59,木幡初, 1.2, 58, -14,   6,12,155.1, ⑫⑩,,,,,,,,,,,,
13,12,Ｌコスモライフワｰク, 15,黛弘人, 2.8, 25, -21, -22,10,121.3, ⑬⑬,13, 8,Ｋトモノサンドラ, 55,池添謙, 2.1, 52, -10,  -7, 9, 47.4,⑮⑯⑮,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,14,12,Ｊバルタンセｰジ, 56,勝浦正, 3.1, 38,  -7, -32,12, 76.7,⑤⑥⑨,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,15,10,Ｏハッピｰキャップ, 41,加藤祥, 3.3, 38,* -5, -43,13,126.5,①①③,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,16,11,Ｐトｰホウアスティ, 35,藤岡康, 6.5,  5,  -8, -71,16,277.0,⑩⑬⑯,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:56 ﾚｰｽﾍﾟｰｽ指数:-5 ﾚｰｽｱｶﾞﾘ指数:-3 馬場:稍重(指数:7),,,,,,,,,,,,ｸﾗｽ上位平均:62 ﾚｰｽﾍﾟｰｽ指数:-5 ﾚｰｽｱｶﾞﾘ指数:+4 馬場:稍重(指数:7),,,,,,,,,,,,ｸﾗｽ上位平均:72 ﾚｰｽﾍﾟｰｽ指数:-11 ﾚｰｽｱｶﾞﾘ指数:+1 馬場:重(指数:-7),,,,,,,,,,,,ｸﾗｽ上位平均:79 ﾚｰｽﾍﾟｰｽ指数:-4 ﾚｰｽｱｶﾞﾘ指数:+3 馬場:稍重(指数:7),,,,,,,,,,,
"単勝:780円 複勝:08=170円 01=140円 10=110円 枠連:2,180円",,,,,,,,,,,,"単勝:450円 複勝:02=170円 15=210円 14=190円 枠連:1,070円",,,,,,,,,,,,単勝:360円 複勝:08=120円 02=110円 06=120円 枠連:480円,,,,,,,,,,,,単勝:360円 複勝:06=140円 03=180円 04=120円 枠連:0円,,,,,,,,,,,
"馬連:2,200円 ワイド:01-08=610円 08-10=330円 01-10=260円",,,,,,,,,,,,"馬連:1,280円 ワイド:02-15=510円 02-14=470円 14-15=570円",,,,,,,,,,,,馬連:510円 ワイド:02-08=220円 06-08=240円 02-06=180円,,,,,,,,,,,,"馬連:2,490円 ワイド:03-06=570円 04-06=250円 03-04=430円",,,,,,,,,,,
"馬単:4,880円 3連複:1,160円 3連単:12,660円",,,,,,,,,,,,"馬単:2,370円 3連複:2,140円 3連単:9,500円",,,,,,,,,,,,"馬単:1,040円 3連複:400円 3連単:2,400円",,,,,,,,,,,,"馬単:3,890円 3連複:1,560円 3連単:12,280円",,,,,,,,,,,
■ 2R  ダ1000m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:4,,,,,■ 5R  芝1800m 2 歳新馬(混) 馬齢,,,,,,,,,,,,■ 8R  芝1200m 3歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:4,,,,,■11R  芝1200m 2 歳ｵｰﾌﾟﾝ(国) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:3,,,,
,,,,,,,,,,,,,ﾒｲｸﾃﾞﾋﾞｭｰ函館,,,,,,,,,,,,,,,,,,,,,,,,函館2歳ｽﾃｰｸｽ ＧⅢ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 6,Ｃロックフォｰル, 59,松田大,, 60,  -7,*  3, 5,  6.9, ⑤③, 1,11, アフタｰダｰク,---,田中博,, 57,*-21,* 10, 4,  9.3,①①①, 1, 9,Ｂトゥルｰムｰン, 72,木幡初,, 72,*  9,  -1, 1,  3.4, ②②, 1, 9,Ｂブランボヌｰル, 67,岩田康,, 69,   5,*  6, 1,  3.2, ⑫⑦
 2, 3,Ｂヌンチェルラ, 61,勝浦正, 0.0, 60,* -2,  -1, 4,  6.1, ①①, 2, 4, ヴァンキッシュラン,---,岩田康, 0.5, 51,*-21,*  5, 1,  1.4,②②③, 2, 4,Ｇアルティマブラッド, 66,池添謙, 0.0, 72,   6,   1, 2,  4.2, ④④, 2,11,Ｇメジャｰタイフｰン, 55,三浦皇, 0.6, 61,   1,*  2, 3,  8.0, ⑬⑬
 3, 4,Ｈデピュｰトアゲン, 54,丹内祐, 0.2, 57,* -5,  -1,12,146.9, ②②, 3, 9, メイクサムノイズ,---,池添謙, 1.3, 40, -22,  -5, 2,  6.5,④④②, 3,11,Ｉサザンライツ, 65,三浦皇, 0.2, 70,   0,*  5, 5, 11.6, ⑩⑨, 3, 6,Ｈヒルダ, 52,柴山雄, 0.6, 64,  11,  -9,10, 25.2, ⑥⑥
 4, 7,Ｆモンサンナシｰラ, 57,三浦皇, 0.6, 53, -12,*  0, 3,  5.7, ⑨⑦, 4, 8, シゲルムツゴロウ,---,吉田隼, 1.9, 37, -26,  -5, 9, 91.8,⑦⑦⑦, 4, 2,Ｏメイショウアサツユ, 59,城戸義, 0.4, 67,* 10,  -7,11, 43.6, ①①, 4,15, タイニｰダンサｰ,---,桑村真, 0.8, 58,   2,  -2,12, 72.6, ⑭⑪
 5,10,Ａカルｰセルフリック, 63,岩田康, 0.7, 51,  -8,  -4, 1,  2.8, ⑥⑤, 5, 3, ブボナ,---,柴山雄, 2.2, 33, -26,  -9, 8, 51.7,⑨⑧⑧, 5, 8,Ｊデンコウウノ, 64,古川吉, 0.4, 67,  -3,*  5,10, 31.7, ⑭⑫, 5,12,Ｄマコトルｰメン, 62,横山典, 0.8, 57, -11,* 10, 6, 10.3, ⑯⑯
 6, 9,Ｋトゥｰランドット, 43,池添謙, 0.8, 51, -14,  -1, 7, 23.0, ⑪⑪, 6, 7, タイトルリｰフ,---,勝浦正, 2.2, 29,*-21, -19, 3,  7.5,③③④, 6, 1,Ｃスペチアｰレ, 67,岩田康, 0.4, 67,   6,  -4, 4,  7.3, ③③, 6, 3,Ｅラッキｰボックス, 59,藤岡康, 0.9, 61,  11, -12, 4,  9.0, ⑤⑤
 7,12,Ｊマジックベル, 49,田中健, 0.8, 51,  -6,  -6, 9, 38.7, ③④, 7, 2, カマラｰドミノル,---,三浦皇, 2.5, 27, -23, -19, 6, 32.4,⑧⑥⑥, 7, 5,Ａアミｰキティア, 74,丸田恭, 0.6, 64,  -2,   2, 3,  5.2, ⑪⑧, 7, 4,Ａメジェルダ, 68,四位洋, 0.9, 64,* 16, -16, 2,  5.7, ①①
 8, 8,Ｇヴェルトフリｰデン, 55,長岡禎, 0.9, 48, -14,  -2,11,100.3, ⑩⑩, 8,10, スプレンディｰド,---,丸山元, 2.6, 25, -23, -20, 5, 19.1,⑥⑤⑤, 8,16,Ｈエクスシア, 65,井上敏, 0.6, 65,  -1,   2,13, 57.1, ⑫⑮, 8, 1, ラプレシオｰサ,---,服部茂, 1.3, 53,   6, -13,11, 25.9, ⑨⑧
 9, 5,Ｉサンライズシｰズン, 54,藤田伸, 0.9, 50, -14,  -2, 8, 23.3, ⑧⑨, 9, 1, ナナエ,---,井上敏, 4.3, 10, -30, -29,11,138.2,⑤⑩⑩, 9,10,Ｋランパスキャット, 63,吉田隼, 0.7, 63,   4,  -5, 7, 24.9, ⑥⑦, 9, 2,Ｊコスモフレンチ, 48,丹内祐, 1.4, 53,  11, -19,13, 85.0, ④③
10,11,Ｅホッコｰビフレスト, 57,井上敏, 1.0, 48, -11,  -5, 6, 19.2, ⑦⑧,10, 5, ヤマニンボアソルチ,---,田中健, 9.2,-49, -29, ---, 7, 44.0,⑪⑨⑪,10, 6,Ｎサウンドタｰゲット, 61,松田大, 0.7, 64,   3,  -3,15, 75.2, ⑧⑥,10, 7, アルマククナ,---,勝浦正, 1.5, 52,   8, -16, 9, 24.4, ⑦⑨
11, 2,Ｄジニアスミノル, 59,藤岡康, 1.6, 43,  -9, -11, 2,  4.5, ④⑥,,,,,,,,,,,,,11,12,Ｆコスモマイルｰル, 66,丹内祐, 0.7, 63,  -5,*  4,12, 47.3, ⑮⑬,11, 5,Ｆドナルチア, 59,池添謙, 1.6, 55,* 15, -23, 7, 19.0, ②②
12, 1,Ｌアレグロン, 25,城戸義, 1.9, 38, -22,  -6,10, 86.3, ⑫⑫,,,,,,,,,,,,,12, 3,Ｄダノンロンシャン, 66,四位洋, 0.8, 62,  -9,*  7, 8, 29.2, ⑯⑯,12,16,Ｋコラッジョｰゾ, 46,松田大, 1.6, 48,  -2,  -9,15,149.0, ⑮⑭
,,,,,,,,,,,,,,,,,,,,,,,,13, 7,Ｅフィボナッチ, 66,柴山雄, 1.0, 59,  -3,  -2, 6, 14.7, ⑬⑭,13, 8, リンダリンダ,---,丸田恭, 1.7, 48,   5, -16, 8, 19.6, ⑩⑫
,,,,,,,,,,,,,,,,,,,,,,,,14,15,Ｍイワヌガハナ, 63,勝浦正, 1.2, 57,   1,  -9,14, 66.5, ⑨⑪,14,14,Ｃオデュッセウス, 62,吉田隼, 1.8, 50,* 14, -26, 5,  9.3, ③④
,,,,,,,,,,,,,,,,,,,,,,,,15,13,Ｐサフランスタｰ, 58,藤岡康, 1.4, 54,   6, -16, 9, 29.4, ⑤⑤,15,13, レディトリス,---,丸山元, 2.8, 36,   9, -34,14, 87.9, ⑧⑩
,,,,,,,,,,,,,,,,,,,,,,,,16,14,Ｌソリッドアクシス, 63,加藤祥, 1.6, 52,   4, -16,16,106.3, ⑦⑩,16,10,Ｉペイシャオトメ, 50,長岡禎, 4.3, 18,   5, -49,16,244.6, ⑪⑮
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:62 ﾚｰｽﾍﾟｰｽ指数:-9 ﾚｰｽｱｶﾞﾘ指数:-2 馬場:重(指数:-7),,,,,,,,,,,,ｸﾗｽ上位平均:54 ﾚｰｽﾍﾟｰｽ指数:-11 ﾚｰｽｱｶﾞﾘ指数:+4 馬場:稍重(指数:7),,,,,,,,,,,,ｸﾗｽ上位平均:73 ﾚｰｽﾍﾟｰｽ指数:-1 ﾚｰｽｱｶﾞﾘ指数:-3 馬場:稍重(指数:7),,,,,,,,,,,,ｸﾗｽ上位平均:70 ﾚｰｽﾍﾟｰｽ指数:+7 ﾚｰｽｱｶﾞﾘ指数:-5 馬場:稍重(指数:7),,,,,,,,,,,
"単勝:690円 複勝:06=200円 03=200円 04=1,940円 枠連:1,860円",,,,,,,,,,,,単勝:930円 複勝:11=160円 04=110円 09=140円 枠連:320円,,,,,,,,,,,,単勝:340円 複勝:09=140円 04=190円 11=260円 枠連:770円,,,,,,,,,,,,単勝:320円 複勝:09=150円 11=230円 06=440円 枠連:690円,,,,,,,,,,,
"馬連:2,130円 ワイド:03-06=740円 04-06=8,510円 03-04=8,070円",,,,,,,,,,,,馬連:600円 ワイド:04-11=250円 09-11=500円 04-09=190円,,,,,,,,,,,,"馬連:960円 ワイド:04-09=360円 09-11=630円 04-11=1,180円",,,,,,,,,,,,"馬連:1,390円 ワイド:09-11=600円 06-09=1,400円 06-11=2,060円",,,,,,,,,,,
"馬単:4,010円 3連複:51,350円 3連単:198,810円",,,,,,,,,,,,"馬単:2,010円 3連複:840円 3連単:8,470円",,,,,,,,,,,,"馬単:1,760円 3連複:3,540円 3連単:12,870円",,,,,,,,,,,,"馬単:2,210円 3連複:9,610円 3連単:34,290円",,,,,,,,,,,
■ 3R  ダ1700m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:8,,,,,■ 6R  ダ1700m 3歳上500万(牝) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:5,,,,,■ 9R  ダ1700m 3歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:5,,,,,■12R  芝1200m 3歳上1000万(混) ﾊﾝﾃﾞ,,,,,,,出走馬ﾚﾍﾞﾙ:0,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,潮騒特別,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,13,Ｉノワｰルギャルソン, 56,勝浦正,, 70,*  6,   1, 6, 20.2,⑩①①, 1, 2,Ｂハナズリベンジ, 78,丸田恭,, 72,  11,*  3, 3,  5.6,⑬⑤②, 1,11,Ｄミキノノボリリュウ, 72,城戸義,, 76,*  5,* 15, 5,  9.1,①①①, 1, 7,Ｆアンブリカル, 73,吉田隼,, 80,*  2,  10, 6,  9.5, ①①
 2,12,Ｃロｰレルウラノス, 63,柴山雄, 0.1, 67,*  4,   3, 2,  4.1,⑤②②, 2, 1,Ｄクイｰンズタｰフ, 76,加藤祥, 0.6, 69,  10,  -1, 1,  2.8,③⑥⑦, 2,12,Ａデモニオ, 79,岩田康, 0.5, 71,*  4,  11, 2,  4.3,②②②, 2, 8,Ｉホッコｰサラスタｰ, 70,池添謙, 0.5, 75,  -8,* 14, 7, 11.8, ⑪⑩
 3,10,Ｂエスティサプライズ, 64,嶋田純, 0.2, 70,   1,*  8, 4, 10.7,⑦⑦⑥, 3,12,Ｅファイトユアソング, 74,黛弘人, 0.7, 70,* 12,  -4, 4,  8.4,④②①, 3, 6,Ｇリｰゼントロック, 70,池添謙, 0.8, 71,*  3,  11, 4,  6.4,③③④, 3, 1,Ａオオタニジムチョウ, 76,四位洋, 0.6, 74,  -8,* 13, 3,  6.9, ⑩⑪
 4, 7,Ｄメイショウゲントク, 61,池添謙, 0.2, 70,   2,*  6, 5, 12.8,④⑤③, 4,11,Ｆバラブシュカ, 74,井上敏, 0.9, 68,   5,*  5, 9, 43.8,⑪⑬⑬, 4,13,Ｆコスモラヴモア, 70,丹内祐, 1.0, 68,   2,  11, 9, 51.5,⑦⑤⑤, 4, 9,Ｄニホンピロアンバｰ, 75,柴山雄, 0.6, 73,*  1,   4, 1,  3.8, ②②
 5, 2,Ｆガンクラブチェック, 58,三浦皇, 1.2, 64,  -3,*  6, 9, 34.6,⑪⑩⑩, 5,10,Ｇクロカミノオトメ, 70,城戸義, 1.0, 68,   8,  -1,13,112.4,⑧⑩⑨, 5, 7,Ｃセルメｰル, 74,横山典, 1.0, 66,   2,  11, 1,  2.7,④④③, 5, 3,Ｃマイネルエスパス, 75,丹内祐, 0.6, 71,  -2,   6, 2,  4.1, ③③
 6, 1,Ａモｰグリ, 65,岩田康, 2.0, 55,   0,  -8, 1,  1.9,③⑥⑤, 6, 9,Ｉフォロｰガｰネット, 68,吉田隼, 1.1, 66,   7,   1,10, 58.5,⑫⑫⑫, 6, 2,Ｂパッシングブリｰズ, 74,四位洋, 1.1, 71,   1,  12, 3,  4.9,⑪⑦⑦, 6,10,Ｊカディｰシャ, 70,井上敏, 0.7, 71,  -3,   7,12, 72.0, ⑤⑤
 7, 8,Ｈカゼノドリｰム, 57,松田大, 2.1, 57,  -6,   3,11, 51.2,⑫⑫⑪, 7,13,Ａヴィｰタアレグリア, 79,勝浦正, 1.1, 66,  10,  -6, 2,  3.3,⑥⑦⑥, 7, 9,Ｉビスカリア, 68,加藤祥, 1.3, 67,   1,  10,10, 67.2,⑥⑥⑥, 7,12,Ｈフリｰアズアバｰド, 71,西村太, 0.7, 72,  -5,   9, 8, 16.9, ⑨⑧
 8, 9,Ｋアポロセイバｰ, 51,丹内祐, 2.9, 49,  -1, -12,12, 73.1,⑧⑨⑧, 8, 4,Ｍマダムウルル, 59,藤岡康, 1.3, 65,   8,  -2,11, 86.2,⑨⑪⑪, 8,10,Ｅセフティｰエムアイ, 71,小林徹, 1.6, 64,   2,   8, 8, 35.5,⑩⑧⑧, 8, 6,Ｂレッドシャンクス, 76,杉原誠, 0.9, 68,  -5,   7, 5,  7.6, ⑧⑦
 9, 4,Ｌメイショウアルパ, 46,吉田隼, 2.9, 48,*  3, -20, 7, 21.8,①③④, 9, 8,Ｋガラドリエル, 66,荻野琢, 1.3, 64,   9,  -5, 6, 18.8,⑤⑧⑧, 9, 5,Ｊヒルノマレット, 67,田中健, 1.7, 65,  -1,  10, 6, 18.0,⑨⑪⑩, 9,11,Ｅアドマイヤビジン, 73,岩田康, 1.1, 66,  -3,   2, 4,  7.1, ⑥⑥
10,11,Ｇネオアルカディア, 58,加藤祥, 3.2, 47,   0, -18, 3,  9.4,⑥⑧⑨,10, 3,Ｈジンダバイン, 69,藤田伸, 1.3, 64,  11,  -9, 8, 24.8,②④⑤,10, 1,Ｌマラケシュ, 60,丸田恭, 1.8, 62,  -1,  10,12,130.6,⑬⑬⑫,10,13,Ｋウエスタンソｰレ, 68,勝浦正, 1.1, 66,*  0,  -1,10, 49.6, ④④
11, 6,Ｊタツゴウゲキ, 54,藤岡康, 3.2, 47,   1, -20,10, 42.5,②④⑦,11, 5,Ｃオｰルオブナイト, 76,岩田康, 1.7, 62,* 12, -12, 5, 10.5,⑩③③,11, 8,Ｋメイショウトキムネ, 67,古川吉, 2.2, 60,   0,   6, 7, 26.8,⑫⑫⑨,11, 4,Ｌチェリｰペトルズ, 67,丸田恭, 1.2, 65, -11,   8,11, 53.1, ⑫⑫
12, 5,Ｍキアロディソｰレ, 41,井上敏, 4.4, 40,  -6, -17,13,236.2,⑨⑪⑫,12, 6,Ｊメテオレイン, 68,松田大, 1.7, 62,   8,  -7,12, 89.3,⑦⑨⑩,12, 3,Ｈブルｰガｰディアン, 69,吉田隼, 2.6, 57,   0,   1,13,145.0,⑧⑩⑪,12, 5,Ｇジョｰジジョｰジ, 71,古川吉, 1.2, 67, -16,* 13, 9, 48.2, ⑬⑬
,,,,,,,,,,,,13, 7,Ｌバイレ, 59,三浦皇, 3.3, 51,* 12, -27, 7, 24.7,①①④,13, 4,Ｍオンユアマｰク, 58,勝浦正, 4.5, 44,   0, -15,11, 68.7,⑤⑨⑬,13, 2,Ｍナイトジャスミン, 59,荻野琢, 1.2, 65,  -5,   3,13, 78.2, ⑦⑨
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:62 ﾚｰｽﾍﾟｰｽ指数:+1 ﾚｰｽｱｶﾞﾘ指数:+3 馬場:重(指数:-7),,,,,,,,,,,,ｸﾗｽ上位平均:70 ﾚｰｽﾍﾟｰｽ指数:+5 ﾚｰｽｱｶﾞﾘ指数:-7 馬場:重(指数:-7),,,,,,,,,,,,ｸﾗｽ上位平均:72 ﾚｰｽﾍﾟｰｽ指数:-5 ﾚｰｽｱｶﾞﾘ指数:+5 馬場:重(指数:-7),,,,,,,,,,,,ｸﾗｽ上位平均:79 ﾚｰｽﾍﾟｰｽ指数:-8 ﾚｰｽｱｶﾞﾘ指数:+2 馬場:稍重(指数:7),,,,,,,,,,,
"単勝:2,020円 複勝:13=590円 12=230円 10=330円 枠連:3,340円",,,,,,,,,,,,"単勝:560円 複勝:02=180円 01=130円 12=200円 枠連:1,040円",,,,,,,,,,,,"単勝:910円 複勝:11=250円 12=160円 06=210円 枠連:1,360円",,,,,,,,,,,,単勝:950円 複勝:07=280円 08=380円 01=210円 枠連:600円,,,,,,,,,,,
"馬連:3,330円 ワイド:12-13=1,130円 10-13=2,420円 10-12=520円",,,,,,,,,,,,"馬連:1,000円 ワイド:01-02=390円 02-12=940円 01-12=530円",,,,,,,,,,,,"馬連:1,690円 ワイド:11-12=670円 06-11=890円 06-12=570円",,,,,,,,,,,,"馬連:5,150円 ワイド:07-08=1,490円 01-07=1,360円 01-08=1,700円",,,,,,,,,,,
