15年 3月15日 中京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,15年 3月15日 中京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1800m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:7,,,,,■ 4R  芝3000m 4歳上未勝利(混) 定量,,,,,,,,,,,,■ 7R  ダ1800m 4歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-2,,,,,■10R  ダ1400m 3 歳ｵｰﾌﾟﾝ(混) 別定,,,,,,,出走馬ﾚﾍﾞﾙ:-2,,,,
 9, 8,Ｋロウアンドロウ, 47,松田大, 1.0, 51,  -9,  -1,10, 84.1,⑪⑫⑫, 9, 3, ミヤジエムジェイ,,小坂忠,203.1,,,, 1,  3.1,③④⑤, 9, 5,Ｊツァｰリ, 56,川須栄, 4.3, 48,*  5, -27,10, 84.0,②②②, 9, 9,Ｉヒラボククラウン, 67,松田大, 1.6, 65,   9,  -3,10, 36.6, ⑤⑥
10, 7,Ｊバイオレットフィズ, 48,田中博, 1.2, 50,  -8,  -3,15,251.6,⑩⑬⑬,10, 6, グレイトハスラｰ,,植野貴,203.2,,,, 9, 24.6,⑫⑪⑨,10, 2,Ｋハクサン,-75,石神深, 5.9, 40,  -7, -17, 9, 69.2,⑪⑪⑪,10, 2,Ｈタイセイラビッシュ, 69,川須栄, 1.7, 64,   8,  -4, 9, 34.1, ⑥⑤
11,13,Ｆウインエアフォｰス, 56,バルジ, 1.5, 46,  -6, -10, 1,  3.9,⑧⑨⑨,11,13, トｰセンロｰツェ,,小野寺,203.2,,,,12,121.8,⑪⑭⑭,,,,,,,,,,,,,11, 6,Ｆワンダフルラスタｰ, 71,藤岡康, 2.3, 58,  10, -12, 8, 30.2, ③③
12, 2,Ｏステイバｰニング, 39,国分恭, 1.7, 45,* -4, -15, 7, 20.5,①①①,12,14, グンシン,,草野太,204.1,,,,11,102.7,⑬⑬⑫,,,,,,,,,,,,,12, 7,Ｋクリノヤクマン, 61,丸山元, 3.9, 46,   7, -21,12,246.7, ⑩⑩
13,11,Ｌサノタイクｰン, 46,丸山元, 1.9, 43,* -5, -15,11, 95.3,⑦⑤⑥,13, 5, トキノアイチヨ,,江田勇,205.2,,,,13,123.8,⑨⑩⑩,,,,,,,,,,,,,,,,,,,,,,,,
14, 5,Ｇモズミステイク, 56,城戸義, 1.9, 44,* -5, -15, 9, 69.6,④④⑤,14, 4, アイビｰフォｰルド,,金子光,206.5,,,,10, 40.7,⑩⑫⑬,,,,,,,,,,,,,,,,,,,,,,,,
15, 6,Ｉグッドウィｰク, 48,川須栄, 3.6, 34,  -8, -24,14,227.7,⑮⑭⑮,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:61 ﾚｰｽﾍﾟｰｽ指数:-8 ﾚｰｽｱｶﾞﾘ指数:-1 馬場:良(指数:1),,,,,,,,,,,,,,,,,,,,,,,,ｸﾗｽ上位平均:72 ﾚｰｽﾍﾟｰｽ指数:-2 ﾚｰｽｱｶﾞﾘ指数:-1 馬場:良(指数:1),,,,,,,,,,,,ｸﾗｽ上位平均:76 ﾚｰｽﾍﾟｰｽ指数:-1 ﾚｰｽｱｶﾞﾘ指数:-5 馬場:良(指数:1),,,,,,,,,,,
単勝:480円 複勝:03=150円 09=130円 12=150円 枠連:820円,,,,,,,,,,,,"単勝:560円 複勝:09=220円 07=2,300円 08=210円 枠連:1,190円",,,,,,,,,,,,単勝:270円 複勝:07=120円 08=150円 10=220円 枠連:400円,,,,,,,,,,,,"単勝:340円 複勝:08=160円 03=280円 10=300円 枠連:2,160円",,,,,,,,,,,
"馬連:1,020円 ワイド:03-09=360円 03-12=460円 09-12=340円",,,,,,,,,,,,"馬連:27,630円 ワイド:07-09=7,140円 08-09=670円 07-08=6,860円",,,,,,,,,,,,馬連:550円 ワイド:07-08=230円 07-10=410円 08-10=570円,,,,,,,,,,,,"馬連:2,450円 ワイド:03-08=510円 08-10=570円 03-10=1,100円",,,,,,,,,,,
"馬単:1,880円 3連複:1,360円 3連単:7,090円",,,,,,,,,,,,"馬単:32,980円 3連複:34,640円 3連単:230,810円",,,,,,,,,,,,"馬単:890円 3連複:1,390円 3連単:5,140円",,,,,,,,,,,,"馬単:3,370円 3連複:5,350円 3連単:24,780円",,,,,,,,,,,
■ 2R  ダ1400m 3 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:2,,,,,■ 5R  芝3000m 4歳上未勝利 定量,,,,,,,,,,,,■ 8R  ダ1200m 4歳上500万(牝) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:1,,,,,■11R  芝1200m 4歳上1600万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-2,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ﾄﾘﾄﾝｽﾃｰｸｽ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,12,Ａビｰチパラソル, 67,浜中俊,, 54,  -3,*  1, 1,  1.6, ⑧⑧, 1, 1, タイタン,,植野貴,,,,, 1,  2.3,④②②, 1, 3,Ａスタｰペスユウコ, 73,水口優,, 68,   2,*  5, 1,  2.7, ⑦⑦, 1,17,Ｃレッドファルクス, 81,勝浦正,, 76, -12,* 14, 2,  5.2, ⑬⑬
 2, 5,Ｂリリｰグランツ, 61,バルジ, 0.1, 54,  -2,  -1, 2,  4.2, ⑤⑤, 2, 9, ミヤビリファイン,,山本康,198.8,,,, 5,  9.2,①①①, 2, 9,Ｃテイエムリヴィエラ, 70,池添謙, 0.0, 66,  -3,* 11, 5,  8.4, ⑫⑫, 2,12,Ｌエポワス, 75,杉原誠, 0.1, 75, -14,* 14, 9, 20.2, ⑯⑭
 3, 8,Ｊケンブリッジアロｰ, 46,小崎綾, 0.2, 53,  -3,  -1, 7, 29.7, ⑦⑦, 3,10, レッドフォルツァ,,五十嵐,200.3,,,, 2,  4.7,⑧⑧⑧, 3, 2,Ｂピクニックソング, 73,小坂忠, 0.1, 68,   5,   2, 4,  6.9, ④③, 3,15,Ｂアットウィル, 82,バルジ, 0.1, 71,* -3,   3, 1,  3.5, ③②
 4,13,Ｍノｰブルソニック, 36,松田大, 0.3, 51,  -8,*  4, 4, 15.2, ⑭⑬, 4,13, アラビアンドラゴン,,平沢健,200.3,,,,12,113.2,⑥⑥⑥, 4, 7,Ｅシゲルミマサカ, 69,義英真, 0.3, 66,*  8,  -3, 7, 19.1, ②②, 4, 5,Ｄヤマノレオ, 80,秋山真, 0.2, 70,  -7,   6, 8, 17.8, ⑤④
 5,11,Ｃアスタキサンチン, 58,川須栄, 0.4, 53,* -1,  -5, 3,  8.7, ④③, 5, 5, メイショウアラワシ,,森一馬,201.6,,,, 7, 16.5,⑦⑦⑦, 5, 5,Ｄアブニｰル, 69,熊沢重, 0.5, 64,   1,   2, 6, 17.9, ⑨⑩, 5, 1,Ｉルミナスウイング, 77,松岡正, 0.2, 72, -10,   8, 6, 14.0, ⑪⑩
 6,10,Ｆクレアｰフォンテン, 54,吉田隼, 1.0, 45,  -3,  -7,14,190.0, ⑨⑨, 6, 6, トウケイゴｰルド,,黒岩悠,202.3,,,, 4,  7.7,③④③, 6,15,Ｈレッドレイチェル, 66,勝浦正, 0.6, 62,   0,   2, 2,  4.2, ⑩⑨, 6,10,Ｒクｰファナイン, 62,松若風, 0.4, 67,* -1,  -3,13, 81.4, ①①
 7, 1,Ｅメイショウユウヒ, 56,勝浦正, 1.1, 46,*  0, -13, 5, 15.5, ①①, 7, 4, オベレック,,高野和,202.8,,,,10, 59.1,⑨⑨⑨, 7,11,Ｍスリｰキャピトル, 55,原田和, 0.7, 61,   2,  -1,11, 65.2, ⑧⑧, 7,14,Ａインスペｰド, 84,吉田隼, 0.4, 70, -16,* 12, 3,  5.9, ⑰⑰
 8,14,Ｄツキノアカリ, 57,水口優, 1.3, 44,  -2, -11,15,192.0, ⑥⑥, 8,14, ミラクルルｰマｰ,,西谷誠,202.9,,,, 3,  7.5,②③④, 8, 6,Ｇレディｰ, 67,田中健, 0.7, 63,   4,  -2, 3,  6.8, ⑥⑥, 8, 9,Ｇバｰトラムガｰデン, 78,津村明, 0.5, 67,  -8,   4,15, 88.3, ⑨⑦
 9, 9,Ｏラファｰガ, 21,井上敏, 1.6, 41,  -9,  -6,13,175.3, ⑮⑮, 9, 7, レッドヴィｰヴォ,,上野翔,203.5,,,,13,115.4,⑪⑪⑪, 9,12,Ｊナリタメロディ, 60,鮫島克, 0.7, 64,*  8,  -7,13,124.7, ①①, 9, 2,Ｋヤマニンプチガトｰ, 77,竹之下, 0.5, 67, -11,   6, 4,  7.8, ⑧⑪
10, 7,Ｇレアリゼ, 54,池添謙, 1.7, 40,  -6, -10, 6, 23.0, ⑬⑫,10, 8, カゼニタツライオン,,小坂忠,203.6,,,, 9, 43.5,⑤⑤⑤,10, 4,Ｉファンファｰレ, 64,津村明, 1.2, 57,   4,  -7, 8, 28.0, ⑤⑤,10, 3,Ｆシンジュボシ, 79,丸山元, 0.5, 66,  -9,   3, 5,  9.6, ④⑥
11, 4,Ｋシャトｰブリアン, 45,津村明, 1.8, 40,  -5, -12,10, 77.7, ⑩⑩,11, 3, スズカルｰセント,,北沢伸,203.8,,,, 6, 12.4,⑫⑩⑩,11,14,Ｆショウナンランパダ, 68,藤岡康, 1.3, 52, -13,*  8, 9, 30.6, ⑮⑮,11, 4,Ｅシャトルアップ, 79,小崎綾, 0.6, 64,* -5,  -2,11, 45.9, ②③
12, 2,Ｌバニラマカロン, 44,松若風, 1.9, 40,* -1, -19, 8, 50.8, ②②,12,11, シンボリボルドｰ,,浜野谷,204.5,,,, 8, 29.0,⑬⑫⑫,12,13,Ｋサクラフェリｰス, 59,国分恭, 1.7, 54,*  7, -15,10, 40.7, ③④,12,18,Ｊスピｰクソフトリｰ, 77,松田大, 0.7, 66, -15,   7, 7, 14.4, ⑭⑮
13,16,Ｉマニワプリンセス, 46,古川吉, 2.1, 38,  -5, -15,11, 94.4, ⑪⑪,13, 2, コｰリンヴァレロ,,金子光,215.0,,,,11,111.4,⑩⑬⑬,13,10,Ｏペイシャンスゼｰタ, 52,伴啓太, 1.8, 49, -10,   1,14,195.5, ⑭⑭,13, 7,Ｏサザンブレイズ, 70,高倉稜, 0.8, 63,  -6,  -3,18,193.7, ⑥⑤
14, 6,Ｈスズカオパｰル, 51,藤岡康, 2.7, 32,  -2, -24, 9, 58.2, ③④,14,12, アイケｰゴｰウィン,,小野寺,222.2,,,,14,311.8,⑭⑭⑭,14, 8,Ｎドリｰムノｰト, 52,西田雄, 2.8, 43,  -5, -12,12,115.7, ⑬⑬,14,11,Ｍオレニホレルナヨ, 73,古川吉, 0.9, 61,  -9,  -2,12, 50.5, ⑩⑨
15,15,Ｎオｰパンバル, 34,鮫島克, 3.6, 25,  -6, -28,16,192.8, ⑫⑭,,,,,,,,,,,,,15, 1,Ｌカシノラピス, 56,竹之下, 2.8, 43,  -1, -16,15,341.3, ⑪⑪,15, 8,Ｈトキノゲンジ, 77,川須栄, 0.9, 64, -20,  10,10, 25.8, ⑱⑱
16, 3, マルヨカルボマキ,---,熊沢重, 4.3, 23, -31,  -2,12,119.5, ⑯⑯,,,,,,,,,,,,,,,,,,,,,,,,,16,13,Ｎジョｰオリオン, 73,丹内祐, 1.0, 60, -11,   0,14, 87.7, ⑫⑫
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17, 6,Ｐイエスイットイズ, 70,黛弘人, 1.9, 49, -17,  -7,16,145.0, ⑮⑯
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,16,Ｑクリスワｰルド, 65,国分恭, 3.0, 34,  -9, -29,17,184.9, ⑦⑧
ｸﾗｽ上位平均:60 ﾚｰｽﾍﾟｰｽ指数:-4 ﾚｰｽｱｶﾞﾘ指数:-4 馬場:良(指数:1),,,,,,,,,,,,,,,,,,,,,,,,ｸﾗｽ上位平均:69 ﾚｰｽﾍﾟｰｽ指数:-1 ﾚｰｽｱｶﾞﾘ指数:-2 馬場:良(指数:1),,,,,,,,,,,,ｸﾗｽ上位平均:82 ﾚｰｽﾍﾟｰｽ指数:-14 ﾚｰｽｱｶﾞﾘ指数:-1 馬場:良(指数:7),,,,,,,,,,,
単勝:160円 複勝:12=110円 05=130円 08=350円 枠連:240円,,,,,,,,,,,,単勝:230円 複勝:01=130円 09=210円 10=140円 枠連:430円,,,,,,,,,,,,単勝:270円 複勝:03=130円 09=250円 02=230円 枠連:860円,,,,,,,,,,,,"単勝:520円 複勝:17=190円 12=430円 15=160円 枠連:3,000円",,,,,,,,,,,
"馬連:300円 ワイド:05-12=170円 08-12=580円 05-08=1,090円",,,,,,,,,,,,"馬連:1,430円 ワイド:01-09=580円 01-10=320円 09-10=500円",,,,,,,,,,,,"馬連:1,290円 ワイド:03-09=480円 02-03=340円 02-09=1,380円",,,,,,,,,,,,"馬連:5,350円 ワイド:12-17=1,850円 15-17=500円 12-15=1,220円",,,,,,,,,,,
"馬単:380円 3連複:2,360円 3連単:5,310円",,,,,,,,,,,,"馬単:2,310円 3連複:1,620円 3連単:7,170円",,,,,,,,,,,,"馬単:1,890円 3連複:3,030円 3連単:11,820円",,,,,,,,,,,,"馬単:8,780円 3連複:6,160円 3連単:40,700円",,,,,,,,,,,
■ 3R  ダ1200m 4歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-2,,,,,■ 6R  芝1400m 3 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:7,,,,,■ 9R  芝2000m 4歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:7,,,,,■12R  芝1600m 4歳上1000万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:0,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,中京ｽﾎﾟｰﾂ杯,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,16,Ｃパイメイメイ, 70,秋山真,, 72,  -5,* 16, 3,  4.7, ⑩⑩, 1, 4,Ｋアドマイヤナイト, 40,浜中俊,, 66,* 10,  -6, 1,  5.1, ②②, 1, 4,Ｃパリカラノテガミ, 76,松岡正,, 85,* -1,* 19, 3,  7.6,⑤④⑤, 1, 4,Ｅカｰバ, 74,池添謙,, 78,* 22,  -2,10, 49.4,②②②
 2, 3,Ｅナリタマクリス, 69,藤岡康, 0.7, 67,   1,   6, 8, 26.1, ⑥⑥, 2, 5,Ｄプラントアゲン, 56,黛弘人, 0.0, 66,   8,  -4, 2,  5.7, ④④, 2, 6,Ｐロｰレルトルネｰド, 62,秋山真, 0.2, 77,* -1,  13, 9, 21.5,③③③, 2, 1,Ｋベッラヴォｰチェ, 71,藤岡康, 0.1, 81,  16,*  9, 2,  4.1,⑦⑧⑧
 3,12,Ａビコｰミハイル, 73,佐久間, 0.7, 67,  -2,   7, 2,  4.1, ⑧⑧, 3,14, グレｰスドゥモナコ,---,森一馬, 0.1, 63,   2,*  2,13, 35.7, ⑫⑫, 3,10,Ｄクリｰルハヤテ, 75,池添謙, 0.3, 75,* -1,  11, 7, 14.7,④⑤④, 3, 3,Ｄダンツクロノス, 74,秋山真, 0.3, 75,  18,   1, 6, 10.8,④④④
 4,10,Ｇサｰシスリｰフ, 68,バルジ, 0.8, 66,   4,   1, 6, 13.7, ⑤⑤, 4,16,Ｌスｰパｰプリンセス, 40,国分恭, 0.4, 62,*  9, -10,12, 27.9, ③③, 4,15,Ｅビップレボルシオン, 75,浜中俊, 0.4, 77,  -5,* 17, 2,  5.1,⑬⑪⑩, 4, 9,Ａオコレマルｰナ, 79,丸山元, 0.3, 77,  19,   1, 1,  3.1,⑤⑤⑤
 5, 1,Ｉサンライズトｰク, 68,松若風, 1.1, 64,*  9,  -7, 4,  6.3, ①①, 5, 1,Ｆジニアスミノル, 53,丸山元, 0.6, 61,* 12, -15, 4,  7.7, ①①, 5, 5,Ａナイフリッジ, 77,横山和, 0.5, 79,  -6,* 21, 1,  3.7,⑫⑮⑮, 5, 6,Ｃエルフショット, 76,古川吉, 0.4, 77,  13,*  9,12, 91.0,⑪⑪⑪
 6, 4,Ｍイタリアンフェッテ, 58,津村明, 1.1, 65,  -4,   8,10, 71.5, ⑪⑨, 6,12, パンドラズホｰプ,---,横山和, 0.6, 55,  -2,*  3,15, 53.3, ⑰⑯, 6,18,Ｑビットビバｰチェ, 61,国分恭, 0.5, 72,* -1,   6,14, 76.1,①①①, 6, 8,Ｆアルテ, 73,小崎綾, 0.7, 72,* 21,  -9, 5, 10.4,③③③
 7,13,Ｏスズカアｰサｰ, 57,黛弘人, 1.3, 62, -15,* 14,15,194.0, ⑯⑯, 7, 2, グレイスフルアｰト,---,吉田隼, 0.8, 54,   2,  -7,14, 37.7, ⑪⑪, 7,13,Ｇマイネルプレッジ, 74,丹内祐, 0.5, 78,  -3,  15, 4,  8.4,⑧⑥⑨, 7, 2,Ｈキンシノキセキ, 73,浜中俊, 0.7, 72,  17,  -2, 7, 11.0,⑧⑥⑥
 8,15,Ｈユキノマルガリｰタ, 68,吉田隼, 1.5, 58,  -6,   4,12, 92.1, ⑬⑫, 8, 7,Ｇオｰスミアｰス, 50,藤岡康, 0.9, 58,   7, -12,11, 25.0, ⑥⑦, 8, 2,Ｈモンテエクリプス, 73,バルジ, 0.6, 76,  -3,  13, 6, 12.3,⑦⑨⑧, 8, 5,Ｂタガノリバレンス, 77,吉田隼, 0.8, 70,  15,  -1, 3,  6.1,⑨⑨⑨
 9,14,Ｊラパｰジュ, 66,松岡正, 1.5, 58, -14,* 11, 7, 15.0, ⑮⑮, 9,10,Ｃトゥルビネ, 56,津村明, 1.0, 52,   4, -11, 5,  8.2, ⑨⑨, 9,11,Ｉメイショウヤマホコ, 73,高倉稜, 0.8, 78,  -6,* 17,12, 27.8,⑱⑱⑱, 9,13,Ｇゴットラウディｰ, 73,田中健, 0.8, 72,  17,  -3, 8, 35.4,⑥⑦⑦
10,11,Ｐランズデｰル, 47,小崎綾, 1.8, 57,  -7,   1,14,163.4, ⑫⑬,10, 9,Ａゴｰルデンボｰダｰ, 62,池添謙, 1.1, 52,   5, -14, 6,  9.1, ⑩⑩,10, 1,Ｍダノンドリｰム, 67,松田大, 0.8, 74,  -3,  10,10, 21.9,⑥⑧⑦,10,10,Ｉデルカイザｰ, 72,バルジ, 0.9, 71,  15,  -2, 4,  7.0,⑫⑩⑩
11, 8,Ｂサンシカゴ, 71,城戸義, 1.9, 56,*  7, -13, 1,  3.6, ④④,11, 6,Ｈモｰントバｰン, 48,古川吉, 1.1, 54,   8, -16,16, 82.9, ⑤⑥,11, 3,Ｂタイセイグルｰヴィ, 77,川須栄, 0.8, 75,  -5,  14,11, 24.9,⑩⑫⑫,11,12,Ｌタツストロング, 71,川須栄, 1.8, 60,   8,  -4,11, 66.0,⑭⑭⑭
12, 6,Ｎタイキマｰシャ, 58,井上敏, 2.0, 56,   0,  -6,13,144.0, ⑦⑦,12,13,Ｂナンゴクミチカ, 58,熊沢重, 1.1, 51,   0,  -8, 9, 22.5, ⑯⑭,12, 7,Ｎショウナンアトラス, 66,藤岡康, 0.8, 74,  -5,  13, 8, 16.1,⑪⑩⑪,12, 7,Ｎサウンドバラッド, 57,国分恭, 2.1, 57,  13, -15,14,190.4,⑩⑫⑫
13, 7,Ｄブライトシチｰ, 69,松田大, 2.1, 54,*  8, -15, 5,  9.8, ③③,13, 8, マッテンタルト,---,小崎綾, 1.2, 48,  -5,* -2,10, 24.6, ⑱⑰,13, 8,Ｆスマッシュスマイル, 75,勝浦正, 0.9, 74,  -5,  13, 5, 10.5,⑭⑬⑬,13,11,Ｊシルクキングリｰ, 71,松田大, 2.2, 57,  13, -16, 9, 39.2,⑬⑬⑬
14, 9,Ｌファンアットコｰト, 60,小野寺, 2.2, 53, -12,   3,16,486.9, ⑭⑭,14,11, ポップオｰヴァｰ,---,川須栄, 1.2, 51,   7, -19, 3,  7.4, ⑦⑤,14,17,Ｌメイショウグレア, 67,松若風, 0.9, 75,  -4,  14,15, 89.5,⑯⑭⑭,14,14,Ｍイデア, 65,松岡正, 2.2, 56,* 23, -36,13,105.9,①①①
15, 2,Ｆゼロワンシンジロｰ, 68,丸山元, 2.7, 49,*  8, -20, 9, 38.3, ②②,15,15,Ｊワイドバディｰズ, 45,バルジ, 1.4, 50,   4, -15, 7, 15.7, ⑬⑬,15, 9,Ｏネルトスグアサ, 64,伴啓太, 1.1, 73,  -7,  14,17,147.9,⑮⑯⑯,,,,,,,,,,,,
16, 5,Ｋカシノボルト, 63,義英真, 2.7, 48,  -5,  -8,11, 83.4, ⑨⑪,16,17,Ｅスマｰトシャイン, 56,松田大, 1.6, 48,   0, -12, 8, 15.7, ⑭⑮,16,12,Ｋスカイキュｰティｰ, 68,丸山元, 1.2, 63,* -1,  -2,13, 38.6,②②②,,,,,,,,,,,,
,,,,,,,,,,,,17, 3,Ｉネオヴィｰヴ, 47,松若風, 1.8, 44,   5, -23,18,191.3, ⑧⑧,17,14,Ｊファｰストオｰサｰ, 72,吉田隼, 1.2, 70,  -7,  13,16,108.9,⑰⑰⑰,,,,,,,,,,,,
,,,,,,,,,,,,18,18, ハイリｰプ,---,田中博, 3.9, 25,  -4, -37,17,112.1, ⑮⑱,18,16,Ｒワンダｰパラジｰノ, 58,熊沢重, 2.0, 57,  -3,  -8,18,436.7,⑨⑦⑥,,,,,,,,,,,,
