15年10月18日 東京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,15年10月18日 東京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  芝1400m 2 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-4,,,,,■ 4R  芝1600m 2 歳新馬 馬齢,,,,,,,,,,,,■ 7R  ダ1300m 3歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:0,,,,,■10R  ダ2100m 3歳上1000万(混) ﾊﾝﾃﾞ,,,,,,,出走馬ﾚﾍﾞﾙ:1,,,,
 1, 9,Ａコルコバｰド, 63,北村宏,, 72, -16,* 15, 1,  1.5,⑧⑨⑧, 1,15,Ｋグラスルノン, 62,酒井学,, 68,  -4,   9,14, 55.8, ⑥⑦, 1, 7,Ｅラスヴェンチュラス, 75,井上敏,, 82,   6,*  9, 5, 20.9,⑨⑧⑧, 1, 7,Ｉヒストリカル, 78,田中勝,, 91,  16,*  4, 3,  6.5,⑩⑩⑩
 2,10,Ｅラブリｰアモン, 53,武士沢, 0.3, 68, -15,*  9, 4, 11.1,⑥⑦⑦, 2, 7,Ｅナンゴクロマンス, 67,大野拓, 0.0, 69,  -6,* 13, 3,  7.1, ⑬⑪, 2, 4,Ｄマイネルイルミナル, 75,柴田大, 0.3, 79,*  9,  -1, 6, 27.5,⑦⑨⑤, 2, 8,Ｊライズトゥフェイム, 78,石川裕, 0.1, 89,  14,*  7, 7, 17.8,⑪⑪⑫
 3, 5,Ｃダイチラディウス, 56,石川裕, 0.5, 63, -15,   6, 5, 14.5,⑤⑥⑥, 3, 2,Ｃグランドエンジェル, 68,田辺裕, 0.2, 66,* -2,   6, 7, 19.7, ③③, 3, 6,Ｃアデイインザライフ, 79,戸崎圭, 0.4, 75,   7,  -2, 1,  1.5,⑤⑥④, 3, 6,Ｂファントムライト, 85,戸崎圭, 0.2, 87,  16,   1, 2,  4.8,⑧⑨⑨
 4,11,Ｇトｰホウデサント, 45,江田照, 0.8, 60, -17,   8, 6, 25.2,⑪⑪⑩, 4, 5,Ｂフィｰルザプリティ, 69,田中勝, 0.2, 67,  -6,* 11, 1,  3.2, ⑨⑩, 4, 1,Ｇハドソンヤｰド, 73,酒井学, 0.6, 75,   5,   2, 3,  9.7,⑧⑦⑨, 4, 2,Ｇエックスマｰク, 80,柴田大, 0.4, 87,  13,*  4, 6, 13.2,⑫⑫⑪
 5, 8,Ｂガルガンチュア, 60,戸崎圭, 1.0, 55,*-13,  -4, 3,  7.7,④④④, 5, 4,Ｏバリアｰモ, 59,井上敏, 0.3, 64,* -1,   2, 6, 18.3, ①①, 5, 5,Ｈショウナンマルシェ, 72,石橋脩, 0.6, 75,* 10,  -9, 7, 30.2,①①①, 5, 3,Ａメドウラｰク, 85,藤岡康, 0.8, 81,  15,  -8, 1,  3.2,⑤⑤⑧
 6, 2,Ｊスモモチャン, 35,嘉藤貴, 1.1, 54,*-13,  -5, 9, 37.9,③②③, 6,11,Ｄプリンセスロック, 67,戸崎圭, 0.4, 64,* -3,   4, 2,  5.0, ④④, 6, 8,Ｂウイングチップ, 80,田中勝, 0.7, 73,*  8,  -7, 2,  4.3,②②②, 6, 1,Ｋアンコイルド, 76,武士沢, 1.0, 82,* 17, -14, 9, 24.4,③③③
 7,12,Ｋガオガイリュイ, 32,田辺裕, 1.3, 50, -15,  -7, 8, 29.9,⑨⑤⑤, 7,16,Ｊハルコマチ, 65,松岡正, 0.4, 65,  -9,* 12,15, 69.7, ⑮⑮, 7, 2,Ａエスオンマイチェス, 86,北村宏, 1.0, 70,   7,  -9, 4, 10.3,③④⑥, 7, 9,Ｃスｰパｰムｰン, 82,北村宏, 1.1, 78,* 17, -16, 4,  6.7,⑥⑥⑤
 8, 1,Ｄグランプリアクセル, 54,松岡正, 1.4, 49,*-12, -15, 2,  7.2,①①①, 8, 6,Ｇミュｰル, 67,北村宏, 0.5, 65,  -5,   7, 5,  8.5, ⑩⑨, 8, 9,Ｉダイワアクシス, 71,蛯名正, 1.3, 68,*  9, -16, 8, 32.3,⑥③③, 8,12,Ｅアロマカフェ, 80,江田照, 1.2, 76,* 17, -17,11, 36.1,⑨⑧⑥
 9, 4,Ｈヴァイオリニスト, 41,柴田大, 2.0, 42,*-13, -20,11, 88.9,②③②, 9,13,Ｉプレシャスムｰン, 66,木幡初, 0.6, 65, -10,* 12,13, 39.4, ⑯⑯, 9, 3,Ｆマイネルシュライ, 74,松岡正, 1.3, 68,   7, -13, 9, 94.9,④⑤⑦, 9, 4,Ｄステラウインド, 80,蛯名正, 1.4, 77,  16, -17, 5,  7.1,⑦⑦⑦
10, 3,Ｆゴｰルデンビｰンズ, 52,蛯名正, 2.0, 47, -17, -11, 7, 28.0,⑦⑧⑨,10, 3,Ｈトミケンチャダル, 67,江田照, 0.6, 62,  -4,   4, 8, 21.3, ⑤⑤,,,,,,,,,,,,,10, 5,Ｈトラストワン, 79,松岡正, 1.6, 75,* 17, -23,10, 33.1,④④④
11, 6,Ｌメッザルｰナ, 27,木幡初, 2.4, 41, -19, -13,12,397.0,⑩⑩⑪,11, 8,Ｍトｰセンメリッサ, 61,菅原隆, 0.6, 64,  -7,   8,16,228.3, ⑫⑬,,,,,,,,,,,,,11,10,Ｆヒュウマ, 80,田辺裕, 1.7, 71,* 18, -29,12, 41.7,①①①
12, 7,Ｉマイネルアズワン, 39,丸山元, 2.9, 36, -21, -16,10, 85.2,⑫⑫⑫,12,10,Ｐスマイルハッピｰ, 58,石川裕, 0.7, 64,  -6,   7,10, 31.0, ⑭⑫,,,,,,,,,,,,,12,11,Ｌセキショウ, 71,大野拓, 1.8, 71,* 18, -29, 8, 23.8,②②②
,,,,,,,,,,,,13, 9,Ｆフレックスハｰト, 67,石橋脩, 0.8, 61,  -3,   2, 9, 21.6, ⑧⑥,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,14, 1,Ｌレディゴｰラウンド, 61,武士沢, 1.1, 59,  -4,   0,11, 33.9, ⑦⑧,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,15,12,Ｎゼンザイ, 60,丸山元, 1.5, 56,* -1,  -6,12, 39.2, ②②,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,16,14,Ａショウナンマラｰク, 72,蛯名正, 3.9, 36,  -7, -21, 4,  7.2, ⑪⑭,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:56 ﾚｰｽﾍﾟｰｽ指数:-9 ﾚｰｽｱｶﾞﾘ指数:+4 馬場:良(指数:0),,,,,,,,,,,,ｸﾗｽ上位平均:70 ﾚｰｽﾍﾟｰｽ指数:-11 ﾚｰｽｱｶﾞﾘ指数:+3 馬場:重(指数:-6),,,,,,,,,,,,ｸﾗｽ上位平均:79 ﾚｰｽﾍﾟｰｽ指数:-0 ﾚｰｽｱｶﾞﾘ指数:-5 馬場:良(指数:0),,,,,,,,,,,,ｸﾗｽ上位平均:85 ﾚｰｽﾍﾟｰｽ指数:+2 ﾚｰｽｱｶﾞﾘ指数:-11 馬場:良(指数:0),,,,,,,,,,,
単勝:150円 複勝:09=110円 10=190円 05=210円 枠連:650円,,,,,,,,,,,,"単勝:5,580円 複勝:15=1,480円 07=230円 02=530円 枠連:8,540円",,,,,,,,,,,,"単勝:2,090円 複勝:07=270円 04=350円 06=110円 枠連:17,320円",,,,,,,,,,,,"単勝:650円 複勝:07=270円 08=390円 06=190円 枠連:6,470円",,,,,,,,,,,
馬連:650円 ワイド:09-10=310円 05-09=320円 05-10=780円,,,,,,,,,,,,"馬連:16,650円 ワイド:07-15=5,490円 02-15=11,800円 02-07=1,460円",,,,,,,,,,,,"馬連:16,060円 ワイド:04-07=2,690円 06-07=400円 04-06=530円",,,,,,,,,,,,"馬連:6,380円 ワイド:07-08=1,950円 06-07=810円 06-08=1,310円",,,,,,,,,,,
"馬単:860円 3連複:1,640円 3連単:4,500円",,,,,,,,,,,,"馬単:36,360円 3連複:72,440円 3連単:481,310円",,,,,,,,,,,,"馬単:34,080円 3連複:4,820円 3連単:89,490円",,,,,,,,,,,,"馬単:9,960円 3連複:8,690円 3連単:56,530円",,,,,,,,,,,
■ 3R  ダ1400m 2 歳新馬 馬齢,,,,,,,,,,,,■ 6R  ダ1600m 3歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:3,,,,,■ 9R  芝3110m 3歳上ｵｰﾌﾟﾝ(混) 別定,,,,,,,,,,,,■12R  芝1400m 3歳上1600万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-1,,,,
,ﾒｲｸﾃﾞﾋﾞｭｰ東京,,,,,,,,,,,,,,,,,,,,,,,,東京ﾊｲｼﾞｬﾝﾌﾟ,,,,,,,,,,,,白秋ｽﾃｰｸｽ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,12, シゲルキツネダイ,---,松岡正,, 62,  -8,*  8,11, 38.2, ⑪⑨, 1,11,Ｂディアグリスタｰ, 75,蛯名正,, 75,   5,*  9, 5, 19.5, ⑪⑩, 1, 9, サナシオン,,西谷誠,,,,, 3,  4.8,①①①, 1,14,Ｃアイライン, 80,松岡正,, 86,  13,* 10, 4,  7.1, ⑬⑫
 2, 8, フォルス,---,田辺裕, 0.5, 57,  -4,  -3, 2,  6.0, ③④, 2,14,Ａラジオデイズ, 80,戸崎圭, 0.0, 74,   7,   5, 1,  1.6, ⑤⑥, 2, 7, エｰシンホワイティ,,北沢伸,206.2,,,, 2,  3.9,④④④, 2,16,Ｆシンデレラボｰイ, 78,二本柳, 0.0, 84,  10,* 14,12, 74.4, ⑯⑮
 3, 5, ファイナルコｰル,---,石川裕, 0.5, 59,  -4,  -3, 3,  6.3, ④③, 3, 9,Ｈレッツゴｰスタｰ, 68,嘉藤貴, 0.2, 72,*  9,   1, 8, 52.7, ②②, 3, 1, オｰスミムｰン,,高田潤,206.6,,,, 1,  2.7,③③③, 3,17,Ｋフロアクラフト, 75,蛯名正, 0.2, 84,  17,   2, 6, 17.1, ⑦⑦
 4, 9, レッドリッジ,---,田中勝, 0.6, 56,* -2,  -6,10, 31.9, ②②, 4, 6,Ｃエタｰナルヒｰロｰ, 75,石橋脩, 0.2, 73,   2,* 11, 7, 42.9, ⑬⑬, 4, 3, サンレイデュｰク,,難波剛,206.8,,,, 4,  7.4,⑧⑦⑥, 4,12,Ａマカハ, 82,戸崎圭, 0.4, 78,   7,* 13, 3,  6.6, ⑰⑱
 5,11, マツリダインゴット,---,戸崎圭, 1.3, 51,  -6,  -7, 1,  2.3, ⑧⑥, 5,13,Ｄシェｰンメｰア, 74,北村宏, 0.4, 71,*  8,   0, 3, 10.7, ③③, 5, 2, スマｰトリバティｰ,,熊沢重,207.7,,,, 8, 26.3,②②②, 5,13,Ｈエタｰナルムｰン, 76,木幡初, 0.5, 78,  10,   6,16,176.2, ⑫⑭
 6,14, サノマル,---,熊沢重, 1.5, 51, -11,  -2, 5, 15.4, ⑯⑪, 6, 8,Ｌアバオアクｰ, 64,田中勝, 0.5, 70,   6,   2, 4, 15.0, ⑩⑧, 6, 5, マイネルアダマス,,石神深,208.7,,,, 9, 45.0,⑦⑤⑤, 6,15,Ｄボンジュｰルココロ, 80,酒井学, 0.5, 77,   8,* 10,11, 50.0, ⑱⑰
 7, 1, ダｰウィンノオシエ,---,野中悠, 1.8, 48,  -9,  -7,16,159.0, ⑩⑩, 7, 5,Ｎシャイニングカフェ, 53,大野拓, 0.5, 70,   7,   1,12,205.3, ⑥④, 7,10, アシュヴィン,,林満明,209.0,,,, 7, 25.9,⑤⑥⑦, 7,18,Ｉタガノザイオン, 76,熊沢重, 0.6, 78,  14,  -1,13, 98.4, ⑪⑩
 8, 6, ボッチボｰル,---,岩部純, 2.3, 45, -14,  -5,14,134.4, ⑭⑯, 8, 4,Ｆトゥｰルモンド, 71,井上敏, 0.5, 70,   4,   5, 9, 64.4, ⑨⑪, 8,11, アポロマｰベリック,,五十嵐,209.6,,,, 5,  8.2,⑨⑧⑧, 8, 8,Ｍロノ, 74,石橋脩, 0.8, 77,  15,  -3,14,119.1, ⑨⑨
 9, 3, ドリｰムニックス,---,蛯名正, 2.3, 45, -13,  -5, 6, 16.7, ⑮⑮, 9,12,Ｇウインヤｰド, 70,武士沢, 0.9, 68,   6,   0,13,249.1, ⑧⑦, 9, 4, マックスロノ,,金子光,212.2,,,,10, 94.8,⑩⑩⑩, 9,10,Ｐテムジン, 70,高田潤, 1.0, 73,  13,  -4,18,272.6, ⑩⑪
10,10, トウカイビヨンド,---,武士沢, 2.5, 41, -12, -11,12, 47.9, ⑫⑫,10,10,Ｋダテノトライアンフ, 64,酒井学, 1.2, 66,   7,  -5,11,169.4, ④⑤,10, 8, クリノテンペスタ,,大江原,212.4,,,,11,179.8,⑪⑨⑨,10, 6,Ｂアンジェリック, 81,田辺裕, 1.0, 72,   9,   2, 2,  4.2, ⑮⑯
11,15, ヒロイックサｰガ,---,大野拓, 2.5, 42,  -6, -17, 7, 16.7, ⑦⑦,11, 3,Ｊポントス, 64,江田照, 1.3, 64,   5,  -3,10,137.7, ⑦⑨,,,,,,,,,,,,,11, 9,Ｑサクラプレジｰル, 70,武士沢, 1.2, 73,  18, -14,15,137.3, ④④
12,16, ベルベットムｰブ,---,藤岡康, 2.7, 41,  -6, -18, 4,  9.1, ⑨⑧,12, 1,Ｅベイビｰタピット, 72,石川裕, 1.8, 62,* 10, -15, 2,  3.0, ①①,,,,,,,,,,,,,12,11,Ｒナイトフォックス, 69,田中勝, 1.3, 70,  12,  -6, 9, 22.7, ⑭⑬
13, 2, ペイシャナイト,---,江田照, 2.9, 37,  -4, -23,13,133.9, ⑤⑤,13, 2,Ｉマリｰナベイ, 67,田辺裕, 3.2, 50,   3, -17, 6, 31.5, ⑫⑫,,,,,,,,,,,,,13, 3,Ｊラッフォルツァｰト, 75,柴田大, 1.3, 71,  17, -13, 8, 20.7, ⑥⑥
14, 4, ダンシングヒロイン,---,北村宏, 3.0, 40, -13, -12, 8, 18.1, ⑬⑬,,,,,,,,,,,,,,,,,,,,,,,,,14, 1,Ｅダノンシｰザｰ, 79,石川裕, 1.3, 71,  18, -14, 1,  2.8, ⑤⑤
15,13, イノセントワｰルド,---,井上敏, 3.0, 38, -13, -12,15,158.0, ⑥⑭,,,,,,,,,,,,,,,,,,,,,,,,,15, 7,Ｎサングラス, 72,井上敏, 1.5, 70,* 22, -24, 7, 19.7, ③③
16, 7, グランジュテ,---,川島信, 3.2, 35,* -1, -30, 9, 21.7, ①①,,,,,,,,,,,,,,,,,,,,,,,,,16, 2,Ｇクリノタカラチャン, 78,嘉藤貴, 1.5, 69,  16, -14,10, 27.8, ⑧⑧
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17, 5,Ｌペイシャフェリス, 74,川島信, 2.2, 63,* 23, -34, 5, 16.3, ②②
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18, 4,Ｏグランデアモｰレ, 72,藤岡康, 4.3, 39,* 23, -62,17,177.9, ①①
ｸﾗｽ上位平均:59 ﾚｰｽﾍﾟｰｽ指数:-3 ﾚｰｽｱｶﾞﾘ指数:-2 馬場:重(指数:-6),,,,,,,,,,,,ｸﾗｽ上位平均:72 ﾚｰｽﾍﾟｰｽ指数:+1 ﾚｰｽｱｶﾞﾘ指数:-2 馬場:重(指数:-6),,,,,,,,,,,,,,,,,,,,,,,,ｸﾗｽ上位平均:83 ﾚｰｽﾍﾟｰｽ指数:+5 ﾚｰｽｱｶﾞﾘ指数:-5 馬場:良(指数:0),,,,,,,,,,,
"単勝:3,820円 複勝:12=780円 08=200円 05=210円 枠連:650円",,,,,,,,,,,,"単勝:1,950円 複勝:11=260円 14=110円 09=650円 枠連:870円",,,,,,,,,,,,単勝:480円 複勝:09=160円 07=120円 01=110円 枠連:860円,,,,,,,,,,,,"単勝:710円 複勝:14=250円 16=1,240円 17=470円 枠連:2,270円",,,,,,,,,,,
"馬連:8,600円 ワイド:08-12=2,350円 05-12=2,400円 05-08=560円",,,,,,,,,,,,"馬連:1,330円 ワイド:11-14=500円 09-11=4,150円 09-14=1,180円",,,,,,,,,,,,"馬連:1,130円 ワイド:07-09=400円 01-09=280円 01-07=210円",,,,,,,,,,,,"馬連:21,490円 ワイド:14-16=6,780円 14-17=1,840円 16-17=8,260円",,,,,,,,,,,
