15年12月12日 中京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,15年12月12日 中京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1200m 2 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:2,,,,,■ 4R  芝3000m 3歳上未勝利(混) 定量,,,,,,,,,,,,■ 7R  芝1200m 2 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-5,,,,,■10R  芝2200m 3歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:8,,,,
12,16,Ｄイナフイズイナフ, 52,鮫島克, 2.2, 38,* -3, -19, 3,  7.8, ②②,12,10, コスモトゥルｰラヴ,,原田和,207.4,,,, 8, 42.8,⑬⑬⑬,12, 5,Ｆツバメガエシ, 58,加藤祥, 1.1, 48,  -5, -13,11, 44.0, ⑩⑧,12,18,Ｌマイネルレオｰネ, 70,川島信, 1.2, 71,   1,   2, 6, 13.2,⑭⑬⑫
13, 3,Ｎアイファｰチェリｰ, 34,藤懸貴, 2.5, 36, -12, -11,15,356.7, ⑪⑩,13,11, ステキステキ,,石神深,208.1,,,, 9, 46.8,⑨⑫⑫,13,13,Ｎセレナオｰキッド, 34,勝浦正, 1.3, 46,  -8, -13, 9, 26.6, ⑨⑩,13, 2,Ｎラッシュアタック, 70,伴啓太, 1.2, 64,*  6, -15, 8, 27.3,①①①
14, 7,Ｅオニニカナボｰ, 49,川島信, 2.9, 32, -27,  -2,13,251.4, ⑮⑮,14, 7, クリノチョモラｰリ,,大江原,218.6,,,,12, 81.3,⑭⑭⑭,14,12,Ｏウイングラウベン, 33,伊藤工, 1.3, 45,  -4, -17,14,115.9, ⑥⑦,14,10,Ｊビレッジソング, 70,鮫島克, 1.5, 67,  -2,   3,15, 79.4,⑪⑯⑮
15, 9,Ｏサンケネット, 30,嶋田純, 3.5, 26, -14, -20,12,249.5, ⑫⑬,,,,,,,,,,,,,15, 7,Ｇアｰトオブグラン, 54,古川吉, 1.4, 44, -17,  -5,13,112.3, ⑭⑭,15,12,Ｍクラウンジｰニアス, 70,横山和, 1.7, 63,  -1,  -5, 9, 31.0,⑬⑫⑬
,,,,,,,,,,,,,,,,,,,,,,,,16, 1,Ｐミヤビキラリ, 31,菱田裕, 1.9, 38, -37,*  8,12, 99.2, ⑱⑱,16, 3,Ｋトラヴィス, 70,田中健, 1.8, 62,   1,  -9,16, 91.8,⑩⑩⑩
,,,,,,,,,,,,,,,,,,,,,,,,17,14,Ｒセルデュｰク,-26,義英真, 2.4, 31, -29,  -7,15,129.5, ⑰⑰,16, 8,Ｒゴｰルドクラウス, 53,嶋田純, 1.8, 61,   4, -14,18,180.2,④⑤⑥
,,,,,,,,,,,,,,,,,,,,,,,,18,15,Ｋゴｰドンカズマ, 42,伴啓太, 2.7, 27,  -3, -36,10, 43.5, ④⑥,18, 9,Ｐレッドオラシオン, 66,太宰啓, 2.3, 60,  -3,  -3,17,169.7,⑰⑰⑰
ｸﾗｽ上位平均:57 ﾚｰｽﾍﾟｰｽ指数:-5 ﾚｰｽｱｶﾞﾘ指数:-1 馬場:重(指数:-2),,,,,,,,,,,,,,,,,,,,,,,,ｸﾗｽ上位平均:56 ﾚｰｽﾍﾟｰｽ指数:-0 ﾚｰｽｱｶﾞﾘ指数:-0 馬場:稍重(指数:3),,,,,,,,,,,,ｸﾗｽ上位平均:74 ﾚｰｽﾍﾟｰｽ指数:-3 ﾚｰｽｱｶﾞﾘ指数:+1 馬場:稍重(指数:3),,,,,,,,,,,
"単勝:5,000円 複勝:04=670円 05=140円 01=140円 枠連:5,760円",,,,,,,,,,,,"単勝:740円 複勝:06=240円 13=380円 01=1,900円 枠連:1,100円",,,,,,,,,,,,"単勝:930円 複勝:08=180円 06=130円 09=140円 枠連:1,030円",,,,,,,,,,,,"単勝:1,410円 複勝:11=410円 16=300円 05=190円 枠連:2,050円",,,,,,,,,,,
"馬連:10,810円 ワイド:04-05=2,840円 01-04=1,520円 01-05=320円",,,,,,,,,,,,"馬連:3,200円 ワイド:06-13=1,090円 01-06=5,930円 01-13=8,900円",,,,,,,,,,,,"馬連:1,080円 ワイド:06-08=280円 08-09=600円 06-09=230円",,,,,,,,,,,,"馬連:5,020円 ワイド:11-16=1,630円 05-11=1,540円 05-16=740円",,,,,,,,,,,
"馬単:30,000円 3連複:8,190円 3連単:115,660円",,,,,,,,,,,,"馬単:6,660円 3連複:75,080円 3連単:331,270円",,,,,,,,,,,,"馬単:3,040円 3連複:1,470円 3連単:10,780円",,,,,,,,,,,,"馬単:11,760円 3連複:9,140円 3連単:73,790円",,,,,,,,,,,
■ 2R  ダ1400m 3歳上500万(牝) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:4,,,,,■ 5R  芝3300m 3歳上ｵｰﾌﾟﾝ(混) 別定,,,,,,,,,,,,■ 8R  芝2000m 3歳上500万(牝) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:8,,,,,■11R  ダ1800m 3歳上1000万(混) ﾊﾝﾃﾞ,,,,,,,出走馬ﾚﾍﾞﾙ:2,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,浜名湖特別,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 3,Ｊデルマアラレチャン, 64,伴啓太,, 67,   1,*  5,14,131.5, ⑫⑧, 1, 3, マイネルアダマス,,五十嵐,,,,, 8, 15.3,⑪⑨⑨, 1,14,Ａシャルｰル, 76,鮫島克,, 82,   8,* 15, 1,  2.5,⑧⑨⑩, 1,10,Ｉサクセスグロｰリｰ, 78,鮫島良,, 89,* 13,* 15, 2,  4.8,①①①
 2,13,Ｈオｰルオブナイト, 69,松田大, 0.0, 68,  -1,*  9, 8, 20.4, ⑯⑬, 2, 4, ニホンピロバロン,,高田潤,220.1,,,, 5,  8.9,③③③, 2,12,Ｍテイエムフタエマル, 65,岩崎翼, 0.4, 75,* 15,  -7,14,135.9,①①①, 2, 4,Ｏマウントハレアカラ, 71,丸山元, 0.5, 85,* 12,  15, 8, 19.7,④②②
 3, 1,Ｃファインドヌｰヴ, 74,丸山元, 0.2, 67,   7,  -3, 5, 10.5, ④③, 3, 6, コアレスドラｰド,,植野貴,220.1,,,, 3,  6.0,⑦④④, 3, 3,Ｅティックルゴｰルド, 71,勝浦正, 0.5, 75,  11,   1, 7, 15.2,⑤⑤⑤, 3, 2,Ｃマッシヴヒｰロｰ, 81,太宰啓, 1.0, 83,   9,* 16, 9, 20.3,⑦⑦⑤
 4, 4,Ｅビｰチパラソル, 70,松若風, 0.2, 67,   4,   1, 3,  5.2, ⑨⑨, 4,12, ヴィｰヴァギブソン,,平沢健,220.1,,,, 9, 18.1,⑩⑧⑧, 4, 9,Ｆリッチガｰル, 71,松田大, 0.6, 75,  11,   3, 5, 11.0,⑨⑧⑥, 4, 1,Ｄストロベリｰキング, 79,水口優, 1.3, 79,   8,  15, 5, 10.1,⑧⑧⑧
 5,10,Ｉアンスタンフィｰル, 69,森一馬, 0.3, 65,   4,  -1,11, 48.6, ⑩⑩, 5, 8, ユキノスライダｰ,,難波剛,220.3,,,, 6,  9.6,④⑥⑥, 5,11,Ｄウインティアラ, 71,加藤祥, 0.6, 75,  10,   4, 8, 16.5,⑥⑦⑧, 5, 7,Ｅトゥヴァビエン, 79,高田潤, 1.5, 79,   7,* 15, 7, 13.5,⑬⑩⑩
 6, 2,Ｎマナオラナ, 59,鮫島克, 0.4, 67,* 10,  -8,12, 66.4, ①①, 6,10, パスティ,,上野翔,220.8,,,, 4,  8.2,②②②, 6, 6,Ｃミッキｰカｰニバル, 72,太宰啓, 0.8, 73,   9,   2, 6, 13.7,⑫⑩⑨, 6, 6,Ｈポンデザムｰル, 78,黛弘人, 1.6, 79,   6,* 16,14,114.6,⑮⑭⑬
 7, 5,Ｍインヴォｰク, 59,菱田裕, 0.6, 64,   5,  -3,13, 78.3, ⑧⑤, 7, 9, プレミアムウォｰズ,,江田勇,220.8,,,,12,108.0,⑥⑦⑦, 7,17,Ｂメロｰハｰモニｰ, 73,石橋脩, 0.9, 71,* 15, -13, 4,  9.0,②②②, 7, 3,Ｂカレングラスジョｰ, 83,石橋脩, 1.7, 77,   9,   9, 1,  4.0,⑥⑥⑥
 8,11,Ａグランシュクレ, 75,加藤祥, 0.7, 62,   4,  -4, 1,  3.3, ⑪⑫, 8,14, レッドヴィｰヴォ,,北沢伸,221.3,,,, 7, 14.0,⑫⑫⑫, 8, 1,Ｊエクストラファイン, 68,黛弘人, 0.9, 72,* 13,  -9,11, 33.1,③③③, 8, 5,Ｊマルカウォｰレン, 77,松若風, 2.2, 76,   7,   9, 4,  6.0,⑨⑬⑫
 9, 6,Ｇメイショウルナ, 70,義英真, 1.1, 58,   2,  -5, 7, 19.2, ⑬⑭, 9, 5, シャドウカラｰズ,,山本康,221.4,,,, 2,  5.1,⑤⑤⑤, 9, 8,Ｈトウシンハンタｰ, 69,菱田裕, 1.0, 72,   7,   4, 9, 22.9,⑪⑪⑪, 9,16,Ｌサンウィノナ, 75,川島信, 2.2, 75,   7,   9,11, 34.4,⑫⑫⑭
10, 7,Ｆパセンジャｰシップ, 70,石橋脩, 1.1, 60,*  8, -12, 4,  6.5, ③④,10, 2, ニジブルｰム,,小坂忠,221.5,,,, 1,  3.2,①①①,10, 2,Ｇハッピｰユニバンス, 70,松若風, 1.4, 68,   5,   3, 3,  8.8,⑭⑯⑯,10,14,Ａトウケイウイン, 83,古川吉, 2.3, 74,   8,   6, 6, 13.2,⑭⑨⑨
11,12,Ｏユメノマイホｰム, 57,西村太, 1.1, 58,   0,  -2, 6, 16.0, ⑭⑮,11, 1, アラビアンドラゴン,,森一馬,221.5,,,,11, 82.8,⑧⑪⑪,11,13,Ｏメイショウグレア, 65,伴啓太, 1.5, 68,   5,   3,12, 45.9,⑰⑰⑰,11, 8,Ｋクレスコモア, 77,菱田裕, 3.5, 64,* 12, -12,10, 28.2,②③③
12,14,Ｄフロｰラルダンサｰ, 72,城戸義, 1.2, 60,*  9, -15, 9, 22.8, ②②,12,13, タイセイジｰニアス,,白浜雄,221.8,,,,10, 46.5,⑨⑩⑩,12,15,Ｎダノンサイクロン, 65,藤懸貴, 1.7, 69,   7,  -3,15,143.9,⑯⑮⑭,12,15,Ｍデルマハンニャ, 74,鮫島克, 3.6, 64,* 12, -12,13, 71.6,③④④
13, 8,Ｌラブミｰテンダｰ, 60,古川吉, 1.9, 53,   6, -17,10, 31.8, ⑥⑥,13, 7, セイウンコレット,,草野太,222.8,,,,13,120.6,⑭⑭⑭,13, 4,Ｋテイエムサンビカ, 66,義英真, 1.9, 61,* 13, -23,16,145.9,④④④,13,11,Ｐカゼノサファイア, 64,加藤祥, 3.8, 62,   7,  -5,15,194.3,⑪⑪⑪
14,15,Ｐレッドムｰヴ, 53,伊藤工, 2.5, 47,   0, -14,16,207.9, ⑮⑯,14,11, テイエムシシｰポス,,佐久間,223.6,,,,14,131.2,⑬⑬⑬,14, 5,Ｉアドマイヤアロマ, 69,国分恭, 2.0, 63,   7, -10,10, 30.7,⑮⑫⑫,14,13,Ｆプレジｰルシチｰ, 79,勝浦正, 3.9, 61,  11, -12, 3,  5.8,⑤⑤⑦
15,16,Ｋダンシング, 63,藤懸貴, 3.2, 42,   6, -28,15,164.6, ⑦⑪,,,,,,,,,,,,,15,10,Ｌエストレｰジャ, 65,伊藤工, 2.3, 58,   7, -13,13,105.6,⑩⑬⑬,15,12,Ｎジョｰチャｰリｰ, 73,横山和, 4.1, 65,  -1,   9,16,226.5,⑯⑯⑯
16, 9,Ｂフォｰクスグロｰブ, 74,中谷雄, 3.2, 42,   7, -30, 2,  4.7, ⑤⑦,,,,,,,,,,,,,16, 7,Ｑワイドショｰ, 59,古川吉, 3.0, 52,   7, -21,17,209.3,⑬⑭⑮,16, 9,Ｇツクバホシノオｰ, 78,伊藤工, 4.2, 59,   5,  -5,12, 68.0,⑩⑮⑮
,,,,,,,,,,,,,,,,,,,,,,,,17,16,Ｐフロレットアレｰ, 64,杉原誠, 4.1, 45,  10, -45, 2,  5.4,⑦⑥⑦,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:70 ﾚｰｽﾍﾟｰｽ指数:+0 ﾚｰｽｱｶﾞﾘ指数:-8 馬場:重(指数:-2),,,,,,,,,,,,,,,,,,,,,,,,ｸﾗｽ上位平均:73 ﾚｰｽﾍﾟｰｽ指数:+3 ﾚｰｽｱｶﾞﾘ指数:-2 馬場:稍重(指数:3),,,,,,,,,,,,ｸﾗｽ上位平均:79 ﾚｰｽﾍﾟｰｽ指数:+0 ﾚｰｽｱｶﾞﾘ指数:+4 馬場:重(指数:-2),,,,,,,,,,,
"単勝:13,150円 複勝:03=2,590円 13=650円 01=480円 枠連:2,080円",,,,,,,,,,,,"単勝:1,530円 複勝:03=570円 04=280円 06=220円 枠連:8,460円",,,,,,,,,,,,"単勝:250円 複勝:14=140円 12=3,020円 03=350円 枠連:1,510円",,,,,,,,,,,,"単勝:480円 複勝:10=270円 04=630円 02=540円 枠連:1,050円",,,,,,,,,,,
"馬連:92,960円 ワイド:03-13=22,910円 01-03=19,290円 01-13=3,540円",,,,,,,,,,,,"馬連:8,370円 ワイド:03-04=2,320円 03-06=2,070円 04-06=1,260円",,,,,,,,,,,,"馬連:15,490円 ワイド:12-14=5,300円 03-14=660円 03-12=24,080円",,,,,,,,,,,,"馬連:7,800円 ワイド:04-10=2,740円 02-10=2,180円 02-04=3,620円",,,,,,,,,,,
"馬単:273,230円 3連複:357,180円 3連単:4,268,660円",,,,,,,,,,,,"馬単:18,310円 3連複:21,950円 3連単:154,660円",,,,,,,,,,,,"馬単:21,970円 3連複:54,440円 3連単:200,460円",,,,,,,,,,,,"馬単:11,960円 3連複:35,220円 3連単:145,870円",,,,,,,,,,,
■ 3R  ダ1200m 3歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-3,,,,,■ 6R  ダ1800m 3歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:6,,,,,■ 9R  ダ1800m 3歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:8,,,,,■12R  芝1400m 3歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:3,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,犬山特別,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 4,Ｆシゲルハダカマツリ, 68,黛弘人,, 69,*  2,   6, 4,  9.1, ①①, 1, 4,Ｂオイルタウン, 74,水口優,, 72,   2,* 15, 1,  3.7,⑤⑥⑤, 1,15,Ａワイルドダンサｰ, 75,加藤祥,, 72,   6,*  3, 2,  5.2,⑥⑤⑤, 1,16,Ｂサクラディソｰル, 74,勝浦正,, 79,  10,   3, 3,  4.8, ⑨⑧
 2, 7,Ｇビットアリエス, 67,松若風, 0.1, 69,*  2,   6, 7, 21.9, ②②, 2, 1,Ｅシングンパワｰ, 72,長岡禎, 0.1, 71,*  3,  11,10, 44.2,③④②, 2, 5,Ｃアｰスコネクタｰ, 73,中谷雄, 0.1, 71,*  7,   1, 1,  3.6,④③③, 2, 5,Ｃオウノミチ, 72,鮫島克, 0.2, 80,* 19, -12, 4,  6.3, ①①
 3,13,Ｄオｰルオブユｰ, 70,鮫島克, 0.3, 66,*  0,   6, 5, 11.0, ③③, 3, 8,Ｉトｰコｰヴィオラ, 66,義英真, 0.5, 70,   0,* 14, 9, 29.8,⑫⑪⑫, 3, 4,Ｉマルイチワンダｰ, 69,国分恭, 0.2, 73,   7,   2,11, 40.7,③④④, 3,18,Ａインストアイベント, 74,横山和, 0.6, 68,  -4,* 13, 2,  4.7, ⑰⑯
 4,12,Ｂディｰエスフェイム, 71,勝浦正, 0.3, 66,  -3,   9, 2,  7.6, ⑤⑥, 4, 7,Ｃカシノランド, 73,鮫島克, 0.7, 66,*  4,   4, 3,  5.1,②②③, 4, 1,Ｅサリレモンド, 72,太宰啓, 0.3, 70,*  7,  -2, 3,  5.6,①①①, 4,12,Ｋライザン, 65,松若風, 0.6, 71,  10,  -6,11, 39.4, ④⑥
 5, 1,Ｉシゲルミマサカ, 63,菱田裕, 0.5, 66,  -6,  11, 8, 30.7, ⑨⑧, 5, 6,Ａセレッソレアル, 75,岩崎翼, 0.7, 69,   1,   9, 2,  4.5,⑩⑧⑦, 5, 7,Ｋチャップリン, 66,松田大, 0.6, 69,   6,   0,14, 72.4,⑦⑧⑦, 5, 6,Ｌオリエンタルリリｰ, 63,岩崎翼, 0.7, 68,   1,*  6,15, 63.2, ⑭⑭
 6, 9,Ｊアｰネストミノル, 63,中谷雄, 0.5, 66,  -9,* 14,10, 53.2, ⑫⑩, 6, 9,Ｏゼンノイザナギ, 59,森一馬, 0.8, 66,   2,   6, 7, 19.7,⑥⑤⑥, 6, 9,Ｎドラゴンケｰニッヒ, 64,鮫島克, 0.8, 68,   3,*  2, 8, 17.8,⑪⑬⑬, 6,15,Ｉシンガン, 67,義英真, 0.8, 69,   9,  -6, 8, 22.0, ⑧⑨
 7,15,Ｃミカルベウス, 70,丸山元, 0.6, 63,  -4,   7, 3,  8.5, ⑥⑤, 7, 2,Ｌトウカイララバイ, 60,伴啓太, 1.3, 66,  -2,  11,13,103.6,⑮⑮⑮, 7, 3,Ｈシｰサイドバウンド, 69,菱田裕, 0.9, 68,   3,*  3,10, 22.1,⑯⑯⑭, 7,11,Ｅノミネｰション, 71,国分恭, 0.8, 71,  12, -10, 5, 10.4, ⑤⑤
 8,14,Ａダイシンバルカン, 77,加藤祥, 0.7, 62, -13,* 15, 1,  1.7, ⑭⑮, 8,11,Ｎトｰセンテレマｰク, 60,小野寺, 1.3, 63,   0,   5,16,225.3,⑨⑩⑩, 8,11,Ｆジェット, 72,鮫島良, 1.1, 66,*  7,  -9, 6, 14.8,②②②, 8,17,Ｏベｰリングメファ, 60,石橋脩, 0.9, 66,   0,   4,14, 62.3, ⑮⑮
 9, 2,Ｈオｰロラッシュ, 66,古川吉, 0.8, 63,  -9,  11, 6, 21.6, ⑪⑨, 9,15,Ｐキザシ, 56,西村太, 1.4, 66,  -3,  12,15,177.8,⑯⑯⑯, 9,12,Ｊクワッドアクセル, 68,勝浦正, 1.1, 65,   4,  -1,13, 66.9,⑬⑫⑫, 9, 3,Ｄウィズアミッション, 71,松田大, 1.0, 68,  11, -11, 1,  4.6, ⑥④
10, 3,Ｅキクノブレイン, 69,小坂忠, 0.9, 60,  -5,   5, 9, 37.0, ⑦⑦,10,13,Ｄモンシュシュ, 73,加藤祥, 1.4, 62,  -1,   7, 4,  6.6,⑬⑬⑪,10,10,Ｂディプロイディ, 75,川島信, 1.2, 64,   5,  -5, 5, 13.5,⑨⑩⑨,10, 2,Ｊノｰブルルｰジュ, 66,菱田裕, 1.0, 68,* 14, -16, 6, 11.8, ③②
11,11,Ｐゲットミｰ, 37,岩崎翼, 1.2, 59,  -7,   4,15,189.6, ⑧⑪,11,12,Ｋゼンノウラヌス, 65,三津谷, 1.5, 63,  -1,   7,11, 69.9,⑭⑭⑭,11, 8,Ｇシャドウシティｰ, 69,松若風, 1.3, 66,   5,  -4, 9, 21.1,⑮⑪⑩,11,14,Ｑセラフィｰナ, 58,中谷雄, 1.0, 68,   7,  -6,18,254.5, ⑪⑪
12,10,Ｋファイアフライ, 62,石橋脩, 1.6, 55, -11,   5,12,104.2, ⑬⑫,12, 3,Ｆトミケンスラｰヴァ, 72,杉原誠, 1.6, 57,   1,   2, 8, 20.7,⑧⑨⑨,12, 2,Ｄエリオットベイ, 72,丸山元, 1.4, 62,   5,  -8, 4,  5.6,⑧⑦⑥,12, 9,Ｆディレットリｰチェ, 70,古川吉, 1.1, 64,   8,  -9, 9, 23.6, ⑬⑩
13, 6,Ｌノｰブルサイレンス, 61,杉原誠, 1.6, 54, -17,  12,13,112.1, ⑯⑯,13, 5,Ｍジャストフォｰユｰ, 60,原田和, 1.9, 58,*  4,  -6, 6, 10.9,①①①,13,14,Ｏミスエリカ, 58,石橋脩, 1.6, 61,   6, -11, 7, 16.7,⑤⑥⑧,13,10,Ｍシセイカスガ, 62,丸山元, 1.2, 64,  -5,* 11,13, 61.7, ⑱⑱
14, 5,Ｍブリッツカイザｰ, 57,城戸義, 2.0, 51,  -2,  -7,11, 93.3, ④④,14,14,Ｈブラボｰランサｰ, 69,花田大, 2.5, 53,*  3, -11,14,114.7,④③④,14,16,Ｍサｰドグラッド, 65,伴啓太, 1.9, 61,   3,  -6,12, 54.4,⑫⑮⑯,14, 7,Ｇポップジェムズ, 69,杉原誠, 1.2, 65,  10, -12,10, 28.3, ⑦⑦
