15年 8月23日 小倉,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,15年 8月23日 小倉,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  芝1200m 2 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-1,,,,,■ 4R  芝1200m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:0,,,,,■ 7R  ダ1000m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:9,,,,,■10R  芝1800m 3歳上1000万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:5,,,,
11, 4,Ｅクｰルゲンノスケ, 40,国分優, 1.1, 35, -17,  -6,10, 44.6, ⑭⑭,11, 6,Ｈウェルカムワゴン, 52,松若風, 1.1, 52,  -1, -11,11, 40.4, ④③,11, 8,Ｎヴァルディスｰザ, 37,松若風, 1.3, 51,  -5,  -8, 6,  8.8, ④⑤,11, 7,Ｌグレｰトヴァリュｰ, 69,中谷雄, 1.5, 64,  -1,  -4,11,205.6,⑩⑨⑪
12,14,Ｐナムラモミジ, 14,義英真, 1.3, 33, -22,  -3,15,283.0, ⑮⑮,12,11,Ｏメイショウワカアユ, 43,武幸四, 1.1, 53,  -3,  -8, 4,  8.8, ⑧⑦,12,14,Ａギョイ, 68,鮫島克, 1.4, 48, -14,  -2, 4,  6.1, ⑩⑬,,,,,,,,,,,,
13,15,Ｌカシノマザｰ, 30,大庭和, 1.5, 30, -14, -13,16,301.8, ⑫⑫,13, 7,Ｌダンツラッシュ, 50,高倉稜, 1.2, 51,  -9,  -4, 8, 22.5, ⑬⑨,13, 5,Ｍティｰエスベスト, 45,高倉稜, 2.0, 44, -32,*  5,13,134.8, ⑭⑭,,,,,,,,,,,,
14,12,Ｏコウエイドルバコ, 22,浜中俊, 2.2, 20, -14, -23, 8, 27.6, ⑪⑪,14,16,Ｅシンキロウ, 56,川須栄, 1.3, 50,  -9,  -5, 7, 20.3, ⑭⑭,14,11,Ｋタイセイグロｰリア, 52,岩崎翼, 2.3, 39, -13, -11,14,210.9, ⑧⑫,,,,,,,,,,,,
15, 9,Ｊラッキｰスピｰド, 34,中谷雄, 2.2, 21,  -7, -29,14,145.2, ⑧⑩,15, 8,Ｑイチザサムライ, 33,義英真, 1.4, 49, -17,*  1,16,170.6, ⑰⑰,,,,,,,,,,,,,,,,,,,,,,,,
16, 3,Ｆサカジロゴｰゴｰ, 38,国分恭, 2.4, 19, -28, -12,12,112.9, ⑯⑯,16, 3,Ｎメイショウアライソ, 47,国分恭, 1.4, 49, -17,*  1,14,116.7, ⑯⑯,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,17, 1,Ｐルスナイキャンディ, 43,三津谷, 2.1, 39,  -9, -16,17,218.6, ⑫⑫,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,18, 4,Ｒミリノテツニｰ, 19,中井裕, 3.5, 22, -32, -12,18,259.6, ⑱⑱,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:56 ﾚｰｽﾍﾟｰｽ指数:-3 ﾚｰｽｱｶﾞﾘ指数:-2 馬場:良(指数:2),,,,,,,,,,,,ｸﾗｽ上位平均:62 ﾚｰｽﾍﾟｰｽ指数:-2 ﾚｰｽｱｶﾞﾘ指数:-1 馬場:良(指数:2),,,,,,,,,,,,ｸﾗｽ上位平均:62 ﾚｰｽﾍﾟｰｽ指数:-7 ﾚｰｽｱｶﾞﾘ指数:+2 馬場:稍重(指数:-5),,,,,,,,,,,,ｸﾗｽ上位平均:79 ﾚｰｽﾍﾟｰｽ指数:-5 ﾚｰｽｱｶﾞﾘ指数:-0 馬場:良(指数:2),,,,,,,,,,,
単勝:350円 複勝:07=120円 16=160円 06=140円 枠連:630円,,,,,,,,,,,,"単勝:250円 複勝:10=160円 02=320円 05=1,060円 枠連:2,120円",,,,,,,,,,,,"単勝:510円 複勝:06=190円 12=410円 03=240円 枠連:3,510円",,,,,,,,,,,,単勝:250円 複勝:11=130円 06=180円 08=150円 枠連:960円,,,,,,,,,,,
馬連:910円 ワイド:07-16=390円 06-07=270円 06-16=480円,,,,,,,,,,,,"馬連:2,750円 ワイド:02-10=900円 05-10=2,470円 02-05=7,890円",,,,,,,,,,,,"馬連:3,870円 ワイド:06-12=1,660円 03-06=650円 03-12=1,930円",,,,,,,,,,,,馬連:960円 ワイド:06-11=440円 08-11=340円 06-08=630円,,,,,,,,,,,
"馬単:1,600円 3連複:1,310円 3連単:5,180円",,,,,,,,,,,,"馬単:3,810円 3連複:32,430円 3連単:111,250円",,,,,,,,,,,,"馬単:6,670円 3連複:9,300円 3連単:46,290円",,,,,,,,,,,,"馬単:1,500円 3連複:1,600円 3連単:6,410円",,,,,,,,,,,
■ 2R  芝1800m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:6,,,,,■ 5R  芝1800m 2 歳新馬 馬齢,,,,,,,,,,,,■ 8R  ダ1700m 3歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:4,,,,,■11R  芝1200m 3歳上ｵｰﾌﾟﾝ(国) ﾊﾝﾃﾞ,,,,,,,出走馬ﾚﾍﾞﾙ:0,,,,
,,,,,,,,,,,,,ﾒｲｸﾃﾞﾋﾞｭｰ小倉,,,,,,,,,,,,,,,,,,,,,,,,ﾃﾚﾋﾞ西日本賞北九州記念 ＧⅢ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,14,Ａメイショウミツボシ, 64,藤岡佑,, 63,  -4,*  8, 1,  2.6,⑩⑩⑧, 1, 1, オｰヴィレｰル,---,松若風,, 50,*-10,  -4, 5,  7.3,①①①, 1, 2,Ａフジインザスカイ, 77,川島信,, 73,   2,* 11, 1,  3.5,⑦⑦⑥, 1, 3,Ａベルカント, 91,武豊  ,, 89,   6,  18, 2,  5.0, ⑤④
 2, 7,Ｏルサリエ, 40,幸英明, 0.1, 61,*  3,  -9,13, 76.6,②②②, 2, 6, シンシアズブレス,---,浜中俊, 0.3, 51, -17,*  6, 1,  3.2,⑩⑩⑥, 2, 6,Ｆタガノコルコバｰド, 71,大下智, 0.3, 72,   1,* 11, 7, 12.2,⑩⑪⑦, 2, 5,Ｂビッグアｰサｰ, 87,藤岡康, 0.2, 87,  -1,* 22, 1,  2.5, ⑪⑨
 3, 4,Ｈミスティｰフリップ, 53,中井裕, 0.1, 62,  -3,   2,10, 34.1,④④③, 3, 8, ラップランド,---,藤岡佑, 0.4, 49, -15,*  2, 7, 33.8,⑦⑧⑦, 3, 4,Ｇメジャｰシップ, 70,高倉稜, 0.4, 71,*  4,   4, 5,  9.9,③③②, 3,13,Ｌベルルミエｰル, 80,川島信, 0.3, 85,   3,  16, 4,  9.3, ⑧⑩
 4, 3,Ｃミスズダンディｰ, 58,北村友, 0.2, 61,  -6,*  6, 2,  4.9,⑧⑦⑦, 4,10, ルミノｰル,---,幸英明, 0.5, 49, -11,  -7, 6, 12.9,③③③, 4,16,Ｄゴｰザトップ, 71,和田竜, 0.4, 71,   1,*  9, 6, 10.4,⑫⑨⑨, 4,11,Ｈバｰバラ, 81,武幸四, 0.5, 85,  -7,* 24, 6, 14.6, ⑯⑭
 5, 8,Ｆグディｰズタイガｰ, 57,松山弘, 0.3, 61,  -5,   5, 8, 26.7,⑨⑧⑨, 5, 7, ロックオン,---,藤岡康, 0.6, 46,*-10, -11, 3,  6.1,②②②, 5, 8,Ｃタマモワカサマ, 74,浜中俊, 0.4, 70,   1,*  9, 2,  4.2,⑨⑧⑧, 5, 7,Ｊミッキｰラブソング, 80,松山弘, 0.7, 81,  -2,  17, 5, 11.7, ⑫⑫
 6,15,Ｂヒメキヨヒダカ, 59,義英真, 0.3, 55,*  5, -17, 3,  6.4,①①①, 6, 5, アグネスフォルテ,---,和田竜, 1.0, 42, -12, -12, 2,  3.5,④④⑤, 6,12,Ｊヤマイチレジェンド, 67,鮫島克, 0.5, 69,*  4,   3,12, 48.3,④④③, 6, 4,Ｄバクシンテイオｰ, 82,藤岡佑, 0.8, 79,  -5,  18,12, 48.6, ⑬⑬
 7,12,Ｄサダムジャポン, 58,鮫島克, 0.6, 57,  -7,   4,12, 53.9,⑫⑪⑫, 7, 2, ゴｰフォワｰド,---,武豊  , 1.9, 31, -14, -22, 4,  6.8,⑥⑤④, 7, 1,Ｐトウケイファルコン, 58,北村友, 0.8, 65,*  5,  -1,13, 71.4,②②①, 7,16,Ｇヘニｰハウンド, 81,川須栄, 0.8, 78,   0,  13,11, 43.6, ⑨⑪
 8, 6,Ｋシャイニｰサン, 48,国分優, 0.6, 54,  -3,  -5,16,213.9,⑤⑤⑤, 8, 4, スイフトアタック,---,北村友, 2.7, 24, -17, -28, 8, 37.2,⑨⑨⑨, 8,13,Ｂコウユｰアンドレ, 74,太宰啓, 1.0, 69,   0,   6, 3,  7.3,⑮⑬⑭, 8,17,Ｍドレッドノｰト, 79,鮫島克, 0.9, 79, -10,* 22,18,270.3, ⑰⑰
 9, 9,Ｊナポレオン, 49,武豊  , 0.7, 53,  -1, -10, 7, 23.0,③③④, 9, 9, シゲルシマカツオ,---,松山弘, 2.8, 25, -14, -34, 9, 97.4,⑤⑥⑧, 9, 3,Ｍサンレイデジタル, 62,鮫島良, 1.8, 62,   3,  -6,14, 72.2,⑥⑥⑤, 9,10,Ｐサトノデプロマット, 74,和田竜, 1.0, 76,   6,   5, 9, 23.9, ⑥⑦
10, 5,Ｅサンチェロキｰ, 57,浜中俊, 0.7, 57,  -8,*  6, 4,  6.6,⑮⑮⑬,10, 3, タガノジャイアン,---,藤懸貴, 4.5,  1, -16, -57,10,133.8,⑧⑦⑩,10, 9,Ｈシャンタルエット, 69,松山弘, 2.0, 60,  -1,  -3, 8, 18.3,⑬⑫⑫,10,15,Ｋマヤノリュウジン, 80,浜中俊, 1.0, 78, -14,* 24, 8, 21.6, ⑱⑱
11, 1,Ｎウォｰタｰティアナ, 43,武幸四, 0.9, 54,  -7,   0,15,197.1,⑪⑬⑪,,,,,,,,,,,,,11,11,Ｅスリｰネルソン, 71,国分優, 2.1, 58,   1,  -4, 4,  8.6,⑭⑭⑪,11, 1,Ｅサドンストｰム, 81,国分優, 1.1, 75,   3,   6, 3,  8.3, ⑦⑥
12, 2,Ｉレディロｰズ, 52,松若風, 1.0, 53, -11,*  6, 9, 27.0,⑯⑯⑯,,,,,,,,,,,,,12, 5,Ｉシゲルエッチュウ, 68,岩崎翼, 2.1, 60,  -1,  -1,15, 80.4,⑯⑯⑯,12,12,Ｎメイショウツガル, 76,幸英明, 1.2, 75,  -6,  14,17,124.8, ⑭⑮
13,13,Ｇアグネスエンジェル, 55,和田竜, 1.3, 49,  -2, -15, 6, 16.8,⑥⑥⑥,,,,,,,,,,,,,13, 7,Ｌゴマスリオトコ, 63,松若風, 2.7, 56,  -2,  -7,10, 35.3,⑪⑮⑮,13, 2,Ｃマイネルエテルネル, 83,柴田大, 1.2, 73,  -1,   9, 7, 16.0, ⑩⑧
14,10,Ｌスズカファイン, 45,藤岡康, 1.5, 46,  -4, -14, 5, 13.5,⑦⑨⑩,,,,,,,,,,,,,14,15,Ｋスズカアルファ, 64,幸英明, 2.9, 53,   2, -13,16,165.0,⑧⑩⑬,14,18,Ｒオｰミアリス, 63,藤懸貴, 1.3, 72,  -6,  12,13, 58.3, ⑮⑯
14,11,Ｍレッドアナベル, 45,太宰啓, 1.5, 48,  -8,  -5,14, 91.4,⑭⑭⑮,,,,,,,,,,,,,15,10,Ｏオｰディンバロｰズ, 58,国分恭, 3.8, 46,   3, -24,11, 42.6,⑤⑤⑩,15, 9,Ｑレオパルディナ, 73,松若風, 1.3, 71,   9,  -2,10, 41.0, ④⑤
16,16,Ｐギャラリスト, 39,岩崎翼, 1.6, 45,  -7, -11,11, 35.8,⑬⑫⑭,,,,,,,,,,,,,16,14,Ｎハクユウカンベエ, 61,藤岡康, 4.4, 41,*  5, -32, 9, 30.2,①①④,16,14,Ｆメイショウイザヨイ, 81,太宰啓, 1.7, 66,* 17, -15,15, 81.8, ②②
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17, 8,Ｏサカジロロイヤル, 75,国分恭, 1.9, 65,* 15, -16,14, 80.6, ③③
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18, 6,Ｉニザエモン, 80,岩崎翼, 2.0, 63,* 18, -20,16,118.1, ①①
ｸﾗｽ上位平均:62 ﾚｰｽﾍﾟｰｽ指数:-2 ﾚｰｽｱｶﾞﾘ指数:+3 馬場:良(指数:2),,,,,,,,,,,,ｸﾗｽ上位平均:54 ﾚｰｽﾍﾟｰｽ指数:-4 ﾚｰｽｱｶﾞﾘ指数:+2 馬場:良(指数:2),,,,,,,,,,,,ｸﾗｽ上位平均:72 ﾚｰｽﾍﾟｰｽ指数:-4 ﾚｰｽｱｶﾞﾘ指数:-1 馬場:稍重(指数:-5),,,,,,,,,,,,ｸﾗｽ上位平均:87 ﾚｰｽﾍﾟｰｽ指数:-4 ﾚｰｽｱｶﾞﾘ指数:+4 馬場:良(指数:2),,,,,,,,,,,
"単勝:260円 複勝:14=140円 07=1,320円 04=650円 枠連:3,100円",,,,,,,,,,,,"単勝:730円 複勝:01=190円 06=150円 08=480円 枠連:1,270円",,,,,,,,,,,,"単勝:350円 複勝:02=170円 06=280円 04=310円 枠連:1,610円",,,,,,,,,,,,単勝:500円 複勝:03=180円 05=140円 13=240円 枠連:760円,,,,,,,,,,,
"馬連:10,810円 ワイド:07-14=2,930円 04-14=1,170円 04-07=18,570円",,,,,,,,,,,,"馬連:1,140円 ワイド:01-06=500円 01-08=1,870円 06-08=1,400円",,,,,,,,,,,,"馬連:1,570円 ワイド:02-06=640円 02-04=760円 04-06=1,700円",,,,,,,,,,,,"馬連:920円 ワイド:03-05=430円 03-13=1,020円 05-13=610円",,,,,,,,,,,
"馬単:15,300円 3連複:77,970円 3連単:335,790円",,,,,,,,,,,,"馬単:2,340円 3連複:8,580円 3連単:39,420円",,,,,,,,,,,,"馬単:2,770円 3連複:5,410円 3連単:23,960円",,,,,,,,,,,,"馬単:1,940円 3連複:3,110円 3連単:13,770円",,,,,,,,,,,
■ 3R  ダ1700m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:9,,,,,■ 6R  芝1200m 2 歳新馬(牝) 馬齢,,,,,,,,,,,,■ 9R  芝2000m 3歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:8,,,,,■12R  ダ1700m 3歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:6,,,,
,,,,,,,,,,,,,ﾒｲｸﾃﾞﾋﾞｭｰ小倉,,,,,,,,,,,,英彦山特別,,,,,,,,,,,,,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,12,Ｋジェット, 57,鮫島良,, 67,*  4,   1,14,185.4,①①①, 1, 2, ペプチドサプル,---,藤岡佑,, 50, -21,*  2, 2,  2.9, ④②, 1, 2,Ｈジュンスパｰヒカル, 72,藤岡佑,, 77,   5,*  7, 8, 28.6,②④⑥, 1,12,Ｄオウケンゴｰルド, 72,松若風,, 75,*  8,*  5, 2,  4.4,②②②
 2, 5,Ｃディプロイディ, 64,川島信, 0.0, 65,   2,*  4, 9, 25.1,⑩⑥⑤, 2, 3, チョウキタイ,---,武豊  , 0.2, 46,*-17,  -4, 4,  9.8, ①①, 2, 4,Ｄカレンラストショｰ, 75,松若風, 0.2, 75,   6,   3, 5, 13.3,③⑤④, 2,13,Ｊタイマツリ, 67,和田竜, 1.0, 68,   4,*  7,14, 92.5,⑫⑬⑬
 3,14,Ａヨドノナイト, 74,高倉稜, 0.4, 64,*  3,  -1, 2,  4.2,③③②, 3, 1, ロｰザルｰジュ,---,太宰啓, 1.0, 39, -40,*  7, 3,  8.8, ⑫⑫, 3, 7,Ｅイイデフュｰチャｰ, 74,幸英明, 0.2, 75,*  8,  -2, 2,  3.7,④③②, 3, 2,Ｆマルイチワンダｰ, 71,高倉稜, 1.0, 69,   7,   0, 7, 20.2,③③③
 4, 6,Ｆビｰビｰボヌｰル, 64,藤岡佑, 0.4, 61,   2,   1, 1,  3.1,⑨④③, 4, 4, インカンタｰレ,---,川須栄, 1.1, 36, -31,  -1, 5, 14.6, ⑪⑩, 4, 8,Ｂマイネリベルタス, 76,柴田大, 0.2, 75,*  9,  -4, 3,  5.4,⑤①①, 4, 9,Ｋフォｰスフィｰルド, 66,藤岡佑, 1.1, 65,   4,   4, 5,  8.4,⑩⑩⑧
 5,16,Ｇサンライズリゾｰト, 63,松山弘, 0.7, 62,   0,   2, 7, 19.1,⑫⑦⑧, 5,10, コンスタンシｰ,---,松山弘, 1.2, 35, -23, -10, 7, 19.6, ⑤⑥, 5,13,Ａビップレボルシオン, 79,浜中俊, 0.5, 73,   2,*  9, 1,  2.5,⑪⑩⑧, 5,10,Ｍテｰオｰイｰジス, 63,柴田未, 1.1, 66,   5,   2,16,129.4,⑨⑧⑨
 6, 1,Ｉコウザンヒキリ, 61,武豊  , 0.7, 62,  -1,*  6, 5,  9.9,⑬⑬⑩, 6,15, フォルトゥｰナ,---,幸英明, 1.4, 32, -26, -11, 8, 31.7, ⑨⑧, 6, 5,Ｊアドマイヤウイング, 67,北村友, 0.6, 72,   3,   3, 9, 45.6,⑥⑦⑦, 6, 1,Ａアチｰヴ, 74,北村友, 1.2, 66,   1,*  8, 9, 31.5,⑯⑮⑫
 7,15,Ｂオメガレイノワｰル, 70,北村友, 0.9, 60,   1,   1, 3,  6.6,⑯⑧⑥, 7, 7, チャｰミングリリ,---,藤岡康, 1.4, 31, -25, -12,11, 67.6, ⑦⑤, 7, 6,Ｉアルカナ, 68,和田竜, 0.6, 74,   2,*  7, 7, 27.0,⑧⑨⑨, 7, 8,Ｂハｰマンミュｰト, 73,鮫島克, 1.2, 64,   6,  -2, 6, 13.3,⑤⑥⑤
 8, 3,Ｅノラネコ, 64,浜中俊, 1.0, 60,  -2,*  4, 6, 10.7,⑦⑫⑪, 8,13, スタｰシャ,---,義英真, 1.5, 29,*-20, -19,10, 49.8, ③④, 8, 9,Ｋカゼルタ, 65,高倉稜, 0.7, 71,   5,  -3, 6, 19.1,⑦⑥⑤, 8, 4,Ｇメイショウルンバ, 71,武豊  , 1.5, 62,*  8,  -8, 4,  7.8,①①①
 9,13,Ｄシンプリｰスパｰブ, 64,幸英明, 1.1, 58,*  3,  -7, 4,  6.9,②②④, 9,12, ナンゴクハルネット,---,和田竜, 1.7, 28, -23, -17, 6, 15.4, ⑥⑦, 9,11,Ｇダブルイｰグル, 72,鮫島克, 1.1, 67,   3,  -3,11, 81.3,⑨⑧⑩, 9, 7,Ｐオルロフ, 55,藤岡康, 1.5, 62,   6,  -3, 1,  3.3,⑥⑤⑦
10, 9,Ｈヒルノケルン, 63,中谷雄, 1.6, 55,  -3,   0,10, 29.7,⑭⑭⑭,10,11, シゲルニジョウサバ,---,国分恭, 1.8, 26,*-18, -24,14,157.0, ②③,10,10,Ｆシャッタｰチャンス, 72,松山弘, 1.1, 70,  -1,   5, 4,  7.2,⑩⑪⑪,10, 6,Ｉポロタン, 68,岩崎翼, 1.6, 64,   1,   5,13, 87.6,⑮⑯⑭
11, 4,Ｏメイショウララムリ, 46,国分優, 1.7, 54,   0,  -5,16,274.2,⑤⑨⑨,11,14, エメラルドアイ,---,高倉稜, 2.1, 22, -27, -18,13,148.2, ⑧⑨,11,12,Ｌマッシヴランナｰ, 60,藤岡康, 1.2, 67,  -1,   3,10, 52.3,⑫⑫⑫,11,11,Ｅメイショウキトラ, 71,義英真, 1.6, 63,   3,   0,12, 58.8,⑬⑫⑩
12,10,Ｊゼットスウィｰト, 60,国分恭, 2.2, 52,  -3,  -5,15,264.6,⑮⑮⑫,12, 8, リセエンヌ,---,浜中俊, 2.3, 22, -42,  -6, 1,  2.8, ⑬⑬,12, 1,Ｍテイエムサンビカ, 59,義英真, 1.3, 63,*  7, -17,12, 83.0,①②③,12,16,Ｌディｰセントワｰク, 66,川須栄, 1.8, 62,*  8,  -9,11, 56.3,④④④
13, 8,Ｌエタｰナルウインド, 57,藤岡康, 2.8, 45,   2, -19,11, 74.5,⑥⑤⑦,13, 5, アイファｰエバｰ,---,藤懸貴, 2.9, 13, -28, -27,15,167.6, ⑩⑪,,,,,,,,,,,,,13,14,Ｈゼンノスサノヲ, 69,熊沢重, 1.8, 64,   5,  -4, 8, 21.5,⑪⑨⑪
14,11,Ｍフェロｰニア, 57,武幸四, 3.1, 48,   0, -18,13,126.1,④⑩⑬,14, 9, ポッドシルビア,---,松若風, 3.5,  6, -46, -19, 9, 48.0, ⑮⑭,,,,,,,,,,,,,14, 3,Ｃサトノスｰペリア, 73,幸英明, 1.8, 62,   5,  -4, 3,  5.6,⑧⑦⑥
15, 2,Ｎラトｰヌジョア, 49,松若風, 4.3, 38,  -1, -26, 8, 24.3,⑧⑪⑮,15, 6, アイアンアヴァロン,---,国分優, 4.2, -7, -44, -30,12, 92.7, ⑭⑮,,,,,,,,,,,,,15, 5,Ｎヤサカナンティｰ, 63,国分優, 2.3, 56,   4,  -8,10, 41.2,⑦⑪⑮
