15年 9月20日 阪神,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,15年 9月20日 阪神,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1200m 2 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:7,,,,,■ 4R  ダ1200m 2 歳新馬(混) 馬齢,,,,,,,,,,,,■ 7R  芝1200m 3歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:2,,,,,■10R  芝1400m 3歳上1000万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:1,,,,
12, 6,Ｎヴイカンプ, 28,松若風, 2.6, 40, -12,  -9,10, 41.3, ⑫⑫,,,,,,,,,,,,,12, 6,Ｃフルｰルシチｰ, 73,武豊  , 0.8, 68,  -3,   1, 4,  7.4, ⑩⑨,12,16,Ａヤマニンマンドｰル, 78,岩田康, 0.6, 74,  -3,* 11, 2,  4.7, ⑰⑰
13,14,Ｍアテスト, 32,川須栄, 2.7, 40, -13,  -8,12, 76.1, ⑭⑬,,,,,,,,,,,,,13, 7,Ｇシゲルチャグチャグ, 71,太宰啓, 0.8, 67,   2,  -5, 6, 12.8, ③③,13,14,Ｋナムラアッパｰ, 69,高倉稜, 0.8, 73,  -1,   6,10, 36.7, ⑮⑮
14, 9,Ｏコウザンハピネス, 26,高倉稜, 3.0, 37,  -9, -15,16,365.0, ⑧⑩,,,,,,,,,,,,,14,16,Ｎフライングニンバス, 58,岩田康, 0.9, 69, -12,*  9,10, 21.0, ⑭⑭,14,15,Ｌマイネルディアベル, 68,和田竜, 0.8, 70,   6,  -5, 9, 29.2, ④⑥
15,10,Ｌヤマニンラファｰル, 33,田中健, 3.2, 34, -13, -13, 7, 28.6, ⑬⑮,,,,,,,,,,,,,15,15,Ｍセトノビｰナス, 62,菱田裕, 2.7, 44, -16, -11,14,170.1, ⑯⑯,15, 3,Ｑナオミノユメ, 65,北村友, 1.0, 69,  -5,*  8,16,103.6, ⑱⑱
16, 4,Ｉササメユキ, 38,義英真, 3.5, 31, -14, -16,15,164.3, ⑮⑭,,,,,,,,,,,,,16, 1,Ｏイシス, 55,北村友, 4.1, 24, -16, -30,15,252.2, ⑮⑮,16, 6,Ｍラｰストチカ, 68,藤岡康, 1.4, 64,  -3,   0,17,127.9, ⑯⑯
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,13,Ｒショウナンランパダ, 64,幸英明, 1.9, 58,   2, -13,15, 87.1, ⑪⑪
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,17,Ｐウインスプラッシュ, 66,中井裕, 2.1, 55,   1, -14,12, 40.0, ⑫⑬
ｸﾗｽ上位平均:57 ﾚｰｽﾍﾟｰｽ指数:-6 ﾚｰｽｱｶﾞﾘ指数:-4 馬場:良(指数:1),,,,,,,,,,,,ｸﾗｽ上位平均:59 ﾚｰｽﾍﾟｰｽ指数:-0 ﾚｰｽｱｶﾞﾘ指数:-8 馬場:良(指数:1),,,,,,,,,,,,ｸﾗｽ上位平均:73 ﾚｰｽﾍﾟｰｽ指数:-4 ﾚｰｽｱｶﾞﾘ指数:+0 馬場:良(指数:-1),,,,,,,,,,,,ｸﾗｽ上位平均:79 ﾚｰｽﾍﾟｰｽ指数:-2 ﾚｰｽｱｶﾞﾘ指数:-1 馬場:良(指数:-1),,,,,,,,,,,
単勝:290円 複勝:16=140円 11=120円 13=570円 枠連:420円,,,,,,,,,,,,"単勝:720円 複勝:02=570円 01=1,340円 09=2,600円 枠連:6,140円",,,,,,,,,,,,"単勝:1,730円 複勝:09=470円 03=480円 12=180円 枠連:3,060円",,,,,,,,,,,,"単勝:490円 複勝:01=230円 08=1,050円 04=280円 枠連:3,520円",,,,,,,,,,,
"馬連:480円 ワイド:11-16=240円 13-16=1,180円 11-13=1,420円",,,,,,,,,,,,"馬連:5,090円 ワイド:01-02=1,020円 02-09=2,700円 01-09=3,820円",,,,,,,,,,,,"馬連:13,390円 ワイド:03-09=2,790円 09-12=1,370円 03-12=1,380円",,,,,,,,,,,,"馬連:11,200円 ワイド:01-08=2,940円 01-04=730円 04-08=4,160円",,,,,,,,,,,
"馬単:980円 3連複:3,840円 3連単:13,540円",,,,,,,,,,,,"馬単:11,240円 3連複:34,460円 3連単:259,400円",,,,,,,,,,,,"馬単:25,820円 3連複:18,480円 3連単:175,250円",,,,,,,,,,,,"馬単:17,270円 3連複:20,150円 3連単:115,060円",,,,,,,,,,,
■ 2R  芝1400m 2 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:9,,,,,■ 5R  芝1800m 2 歳新馬 馬齢,,,,,,,,,,,,■ 8R  芝1800m 3歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:3,,,,,■11R  芝1800m 3 歳ｵｰﾌﾟﾝ(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:2,,,,
,,,,,,,,,,,,,ﾒｲｸﾃﾞﾋﾞｭｰ阪神,,,,,,,,,,,,,,,,,,,,,,,,関西ﾃﾚﾋﾞ放送賞ﾛｰｽﾞｽﾃｰｸｽ ＧⅡ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 2,Ｊウインハｰトビｰト, 36,松山弘,, 59,*  6, -11, 7, 13.0, ①①, 1, 4, スマｰトオｰディン,---,デムｰ,, 58, -32,* 21, 1,  1.7, ⑥⑥, 1,16,Ｊメイショウコルノ, 66,岩田康,, 80,*  2,   6, 6, 14.3, ③②, 1,15,Ｇタッチングスピｰチ, 76,ルメｰ,, 90,  12,* 12, 7, 12.2, ⑯⑯
 2, 3,Ａメイショウトキン, 54,武豊  , 0.1, 56,*  5, -12, 1,  3.9, ②②, 2, 1, レヴィンインパクト,---,岩田康, 0.4, 56, -35,* 19, 2,  3.2, ⑦⑦, 2, 1,Ａブレイヴリｰ, 77,古川吉, 0.0, 79,*  1,*  8, 2,  4.7, ②③, 2, 8,Ａミッキｰクイｰン, 83,浜中俊, 0.2, 90,  11,* 14, 1,  2.6, ⑰⑰
 3, 1,Ｄジョｰマイク, 46,福永祐, 0.2, 54,   2,* -9, 2,  4.5, ④④, 3, 6, カフジキング,---,武豊  , 0.7, 46,*-31,   6, 6, 25.7, ②②, 3,15,Ｇキャノンプレｰト, 71,四位洋, 0.1, 77,*  2,   3, 4,  7.6, ①①, 3,13,Ｃトｰセンビクトリｰ, 79,武豊  , 0.4, 85,  15,   2, 2,  6.4, ⑭⑪
 4,11,Ｇフィｰルドシャルム, 43,酒井学, 0.3, 54,*  4, -13, 3,  4.8, ③③, 4, 3, キタサンミサイル,---,ルメｰ, 0.8, 45, -32,   7, 5, 20.1, ⑤⑤, 4, 7,Ｂジェネラルゴジップ, 76,ルメｰ, 0.3, 78,  -2,*  9, 1,  2.7, ⑪⑩, 4,10,Ｂレッツゴｰドンキ, 80,岩田康, 0.7, 81,* 19, -13, 3,  6.8, ①①
 5, 5,Ｆアウズ, 45,松田大, 0.4, 52,   0,* -9,11, 75.5, ⑧⑧, 5, 2, レッドウィズダム,---,福永祐, 1.0, 42,*-31,   3, 3,  7.0, ④③, 5, 3,Ｄグリｰンラヴ, 73,中谷雄, 0.4, 76,   0,   5, 8, 38.1, ⑥⑥, 5,16,Ｅクイｰンズリング, 77,デムｰ, 0.9, 78,  16, -10, 5, 10.6, ⑤⑤
 6, 7,Ｌオｰルドラゴン, 32,義英真, 0.4, 51,  -3,* -5,12,302.2, ⑩⑩, 6, 8, オンザロックス,---,川田将, 1.2, 40,*-31,   0, 4, 10.3, ③④, 6,10,Ｃエインセル, 74,横山典, 0.5, 76,  -2,*  8, 7, 26.9, ⑫⑫, 6, 3,Ｄアンドリエッテ, 79,横山典, 1.0, 79,  14,  -5, 4,  7.5, ⑬⑫
 7, 6,Ｂキンシロケット, 50,鮫島克, 0.6, 50,   2, -14, 4,  4.9, ⑤⑤, 7, 7, ビｰビｰブレスユｰ,---,和田竜, 1.2, 48, -36,  12, 8, 37.6, ⑧⑧, 7, 6,Ｅタガノカムイ, 72,川田将, 0.6, 72,*  1,  -1, 3,  4.9, ⑤④, 7,12,Ｈディｰプジュエリｰ, 74,柴山雄, 1.2, 77,  13,  -9, 6, 11.3, ⑫⑭
 8, 4,Ｃビップトイトイトイ, 48,小牧太, 0.7, 48,   0, -13, 8, 19.9, ⑦⑦, 8, 5, クレスコキングス,---,松山弘, 1.6, 33,*-30,  -8, 7, 33.0, ①①, 8,17,Ｋナンヨｰユナ, 65,内田博, 0.8, 70,*  1,  -3,12, 64.0, ⑧⑤, 8, 9,Ｆサンクボヌｰル, 76,松山弘, 1.2, 78,  15, -11, 9, 23.5, ⑩⑧
 9,10,Ｉシゲルシロアマダイ, 38,国分恭, 1.0, 46,   1, -18,10, 66.2, ⑥⑥,,,,,,,,,,,,, 9,13,Ｑタガノグリズリｰ, 51,福永祐, 0.8, 71,   0,   1,13, 66.2, ⑩⑨, 9, 1,Ｎレッドカｰラ, 69,四位洋, 1.2, 77,  15, -11,15,175.8, ⑨⑦
10,12,Ｈトウケイドライヴ, 41,中谷雄, 1.2, 42,  -1, -18, 6, 12.2, ⑨⑨,,,,,,,,,,,,,10, 2,Ｌアクセラレｰト, 62,デムｰ, 1.0, 66,   0,  -4, 5, 10.5, ④⑦,10, 2,Ｋテルメディカラカラ, 72,幸英明, 1.4, 76,  16, -17,13, 90.8, ⑦⑥
11, 9,Ｅポッドシルビア, 45,岩田康, 1.7, 37,  -4, -20, 5,  9.0, ⑪⑪,,,,,,,,,,,,,11, 9,Ｉミッキｰタイガｰ, 68,小牧太, 1.0, 69,  -2,  -1,10, 48.7, ⑨⑪,11, 7,Ｉペルフィカ, 73,菱田裕, 1.5, 74,  14, -11,14,141.7, ⑪⑬
12, 8,Ｋブルベアカトラス, 34,幸英明, 2.1, 33,  -8, -21, 9, 39.0, ⑫⑫,,,,,,,,,,,,,12, 4,Ｍマツリダアンバタｰ, 61,国分恭, 1.1, 70,  -3,   0,14, 80.2, ⑭⑭,12,11,Ｑレｰヌドブリエ, 64,吉田豊, 1.5, 76,  13,  -9,12, 86.4, ⑮⑮
,,,,,,,,,,,,,,,,,,,,,,,,13, 5,Ｈキンコバン, 70,鮫島克, 1.3, 64,   0,  -9,11, 50.6, ⑦⑧,13,14,Ｏティｰエスクライ, 68,和田竜, 2.2, 67,* 18, -32,17,257.4, ⑥④
,,,,,,,,,,,,,,,,,,,,,,,,14,12,Ｎマｰブルバトル, 58,松山弘, 1.6, 63,  -2,  -9,15,196.4, ⑬⑬,14, 4,Ｌシングウィズジョイ, 71,内田博, 2.8, 60,* 19, -42, 8, 23.4, ②②
,,,,,,,,,,,,,,,,,,,,,,,,15, 8,Ｆフミノスナイパｰ, 72,浜中俊, 1.6, 63,  -3,  -5, 9, 42.6, ⑮⑮,15, 6,Ｊライトファンタジア, 72,川田将, 3.2, 57,  15, -39,10, 26.8, ⑧⑨
,,,,,,,,,,,,,,,,,,,,,,,,16,14,Ｐメイショウカンベエ, 54,難波剛, 2.0, 58,  -3, -11,17,344.7, ⑯⑯,16, 5,Ｍプレミオテｰラｰ, 70,福永祐, 3.2, 56,* 19, -48,11, 85.3, ③③
,,,,,,,,,,,,,,,,,,,,,,,,17,11,Ｏタムロダイチ, 55,酒井学, 2.3, 57,  -7,  -9,16,298.5, ⑰⑰,17,17,Ｐメジャｰガラメキ, 67,小牧太, 4.9, 45,  15, -64,16,203.3, ④⑩
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:56 ﾚｰｽﾍﾟｰｽ指数:+3 ﾚｰｽｱｶﾞﾘ指数:-8 馬場:良(指数:-1),,,,,,,,,,,,ｸﾗｽ上位平均:53 ﾚｰｽﾍﾟｰｽ指数:-17 ﾚｰｽｱｶﾞﾘ指数:+15 馬場:良(指数:-1),,,,,,,,,,,,ｸﾗｽ上位平均:73 ﾚｰｽﾍﾟｰｽ指数:-5 ﾚｰｽｱｶﾞﾘ指数:-2 馬場:良(指数:-1),,,,,,,,,,,,ｸﾗｽ上位平均:78 ﾚｰｽﾍﾟｰｽ指数:+6 ﾚｰｽｱｶﾞﾘ指数:-8 馬場:良(指数:-1),,,,,,,,,,,
"単勝:1,300円 複勝:02=350円 03=170円 01=170円 枠連:2,980円",,,,,,,,,,,,単勝:170円 複勝:04=110円 01=110円 06=280円 枠連:0円,,,,,,,,,,,,"単勝:1,430円 複勝:16=460円 01=190円 15=220円 枠連:770円",,,,,,,,,,,,"単勝:1,220円 複勝:15=300円 08=130円 13=200円 枠連:720円",,,,,,,,,,,
"馬連:2,560円 ワイド:02-03=920円 01-02=950円 01-03=330円",,,,,,,,,,,,馬連:270円 ワイド:01-04=160円 04-06=650円 01-06=700円,,,,,,,,,,,,"馬連:3,800円 ワイド:01-16=1,370円 15-16=1,400円 01-15=680円",,,,,,,,,,,,"馬連:1,760円 ワイド:08-15=680円 13-15=1,430円 08-13=390円",,,,,,,,,,,
"馬単:5,950円 3連複:3,150円 3連単:26,810円",,,,,,,,,,,,"馬単:420円 3連複:1,950円 3連単:5,000円",,,,,,,,,,,,"馬単:7,900円 3連複:7,880円 3連単:60,940円",,,,,,,,,,,,"馬単:4,640円 3連複:3,670円 3連単:25,340円",,,,,,,,,,,
■ 3R  ダ1800m 3 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:6,,,,,■ 6R  ダ1800m 3歳上500万(牝) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:2,,,,,■ 9R  ダ1800m 3歳上1000万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:5,,,,,■12R  ダ1400m 3歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:5,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,吹田特別,,,,,,,,,,,,,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 8,Ｄバイナリｰコｰド, 60,ルメｰ,, 70,   2,*  2, 1,  2.2,⑥⑦④, 1, 6,Ｊフィエルテ, 67,松山弘,, 76,   2,* 11, 7, 12.1,⑨⑧④, 1,12,Ｆスマｰトボムシェル, 79,川田将,, 81,  10,* 11, 3,  6.0,⑧⑦⑦, 1, 2,Ｂガンジｰ, 76,幸英明,, 74,   9,   4, 1,  4.1, ⑤④
 2, 9,Ｌチャｰミングポッケ, 46,加藤祥, 0.0, 68,*  3,   0,13,169.6,⑤④②, 2,16,Ａワクワクキリシマ, 72,柴山雄, 0.1, 74,   1,* 13, 9, 26.1,⑩⑩⑨, 2,10,Ｇダイナミックウオｰ, 78,福永祐, 0.2, 80,  10,  11, 1,  2.8,⑩⑩⑤, 2,12,Ａベック, 80,横山典, 0.1, 72,  -2,* 16, 2,  4.5, ⑬⑨
 3,13,Ｃバイオレットフィズ, 62,秋山真, 0.1, 67,   0,*  7, 4,  7.6,⑩⑫⑪, 3, 2,Ｅスズカシャｰマン, 70,秋山真, 0.3, 71,   2,   8, 4,  6.1,⑥⑥⑥, 3,11,Ｊサンライズワｰルド, 77,内田博, 0.3, 80,  11,   9,14, 60.4,⑦④④, 3, 1,Ｌトｰコｰグリｰン, 68,福永祐, 0.2, 72,   3,   8, 6,  9.2, ⑦⑦
 4, 1,Ｅクレスコエルザ, 59,義英真, 0.7, 66,   0,*  1, 7, 35.3,⑬⑪⑩, 4, 4,Ｄハギノセゾン, 71,川田将, 0.3, 73,*  3,   6, 3,  5.9,④④②, 4, 5,Ｂスズカルパン, 82,岩田康, 0.4, 79,   9,  10, 8, 20.4,⑨⑧⑪, 4,14,Ｉブルミラコロ, 69,秋山真, 0.3, 69,* 16,  -9, 3,  6.8, ①①
 5,10,Ｂトゥルｰロマンス, 64,川田将, 1.1, 62,*  4, -10, 2,  4.5,②②①, 5, 1,Ｈクイｰンズシアタｰ, 68,岩田康, 0.9, 68,   1,   4, 5,  6.8,⑧⑦⑦, 5, 3,Ｎサｰジェントバッジ, 75,デムｰ, 0.7, 75,   8,  10, 5, 11.9,⑪⑪⑩, 5,11,Ｅアチｰヴ, 71,北村友, 0.4, 72,  -3,* 15,12, 68.8, ⑭⑭
 6,11,Ａアサバスカ, 66,池添謙, 1.2, 62,   0,  -5, 3,  4.9,⑨⑧⑦, 6,11,Ｆクロカミノオトメ, 69,藤岡康, 1.1, 68,  -1,   5,12, 47.2,⑭⑬⑬, 6,13,Ｃメモリｰシャルマン, 82,幸英明, 0.7, 77,   5,* 14, 6, 16.5,⑯⑯⑯, 6,13,Ｄゼンノロンゴ, 74,鮫島克, 0.4, 71,   0,  10, 7, 15.1, ⑨⑧
 7, 4,Ｊアニエｰル, 54,吉田豊, 2.4, 53,  -3,  -7,12,109.4,⑮⑮⑭, 7,15,Ｇジュｰンヴィエナ, 68,義英真, 1.1, 69,   0,   7,11, 43.3,⑮⑭⑭, 7,16,Ｉマッシヴヒｰロｰ, 78,太宰啓, 0.7, 79,  10,   7,12, 38.4,⑥⑨⑧, 7, 9,Ｈホッコｰマグマ, 69,国分優, 1.0, 65,   6,  -2,11, 39.2, ⑥⑥
 8, 3,Ｇトウカイヒロイン, 58,藤懸貴, 2.5, 51,   0, -16, 9, 39.3,⑧⑨⑧, 8,14,Ｂモンシュシュ, 72,横山典, 1.1, 63,*  3,  -1, 1,  4.1,③③⑤, 8, 8,Ｅワｰスムｰン, 79,小牧太, 1.1, 74,  11,   1,10, 29.2,⑤⑥⑥, 8,10,Ｆダイメイコンドル, 71,デムｰ, 1.1, 65,  -5,  10, 5,  7.9, ⑮⑮
 9,14,Ｉミスズメサイア, 55,幸英明, 2.9, 50,   0, -19, 6, 23.9,⑪⑩⑨, 9,10,Ｍピアレスピンク, 61,菱田裕, 1.2, 67,   0,   4,10, 37.0,⑯⑯⑧, 9, 7,Ｈオウケンゴｰルド, 78,松若風, 1.5, 72,* 12,  -5, 9, 22.3,④③③, 9, 8,Ｍスリｰネルソン, 67,国分恭, 1.2, 66,  -7,* 12,10, 38.7, ⑯⑯
10, 2,Ｈプリｰメル, 57,松若風, 3.0, 51,   2, -23, 5, 15.1,⑦⑥⑤,10, 5,Ｃサンレイフロｰラ, 72,鮫島克, 1.4, 64,   2,  -2, 6, 11.3,⑤⑤③,10, 9,Ｄゴダｰル, 81,浜中俊, 2.2, 67,   6,   0,11, 31.0,⑮⑮⑮,10, 4,Ｃニチドウリュンヌ, 74,難波剛, 1.5, 62,  10, -11, 9, 17.1, ③③
11,15,Ｆマイフォルトゥｰナ, 58,菱田裕, 3.6, 48,  -1, -19,14,183.5,⑭⑬⑫,11,12,Ｉポロタン, 67,岩崎翼, 1.5, 66,   1,   1,14,127.0,⑦⑨⑫,11,15,Ｌタガノスマイル, 76,岩崎翼, 2.2, 66,* 12, -13, 7, 17.6,①①①,11, 6,Ｋライムチェイサｰ, 68,川田将, 1.6, 62,   1,   0, 8, 16.7, ⑧⑩
12,16,Ｋワンダｰヴィグルｰ, 53,太宰啓, 3.8, 45,*  3, -32,10, 44.3,③③③,12, 9,Ｏアグリナデシコ, 56,藤懸貴, 1.9, 61,   1,  -3,15,176.4,⑫⑫⑪,12, 6,Ａヴォルケンクラッツ, 85,和田竜, 2.2, 67,   6,   0, 4,  9.3,⑫⑬⑭,12, 7,Ｇワンダｰバイファル, 69,松田大, 1.6, 62,   0,   1,14,150.0, ⑪⑪
13, 5,Ｍメイショウソウソウ, 46,中谷雄, 4.6, 39,   2, -37, 8, 36.3,④⑤⑥,13, 8,Ｋテイエムジョウネツ, 67,加藤祥, 2.3, 57,*  4, -13, 2,  5.8,②②①,13, 2,Ｋメイショウパワｰズ, 76,武豊  , 2.3, 65,* 12, -12, 2,  5.4,②②②,13,16,Ｏサンレイデジタル, 62,鮫島良, 1.7, 61,   8, -10,13,115.8, ④⑤
14, 6,Ｏメイショウコｰラル, 42,鮫島良, 4.7, 44,  -5, -22,15,343.7,⑯⑯⑮,14,13,Ｎダンシング, 56,幸英明, 2.5, 58,  -2,  -5,13, 75.4,⑬⑮⑮,14,14,Ｏアサケゴマ, 73,水口優, 2.4, 65,   6,  -2,16,248.0,⑬⑭⑬,14,15,Ｎスズカアルファ, 65,義英真, 2.1, 58,  -2,  -2,16,318.5, ⑫⑫
15,12,Ｐカネトシルミナ, 41,森一馬, 5.1, 38,  -2, -32,16,424.8,⑫⑭⑬,15, 3,Ｐグロｰバルスタｰ, 51,国分恭, 4.9, 44,   0, -27,16,259.5,⑪⑪⑯,15, 1,Ｐブレｰヴマン, 68,国分優, 2.8, 62,  11, -13,15, 97.6,③⑤⑨,15, 3,Ｐオｰディンバロｰズ, 54,菱田裕, 2.2, 57,   0,  -4,15,278.1, ⑩⑬
