15年 7月11日 福島,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,15年 7月11日 福島,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  芝2750m 3歳上未勝利(混) 定量,,,,,,,,,,,,■ 4R  芝2750m 3歳上ｵｰﾌﾟﾝ(混) 別定,,,,,,,,,,,,■ 7R  芝1200m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-4,,,,,■10R  芝2000m 3歳上1000万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:0,,,,
 9,10, マイネルドメニカ,,上野翔,185.5,,,, 8, 29.2,⑧⑨⑨, 9, 3, サンマルボス,,高野和,184.0,,,, 9, 75.0,⑨⑨⑨, 9,16,Ｊケイツｰノｰト, 45,武士沢, 0.7, 48, -19,  -4,13,147.4, ⑬⑬, 9, 4,Ｂアドマイヤカｰリン, 78,戸崎圭, 1.1, 58,   3, -11, 6, 13.4,④③⑥
10, 8, マイネルブルズアイ,,山本康,186.8,,,, 6, 16.3,⑩⑩⑩,,,,,,,,,,,,,10,15,Ｎザキス, 38,江田照, 1.0, 41, -11, -16,15,224.3, ⑧⑧,10,10,Ｈマトリックスコｰド, 68,北村宏, 2.7, 44,   0, -28, 7, 25.3,⑧⑨⑩
11,12, ヤギリヒマワリ,,大江原,188.3,,,,12,148.6,⑪⑪⑪,,,,,,,,,,,,,11, 5,Ｉドリｰマｰズハイ, 46,伊藤工, 1.2, 39, -11, -19,11,127.2, ⑤④,,,,,,,,,,,,
12, 6, リネンハイブリット,,蓑島靖,194.6,,,,11,112.8,⑫⑫⑫,,,,,,,,,,,,,12, 4,Ｏキノル, 31,津村明, 1.4, 37,* -7, -25,12,145.7, ②②,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,13,13,Ｈダッシングブルｰ, 49,大野拓, 1.6, 34, -22, -13, 9, 96.6, ⑮⑭,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,14, 1,Ｐメリケンガｰル, 16,伴啓太, 2.3, 25, -21, -22,16,337.4, ⑭⑮,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,15, 6,Ｋラブノキセキ, 44,木幡初, 2.7, 20, -31, -19,14,160.6, ⑯⑯,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,16, 3,Ｍゼノ, 40,オｰル, 3.1, 15, -15, -39, 8, 83.3, ⑨⑪,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,ｸﾗｽ上位平均:62 ﾚｰｽﾍﾟｰｽ指数:-9 ﾚｰｽｱｶﾞﾘ指数:-6 馬場:良(指数:-3),,,,,,,,,,,,ｸﾗｽ上位平均:79 ﾚｰｽﾍﾟｰｽ指数:-4 ﾚｰｽｱｶﾞﾘ指数:-2 馬場:良(指数:-3),,,,,,,,,,,
"単勝:250円 複勝:07=110円 04=240円 05=170円 枠連:1,190円",,,,,,,,,,,,"単勝:1,530円 複勝:04=370円 09=520円 05=170円 枠連:4,420円",,,,,,,,,,,,単勝:460円 複勝:14=140円 02=130円 09=130円 枠連:630円,,,,,,,,,,,,"単勝:190円 複勝:01=120円 07=230円 06=1,080円 枠連:260円",,,,,,,,,,,
"馬連:1,480円 ワイド:04-07=630円 05-07=350円 04-05=880円",,,,,,,,,,,,"馬連:15,860円 ワイド:04-09=3,750円 04-05=730円 05-09=1,640円",,,,,,,,,,,,馬連:740円 ワイド:02-14=300円 09-14=350円 02-09=230円,,,,,,,,,,,,"馬連:780円 ワイド:01-07=370円 01-06=2,150円 06-07=6,080円",,,,,,,,,,,
"馬単:2,070円 3連複:2,010円 3連単:9,600円",,,,,,,,,,,,"馬単:33,180円 3連複:18,330円 3連単:164,730円",,,,,,,,,,,,"馬単:1,610円 3連複:760円 3連単:5,170円",,,,,,,,,,,,"馬単:1,120円 3連複:14,010円 3連単:37,080円",,,,,,,,,,,
■ 2R  ダ1700m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:10,,,,,■ 5R  芝1200m 2 歳新馬 馬齢,,,,,,,,,,,,■ 8R  ダ1700m 3歳上500万(牝) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:0,,,,,■11R  芝1800m 3歳上1600万(混) ﾊﾝﾃﾞ,,,,,,,出走馬ﾚﾍﾞﾙ:-4,,,,
,,,,,,,,,,,,,ﾒｲｸﾃﾞﾋﾞｭｰ福島,,,,,,,,,,,,,,,,,,,,,,,,阿武隈ｽﾃｰｸｽ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,10,Ａブラゾンドゥリス, 69,内田博,, 70,*  2,* 13, 1,  1.6,②②②, 1, 3, キャプテンペリｰ,---,大野拓,, 43, -11,*-12, 3,  5.1, ⑤④, 1, 6,Ａツインキャンドル, 76,石川裕,, 78,* 10,*  3, 4,  6.8,①①①, 1,14,Ｃバロンドゥフォｰル, 81,田辺裕,, 78,   4,* 17, 1,  3.4,⑭⑭⑬
 2, 4,Ｊミスタｰビン, 54,津村明, 0.4, 67,*  3,*  9,13,173.8,①①①, 2, 9, ナンヨｰアミｰコ,---,柴田善, 0.7, 34, -18,*-13, 1,  2.7, ⑦⑥, 2,12,Ｂメリｰウィドウ, 76,内田博, 0.7, 70,*  9,  -2, 1,  3.4,⑥④③, 2,13,Ｎケイアイチョウサン, 74,横山典, 0.1, 77,   4,* 16, 6, 12.8,⑬⑬⑭
 3,14,Ｃタイセイプレシャス, 64,北村宏, 1.0, 66,  -1,*  9, 2,  4.3,⑨⑥⑥, 3, 2, タイキマロン,---,田辺裕, 1.1, 29,  -9, -28, 5, 15.6, ③②, 3, 9,Ｄデザｰトオブムｰン, 72,石橋脩, 0.9, 70,   7,*  1, 6, 14.4,⑧⑧⑥, 3,11,Ｅケイティｰプライド, 79,内田博, 0.1, 74,  15,  -6, 7, 14.7,③③③
 4,15,Ｍハｰドアスリｰト, 51,西田雄, 1.6, 60,   0,   3,10, 85.4,④⑤⑤, 4, 6, クインズクオｰツ,---,蛯名正, 1.2, 29, -19, -19, 4,  7.2, ⑥⑦, 4, 5,Ｃラゴディラゴライ, 72,蛯名正, 1.5, 67,   7,  -4, 9, 20.2,⑫⑨⑦, 4,10,Ｊミヤジタイガ, 77,大野拓, 0.3, 73,   9,   2, 9, 25.8,⑨⑨⑨
 5, 5,Ｌダブルヨウコ, 52,松岡正, 1.8, 58,*  1,   0, 9, 27.3,③④③, 5,10, ラブタｰボ,---,伊藤工, 1.4, 26, -21, -19, 8, 36.0, ⑧⑧, 5,13,Ｆエドノプリンセス, 71,田中勝, 1.7, 65,   6,  -4, 7, 16.4,⑪⑩⑨, 5, 2,Ａベリｰフィｰルズ, 84,江田照, 0.3, 74,   1,* 18,10, 27.1,⑮⑮⑮
 6, 7,Ｄレイズユアハンズ, 63,オｰル, 2.0, 57,  -2,   2, 5, 17.5,⑦⑧⑧, 6, 1, マイネルパッセ,---,柴田大, 1.6, 25,* -4, -39, 2,  3.1, ①①, 6, 1,Ｉクリッパｰルｰト, 68,北村宏, 1.8, 65,   4,  -2, 3,  6.0,⑩⑫⑫, 6,15,Ｍオメガキングティｰ, 76,北村宏, 0.3, 75,   8,   5, 8, 18.0,⑪⑪⑩
 7, 1,Ｋトゥルｰスナイト, 53,木幡初, 2.5, 55,  -2,  -2,14,198.9,⑥⑦⑦, 7, 5, ニンギョヒメ,---,石川裕, 1.9, 20, -31, -17, 9, 66.6, ⑨⑩, 7, 2,Ｇピンクシャドウ, 70,西田雄, 1.8, 64,*  9, -10, 8, 19.0,③⑤④, 7, 3,Ｂオコレマルｰナ, 81,石橋脩, 0.3, 74,  13,  -4, 3,  7.0,④④④
 8,13,Ｇパヴォｰネ, 60,蛯名正, 2.7, 52,*  1,  -9, 3, 10.8,⑤③④, 8, 4, ユｰランシャンティ,---,松岡正, 2.0,  9, -31, -19, 7, 30.3, ⑩⑨, 8, 3,Ｊテイア, 64,江田照, 1.9, 63,   6,  -4,11, 70.5,⑦⑪⑪, 8, 9,Ｏブロｰドスタｰ, 69,津村明, 0.4, 71,   9,   1,14, 61.5,⑧⑧⑧
 9,12,Ｆクドｰス, 60,伊藤工, 2.8, 52,  -2,  -2,11,127.4,⑪⑪⑪, 9,11, シュノンソｰ,---,的場勇, 2.1, 17, -10, -41,10, 69.8, ④⑤, 9, 4,Ｅマックスユｰキャン, 71,津村明, 2.4, 58,   7, -13, 5,  8.8,⑨⑦⑧, 9, 4,Ｇパシャドｰラ, 78,柴田善, 0.6, 70,   7,   2, 4,  7.3,⑩⑩⑪
10, 6,Ｂラジャスタン, 64,柴田大, 3.1, 51,  -2,  -7, 4, 14.6,⑬⑨⑩,10, 8, トドロキボサツ,---,武士沢, 2.4, 16,* -5, -48, 6, 26.1, ②③,10, 8,Ｈナナイロボタン, 69,戸崎圭, 2.6, 57,*  9, -19, 2,  3.7,④③②,10, 1,Ｄメイショウインロウ, 80,熊沢重, 0.7, 68,  11,  -8,15, 62.2,⑥⑥⑥
11, 8,Ｉノｰスフォンテン, 56,柴田善, 3.2, 49,  -3,  -5, 6, 20.9,⑧⑫⑫,,,,,,,,,,,,,11, 7,Ｋスラリｰアイス, 62,武士沢, 2.8, 56,*  9, -19,10, 60.1,②②⑤,11, 6,Ｆマｰブルカテドラル, 78,戸崎圭, 0.8, 67,  14, -13, 5,  8.7,⑤⑤⑤
12, 9,Ｅオブストラクション, 60,石川裕, 3.4, 50,  -3,  -8, 8, 25.8,⑩⑩⑨,,,,,,,,,,,,,12,11,Ｌナムラビジン, 53,大野拓, 3.0, 56,   8, -19,12,155.9,⑤⑥⑩,12,12,Ｈロジメジャｰ, 78,松岡正, 0.8, 69,  11,  -9,12, 41.4,⑦⑦⑦
13, 3,Ｈセイウンアサヒ, 60,田辺裕, 3.7, 46,  -7,  -2, 7, 21.4,⑭⑭⑭,,,,,,,,,,,,,,,,,,,,,,,,,13, 8,Ｌコスモユッカ, 76,柴田大, 1.3, 61,* 18, -29,13, 56.3,②②②
14,11,Ｎトラディショナル, 47,野中悠, 3.7, 47,  -3,  -8,15,244.6,⑫⑬⑬,,,,,,,,,,,,,,,,,,,,,,,,,14, 5,Ｉブライトボｰイ, 77,蛯名正, 1.3, 64,   7,  -6,11, 39.0,⑫⑫⑫
15, 2, サクラクロノス,---,伴啓太, 7.2, 26, -14, -21,12,141.5,⑮⑮⑮,,,,,,,,,,,,,,,,,,,,,,,,,15, 7,Ｋサングラス, 77,田中勝, 1.6, 59,* 25, -48, 2,  5.2,①①①
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:62 ﾚｰｽﾍﾟｰｽ指数:-1 ﾚｰｽｱｶﾞﾘ指数:+4 馬場:良(指数:-2),,,,,,,,,,,,ｸﾗｽ上位平均:54 ﾚｰｽﾍﾟｰｽ指数:-2 ﾚｰｽｱｶﾞﾘ指数:-9 馬場:良(指数:-3),,,,,,,,,,,,ｸﾗｽ上位平均:70 ﾚｰｽﾍﾟｰｽ指数:+2 ﾚｰｽｱｶﾞﾘ指数:-10 馬場:良(指数:-2),,,,,,,,,,,,ｸﾗｽ上位平均:83 ﾚｰｽﾍﾟｰｽ指数:+2 ﾚｰｽｱｶﾞﾘ指数:-3 馬場:良(指数:-3),,,,,,,,,,,
"単勝:160円 複勝:10=110円 04=1,300円 14=140円 枠連:1,880円",,,,,,,,,,,,単勝:510円 複勝:03=150円 09=140円 02=250円 枠連:630円,,,,,,,,,,,,単勝:680円 複勝:06=240円 12=150円 09=290円 枠連:870円,,,,,,,,,,,,"単勝:340円 複勝:14=150円 13=310円 11=410円 枠連:1,100円",,,,,,,,,,,
"馬連:14,330円 ワイド:04-10=3,740円 10-14=200円 04-14=7,870円",,,,,,,,,,,,馬連:790円 ワイド:03-09=340円 02-03=780円 02-09=650円,,,,,,,,,,,,"馬連:1,030円 ワイド:06-12=440円 06-09=1,260円 09-12=720円",,,,,,,,,,,,"馬連:1,930円 ワイド:13-14=770円 11-14=1,060円 11-13=2,870円",,,,,,,,,,,
"馬単:13,820円 3連複:13,060円 3連単:70,800円",,,,,,,,,,,,"馬単:1,690円 3連複:2,570円 3連単:11,490円",,,,,,,,,,,,"馬単:2,210円 3連複:3,300円 3連単:17,820円",,,,,,,,,,,,"馬単:3,160円 3連複:11,240円 3連単:47,750円",,,,,,,,,,,
■ 3R  ダ1700m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:12,,,,,■ 6R  ダ1150m 3 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:2,,,,,■ 9R  芝2600m 3歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:6,,,,,■12R  ダ1150m 3歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:4,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,開成山特別,,,,,,,,,,,,,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,12,Ｄクワッドアクセル, 66,田辺裕,, 67,   4,*  9, 5, 11.6,⑪⑨⑤, 1, 3,Ａフロｰラルダンサｰ, 61,戸崎圭,, 59,* -1,  -3, 1,  2.7, ②②, 1,10,Ｅゴｰルドメイン, 71,蛯名正,, 80,* 10,*  1, 5, 11.6,⑦⑤⑤, 1,16,Ｃドラゴンゲｰト, 71,松岡正,, 73,*  4,*  7, 5,  8.3, ②②
 2, 1,Ｂハイヴォルテｰジ, 67,戸崎圭, 0.1, 66,*  7,   2, 2,  4.9,②②②, 2, 1,Ｈアンジュデトワｰル, 54,大野拓, 0.1, 59,  -2,* -2, 7, 18.2, ⑥⑤, 2, 7,Ｂフォルトファｰレン, 75,田辺裕, 0.0, 78,* 10,*  1, 2,  4.0,④③③, 2,11,Ａロトラトゥｰル, 81,横山典, 0.4, 68,  -2,*  8, 4,  6.0, ⑩⑨
 3, 4,Ｊヌｰナ, 55,オｰル, 0.4, 64,   6,   1, 3,  6.2,⑤③③, 3,11,Ｎショｰピｰス, 47,木幡初, 0.1, 61,*  0,  -3,10, 58.9, ①①, 3, 3,Ｃラブアポロン, 72,横山典, 0.6, 71,   8,  -6, 3,  6.0,⑥⑥④, 3, 6,Ｇタカミル, 68,大庭和, 0.6, 68,   2,   3,12, 57.7, ③③
 4, 3,Ｅデュアルフレイム, 65,蛯名正, 0.4, 67,   3,*  8, 6, 16.6,⑬⑪⑧, 4,16,Ｃエスティルンバ, 59,内田博, 0.4, 57,  -1,  -5, 4,  8.4, ⑤⑦, 4,11,Ｆスペキュロス, 71,戸崎圭, 0.9, 69,   8, -10, 1,  2.1,⑨⑦⑥, 4, 2,Ｅナンゴクロマンス, 69,大野拓, 0.8, 66,  -5,*  8, 9, 25.3, ⑫⑩
 5, 9,Ｃケンベストカフェ, 66,石川裕, 0.5, 66,*  7,  -1, 1,  2.3,③④④, 5, 6,Ｉムサ, 54,江田照, 0.6, 51, -11,*  1, 3,  7.1, ⑬⑨, 5, 6,Ｇナンヨｰテンプル, 70,柴田善, 1.1, 67,* 10, -19, 6, 19.5,③②②, 5, 1,Ｂマサノグリンベレｰ, 76,田辺裕, 0.9, 65,   2,   1, 3,  5.1, ④④
 6, 7,Ａキｰタイプ, 68,江田照, 0.8, 61,   5,   1, 4,  6.6,⑥⑥⑥, 6, 2,Ｂサｰストンカインド, 59,蛯名正, 1.0, 50,  -4,  -9, 2,  3.4, ⑦⑥, 6, 2,Ｈテンカイチ, 69,原田和, 1.2, 68,   7,  -7,10,118.9,⑪⑨⑧, 6, 5,Ｊバｰニｰズ, 66,津村明, 1.0, 63,  -2,   3, 7, 16.2, ⑧⑧
 7, 6,Ｈモエルア, 57,内田博, 1.2, 57,*  8,  -9, 8, 31.7,①①①, 7,12,Ｅアンダリュｰサイト, 57,嘉藤貴, 1.0, 49,  -8,  -5,11, 69.9, ⑪⑪, 7, 5,Ｉアグネスドリｰム, 68,松岡正, 1.3, 68,* 10, -21, 4,  7.4,①①①, 7,10,Ｋサウスキング, 65,西田雄, 1.0, 65,   0,   2, 1,  4.0, ⑦⑤
 8,13, アイティワイルド,---,木幡初, 1.4, 60,  -3,*  8,11,115.0,⑭⑭⑭, 8,10,Ｍトｰセンプリズム, 48,北村宏, 1.3, 48,* -1, -15,12, 85.6, ④④, 8, 4,Ａアメリカンゴｰルド, 77,北村宏, 1.7, 64,*  9, -23, 7, 19.6,⑤④⑦, 8,15,Ｈフレックスハｰト, 68,北村宏, 1.1, 63,  -5,   5,10, 27.4, ⑬⑭
 9,10,Ｌスズヨサムソン, 51,田中勝, 1.8, 55,   3,  -5, 9, 32.3,⑨⑩⑩, 9, 8,Ｌキョウエイボサツ, 49,武士沢, 1.4, 43, -17,* -2,13, 87.1, ⑮⑭, 9, 1,Ｊセカイノカナ, 58,オｰル, 4.9, 49,   6, -57, 9,108.6,⑩⑩⑨, 9,12,Ｉミカルベウス, 68,戸崎圭, 1.3, 61,*  5,  -6, 2,  4.7, ①①
10,11,Ｉアップセッタｰ, 56,北村宏, 2.0, 54,   7, -12,10, 40.4,④⑤⑦,10, 5,Ｋハジメノイッポ, 49,伴啓太, 1.4, 48,* -1, -16,14, 95.2, ③③,10, 9,Ｄペイシャゴンジセ, 72,嘉藤貴, 5.5, 46,   6, -64, 8, 53.1,⑧⑪⑪,10,13,Ｎラブミｰブルｰ, 63,柴田大, 1.4, 61,  -3,   2,14,144.1, ⑪⑫
11, 2,Ｍファニｰガｰル, 50,西田雄, 2.6, 50,   2,  -9,13,170.1,⑫⑫⑪,11, 4,Ｇレｰヴシャルマン, 54,石川裕, 1.6, 44,  -7, -12, 6, 16.8, ⑩⑧,11, 8,Ｋマコトダッソｰ, 57,石川裕, 5.8, 16,   5, -71,11,147.7,②⑧⑩,11, 9,Ｄジョブックガｰタｰ, 69,武士沢, 1.5, 60, -11,*  8, 6, 16.0, ⑯⑮
12, 8,Ｇサルバドｰルガロ, 60,石橋脩, 2.6, 49,   6, -16,12,150.8,⑦⑦⑨,12, 9,Ｄコｰリンブリリアン, 58,石橋脩, 1.7, 43,  -6, -13, 5, 14.2, ⑧⑩,,,,,,,,,,,,,12,14,Ｍケモノタイプ, 63,江田照, 2.0, 54,   2,  -9,13, 99.1, ⑥⑦
13,14,Ｋタマヨリモハヤク, 52,野中悠, 2.7, 49,   1,  -9,15,433.4,⑧⑬⑬,13,14,Ｆサクセスクイｰン, 56,田中勝, 1.7, 43, -10,  -8, 9, 46.2, ⑭⑬,,,,,,,,,,,,,13, 3,Ｏシセイムゲン, 57,田中勝, 2.7, 48,  -7,  -7,16,206.3, ⑭⑬
14,15,Ｆアドマイヤドラゴン, 62,柴田善, 3.9, 39,   5, -26, 7, 21.7,⑩⑧⑫,14,15,Ｊネコハッピｰ, 53,オｰル, 1.8, 42,  -7, -13, 8, 18.4, ⑫⑫,,,,,,,,,,,,,14, 7,Ｌセンコウノマイヒメ, 65,内田博, 2.9, 46,  -2, -14,11, 47.0, ⑨⑪
15, 5, ラブマンデラ,---,大野拓, 7.1, 22,  -9, -30,14,242.6,⑮⑮⑮,15, 7,Ｏタイドミュｰジック, 37,野中悠, 2.7, 31, -20, -11,16,403.9, ⑯⑯,,,,,,,,,,,,,15, 8,Ｆサウスセレクト, 68,伴啓太, 4.1, 37,   2, -28, 8, 23.1, ⑤⑥
,,,,,,,,,,,,16,13,Ｐケンブリッジヒカリ, 24,柴田大, 2.8, 32,  -6, -23,15,200.3, ⑨⑮,,,,,,,,,,,,,16, 4,Ｐコスモサビク, 54,石川裕, 5.5, 24, -10, -30,15,159.8, ⑮⑯
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:62 ﾚｰｽﾍﾟｰｽ指数:+6 ﾚｰｽｱｶﾞﾘ指数:+3 馬場:良(指数:-2),,,,,,,,,,,,ｸﾗｽ上位平均:60 ﾚｰｽﾍﾟｰｽ指数:-4 ﾚｰｽｱｶﾞﾘ指数:-6 馬場:良(指数:-2),,,,,,,,,,,,ｸﾗｽ上位平均:74 ﾚｰｽﾍﾟｰｽ指数:+2 ﾚｰｽｱｶﾞﾘ指数:-8 馬場:良(指数:-3),,,,,,,,,,,,ｸﾗｽ上位平均:72 ﾚｰｽﾍﾟｰｽ指数:-6 ﾚｰｽｱｶﾞﾘ指数:-2 馬場:良(指数:-2),,,,,,,,,,,
"単勝:1,160円 複勝:12=260円 01=210円 04=270円 枠連:2,720円",,,,,,,,,,,,単勝:270円 複勝:03=150円 01=370円 11=990円 枠連:400円,,,,,,,,,,,,"単勝:1,160円 複勝:10=250円 07=160円 03=190円 枠連:310円",,,,,,,,,,,,"単勝:830円 複勝:16=320円 11=240円 06=1,020円 枠連:1,030円",,,,,,,,,,,
"馬連:2,930円 ワイド:01-12=770円 04-12=1,170円 01-04=940円",,,,,,,,,,,,"馬連:1,680円 ワイド:01-03=820円 03-11=2,070円 01-11=6,340円",,,,,,,,,,,,"馬連:1,750円 ワイド:07-10=520円 03-10=720円 03-07=450円",,,,,,,,,,,,"馬連:2,720円 ワイド:11-16=1,010円 06-16=5,730円 06-11=4,730円",,,,,,,,,,,
"馬単:6,560円 3連複:7,440円 3連単:52,170円",,,,,,,,,,,,"馬単:2,900円 3連複:22,380円 3連単:73,270円",,,,,,,,,,,,"馬単:4,720円 3連複:2,580円 3連単:20,420円",,,,,,,,,,,,"馬単:5,720円 3連複:36,560円 3連単:162,020円",,,,,,,,,,,
,※同着があったレｰスの払戻情報はスペｰスの関係上､同着分を省略しています｡,,,,,,,,,,,,,,,,,,,,,,,,※同着があったレｰスの払戻情報はスペｰスの関係上､同着分を省略しています｡,,,,,,,,,,,,,,,,,,,,,,
,※結果･払戻は必ず主催者発表のものと照合･確認して下さい｡,,,,,,,,,,,,,,,,,,,,,,,,※結果･払戻は必ず主催者発表のものと照合･確認して下さい｡,,,,,,,,,,,,,,,,,,,,,,
