15年 9月12日 中山,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,15年 9月12日 中山,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1200m 2 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:0,,,,,■ 4R  芝2880m 3歳上未勝利(混) 定量,,,,,,,,,,,,■ 7R  ダ1800m 3歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-3,,,,,■10R  ダ1800m 3歳上1000万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:0,,,,
 9, 7,Ｃイルメリオ, 46,的場勇, 1.8, 36,  -7,  -9, 6, 19.3, ⑨⑨, 9, 1, フリメｰル,,大江原,199.5,,,,11, 79.5,⑩⑧⑧, 9, 8,Ｋベストエビデンス, 65,吉田隼, 1.1, 65,   2,*  8,11, 91.8,⑭⑬⑬, 9,10,Ｇメジャｰステップ, 76,柴山雄, 1.0, 70,   5,  10, 6, 13.2,⑩⑦⑨
10,13,Ｋコントロｰルタワｰ, 35,伴啓太, 1.8, 36, -10,  -6,13,132.6, ⑫⑫,10, 3, チャンピオンガイ,,山本康,199.9,,,, 8, 31.3,⑨⑨⑨,10, 5,Ｂギンパリ, 75,武士沢, 1.1, 65,   2,   7, 6, 18.3,⑮⑭⑭,10, 5,Ｂアｰルプロセス, 80,田中勝, 1.2, 70,   5,   8, 4,  7.5,⑤④④
11, 2,Ｇエヴァンジェリン, 39,田辺裕, 1.9, 32, -16,* -2,10, 62.5, ⑯⑮,11,12, シゲルホウオウザ,,草野太,203.8,,,, 5, 16.2,⑧⑪⑪,11, 9,Ｍベストヴィジョン, 61,伴啓太, 1.8, 62,   5,  -3,12,165.0,⑩⑨⑨,11, 6,Ｋワイドリｰザワン, 75,北村宏, 1.3, 71,   5,   7, 3,  6.8,⑥⑥⑥
12,15,Ｈヤマタケジャイアン, 39,岩部純, 2.0, 32, -14,  -5,11, 81.2, ⑮⑯,12, 5, ハクサンゲイン,,五十嵐,205.1,,,,12, 85.5,⑫⑫⑫,12, 1,Ｏクラウンリバティｰ, 60,西田雄, 2.3, 56,   4,  -6,14,177.3,⑨⑩⑫,12,11,Ｊプリンセスカママル, 75,内田博, 1.9, 70,  -2,  16, 9, 49.4,⑬⑬⑬
13,12,Ｎサプｰルコンゴ, 22,江田照, 2.9, 24, -12, -14,12,110.3, ⑭⑭,,,,,,,,,,,,,13,12,Ｇサムソンズライト, 69,吉田豊, 2.4, 53,*  7, -13,10, 65.9,①②③,13, 1,Ｉヴィルトグラｰフ, 75,江田照, 3.0, 58,   1,   0,10, 90.9,④⑪⑫
14, 8,Ｍミザントロｰプ, 25,木幡初, 2.9, 26,  -9, -16,16,417.8, ⑩⑪,,,,,,,,,,,,,14,16,Ｎアサクサリｰダｰ, 61,石川裕, 2.5, 57,*  7, -14, 8, 23.3,④③⑤,,,,,,,,,,,,
15, 6,Ｌマイライズ, 26,井上敏, 4.2, 14, -13, -25,15,213.1, ⑬⑬,,,,,,,,,,,,,15, 7,Ｌファイアキング, 64,井上敏, 3.4, 50,  -1,  -5,16,328.0,⑯⑯⑮,,,,,,,,,,,,
16,16,Ｐトモジャボｰン, 16,津村明, 4.6, 11,   2, -43, 7, 20.9, ④⑥,,,,,,,,,,,,,16, 2,Ｐネミッサ, 50,木幡初, 5.6, 38,   0, -25,15,265.8,③⑮⑯,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:57 ﾚｰｽﾍﾟｰｽ指数:+0 ﾚｰｽｱｶﾞﾘ指数:-5 馬場:稍重(指数:-6),,,,,,,,,,,,,,,,,,,,,,,,ｸﾗｽ上位平均:72 ﾚｰｽﾍﾟｰｽ指数:-0 ﾚｰｽｱｶﾞﾘ指数:+0 馬場:稍重(指数:-6),,,,,,,,,,,,ｸﾗｽ上位平均:79 ﾚｰｽﾍﾟｰｽ指数:-6 ﾚｰｽｱｶﾞﾘ指数:+7 馬場:稍重(指数:-6),,,,,,,,,,,
"単勝:1,190円 複勝:03=170円 05=110円 01=230円 枠連:480円",,,,,,,,,,,,"単勝:3,310円 複勝:10=530円 02=200円 06=170円 枠連:820円",,,,,,,,,,,,"単勝:490円 複勝:15=200円 04=810円 11=170円 枠連:1,230円",,,,,,,,,,,,"単勝:370円 複勝:13=150円 12=220円 03=120円 枠連:2,090円",,,,,,,,,,,
"馬連:530円 ワイド:03-05=230円 01-03=1,110円 01-05=370円",,,,,,,,,,,,"馬連:5,990円 ワイド:02-10=1,350円 06-10=1,960円 02-06=400円",,,,,,,,,,,,"馬連:9,990円 ワイド:04-15=3,530円 11-15=480円 04-11=2,680円",,,,,,,,,,,,"馬連:2,100円 ワイド:12-13=700円 03-13=280円 03-12=410円",,,,,,,,,,,
"馬単:1,790円 3連複:1,430円 3連単:10,520円",,,,,,,,,,,,"馬単:15,870円 3連複:9,170円 3連単:102,180円",,,,,,,,,,,,"馬単:15,340円 3連複:14,150円 3連単:76,830円",,,,,,,,,,,,"馬単:3,150円 3連複:1,600円 3連単:9,800円",,,,,,,,,,,
■ 2R  芝1600m 2 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:7,,,,,■ 5R  芝2000m 2 歳新馬 馬齢,,,,,,,,,,,,■ 8R  ダ1200m 3歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:1,,,,,■11R  芝2000m 3 歳ｵｰﾌﾟﾝ(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:4,,,,
,,,,,,,,,,,,,ﾒｲｸﾃﾞﾋﾞｭｰ中山,,,,,,,,,,,,,,,,,,,,,,,,紫苑ｽﾃｰｸｽ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 2,Ｇクラウンスカイ, 39,大野拓,, 46,  -7,*  9, 8, 79.1,⑩⑩⑧, 1, 5, レッドリュンヌ,---,戸崎圭,, 51, -23,*  7, 4,  5.8,⑤⑦⑧, 1,11,Ａマレｰナ, 75,北村宏,, 67,   0,*  6, 1,  4.3, ⑦⑤, 1,10,Ｋクインズミラｰグロ, 70,吉田豊,, 79,   6,* 15, 8, 12.7,⑩⑩⑨
 2, 5,Ｅラインセイラ, 41,松岡正, 0.0, 45,  -3,   2, 5, 17.0,④⑤⑤, 2, 6, キャプテンロブロイ,---,ルメｰ, 0.1, 45,*-22,  -1, 1,  3.6,②②②, 2, 2,Ｄサニｰデイズ, 72,石川裕, 0.3, 65,*  5,  -1, 2,  5.6, ①①, 2,13,Ａホワイトエレガンス, 80,丸田恭, 0.1, 73,*  7,   8, 5,  8.8,⑥④④
 3, 8,Ａタンサンドｰル, 54,北村宏, 0.0, 44,   0,  -3, 2,  2.6,⑤④④, 3, 1, ヤマニンリュウセイ,---,柴山雄, 0.2, 52, -26,*  9, 5,  6.5,⑧⑨⑦, 3,13,Ｆリンガスヴィグラス, 70,柴田善, 0.3, 63,*  4,   0, 4,  5.9, ②②, 3, 6,Ｃエバｰシャルマン, 76,田辺裕, 0.2, 75,   4,* 15, 6,  9.8,⑫⑫⑫
 4,10,Ｂサンセットトウホク, 47,ルメｰ, 0.0, 42,*  3,  -7, 1,  1.7,②①①, 4, 3, ラペルトワ,---,柴田大, 0.2, 47,*-22,   0, 8, 24.0,③⑤⑤, 4,15,Ｊソルプレｰサ, 66,嘉藤貴, 0.5, 61,*  3,  -1, 7, 12.9, ③④, 4,17,Ｒウインマハロ, 63,柴田大, 0.2, 76,*  7,  10,17,130.8,⑨⑨⑪
 5,11,Ｊウィズエモｰション, 32,柴山雄, 0.2, 40,*  1,  -8, 7, 65.0,③②②, 5, 7, ノｰブルワルツ,---,江田照, 0.6, 39,*-22,  -7, 6, 11.1,⑦④④, 5, 5,Ｇカシノスティｰヴ, 69,西田雄, 0.6, 60,  -3,   4, 8, 15.8, ⑪⑫, 5,11,Ｏトｰセンナチュラル, 68,横山典, 0.2, 75,   6,  12,13, 63.6,⑪⑪⑩
 6, 1,Ｄマｰヴェラスデｰ, 43,田辺裕, 0.3, 41,  -4,   2, 4, 14.9,⑥⑥⑥, 6, 8, サクラトップピサ,---,横山典, 0.8, 40, -25,  -4, 9, 43.8,⑨⑧⑨, 6, 7,Ｅサクラエルカミｰノ, 71,戸崎圭, 0.7, 60,   3,  -2, 3,  5.8, ④③, 6, 4,Ｌプリメラアスｰル, 70,丸山元, 0.3, 73,*  7,   6,12, 59.4,⑤⑥⑥
 7, 3,Ｆツクバヒミコ, 39,吉田豊, 0.5, 40,  -7,   2, 9, 96.9,⑪⑪⑩, 7, 2, サドルオン,---,三浦皇, 1.1, 35, -23, -11, 2,  4.0,⑥⑥⑥, 7, 9,Ｃトウショウカウント, 72,内田博, 0.8, 59,  -6,*  5, 5,  6.5, ⑭⑮, 7, 2,Ｂアｰスライズ, 79,川須栄, 0.4, 71,*  8,   2, 3,  6.4,③③③
 8, 6,Ｉマイネルラファル, 34,丹内祐, 0.7, 35,*  2, -13,10,189.7,①③③, 8, 4, サイモンジェッタｰ,---,田辺裕, 1.3, 29,*-22, -18, 3,  4.7,①①①, 8, 8,Ｐコｰリンバロック, 54,松岡正, 1.0, 57,  -5,   3,11, 84.6, ⑬⑪, 8, 8,Ｉレトロクラシック, 72,松岡正, 0.4, 72,*  7,   5, 9, 16.2,④⑤⑤
 9, 4,Ｋギブナッシンバック, 23,内田博, 1.4, 28,  -4, -15, 6, 43.4,⑦⑦⑨, 9, 9, タイキカイザｰ,---,北村宏, 2.5, 18,*-22, -34, 7, 22.7,④③③, 9,12,Ｍジャイアントアイ, 62,田中勝, 1.0, 57,  -2,   0,14,171.3, ⑨⑧, 9,14,Ｆゴｰルデンハｰプ, 74,ルメｰ, 0.4, 73,   4,  12, 2,  5.8,⑯⑭⑬
10, 7,Ｃヴァイオリニスト, 43,柴田大, 1.9, 23,  -4, -21, 3, 11.2,⑨⑨⑦,,,,,,,,,,,,,10, 6,Ｋヒメスズラン, 65,石橋脩, 1.0, 56,  -7,   4,10, 62.7, ⑯⑯,10, 9,Ｍアイノカケハシ, 68,津村明, 0.4, 73,   3,* 15,14, 95.3,⑭⑮⑭
11, 9,Ｈフレンドロイヤル, 36,津村明, 3.4,  5,  -4, -43,11,215.6,⑧⑧⑪,,,,,,,,,,,,,11, 4,Ｏアルテミシア, 59,横山和, 1.1, 57,  -8,   4,16,349.3, ⑮⑭,11,12,Ｈテンダリｰヴォイス, 72,戸崎圭, 0.5, 70,*  7,   4, 1,  5.1,⑧⑦⑦
,,,,,,,,,,,,,,,,,,,,,,,,12,14,Ｎスイフトフォンテン, 61,吉田豊, 1.5, 52,  -4,  -2,12,124.9, ⑫⑬,12,16,Ｎトラストルシファｰ, 68,内田博, 0.6, 70,   5,   5,15,108.6,⑦⑧⑧
,,,,,,,,,,,,,,,,,,,,,,,,13, 1,Ｌデルマアラレチャン, 64,木幡初, 1.7, 50,  -3,  -6,15,229.6, ⑩⑩,13,18,Ｐゴｰジャスガｰル, 64,蛯名正, 0.7, 72,   4,   8,16,118.7,⑬⑬⑮
,,,,,,,,,,,,,,,,,,,,,,,,14, 3,Ｉニシノラピｰト, 67,江田照, 1.9, 48,  -2,  -8,13,169.0, ⑧⑨,14, 3,Ｇスマイルミｰティア, 74,北村宏, 0.9, 71,   0,* 14, 7,  9.9,⑰⑱⑰
,,,,,,,,,,,,,,,,,,,,,,,,15,10,Ｈシゲルハダカマツリ, 68,蛯名正, 2.0, 48,   0, -12, 6, 10.3, ⑥⑦,15, 1,Ｅノットフォｰマル, 75,黛弘人, 1.9, 56,*  8, -19, 4,  8.6,②②②
,,,,,,,,,,,,,,,,,,,,,,,,16,16,Ｂオベリスク, 75,村田一, 2.3, 45,   2, -16, 9, 17.3, ⑤⑥,16, 7,Ｑモアニレフア, 63,木幡初, 2.1, 57,   2,  -6,18,297.5,⑮⑯⑱
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,15,Ｄカンデラ, 76,大野拓, 3.5, 42,*  8, -44,11, 38.2,①①①
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18, 5,Ｊリアンドジュエリｰ, 72,柴山雄, 5.0, 32,   3, -49,10, 16.4,⑱⑰⑯
ｸﾗｽ上位平均:56 ﾚｰｽﾍﾟｰｽ指数:+1 ﾚｰｽｱｶﾞﾘ指数:+2 馬場:良(指数:-1),,,,,,,,,,,,ｸﾗｽ上位平均:53 ﾚｰｽﾍﾟｰｽ指数:-11 ﾚｰｽｱｶﾞﾘ指数:+7 馬場:良(指数:-1),,,,,,,,,,,,ｸﾗｽ上位平均:72 ﾚｰｽﾍﾟｰｽ指数:-6 ﾚｰｽｱｶﾞﾘ指数:-4 馬場:稍重(指数:-6),,,,,,,,,,,,ｸﾗｽ上位平均:74 ﾚｰｽﾍﾟｰｽ指数:-1 ﾚｰｽｱｶﾞﾘ指数:+3 馬場:良(指数:-1),,,,,,,,,,,
"単勝:7,910円 複勝:02=2,290円 05=540円 08=120円 枠連:16,010円",,,,,,,,,,,,単勝:580円 複勝:05=160円 06=140円 01=190円 枠連:940円,,,,,,,,,,,,"単勝:430円 複勝:11=180円 02=160円 13=170円 枠連:1,480円",,,,,,,,,,,,"単勝:1,270円 複勝:10=360円 13=280円 06=290円 枠連:1,700円",,,,,,,,,,,
"馬連:27,570円 ワイド:02-05=6,160円 02-08=1,540円 05-08=450円",,,,,,,,,,,,馬連:810円 ワイド:05-06=330円 01-05=510円 01-06=430円,,,,,,,,,,,,"馬連:1,440円 ワイド:02-11=540円 11-13=690円 02-13=740円",,,,,,,,,,,,"馬連:3,910円 ワイド:10-13=1,570円 06-10=1,700円 06-13=1,940円",,,,,,,,,,,
"馬単:73,610円 3連複:18,730円 3連単:316,170円",,,,,,,,,,,,"馬単:1,800円 3連複:1,600円 3連単:7,910円",,,,,,,,,,,,"馬単:2,590円 3連複:2,990円 3連単:12,910円",,,,,,,,,,,,"馬単:8,440円 3連複:15,970円 3連単:84,840円",,,,,,,,,,,
■ 3R  ダ1200m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:1,,,,,■ 6R  芝1600m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:6,,,,,■ 9R  芝1600m 2 歳500万(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:5,,,,,■12R  芝1200m 3歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:2,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,ｱｽﾀｰ賞,,,,,,,,,,,,,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 6,Ｃカレリア, 57,井上敏,, 59,*  3,  -6, 4, 11.6, ②②, 1,15,Ｃハッピｰムｰン, 66,津村明,, 73,  -1,* 16, 8, 19.3,⑬⑫⑩, 1, 2,Ａメジャｰエンブレム, 70,ルメｰ,, 62,*-19,* 10, 1,  1.2,⑥②②, 1,11,Ｄハナフブキ, 67,蛯名正,, 71,  -1,   5, 3,  5.9, ⑥⑥
 2,11,Ａプリサイスギフト, 62,田辺裕, 0.2, 55,  -1,  -5, 3,  7.3, ⑧⑦, 2, 4,Ｉルｰルザユニバｰス, 57,横山典, 0.2, 70,*  4,   3, 6,  9.6,②③③, 2, 3,Ｄマテラアリオン, 52,戸崎圭, 0.4, 56,*-17,   3, 2,  4.4,②①①, 2, 8,Ｂサダムリスペクト, 67,吉田隼, 0.0, 69,  -5,*  8, 8, 21.5, ⑨⑨
 3, 9,Ｄサスナｰアディｰン, 55,吉田豊, 0.3, 52,  -7,*  1,12, 68.6, ⑮⑫, 3, 8,Ｄデトロイトカフェ, 66,内田博, 0.3, 68,*  6,  -1, 5,  9.3,③②②, 3, 6,Ｃシトロン, 54,嘉藤貴, 0.5, 58, -20,   6, 3, 13.5,④④④, 3,10,Ｈタタラ, 62,石川裕, 0.1, 68,*  2,   1,14, 94.2, ③③
 4, 8,Ｏコスモフットライト, 34,柴田大, 0.4, 55,   1,  -8,10, 52.7, ⑤④, 4,12,Ｊアマレッティ, 56,田辺裕, 0.3, 71,  -3,* 15, 7, 15.2,⑭⑭⑭, 4, 1,Ｇカネノイロ, 45,柴田善, 0.6, 56, -21,   8, 4, 16.4,⑦⑦⑤, 4, 1,Ｍシゲルカゼノボン, 60,松岡正, 0.3, 65,*  2,  -4, 4,  7.3, ②②
 5, 5,Ｂパイロスタｰ, 58,蛯名正, 0.4, 55,   1,  -8, 1,  1.8, ④③, 5,10,Ｅテキスタイルアｰト, 63,北村宏, 0.3, 70,   3,   5, 3,  5.7,⑤⑥④, 5, 8,Ｂマカｰオｰン, 55,横山典, 0.9, 52, -21,   3, 5, 18.6,⑧⑥⑥, 5,15,Ｅアｰスプレイ, 67,丸田恭, 0.3, 66,  -7,   6, 9, 32.4, ⑩⑩
 6, 7,Ｍルｰルブルｰ, 45,伴啓太, 0.5, 54,  -2,  -5,11, 62.7, ⑨⑨, 6,11,Ａラバニｰユ, 69,蛯名正, 0.6, 69,   2,   4, 1,  3.5,⑪⑧⑤, 6, 4,Ｈジェネレｰション, 39,的場勇, 1.2, 53, -26,   8, 9,173.4,⑤⑧⑨, 6, 7,Ａゴｰルドシャンティ, 68,村田一, 0.3, 67,  -5,   4, 1,  3.0, ⑧⑧
 7, 3,Ｊライクエグザイル, 49,嘉藤貴, 0.6, 50,  -7,* -2,13, 79.7, ⑭⑬, 7, 7,Ｂパンデイア, 66,ルメｰ, 0.8, 65,   0,   4, 2,  4.3,⑩⑪⑫, 7, 5,Ｅフェアリｰランド, 51,西田雄, 1.5, 42, -21,  -5, 8, 79.5,③⑤⑦, 7,12,Ｋナリノネｰヴェ, 61,井上敏, 0.4, 65,  -9,   7,12, 65.0, ⑫⑬
 8,14,Ｋマイグレｰトレルム, 48,伊藤工, 0.7, 50,  -5,  -4,14, 85.0, ⑫⑪, 8, 5,Ｍタカラフェニックス, 46,武士沢, 0.9, 68,  -1,   4,13,183.7,⑮⑬⑬, 8, 7,Ｆルキナ, 50,吉田豊, 1.5, 43, -20, -10, 6, 33.1,①③③, 8,16,Ｎクリノイザナミ, 58,的場勇, 0.4, 64,*  4,  -6,16,165.9, ①①
 9, 2,Ｈテイケイパステル, 50,西田雄, 0.7, 53,   0,  -8, 8, 35.4, ⑦⑥, 9, 6,Ｌモアザンソニック, 48,大野拓, 1.1, 59,*  7, -14,12,126.3,①①①, 9, 9, ハタノキセキ,---,内田博, 1.9, 43, -30,   2, 7, 49.6,⑨⑨⑧, 9, 3,Ｇショウナンダイチ, 63,吉田豊, 0.5, 66, -16,* 12,11, 61.0, ⑯⑮
10,16,Ｉヒルプリンセス, 50,宮崎北, 0.8, 51,   1, -12, 7, 24.4, ⑥⑧,10,13,Ｆボンジュｰルチカラ, 62,丸山元, 1.3, 59,   2,  -7, 9, 21.6,⑧⑨⑦,,,,,,,,,,,,,10, 5,Ｊサンタレジｰナ, 62,柴田大, 0.7, 61, -10,   3,15, 95.0, ⑪⑪
11,10,Ｆニシノユウキ, 52,吉田隼, 1.0, 48,  -3,  -9, 6, 19.5, ⑪⑭,11, 1,Ｋスズヨロｰズ, 52,戸崎圭, 1.5, 55,   0,  -8,11, 76.1,⑫⑩⑪,,,,,,,,,,,,,11, 6,Ｆアラマサクロフネ, 63,大野拓, 0.7, 61, -12,   5, 6, 18.2, ⑭⑫
12,13,Ｐネオヴァルカス, 27,北村宏, 1.2, 47,  -3, -12, 9, 37.5, ⑩⑩,12, 3,Ｇシャイニングカフェ, 61,柴田善, 1.6, 53,   1, -13, 4,  7.9,⑦⑦⑨,,,,,,,,,,,,,12,13,Ｐレッドブラッサム, 51,田中勝, 0.8, 59,   0,  -8, 5, 14.1, ④④
13,12,Ｌカワキタカスタマｰ, 46,野中悠, 1.6, 45,*  3, -21,16,577.1, ③⑤,13,14,Ｎサマｰグレｰス, 40,大庭和, 1.8, 54,  -6,  -3,14,282.2,⑨⑮⑮,,,,,,,,,,,,,13, 9,Ｌラトゥｰル, 61,柴田善, 0.8, 59,  -1,  -6,10, 47.7, ⑤⑤
14, 1,Ｎステラグランデ, 42,松岡正, 1.6, 42,  -9,  -9,15,169.6, ⑯⑮,14, 2,Ｈヴェｰルデロｰザ, 58,柴山雄, 1.9, 51,   3, -18,10, 34.6,⑥⑤⑧,,,,,,,,,,,,,14, 2,Ｏココロノママニ, 53,武士沢, 0.9, 61, -15,   5,13, 78.7, ⑮⑭
15,15,Ｅアンティキティラ, 54,柴山雄, 1.6, 41,  -6, -12, 5, 14.0, ⑬⑯,15, 9,Ｏスリｰコンサｰト, 32,木幡初, 2.3, 46,*  4, -25,15,315.7,④④⑥,,,,,,,,,,,,,15, 4,Ｃテセラレフィナｰド, 67,北村宏, 1.1, 55, -12,   0, 2,  3.5, ⑬⑯
16, 4,Ｇハシルヨダッシュ, 51,横山和, 1.7, 46,*  4, -22, 2,  5.3, ①①,,,,,,,,,,,,,,,,,,,,,,,,,16,14,Ｉドリｰムマｰクス, 62,田辺裕, 1.4, 51,  -3, -13, 7, 21.3, ⑦⑦
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:62 ﾚｰｽﾍﾟｰｽ指数:+0 ﾚｰｽｱｶﾞﾘ指数:-7 馬場:稍重(指数:-6),,,,,,,,,,,,ｸﾗｽ上位平均:62 ﾚｰｽﾍﾟｰｽ指数:+2 ﾚｰｽｱｶﾞﾘ指数:+4 馬場:良(指数:-1),,,,,,,,,,,,ｸﾗｽ上位平均:68 ﾚｰｽﾍﾟｰｽ指数:-14 ﾚｰｽｱｶﾞﾘ指数:+5 馬場:良(指数:-1),,,,,,,,,,,,ｸﾗｽ上位平均:73 ﾚｰｽﾍﾟｰｽ指数:-6 ﾚｰｽｱｶﾞﾘ指数:-1 馬場:良(指数:-1),,,,,,,,,,,
