15年10月24日 東京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,15年10月24日 東京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1600m 2 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:6,,,,,■ 4R  芝1600m 2 歳新馬(牝) 馬齢,,,,,,,,,,,,■ 7R  ダ1300m 3歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:4,,,,,■10R  ダ1600m 3歳上1600万(混) ﾊﾝﾃﾞ,,,,,,,出走馬ﾚﾍﾞﾙ:1,,,,
 9, 3,Ｂコパノミリアン, 56,戸崎圭, 1.7, 43,  -7, -16, 7, 11.0, ⑤⑧, 9, 9, ビクトリアシップ,---,大野拓, 0.5, 49,*-12, -11,16,147.1, ①①, 9, 8,Ｊデルマアラレチャン, 64,野中悠, 1.1, 65,  -4,   5,15,143.9, ⑪⑪, 9, 1,Ｈサンレｰン, 84,福永祐, 1.3, 70,* 18,  -9, 4, 14.5, ①①
10, 9,Ｉラガマフィン, 48,蛯名正, 1.9, 42,  -7, -18, 5,  6.6, ⑩⑩,10, 8, レッドミュｰル,---,岩田康, 0.7, 49, -16,  -7, 4,  7.4, ⑤⑥,10,11,Ｋディアポジション, 63,三浦皇, 1.2, 64,  -2,   2,16,330.9, ⑩⑨,10,16,Ｍスノｰモンキｰ, 82,岩田康, 1.3, 72,  11,   3, 9, 27.8, ⑬⑫
11,11,Ｋヤマタケシェンナ, 37,野中悠, 2.1, 39,* -3, -26,11,107.5, ①①,11,11, ハコダテキミコ,---,石川裕, 0.9, 50, -22,   0,13, 59.5, ⑰⑱,11, 3,Ｏアラマサクロフネ, 61,大野拓, 1.4, 62,*  0,  -3, 9, 38.8, ③③,11, 5,Ｎメイショウゾンビ, 78,木幡初, 1.4, 70,  13,  -2,14,213.6, ⑧⑧
12,10,Ｌウインストアヘッド, 36,井上敏, 2.5, 36,  -9, -19,12,189.8, ⑪⑫,12,13, シャリオドｰル,---,ルメｰ, 0.9, 47, -19,  -5, 8, 13.2, ⑬⑫,12,16,Ｂアルディバイン, 72,戸崎圭, 1.7, 60,  -7,   3, 3,  8.0, ⑬⑮,12,12,Ｊノｰスショアビｰチ, 83,蛯名正, 1.5, 71,  12,  -1, 8, 19.9, ⑩⑪
,,,,,,,,,,,,13,18, イｰジスヒラリｰ,---,柴田善, 1.2, 40,*-15, -17,18,168.5, ④④,13, 5,Ｌセイウンアワｰド, 63,岩田康, 1.7, 59,  -2,  -3,10, 44.5, ⑦⑦,13, 3,Ｂロｰドフォワｰド, 85,石川裕, 1.7, 71,  15,  -7,10, 52.8, ⑥⑤
,,,,,,,,,,,,14, 4, ブラックスタｰ,---,古川吉, 1.4, 39, -18, -12,15,146.2, ⑨⑪,14,15,Ｎカゼニモマケズ, 61,武士沢, 1.8, 59,  -4,  -1,14, 63.5, ⑫⑫,13, 6,Ｌオメガブレイン, 82,江田照, 1.7, 67,  12,  -3,12,131.4, ⑪⑩
,,,,,,,,,,,,15, 5, バｰクレアヴィガ,---,柴田大, 1.5, 40, -18, -14,11, 28.5, ⑱⑬,15, 9,Ｇサプライズライン, 69,田辺裕, 1.8, 60,  -8,   4, 8, 37.5, ⑯⑯,15,13,Ｐウインマｰレライ, 76,デムｰ, 2.5, 61,  14, -13, 6, 16.8, ⑦⑦
,,,,,,,,,,,,16, 3, デイジｰベル,---,柴山雄, 1.5, 40, -20, -11,14, 95.3, ⑭⑮,16,14,Ｅハッピｰロングラン, 69,福永祐, 2.0, 58,  -6,   1, 7, 22.4, ⑮⑭,,,,,,,,,,,,
,,,,,,,,,,,,17, 7, グラスドルチェ,---,木幡初, 1.7, 35, -17, -19,17,153.2, ⑧⑨,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,18, 6, ラブイズアｰト,---,江田照, 1.8, 35, -20, -16,12, 42.6, ⑯⑯,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:57 ﾚｰｽﾍﾟｰｽ指数:-5 ﾚｰｽｱｶﾞﾘ指数:-6 馬場:良(指数:-2),,,,,,,,,,,,ｸﾗｽ上位平均:53 ﾚｰｽﾍﾟｰｽ指数:-6 ﾚｰｽｱｶﾞﾘ指数:+5 馬場:良(指数:-1),,,,,,,,,,,,ｸﾗｽ上位平均:72 ﾚｰｽﾍﾟｰｽ指数:-8 ﾚｰｽｱｶﾞﾘ指数:+1 馬場:良(指数:-2),,,,,,,,,,,,ｸﾗｽ上位平均:84 ﾚｰｽﾍﾟｰｽ指数:+3 ﾚｰｽｱｶﾞﾘ指数:-11 馬場:良(指数:-2),,,,,,,,,,,
単勝:540円 複勝:01=180円 06=190円 08=340円 枠連:940円,,,,,,,,,,,,単勝:940円 複勝:02=280円 15=220円 10=200円 枠連:620円,,,,,,,,,,,,"単勝:4,990円 複勝:13=2,130円 02=1,740円 01=1,850円 枠連:17,080円",,,,,,,,,,,,単勝:210円 複勝:09=130円 02=430円 14=350円 枠連:700円,,,,,,,,,,,
"馬連:1,330円 ワイド:01-06=510円 01-08=1,020円 06-08=1,010円",,,,,,,,,,,,"馬連:3,280円 ワイド:02-15=1,470円 02-10=1,150円 10-15=700円",,,,,,,,,,,,"馬連:131,310円 ワイド:02-13=30,760円 01-13=38,920円 01-02=7,930円",,,,,,,,,,,,"馬連:2,330円 ワイド:02-09=960円 09-14=770円 02-14=3,550円",,,,,,,,,,,
"馬単:2,640円 3連複:4,620円 3連単:21,360円",,,,,,,,,,,,"馬単:6,870円 3連複:5,260円 3連単:45,510円",,,,,,,,,,,,"馬単:304,940円 3連複:1,214,350円 3連単:4,706,480円",,,,,,,,,,,,"馬単:3,220円 3連複:9,720円 3連単:31,780円",,,,,,,,,,,
■ 2R  ダ1400m 2 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-1,,,,,■ 5R  芝2000m 2 歳新馬(混) 馬齢,,,,,,,,,,,,■ 8R  芝2400m 3歳上1000万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:7,,,,,■11R  芝1600m 3歳上ｵｰﾌﾟﾝ(国) 別定,,,,,,,出走馬ﾚﾍﾞﾙ:5,,,,
,,,,,,,,,,,,,ﾒｲｸﾃﾞﾋﾞｭｰ東京,,,,,,,,,,,,,,,,,,,,,,,,富士ｽﾃｰｸｽ ＧⅢ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,10,Ｇオｰシャンビュｰ, 42,内田博,, 61,   1,*  0, 6, 24.1, ⑤⑥, 1,12, リスペクトアｰス,---,戸崎圭,, 55,*-28,  12, 3,  9.3,①①①, 1, 7,Ｅトルｰクマクト, 78,蛯名正,, 86,   5,* 17, 7, 19.5,⑨⑧⑧, 1, 3,Ｎダノンプラチナ, 78,蛯名正,,101,   3,* 25, 4,  9.9, ⑮⑮
 2,16,Ｆサンジｰニアス, 50,北村宏, 0.0, 60,   1,* -2, 5, 22.9, ⑥④, 2, 6, マウントロブソン,---,ルメｰ, 0.3, 56, -31,* 16, 1,  1.5,④④⑤, 2, 1,Ｆフェスティヴイェル, 78,デムｰ, 0.2, 77,*  7,   5, 2,  3.9,①②②, 2,11,Ｅサトノアラジン, 88,ルメｰ, 0.0, 98,   5,* 22, 1,  2.4, ⑬⑫
 3, 1,Ａタイガｰヴォｰグ, 61,横山典, 0.0, 58,   0,* -1, 1,  1.8, ④⑤, 3,10, ロジインパクト,---,内田博, 0.3, 61, -33,* 21, 2,  6.3,⑩⑩⑪, 3, 9,Ｃルミナスウォリアｰ, 79,柴山雄, 0.2, 81,*  7,   8, 1,  3.3,⑦⑤④, 3,14,Ｄロゴタイプ, 88,デムｰ, 0.2, 90,*  9,  11, 3,  9.5, ②②
 4, 6,Ｎトウショウスレッジ, 28,柴田大, 0.2, 59,*  3,  -5,12,186.6, ②②, 4, 5, タイセイヴィクタｰ,---,蛯名正, 0.8, 52, -32,  11, 5, 12.7,⑦⑦⑧, 4, 6,Ｇグランドサッシュ, 76,岩田康, 0.3, 83,   5,* 16, 3,  4.5,⑧⑨⑨, 4, 7,Ｏシェルビｰ, 78,戸崎圭, 0.3, 94,   3,* 21,12, 45.9, ⑫⑭
 5, 3,Ｄトｰレクン, 50,石川裕, 0.9, 54,  -6,*  1, 7, 28.8, ⑭⑬, 5, 9, ノｰブルサンズ,---,岩田康, 1.0, 42,*-29,   0,14,186.4,②②②, 5,10,Ｂジェラルド, 80,北村宏, 0.5, 77,*  7,   2, 5,  9.1,④③③, 5,16,Ｂフルｰキｰ, 90,内田博, 0.4, 90,*  9,   9, 2,  7.0, ④④
 6, 9,Ｉウィンディ, 41,柴田善, 1.2, 52,*  3, -14, 4, 13.2, ③③, 6,13, マイネルアブリル,---,石川裕, 1.0, 43, -31,   2, 8, 48.6,⑤⑤④, 6, 4,Ｈシンボリジャズ, 75,戸崎圭, 0.5, 74,*  9,  -3, 6, 12.4,②①①, 6,15,Ｆグランシルク, 86,福永祐, 0.4, 90,   6,  13, 5, 11.6, ⑪⑩
 7,12,Ｂブランシェクｰル, 56,柴山雄, 1.4, 47,  -3,  -9, 2,  2.8, ⑩⑩, 7, 2, アタンドリｰル,---,松岡正, 1.0, 52, -33,  12, 9, 53.4,⑨⑨⑩, 7, 5,Ｉドラゴンズタイム, 74,吉田豊, 0.5, 83,   5,  13,10, 52.3,⑩⑩⑩, 7, 2,Ａシャイニｰプリンス, 90,田辺裕, 0.6, 91,   3,  16, 9, 20.3, ⑭⑬
 8, 5,Ｈハウトア, 42,江田照, 2.1, 41,  -2, -17,11,172.4, ⑦⑦, 8,14, ゴッドテンス,---,福永祐, 1.1, 44, -31,   4, 6, 14.3,⑧⑧⑥, 8, 8,Ａフジマサエンペラｰ, 82,江田照, 0.8, 74,   6,   1, 4,  6.7,⑥⑥⑥, 8, 9,Ｇカレンブラックヒル, 85,秋山真, 0.6, 86,* 11,   4,10, 22.1, ①①
 9,13,Ｅプレミアムデス, 50,野中悠, 2.4, 40,  -6, -13, 9, 59.4, ⑫⑭, 9, 3, ゴｰルドエｰカｰ,---,石橋脩, 1.3, 44, -32,   4, 4, 12.5,⑥⑥⑦, 9, 2,Ｄファルスタｰ, 79,内田博, 0.8, 76,   5,   5, 9, 45.5,⑤⑦⑦, 9,13,Ｌワｰルドエｰス, 83,北村宏, 0.6, 88,   8,   8,11, 30.8, ⑥⑥
10, 7,Ｌシゲルトラフグ, 35,岩田康, 2.6, 38,  -4, -18, 8, 43.4, ⑨⑪,10, 1, ジョｰジフォンテン,---,吉田豊, 1.4, 48, -35,  10,12,109.4,⑫⑬⑬,10, 3,Ｊサムソンズシエル, 64,池添謙, 2.0, 62,   6, -17, 8, 24.0,③④⑤,10,12,Ｈアルバタックス, 85,岩田康, 0.6, 88,   8,   9,15, 64.0, ⑧⑧
11, 4,Ｍカシノナイト, 33,井上敏, 2.7, 36, -10, -12,13,219.5, ⑮⑮,11, 8, アコルデ,---,柴田大, 1.4, 42, -30,  -1, 7, 44.8,③③③,,,,,,,,,,,,,11, 1,Ｊブレイズアトレイル, 84,柴山雄, 0.8, 85,   8,   6,16, 88.6, ⑦⑦
12, 2,Ｃサンドルトン, 54,松岡正, 2.7, 38,*  3, -28, 3,  9.6, ①①,12,15, シゲルカガミダイ,---,井上敏, 2.1, 32, -32,  -8,13,129.5,⑭⑫⑨,,,,,,,,,,,,,12, 5,Ｃヤングマンパワｰ, 88,松岡正, 0.8, 88,   5,  10, 8, 20.3, ⑩⑪
13, 8,Ｐジｰクフリｰト, 27,木幡初, 2.7, 37, -13,  -6,14,254.4, ⑯⑯,13,11, ダイリュウハヤテ,---,武士沢, 2.2, 35, -33,  -6,11, 98.4,⑪⑪⑫,,,,,,,,,,,,,13, 8,Ｉヤマカツエｰス, 84,池添謙, 0.9, 83,   6,   6, 7, 15.6, ⑨⑨
14,15,Ｊイナｰセレニティ, 37,武士沢, 3.5, 31,  -3, -27,16,401.8, ⑪⑨,14, 4, ブルｰスパワｰ,---,田辺裕, 2.7, 26, -35, -11,10, 58.8,⑬⑭⑭,,,,,,,,,,,,,14, 4,Ｋマイネルホウオウ, 84,柴田大, 0.9, 88,   1,  15,13, 49.8, ⑯⑯
15,14,Ｋシンボリメルケル, 37,三浦皇, 3.7, 29,  -6, -27,10,118.5, ⑬⑫,,,,,,,,,,,,,,,,,,,,,,,,,15, 6,Ｍクラリティスカイ, 81,横山典, 1.0, 81,*  9,   0, 6, 12.9, ③③
16,11,Ｏネコパワｰ, 28,嘉藤貴, 4.1, 26,  -3, -34,15,255.0, ⑧⑧,,,,,,,,,,,,,,,,,,,,,,,,,16,10,Ｐアルマワイオリ, 76,勝浦正, 1.1, 80,   8,   0,14, 50.9, ⑤⑤
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:57 ﾚｰｽﾍﾟｰｽ指数:+0 ﾚｰｽｱｶﾞﾘ指数:-5 馬場:良(指数:-2),,,,,,,,,,,,ｸﾗｽ上位平均:54 ﾚｰｽﾍﾟｰｽ指数:-17 ﾚｰｽｱｶﾞﾘ指数:+13 馬場:良(指数:-1),,,,,,,,,,,,ｸﾗｽ上位平均:79 ﾚｰｽﾍﾟｰｽ指数:-1 ﾚｰｽｱｶﾞﾘ指数:+2 馬場:良(指数:-1),,,,,,,,,,,,ｸﾗｽ上位平均:87 ﾚｰｽﾍﾟｰｽ指数:-4 ﾚｰｽｱｶﾞﾘ指数:+2 馬場:良(指数:-1),,,,,,,,,,,
"単勝:2,410円 複勝:10=440円 16=420円 01=110円 枠連:3,920円",,,,,,,,,,,,単勝:930円 複勝:12=160円 06=110円 10=150円 枠連:630円,,,,,,,,,,,,"単勝:1,950円 複勝:07=270円 01=160円 09=140円 枠連:910円",,,,,,,,,,,,"単勝:990円 複勝:03=290円 11=130円 14=280円 枠連:1,210円",,,,,,,,,,,
"馬連:15,440円 ワイド:10-16=3,870円 01-10=790円 01-16=840円",,,,,,,,,,,,馬連:740円 ワイド:06-12=270円 10-12=690円 06-10=210円,,,,,,,,,,,,"馬連:3,840円 ワイド:01-07=1,240円 07-09=910円 01-09=300円",,,,,,,,,,,,"馬連:1,330円 ワイド:03-11=640円 03-14=2,020円 11-14=620円",,,,,,,,,,,
"馬単:31,630円 3連複:8,300円 3連単:110,340円",,,,,,,,,,,,"馬単:2,510円 3連複:1,190円 3連単:11,640円",,,,,,,,,,,,"馬単:10,750円 3連複:3,280円 3連単:35,390円",,,,,,,,,,,,"馬単:3,450円 3連複:4,780円 3連単:28,720円",,,,,,,,,,,
■ 3R  芝1800m 2 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:0,,,,,■ 6R  ダ2100m 3歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:7,,,,,■ 9R  芝1800m 2 歳ｵｰﾌﾟﾝ(混) 別定,,,,,,,出走馬ﾚﾍﾞﾙ:3,,,,,■12R  ダ1400m 3歳上1000万(牝) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:0,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,ｱｲﾋﾞｰｽﾃｰｸｽ,,,,,,,,,,,,,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 9,Ｆダイワリアクション, 42,北村宏,, 53,  -8,* -6, 5,  9.8,⑨⑨⑧, 1, 4,Ｂポルトボナｰル, 79,石川裕,, 78,*  6,   9, 1,  3.1,①①①, 1, 9,Ａマイネルラフレシア, 71,柴田大,, 62,  -3,   5, 4,  7.3,⑦⑤④, 1, 8,Ｃグラスエトワｰル, 75,木幡初,, 74,*  9,   4, 2,  5.0, ②②
 2, 3,Ｅミヤビエンブレム, 47,福永祐, 0.0, 52,  -8,* -4, 2,  3.6,⑥⑥⑤, 2, 5,Ｃキネオフォルツァ, 79,北村宏, 0.3, 75,*  5,   7, 2,  4.1,②②②, 2,11,Ｈユウチェンジ, 55,戸崎圭, 0.0, 61,  -5,   9, 7, 16.1,⑧⑦⑦, 2, 9,Ａボｰンレジェンド, 77,戸崎圭, 0.0, 74,   8,   5, 5,  7.3, ⑤④
 3, 7,Ｈヴィガｰエッジ, 27,内田博, 0.0, 52,* -6,  -7, 6, 13.6,⑤⑤③, 3, 2,Ａアンジュリンブレス, 79,大野拓, 0.3, 76,   3,* 11, 3,  5.1,⑥⑤⑥, 3, 7,Ｄヒプノティスト, 60,柴田善, 0.2, 58,  -5,   5, 3,  5.7,⑤⑧⑧, 3,10,Ｂドナリサ, 76,井上敏, 0.1, 73,* 11,   1,12, 47.8, ①①
 4, 1,Ｂジェラシｰ, 52,横山典, 0.0, 52,  -8,* -6, 1,  2.7,④④④, 4, 3,Ｄアムｰルスキｰ, 76,柴山雄, 0.4, 74,   4,   9, 5,  7.1,③③③, 4, 6,Ｋスタｰオブペルシャ, 52,北村宏, 0.2, 61,  -8,* 11, 6,  8.8,⑨⑨⑩, 4, 7,Ｈシュウギン, 71,大野拓, 0.1, 74,   8,   6,11, 41.0, ④⑤
 5, 2,Ｃドゥスｰル, 47,江田照, 0.8, 41,* -6, -19, 3,  5.1,②②②, 5, 6,Ｅガヤルド, 73,内田博, 0.7, 76,   3,* 12, 7, 20.0,⑧⑧⑧, 5, 3,Ｂアドマイヤビスタ, 67,ルメｰ, 0.3, 56,* -2,  -3, 1,  3.7,②②②, 5,15,Ｌスｰルキｰトス, 68,吉田豊, 0.3, 69,   2,* 11, 6, 13.4, ⑮⑭
 6, 8,Ｄカリスマフォンテン, 47,柴山雄, 0.8, 42,  -8, -16, 8, 28.1,⑦⑦⑦, 6, 8,Ｆオペラハット, 73,戸崎圭, 1.4, 69,   5,   1, 4,  5.3,⑦⑥④, 6, 4,Ｅアメリカンヘブン, 58,福永祐, 0.3, 56,* -2,  -1, 9, 23.1,④④⑤, 6, 6,Ｆショウナンカサロ, 72,蛯名正, 0.4, 71,   6,   5, 8, 18.6, ⑥⑧
 7, 5,Ａノンシュガｰ, 54,岩田康, 1.0, 41,  -9, -16, 4,  6.0,⑧⑧⑨, 7, 1,Ｇタイセイボルト, 71,石橋脩, 1.6, 70,   2,   6, 8, 37.2,⑨⑨⑨, 7, 8,Ｉレプランシュ, 55,内田博, 0.3, 61,  -8,* 11, 2,  4.5,⑪⑪⑪, 7,14,Ｉスノｰレパｰド, 71,田辺裕, 0.4, 70,   5,   5, 3,  6.0, ⑨⑩
 8, 6,Ｉディヴェルシオｰネ, 27,松岡正, 1.4, 35,* -6, -29, 7, 24.2,①①①, 8, 9,Ｈセプテントリオ, 68,デムｰ, 2.3, 62,   4,  -8, 6, 12.1,④④⑤, 8,10,Ｇアラバスタｰ, 56,横山典, 0.4, 58,  -6,   6, 5,  7.8,⑩⑩⑨, 8,12,Ｋラスパジャサｰダス, 69,松岡正, 0.5, 71,* 10,  -1, 7, 14.0, ③③
 9, 4,Ｇレインボｰフェスタ, 32,武士沢, 2.3, 28,  -7, -39, 9,172.9,③③⑥, 9, 7,Ｉデルマカマイタチ, 66,武士沢, 2.9, 59,   3,  -9, 9,101.4,⑤⑦⑦, 9, 2,Ｊフィンガｰポスト, 54,吉田豊, 0.6, 54,* -2,  -6,10, 35.1,③③③, 9,11,Ｐピッツネイル, 60,柴山雄, 0.6, 67,   3,   6,15, 78.9, ⑫⑫
,,,,,,,,,,,,,,,,,,,,,,,,10, 5,Ｆタンタラスノオカ, 58,岩田康, 1.3, 47,  -5, -11,11, 70.8,⑥⑥⑥,10, 4,Ｇノｰブルヴィｰナス, 71,横山典, 0.8, 66,   3,   6, 4,  6.7, ⑬⑬
,,,,,,,,,,,,,,,,,,,,,,,,11, 1,Ｃエイシンギガント, 67,デムｰ, 2.0, 36,* -1, -29, 8, 16.3,①①①,11, 2,Ｊシャンパンルｰジュ, 71,柴田善, 1.4, 62,   5,  -3,13, 68.3, ⑩⑨
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,13,Ｎダブルファンタジｰ, 68,古川吉, 1.5, 61,   7,  -6, 9, 21.6, ⑦⑥
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13, 1,Ｍシゲルオオスミ, 68,勝浦正, 1.5, 61,   6,  -5,10, 26.2, ⑧⑦
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14, 3,Ｄベストリｰダｰ, 74,デムｰ, 3.5, 45,   4, -19, 1,  4.3, ⑪⑪
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,16,Ｏクイｰンアルタミラ, 65,三浦皇, 3.5, 45,   2, -17,14, 69.3, ⑭⑮
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:56 ﾚｰｽﾍﾟｰｽ指数:-4 ﾚｰｽｱｶﾞﾘ指数:-3 馬場:良(指数:-1),,,,,,,,,,,,ｸﾗｽ上位平均:72 ﾚｰｽﾍﾟｰｽ指数:-3 ﾚｰｽｱｶﾞﾘ指数:+4 馬場:良(指数:-2),,,,,,,,,,,,ｸﾗｽ上位平均:65 ﾚｰｽﾍﾟｰｽ指数:-3 ﾚｰｽｱｶﾞﾘ指数:+4 馬場:良(指数:-1),,,,,,,,,,,,ｸﾗｽ上位平均:77 ﾚｰｽﾍﾟｰｽ指数:-3 ﾚｰｽｱｶﾞﾘ指数:-5 馬場:良(指数:-2),,,,,,,,,,,
"単勝:980円 複勝:09=250円 03=150円 07=320円 枠連:1,480円",,,,,,,,,,,,単勝:310円 複勝:04=130円 05=150円 02=150円 枠連:760円,,,,,,,,,,,,単勝:730円 複勝:09=230円 11=320円 07=180円 枠連:810円,,,,,,,,,,,,"単勝:500円 複勝:08=200円 09=220円 10=820円 枠連:2,740円",,,,,,,,,,,
