15年 5月23日 東京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,15年 5月23日 東京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1600m 3 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-2,,,,,■ 4R  芝1600m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:0,,,,,■ 7R  ダ1600m 4歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:4,,,,,■10R  ダ2100m 4歳上1000万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:6,,,,
 9,10,Ｊフロイラインシチｰ, 46,田中勝, 1.4, 47,*  3, -24,11, 94.9, ④④, 9, 2,Ｂブレイクエｰス, 65,武豊  , 0.9, 57, -12,*  2, 1,  2.0, ⑮⑬, 9, 2,Ｈストロングバルドル, 71,福永祐, 1.6, 66,   7,  -4, 4, 12.1, ⑦⑧, 9,10,Ｇグラスプリマ, 79,蛯名正, 0.8, 75,   4,  10,12, 51.0,⑩⑫⑫
10,16,Ｋミヤギサムソン, 41,岩部純, 2.0, 44, -13,  -5,15,233.2, ⑮⑭,10, 3,Ｋペイシャランラン, 50,松岡正, 1.2, 57, -11,  -1,14,438.6, ⑯⑮,10, 5,Ｋキｰコレクション, 66,嘉藤貴, 1.7, 66,   5,  -2,15,337.6, ⑫⑫,10,11,Ｋフジマサクラウン, 76,木幡初, 0.8, 75,   6,   6,11, 43.0,⑨⑩⑨
11, 2,Ｇバトルシュプリｰズ, 51,杉原誠, 2.1, 39,  -4, -19,12,169.1, ⑦⑨,11, 8,Ａダブルフラワｰ, 66,石橋脩, 1.2, 55, -12,  -1, 7, 22.1, ⑭⑭,11, 1,Ｅプレジｰルシチｰ, 73,石橋脩, 2.0, 61,* 11, -16, 3,  6.3, ①①,11,15,Ｎポンデザムｰル, 72,杉原誠, 1.0, 72,   4,  10,15,103.6,⑮⑮⑭
12,12,Ｌエリｰアイズ, 40,柴山雄, 2.2, 41, -12,  -6,16,239.7, ⑯⑯,12,13,Ｎアサクサフルｰト, 42,木幡初, 1.5, 49, -10, -10,17,688.1, ⑩⑩,12, 7,Ｌヒミノコンドル, 60,柴田大, 2.2, 62,   0,   1,13,246.0, ⑮⑮,12, 1,Ｏザンブロｰネ, 71,柴山雄, 1.2, 68,*  8,  -4, 7, 22.9,①①①
13, 7,Ｍヘヴンアンドアｰス, 37,蛯名正, 2.3, 40,  -1, -27, 9, 33.5, ⑥⑥,13, 1,Ｆヤマニントルｰパｰ, 57,横山典, 1.7, 48,  -9, -12, 9, 43.6, ⑬⑨,13,11,Ｃヴァｰルハイト, 73,宮崎北, 2.4, 60,   5,  -8,11, 72.2, ⑨⑬,13, 9,Ｄビｰチブレイブ, 80,石橋脩, 2.0, 64,*  9,  -9,10, 41.2,④③③
14,15,Ｎマザｰファンネル, 37,松岡正, 3.0, 34,  -6, -26,13,211.6, ⑪⑪,14,15,Ｇアルファキンバレｰ, 56,野中悠, 1.8, 46, -10, -14,12,167.5, ⑫⑪,14,10,Ｐインプロスペクト, 52,三浦皇, 2.5, 59,   8, -14,14,309.4, ⑤⑥,14,16,Ｐキネオワｰルド, 69,武豊  , 2.3, 64,   7,  -9, 8, 25.7,⑬⑦⑥
15, 3,Ｈオクテットバレｰ, 50,柴田大, 3.1, 35,  -1, -34, 5, 16.4, ⑤⑤,15,14,Ｏアスタｰレジェンド, 37,大庭和, 2.1, 44, -16,  -7,13,273.1, ⑰⑰,15,15,Ｏサウンドカスケｰド, 59,大庭和, 5.6, 37,   5, -37,12,220.7, ⑧⑩,15, 3,Ｌレッドエンブレム, 76,柴田善, 2.6, 62,   7, -10,14, 65.0,⑧⑧⑦
16, 8,Ｏトｰアハｰモニｰ, 11,江田照, 5.6, 19, -13, -36,14,230.3, ⑬⑮,16,18,Ｑネイムザデイ, 22,柴山雄, 2.2, 44, -15,  -8,16,555.4, ⑱⑱,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,17, 5,Ｍエタナルトウショウ, 42,岩部純, 2.7, 35,  -3, -39,15,534.1, ③④,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,18, 7,Ｐビュｰティｰクイン, 31,杉原誠, 4.1, 21, -14, -39,18,790.2, ⑨⑯,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:60 ﾚｰｽﾍﾟｰｽ指数:-1 ﾚｰｽｱｶﾞﾘ指数:-9 馬場:良(指数:-2),,,,,,,,,,,,ｸﾗｽ上位平均:62 ﾚｰｽﾍﾟｰｽ指数:-2 ﾚｰｽｱｶﾞﾘ指数:-2 馬場:良(指数:-3),,,,,,,,,,,,ｸﾗｽ上位平均:72 ﾚｰｽﾍﾟｰｽ指数:+4 ﾚｰｽｱｶﾞﾘ指数:-3 馬場:良(指数:-2),,,,,,,,,,,,ｸﾗｽ上位平均:79 ﾚｰｽﾍﾟｰｽ指数:-2 ﾚｰｽｱｶﾞﾘ指数:+3 馬場:良(指数:-2),,,,,,,,,,,
"単勝:2,460円 複勝:13=380円 05=170円 06=140円 枠連:880円",,,,,,,,,,,,"単勝:2,640円 複勝:06=580円 11=200円 12=1,000円 枠連:6,200円",,,,,,,,,,,,単勝:490円 複勝:04=140円 14=110円 03=290円 枠連:360円,,,,,,,,,,,,単勝:500円 複勝:04=200円 06=340円 05=170円 枠連:760円,,,,,,,,,,,
"馬連:6,320円 ワイド:05-13=1,530円 06-13=880円 05-06=260円",,,,,,,,,,,,"馬連:6,670円 ワイド:06-11=2,380円 06-12=6,790円 11-12=2,850円",,,,,,,,,,,,馬連:490円 ワイド:04-14=240円 03-04=950円 03-14=600円,,,,,,,,,,,,"馬連:2,570円 ワイド:04-06=990円 04-05=530円 05-06=1,150円",,,,,,,,,,,
"馬単:14,550円 3連複:4,050円 3連単:49,040円",,,,,,,,,,,,"馬単:17,290円 3連複:68,510円 3連単:383,840円",,,,,,,,,,,,"馬単:1,310円 3連複:1,960円 3連単:10,160円",,,,,,,,,,,,"馬単:4,450円 3連複:4,360円 3連単:24,960円",,,,,,,,,,,
■ 2R  ダ1400m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-3,,,,,■ 5R  芝2000m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-12,,,,,■ 8R  ダ1400m 4歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-4,,,,,■11R  芝1800m 4歳上ｵｰﾌﾟﾝ(混) ﾊﾝﾃﾞ,,,,,,,出走馬ﾚﾍﾞﾙ:-2,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ﾓﾝｺﾞﾙ大統領賞,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 4,Ｃホッコｰヴァｰル, 59,北村宏,, 57,   1,  -3, 2,  4.2, ⑤⑤, 1, 6,Ａサトノメサイア, 71,福永祐,, 61,*-17,*  7, 1,  1.2,⑦⑥⑤, 1, 1,Ｆシュウギン, 66,宮崎北,, 71,*  6,   1,10, 42.9, ①①, 1,18,Ｂサトノアラジン, 88,ルメｰ,, 85,  16,* 11, 1,  2.6,⑯⑮⑭
 2,13,Ｄキングリオ, 56,横山典, 0.0, 56,  -2,   1, 3,  4.4, ⑦⑦, 2,18,Ｃトｰカティヴ, 58,武豊  , 0.0, 64, -18,*  9, 3, 12.9,⑬⑫⑧, 2, 8,Ａサニｰデイズ, 79,石橋脩, 0.1, 69,   5,   2, 1,  2.3, ③④, 2,12,Ｑフェスティヴタロｰ, 71,田中勝, 0.3, 81,* 27, -17,13, 98.4,①①①
 3, 6,Ｂマゼンタ, 60,三浦皇, 0.1, 58,  -3,*  3, 4,  4.7, ⑨⑨, 3,17,Ｆワンパクチョウサン, 55,蛯名正, 0.1, 62,*-16,*  5, 7, 31.5,⑩⑩⑥, 3,12,Ｊミュｰル, 63,北村宏, 0.3, 67,  -2,* 10, 8, 28.2, ⑭⑭, 3, 7,Ｐヒラボクディｰプ, 73,柴山雄, 0.3, 83,  14,*  8,11, 48.8,⑭⑭⑮
 4,11,Ｅドリｰムメモリｰ, 52,武豊  , 0.6, 52,*  3,  -9, 6, 12.9, ②②, 4,10,Ｈジャンゴ, 52,嘉藤貴, 0.3, 56,*-17,   0,13,166.8,④④③, 4,10,Ｄエルシェロアスｰル, 69,田中勝, 0.3, 67,*  6,  -2, 2,  6.2, ④②, 4,11,Ｋマイネルミラノ, 80,柴田大, 0.3, 82,  21,  -5, 5,  9.0,⑧⑦⑥
 5, 5,Ｏフクノコニャック, 30,岩部純, 0.6, 52,*  3, -10, 8, 52.5, ①①, 5,11,Ｋエストレｰジャ, 47,北村宏, 0.6, 57, -20,   2, 9, 70.0,⑧⑨⑪, 5, 7,Ｈレッドダニエル, 65,川田将, 0.4, 68,*  6,  -1, 3,  6.6, ②③, 5,16,Ａロサギガンティア, 88,柴田善, 0.3, 82,  17,   3, 3,  7.6,⑬⑩⑩
 6, 2,Ｊホウザンゴッド, 44,大庭和, 0.8, 51,  -8,*  2,14,291.8, ⑭⑭, 6,14,Ｐサニｰゴｰルド, 36,田中勝, 0.8, 49,*-16, -11, 5, 28.3,①①①, 6,13,Ｂフィンデルムンド, 72,柴山雄, 0.6, 64,   3,   0, 5,  8.9, ⑩⑧, 6, 5,Ｊエックスマｰク, 81,蛯名正, 0.4, 82,  18,  -1, 4,  8.9,⑨⑨⑧
 7,15,Ａロｰレルウラノス, 68,柴山雄, 1.0, 48,  -2,  -8, 1,  3.0, ⑧⑧, 7, 1,Ｑスカイロケット,-47,三浦皇, 1.0, 55, -21,   2, 6, 28.8,⑮⑮⑮, 7, 5,Ｅトレノカチドキ, 69,三浦皇, 0.8, 64,   0,   2, 4,  7.2, ⑨⑨, 7, 1,Ｇパワｰスポット, 84,横山典, 0.6, 79,  11,*  9, 6, 10.0,⑰⑰⑯
 8,12, シャカオｰ,---,木幡初, 1.1, 50,  -4,  -5,12,178.2, ⑪⑪, 8,13,Ｄタイセイゴッホ, 57,ルメｰ, 1.1, 46, -18,  -8, 4, 14.7,⑥⑦⑦, 8, 6,Ｃミラクルピッチ, 70,杉原誠, 0.9, 61,   4,  -4,13,104.9, ⑥⑥, 8, 9,Ｏゲシュタルト, 75,木幡初, 0.6, 78,  21, -10,15,226.1,④④⑤
 9, 8,Ｇカゼノドリｰム, 49,蛯名正, 1.2, 50, -11,*  4, 5, 11.8, ⑯⑯, 9, 8,Ｏビバナポリ, 39,杉原誠, 1.1, 45,*-17, -12,16,373.2,③②②, 9, 2,Ｇキョウエイボヌｰル, 65,福永祐, 1.3, 58,  -1,  -1, 6, 11.8, ⑬⑫, 9, 3,Ｄメイショウスザンナ, 85,嘉藤貴, 0.7, 77,  18,  -7, 9, 34.0,⑦⑥⑦
10, 9,Ｋアグレマン, 44,二本柳, 1.4, 46,  -5,  -6,11,100.9, ⑬⑫,10, 3,Ｂマイネルインプレス, 62,柴田大, 1.1, 50, -19,  -5, 2,  7.0,⑤⑤⑨,10,16,Ｐゴｰアップファイト, 44,武士沢, 1.5, 57,   0,  -4,11, 77.1, ⑧⑩,10, 4,Ｉツクバコガネオｰ, 82,松岡正, 0.7, 80,  16,   0,16,305.3,⑫⑪⑫
11, 7,Ｎケンブリッジタイガ, 36,杉原誠, 1.7, 43, -12,   0,16,490.3, ⑮⑮,11,15,Ｎシュガｰベイ, 41,武士沢, 1.2, 51, -20,  -5,17,422.0,⑯⑯⑫,11,11,Ｉディアポジション, 64,ルメｰ, 1.6, 57,   5, -11, 7, 18.5, ⑤⑤,11, 2,Ｈアロマカフェ, 84,江田照, 0.7, 75,  17,  -4,12, 61.8,⑥⑧⑨
12, 1,Ｉネオキセキ, 45,松岡正, 2.2, 40,  -5, -14, 7, 50.7, ⑩⑩,12, 7,Ｊコスモバカンス, 48,木幡初, 1.3, 47, -19,  -7,15,339.8,⑨⑧⑩,12,15,Ｌナンヨｰルｰク, 63,江田照, 1.8, 53,  -2,  -5, 9, 39.6, ⑪⑬,12,17,Ｆアルバタックス, 84,武豊  , 0.9, 77,  16,  -3, 7, 14.9,⑮⑫⑬
13,10,Ｈアテイン, 46,嘉藤貴, 2.2, 40,  -6, -12,15,450.4, ⑫⑬,13, 4,Ｌタｰンブルブルｰ, 47,野中悠, 1.5, 46, -21,  -6,11, 93.2,⑪⑪⑬,13, 4,Ｏピュアライン, 56,松岡正, 2.0, 52,  -1,  -7,15,418.1, ⑫⑪,13,13,Ｅダイシンサンダｰ, 84,川田将, 1.0, 73,* 24, -23, 2,  5.5,②③③
14,16,Ｍロドリゴユッキ, 38,野中悠, 2.6, 36,   0, -25,13,238.6, ⑥⑥,14, 9,Ｅリッツィｰ, 55,大庭和, 1.8, 43, -22,  -8,10, 93.2,⑭⑭⑯,14,14,Ｍエスティリメイク, 61,野中悠, 2.2, 51,  -4,  -5,16,456.8, ⑯⑯,14,14,Ｍヒュウマ, 78,石橋脩, 1.0, 74,  22, -19,10, 43.0,⑤⑤④
15,14,Ｆグランポルトス, 50,石橋脩, 2.6, 35,*  2, -27, 9, 63.4, ④③,15, 5,Ｇコスモヴェルフェン, 55,石橋脩, 1.9, 42, -21, -12,14,168.9,⑫⑬⑭,15, 9,Ｋシンサン, 63,木幡初, 2.4, 50,  -3,  -8,14,128.5, ⑮⑮,15, 6,Ｎグランデスバル, 75,杉原誠, 1.1, 71,* 24, -25,14,141.7,③②②
16, 3,Ｌアルダントロアｰ, 38,江田照, 3.8, 26,   0, -35,10, 67.2, ③④,16,12, ミュゼファントム,---,柴山雄, 2.0, 41, -22,  -9, 8, 38.7,⑰⑱⑱,16, 3,Ｎエフティマルス, 56,嘉藤貴, 2.7, 47,   3, -19,12,103.4, ⑦⑦,16,10,Ｌファントムライト, 79,北村宏, 1.3, 73,  17, -11, 8, 18.6,⑩⑬⑪
,,,,,,,,,,,,17, 2,Ｉネコハッピｰ, 49,宮崎北, 2.4, 31,*-17, -28,12,135.7,②③④,,,,,,,,,,,,,17,15,Ｒウインドジャズ, 70,武士沢, 1.7, 71,  13,  -9,17,407.7,⑪⑯⑰
,,,,,,,,,,,,18,16,Ｍサンブラジリア, 41,岩部純, 2.8, 31, -22, -21,18,506.7,⑱⑰⑰,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:62 ﾚｰｽﾍﾟｰｽ指数:-1 ﾚｰｽｱｶﾞﾘ指数:-2 馬場:良(指数:-2),,,,,,,,,,,,ｸﾗｽ上位平均:62 ﾚｰｽﾍﾟｰｽ指数:-13 ﾚｰｽｱｶﾞﾘ指数:-0 馬場:良(指数:-3),,,,,,,,,,,,ｸﾗｽ上位平均:72 ﾚｰｽﾍﾟｰｽ指数:-2 ﾚｰｽｱｶﾞﾘ指数:-5 馬場:良(指数:-2),,,,,,,,,,,,ｸﾗｽ上位平均:87 ﾚｰｽﾍﾟｰｽ指数:+6 ﾚｰｽｱｶﾞﾘ指数:-7 馬場:良(指数:-3),,,,,,,,,,,
"単勝:420円 複勝:04=140円 13=180円 06=140円 枠連:1,140円",,,,,,,,,,,,単勝:120円 複勝:06=110円 18=190円 17=350円 枠連:370円,,,,,,,,,,,,"単勝:4,290円 複勝:01=820円 08=160円 12=530円 枠連:940円",,,,,,,,,,,,"単勝:260円 複勝:18=150円 12=1,740円 07=980円 枠連:990円",,,,,,,,,,,
"馬連:1,100円 ワイド:04-13=420円 04-06=320円 06-13=420円",,,,,,,,,,,,"馬連:590円 ワイド:06-18=300円 06-17=520円 17-18=1,490円",,,,,,,,,,,,"馬連:4,920円 ワイド:01-08=1,900円 01-12=10,070円 08-12=1,290円",,,,,,,,,,,,"馬連:18,390円 ワイド:12-18=4,910円 07-18=3,080円 07-12=24,980円",,,,,,,,,,,
"馬単:2,250円 3連複:1,490円 3連単:8,810円",,,,,,,,,,,,"馬単:620円 3連複:2,140円 3連単:4,540円",,,,,,,,,,,,"馬単:15,210円 3連複:39,870円 3連単:352,600円",,,,,,,,,,,,"馬単:22,830円 3連複:201,950円 3連単:845,900円",,,,,,,,,,,
■ 3R  ダ2100m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:12,,,,,■ 6R  ダ1400m 3 歳500万 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:0,,,,,■ 9R  芝1800m 3 歳500万(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:6,,,,,■12R  芝1400m 4歳上1000万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:2,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,ｶｰﾈｰｼｮﾝｶｯﾌﾟ,,,,,,,,,,,,,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,11,Ｋレッドルヴァン, 54,北村宏,, 68,  -2,*  9, 2,  4.8,⑧⑧⑥, 1, 2,Ｄレザンドゥオｰル, 72,横山典,, 73,* 12,* -1, 2,  4.4, ②②, 1,12,Ｊレトロクラシック, 60,松岡正,, 81,* -4,  11, 6, 20.5,②②②, 1, 1,Ｂトｰキングドラム, 77,福永祐,, 87,* 17,   0, 1,  3.1, ④③
 2, 8,Ａバイタルフォｰス, 73,三浦皇, 0.0, 68,  -2,*  9, 1,  1.5,⑤⑤⑤, 2, 8,Ａカネｰタ, 75,三浦皇, 0.5, 71,  11,  -3, 1,  3.4, ③④, 2,10,Ｇエクストラファイン, 67,江田照, 0.2, 73,* -2,   5,10, 51.7,①①①, 2,10,Ａノボリレジェンド, 77,川田将, 0.2, 87,* 20,  -7, 2,  5.5, ②②
 3, 5,Ｊセイカアヴァンサ, 56,武士沢, 0.9, 61,* -1,   1,12,151.0,③③③, 3,14,Ｂドリｰムドルチェ, 73,野中悠, 0.7, 68,   9,  -3, 4,  6.7, ⑦⑦, 3, 7,Ｃロッカフラベイビｰ, 74,蛯名正, 0.2, 79,  -6,* 13, 1,  3.4,⑧⑦⑦, 3, 6,Ｉウインフェニックス, 72,松岡正, 0.2, 86,  15,   1, 4,  6.9, ⑥⑤
 4, 7,Ｇオンザヒル, 61,福永祐, 0.9, 62,  -3,   4, 8, 29.9,⑦⑦⑧, 4, 6,Ｅタマモイレブン, 70,石橋脩, 0.7, 67,   9,  -3, 6, 13.6, ⑥⑤, 4, 5,Ｂエバｰシャルマン, 78,ルメｰ, 0.4, 76,  -8,* 14, 2,  3.8,⑦⑨⑨, 4, 4,Ｍヤサカオディｰル, 70,柴田善, 0.3, 82,  11,   5,15, 82.4, ⑪⑨
 5,13,Ｃクピド, 65,蛯名正, 1.0, 64,  -5,*  7, 7, 28.5,⑭⑭⑬, 5,15,Ｊタケルラグｰン, 65,川田将, 0.7, 68,   6,*  2, 5,  8.3, ⑪⑩, 5, 8,Ｆサダムブルｰハワイ, 67,北村宏, 0.5, 74,  -5,   6, 7, 20.7,④⑤⑤, 5, 8,Ｊプリンシペアスｰル, 71,柴山雄, 0.5, 80,  12,   0,11, 59.5, ⑧⑦
 6,15,Ｈオブストラクション, 60,松岡正, 1.3, 59,  -5,   4, 6, 28.0,⑬⑬⑩, 6,10,Ｆヤマニンシャンデル, 70,田中勝, 0.9, 67,   8,  -2,10, 44.4, ⑩⑨, 6, 4,Ｄアドマイヤピンク, 70,福永祐, 0.5, 74,  -8,  11, 5, 16.9,⑨⑧⑧, 6,12,Ｃリｰサルウェポン, 75,武豊  , 0.6, 78,   4,* 12, 7, 14.3, ⑯⑯
 7, 4,Ｄトｰセンテレマｰク, 65,江田照, 1.4, 58,  -3,  -2,11, 69.5,④⑥⑦, 7,13,Ｍボナフォルトゥｰナ, 62,松岡正, 1.1, 62,   2,*  3, 9, 31.5, ⑮⑭, 7, 2,Ｈトｰセンビクトリｰ, 65,武豊  , 0.8, 71,  -6,   5, 3,  4.0,⑥⑥⑥, 7,15,Ｈセトノフラッパｰ, 72,石橋脩, 0.6, 78,   7,*  6, 8, 26.7, ⑩⑫
 8,14,Ｆチャップリン, 64,川田将, 1.4, 58,* -1,  -5, 3,  9.9,②②②, 8,12,Ｋドラゴンゲｰト, 64,武士沢, 1.1, 65,  10,  -8,14,121.0, ⑤⑥, 8,11,Ｅロックキャンディ, 70,柴山雄, 0.9, 67,  -5,  -1, 8, 24.9,⑤④④, 8,13,Ｆマリｰズケイ, 73,蛯名正, 0.7, 77,   7,   4, 3,  5.9, ⑫⑪
 9,12,Ｍキングギムレット, 53,大庭和, 1.6, 60,  -5,   5,15,210.6,⑮⑮⑮, 9, 9,Ｈグランアラミス, 67,蛯名正, 1.6, 59,   3,  -3, 7, 15.7, ⑬⑫, 9, 1,Ａクイｰンズタｰフ, 82,横山典, 1.0, 69,  -9,   8, 4,  5.2,⑪⑩⑩, 9, 9,Ｏケツァルコアトル, 68,武士沢, 1.1, 72,   3,   5,18,224.6, ⑮⑮
10, 1,Ｏサンロｰガン, 41,嘉藤貴, 1.7, 57,  -3,  -2,13,166.7,⑨⑨⑨,10, 7,Ｃユイマｰル, 73,武豊  , 1.7, 62,* 15, -20, 3,  6.0, ①①,10, 3,Ｉアンジェリｰ, 60,柴田善, 1.2, 63,  -5,  -5,11, 55.5,③③③,10, 7,Ｄシｰギリヤガｰル, 75,嘉藤貴, 1.2, 71,  12, -10,10, 36.4, ⑦⑧
11, 6,Ｅタイセイエナジｰ, 65,田中勝, 1.8, 57,  -4,  -1,10, 52.3,⑪⑪⑪,11, 3,Ｉナンヨｰアイリッド, 66,北村宏, 1.9, 58,   7, -10, 8, 19.6, ⑨⑧,11, 6,Ｌファイアフライ, 55,武士沢, 1.8, 62,  -9,  -4,12,211.5,⑩⑪⑪,11,14,Ｇステイウェル, 73,三浦皇, 1.2, 71,  10,  -6, 6, 11.9, ⑨⑩
